cell_id,ix,iy,xmin_km,xmax_km,ymin_km,ymax_km,x_center_km,y_center_km,centroid_longitude,centroid_latitude,onset_bin,onset_minutes,onset_hours,support_candidate_next1,support_candidate_next2,total_cell_events,peak_count,peak_rate_per_hour,confidence_class,occupied,distance_to_mw64_km,distance_to_mw71_km
1529,27,17,0.0,1.0,-12.0,-11.0,0.5,-11.5,-117.53786974994269,35.636572602413594,17.0,510.0,8.5,6.0,6.0,20,5,10.0,robust onset,True,8.494216864935117,16.274981091699303
1530,27,18,0.0,1.0,-11.0,-10.0,0.5,-10.5,-117.53786912954176,35.645585479531896,0.0,0.0,0.0,3.0,3.0,66,5,10.0,robust onset,True,7.624982615878565,15.32585423818556
1531,27,19,0.0,1.0,-10.0,-9.0,0.5,-9.5,-117.5378685089108,35.65459834313514,,,,,,21,2,4.0,no onset,True,6.7918333045174535,14.383622865086906
1532,27,20,0.0,1.0,-9.0,-8.0,0.5,-8.5,-117.53786788804968,35.663611193221925,,,,,,10,1,2.0,no onset,True,6.009795286052148,13.449736254662815
1533,27,21,0.0,1.0,-8.0,-7.0,0.5,-7.5,-117.53786726695829,35.67262402979082,,,,,,3,1,2.0,no onset,True,5.301535543986927,12.526060989590139
1534,27,22,0.0,1.0,-7.0,-6.0,0.5,-6.5,-117.53786664563653,35.68163685284044,,,,,,4,1,2.0,no onset,True,4.700523254708874,11.615033470028074
1535,27,23,0.0,1.0,-6.0,-5.0,0.5,-5.5,-117.53786602408428,35.690649662369374,,,,,,3,1,2.0,no onset,True,4.252476762071846,10.719878782188394
1536,27,24,0.0,1.0,-5.0,-4.0,0.5,-4.5,-117.53786540230146,35.69966245837619,,,,,,3,1,2.0,no onset,True,4.009014636523943,9.84492761272288
1537,27,25,0.0,1.0,-4.0,-3.0,0.5,-3.5,-117.53786478028796,35.70867524085953,,,,,,4,1,2.0,no onset,True,4.007597547130369,8.99607682796751
1538,27,26,0.0,1.0,-3.0,-2.0,0.5,-2.5,-117.5378641580436,35.717688009817934,14.0,420.0,7.0,3.0,5.0,34,3,6.0,robust onset,True,4.248467705381259,8.181454448301627
1539,27,27,0.0,1.0,-2.0,-1.0,0.5,-1.5,-117.53786353556836,35.72670076525004,1.0,30.0,0.5,3.0,4.0,67,4,8.0,robust onset,True,4.6944773497770385,7.412354247104965
1540,27,28,0.0,1.0,-1.0,0.0,0.5,-0.5,-117.53786291286208,35.735713507154415,3.0,90.0,1.5,5.0,8.0,85,4,8.0,robust onset,True,5.294030348559762,6.704460759786391
1541,27,29,0.0,1.0,0.0,1.0,0.5,0.5,-117.53786228992467,35.74472623552969,0.0,0.0,0.0,5.0,5.0,53,4,8.0,robust onset,True,6.0012829524505795,6.079193423017237
1542,27,30,0.0,1.0,1.0,2.0,0.5,1.5,-117.53786166675602,35.75373895037444,,,,,,2,1,2.0,no onset,True,6.782627574861832,5.56447583060584
1543,27,31,0.0,1.0,2.0,3.0,0.5,2.5,-117.53786104335605,35.76275165168731,,,,,,2,1,2.0,no onset,True,7.615292283502862,5.193283148869997
1544,27,32,0.0,1.0,3.0,4.0,0.5,3.5,-117.53786041972457,35.77176433946684,,,,,,0,0,0.0,no events,False,8.484180355643106,4.997698316152906
1545,27,33,0.0,1.0,4.0,5.0,0.5,4.5,-117.53785979586156,35.780777013711685,,,,,,3,1,2.0,no onset,True,9.379230035081907,4.998378442476931
1546,27,34,0.0,1.0,5.0,6.0,0.5,5.5,-117.53785917176684,35.78978967442044,,,,,,1,1,2.0,no onset,True,10.293619178640945,5.19524644739387
1547,27,35,0.0,1.0,6.0,7.0,0.5,6.5,-117.53785854744038,35.798802321591694,,,,,,0,0,0.0,no events,False,11.222621598307002,5.567529456060305
1548,27,36,0.0,1.0,7.0,8.0,0.5,7.5,-117.537857922882,35.80781495522407,,,,,,0,0,0.0,no events,False,12.162889265412597,6.083106347832468
1549,27,37,0.0,1.0,8.0,9.0,0.5,8.5,-117.53785729809162,35.8168275753162,,,,,,0,0,0.0,no events,False,13.111998895156724,6.709022390332304
1550,27,38,0.0,1.0,9.0,10.0,0.5,9.5,-117.53785667306911,35.82584018186665,,,,,,1,1,2.0,no onset,True,14.068161030159317,7.417397119537331
1551,27,39,0.0,1.0,10.0,11.0,0.5,10.5,-117.53785604781442,35.83485277487408,,,,,,0,0,0.0,no events,False,15.030029757601794,8.186854012614443
1552,27,40,0.0,1.0,11.0,12.0,0.5,11.5,-117.53785542232735,35.84386535433707,,,,,,0,0,0.0,no events,False,15.996575704140483,9.001743010039874
1553,27,41,0.0,1.0,12.0,13.0,0.5,12.5,-117.53785479660786,35.85287792025427,,,,,,0,0,0.0,no events,False,16.96699955803028,9.85079569444734
1554,27,42,0.0,1.0,13.0,14.0,0.5,13.5,-117.53785417065582,35.86189047262427,,,,,,0,0,0.0,no events,False,17.94067205391431,10.72590203240188
1555,27,43,0.0,1.0,14.0,15.0,0.5,14.5,-117.53785354447112,35.87090301144569,,,,,,0,0,0.0,no events,False,18.9170915705878,11.621177780398307
1556,27,44,0.0,1.0,15.0,16.0,0.5,15.5,-117.53785291805364,35.87991553671716,,,,,,0,0,0.0,no events,False,19.895853669393183,12.53230112942407
1557,27,45,0.0,1.0,16.0,17.0,0.5,16.5,-117.53785229140333,35.88892804843729,,,,,,0,0,0.0,no events,False,20.876628870050077,13.456053291864757
1558,27,46,0.0,1.0,17.0,18.0,0.5,17.5,-117.53785166451996,35.89794054660471,,,,,,0,0,0.0,no events,False,21.85914620294467,14.390002390147295
1559,27,47,0.0,1.0,18.0,19.0,0.5,18.5,-117.53785103740351,35.906953031218066,,,,,,0,0,0.0,no events,False,22.843180874510725,15.332285132470808
1560,27,48,0.0,1.0,19.0,20.0,0.5,19.5,-117.53785041005386,35.91596550227595,,,,,,0,0,0.0,no events,False,23.82854490331952,16.28145466407489
1561,27,49,0.0,1.0,20.0,21.0,0.5,20.5,-117.53784978247089,35.924977959777,,,,,,0,0,0.0,no events,False,24.81507993042571,17.236373301053398
1562,27,50,0.0,1.0,21.0,22.0,0.5,21.5,-117.53784915465448,35.933990403719854,,,,,,0,0,0.0,no events,False,25.80265164081628,18.19613594058384
1563,27,51,0.0,1.0,22.0,23.0,0.5,22.5,-117.53784852660452,35.943002834103126,,,,,,0,0,0.0,no events,False,26.791145392484083,19.160014659784252
1564,27,52,0.0,1.0,23.0,24.0,0.5,23.5,-117.53784789832092,35.95201525092545,,,,,,0,0,0.0,no events,False,27.780462760456732,20.12741812449098
1565,27,53,0.0,1.0,24.0,25.0,0.5,24.5,-117.53784726980358,35.961027654185465,,,,,,0,0,0.0,no events,False,28.770518781020016,21.0978614781932
1566,27,54,0.0,1.0,25.0,26.0,0.5,25.5,-117.53784664105234,35.970040043881816,,,,,,0,0,0.0,no events,False,29.761239736827626,22.070943739404733
1567,27,55,0.0,1.0,26.0,27.0,0.5,26.5,-117.53784601206712,35.97905242001311,,,,,,0,0,0.0,no events,False,30.752561363516207,23.046330643790338
1568,28,0,1.0,2.0,-29.0,-28.0,1.5,-28.5,-117.52686078513338,35.48335061454546,,,,,,0,0,0.0,no events,False,24.685843216780164,33.04096491445342
1569,28,1,1.0,2.0,-28.0,-27.0,1.5,-27.5,-117.52685893561386,35.49236372101692,,,,,,0,0,0.0,no events,False,23.69344835745429,32.05795004477177
1570,28,2,1.0,2.0,-27.0,-26.0,1.5,-26.5,-117.52685708540966,35.501376813997496,,,,,,0,0,0.0,no events,False,22.701720965848722,31.076019044723584
1571,28,3,1.0,2.0,-26.0,-25.0,1.5,-25.5,-117.52685523452044,35.510389893485744,,,,,,0,0,0.0,no events,False,21.710752510107927,30.09527800607536
1572,28,4,1.0,2.0,-25.0,-24.0,1.5,-24.5,-117.52685338294592,35.51940295948022,,,,,,0,0,0.0,no events,False,20.720651879201576,29.115847177403303
1573,28,5,1.0,2.0,-24.0,-23.0,1.5,-23.5,-117.5268515306858,35.5284160119795,,,,,,0,0,0.0,no events,False,19.731549712147853,28.13786337753534
1574,28,6,1.0,2.0,-23.0,-22.0,1.5,-22.5,-117.52684967773968,35.53742905098215,,,,,,0,0,0.0,no events,False,18.743604076774137,27.16148291326865
1575,28,7,1.0,2.0,-22.0,-21.0,1.5,-21.5,-117.5268478241073,35.54644207648677,,,,,,0,0,0.0,no events,False,17.757008011789775,26.186885126771482
1576,28,8,1.0,2.0,-21.0,-20.0,1.5,-20.5,-117.52684596978833,35.555455088491875,,,,,,0,0,0.0,no events,False,16.7719996802608,25.214276734375428
1577,28,9,1.0,2.0,-20.0,-19.0,1.5,-19.5,-117.52684411478243,35.564468086996065,,,,,,0,0,0.0,no events,False,15.788876243057025,24.243897166763567
1578,28,10,1.0,2.0,-19.0,-18.0,1.5,-18.5,-117.5268422590893,35.57348107199792,,,,,,1,1,2.0,no onset,True,14.80801312676595,23.276025185317767
1579,28,11,1.0,2.0,-18.0,-17.0,1.5,-17.5,-117.5268404027086,35.58249404349602,,,,,,0,0,0.0,no events,False,13.829891268783527,22.31098713689037
1580,28,12,1.0,2.0,-17.0,-16.0,1.5,-16.5,-117.52683854564002,35.59150700148892,,,,,,0,0,0.0,no events,False,12.855136415078487,21.34916732843293
1581,28,13,1.0,2.0,-16.0,-15.0,1.5,-15.5,-117.52683668788322,35.60051994597522,,,,,,0,0,0.0,no events,False,11.884577064169305,20.391021166493072
1582,28,14,1.0,2.0,-15.0,-14.0,1.5,-14.5,-117.52683482943792,35.60953287695349,,,,,,1,1,2.0,no onset,True,10.919332018859087,19.437091932882065
1583,28,15,1.0,2.0,-14.0,-13.0,1.5,-13.5,-117.52683297030372,35.61854579442232,,,,,,2,1,2.0,no onset,True,9.960946314581934,18.48803238319994
1584,28,16,1.0,2.0,-13.0,-12.0,1.5,-12.5,-117.5268311104804,35.62755869838027,,,,,,0,0,0.0,no events,False,9.011608692452505,17.54463279744521
1585,28,17,1.0,2.0,-12.0,-11.0,1.5,-11.5,-117.52682924996752,35.63657158882595,,,,,,2,1,2.0,no onset,True,8.074511190764907,16.60785773638884
1586,28,18,1.0,2.0,-11.0,-10.0,1.5,-10.5,-117.52682738876486,35.645584465757935,2.0,60.0,1.0,2.0,3.0,12,2,4.0,weak onset,True,7.154465089277455,15.67889464174918
1587,28,19,1.0,2.0,-10.0,-9.0,1.5,-9.5,-117.52682552687205,35.65459732917479,0.0,0.0,0.0,6.0,9.0,60,4,8.0,robust onset,True,6.258994364719624,14.759218671122524
1588,28,20,1.0,2.0,-9.0,-8.0,1.5,-8.5,-117.52682366428876,35.66361017907516,9.0,270.0,4.5,2.0,3.0,26,2,4.0,weak onset,True,5.400337971043493,13.850679924716772
1589,28,21,1.0,2.0,-8.0,-7.0,1.5,-7.5,-117.52682180101468,35.67262301545756,25.0,750.0,12.5,3.0,5.0,23,3,6.0,robust onset,True,4.599161874232772,12.955621674465982
1590,28,22,1.0,2.0,-7.0,-6.0,1.5,-6.5,-117.52681993704948,35.68163583832064,,,,,,3,1,2.0,no onset,True,3.891134755993224,12.077041507208346
1591,28,23,1.0,2.0,-6.0,-5.0,1.5,-5.5,-117.52681807239284,35.690648647662954,,,,,,4,1,2.0,no onset,True,3.336100932705813,11.218811441582115
1592,28,24,1.0,2.0,-5.0,-4.0,1.5,-4.5,-117.52681620704442,35.69966144348312,,,,,,9,2,4.0,no onset,True,3.0196372591923595,10.385977506075886
1593,28,25,1.0,2.0,-4.0,-3.0,1.5,-3.5,-117.5268143410039,35.7086742257797,,,,,,4,1,2.0,no onset,True,3.0177556098870717,9.585161832314299
1594,28,26,1.0,2.0,-3.0,-2.0,1.5,-2.5,-117.52681247427098,35.71768699455134,13.0,390.0,6.5,4.0,4.0,47,4,8.0,robust onset,True,3.3309891421178546,8.825085039057432
1595,28,27,1.0,2.0,-2.0,-1.0,1.5,-1.5,-117.5268106068453,35.7266997497966,1.0,30.0,0.5,5.0,6.0,44,4,8.0,robust onset,True,3.8838290910915725,8.11719930404175
1596,28,28,1.0,2.0,-1.0,0.0,1.5,-0.5,-117.52680873872656,35.73571249151409,1.0,30.0,0.5,3.0,4.0,37,3,6.0,robust onset,True,4.590508485201975,7.476344236087339
1597,28,29,1.0,2.0,0.0,1.0,1.5,0.5,-117.52680686991444,35.74472521970241,6.0,180.0,3.0,3.0,3.0,21,2,4.0,robust onset,True,5.39086337209667,6.921164766960609
1598,28,30,1.0,2.0,1.0,2.0,1.5,1.5,-117.52680500040856,35.75373793436015,,,,,,0,0,0.0,no events,False,6.24900373183723,6.473740829409022
1599,28,31,1.0,2.0,2.0,3.0,1.5,2.5,-117.52680313020868,35.762750635485915,,,,,,0,0,0.0,no events,False,7.144136573751777,6.157606590331826
1600,28,32,1.0,2.0,3.0,4.0,1.5,3.5,-117.52680125931438,35.771763323078325,,,,,,1,1,2.0,no onset,True,8.063952326763838,5.993573017511212
1601,28,33,1.0,2.0,4.0,5.0,1.5,4.5,-117.5267993877254,35.78077599713599,,,,,,0,0,0.0,no events,False,9.000887004746925,5.994140147775907
1602,28,34,1.0,2.0,5.0,6.0,1.5,5.5,-117.52679751544136,35.78978865765749,,,,,,0,0,0.0,no events,False,9.950105859543617,6.159262513168235
1603,28,35,1.0,2.0,6.0,7.0,1.5,6.5,-117.526795642462,35.79880130464145,,,,,,0,0,0.0,no events,False,10.908402557662894,6.47636574793765
1604,28,36,1.0,2.0,7.0,8.0,1.5,7.5,-117.52679376878696,35.807813938086454,,,,,,0,0,0.0,no events,False,11.873579329921055,6.92460193050839
1605,28,37,1.0,2.0,8.0,9.0,1.5,8.5,-117.5267918944159,35.81682655799116,,,,,,0,0,0.0,no events,False,12.844085247608358,7.480435180585488
1606,28,38,1.0,2.0,9.0,10.0,1.5,9.5,-117.52679001934852,35.82583916435415,,,,,,0,0,0.0,no events,False,13.818797545073624,8.121804546151154
1607,28,39,1.0,2.0,10.0,11.0,1.5,10.5,-117.52678814358444,35.83485175717402,,,,,,0,0,0.0,no events,False,14.796884987578803,8.830091034684868
1608,28,40,1.0,2.0,11.0,12.0,1.5,11.5,-117.52678626712334,35.84386433644942,,,,,,0,0,0.0,no events,False,15.777719894824383,9.590479981510967
1609,28,41,1.0,2.0,12.0,13.0,1.5,12.5,-117.52678438996496,35.85287690217894,,,,,,0,0,0.0,no events,False,16.76081993291018,10.391540062507728
1610,28,42,1.0,2.0,13.0,14.0,1.5,13.5,-117.52678251210892,35.86188945436122,,,,,,0,0,0.0,no events,False,17.745808647884758,11.22456696116352
1611,28,43,1.0,2.0,14.0,15.0,1.5,14.5,-117.52678063355488,35.87090199299488,,,,,,0,0,0.0,no events,False,18.73238811020217,12.082950883810799
1612,28,44,1.0,2.0,15.0,16.0,1.5,15.5,-117.52677875430254,35.87991451807851,,,,,,0,0,0.0,no events,False,19.720319572845305,12.961655012209077
1613,28,45,1.0,2.0,16.0,17.0,1.5,16.5,-117.52677687435155,35.88892702961075,,,,,,0,0,0.0,no events,False,20.709409547330118,13.856814181133599
1614,28,46,1.0,2.0,17.0,18.0,1.5,17.5,-117.52677499370162,35.897939527590225,,,,,,0,0,0.0,no events,False,21.699499615036057,14.765435917893035
1615,28,47,1.0,2.0,18.0,19.0,1.5,18.5,-117.52677311235236,35.90695201201555,,,,,,0,0,0.0,no events,False,22.690458860209333,15.685180790808445
1616,28,48,1.0,2.0,19.0,20.0,1.5,19.5,-117.52677123030348,35.915964482885364,,,,,,0,0,0.0,no events,False,23.682178173275243,16.6142016069171
1617,28,49,1.0,2.0,20.0,21.0,1.5,20.5,-117.52676934755463,35.92497694019829,,,,,,0,0,0.0,no events,False,24.67456590853538,17.551025429593203
1618,28,50,1.0,2.0,21.0,22.0,1.5,21.5,-117.5267674641055,35.933989383952955,,,,,,0,0,0.0,no events,False,25.66754453621457,18.49446652988855
1619,28,51,1.0,2.0,22.0,23.0,1.5,22.5,-117.52676557995576,35.943001814147976,,,,,,0,0,0.0,no events,False,26.661048033835065,19.443561680415147
1620,28,52,1.0,2.0,23.0,24.0,1.5,23.5,-117.52676369510505,35.952014230782005,,,,,,0,0,0.0,no events,False,27.655019833772727,20.397521648843735
1621,28,53,1.0,2.0,24.0,25.0,1.5,24.5,-117.52676180955302,35.961026633853656,,,,,,0,0,0.0,no events,False,28.64941119377962,21.35569451012983
1622,28,54,1.0,2.0,25.0,26.0,1.5,25.5,-117.52675992329942,35.970039023361565,,,,,,0,0,0.0,no events,False,29.64417989242015,22.317537646544476
1623,28,55,1.0,2.0,26.0,27.0,1.5,26.5,-117.52675803634386,35.97905139930438,,,,,,0,0,0.0,no events,False,30.639289176449072,23.282596186848888
1624,29,0,2.0,3.0,-29.0,-28.0,2.5,-28.5,-117.51584130901632,35.483348593687246,,,,,,0,0,0.0,no events,False,24.585297764002995,33.23629479251715
1625,29,1,2.0,3.0,-28.0,-27.0,2.5,-27.5,-117.51583822648402,35.49236169978805,,,,,,0,0,0.0,no events,False,23.588673254097884,32.259232633930445
1626,29,2,2.0,3.0,-27.0,-26.0,2.5,-26.5,-117.5158351428106,35.50137479239784,,,,,,0,0,0.0,no events,False,22.592347058959923,31.28362013458455
1627,29,3,2.0,3.0,-26.0,-25.0,2.5,-25.5,-117.51583205799552,35.510387871515185,,,,,,0,0,0.0,no events,False,21.596360465976602,30.309597280728166
1628,29,4,2.0,3.0,-25.0,-24.0,2.5,-24.5,-117.51582897203824,35.51940093713866,,,,,,0,0,0.0,no events,False,20.60076273151796,29.337322405340007
1629,29,5,2.0,3.0,-24.0,-23.0,2.5,-23.5,-117.51582588493824,35.52841398926681,,,,,,1,1,2.0,no onset,True,19.60561309585093,28.366975244283715
1630,29,6,2.0,3.0,-23.0,-22.0,2.5,-22.5,-117.51582279669502,35.53742702789822,,,,,,0,0,0.0,no events,False,18.610983440111475,27.39876061256687
1631,29,7,2.0,3.0,-22.0,-21.0,2.5,-21.5,-117.51581970730795,35.54644005303146,,,,,,0,0,0.0,no events,False,17.616961836593894,26.432912849318864
1632,29,8,2.0,3.0,-21.0,-20.0,2.5,-20.5,-117.5158166167766,35.555453064665095,,,,,,0,0,0.0,no events,False,16.623657362202454,25.46970122114955
1633,29,9,2.0,3.0,-20.0,-19.0,2.5,-19.5,-117.51581352510036,35.5644660627977,,,,,,1,1,2.0,no onset,True,15.63120673012196,24.509436527377925
1634,29,10,2.0,3.0,-19.0,-18.0,2.5,-18.5,-117.51581043227873,35.57347904742787,,,,,,0,0,0.0,no events,False,14.63978359074041,23.55247922161291
1635,29,11,2.0,3.0,-18.0,-17.0,2.5,-17.5,-117.51580733831116,35.58249201855413,,,,,,0,0,0.0,no events,False,13.64961183798332,22.599249458321584
1636,29,12,2.0,3.0,-17.0,-16.0,2.5,-16.5,-117.51580424319712,35.591504976175095,,,,,,0,0,0.0,no events,False,12.660985075084659,21.650239598544605
1637,29,13,2.0,3.0,-16.0,-15.0,2.5,-15.5,-117.51580114693606,35.600517920289334,,,,,,1,1,2.0,no onset,True,11.674295816682848,20.70602987705102
1638,29,14,2.0,3.0,-15.0,-14.0,2.5,-14.5,-117.51579804952743,35.609530850895446,,,,,,0,0,0.0,no events,False,10.690080568420465,19.767308159288405
1639,29,15,2.0,3.0,-14.0,-13.0,2.5,-13.5,-117.51579495097074,35.618543767991994,,,,,,0,0,0.0,no events,False,9.709091734205778,18.834895021189006
1640,29,16,2.0,3.0,-13.0,-12.0,2.5,-12.5,-117.51579185126542,35.627556671577544,,,,,,0,0,0.0,no events,False,8.732416735768233,17.909775795753305
1641,29,17,2.0,3.0,-12.0,-11.0,2.5,-11.5,-117.51578875041096,35.63656956165071,,,,,,0,0,0.0,no events,False,7.761684210983287,16.99314178276317
1642,29,18,2.0,3.0,-11.0,-10.0,2.5,-10.5,-117.51578564840676,35.645582438210056,,,,,,3,1,2.0,no onset,True,6.799439795669155,16.086443554870417
1643,29,19,2.0,3.0,-10.0,-9.0,2.5,-9.5,-117.51578254525228,35.65459530125417,15.0,450.0,7.5,4.0,6.0,65,5,10.0,robust onset,True,5.849873612210057,15.19146026025716
1644,29,20,2.0,3.0,-9.0,-8.0,2.5,-8.5,-117.51577944094709,35.66360815078166,0.0,0.0,0.0,6.0,9.0,131,9,18.0,robust onset,True,4.920331393588616,14.310390051774029
1645,29,21,2.0,3.0,-8.0,-7.0,2.5,-7.5,-117.51577633549054,35.67262098679109,2.0,60.0,1.0,5.0,6.0,68,4,8.0,robust onset,True,4.024711265002229,13.44596824437919
1646,29,22,2.0,3.0,-7.0,-6.0,2.5,-6.5,-117.51577322888213,35.68163380928106,7.0,210.0,3.5,3.0,3.0,18,3,6.0,robust onset,True,3.1916986873039863,12.60162134900879
1647,29,23,2.0,3.0,-6.0,-5.0,2.5,-5.5,-117.5157701211213,35.69064661825017,,,,,,13,1,2.0,no onset,True,2.485071478738617,11.781666232699626
1648,29,24,2.0,3.0,-5.0,-4.0,2.5,-4.5,-117.51576701220756,35.699659413697006,11.0,330.0,5.5,3.0,4.0,17,3,6.0,robust onset,True,2.0406420554184126,10.991563028690466
1649,29,25,2.0,3.0,-4.0,-3.0,2.5,-3.5,-117.51576390214028,35.70867219562016,,,,,,9,1,2.0,no onset,True,2.0378566539981247,10.238225256782334
1650,29,26,2.0,3.0,-3.0,-2.0,2.5,-2.5,-117.51576079091902,35.717684964018225,0.0,0.0,0.0,3.0,3.0,63,4,8.0,robust onset,True,2.4782048918817385,9.530375386287583
1651,29,27,2.0,3.0,-2.0,-1.0,2.5,-1.5,-117.51575767854315,35.7266977188898,12.0,360.0,6.0,3.0,3.0,27,2,4.0,robust onset,True,3.1827879649842727,8.878899346118116
1652,29,28,2.0,3.0,-1.0,0.0,2.5,-0.5,-117.51575456501216,35.73571046023349,,,,,,7,2,4.0,no onset,True,4.014819917997677,8.297086970343098
1653,29,29,2.0,3.0,0.0,1.0,2.5,0.5,-117.51575145032554,35.7447231880479,,,,,,3,1,2.0,no onset,True,4.909930622509143,7.800541698393628
1654,29,30,2.0,3.0,1.0,2.0,2.5,1.5,-117.5157483344827,35.75373590233162,,,,,,1,1,2.0,no onset,True,5.839183030335252,7.406432972984922
1655,29,31,2.0,3.0,2.0,3.0,2.5,2.5,-117.51574521748311,35.76274860308324,,,,,,0,0,0.0,no events,False,6.788571146099694,7.1317633147952115
1656,29,32,2.0,3.0,3.0,4.0,2.5,3.5,-117.51574209932625,35.7717612903014,,,,,,0,0,0.0,no events,False,7.750699191012348,6.990625621015568
1657,29,33,2.0,3.0,4.0,5.0,2.5,4.5,-117.51573898001152,35.78077396398467,,,,,,1,1,2.0,no onset,True,8.721351827180326,6.991111869233665
1658,29,34,2.0,3.0,5.0,6.0,2.5,5.5,-117.51573585953844,35.78978662413167,,,,,,1,1,2.0,no onset,True,9.69796975853007,7.13319309727981
1659,29,35,2.0,3.0,6.0,7.0,2.5,6.5,-117.5157327379064,35.79879927074101,19.0,570.0,9.5,3.0,3.0,3,2,4.0,weak onset,True,10.678916479740158,7.408727445251368
1660,29,36,2.0,3.0,7.0,8.0,2.5,7.5,-117.51572961511492,35.8078119038113,,,,,,0,0,0.0,no events,False,11.663099799160086,7.803591541909493
1661,29,37,2.0,3.0,8.0,9.0,2.5,8.5,-117.5157264911634,35.81682452334114,,,,,,0,0,0.0,no events,False,12.649764293024207,8.300773430705231
1662,29,38,2.0,3.0,9.0,10.0,2.5,9.5,-117.51572336605132,35.825837129329166,,,,,,0,0,0.0,no events,False,13.638371472172635,8.88310971129156
1663,29,39,2.0,3.0,10.0,11.0,2.5,10.5,-117.51572023977812,35.83484972177396,,,,,,1,1,2.0,no onset,True,14.628527477394112,9.535011103180894
1664,29,40,2.0,3.0,11.0,12.0,2.5,11.5,-117.51571711234328,35.84386230067416,,,,,,0,0,0.0,no events,False,15.619937768786937,10.243204348870691
1665,29,41,2.0,3.0,12.0,13.0,2.5,12.5,-117.51571398374624,35.85287486602837,,,,,,0,0,0.0,no events,False,16.612377784190883,10.99681926411742
1666,29,42,2.0,3.0,13.0,14.0,2.5,13.5,-117.51571085398642,35.861887417835206,,,,,,0,0,0.0,no events,False,17.60567338639965,11.787146920379184
1667,29,43,2.0,3.0,14.0,15.0,2.5,14.5,-117.5157077230633,35.870899956093304,,,,,,0,0,0.0,no events,False,18.59968750093622,12.607284843198595
1668,29,44,2.0,3.0,15.0,16.0,2.5,15.5,-117.51570459097633,35.87991248080126,,,,,,0,0,0.0,no events,False,19.594310778294428,13.451781655694742
1669,29,45,2.0,3.0,16.0,17.0,2.5,16.5,-117.51570145772496,35.88892499195772,,,,,,0,0,0.0,no events,False,20.589454937425792,14.316327333063674
1670,29,46,2.0,3.0,17.0,18.0,2.5,17.5,-117.51569832330864,35.8979374895613,,,,,,0,0,0.0,no events,False,21.585047935183965,15.197500679465904
1671,29,47,2.0,3.0,18.0,19.0,2.5,18.5,-117.51569518772682,35.9069499736106,,,,,,0,0,0.0,no events,False,22.58103040403807,16.09257050620898
1672,29,48,2.0,3.0,19.0,20.0,2.5,19.5,-117.51569205097896,35.91596244410428,,,,,,0,0,0.0,no events,False,23.57735298654185,16.999341872326927
1673,29,49,2.0,3.0,20.0,21.0,2.5,20.5,-117.51568891306448,35.92497490104094,,,,,,0,0,0.0,no events,False,24.573974314219015,17.916038141486197
1674,29,50,2.0,3.0,21.0,22.0,2.5,21.5,-117.51568577398284,35.933987344419215,,,,,,0,0,0.0,no events,False,25.57085945641636,18.841210716992915
1675,29,51,2.0,3.0,22.0,23.0,2.5,22.5,-117.5156826337335,35.94299977423775,,,,,,0,0,0.0,no events,False,26.567978716562166,19.773669863661354
1676,29,52,2.0,3.0,23.0,24.0,2.5,23.5,-117.5156794923159,35.95201219049516,,,,,,0,0,0.0,no events,False,27.565306688437232,20.712431495891778
1677,29,53,2.0,3.0,24.0,25.0,2.5,24.5,-117.51567634972952,35.96102459319008,,,,,,0,0,0.0,no events,False,28.562821509289037,21.656676039202097
1678,29,54,2.0,3.0,25.0,26.0,2.5,25.5,-117.51567320597374,35.97003698232115,,,,,,0,0,0.0,no events,False,29.56050426355083,22.60571643770422
1679,29,55,2.0,3.0,26.0,27.0,2.5,26.5,-117.5156700610481,35.979049357887,,,,,,0,0,0.0,no events,False,30.55833850292435,23.558973115499565
1680,30,0,3.0,4.0,-29.0,-28.0,3.5,-28.5,-117.50482183359026,35.48334556240008,,,,,,0,0,0.0,no events,False,24.525147847993296,33.4603828518453
1681,30,1,3.0,4.0,-28.0,-27.0,3.5,-27.5,-117.50481751804556,35.492358667944885,,,,,,0,0,0.0,no events,False,23.525975361498457,32.49006031368677
1682,30,2,3.0,4.0,-27.0,-26.0,3.5,-26.5,-117.50481320090331,35.501371759998506,,,,,,0,0,0.0,no events,False,22.526876313722116,31.52159288141931
1683,30,3,3.0,4.0,-26.0,-25.0,3.5,-25.5,-117.50480888216272,35.5103848385595,,,,,,0,0,0.0,no events,False,21.527860929447606,30.555156952254148
1684,30,4,3.0,4.0,-25.0,-24.0,3.5,-24.5,-117.50480456182312,35.51939790362646,,,,,,0,0,0.0,no events,False,20.528941422819123,29.590951572597756
1685,30,5,3.0,4.0,-24.0,-23.0,3.5,-23.5,-117.50480023988366,35.52841095519793,,,,,,0,0,0.0,no events,False,19.53013250557817,28.629202111947972
1686,30,6,3.0,4.0,-23.0,-22.0,3.5,-22.5,-117.50479591634364,35.53742399327247,,,,,,0,0,0.0,no events,False,18.53145205938658,27.670164657293
1687,30,7,3.0,4.0,-22.0,-21.0,3.5,-21.5,-117.50479159120232,35.54643701784867,,,,,,0,0,0.0,no events,False,17.53292203750548,26.714131293318285
1688,30,8,3.0,4.0,-21.0,-20.0,3.5,-20.5,-117.50478726445895,35.555450028925094,,,,,,0,0,0.0,no events,False,16.53456969253048,25.761436476865722
