cell_id,ix,iy,xmin_km,xmax_km,ymin_km,ymax_km,x_center_km,y_center_km,centroid_longitude,centroid_latitude,onset_bin,onset_minutes,onset_hours,support_candidate_next1,support_candidate_next2,total_cell_events,peak_count,peak_rate_per_hour,confidence_class,occupied,distance_to_mw64_km,distance_to_mw71_km
0,0,0,-27.0,-26.0,-29.0,-28.0,-26.5,-28.5,-117.8354052747617,35.48299696562464,,,,,,0,0,0.0,no events,False,39.498133529683955,39.25836660997548
1,0,1,-27.0,-26.0,-28.0,-27.0,-26.5,-27.5,-117.83543794913236,35.49201000722998,,,,,,0,0,0.0,no events,False,38.88561677629205,38.43469978389552
2,0,2,-27.0,-26.0,-27.0,-26.0,-26.5,-26.5,-117.8354706355986,35.50102303532428,,,,,,0,0,0.0,no events,False,38.28942193108363,37.61958194973887
3,0,3,-27.0,-26.0,-26.0,-25.0,-26.5,-25.5,-117.83550333416603,35.510036049906105,,,,,,0,0,0.0,no events,False,37.71032314314544,36.81358098131801
4,0,4,-27.0,-26.0,-25.0,-24.0,-26.5,-24.5,-117.8355360448404,35.519049050974,,,,,,0,0,0.0,no events,False,37.14911992637716,36.01730893977228
5,0,5,-27.0,-26.0,-24.0,-23.0,-26.5,-23.5,-117.83556876762732,35.52806203852651,,,,,,0,0,0.0,no events,False,36.606635341810026,35.23142548716899
6,0,6,-27.0,-26.0,-23.0,-22.0,-26.5,-22.5,-117.83560150253244,35.53707501256221,,,,,,0,0,0.0,no events,False,36.08371365023502,34.456641456370654
7,0,7,-27.0,-26.0,-22.0,-21.0,-26.5,-21.5,-117.83563424956142,35.546087973079665,,,,,,0,0,0.0,no events,False,35.581217384120784,33.69372254660831
8,0,8,-27.0,-26.0,-21.0,-20.0,-26.5,-20.5,-117.83566700872,35.55510092007742,,,,,,0,0,0.0,no events,False,35.100023793153774,32.94349310019753
9,0,9,-27.0,-26.0,-20.0,-19.0,-26.5,-19.5,-117.83569978001384,35.56411385355405,,,,,,0,0,0.0,no events,False,34.64102062618628,32.20683989834617
10,0,10,-27.0,-26.0,-19.0,-18.0,-26.5,-18.5,-117.83573256344864,35.573126773508115,,,,,,0,0,0.0,no events,False,34.20510122434614,31.484715892519073
11,0,11,-27.0,-26.0,-18.0,-17.0,-26.5,-17.5,-117.83576535903003,35.582139679938166,,,,,,0,0,0.0,no events,False,33.793158915846675,30.77814376189025
12,0,12,-27.0,-26.0,-17.0,-16.0,-26.5,-16.5,-117.83579816676377,35.59115257284281,,,,,,0,0,0.0,no events,False,33.40608072276019,30.08821915671521
13,0,13,-27.0,-26.0,-16.0,-15.0,-26.5,-15.5,-117.8358309866555,35.60016545222056,,,,,,0,0,0.0,no events,False,33.044740413558586,29.416113451941005
14,0,14,-27.0,-26.0,-15.0,-14.0,-26.5,-14.5,-117.83586381871092,35.60917831807004,,,,,,0,0,0.0,no events,False,32.70999096214143,28.76307579540834
15,0,15,-27.0,-26.0,-14.0,-13.0,-26.5,-13.5,-117.8358966629358,35.618191170389785,,,,,,0,0,0.0,no events,False,32.40265650355347,28.130434191589465
16,0,16,-27.0,-26.0,-13.0,-12.0,-26.5,-12.5,-117.83592951933578,35.627204009178364,,,,,,0,0,0.0,no events,False,32.123523907429245,27.519595316833534
17,0,17,-27.0,-26.0,-12.0,-11.0,-26.5,-11.5,-117.83596238791662,35.63621683443438,,,,,,0,0,0.0,no events,False,31.87333412078317,26.932042718613577
18,0,18,-27.0,-26.0,-11.0,-10.0,-26.5,-10.5,-117.835995268684,35.64522964615638,,,,,,0,0,0.0,no events,False,31.652773460140626,26.36933301379023
19,0,19,-27.0,-26.0,-10.0,-9.0,-26.5,-9.5,-117.83602816164364,35.65424244434295,,,,,,0,0,0.0,no events,False,31.46246505699903,25.83308967559064
20,0,20,-27.0,-26.0,-9.0,-8.0,-26.5,-8.5,-117.83606106680128,35.66325522899267,,,,,,0,0,0.0,no events,False,31.302960677974006,25.324993993721858
21,0,21,-27.0,-26.0,-8.0,-7.0,-26.5,-7.5,-117.83609398416267,35.67226800010413,,,,,,0,0,0.0,no events,False,31.174733149630796,24.846772816142316
22,0,22,-27.0,-26.0,-7.0,-6.0,-26.5,-6.5,-117.83612691373348,35.68128075767588,,,,,,0,0,0.0,no events,False,31.078169616220826,24.400182744642084
23,0,23,-27.0,-26.0,-6.0,-5.0,-26.5,-5.5,-117.8361598555195,35.69029350170653,,,,,,0,0,0.0,no events,False,31.01356584526348,23.986990569199584
24,0,24,-27.0,-26.0,-5.0,-4.0,-26.5,-4.5,-117.8361928095264,35.69930623219464,,,,,,0,0,0.0,no events,False,30.981121770884855,23.608949895364052
25,0,25,-27.0,-26.0,-4.0,-3.0,-26.5,-3.5,-117.83622577576,35.70831894913881,,,,,,0,0,0.0,no events,False,30.98093842875483,23.2677741470204
26,0,26,-27.0,-26.0,-3.0,-2.0,-26.5,-2.5,-117.83625875422604,35.71733165253762,,,,,,0,0,0.0,no events,False,31.013016391028458,22.965106408455664
27,0,27,-27.0,-26.0,-2.0,-1.0,-26.5,-1.5,-117.83629174493022,35.72634434238965,,,,,,0,0,0.0,no events,False,31.0772557574523,22.702486889031164
28,0,28,-27.0,-26.0,-1.0,0.0,-26.5,-0.5,-117.83632474787832,35.73535701869351,,,,,,0,0,0.0,no events,False,31.17345770295628,22.481319123698512
29,0,29,-27.0,-26.0,0.0,1.0,-26.5,0.5,-117.83635776307608,35.744369681447765,,,,,,0,0,0.0,no events,False,31.301327526191383,22.302836324927664
30,0,30,-27.0,-26.0,1.0,2.0,-26.5,1.5,-117.83639079052928,35.75338233065101,,,,,,0,0,0.0,no events,False,31.460479091167834,22.168069531004576
31,0,31,-27.0,-26.0,2.0,3.0,-26.5,2.5,-117.8364238302437,35.762394966301855,,,,,,0,0,0.0,no events,False,31.650440508620264,22.07781930640782
32,0,32,-27.0,-26.0,3.0,4.0,-26.5,3.5,-117.8364568822251,35.77140758839888,,,,,,0,0,0.0,no events,False,31.870660867537918,22.032632705179253
33,0,33,-27.0,-26.0,4.0,5.0,-26.5,4.5,-117.83648994647923,35.78042019694068,,,,,,0,0,0.0,no events,False,32.12051780213879,22.03278698930925
34,0,34,-27.0,-26.0,5.0,6.0,-26.5,5.5,-117.83652302301188,35.78943279192585,,,,,,0,0,0.0,no events,False,32.399325666152635,22.07828120826473
35,0,35,-27.0,-26.0,6.0,7.0,-26.5,6.5,-117.83655611182886,35.798445373353005,,,,,,0,0,0.0,no events,False,32.70634408437175,22.168836228051216
36,0,36,-27.0,-26.0,7.0,8.0,-26.5,7.5,-117.83658921293592,35.80745794122071,,,,,,0,0,0.0,no events,False,33.040786659963494,22.303903207759323
37,0,37,-27.0,-26.0,8.0,9.0,-26.5,8.5,-117.83662232633884,35.816470495527575,,,,,,0,0,0.0,no events,False,33.401829633316844,22.48267993136132
38,0,38,-27.0,-26.0,9.0,10.0,-26.5,9.5,-117.83665545204346,35.82548303627223,,,,,,0,0,0.0,no events,False,33.78862031212618,22.704133885505907
39,0,39,-27.0,-26.0,10.0,11.0,-26.5,10.5,-117.83668859005554,35.83449556345325,,,,,,0,0,0.0,no events,False,34.200285120754884,22.967030589214577
40,0,40,-27.0,-26.0,11.0,12.0,-26.5,11.5,-117.8367217403809,35.843508077069245,,,,,,0,0,0.0,no events,False,34.63593714748931,23.26996546367997
41,0,41,-27.0,-26.0,12.0,13.0,-26.5,12.5,-117.83675490302534,35.85252057711883,,,,,,0,0,0.0,no events,False,35.09468309913529,23.611397486718126
42,0,42,-27.0,-26.0,13.0,14.0,-26.5,13.5,-117.83678807799464,35.8615330636006,,,,,,0,0,0.0,no events,False,35.57562960191477,23.989682988125118
43,0,43,-27.0,-26.0,14.0,15.0,-26.5,14.5,-117.83682126529467,35.87054553651318,,,,,,0,0,0.0,no events,False,36.07788881457085,24.403108172232493
44,0,44,-27.0,-26.0,15.0,16.0,-26.5,15.5,-117.8368544649312,35.87955799585515,,,,,,0,0,0.0,no events,False,36.60058334317144,24.849919256621757
45,0,45,-27.0,-26.0,16.0,17.0,-26.5,16.5,-117.83688767691004,35.88857044162515,,,,,,0,0,0.0,no events,False,37.14285046687102,25.328349445938265
46,0,46,-27.0,-26.0,17.0,18.0,-26.5,17.5,-117.8369209012371,35.89758287382178,,,,,,0,0,0.0,no events,False,37.70384569971932,25.83664227895145
47,0,47,-27.0,-26.0,18.0,19.0,-26.5,18.5,-117.8369541379181,35.906595292443654,,,,,,0,0,0.0,no events,False,38.28274572561567,26.3730711682474
48,0,48,-27.0,-26.0,19.0,20.0,-26.5,19.5,-117.83698738695892,35.91560769748938,,,,,,0,0,0.0,no events,False,38.8787507519988,26.935955179654993
49,0,49,-27.0,-26.0,20.0,21.0,-26.5,20.5,-117.83702064836542,35.9246200889576,,,,,,0,0,0.0,no events,False,39.49108633324676,27.523671267389517
50,0,50,-27.0,-26.0,21.0,22.0,-26.5,21.5,-117.8370539221434,35.933632466846895,,,,,,0,0,0.0,no events,False,40.11900471751326,28.134663293351565
51,0,51,-27.0,-26.0,22.0,23.0,-26.5,22.5,-117.83708720829875,35.94264483115591,,,,,,0,0,0.0,no events,False,40.76178577132942,28.76744822234333
52,0,52,-27.0,-26.0,23.0,24.0,-26.5,23.5,-117.83712050683728,35.951657181883256,,,,,,0,0,0.0,no events,False,41.418737535222576,29.42061990883511
53,0,53,-27.0,-26.0,24.0,25.0,-26.5,24.5,-117.83715381776484,35.96066951902756,,,,,,0,0,0.0,no events,False,42.089196461272074,30.092850885469215
54,0,54,-27.0,-26.0,25.0,26.0,-26.5,25.5,-117.83718714108728,35.96968184258744,,,,,,0,0,0.0,no events,False,42.77252738031107,30.78289253806448
55,0,55,-27.0,-26.0,26.0,27.0,-26.5,26.5,-117.83722047681051,35.97869415256153,,,,,,0,0,0.0,no events,False,43.468123242709275,31.489574014345866
56,1,0,-26.0,-25.0,-29.0,-28.0,-25.5,-28.5,-117.82438589151585,35.483023236599806,,,,,,0,0,0.0,no events,False,38.71883989933045,38.706140054779404
57,1,1,-26.0,-25.0,-28.0,-27.0,-25.5,-27.5,-117.82441733292532,35.49203628302374,,,,,,0,0,0.0,no events,False,38.09379480826091,37.87046443516556
58,1,2,-26.0,-25.0,-27.0,-26.0,-25.5,-26.5,-117.82444878597391,35.50104931593812,,,,,,0,0,0.0,no events,False,37.485008238464985,37.042932863504205
59,1,3,-26.0,-25.0,-26.0,-25.0,-25.5,-25.5,-117.82448025066712,35.5100623353415,,,,,,0,0,0.0,no events,False,36.893285058146965,36.224103490977114
60,1,4,-26.0,-25.0,-25.0,-24.0,-25.5,-24.5,-117.8245117270104,35.519075341232465,,,,,,0,0,0.0,no events,False,36.31945927633824,35.41457993990555
61,1,5,-26.0,-25.0,-24.0,-23.0,-25.5,-23.5,-117.82454321500911,35.52808833360956,,,,,,0,0,0.0,no events,False,35.76439237383315,34.615015107824256
62,1,6,-26.0,-25.0,-23.0,-22.0,-25.5,-22.5,-117.82457471466886,35.537101312471336,,,,,,0,0,0.0,no events,False,35.2289710552749,33.82611519979559
63,1,7,-26.0,-25.0,-22.0,-21.0,-25.5,-21.5,-117.82460622599496,35.54611427781636,,,,,,0,0,0.0,no events,False,34.71410435770018,33.04864396771496
64,1,8,-26.0,-25.0,-21.0,-20.0,-25.5,-20.5,-117.82463774899296,35.55512722964319,,,,,,0,0,0.0,no events,False,34.22072005527062,32.28342712135319
65,1,9,-26.0,-25.0,-20.0,-19.0,-25.5,-19.5,-117.82466928366829,35.564140167950406,,,,,,0,0,0.0,no events,False,33.7497603079652,31.531356857811613
66,1,10,-26.0,-25.0,-19.0,-18.0,-25.5,-18.5,-117.82470083002644,35.57315309273655,,,,,,0,0,0.0,no events,False,33.30217651429115,30.79339643315761
67,1,11,-26.0,-25.0,-18.0,-17.0,-25.5,-17.5,-117.82473238807287,35.582166004000186,,,,,,0,0,0.0,no events,False,32.87892334509917,30.07058467147828
68,1,12,-26.0,-25.0,-17.0,-16.0,-25.5,-16.5,-117.82476395781303,35.5911789017399,,,,,,0,0,0.0,no events,False,32.48095195767527,29.364040271724953
69,1,13,-26.0,-25.0,-16.0,-15.0,-25.5,-15.5,-117.82479553925248,35.60019178595426,,,,,,0,0,0.0,no events,False,32.10920241645238,28.674965731006992
70,1,14,-26.0,-25.0,-15.0,-14.0,-25.5,-14.5,-117.82482713239668,35.60920465664182,,,,,,0,0,0.0,no events,False,31.7645953785754,28.004650654299653
71,1,15,-26.0,-25.0,-14.0,-13.0,-25.5,-13.5,-117.82485873725103,35.61821751380117,,,,,,0,0,0.0,no events,False,31.448023138323272,27.354474165377525
72,1,16,-26.0,-25.0,-13.0,-12.0,-25.5,-12.5,-117.82489035382112,35.627230357430875,,,,,,0,0,0.0,no events,False,31.160340162655768,26.725906073681525
73,1,17,-26.0,-25.0,-12.0,-11.0,-25.5,-11.5,-117.82492198211244,35.6362431875295,,,,,,0,0,0.0,no events,False,30.902353288970083,26.12050638969673
74,1,18,-26.0,-25.0,-11.0,-10.0,-25.5,-10.5,-117.82495362213044,35.64525600409563,,,,,,0,0,0.0,no events,False,30.67481179306928,25.53992272206649
75,1,19,-26.0,-25.0,-10.0,-9.0,-25.5,-9.5,-117.82498527388066,35.654268807127835,,,,,,0,0,0.0,no events,False,30.47839756752517,24.98588504023959
76,1,20,-26.0,-25.0,-9.0,-8.0,-25.5,-8.5,-117.82501693736856,35.66328159662472,,,,,,0,0,0.0,no events,False,30.313715675054198,24.460197256747726
77,1,21,-26.0,-25.0,-8.0,-7.0,-25.5,-7.5,-117.82504861259972,35.672294372584815,,,,,,0,0,0.0,no events,False,30.181285555322667,23.96472508571608
78,1,22,-26.0,-25.0,-7.0,-6.0,-25.5,-6.5,-117.82508029957964,35.68130713500673,,,,,,0,0,0.0,no events,False,30.081533164315793,23.501379683518373
79,1,23,-26.0,-25.0,-6.0,-5.0,-25.5,-5.5,-117.8251119983138,35.69031988388907,,,,,,0,0,0.0,no events,False,30.014784311397825,23.072096688940746
80,1,24,-26.0,-25.0,-5.0,-4.0,-25.5,-4.5,-117.82514370880772,35.69933261923037,,,,,,0,0,0.0,no events,False,29.98125942991113,22.678810467455545
81,1,25,-26.0,-25.0,-4.0,-3.0,-25.5,-3.5,-117.82517543106694,35.70834534102924,,,,,,0,0,0.0,no events,False,29.981069973360476,22.323423635583133
82,1,26,-26.0,-25.0,-3.0,-2.0,-25.5,-2.5,-117.82520716509704,35.717358049284286,,,,,,0,0,0.0,no events,False,30.014216573008188,22.007772295456263
83,1,27,-26.0,-25.0,-2.0,-1.0,-25.5,-1.5,-117.82523891090348,35.72637074399405,,,,,,0,0,0.0,no events,False,30.080589027400073,21.73358783090341
84,1,28,-26.0,-25.0,-1.0,0.0,-25.5,-0.5,-117.82527066849184,35.735383425157174,,,,,,0,0,0.0,no events,False,30.17996812422511,21.502456571250953
85,1,29,-26.0,-25.0,0.0,1.0,-25.5,0.5,-117.82530243786762,35.744396092772206,,,,,,0,0,0.0,no events,False,30.312029224767283,21.315779066069197
86,1,30,-26.0,-25.0,1.0,2.0,-25.5,1.5,-117.82533421903642,35.75340874683774,,,,,,0,0,0.0,no events,False,30.4763474758221,21.174731067676262
87,1,31,-26.0,-25.0,2.0,3.0,-25.5,2.5,-117.82536601200376,35.7624213873524,,,,,,0,0,0.0,no events,False,30.672404457605705,21.08022851829066
88,1,32,-26.0,-25.0,3.0,4.0,-25.5,3.5,-117.82539781677518,35.77143401431474,,,,,,0,0,0.0,no events,False,30.899596032227546,21.032898824895614
89,1,33,-26.0,-25.0,4.0,5.0,-25.5,4.5,-117.82542963335626,35.780446627723386,,,,,,0,0,0.0,no events,False,31.15724112784626,21.033060442390113
90,1,34,-26.0,-25.0,5.0,6.0,-25.5,5.5,-117.82546146175254,35.78945922757693,,,,,,0,0,0.0,no events,False,31.444591179448597,21.08071227848282
91,1,35,-26.0,-25.0,6.0,7.0,-25.5,6.5,-117.8254933019696,35.79847181387396,,,,,,0,0,0.0,no events,False,31.760839947749474,21.175533730301037
92,1,36,-26.0,-25.0,7.0,8.0,-25.5,7.5,-117.82552515401298,35.80748438661309,,,,,,0,0,0.0,no events,False,32.105133451372865,21.31689534988755
93,1,37,-26.0,-25.0,8.0,9.0,-25.5,8.5,-117.82555701788829,35.816496945792906,,,,,,0,0,0.0,no events,False,32.47657977180422,21.50387932334531
94,1,38,-26.0,-25.0,9.0,10.0,-25.5,9.5,-117.82558889360104,35.82550949141201,,,,,,0,0,0.0,no events,False,32.87425852271447,21.735308245983962
95,1,39,-26.0,-25.0,10.0,11.0,-25.5,10.5,-117.82562078115689,35.83452202346902,,,,,,0,0,0.0,no events,False,33.297229812135534,22.009780170253382
96,1,40,-26.0,-25.0,11.0,12.0,-25.5,11.5,-117.82565268056136,35.84353454196254,,,,,,0,0,0.0,no events,False,33.74454256477734,22.32570764248738
97,1,41,-26.0,-25.0,12.0,13.0,-25.5,12.5,-117.82568459182006,35.852547046891154,,,,,,0,0,0.0,no events,False,34.21524211005925,22.681358432262385
98,1,42,-26.0,-25.0,13.0,14.0,-25.5,13.5,-117.8257165149386,35.86155953825348,,,,,,0,0,0.0,no events,False,34.70837697723525,23.074895859520158
99,1,43,-26.0,-25.0,14.0,15.0,-25.5,14.5,-117.82574844992251,35.87057201604815,,,,,,0,0,0.0,no events,False,35.22300487093308,23.504416978998673
100,1,44,-26.0,-25.0,15.0,16.0,-25.5,15.5,-117.82578039677747,35.87958448027376,,,,,,0,0,0.0,no events,False,35.75819782765454,23.967987318871426
101,1,45,-26.0,-25.0,16.0,17.0,-25.5,16.5,-117.82581235550904,35.888596930928905,,,,,,0,0,0.0,no events,False,36.31304657592888,24.46367132530443
102,1,46,-26.0,-25.0,17.0,18.0,-25.5,17.5,-117.82584432612283,35.89760936801222,,,,,,0,0,0.0,no events,False,36.886664139895906,24.98955808547767
103,1,47,-26.0,-25.0,18.0,19.0,-25.5,18.5,-117.82587630862442,35.9066217915223,,,,,,0,0,0.0,no events,False,37.47818873843004,25.543782255226088
104,1,48,-26.0,-25.0,19.0,20.0,-25.5,19.5,-117.82590830301945,35.91563420145778,,,,,,0,0,0.0,no events,False,38.08678604000719,26.124540388250733
105,1,49,-26.0,-25.0,20.0,21.0,-25.5,20.5,-117.82594030931352,35.924646597817265,,,,,,0,0,0.0,no events,False,38.711650837973686,26.73010305053619
106,1,50,-26.0,-25.0,21.0,22.0,-25.5,21.5,-117.8259723275123,35.933658980599375,,,,,,0,0,0.0,no events,False,39.352008212352914,27.358823214590657
107,1,51,-26.0,-25.0,22.0,23.0,-25.5,22.5,-117.82600435762134,35.94267134980274,,,,,,0,0,0.0,no events,False,40.00711424345666,28.00914147706361
108,1,52,-26.0,-25.0,23.0,24.0,-25.5,23.5,-117.82603639964633,35.951683705425964,,,,,,0,0,0.0,no events,False,40.67625633994475,28.679588645535098
109,1,53,-26.0,-25.0,24.0,25.0,-25.5,24.5,-117.82606845359288,35.960696047467685,,,,,,0,0,0.0,no events,False,41.358753240115895,29.3687862103977
110,1,54,-26.0,-25.0,25.0,26.0,-25.5,25.5,-117.82610051946658,35.96970837592652,,,,,,0,0,0.0,no events,False,42.05395474055561,30.0754451682263
111,1,55,-26.0,-25.0,26.0,27.0,-25.5,26.5,-117.82613259727312,35.9787206908011,,,,,,0,0,0.0,no events,False,42.76124120116957,30.798363603638542
112,2,0,-25.0,-24.0,-29.0,-28.0,-24.5,-28.5,-117.8133665012218,35.48304849716609,,,,,,0,0,0.0,no events,False,37.94989557259971,38.17212604764319
113,2,1,-25.0,-24.0,-28.0,-27.0,-24.5,-27.5,-117.81339670966614,35.49206154822328,,,,,,0,0,0.0,no events,False,37.31197145307556,37.32449605275468
114,2,2,-25.0,-24.0,-27.0,-26.0,-24.5,-26.5,-117.81342692929324,35.501074585772365,,,,,,0,0,0.0,no events,False,36.69021468265112,36.48458310282633
115,2,3,-25.0,-24.0,-26.0,-25.0,-24.5,-25.5,-117.81345716010829,35.51008760981189,,,,,,0,0,0.0,no events,False,36.08546096702839,35.65293259722097
116,2,4,-25.0,-24.0,-25.0,-24.0,-24.5,-24.5,-117.81348740211654,35.51910062034044,,,,,,0,0,0.0,no events,False,35.49857930885167,34.83013639618601
117,2,5,-25.0,-24.0,-24.0,-23.0,-24.5,-23.5,-117.81351765532322,35.528113617356546,,,,,,0,0,0.0,no events,False,34.93047054780015,34.01683700716253
118,2,6,-25.0,-24.0,-23.0,-22.0,-24.5,-22.5,-117.81354791973357,35.53712660085879,,,,,,0,0,0.0,no events,False,34.382065272968056,33.2137320782655
119,2,7,-25.0,-24.0,-22.0,-21.0,-24.5,-21.5,-117.81357819535287,35.54613957084572,,,,,,0,0,0.0,no events,False,33.854321026695224,32.421579189819596
120,2,8,-25.0,-24.0,-21.0,-20.0,-24.5,-20.5,-117.81360848218635,35.55515252731589,,,,,,0,0,0.0,no events,False,33.34821872188139,31.641200921530835
121,2,9,-25.0,-24.0,-20.0,-19.0,-24.5,-19.5,-117.81363878023926,35.56416547026789,,,,,,0,0,0.0,no events,False,32.864758201854194,30.87349015501202
122,2,10,-25.0,-24.0,-19.0,-18.0,-24.5,-18.5,-117.81366908951682,35.57317839970028,,,,,,0,0,0.0,no events,False,32.404952883938044,30.119415547891442
123,2,11,-25.0,-24.0,-18.0,-17.0,-24.5,-17.5,-117.81369941002436,35.58219131561161,,,,,,0,0,0.0,no events,False,31.969823445776907,29.3800270854454
124,2,12,-25.0,-24.0,-17.0,-16.0,-24.5,-16.5,-117.81372974176706,35.59120421800044,,,,,,0,0,0.0,no events,False,31.560390537793552,28.656461577390285
125,2,13,-25.0,-24.0,-16.0,-15.0,-24.5,-15.5,-117.81376008475026,35.60021710686537,,,,,,0,0,0.0,no events,False,31.17766653619143,27.949947920012058
126,2,14,-25.0,-24.0,-15.0,-14.0,-24.5,-14.5,-117.8137904389792,35.609229982204965,,,,,,0,0,0.0,no events,False,30.822646388424424,27.26181188634253
127,2,15,-25.0,-24.0,-14.0,-13.0,-24.5,-13.5,-117.81382080445916,35.61824284401778,,,,,,0,0,0.0,no events,False,30.49629764626774,26.593480139336172
128,2,16,-25.0,-24.0,-13.0,-12.0,-24.5,-12.5,-117.8138511811954,35.6272556923024,,,,,,0,0,0.0,no events,False,30.199549828990126,25.94648308569406
129,2,17,-25.0,-24.0,-12.0,-11.0,-24.5,-11.5,-117.8138815691932,35.63626852705739,,,,,,0,0,0.0,no events,False,29.93328330834357,25.322456103449927
130,2,18,-25.0,-24.0,-11.0,-10.0,-24.5,-10.5,-117.81391196845787,35.64528134828135,,,,,,0,0,0.0,no events,False,29.69831795508732,24.723138589307162
131,2,19,-25.0,-24.0,-10.0,-9.0,-24.5,-9.5,-117.81394237899468,35.65429415597283,,,,,,0,0,0.0,no events,False,29.49540182986772,24.15037018973062
132,2,20,-25.0,-24.0,-9.0,-8.0,-24.5,-8.5,-117.81397280080894,35.66330695013042,,,,,,0,0,0.0,no events,False,29.325200235450502,23.606083514551283
133,2,21,-25.0,-24.0,-8.0,-7.0,-24.5,-7.5,-117.81400323390592,35.672319730752704,,,,,,0,0,0.0,no events,False,29.188285468543167,23.092292599283216
134,2,22,-25.0,-24.0,-7.0,-6.0,-24.5,-6.5,-117.81403367829093,35.68133249783826,,,,,,0,0,0.0,no events,False,29.085127614247636,22.611076402636186
135,2,23,-25.0,-24.0,-6.0,-5.0,-24.5,-5.5,-117.81406413396924,35.69034525138567,,,,,,0,0,0.0,no events,False,29.016086712046,22.164556721955698
136,2,24,-25.0,-24.0,-5.0,-4.0,-24.5,-4.5,-117.8140946009462,35.69935799139352,,,,,,0,0,0.0,no events,False,28.981406588101873,21.754870104777275
137,2,25,-25.0,-24.0,-4.0,-3.0,-24.5,-3.5,-117.81412507922713,35.70837071786039,,,,,,0,0,0.0,no events,False,28.981210595293923,21.38413364788652
138,2,26,-25.0,-24.0,-3.0,-2.0,-24.5,-2.5,-117.81415556881726,35.717383430784885,,,,,,0,0,0.0,no events,False,29.015499432418512,21.05440501333659
139,2,27,-25.0,-24.0,-2.0,-1.0,-24.5,-1.5,-117.814186069722,35.72639613016557,,,,,,0,0,0.0,no events,False,29.08415113178621,20.767637541630815
140,2,28,-25.0,-24.0,-1.0,0.0,-24.5,-0.5,-117.81421658194662,35.73540881600105,,,,,,0,0,0.0,no events,False,29.186923215722537,20.525631967262157
141,2,29,-25.0,-24.0,0.0,1.0,-24.5,0.5,-117.81424710549648,35.7444214882899,,,,,,0,0,0.0,no events,False,29.323456933731148,20.32998687285446
142,2,30,-25.0,-24.0,1.0,2.0,-24.5,1.5,-117.81427764037689,35.753434147030724,,,,,,0,0,0.0,no events,False,29.49328340975768,20.18205056096568
143,2,31,-25.0,-24.0,2.0,3.0,-24.5,2.5,-117.81430818659312,35.76244679222212,,,,,,0,0,0.0,no events,False,29.695831458846033,20.08287736954831
144,2,32,-25.0,-24.0,3.0,4.0,-24.5,3.5,-117.8143387441506,35.77145942386268,,,,,,0,0,0.0,no events,False,29.93043677890605,20.033191508974706
145,2,33,-25.0,-24.0,4.0,5.0,-24.5,4.5,-117.81436931305458,35.78047204195101,,,,,,0,0,0.0,no events,False,30.196352188964713,20.033361191527415
146,2,34,-25.0,-24.0,5.0,6.0,-24.5,5.5,-117.8143998933105,35.78948464648568,,,,,,0,0,0.0,no events,False,30.49275857091149,20.08338515353269
147,2,35,-25.0,-24.0,6.0,7.0,-24.5,6.5,-117.81443048492363,35.79849723746529,,,,,,0,0,0.0,no events,False,30.818776176347406,20.182892701990905
148,2,36,-25.0,-24.0,7.0,8.0,-24.5,7.5,-117.81446108789936,35.80750981488848,,,,,,0,0,0.0,no events,False,31.173475981220005,20.33115728174415
149,2,37,-25.0,-24.0,8.0,9.0,-24.5,8.5,-117.814491702243,35.816522378753824,,,,,,0,0,0.0,no events,False,31.555890804976535,20.52712242400183
150,2,38,-25.0,-24.0,9.0,10.0,-24.5,9.5,-117.8145223279599,35.82553492905992,,,,,,0,0,0.0,no events,False,31.965025953993916,20.769437970366443
151,2,39,-25.0,-24.0,10.0,11.0,-24.5,10.5,-117.81455296505548,35.83454746580538,,,,,,0,0,0.0,no events,False,32.399869197010766,21.056503798110448
152,2,40,-25.0,-24.0,11.0,12.0,-24.5,11.5,-117.81458361353508,35.84355998898881,,,,,,0,0,0.0,no events,False,32.85939992950737,21.386517967981142
153,2,41,-25.0,-24.0,12.0,13.0,-24.5,12.5,-117.81461427340408,35.85257249860882,,,,,,0,0,0.0,no events,False,33.342597431382146,21.75752626999956
154,2,42,-25.0,-24.0,13.0,14.0,-24.5,13.5,-117.8146449446678,35.86158499466402,,,,,,0,0,0.0,no events,False,33.84844816553801,22.167470491345227
155,2,43,-25.0,-24.0,14.0,15.0,-24.5,14.5,-117.81467562733162,35.87059747715301,,,,,,0,0,0.0,no events,False,34.375952102582055,22.614233274192646
156,2,44,-25.0,-24.0,15.0,16.0,-24.5,15.5,-117.81470632140096,35.8796099460744,,,,,,0,0,0.0,no events,False,34.92412808794112,23.095678062671
157,2,45,-25.0,-24.0,16.0,17.0,-24.5,16.5,-117.8147370268812,35.88862240142682,,,,,,0,0,0.0,no events,False,35.49201829210083,23.609683262794587
158,2,46,-25.0,-24.0,17.0,18.0,-24.5,17.5,-117.81476774377768,35.89763484320886,,,,,,0,0,0.0,no events,False,36.07869180265163,24.154170289298357
159,2,47,-25.0,-24.0,18.0,19.0,-24.5,18.5,-117.81479847209584,35.906647271419175,,,,,,0,0,0.0,no events,False,36.68324742896441,24.727125610538803
160,2,48,-25.0,-24.0,19.0,20.0,-24.5,19.5,-117.814829211841,35.91565968605633,,,,,,0,0,0.0,no events,False,37.3048157974078,25.326617214983617
