target_global_segment_id,target_line_id,target_segment_id,distance_to_mw71_km,target_activated,target_activation_minutes,target_activation_hours,system_activation_percentile_leq,n_spatial_neighbors_within_3km,n_same_line_neighbors_within_3km_along,local_active_neighbor_count,same_line_active_neighbor_count,local_neighbor_median_activation_minutes,same_line_neighbor_median_activation_minutes,activation_minus_local_neighbor_median_minutes,activation_minus_same_line_neighbor_median_minutes,anomalously_late_vs_local,anomalously_late_vs_system
157,156,0,0.861314389997238,False,,,,99,1,1,0,1050.0,,,,False,False
