event_id,datetime,time,lat,lon,depth_km,mag,dist_m1_km,dist_m2_km,dist_m3_km,dt_m1_days,dt_m2_days,dt_m3_days,within_60km_either_m1_m3,within_30km_m1,within_60km_m1,within_30km_m3,within_60km_m3,within_both_60km,axis_proj_fraction,axis_perp_km,axis_between_endpoints,along_axis_20km,along_axis_30km,off_axis_20km,off_axis_30km,m2_related_flag,phase_primary
27,2025-06-02T01:38:01.200000Z,2025-06-02 01:38:01.200000+00:00,41.709945,143.720947,16.32,2.4,257.2672261146381,145.31760768952182,213.06368534452184,-160.26780138888887,-189.52579837962963,-322.26038032407405,False,False,False,False,False,False,3.6333135815304254,149.37867096260908,False,False,False,False,False,False,baseline_to_M1_minus14d
28,2025-06-02T02:15:30.230000Z,2025-06-02 02:15:30.230000+00:00,41.683398,143.789974,20.91,2.1,254.80381512008103,148.5167903307643,211.57833010206585,-160.24177094907407,-189.4997679398148,-322.23434988425925,False,False,False,False,False,False,3.5359455969029585,152.81044456040547,False,False,False,False,False,False,baseline_to_M1_minus14d
29,2025-06-02T03:47:03.300000Z,2025-06-02 03:47:03.300000+00:00,39.720239,143.438477,12.69,1.6,35.870798195086024,169.57435725139376,27.601703153141006,-160.17819375,-189.43619074074076,-322.1707726851852,True,False,True,True,True,True,0.5779206882567123,13.468945344737245,True,True,True,False,False,False,baseline_to_M1_minus14d
30,2025-06-02T04:18:05.790000Z,2025-06-02 04:18:05.790000+00:00,39.284009,142.610449,23.59,1.9,78.20621652204984,189.24712466683727,77.7478121176429,-160.15663715277776,-189.41463414351853,-322.14921608796294,False,False,False,False,False,False,0.5146636947096396,72.54107243906755,True,False,False,False,False,False,baseline_to_M1_minus14d
31,2025-06-02T04:41:24.150000Z,2025-06-02 04:41:24.150000+00:00,41.718693,143.719076,15.85,1.7,258.2264717619716,145.7373527723609,213.97647220563462,-160.14045243055554,-189.39844942129628,-322.13303136574075,False,False,False,False,False,False,3.649179357484926,149.75082053424697,False,False,False,False,False,False,baseline_to_M1_minus14d
32,2025-06-02T04:46:16.890000Z,2025-06-02 04:46:16.890000+00:00,39.653345,142.594287,30.03,0.8,83.11933534335465,148.47165836326775,52.48321020623217,-160.13706423611112,-189.39506122685185,-322.1296431712963,True,False,False,False,True,False,1.1335607872072617,52.10800477519892,False,False,False,True,True,False,baseline_to_M1_minus14d
33,2025-06-02T05:18:20.450000Z,2025-06-02 05:18:20.450000+00:00,40.000916,141.684294,57.83,0.6,169.55640652828518,119.03934574343178,126.82516730273757,-160.1148008101852,-189.37279780092592,-322.10737974537034,False,False,False,False,False,False,2.4197867613015034,98.09726516643045,False,False,False,False,False,False,baseline_to_M1_minus14d
34,2025-06-02T05:54:22.330000Z,2025-06-02 05:54:22.330000+00:00,39.65944,142.591178,32.55,1.3,83.59688941201021,147.75813576540637,52.45904058248849,-160.08977905092593,-189.34777604166666,-322.0823579861111,True,False,False,False,True,False,1.1460149279012362,51.97844581943384,False,False,False,True,True,False,baseline_to_M1_minus14d
35,2025-06-02T06:01:44.370000Z,2025-06-02 06:01:44.370000+00:00,41.698511,143.769141,24.21,1.5,256.3186595880261,147.95452036598095,212.77177744297194,-160.0846628472222,-189.34265983796297,-322.07724178240744,False,False,False,False,False,False,3.577035177152773,152.18570568679743,False,False,False,False,False,False,baseline_to_M1_minus14d
36,2025-06-02T06:44:24.050000Z,2025-06-02 06:44:24.050000+00:00,39.871403,142.436979,12.19,1.6,105.4502087706545,122.58643464385185,61.54682491604997,-160.05503692129628,-189.31303391203704,-322.0476158564815,False,False,False,False,False,False,1.6152727298558531,50.822321125711944,False,False,False,False,False,False,baseline_to_M1_minus14d
37,2025-06-02T06:56:30.530000Z,2025-06-02 06:56:30.530000+00:00,41.673938,143.814274,15.45,1.7,253.9583874205382,149.6877653614269,211.08886317151743,-160.04662858796297,-189.3046255787037,-322.03920752314815,False,False,False,False,False,False,3.5014747935890926,154.01239379893977,False,False,False,False,False,False,baseline_to_M1_minus14d
38,2025-06-02T07:34:45.890000Z,2025-06-02 07:34:45.890000+00:00,39.439502,142.346582,37.75,1.0,99.76464558115873,170.03400955777133,82.57380109122495,-160.0200619212963,-189.27805891203704,-322.0126408564815,False,False,False,False,False,False,0.9782677784772343,82.75384850780893,True,False,False,False,False,False,baseline_to_M1_minus14d
39,2025-06-02T08:00:38.610000Z,2025-06-02 08:00:38.610000+00:00,41.708333,143.762793,7.98,1.6,257.3610391702711,148.1082689760001,213.7024446480342,-160.00209062500002,-189.26008761574076,-321.9946695601852,False,False,False,False,False,False,3.598151056019745,152.29753920143958,False,False,False,False,False,False,baseline_to_M1_minus14d
40,2025-06-02T08:15:51.310000Z,2025-06-02 08:15:51.310000+00:00,41.678918,143.793132,26.03,0.9,254.33316066963536,148.47739368987294,211.16405420214164,-159.9915269675926,-189.24952395833333,-321.9841059027778,False,False,False,False,False,False,3.5261092074477243,152.77843514781773,False,False,False,False,False,False,baseline_to_M1_minus14d
41,2025-06-02T11:12:53.670000Z,2025-06-02 11:12:53.670000+00:00,41.699211,143.775439,14.4,1.4,256.4426882460185,148.43634246702663,212.97626120337085,-159.8685829861111,-189.12657997685184,-321.8611619212963,False,False,False,False,False,False,3.5732958994140516,152.67963145577832,False,False,False,False,False,False,baseline_to_M1_minus14d
42,2025-06-02T11:22:38.560000Z,2025-06-02 11:22:38.560000+00:00,40.37474,141.269141,9.58,-0.1,219.43123339734987,108.32792227608628,171.1280053556522,-159.86181342592593,-189.11981041666667,-321.85439236111114,False,False,False,False,False,False,3.35700058161923,106.21606568076085,False,False,False,False,False,False,baseline_to_M1_minus14d
43,2025-06-02T11:35:38.370000Z,2025-06-02 11:35:38.370000+00:00,39.153271,142.46141,25.4,1.0,94.15187206695344,202.32746642064546,97.0929127529144,-159.8527878472222,-189.11078483796297,-321.84536678240744,False,False,False,False,False,False,0.418052016978641,91.12242197413286,True,False,False,False,False,False,baseline_to_M1_minus14d
44,2025-06-02T12:25:39.140000Z,2025-06-02 12:25:39.140000+00:00,41.712919,143.712207,8.83,1.4,257.5463428892706,144.90408404297042,213.22331947126892,-159.81805671296297,-189.0760537037037,-321.81063564814815,False,False,False,False,False,False,3.6450024490992923,148.9218495029837,False,False,False,False,False,False,baseline_to_M1_minus14d
45,2025-06-02T12:26:04.190000Z,2025-06-02 12:26:04.190000+00:00,41.592733,142.130225,38.1,1.0,269.9762747176576,70.70710794111056,213.03479177302108,-159.8177667824074,-189.07576377314814,-321.8103457175926,False,False,False,False,False,False,4.676972950606699,27.981877242011713,False,False,False,False,False,False,baseline_to_M1_minus14d
46,2025-06-02T12:39:15.190000Z,2025-06-02 12:39:15.190000+00:00,38.883862,142.450749,37.51,1.0,107.78081768969201,232.1605993455429,122.62530994228875,-159.80861168981482,-189.06660868055556,-321.801190625,False,False,False,False,False,False,-0.01542630954579329,107.6924349454234,False,False,False,False,False,False,baseline_to_M1_minus14d
47,2025-06-02T12:58:48.810000Z,2025-06-02 12:58:48.810000+00:00,41.698914,143.776302,23.15,1.6,256.4162543408303,148.47878744428334,212.9620482529631,-159.795028125,-189.05302511574072,-321.78760706018517,False,False,False,False,False,False,3.5721360524266905,152.72456016629636,False,False,False,False,False,False,baseline_to_M1_minus14d
48,2025-06-02T13:02:18.490000Z,2025-06-02 13:02:18.490000+00:00,38.835291,142.442041,37.76,1.0,111.40630361540127,237.51005490246217,127.71456195865554,-159.79260127314814,-189.05059826388887,-321.7851802083333,False,False,False,False,False,False,-0.08819107121019615,111.17887957426869,False,False,False,False,False,False,baseline_to_M1_minus14d
49,2025-06-02T13:11:09.210000Z,2025-06-02 13:11:09.210000+00:00,41.706742,143.779883,18.53,1.4,257.3100658651743,149.20022026234193,213.87905515658161,-159.78645868055554,-189.0444556712963,-321.7790376157408,False,False,False,False,False,False,3.5822534939615647,153.4356278051078,False,False,False,False,False,False,baseline_to_M1_minus14d
50,2025-06-02T13:52:37.200000Z,2025-06-02 13:52:37.200000+00:00,38.83265,142.428044,33.9,1.5,112.57046400885379,237.7403194664934,128.555244792707,-159.75766249999998,-189.01565949074075,-321.75024143518516,False,False,False,False,False,False,-0.08141987181145585,112.3625429699561,False,False,False,False,False,False,baseline_to_M1_minus14d
51,2025-06-02T14:16:56.910000Z,2025-06-02 14:16:56.910000+00:00,41.960677,142.174284,62.62,1.3,305.8911096694023,110.78657161799194,249.63931240819005,-159.74076770833332,-188.99876469907406,-321.7333466435185,False,False,False,False,False,False,5.245607525750323,52.779398114542275,False,False,False,False,False,False,baseline_to_M1_minus14d
52,2025-06-02T14:53:09.900000Z,2025-06-02 14:53:09.900000+00:00,41.694743,143.701872,4.02,1.0,255.47230503395454,143.05931342884466,211.0624400185133,-159.7156173611111,-188.97361435185184,-321.7081962962963,False,False,False,False,False,False,3.623087369478973,147.12468886947659,False,False,False,False,False,False,baseline_to_M1_minus14d
53,2025-06-02T15:28:37.320000Z,2025-06-02 15:28:37.320000+00:00,39.661198,142.59235,29.49,0.9,83.56874165065047,147.58292197507004,52.29063204407632,-159.69099444444444,-188.94899143518518,-321.6835733796296,True,False,False,False,True,False,1.1479757308334728,51.789903298356485,False,False,False,True,True,False,baseline_to_M1_minus14d
54,2025-06-02T15:43:03.850000Z,2025-06-02 15:43:03.850000+00:00,41.685242,143.79515,15.6,1.4,255.04928669728642,148.99007798341913,211.8866970255819,-159.68096516203704,-188.93896215277778,-321.67354409722225,False,False,False,False,False,False,3.5349628482926283,153.28986544005187,False,False,False,False,False,False,baseline_to_M1_minus14d
55,2025-06-02T16:33:25.590000Z,2025-06-02 16:33:25.590000+00:00,41.703068,143.715348,7.23,1.2,256.47161322120587,144.50437909289795,212.2139270399742,-159.64599131944445,-188.90398831018518,-321.6385702546296,False,False,False,False,False,False,3.6263331968844508,148.57718997517534,False,False,False,False,False,False,baseline_to_M1_minus14d
56,2025-06-02T16:34:38.680000Z,2025-06-02 16:34:38.680000+00:00,39.851937,141.004313,4.48,0.6,220.0928109612389,164.9608633077248,183.77560991285443,-159.6451453703704,-188.90314236111112,-321.63772430555554,False,False,False,False,False,False,2.711547757541282,156.5090876714944,False,False,False,False,False,False,baseline_to_M1_minus14d
57,2025-06-02T17:45:54.560000Z,2025-06-02 17:45:54.560000+00:00,39.518416,142.151644,42.3,1.0,117.07379734831706,161.60127305808555,93.25619139055978,-159.59565601851853,-188.85365300925926,-321.5882349537037,False,False,False,False,False,False,1.2615428403919187,92.38414248500385,False,False,False,False,False,False,baseline_to_M1_minus14d
58,2025-06-02T17:47:22.480000Z,2025-06-02 17:47:22.480000+00:00,41.691325,143.79069,15.47,1.8,255.6869091019681,149.03461987928918,212.4457793324046,-159.59463842592592,-188.85263541666666,-321.5872173611111,False,False,False,False,False,False,3.5484523471759615,153.3209549032052,False,False,False,False,False,False,baseline_to_M1_minus14d
59,2025-06-02T18:46:48.920000Z,2025-06-02 18:46:48.920000+00:00,39.865531,142.414388,12.95,1.6,106.82226345331598,123.05497479457637,63.44493675815285,-159.5533601851852,-188.81135717592593,-321.54593912037035,False,False,False,False,False,False,1.623429894567824,52.81487750156281,False,False,False,False,False,False,baseline_to_M1_minus14d
60,2025-06-02T20:39:00.080000Z,2025-06-02 20:39:00.080000+00:00,39.760132,141.834961,57.04,1.2,148.72258746036167,139.68523560080962,113.30425651378482,-159.47545324074073,-188.73345023148147,-321.46803217592594,False,False,False,False,False,False,1.9071619083373834,101.30456681848216,False,False,False,False,False,False,baseline_to_M1_minus14d
61,2025-06-02T21:05:03.240000Z,2025-06-02 21:05:03.240000+00:00,41.070825,143.106885,23.71,0.7,188.64673387868316,69.64513904719632,136.70487119612872,-159.4573611111111,-188.71535810185185,-321.4499400462963,False,False,False,False,False,False,3.0596344471395587,67.93786280900575,False,False,False,False,False,False,baseline_to_M1_minus14d
62,2025-06-02T21:49:03.480000Z,2025-06-02 21:49:03.480000+00:00,41.706327,143.736084,21.37,1.4,256.9590705784333,146.13604615264953,212.95997001492472,-159.42680277777777,-188.6847997685185,-321.41938171296295,False,False,False,False,False,False,3.615594000209455,150.25870408126409,False,False,False,False,False,False,baseline_to_M1_minus14d
63,2025-06-02T21:54:14.380000Z,2025-06-02 21:54:14.380000+00:00,39.865845,141.009635,4.62,0.4,219.98542382664337,163.49468814668973,183.31857862190088,-159.42320439814813,-188.6812013888889,-321.4157833333333,False,False,False,False,False,False,2.7300554732043656,155.2950388867248,False,False,False,False,False,False,baseline_to_M1_minus14d
64,2025-06-02T23:48:14.120000Z,2025-06-02 23:48:14.120000+00:00,41.688257,143.802051,19.5,1.6,255.43918523302645,149.65375938676385,212.35858292416057,-159.34404074074072,-188.6020377314815,-321.33661967592593,False,False,False,False,False,False,3.5345697771545512,153.96126067526876,False,False,False,False,False,False,baseline_to_M1_minus14d
65,2025-06-03T00:05:05.290000Z,2025-06-03 00:05:05.290000+00:00,39.853585,141.000635,4.61,1.2,220.43871037502984,165.02765791725855,184.0885567437276,-159.33233738425926,-188.590334375,-321.3249163194444,False,False,False,False,False,False,2.7171336813778013,156.67963614173192,False,False,False,False,False,False,baseline_to_M1_minus14d
66,2025-06-03T00:12:30.040000Z,2025-06-03 00:12:30.040000+00:00,39.919035,142.392415,37.59,2.8,111.39228943639252,116.97376669405364,65.80108322059505,-159.3271898148148,-188.58518680555557,-321.31976875,False,False,False,False,False,False,1.7284743376569343,51.28074437649389,False,False,False,False,False,False,baseline_to_M1_minus14d
67,2025-06-03T00:38:07.360000Z,2025-06-03 00:38:07.360000+00:00,38.763688,141.959521,53.2,0.7,151.25219393282953,246.70576545086192,158.0882210028589,-159.30939675925927,-188.56739375,-321.3019756944444,False,False,False,False,False,False,0.1773080360000672,150.86143075782877,True,False,False,False,False,False,baseline_to_M1_minus14d
68,2025-06-03T03:03:12.540000Z,2025-06-03 03:03:12.540000+00:00,38.877738,142.439681,34.54,2.7,108.95487030176457,232.7860464887124,123.69033657157266,-159.2086423611111,-188.46663935185185,-321.2012212962963,False,False,False,False,False,False,-0.016694734192694925,108.8646342018412,False,False,False,False,False,False,baseline_to_M1_minus14d
69,2025-06-03T03:38:53.360000Z,2025-06-03 03:38:53.360000+00:00,40.068449,142.205794,43.2,0.6,133.68269536815032,100.26657552478486,84.89661256546353,-159.18386435185187,-188.4418613425926,-321.17644328703705,False,False,False,False,False,False,2.1202326377344716,56.11613849757381,False,False,False,False,False,False,baseline_to_M1_minus14d
70,2025-06-03T03:57:59.710000Z,2025-06-03 03:57:59.710000+00:00,40.240234,141.176188,9.89,0.2,219.78945595918097,123.92789281407225,174.33739990445298,-159.17059641203704,-188.42859340277778,-321.16317534722225,False,False,False,False,False,False,3.2102812412857267,120.94770679799461,False,False,False,False,False,False,baseline_to_M1_minus14d
71,2025-06-03T04:10:29.080000Z,2025-06-03 04:10:29.080000+00:00,39.97725,141.94707,46.94,0.4,148.00938453852123,113.87810411588411,104.28763992274831,-159.16192314814816,-188.4199201388889,-321.15450208333334,False,False,False,False,False,False,2.174327242383547,80.33572816187389,False,False,False,False,False,False,baseline_to_M1_minus14d
72,2025-06-03T04:14:20.000000Z,2025-06-03 04:14:20+00:00,39.916366,142.398796,35.29,1.1,110.77285730956608,117.31163410976163,65.22423448222094,-159.15925046296297,-188.4172474537037,-321.15182939814815,False,False,False,False,False,False,1.7190747719928665,50.97182858441299,False,False,False,False,False,False,baseline_to_M1_minus14d
73,2025-06-03T05:13:36.000000Z,2025-06-03 05:13:36+00:00,39.08348,142.392497,31.18,2.2,102.30366348805244,209.73782951196387,106.8687443241241,-159.11809305555556,-188.3760900462963,-321.11067199074074,False,False,False,False,False,False,0.3581370329068328,100.26861737919629,True,False,False,False,False,False,baseline_to_M1_minus14d
74,2025-06-03T09:30:08.030000Z,2025-06-03 09:30:08.030000+00:00,39.517643,142.117529,41.28,0.3,119.97637399500292,161.91999345379503,95.98890532029424,-158.93994456018518,-188.19794155092592,-320.9325234953704,False,False,False,False,False,False,1.2872060423838876,94.92503926456064,False,False,False,False,False,False,baseline_to_M1_minus14d
75,2025-06-03T10:00:57.270000Z,2025-06-03 10:00:57.270000+00:00,39.146293,142.465381,26.46,0.9,94.06109859805517,203.12621220277828,97.50013979852687,-158.91854131944444,-188.17653831018518,-320.9111202546296,False,False,False,False,False,False,0.40346254030821427,91.24007173185862,True,False,False,False,False,False,baseline_to_M1_minus14d
76,2025-06-03T10:21:32.910000Z,2025-06-03 10:21:32.910000+00:00,39.195732,142.421908,28.49,0.9,96.14563207294132,197.39616265086246,95.60231905145645,-158.90423993055555,-188.16223692129628,-320.8968188657407,False,False,False,False,False,False,0.5189578417018528,91.53048042974875,True,False,False,False,False,False,baseline_to_M1_minus14d
77,2025-06-03T11:31:17.330000Z,2025-06-03 11:31:17.330000+00:00,39.389412,142.470866,35.32,1.0,89.04482588167939,176.2170103787517,77.37448760200236,-158.8558091435185,-188.11380613425925,-320.8483880787037,False,False,False,False,False,False,0.7979370649699342,76.59252080475862,True,False,False,False,False,False,baseline_to_M1_minus14d
78,2025-06-03T11:51:06.610000Z,2025-06-03 11:51:06.610000+00:00,39.75496,141.844092,56.12,0.7,147.8202232036652,140.0289337075549,112.57895751088998,-158.8420443287037,-188.10004131944444,-320.8346232638889,False,False,False,False,False,False,1.891500980596643,100.94257896771511,False,False,False,False,False,False,baseline_to_M1_minus14d
79,2025-06-03T13:07:01.870000Z,2025-06-03 13:07:01.870000+00:00,38.79989,141.616618,69.76,1.7,176.3238091990183,247.79294057437085,176.02115942679993,-158.78932141203703,-188.0473184027778,-320.78190034722223,False,False,False,False,False,False,0.5086636500987065,173.94246247978143,True,False,False,False,False,False,baseline_to_M1_minus14d
80,2025-06-03T14:08:31.260000Z,2025-06-03 14:08:31.260000+00:00,39.832491,142.850586,29.96,2.4,73.84208238176001,134.95017833808208,26.183873817389397,-158.7466201388889,-188.00461712962962,-320.73919907407407,True,False,False,True,True,False,1.225694822566532,22.916813631232166,False,False,False,True,True,False,baseline_to_M1_minus14d
81,2025-06-03T15:58:03.730000Z,2025-06-03 15:58:03.730000+00:00,39.202035,143.452474,13.89,3.1,22.72467987902062,219.93490548815336,75.539117418409,-158.67054988425926,-187.928546875,-320.6631288194444,True,True,True,False,False,False,-0.28605778548729816,15.605665357044819,False,False,False,True,True,False,baseline_to_M1_minus14d
82,2025-06-03T17:19:00.200000Z,2025-06-03 17:19:00.200000+00:00,40.140727,141.170426,10.55,0.1,215.92007513159106,131.81815965771523,172.4632522057774,-158.61434074074074,-187.87233773148148,-320.6069196759259,False,False,False,False,False,False,3.0523179981196895,127.26649447630813,False,False,False,False,False,False,baseline_to_M1_minus14d
83,2025-06-03T17:21:48.800000Z,2025-06-03 17:21:48.800000+00:00,40.394885,141.27098,7.54,-0.1,220.3836938491715,106.84372708208,171.7479124474929,-158.61238935185185,-187.8703863425926,-320.6049682870371,False,False,False,False,False,False,3.388464304334068,104.88905799819102,False,False,False,False,False,False,baseline_to_M1_minus14d
