subset,window_size,step,window_index,start_event_index_subset,end_event_index_subset,start_time,end_time,median_time,median_time_num,phase_mode,m2_related_fraction,mc_maxc,mc_ks,mc_bstab,mc_adopted,mc_method_count,mc_spread,b_value,b_std,n_total,n_above_mc,fit_mag_min,fit_mag_max,fit_mag_span,reliability,reliability_reason
M1_extended,500,100,10,1000,1499,2025-11-09 11:26:27.890000+00:00,2025-11-10 07:14:20.550000+00:00,2025-11-09 19:40:24.560000+00:00,20401.819728703704,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.8,1.8,1.8,3,0.0,0.5892424318237207,0.029163886862501997,500,355,1.8,5.5,3.7,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,11,1100,1599,2025-11-09 14:29:34.840000+00:00,2025-11-10 11:50:02.850000+00:00,2025-11-10 00:04:06.850000+00:00,20402.002857060183,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.6,1.6,1.6,3,0.19999999999999996,0.5511816505719881,0.025181875638716777,500,436,1.6,6.4,4.800000000000001,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,12,1200,1699,2025-11-09 17:42:24.460000+00:00,2025-11-10 17:54:39.020000+00:00,2025-11-10 04:40:52.530000+00:00,20402.195052430554,M1_related_M1minus14d_to_M1plus21d,0.0,2.0,1.6,1.8,1.8,3,0.3999999999999999,0.6198242971049143,0.0333453145414964,500,349,1.8,6.4,4.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,13,1300,1799,2025-11-09 21:56:46.480000+00:00,2025-11-11 02:37:02.610000+00:00,2025-11-10 08:48:07.720000+00:00,20402.36675601852,M1_related_M1minus14d_to_M1plus21d,0.0,2.0,1.6,1.6,1.6,3,0.3999999999999999,0.6086373457691431,0.02897423259875477,500,428,1.6,6.4,4.800000000000001,exploratory,mc_method_disagreement
M1_extended,500,100,14,1400,1899,2025-11-10 02:00:14.970000+00:00,2025-11-11 12:27:04.470000+00:00,2025-11-10 14:37:28.090000+00:00,20402.609352893516,M1_related_M1minus14d_to_M1plus21d,0.0,2.0,1.6,1.8,1.8,3,0.3999999999999999,0.7497423609440186,0.045714422647801164,500,316,1.8,6.4,4.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,15,1500,1999,2025-11-10 07:16:11+00:00,2025-11-12 00:35:58.410000+00:00,2025-11-10 22:08:10.420000+00:00,20402.922342824077,M1_related_M1minus14d_to_M1plus21d,0.0,2.0,1.7,1.8,1.8,3,0.30000000000000004,0.7380985759843451,0.04373810952752842,500,319,1.8,6.4,4.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,16,1600,2099,2025-11-10 11:52:41.750000+00:00,2025-11-12 09:00:12.780000+00:00,2025-11-11 07:51:48.220000+00:00,20403.327641435186,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.6,1.8,1.8,3,0.19999999999999996,0.8428235196309541,0.051522730590089494,500,284,1.8,5.4,3.6000000000000005,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,17,1700,2199,2025-11-10 18:08:02.920000+00:00,2025-11-12 19:08:55.440000+00:00,2025-11-11 18:01:29.600000+00:00,20403.751037037036,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.5,1.6,1.6,3,0.30000000000000004,0.8097585389837635,0.04259079980346893,500,363,1.6,5.4,3.8000000000000003,exploratory,mc_method_disagreement
M1_extended,500,100,18,1800,2299,2025-11-11 02:39:58.560000+00:00,2025-11-13 10:19:16.530000+00:00,2025-11-12 03:57:40.280000+00:00,20404.165049537038,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.5,1.5,1.5,3,0.30000000000000004,0.7554341469829997,0.036846429750400325,500,391,1.5,5.4,3.9000000000000004,exploratory,mc_method_disagreement
M1_extended,500,100,19,1900,2399,2025-11-11 12:29:30.410000+00:00,2025-11-14 03:38:59.970000+00:00,2025-11-12 13:58:13.990000+00:00,20404.582106365742,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.4,1.5,1.5,3,0.40000000000000013,0.7430711917006163,0.03811726376462264,500,379,1.5,5.4,3.9000000000000004,exploratory,mc_method_disagreement
M1_extended,500,100,20,2000,2499,2025-11-12 00:37:11.640000+00:00,2025-11-15 01:44:45.440000+00:00,2025-11-13 02:53:56.390000+00:00,20405.120791550926,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.5,1.5,1.5,3,0.30000000000000004,0.8053804329054638,0.04131091762028331,500,369,1.5,5.4,3.9000000000000004,exploratory,mc_method_disagreement
M1_extended,500,100,21,2100,2599,2025-11-12 09:00:43.040000+00:00,2025-11-16 00:47:48.240000+00:00,2025-11-13 18:54:10.960000+00:00,20405.787626851852,M1_related_M1minus14d_to_M1plus21d,0.0,1.8,1.5,1.5,1.5,3,0.30000000000000004,0.8267299419485789,0.04408481239698369,500,355,1.5,5.4,3.9000000000000004,exploratory,mc_method_disagreement
M1_extended,500,100,22,2200,2699,2025-11-12 19:15:29.320000+00:00,2025-11-17 11:39:51.820000+00:00,2025-11-14 13:47:02.690000+00:00,20406.574336689817,M1_related_M1minus14d_to_M1plus21d,0.0,1.5999999999999999,1.4,1.5,1.5,3,0.19999999999999996,0.8735117982172032,0.04826797855430476,500,350,1.5,5.4,3.9000000000000004,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,23,2300,2799,2025-11-13 10:20:10.960000+00:00,2025-11-18 07:44:15.380000+00:00,2025-11-15 12:02:12.140000+00:00,20407.50152939815,M1_related_M1minus14d_to_M1plus21d,0.0,1.5999999999999999,1.4,1.4,1.4,3,0.19999999999999996,0.7992426501740579,0.04037626065102389,500,413,1.4,5.7,4.300000000000001,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,24,2400,2899,2025-11-14 03:42:55.280000+00:00,2025-11-19 12:40:07.420000+00:00,2025-11-16 18:21:59.400000+00:00,20408.765270833333,M1_related_M1minus14d_to_M1plus21d,0.0,1.7,1.4,1.4,1.4,3,0.30000000000000004,0.7773943235753729,0.038340361607476635,500,414,1.4,5.7,4.300000000000001,exploratory,mc_method_disagreement
M1_extended,500,100,25,2500,2999,2025-11-15 02:18:27.740000+00:00,2025-11-20 19:59:27.720000+00:00,2025-11-17 20:57:08.600000+00:00,20409.873016203703,M1_related_M1minus14d_to_M1plus21d,0.0,1.5999999999999999,1.4,1.4,1.4,3,0.19999999999999996,0.7730614103007779,0.039336520616401756,500,407,1.4,5.7,4.300000000000001,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,26,2600,3099,2025-11-16 00:59:18.260000+00:00,2025-11-22 05:16:49.900000+00:00,2025-11-19 02:23:19.870000+00:00,20411.099535532405,M1_related_M1minus14d_to_M1plus21d,0.0,1.5999999999999999,1.4,1.4,1.4,3,0.19999999999999996,0.7243460381552657,0.03595453787652341,500,418,1.4,5.7,4.300000000000001,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,27,2700,3199,2025-11-17 12:20:57.490000+00:00,2025-11-24 09:24:20.750000+00:00,2025-11-20 07:39:25.540000+00:00,20412.319045601853,M1_related_M1minus14d_to_M1plus21d,0.0,1.7,1.4,1.4,1.4,3,0.30000000000000004,0.7082197324286817,0.034393490507781156,500,415,1.4,5.7,4.300000000000001,exploratory,mc_method_disagreement
M1_extended,500,100,28,2800,3299,2025-11-18 07:46:58.550000+00:00,2025-11-27 01:08:26.550000+00:00,2025-11-21 13:25:50.220000+00:00,20413.55960902778,M1_related_M1minus14d_to_M1plus21d,0.0,1.7,1.4,1.5,1.5,3,0.30000000000000004,0.7905875430181117,0.04155252708033511,500,354,1.5,5.7,4.2,exploratory,mc_method_disagreement
M1_extended,500,100,29,2900,3399,2025-11-19 12:55:30.020000+00:00,2025-11-30 07:41:50.940000+00:00,2025-11-23 12:32:46.260000+00:00,20415.52275763889,M1_related_M1minus14d_to_M1plus21d,0.0,1.5,1.5,1.5,1.5,3,0.0,0.7963624292727604,0.04261217869415042,500,352,1.5,5.7,4.2,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,30,3000,3499,2025-11-20 20:03:12.240000+00:00,2025-12-05 19:29:57.820000+00:00,2025-11-25 11:51:34.650000+00:00,20417.49415104167,M1_related_M1minus14d_to_M1plus21d,0.0,1.7,1.4,1.5,1.5,3,0.30000000000000004,0.8167004645131952,0.04462377935540747,500,348,1.5,5.7,4.2,exploratory,mc_method_disagreement
M1_extended,500,100,31,3100,3599,2025-11-22 05:50:05.380000+00:00,2025-12-09 03:25:21.390000+00:00,2025-11-28 14:27:03.500000+00:00,20420.602123842593,M1_related_M1minus14d_to_M1plus21d,0.0,1.5,1.3,1.5,1.5,3,0.19999999999999996,0.8186559532305652,0.04458697066211032,500,329,1.5,4.8,3.3,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,32,3200,3699,2025-11-24 09:25:56.030000+00:00,2025-12-15 03:26:57.270000+00:00,2025-12-02 20:00:22+00:00,20424.833587962963,middle_M1plus21d_to_M3minus35d,0.0,1.5,1.3,1.5,1.5,3,0.19999999999999996,0.7975219503664189,0.04303447550805248,500,332,1.5,4.9,3.4000000000000004,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,33,3300,3799,2025-11-27 01:12:39.230000+00:00,2025-12-21 13:13:41.770000+00:00,2025-12-07 07:31:32.360000+00:00,20429.31356898148,middle_M1plus21d_to_M3minus35d,0.0,1.8,1.3,1.3,1.3,3,0.5,0.7064209090192904,0.03368162226039047,500,440,1.3,4.9,3.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,34,3400,3899,2025-11-30 12:28:45.120000+00:00,2025-12-30 21:47:32.520000+00:00,2025-12-11 11:44:58.980000+00:00,20433.489571527778,middle_M1plus21d_to_M3minus35d,0.0,1.8,1.3,1.3,1.3,3,0.5,0.737050430406417,0.03514015478853868,500,433,1.3,4.9,3.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,35,3500,3999,2025-12-05 19:36:11.600000+00:00,2026-01-09 15:13:36.610000+00:00,2025-12-18 09:42:14.720000+00:00,20440.40433703704,middle_M1plus21d_to_M3minus35d,0.0,1.8,1.3,1.4,1.4,3,0.5,0.7486167820967172,0.040593769579250094,500,377,1.4,5.0,3.6,exploratory,mc_method_disagreement
M1_extended,500,100,36,3600,4099,2025-12-09 03:55:51.400000+00:00,2026-01-21 05:09:36.550000+00:00,2025-12-26 09:01:22.270000+00:00,20448.375952199072,middle_M1plus21d_to_M3minus35d,0.0,1.8,1.5,1.4,1.5,3,0.40000000000000013,0.8070930058875002,0.04923071947832915,500,338,1.5,5.0,3.5,exploratory,mc_method_disagreement
M1_extended,500,100,37,3700,4199,2025-12-15 03:32:50.090000+00:00,2026-02-04 23:36:03.960000+00:00,2026-01-04 06:46:11.580000+00:00,20457.28207847222,middle_M1plus21d_to_M3minus35d,0.0,1.8,1.4,1.4,1.4,3,0.40000000000000013,0.7462206806534002,0.04119026286410831,500,371,1.4,5.0,3.6,exploratory,mc_method_disagreement
M1_extended,500,100,38,3800,4299,2025-12-21 13:18:13.510000+00:00,2026-02-24 09:10:08.430000+00:00,2026-01-16 12:22:26.450000+00:00,20469.515583912038,middle_M1plus21d_to_M3minus35d,0.0,1.5,1.4,1.4,1.4,3,0.10000000000000009,0.7466792050045543,0.03926891363986366,500,375,1.4,5.0,3.6,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,39,3900,4399,2025-12-30 22:19:44.960000+00:00,2026-03-08 16:58:59.150000+00:00,2026-01-28 03:40:23.200000+00:00,20481.1530462963,middle_M1plus21d_to_M3minus35d,0.0,1.8,1.4,1.3,1.4,3,0.5,0.6548294902273474,0.03540543815810853,500,380,1.4,6.1,4.699999999999999,exploratory,mc_method_disagreement
M1_extended,500,100,40,4000,4499,2026-01-09 17:33:37.340000+00:00,2026-03-14 03:10:46.200000+00:00,2026-02-13 01:29:30.760000+00:00,20497.062161574075,middle_M1plus21d_to_M3minus35d,0.0,1.5,1.3,1.3,1.3,3,0.19999999999999996,0.6500363434461112,0.03278969928303428,500,434,1.3,6.1,4.8,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,41,4100,4599,2026-01-21 08:01:22.600000+00:00,2026-03-26 14:54:11.320000+00:00,2026-03-05 11:34:15.760000+00:00,20517.482126851854,middle_M1plus21d_to_M3minus35d,0.0,1.5,1.3,1.2,1.3,3,0.30000000000000004,0.577763270401654,0.02949380936207423,500,430,1.3,6.7,5.4,exploratory,mc_method_disagreement
M1_extended,500,100,42,4200,4699,2026-02-05 08:33:02.400000+00:00,2026-03-26 20:32:19.240000+00:00,2026-03-10 03:07:22.320000+00:00,20522.130119444442,middle_M1plus21d_to_M3minus35d,0.0,1.5,1.3,1.2,1.3,3,0.30000000000000004,0.5376496038056562,0.026918226230948125,500,432,1.3,6.7,5.4,exploratory,mc_method_disagreement
M1_extended,500,100,43,4300,4799,2026-02-24 12:32:08.390000+00:00,2026-03-27 07:29:57.480000+00:00,2026-03-19 19:08:22.220000+00:00,20531.79747939815,preM3_M3minus35d_to_M3,0.0,1.5,1.2,1.2,1.2,3,0.30000000000000004,0.5056689694633114,0.022920192751189703,500,448,1.2,6.7,5.5,exploratory,mc_method_disagreement
M1_extended,500,100,44,4400,4899,2026-03-08 18:10:52.080000+00:00,2026-03-28 05:20:22.620000+00:00,2026-03-26 16:52:09+00:00,20538.702881944446,preM3_M3minus35d_to_M3,0.0,1.5,1.2,1.2,1.2,3,0.30000000000000004,0.5346939082975004,0.02498474683083396,500,430,1.2,6.7,5.5,exploratory,mc_method_disagreement
M1_extended,500,100,45,4500,4999,2026-03-14 07:57:21.740000+00:00,2026-03-29 18:24:59.480000+00:00,2026-03-27 01:19:39.100000+00:00,20539.055313657405,preM3_M3minus35d_to_M3,0.0,1.5,1.2,1.2,1.2,3,0.30000000000000004,0.5565302367405772,0.026756485860774913,500,420,1.2,6.7,5.5,exploratory,mc_method_disagreement
M1_extended,500,100,46,4600,5099,2026-03-26 14:54:34.670000+00:00,2026-04-03 02:33:31.370000+00:00,2026-03-27 16:37:52.950000+00:00,20539.692973958336,preM3_M3minus35d_to_M3,0.0,1.5,1.2,1.2,1.2,3,0.30000000000000004,0.6578285062396328,0.03168913456504881,500,419,1.2,5.0,3.8,exploratory,mc_method_disagreement
M1_extended,500,100,47,4700,5199,2026-03-26 20:33:15.760000+00:00,2026-04-10 05:33:04.060000+00:00,2026-03-29 04:20:41.300000+00:00,20541.181033564815,preM3_M3minus35d_to_M3,0.0,1.5,1.2,1.3,1.3,3,0.30000000000000004,0.7862986094167,0.040111378304259294,500,365,1.3,4.9,3.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,48,4800,5299,2026-03-27 07:32:46+00:00,2026-04-20 08:29:44.380000+00:00,2026-03-31 16:17:45.190000+00:00,20543.67899525463,preM3_M3minus35d_to_M3,0.0,1.5,1.7,1.2,1.5,3,0.5,0.6288073878419931,0.04873826831048495,500,246,1.5,7.7,6.2,exploratory,mc_method_disagreement
M1_extended,500,100,49,4900,5399,2026-03-28 05:39:36.400000+00:00,2026-04-20 11:19:30.080000+00:00,2026-04-06 22:19:12.280000+00:00,20549.93000324074,preM3_M3minus35d_to_M3,0.0,1.5,1.5,1.2,1.5,3,0.30000000000000004,0.43757902022158274,0.02376841322790209,500,300,1.5,7.7,6.2,exploratory,mc_method_disagreement
M1_extended,500,100,50,5000,5499,2026-03-29 18:45:19.680000+00:00,2026-04-20 14:25:09.250000+00:00,2026-04-17 04:32:44.190000+00:00,20560.189400347223,preM3_M3minus35d_to_M3,0.0,1.5,2.4,1.2,1.5,3,1.2,0.3918787343133987,0.01679321131187305,500,356,1.5,7.7,6.2,exploratory,mc_method_disagreement
M1_extended,500,100,51,5100,5599,2026-04-03 03:08:04.490000+00:00,2026-04-20 18:07:02.080000+00:00,2026-04-20 10:02:04.280000+00:00,20563.41810509259,post_M3_context,0.0,1.5999999999999999,2.1,2.1,2.1,3,0.5000000000000002,0.48665914348472306,0.02587123578581306,500,270,2.1,7.7,5.6,exploratory,mc_method_disagreement
M1_extended,500,100,52,5200,5699,2026-04-10 05:53:16.480000+00:00,2026-04-20 22:10:18.040000+00:00,2026-04-20 13:03:23.990000+00:00,20563.544027662036,post_M3_context,0.0,2.3000000000000003,2.6,2.1,2.3000000000000003,3,0.5,0.5230284241035574,0.028996804647128505,500,230,2.4,7.7,5.300000000000001,exploratory,mc_method_disagreement
M1_extended,500,100,53,5300,5799,2026-04-20 08:30:09.100000+00:00,2026-04-21 03:09:26.120000+00:00,2026-04-20 16:10:32.060000+00:00,20563.673982175926,post_M3_context,0.0,2.3000000000000003,2.7,2.1,2.3000000000000003,3,0.6000000000000001,0.6010392575696775,0.03271235734727501,500,228,2.4,5.6,3.1999999999999997,exploratory,mc_method_disagreement
M1_extended,500,100,54,5400,5899,2026-04-20 11:20:16.470000+00:00,2026-04-21 07:25:41.940000+00:00,2026-04-20 20:23:57.160000+00:00,20563.84996712963,post_M3_context,0.0,2.3000000000000003,2.0,2.1,2.1,3,0.30000000000000027,0.6845738065585177,0.039548591363279,500,259,2.1,5.6,3.4999999999999996,exploratory,mc_method_disagreement
M1_extended,500,100,55,5500,5999,2026-04-20 14:26:34.930000+00:00,2026-04-21 12:15:47.320000+00:00,2026-04-21 00:54:29.400000+00:00,20564.03784027778,post_M3_context,0.0,1.7,1.8,2.0,1.8,3,0.30000000000000004,0.681158198974648,0.034988722010466745,500,297,1.8,5.4,3.6000000000000005,exploratory,mc_method_disagreement
M1_extended,500,100,56,5600,6099,2026-04-20 18:11:33+00:00,2026-04-21 19:11:31.840000+00:00,2026-04-21 05:35:40.740000+00:00,20564.233110416666,post_M3_context,0.0,1.7,1.8,1.5,1.7,3,0.30000000000000004,0.64126685682965,0.03105641488001204,500,295,1.7,5.4,3.7,exploratory,mc_method_disagreement
M1_extended,500,100,57,5700,6199,2026-04-20 22:13:24.320000+00:00,2026-04-22 01:47:06.630000+00:00,2026-04-21 09:44:54.880000+00:00,20564.40619074074,post_M3_context,0.0,1.7,1.8,1.5,1.7,3,0.30000000000000004,0.7021217705838059,0.03760096195366659,500,279,1.7,5.4,3.7,exploratory,mc_method_disagreement
M1_extended,500,100,58,5800,6299,2026-04-21 03:10:42.010000+00:00,2026-04-22 09:09:30.910000+00:00,2026-04-21 15:48:00.830000+00:00,20564.658342939812,post_M3_context,0.0,1.7,1.4,1.5,1.5,3,0.30000000000000004,0.7340943944933609,0.03616127132445312,500,365,1.5,5.4,3.9000000000000004,exploratory,mc_method_disagreement
M1_extended,500,100,59,5900,6399,2026-04-21 07:27:16.860000+00:00,2026-04-22 16:57:52.390000+00:00,2026-04-21 22:17:20.520000+00:00,20564.928709722222,post_M3_context,0.0,1.5,1.4,1.6,1.5,3,0.20000000000000018,0.7545962376378541,0.037509616905080534,500,341,1.5,5.3,3.8,usable_with_caution,moderate_mc_agreement_moderate_span
M1_extended,500,100,60,6000,6499,2026-04-21 12:18:26.140000+00:00,2026-04-23 04:19:15.080000+00:00,2026-04-22 05:14:21.980000+00:00,20565.218309953703,post_M3_context,0.0,1.5,1.4,1.5,1.5,3,0.10000000000000009,0.7214328633675995,0.036343586450299545,500,341,1.5,5.3,3.8,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,61,6100,6599,2026-04-21 19:12:25.400000+00:00,2026-04-23 16:03:42.230000+00:00,2026-04-22 13:34:01.440000+00:00,20565.565294444445,post_M3_context,0.0,1.5,1.4,1.5,1.5,3,0.10000000000000009,0.7204073571868063,0.03653582228166346,500,343,1.5,5.3,3.8,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,62,6200,6699,2026-04-22 01:48:11.520000+00:00,2026-04-24 03:51:21.690000+00:00,2026-04-22 23:38:39.680000+00:00,20565.985181481483,post_M3_context,0.0,1.5,1.4,1.5,1.5,3,0.10000000000000009,0.6924343423135109,0.035370111341062445,500,326,1.5,4.8,3.3,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,63,6300,6799,2026-04-22 09:19:31.740000+00:00,2026-04-24 17:16:14.720000+00:00,2026-04-23 10:20:00.280000+00:00,20566.430558796295,post_M3_context,0.0,1.4,1.3,1.5,1.4,3,0.19999999999999996,0.6697660219159304,0.032090911456352664,500,347,1.4,4.8,3.4,robust,good_mc_agreement_good_span_good_n
M1_extended,500,100,64,6400,6899,2026-04-22 17:19:24.760000+00:00,2026-04-25 12:48:58.880000+00:00,2026-04-23 22:02:47.820000+00:00,20566.918609027776,post_M3_context,0.0,1.7,1.3,1.4,1.4,3,0.3999999999999999,0.7136957440460696,0.03537934657474886,500,344,1.4,4.8,3.4,exploratory,mc_method_disagreement
M1_extended,500,100,65,6500,6999,2026-04-23 04:22:18.810000+00:00,2026-04-26 09:49:18.530000+00:00,2026-04-24 09:48:46.430000+00:00,20567.408870717594,post_M3_context,0.0,1.7,1.3,1.4,1.4,3,0.3999999999999999,0.7280616670410236,0.0368774955307917,500,334,1.4,4.8,3.4,exploratory,mc_method_disagreement
M1_extended,500,100,66,6600,7099,2026-04-23 16:07:39.260000+00:00,2026-04-27 11:13:43.430000+00:00,2026-04-25 01:47:54.310000+00:00,20568.07493414352,post_M3_context,0.0,1.7,1.4,1.4,1.4,3,0.30000000000000004,0.755861083780211,0.03918734995633232,500,319,1.4,4.8,3.4,exploratory,mc_method_disagreement
M1_extended,500,100,67,6700,7199,2026-04-24 03:55:06.920000+00:00,2026-04-28 21:47:44.520000+00:00,2026-04-25 21:15:46.840000+00:00,20568.885958796294,post_M3_context,0.0,1.7,1.4,1.4,1.4,3,0.30000000000000004,0.8332828779293123,0.043465764855911825,500,327,1.4,4.8,3.4,exploratory,mc_method_disagreement
M1_extended,500,100,68,6800,7299,2026-04-24 17:38:11.740000+00:00,2026-04-29 23:12:11+00:00,2026-04-26 22:13:24.260000+00:00,20569.925975231483,post_M3_context,0.0,1.7,1.4,1.4,1.4,3,0.30000000000000004,0.7601909559321062,0.03842931521550999,500,334,1.4,4.8,3.4,exploratory,mc_method_disagreement
M1_extended,500,100,69,6900,7399,2026-04-25 13:11:53.230000+00:00,2026-05-01 13:26:20.920000+00:00,2026-04-28 02:02:28.650000+00:00,20571.085053819446,post_M3_context,0.0,1.7,1.4,1.4,1.4,3,0.30000000000000004,0.7536361279542494,0.03811551035988092,500,332,1.4,4.8,3.4,exploratory,mc_method_disagreement
