event_code,origin_time,lat_deg,lon_deg,depth_km_mecha,mag_1,mag_1_type,mag_2,mag_2_type,region_name,n_hypo_stations,m_method,m_source,P_axis_azimuth,P_axis_dip,T_axis_azimuth,T_axis_dip,N_axis_azimuth,N_axis_dip,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,focal_mech_score,n_mech_stations,focal_mech_projection,source_file,time_round_s,event_id,time,lat,lon,depth_km_cat,mag,phase_primary,within_60km_either_m1_m3,within_60km_m1,within_60km_m3,along_axis_30km,dist_match_km,depth_abs_diff_km,time_abs_s
J2025120904042714,2025-12-08 19:04:27.140000+00:00,40.96633333333333,143.1265,20.06,3.7,V,,,E OFF AOMORI PREF,31,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 19:04:27+00:00,8759.0,2025-12-08 19:04:27.140000+00:00,40.967179,143.12723,20.02,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.11224580921721554,0.03999999999999915,0.0
J2025120904144184,2025-12-08 19:14:41.840000+00:00,40.96416666666666,143.13,20.88,4.0,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 19:14:42+00:00,8765.0,2025-12-08 19:14:41.840000+00:00,40.965243,143.129411,20.88,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12949825276450525,0.0,0.0
J2025120904154184,2025-12-08 19:15:41.840000+00:00,40.98483333333333,143.141,20.28,3.6,V,,,E OFF AOMORI PREF,28,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 19:15:42+00:00,8766.0,2025-12-08 19:15:41.840000+00:00,40.985099,143.139811,20.53,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10408359326277761,0.25,0.0
J2025120904453162,2025-12-08 19:45:31.620000+00:00,40.891333333333336,143.113,19.99,3.8,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 19:45:32+00:00,8790.0,2025-12-08 19:45:31.620000+00:00,40.890658,143.112126,20.11,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10505463036826614,0.120000000000001,0.0
J2025120905432258,2025-12-08 20:43:22.580000+00:00,40.89833333333333,143.21583333333334,15.72,3.5,V,,,E OFF AOMORI PREF,31,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 20:43:23+00:00,8840.0,2025-12-08 20:43:22.600000+00:00,40.898486,143.216829,15.43,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08538931650518158,0.2900000000000009,0.02
J2025120906243103,2025-12-08 21:24:31.030000+00:00,41.035,143.14116666666666,22.06,3.6,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 21:24:31+00:00,8877.0,2025-12-08 21:24:31.040000+00:00,41.035612,143.141683,21.87,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08066294439313947,0.18999999999999773,0.01
J2025120906254092,2025-12-08 21:25:40.920000+00:00,40.86683333333333,143.151,13.47,3.5,V,,,E OFF AOMORI PREF,24,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 21:25:41+00:00,8878.0,2025-12-08 21:25:40.920000+00:00,40.866772,143.150146,13.83,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07213532698758124,0.35999999999999943,0.0
J2025120906320487,2025-12-08 21:32:04.870000+00:00,41.15566666666667,142.62216666666666,38.01,3.5,V,,,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 21:32:05+00:00,8883.0,2025-12-08 21:32:04.880000+00:00,41.155595,142.622998,38.06,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07005512441194538,0.05000000000000426,0.01
J2025120906524271,2025-12-08 21:52:42.710000+00:00,40.943333333333335,143.301,14.64,6.6,D,6.5,W,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 21:52:43+00:00,8893.0,2025-12-08 21:52:42.720000+00:00,40.944531,143.300505,14.8,6.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.13951333687034598,0.16000000000000014,0.01
J2025120907071657,2025-12-08 22:07:16.570000+00:00,41.00066666666667,143.22116666666668,19.42,4.7,V,,,E OFF AOMORI PREF,36,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 22:07:17+00:00,8904.0,2025-12-08 22:07:16.560000+00:00,41.000142,143.220378,19.43,4.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08822676750706339,0.00999999999999801,0.01
J2025120907091323,2025-12-08 22:09:13.230000+00:00,41.01766666666666,142.522,41.62,3.9,V,,,E OFF AOMORI PREF,25,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 22:09:13+00:00,8905.0,2025-12-08 22:09:13.260000+00:00,41.018026,142.520898,41.39,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10071916121991059,0.22999999999999687,0.03
J2025120907392894,2025-12-08 22:39:28.940000+00:00,41.1565,142.615,39.53,3.7,V,,,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 22:39:29+00:00,8933.0,2025-12-08 22:39:28.960000+00:00,41.155815,142.615365,39.38,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08206972547741222,0.14999999999999858,0.02
J2025120908030994,2025-12-08 23:03:09.940000+00:00,40.864333333333335,143.18166666666667,14.38,3.5,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 23:03:10+00:00,8950.0,2025-12-08 23:03:09.920000+00:00,40.864242,143.181657,14.12,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.010188284279950504,0.26000000000000156,0.02
J2025120908302277,2025-12-08 23:30:22.770000+00:00,40.87433333333333,143.18383333333333,16.7,3.7,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 23:30:23+00:00,8969.0,2025-12-08 23:30:22.760000+00:00,40.873877,143.183626,16.54,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05365296336567379,0.16000000000000014,0.01
J2025120908590563,2025-12-08 23:59:05.630000+00:00,40.813833333333335,142.92333333333335,26.23,5.4,D,5.4,W,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-08 23:59:06+00:00,8996.0,2025-12-08 23:59:05.640000+00:00,40.814425,142.922396,26.02,5.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10271702041569564,0.21000000000000085,0.01
J2025120909090467,2025-12-09 00:09:04.670000+00:00,40.957166666666666,143.1125,21.69,3.9,V,,,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 00:09:05+00:00,9000.0,2025-12-09 00:09:04.670000+00:00,40.957214,143.112809,21.81,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.02647648494619736,0.11999999999999744,0.0
J2025120909182715,2025-12-09 00:18:27.150000+00:00,41.15616666666666,142.25633333333334,52.22,4.4,D,4.6,V,E OFF AOMORI PREF,40,I,JMAM,109.0,22.0,310.0,67.0,202.0,7.0,185.0,24.0,71.0,25.0,67.0,98.0,95.0,148.0,LOW,mecha_20251203_7.txt,2025-12-09 00:18:27+00:00,9006.0,2025-12-09 00:18:27.140000+00:00,41.157605,142.260059,52.17,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.35052601380778403,0.04999999999999716,0.01
J2025120913472621,2025-12-09 04:47:26.210000+00:00,41.155166666666666,142.61083333333335,40.32,3.9,D,4.1,V,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 04:47:26+00:00,9170.0,2025-12-09 04:47:26.210000+00:00,41.154183,142.611572,40.3,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12565142592527986,0.020000000000003126,0.0
J2025120914154775,2025-12-09 05:15:47.750000+00:00,41.216166666666666,143.07483333333334,23.97,4.4,D,4.3,V,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 05:15:48+00:00,9192.0,2025-12-09 05:15:47.750000+00:00,41.216504,143.075163,24.18,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.046554693012532976,0.21000000000000085,0.0
J2025120914482455,2025-12-09 05:48:24.550000+00:00,40.8495,143.00383333333335,20.5,3.7,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 05:48:25+00:00,9206.0,2025-12-09 05:48:24.540000+00:00,40.84788,143.004167,20.57,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1823089934483849,0.07000000000000028,0.01
J2025120917403053,2025-12-09 08:40:30.530000+00:00,41.07783333333333,142.981,25.02,3.5,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 08:40:31+00:00,9295.0,2025-12-09 08:40:30.530000+00:00,41.077787,142.980469,24.94,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.044805996781118566,0.0799999999999983,0.0
J2025120918094599,2025-12-09 09:09:45.990000+00:00,41.268,142.41933333333333,46.93,5.3,D,5.2,W,E OFF AOMORI PREF,40,I,JMAM,116.0,21.0,319.0,67.0,209.0,8.0,191.0,25.0,70.0,33.0,67.0,99.0,91.0,234.0,LOW,mecha_20251203_7.txt,2025-12-09 09:09:46+00:00,9312.0,2025-12-09 09:09:45.980000+00:00,41.267261,142.41984,47.0,5.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.092442515848905,0.07000000000000028,0.01
J2025120918200217,2025-12-09 09:20:02.170000+00:00,41.20933333333333,143.04916666666668,28.22,4.4,D,4.3,V,E OFF AOMORI PREF,39,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 09:20:02+00:00,9316.0,2025-12-09 09:20:02.190000+00:00,41.211186,143.048307,27.88,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.21819795214163393,0.33999999999999986,0.02
J2025120919044907,2025-12-09 10:04:49.070000+00:00,40.901833333333336,143.09616666666668,19.45,4.1,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251203_7.txt,2025-12-09 10:04:49+00:00,9330.0,2025-12-09 10:04:49.070000+00:00,40.902059,143.096517,19.34,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03868572184543577,0.10999999999999943,0.0
J2025121007143897,2025-12-09 22:14:38.970000+00:00,41.17583333333334,142.558,43.7,3.8,D,3.9,V,E OFF AOMORI PREF,40,I,JMAM,104.0,24.0,284.0,66.0,14.0,0.0,194.0,21.0,90.0,14.0,69.0,90.0,97.0,90.0,LOW,mecha_20251210_7.txt,2025-12-09 22:14:39+00:00,9588.0,2025-12-09 22:14:38.960000+00:00,41.175456,142.55887,43.87,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.0840387814660931,0.1699999999999946,0.01
J2025121007200270,2025-12-09 22:20:02.700000+00:00,40.85233333333333,143.00233333333333,16.59,4.4,D,4.4,V,E OFF AOMORI PREF,30,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-09 22:20:03+00:00,9592.0,2025-12-09 22:20:02.700000+00:00,40.852161,143.003499,16.54,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.0998967141122767,0.05000000000000071,0.0
J2025121007494671,2025-12-09 22:49:46.710000+00:00,40.85066666666667,143.0045,17.66,3.8,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-09 22:49:47+00:00,9601.0,2025-12-09 22:49:46.720000+00:00,40.850411,143.005615,17.8,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09799673888797616,0.14000000000000057,0.01
J2025121008043604,2025-12-09 23:04:36.040000+00:00,41.2695,142.39816666666667,47.67,4.3,D,4.4,V,E OFF AOMORI PREF,36,I,JMAM,113.0,22.0,325.0,65.0,208.0,12.0,182.0,26.0,61.0,33.0,68.0,103.0,93.0,148.0,LOW,mecha_20251210_7.txt,2025-12-09 23:04:36+00:00,9606.0,2025-12-09 23:04:36.040000+00:00,41.268921,142.397738,47.72,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07367869285805406,0.04999999999999716,0.0
J2025121015234827,2025-12-10 06:23:48.270000+00:00,41.031666666666666,142.7155,36.0,4.3,D,4.3,V,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-10 06:23:48+00:00,9734.0,2025-12-10 06:23:48.280000+00:00,41.031991,142.716081,36.07,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06062689684244984,0.07000000000000028,0.01
J2025121018370283,2025-12-10 09:37:02.830000+00:00,41.16516666666666,142.5845,42.79,3.6,V,,,E OFF AOMORI PREF,40,I,JMAM,117.0,27.0,286.0,63.0,25.0,4.0,218.0,19.0,104.0,23.0,72.0,85.0,88.0,59.0,LOW,mecha_20251210_7.txt,2025-12-10 09:37:03+00:00,9788.0,2025-12-10 09:37:02.830000+00:00,41.165177,142.585807,42.62,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10941399310869479,0.1700000000000017,0.0
J2025121023522419,2025-12-10 14:52:24.190000+00:00,40.8365,142.7565,36.13,6.0,D,5.8,W,E OFF AOMORI PREF,40,I,JMAM,113.0,15.0,339.0,69.0,207.0,14.0,183.0,33.0,62.0,35.0,61.0,106.0,94.0,219.0,LOW,mecha_20251210_7.txt,2025-12-10 14:52:24+00:00,9853.0,2025-12-10 14:52:24.190000+00:00,40.834473,142.756527,36.04,6.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.22540356192433003,0.09000000000000341,0.0
J2025121110225761,2025-12-11 01:22:57.610000+00:00,40.908166666666666,143.0865,19.81,3.9,V,,,E OFF AOMORI PREF,27,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 01:22:58+00:00,9980.0,2025-12-11 01:22:57.610000+00:00,40.907678,143.085384,19.82,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10838920121230536,0.010000000000001563,0.0
J2025121111222360,2025-12-11 02:22:23.600000+00:00,41.18483333333333,142.56633333333335,43.67,3.7,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 02:22:24+00:00,9996.0,2025-12-11 02:22:23.600000+00:00,41.185018,142.567074,43.72,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06529476182876906,0.04999999999999716,0.0
J2025121202041771,2025-12-11 17:04:17.710000+00:00,41.225,143.09733333333332,23.3,4.0,D,4.1,V,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 17:04:18+00:00,10126.0,2025-12-11 17:04:17.720000+00:00,41.225317,143.097477,23.25,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03724033551265711,0.05000000000000071,0.01
J2025121203110558,2025-12-11 18:11:05.580000+00:00,41.247166666666665,142.819,28.6,4.5,D,4.4,V,E OFF AOMORI PREF,39,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 18:11:06+00:00,10137.0,2025-12-11 18:11:05.600000+00:00,41.248303,142.81901,28.57,4.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12635726747212433,0.030000000000001137,0.02
J2025121206395215,2025-12-11 21:39:52.150000+00:00,40.987,143.163,20.99,3.8,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 21:39:52+00:00,10158.0,2025-12-11 21:39:52.160000+00:00,40.986369,143.162126,20.77,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10151252067704558,0.21999999999999886,0.01
J2025121207091989,2025-12-11 22:09:19.890000+00:00,40.999833333333335,143.16733333333335,15.66,5.0,D,5.1,W,E OFF AOMORI PREF,28,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 22:09:20+00:00,10164.0,2025-12-11 22:09:19.880000+00:00,41.001294,143.167415,16.05,5.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.16256325106437622,0.39000000000000057,0.01
J2025121208542149,2025-12-11 23:54:21.490000+00:00,40.933,143.03866666666667,19.97,3.8,V,,,E OFF AOMORI PREF,18,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-11 23:54:21+00:00,10183.0,2025-12-11 23:54:21.480000+00:00,40.93315,143.038151,19.91,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.046418720052240896,0.05999999999999872,0.01
J2025121211441342,2025-12-12 02:44:13.420000+00:00,40.9,142.965,16.61,6.9,D,6.8,W,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:44:13+00:00,10206.0,2025-12-12 02:44:13.420000+00:00,40.899943,142.964372,16.47,6.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05316076740964822,0.14000000000000057,0.0
J2025121211464936,2025-12-12 02:46:49.360000+00:00,40.895833333333336,142.95766666666665,21.98,4.3,V,,,E OFF AOMORI PREF,16,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:46:49+00:00,10207.0,2025-12-12 02:46:49.340000+00:00,40.894967,142.957894,21.89,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09820868723319995,0.08999999999999986,0.02
J2025121211470534,2025-12-12 02:47:05.340000+00:00,40.95183333333333,143.011,19.75,4.4,V,,,E OFF AOMORI PREF,22,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:47:05+00:00,10208.0,2025-12-12 02:47:05.340000+00:00,40.95188,143.010352,19.71,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.054666619864902975,0.03999999999999915,0.0
J2025121211473436,2025-12-12 02:47:34.360000+00:00,40.9725,142.953,20.2,4.3,V,,,E OFF AOMORI PREF,20,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:47:34+00:00,10209.0,2025-12-12 02:47:34.370000+00:00,40.971663,142.952897,20.3,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09347101769207138,0.10000000000000142,0.01
J2025121211475673,2025-12-12 02:47:56.730000+00:00,40.8925,142.9675,15.91,4.3,V,,,E OFF AOMORI PREF,19,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:47:57+00:00,10210.0,2025-12-12 02:47:56.720000+00:00,40.891341,142.968441,16.15,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.15121253678839547,0.23999999999999844,0.01
J2025121211485618,2025-12-12 02:48:56.180000+00:00,40.98366666666666,142.99883333333332,18.31,4.1,V,,,E OFF AOMORI PREF,29,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:48:56+00:00,10211.0,2025-12-12 02:48:56.200000+00:00,40.984493,143.000439,18.25,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1631205131904622,0.05999999999999872,0.02
J2025121211493371,2025-12-12 02:49:33.710000+00:00,40.907,143.03083333333333,13.69,3.7,V,,,E OFF AOMORI PREF,16,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:49:34+00:00,10212.0,2025-12-12 02:49:33.710000+00:00,40.90638,143.031657,13.79,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09769451256755948,0.09999999999999964,0.0
J2025121211505272,2025-12-12 02:50:52.720000+00:00,40.88433333333333,143.0295,13.91,3.6,V,,,E OFF AOMORI PREF,23,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:50:53+00:00,10214.0,2025-12-12 02:50:52.740000+00:00,40.8837,143.028825,13.25,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09044065607321215,0.6600000000000001,0.02
J2025121211510829,2025-12-12 02:51:08.290000+00:00,40.91933333333333,143.05833333333334,11.96,3.8,V,,,E OFF AOMORI PREF,20,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:51:08+00:00,10215.0,2025-12-12 02:51:08.280000+00:00,40.918404,143.058691,12.17,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10761833117732571,0.20999999999999908,0.01
J2025121211524296,2025-12-12 02:52:42.960000+00:00,40.91566666666667,143.054,16.81,3.6,V,,,E OFF AOMORI PREF,28,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:52:43+00:00,10217.0,2025-12-12 02:52:42.950000+00:00,40.914502,143.054248,16.87,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.13117092647040765,0.060000000000002274,0.01
J2025121211590303,2025-12-12 02:59:03.030000+00:00,40.9295,143.013,20.19,3.7,V,,,E OFF AOMORI PREF,11,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 02:59:03+00:00,10226.0,2025-12-12 02:59:03.030000+00:00,40.929712,143.012305,19.98,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06296580140174596,0.21000000000000085,0.0
J2025121212001708,2025-12-12 03:00:17.080000+00:00,40.9565,143.07966666666667,18.06,3.5,V,,,E OFF AOMORI PREF,18,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:00:17+00:00,10228.0,2025-12-12 03:00:17.080000+00:00,40.956323,143.077409,17.76,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1906071968728088,0.29999999999999716,0.0
J2025121212063434,2025-12-12 03:06:34.340000+00:00,40.92633333333333,142.99433333333334,17.27,4.4,V,,,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:06:34+00:00,10237.0,2025-12-12 03:06:34.340000+00:00,40.925842,142.994694,17.28,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06247400226808413,0.010000000000001563,0.0
J2025121212120318,2025-12-12 03:12:03.180000+00:00,40.828833333333336,143.0195,11.66,3.5,V,,,E OFF AOMORI PREF,30,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:12:03+00:00,10244.0,2025-12-12 03:12:03.180000+00:00,40.828805,143.019564,12.05,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.0062387365354005814,0.39000000000000057,0.0
J2025121212140993,2025-12-12 03:14:09.930000+00:00,40.904833333333336,143.01,13.62,3.6,V,,,E OFF AOMORI PREF,28,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:14:10+00:00,10245.0,2025-12-12 03:14:09.930000+00:00,40.905204,143.008675,13.47,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.11873699844583778,0.14999999999999858,0.0
J2025121212145056,2025-12-12 03:14:50.560000+00:00,40.9125,143.02783333333332,15.34,4.0,V,,,E OFF AOMORI PREF,26,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:14:51+00:00,10246.0,2025-12-12 03:14:50.550000+00:00,40.913749,143.026286,15.47,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.19024806453479653,0.13000000000000078,0.01
J2025121212213907,2025-12-12 03:21:39.070000+00:00,40.98983333333334,143.0025,16.94,5.7,D,5.5,W,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:21:39+00:00,10257.0,2025-12-12 03:21:39.060000+00:00,40.989026,143.002165,17.02,5.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09407179275006289,0.0799999999999983,0.01
J2025121212234171,2025-12-12 03:23:41.710000+00:00,40.80083333333333,143.02233333333334,11.0,4.0,v,,,E OFF AOMORI PREF,7,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:23:42+00:00,10258.0,2025-12-12 03:23:41.710000+00:00,40.799662,143.019059,9.19,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.30483845870304066,1.8100000000000005,0.0
J2025121212261145,2025-12-12 03:26:11.450000+00:00,40.99183333333333,142.99866666666668,17.85,4.4,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:26:11+00:00,10259.0,2025-12-12 03:26:11.450000+00:00,40.992061,142.998991,17.84,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03717350726306361,0.010000000000001563,0.0
J2025121212340775,2025-12-12 03:34:07.750000+00:00,40.914,142.9845,16.02,3.6,V,,,E OFF AOMORI PREF,31,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:34:08+00:00,10266.0,2025-12-12 03:34:07.740000+00:00,40.913668,142.98418,16.17,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.045671497774306666,0.15000000000000213,0.01
J2025121212345429,2025-12-12 03:34:54.290000+00:00,40.964666666666666,143.08733333333333,16.15,3.7,V,,,E OFF AOMORI PREF,20,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:34:54+00:00,10267.0,2025-12-12 03:34:54.300000+00:00,40.96495,143.087142,16.0,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.035364832745281946,0.14999999999999858,0.01
J2025121212391990,2025-12-12 03:39:19.900000+00:00,40.96783333333333,142.96766666666667,18.24,3.5,V,,,E OFF AOMORI PREF,19,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:39:20+00:00,10271.0,2025-12-12 03:39:19.890000+00:00,40.96897,142.967627,18.23,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12643543724231965,0.00999999999999801,0.01
J2025121212542367,2025-12-12 03:54:23.670000+00:00,40.937666666666665,142.99533333333332,17.63,3.5,V,,,E OFF AOMORI PREF,31,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 03:54:24+00:00,10283.0,2025-12-12 03:54:23.680000+00:00,40.938338,142.995329,17.71,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07464974818497917,0.08000000000000185,0.01
J2025121213582278,2025-12-12 04:58:22.780000+00:00,40.970666666666666,142.95966666666666,19.27,4.4,D,4.4,V,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 04:58:23+00:00,10343.0,2025-12-12 04:58:22.770000+00:00,40.970935,142.959456,19.35,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.034685631029624894,0.08000000000000185,0.01
J2025121214220005,2025-12-12 05:22:00.050000+00:00,41.16133333333333,142.58783333333332,41.23,3.6,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 05:22:00+00:00,10363.0,2025-12-12 05:22:00.050000+00:00,41.1618,142.588965,41.12,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10801671681342837,0.10999999999999943,0.0
J2025121214253919,2025-12-12 05:25:39.190000+00:00,40.86866666666667,142.93166666666667,16.02,3.8,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 05:25:39+00:00,10367.0,2025-12-12 05:25:39.190000+00:00,40.8684,142.932487,15.84,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07508260816548225,0.17999999999999972,0.0
