event_code,origin_time,lat_deg,lon_deg,depth_km_mecha,mag_1,mag_1_type,mag_2,mag_2_type,region_name,n_hypo_stations,m_method,m_source,P_axis_azimuth,P_axis_dip,T_axis_azimuth,T_axis_dip,N_axis_azimuth,N_axis_dip,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,focal_mech_score,n_mech_stations,focal_mech_projection,source_file,time_round_s,event_id,time,lat,lon,depth_km_cat,mag,phase_primary,within_60km_either_m1_m3,within_60km_m1,within_60km_m3,along_axis_30km,dist_match_km,depth_abs_diff_km,time_abs_s
J2025121214550202,2025-12-12 05:55:02.020000+00:00,40.936,142.93383333333333,20.17,3.7,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 05:55:02+00:00,10387.0,2025-12-12 05:55:02.020000+00:00,40.935942,142.933773,20.0,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.008202377250639496,0.1700000000000017,0.0
J2025121216050894,2025-12-12 07:05:08.940000+00:00,40.99516666666667,143.05516666666668,17.31,4.2,V,4.1,d,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 07:05:09+00:00,10433.0,2025-12-12 07:05:08.940000+00:00,40.995052,143.055859,17.22,4.2,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.059487341017241055,0.08999999999999986,0.0
J2025121216090029,2025-12-12 07:09:00.290000+00:00,40.89483333333333,142.953,15.93,3.5,V,,,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 07:09:00+00:00,10436.0,2025-12-12 07:09:00.290000+00:00,40.89484,142.952767,15.88,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.019598520731935264,0.049999999999998934,0.0
J2025121216554150,2025-12-12 07:55:41.500000+00:00,41.17816666666667,142.53766666666667,44.73,4.1,D,4.3,V,E OFF AOMORI PREF,40,I,JMAM,109.0,25.0,282.0,65.0,18.0,3.0,205.0,20.0,98.0,17.0,70.0,87.0,92.0,118.0,LOW,mecha_20251210_7.txt,2025-12-12 07:55:42+00:00,10466.0,2025-12-12 07:55:41.500000+00:00,41.178528,142.540088,44.69,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.20659183748677432,0.03999999999999915,0.0
J2025121217373499,2025-12-12 08:37:34.990000+00:00,40.94283333333333,143.038,17.47,3.5,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 08:37:35+00:00,10494.0,2025-12-12 08:37:34.980000+00:00,40.943433,143.038493,17.43,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07849104878423832,0.03999999999999915,0.01
J2025121218424938,2025-12-12 09:42:49.380000+00:00,40.839333333333336,143.01566666666668,18.28,3.6,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 09:42:49+00:00,10555.0,2025-12-12 09:42:49.390000+00:00,40.838851,143.016325,18.06,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07709511346918785,0.22000000000000242,0.01
J2025121219143313,2025-12-12 10:14:33.130000+00:00,40.972,143.0035,18.89,4.1,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 10:14:33+00:00,10585.0,2025-12-12 10:14:33.110000+00:00,40.971981,143.003337,18.97,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.013846874439295163,0.0799999999999983,0.02
J2025121219235649,2025-12-12 10:23:56.490000+00:00,40.90466666666666,142.96416666666667,17.7,3.8,V,,,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 10:23:56+00:00,10590.0,2025-12-12 10:23:56.470000+00:00,40.904403,142.964307,17.43,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03160161341893504,0.2699999999999996,0.02
J2025121220455032,2025-12-12 11:45:50.320000+00:00,40.9675,142.95633333333333,19.99,3.5,V,,,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 11:45:50+00:00,10648.0,2025-12-12 11:45:50.320000+00:00,40.967265,142.955892,19.95,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.045341915012118726,0.03999999999999915,0.0
J2025121221242487,2025-12-12 12:24:24.870000+00:00,40.97516666666667,143.129,21.43,3.8,V,,,E OFF AOMORI PREF,30,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 12:24:25+00:00,10680.0,2025-12-12 12:24:24.880000+00:00,40.976949,143.127327,21.38,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.2429069031374632,0.05000000000000071,0.01
J2025121222201040,2025-12-12 13:20:10.400000+00:00,40.894666666666666,142.995,15.25,3.5,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 13:20:10+00:00,10706.0,2025-12-12 13:20:10.410000+00:00,40.894336,142.995133,15.14,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.038430373656358166,0.10999999999999943,0.01
J2025121223092571,2025-12-12 14:09:25.710000+00:00,40.9925,142.96816666666666,18.51,4.5,v,,,E OFF AOMORI PREF,25,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 14:09:26+00:00,10734.0,2025-12-12 14:09:25.710000+00:00,40.993245,142.967887,18.6,4.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08610135299960185,0.08999999999999986,0.0
J2025121223093913,2025-12-12 14:09:39.130000+00:00,40.92533333333333,142.91233333333332,19.6,4.0,V,,,E OFF AOMORI PREF,18,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 14:09:39+00:00,10735.0,2025-12-12 14:09:39.130000+00:00,40.926115,142.912581,19.68,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08937328107828178,0.0799999999999983,0.0
J2025121301185400,2025-12-12 16:18:54+00:00,40.909666666666666,142.11816666666667,54.67,3.5,V,,,E OFF AOMORI PREF,34,I,JMAM,112.0,25.0,299.0,65.0,203.0,3.0,196.0,20.0,82.0,24.0,70.0,93.0,98.0,81.0,LOW,mecha_20251210_7.txt,2025-12-12 16:18:54+00:00,10804.0,2025-12-12 16:18:53.980000+00:00,40.910502,142.118115,54.91,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09298624829945426,0.23999999999999488,0.02
J2025121302035358,2025-12-12 17:03:53.580000+00:00,40.927,142.9405,19.83,3.5,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 17:03:54+00:00,10827.0,2025-12-12 17:03:53.600000+00:00,40.927478,142.940804,19.7,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.058968873168137724,0.129999999999999,0.02
J2025121306163732,2025-12-12 21:16:37.320000+00:00,40.915,143.00883333333334,15.54,3.5,V,,,E OFF AOMORI PREF,33,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 21:16:37+00:00,10940.0,2025-12-12 21:16:37.320000+00:00,40.914974,143.009961,15.73,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09479969663787903,0.19000000000000128,0.0
J2025121307363627,2025-12-12 22:36:36.270000+00:00,40.92233333333333,143.04616666666666,17.37,3.5,V,,,E OFF AOMORI PREF,29,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 22:36:36+00:00,10976.0,2025-12-12 22:36:36.280000+00:00,40.922042,143.046631,17.48,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.050709150904721806,0.10999999999999943,0.01
J2025121308414069,2025-12-12 23:41:40.690000+00:00,41.2065,142.62683333333334,41.28,3.8,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-12 23:41:41+00:00,10998.0,2025-12-12 23:41:40.700000+00:00,41.206051,142.627132,41.17,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05582948300246066,0.10999999999999943,0.01
J2025121314080116,2025-12-13 05:08:01.160000+00:00,41.19533333333333,143.20616666666666,20.67,3.5,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-13 05:08:01+00:00,11162.0,2025-12-13 05:08:01.170000+00:00,41.194751,143.204801,20.63,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.13133843191436229,0.0400000000000027,0.01
J2025121314594183,2025-12-13 05:59:41.830000+00:00,40.98333333333333,142.3225,48.97,4.0,D,4.3,V,E OFF AOMORI PREF,33,I,JMAM,112.0,27.0,284.0,63.0,20.0,3.0,210.0,18.0,100.0,19.0,72.0,87.0,99.0,126.0,LOW,mecha_20251210_7.txt,2025-12-13 05:59:42+00:00,11182.0,2025-12-13 05:59:41.830000+00:00,40.982711,142.322054,49.07,4.0,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07867832921262419,0.10000000000000142,0.0
J2025121317450205,2025-12-13 08:45:02.050000+00:00,40.8925,142.94083333333333,16.71,3.6,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-13 08:45:02+00:00,11248.0,2025-12-13 08:45:02.050000+00:00,40.892204,142.94126,16.64,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04867807008620731,0.07000000000000028,0.0
J2025121320151480,2025-12-13 11:15:14.800000+00:00,40.97666666666667,142.97833333333332,19.78,3.6,V,,,E OFF AOMORI PREF,34,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-13 11:15:15+00:00,11323.0,2025-12-13 11:15:14.790000+00:00,40.97618,142.978955,19.78,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07518041151222332,0.0,0.01
J2025121417511988,2025-12-14 08:51:19.880000+00:00,40.73633333333333,142.15683333333334,55.11,3.7,V,,,E OFF AOMORI PREF,38,I,JMAM,103.0,30.0,316.0,55.0,202.0,16.0,154.0,21.0,40.0,26.0,77.0,106.0,98.0,91.0,LOW,mecha_20251210_7.txt,2025-12-14 08:51:20+00:00,11813.0,2025-12-14 08:51:19.890000+00:00,40.736361,142.157585,54.98,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06340610713915948,0.13000000000000256,0.01
J2025121422494284,2025-12-14 13:49:42.840000+00:00,41.56333333333333,142.10716666666667,53.2,4.2,D,4.0,V,E OFF AOMORI PREF,39,I,JMAM,107.0,30.0,295.0,60.0,199.0,3.0,186.0,15.0,77.0,20.0,75.0,94.0,97.0,113.0,LOW,mecha_20251210_7.txt,2025-12-14 13:49:43+00:00,11879.0,2025-12-14 13:49:42.830000+00:00,41.563892,142.106917,53.2,4.2,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06550171535507159,0.0,0.01
J2025121423535605,2025-12-14 14:53:56.050000+00:00,40.90983333333333,142.10516666666666,55.14,3.7,V,,,E OFF AOMORI PREF,38,I,JMAM,113.0,25.0,309.0,64.0,206.0,6.0,189.0,21.0,72.0,28.0,70.0,97.0,97.0,78.0,LOW,mecha_20251210_7.txt,2025-12-14 14:53:56+00:00,11893.0,2025-12-14 14:53:56.050000+00:00,40.91016,142.106234,55.11,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09676872707533041,0.030000000000001137,0.0
J2025121501482786,2025-12-14 16:48:27.860000+00:00,40.88816666666666,143.0345,16.01,3.8,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-14 16:48:28+00:00,11917.0,2025-12-14 16:48:27.850000+00:00,40.888611,143.035303,16.07,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08365156374216404,0.05999999999999872,0.01
J2025121503092748,2025-12-14 18:09:27.480000+00:00,41.179,142.71066666666667,37.69,4.4,D,4.3,V,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-14 18:09:27+00:00,11933.0,2025-12-14 18:09:27.480000+00:00,41.179785,142.711361,37.59,4.4,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10486138941828371,0.09999999999999432,0.0
J2025121503105037,2025-12-14 18:10:50.370000+00:00,41.18516666666667,142.70733333333334,36.41,3.6,V,,,E OFF AOMORI PREF,28,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-14 18:10:50+00:00,11934.0,2025-12-14 18:10:50.360000+00:00,41.185579,142.708561,36.33,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1125020683518685,0.0799999999999983,0.01
J2025121518193468,2025-12-15 09:19:34.680000+00:00,41.27933333333333,142.6275,39.93,3.5,V,,,E OFF AOMORI PREF,37,I,JMAM,116.0,27.0,294.0,63.0,26.0,1.0,208.0,18.0,93.0,25.0,72.0,89.0,93.0,45.0,LOW,mecha_20251210_7.txt,2025-12-15 09:19:35+00:00,12108.0,2025-12-15 09:19:34.670000+00:00,41.278882,142.627799,39.97,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05606163606960861,0.03999999999999915,0.01
J2025121601145906,2025-12-15 16:14:59.060000+00:00,40.92933333333333,142.94266666666667,18.27,3.5,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-15 16:14:59+00:00,12185.0,2025-12-15 16:14:59.060000+00:00,40.930098,142.942643,18.33,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08505029638711792,0.05999999999999872,0.0
J2025121606444668,2025-12-15 21:44:46.680000+00:00,40.9365,143.0685,16.21,4.1,D,4.1,V,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251210_7.txt,2025-12-15 21:44:47+00:00,12257.0,2025-12-15 21:44:46.680000+00:00,40.936279,143.069271,15.99,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.06927006895296271,0.22000000000000064,0.0
J2025121610263152,2025-12-16 01:26:31.520000+00:00,40.909,142.105,55.27,3.8,V,,,E OFF AOMORI PREF,36,I,JMAM,113.0,21.0,301.0,69.0,204.0,3.0,198.0,24.0,83.0,25.0,66.0,93.0,94.0,88.0,LOW,mecha_20251210_7.txt,2025-12-16 01:26:32+00:00,12313.0,2025-12-16 01:26:31.540000+00:00,40.909965,142.105192,55.15,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10850937974142641,0.12000000000000455,0.02
J2025121614385053,2025-12-16 05:38:50.530000+00:00,40.89333333333333,143.05983333333333,15.34,5.3,D,5.1,W,E OFF AOMORI PREF,32,I,JMAM,60.0,61.0,265.0,27.0,170.0,11.0,19.0,20.0,-59.0,166.0,73.0,-101.0,97.0,151.0,LOW,mecha_20251210_7.txt,2025-12-16 05:38:51+00:00,12364.0,2025-12-16 05:38:50.530000+00:00,40.892765,143.058512,15.39,5.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12778628103595216,0.05000000000000071,0.0
J2025121707283740,2025-12-16 22:28:37.400000+00:00,40.74283333333333,142.14166666666668,54.55,3.8,V,,,E OFF AOMORI PREF,39,I,JMAM,110.0,25.0,299.0,65.0,202.0,3.0,192.0,20.0,80.0,23.0,70.0,94.0,97.0,118.0,LOW,mecha_20251217_7.txt,2025-12-16 22:28:37+00:00,12585.0,2025-12-16 22:28:37.400000+00:00,40.743209,142.14209,54.65,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.05492591926054714,0.10000000000000142,0.0
J2025121718501744,2025-12-17 09:50:17.440000+00:00,41.253,142.48166666666663,44.98,4.8,D,4.9,W,E OFF AOMORI PREF,36,I,JMAM,107.0,16.0,284.0,74.0,17.0,1.0,198.0,29.0,92.0,16.0,61.0,89.0,95.0,191.0,LOW,mecha_20251217_7.txt,2025-12-17 09:50:17+00:00,12702.0,2025-12-17 09:50:17.460000+00:00,41.252051,142.481641,44.9,4.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.10554579760602152,0.0799999999999983,0.02
J2025121810201459,2025-12-18 01:20:14.590000+00:00,40.97766666666666,143.04033333333334,17.85,3.7,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-18 01:20:15+00:00,12859.0,2025-12-18 01:20:14.590000+00:00,40.977913,143.041146,17.79,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07351523843460538,0.060000000000002274,0.0
J2025121811404196,2025-12-18 02:40:41.960000+00:00,40.89833333333333,143.22783333333334,20.58,3.9,V,,,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-18 02:40:42+00:00,12874.0,2025-12-18 02:40:41.960000+00:00,40.897636,143.227409,20.31,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.0853489138856289,0.2699999999999996,0.0
J2025121913583017,2025-12-19 04:58:30.170000+00:00,40.89566666666666,143.222,20.58,3.7,V,,,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-19 04:58:30+00:00,13130.0,2025-12-19 04:58:30.180000+00:00,40.895996,143.222119,20.41,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03796160407335369,0.16999999999999815,0.01
J2025121917355737,2025-12-19 08:35:57.370000+00:00,40.86516666666667,143.04283333333333,13.49,3.8,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-19 08:35:57+00:00,13164.0,2025-12-19 08:35:57.370000+00:00,40.864254,143.043685,12.81,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.1242101384345034,0.6799999999999997,0.0
J2025121921375093,2025-12-19 12:37:50.930000+00:00,40.84483333333333,142.917,15.43,3.9,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-19 12:37:51+00:00,13200.0,2025-12-19 12:37:50.940000+00:00,40.84519,142.916699,15.13,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04705251449657814,0.29999999999999893,0.01
J2025122003472322,2025-12-19 18:47:23.220000+00:00,40.894666666666666,142.91116666666667,18.0,3.9,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-19 18:47:23+00:00,13240.0,2025-12-19 18:47:23.220000+00:00,40.895345,142.911572,18.02,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.08276477187970015,0.019999999999999574,0.0
J2025122020250701,2025-12-20 11:25:07.010000+00:00,40.845,142.9145,12.01,3.6,v,,,E OFF AOMORI PREF,26,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-20 11:25:07+00:00,13371.0,2025-12-20 11:25:07+00:00,40.843941,142.914453,12.22,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.11782177657963688,0.21000000000000085,0.01
J2025122020251175,2025-12-20 11:25:11.750000+00:00,40.89333333333333,142.98266666666666,14.43,3.8,V,,,E OFF AOMORI PREF,22,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-20 11:25:12+00:00,13372.0,2025-12-20 11:25:11.730000+00:00,40.89259,142.982096,14.67,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09556546150033257,0.2400000000000002,0.02
J2025122110290170,2025-12-21 01:29:01.700000+00:00,40.72433333333333,142.25366666666667,51.4,5.6,D,5.4,W,E OFF AOMORI PREF,40,I,JMAM,104.0,22.0,292.0,68.0,195.0,3.0,189.0,23.0,83.0,16.0,67.0,93.0,93.0,235.0,LOW,mecha_20251217_7.txt,2025-12-21 01:29:02+00:00,13466.0,2025-12-21 01:29:01.700000+00:00,40.724548,142.255469,51.31,5.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.15374644018340183,0.0899999999999963,0.0
J2025122204323590,2025-12-21 19:32:35.900000+00:00,41.165333333333336,143.256,17.25,3.8,V,,,E OFF AOMORI PREF,30,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-21 19:32:36+00:00,13586.0,2025-12-21 19:32:35.900000+00:00,41.164958,143.256999,17.14,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09346152470618926,0.10999999999999943,0.0
J2025122208330138,2025-12-21 23:33:01.380000+00:00,39.6335,142.1055,48.63,4.2,D,4.2,V,E OFF IWATE PREF,40,I,JMAM,112.0,29.0,302.0,61.0,204.0,4.0,190.0,17.0,75.0,26.0,74.0,94.0,98.0,138.0,LOW,mecha_20251217_7.txt,2025-12-21 23:33:01+00:00,13611.0,2025-12-21 23:33:01.380000+00:00,39.634074,142.107406,48.58,4.2,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.17525647667821354,0.05000000000000426,0.0
J2025122212220181,2025-12-22 03:22:01.810000+00:00,40.829,142.97483333333332,10.38,3.7,V,,,E OFF AOMORI PREF,32,,,,,,,,,,,,,,,,,,mecha_20251217_7.txt,2025-12-22 03:22:02+00:00,13632.0,2025-12-22 03:22:01.810000+00:00,40.829321,142.974577,11.4,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.04170337912953626,1.0199999999999996,0.0
J2025122305034928,2025-12-22 20:03:49.280000+00:00,42.325833333333335,143.016,52.27,3.9,V,,,HIDAKA MOUNTAINS REGION,31,I,JMAM,130.0,14.0,262.0,70.0,36.0,14.0,239.0,34.0,116.0,28.0,60.0,74.0,98.0,106.0,LOW,mecha_20251217_7.txt,2025-12-22 20:03:49+00:00,13719.0,2025-12-22 20:03:49.280000+00:00,42.325041,143.013818,52.25,3.9,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.19985042600879943,0.020000000000003126,0.0
J2025122409181845,2025-12-24 00:18:18.450000+00:00,41.17966666666667,142.6355,40.12,3.6,V,,,E OFF AOMORI PREF,38,,,,,,,,,,,,,,,,,,mecha_20251224_7.txt,2025-12-24 00:18:18+00:00,13854.0,2025-12-24 00:18:18.450000+00:00,41.17926,142.63374,40.2,3.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.15408090240036626,0.0800000000000054,0.0
J2025122413043054,2025-12-24 04:04:30.540000+00:00,41.1635,142.78533333333334,31.29,3.7,V,,,E OFF AOMORI PREF,37,,,,,,,,,,,,,,,,,,mecha_20251224_7.txt,2025-12-24 04:04:31+00:00,13877.0,2025-12-24 04:04:30.540000+00:00,41.163338,142.785026,31.21,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03140675394068923,0.0799999999999983,0.0
J2025122601174030,2025-12-25 16:17:40.300000+00:00,41.1675,142.58283333333333,42.41,5.8,D,5.7,W,E OFF AOMORI PREF,40,I,JMAM,102.0,15.0,293.0,75.0,193.0,3.0,188.0,30.0,85.0,14.0,60.0,93.0,93.0,191.0,LOW,mecha_20251224_7.txt,2025-12-25 16:17:40+00:00,14068.0,2025-12-25 16:17:40.300000+00:00,41.16674,142.584131,42.45,5.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.13762513960320588,0.04000000000000625,0.0
J2025122601194948,2025-12-25 16:19:49.480000+00:00,41.1875,142.56933333333333,41.32,4.3,V,,,E OFF AOMORI PREF,29,,,,,,,,,,,,,,,,,,mecha_20251224_7.txt,2025-12-25 16:19:49+00:00,14069.0,2025-12-25 16:19:49.470000+00:00,41.188826,142.57041,41.41,4.3,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.17279188820623637,0.0899999999999963,0.01
J2025122601254913,2025-12-25 16:25:49.130000+00:00,41.18516666666667,142.59683333333334,42.58,4.5,D,4.4,V,E OFF AOMORI PREF,40,I,JMAM,123.0,25.0,322.0,64.0,216.0,7.0,197.0,21.0,69.0,39.0,70.0,98.0,95.0,74.0,LOW,mecha_20251224_7.txt,2025-12-25 16:25:49+00:00,14072.0,2025-12-25 16:25:49.130000+00:00,41.18575,142.598128,42.39,4.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.12627464865363044,0.18999999999999773,0.0
J2025123007525581,2025-12-29 22:52:55.810000+00:00,40.88133333333333,142.51933333333332,39.54,3.5,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251224_7.txt,2025-12-29 22:52:56+00:00,14556.0,2025-12-29 22:52:55.800000+00:00,40.881266,142.520443,39.55,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.09359055691711055,0.00999999999999801,0.01
J2025123108513581,2025-12-30 23:51:35.810000+00:00,39.45466666666667,142.58783333333332,30.55,4.6,D,4.6,W,E OFF IWATE PREF,40,,,,,,,,,,,,,,,,,,mecha_20251231_7.txt,2025-12-30 23:51:36+00:00,14656.0,2025-12-30 23:51:35.820000+00:00,39.453748,142.585514,30.53,4.6,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.2238039755516844,0.019999999999999574,0.01
J2025123123500184,2025-12-31 14:50:01.840000+00:00,39.63883333333333,142.10583333333332,48.37,3.8,D,3.8,V,E OFF IWATE PREF,40,I,JMAM,111.0,30.0,305.0,59.0,205.0,6.0,182.0,16.0,67.0,26.0,75.0,96.0,98.0,120.0,LOW,mecha_20251231_7.txt,2025-12-31 14:50:02+00:00,14753.0,2025-12-31 14:50:01.830000+00:00,39.63903,142.105664,48.47,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.026238702196024224,0.10000000000000142,0.01
J2026010101302196,2025-12-31 16:30:21.960000+00:00,40.9095,143.05566666666667,22.8,4.8,D,4.8,W,E OFF AOMORI PREF,35,I,JMAM,92.0,9.0,296.0,80.0,183.0,4.0,177.0,36.0,83.0,6.0,54.0,95.0,92.0,153.0,LOW,mecha_20251231_7.txt,2025-12-31 16:30:22+00:00,14777.0,2025-12-31 16:30:21.940000+00:00,40.910063,143.056104,23.1,4.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.07259304728488573,0.3000000000000007,0.02
J2026010111224699,2026-01-01 02:22:46.990000+00:00,41.04216666666667,142.4755,43.71,3.8,V,,,E OFF AOMORI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251231_7.txt,2026-01-01 02:22:47+00:00,14852.0,2026-01-01 02:22:46.990000+00:00,41.042053,142.475195,43.81,3.8,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.02853145445179709,0.10000000000000142,0.0
J2026010202522860,2026-01-01 17:52:28.600000+00:00,38.70966666666666,142.26516666666666,40.87,3.5,V,3.7,d,E OFF MIYAGI PREF,40,,,,,,,,,,,,,,,,,,mecha_20251231_7.txt,2026-01-01 17:52:29+00:00,14935.0,2026-01-01 17:52:28.600000+00:00,38.711007,142.26556,41.08,3.5,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.15289590915468967,0.21000000000000085,0.0
J2026010214105108,2026-01-02 05:10:51.080000+00:00,40.87166666666667,142.89816666666667,21.26,3.7,V,,,E OFF AOMORI PREF,35,,,,,,,,,,,,,,,,,,mecha_20251231_7.txt,2026-01-02 05:10:51+00:00,14991.0,2026-01-02 05:10:51.100000+00:00,40.872384,142.899512,20.7,3.7,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.13841317416580498,0.5600000000000023,0.02
J2026010421430477,2026-01-04 12:43:04.770000+00:00,40.99666666666667,142.79433333333333,30.86,4.1,V,4.0,d,E OFF AOMORI PREF,38,I,JMAM,92.0,22.0,304.0,65.0,187.0,12.0,161.0,26.0,61.0,12.0,68.0,103.0,94.0,101.0,LOW,mecha_20251231_7.txt,2026-01-04 12:43:05+00:00,15229.0,2026-01-04 12:43:04.770000+00:00,40.996932,142.794596,30.84,4.1,middle_M1plus21d_to_M3minus35d,False,False,False,False,0.03682945214361828,0.019999999999999574,0.0
