pair_name,pair_sep_km,pair_depth_diff_km,pair_time_sep_days,distance_link_score,depth_penalty,time_penalty
M1_M2,202.5897967686855,37.6,29.25799699074074,0.0,0.9400000000000001,0.16254442772633745
M1_M3,57.37913731731847,3.4999999999999982,161.99257893518518,0.6812270149037862,0.08749999999999995,0.8999587718621399
M2_M3,145.22377590544454,-34.1,132.73458194444444,0.19320124496975255,0.8525,0.7374143441358024
