event_time,latitude,longitude,depth_km,magnitude,x_km_local,y_km_local,elapsed_hours_since_mainshock64,elapsed_hours_since_mainshock71,sequence_segment_label
2019-07-04T17:27:34.680000Z,35.70680579518505,-117.49016900705942,10.15163816,0.83,3.539551052225027,-9.391579101862627,-0.1039888888888889,-33.871766666666666,pre_mainshock64
2019-07-04T17:30:34.660000Z,35.72290679518505,-117.45368716974096,6.704007410000001,0.62,6.830070340098006,-7.601229587958428,-0.05399444444444444,-33.82177222222222,pre_mainshock64
2019-07-04T17:31:37.560000Z,35.70711079518505,-117.48642502907542,9.77421332,0.56,3.877243248542736,-9.357664649235621,-0.03652222222222222,-33.8043,pre_mainshock64
2019-07-04T17:31:51.880000Z,35.71631079518505,-117.47542369332042,8.46774272,0.73,4.869520780459239,-8.334671324105944,-0.032544444444444445,-33.80032222222222,pre_mainshock64
2019-07-04T17:32:52.240000Z,35.70786379518505,-117.4914870834311,9.95566757,1.12,3.420665709747625,-9.273934869472935,-0.015777777777777776,-33.78355555555556,pre_mainshock64
2019-07-04T17:33:49.040000Z,35.705333,-117.503833,10.5,6.4,2.307112238142632,-9.555346454425912,0.0,-33.76777777777778,between_mainshock64_mainshock71
2019-07-04T17:35:01.280000Z,35.64102579518505,-117.55307126655964,8.56209893,4.49,-2.1339871615807255,-16.705981376541136,0.020066666666666667,-33.74771111111111,between_mainshock64_mainshock71
2019-07-04T17:35:51.840000Z,35.69039979518505,-117.50252882330362,2.72653025,4.68,2.4247438841809945,-11.215843068393122,0.03411111111111111,-33.733666666666664,between_mainshock64_mainshock71
2019-07-04T17:36:39.000000Z,35.78830379518505,-117.51195990168593,0.97005311,3.5,1.5740974364282962,-0.329414970184124,0.04721111111111111,-33.72056666666666,between_mainshock64_mainshock71
2019-07-04T17:36:59.360000Z,35.75315579518505,-117.58497135657537,4.381393010000001,3.92,-5.011250731540584,-4.237694251886829,0.052866666666666666,-33.71491111111111,between_mainshock64_mainshock71
2019-07-04T17:37:14.680000Z,35.66498379518505,-117.516231991334,3.85880477,4.39,1.188771629953117,-14.041973323990758,0.05712222222222222,-33.710655555555554,between_mainshock64_mainshock71
2019-07-04T17:37:25.360000Z,35.67473379518505,-117.44829669383624,10.69600091,4.23,7.316270220340086,-12.957822789206661,0.060088888888888886,-33.70768888888889,between_mainshock64_mainshock71
2019-07-04T17:37:55.240000Z,35.74354879518505,-117.54216566168876,6.776589110000001,4.05,-1.1503441816427067,-5.305943912161541,0.06838888888888889,-33.69938888888889,between_mainshock64_mainshock71
2019-07-04T17:38:21.200000Z,35.71408879518505,-117.46911653286318,3.33621653,3.63,5.438402028271718,-8.581746451110275,0.0756,-33.69217777777778,between_mainshock64_mainshock71
2019-07-04T17:38:46.400000Z,35.67151879518505,-117.54611546215324,12.55409243,3.67,-1.5066007620936357,-13.315314478368501,0.0826,-33.685177777777774,between_mainshock64_mainshock71
2019-07-04T17:39:34.940000Z,35.68612679518505,-117.48213451514764,9.78147149,4.04,4.264230853114528,-11.69097898994536,0.09608333333333333,-33.67169444444445,between_mainshock64_mainshock71
2019-07-04T17:40:01.960000Z,35.72417979518505,-117.56103626170596,6.5733603500000015,3.98,-2.852398625566191,-7.459678446339703,0.1035888888888889,-33.66418888888889,between_mainshock64_mainshock71
2019-07-04T17:40:18.000000Z,35.70671979518505,-117.4937740008517,9.63630809,4.55,3.214394687358068,-9.401141865553674,0.10804444444444444,-33.65973333333333,between_mainshock64_mainshock71
2019-07-04T17:41:21.000000Z,35.73904479518505,-117.53262733602214,4.49026556,3.46,-0.2900244475782044,-5.806765861768381,0.12554444444444443,-33.64223333333333,between_mainshock64_mainshock71
2019-07-04T17:41:43.360000Z,35.61189179518505,-117.58173917190378,6.6604583900000005,2.81,-4.7197202937784954,-19.945534369404,0.13175555555555554,-33.63602222222222,between_mainshock64_mainshock71
2019-07-04T17:42:21.480000Z,35.57485179518505,-117.63260751317428,8.816134880000002,3.21,-9.307846068021297,-24.064194452318954,0.14234444444444447,-33.62543333333333,between_mainshock64_mainshock71
2019-07-04T17:42:53.820000Z,35.72963279518505,-117.551848655711,6.950785190000001,3.36,-2.023712436548331,-6.853332511347256,0.15132777777777778,-33.61645,between_mainshock64_mainshock71
2019-07-04T17:43:29.200000Z,35.65521879518505,-117.52899928808988,9.839536850000002,3.63,0.03721131070292549,-15.127791782675459,0.16115555555555555,-33.60662222222222,between_mainshock64_mainshock71
2019-07-04T17:43:48.940000Z,35.74395579518505,-117.53507669112088,5.593507400000001,3.16,-0.5109467143187845,-5.260687577016507,0.1666388888888889,-33.60113888888889,between_mainshock64_mainshock71
2019-07-04T17:44:32.580000Z,35.68564679518505,-117.49931448053552,3.53944529,4.02,2.71466505191075,-11.744352554734299,0.1787611111111111,-33.589016666666666,between_mainshock64_mainshock71
2019-07-04T17:45:05.640000Z,35.69487979518505,-117.47712214645765,4.766076020000001,3.21,4.716326938856679,-10.717689797024986,0.18794444444444444,-33.57983333333333,between_mainshock64_mainshock71
2019-07-04T17:45:23.600000Z,35.70646379518505,-117.53111898237304,5.615281910000001,3.07,-0.15397683758709269,-9.42960776677477,0.19293333333333332,-33.574844444444444,between_mainshock64_mainshock71
2019-07-04T17:45:28.760000Z,35.71193279518505,-117.54972337718884,0.97005311,3.18,-1.8320206117025055,-8.82148271295605,0.1943666666666667,-33.57341111111111,between_mainshock64_mainshock71
2019-07-04T17:46:03.260000Z,35.637526795185046,-117.60167101483177,10.7468081,3.07,-6.517494704777741,-17.095052424871117,0.20395000000000002,-33.563827777777774,between_mainshock64_mainshock71
2019-07-04T17:46:20.160000Z,35.65781479518505,-117.52207447501245,4.99833746,2.88,0.6618024133188248,-14.839129753106434,0.20864444444444444,-33.559133333333335,between_mainshock64_mainshock71
2019-07-04T17:46:49.500000Z,35.63425079518505,-117.60230577918657,11.01536039,3.24,-6.574747971232334,-17.459327004558922,0.21679444444444446,-33.550983333333335,between_mainshock64_mainshock71
2019-07-04T17:47:17.540000Z,35.74410179518505,-117.536338701679,6.44271329,3.76,-0.624775139316841,-5.244453117726577,0.22458333333333333,-33.543194444444445,between_mainshock64_mainshock71
2019-07-04T17:47:40.720000Z,35.72343579518505,-117.55573020795666,4.5338145800000005,3.05,-2.3738132941248775,-7.542407471763583,0.2310222222222222,-33.53675555555556,between_mainshock64_mainshock71
2019-07-04T17:47:54.600000Z,35.72312679518505,-117.55507018563394,4.6426871300000006,3.77,-2.3142818575826594,-7.576766704096094,0.23487777777777777,-33.5329,between_mainshock64_mainshock71
2019-07-04T17:48:15.360000Z,35.70904779518505,-117.5001051689028,6.19593551,3.11,2.643348048313721,-9.142280076325097,0.24064444444444447,-33.52713333333333,between_mainshock64_mainshock71
2019-07-04T17:48:24.000000Z,35.64906679518505,-117.53344284521653,4.265262290000001,3.11,-0.36358019286907645,-15.811862971392802,0.24304444444444445,-33.52473333333333,between_mainshock64_mainshock71
2019-07-04T17:48:57.360000Z,35.61270979518505,-117.58391223067468,4.758817850000001,2.68,-4.915721710507584,-19.854576919409133,0.25231111111111115,-33.51546666666666,between_mainshock64_mainshock71
2019-07-04T17:49:36.000000Z,35.76567579518505,-117.5711622626578,4.649945300000001,2.62,-3.765724375859216,-2.845533770297442,0.26304444444444447,-33.504733333333334,between_mainshock64_mainshock71
2019-07-04T17:50:13.640000Z,35.68669279518505,-117.47127855596212,9.5855009,2.16,5.243395986067473,-11.62804266146396,0.2735,-33.494277777777775,between_mainshock64_mainshock71
2019-07-04T17:50:35.880000Z,35.63626479518505,-117.60647192405062,10.9645532,2.27,-6.9505179718369,-17.235380422296156,0.2796777777777778,-33.4881,between_mainshock64_mainshock71
2019-07-04T17:50:46.620000Z,35.70494979518505,-117.4997958730938,15.892850630000002,2.8,2.671245322682188,-9.597956885714694,0.28266111111111114,-33.48511666666666,between_mainshock64_mainshock71
2019-07-04T17:50:48.680000Z,35.67456279518505,-117.49508168151252,2.0297459300000003,2.85,3.09644699740953,-12.976837121663086,0.28323333333333334,-33.484544444444445,between_mainshock64_mainshock71
2019-07-04T17:51:46.280000Z,35.67513279518505,-117.509184722592,6.972559700000001,3.67,1.8244077554009825,-12.913456013475471,0.29923333333333335,-33.46854444444444,between_mainshock64_mainshock71
2019-07-04T17:52:41.420000Z,35.72128679518505,-117.51541405271608,6.508036820000001,2.97,1.2625464997596263,-7.781365369122596,0.31455000000000005,-33.45322777777778,between_mainshock64_mainshock71
2019-07-04T17:53:14.740000Z,35.70113779518505,-117.47822159798308,2.545076,2.41,4.617160703916003,-10.021831946084108,0.32380555555555557,-33.44397222222222,between_mainshock64_mainshock71
2019-07-04T17:53:25.320000Z,35.64664479518505,-117.53780467089724,10.06454012,2.15,-0.7569998391308863,-16.08117708372627,0.32674444444444445,-33.44103333333334,between_mainshock64_mainshock71
2019-07-04T17:54:03.360000Z,35.67506779518505,-117.50409071790745,12.68473949,2.29,2.2838670891145343,-12.920683683706946,0.3373111111111111,-33.43046666666667,between_mainshock64_mainshock71
2019-07-04T17:54:21.660000Z,35.72384279518505,-117.60426523735958,4.09106621,1.9,-6.751483448006161,-7.497151136619256,0.3423944444444444,-33.425383333333336,between_mainshock64_mainshock71
2019-07-04T17:54:59.120000Z,35.63749779518505,-117.54892801274562,10.14437999,2.73,-1.7602818443146384,-17.098277077743827,0.3528,-33.41497777777778,between_mainshock64_mainshock71
2019-07-04T17:55:19.840000Z,35.67056279518505,-117.506539393268,4.10558255,2.36,2.0630061321054476,-13.421616828241577,0.3585555555555555,-33.40922222222222,between_mainshock64_mainshock71
2019-07-04T17:55:30.320000Z,35.67436779518505,-117.51136566745927,2.6902394000000003,2.57,1.6276950435686792,-12.998520132358925,0.36146666666666666,-33.40631111111111,between_mainshock64_mainshock71
2019-07-04T17:55:47.520000Z,35.80333479518505,-117.6524479914484,2.26926554,2.26,-11.097379743963415,1.3419559722103251,0.36624444444444443,-33.40153333333333,between_mainshock64_mainshock71
2019-07-04T17:55:54.320000Z,35.70642279518505,-117.47086497941358,2.72653025,2.36,5.2806989759938,-9.43416675876754,0.3681333333333333,-33.39964444444445,between_mainshock64_mainshock71
2019-07-04T17:56:21.720000Z,35.60185779518505,-117.59224445118352,7.94515448,2.32,-5.6672554684105165,-21.06126426335553,0.37574444444444444,-33.39203333333334,between_mainshock64_mainshock71
2019-07-04T17:56:55.240000Z,35.69795179518505,-117.48190836809027,2.26200737,2.34,4.284628434727862,-10.376098982373238,0.3850555555555556,-33.38272222222222,between_mainshock64_mainshock71
2019-07-04T17:57:31.260000Z,35.66194479518505,-117.5116337724386,3.90961196,2.92,1.6035130212109443,-14.379894706063581,0.39506111111111114,-33.37271666666667,between_mainshock64_mainshock71
2019-07-04T17:57:42.640000Z,35.69472479518505,-117.4106021352759,5.72415446,3.02,10.716172229328993,-10.734925010655138,0.3982222222222222,-33.36955555555556,between_mainshock64_mainshock71
2019-07-04T17:58:02.360000Z,35.70315979518505,-117.49990974390369,6.2612590400000006,3.49,2.6609746202235685,-9.796995804408205,0.4037,-33.36407777777777,between_mainshock64_mainshock71
2019-07-04T17:58:55.600000Z,35.66505779518505,-117.77025999666456,1.093442,2.03,-21.723562633894286,-14.03374489941977,0.41848888888888885,-33.34928888888889,between_mainshock64_mainshock71
2019-07-04T17:59:26.200000Z,35.67521779518505,-117.451510728718,9.97744208,2.12,7.026376822756485,-12.9040044447108,0.4269888888888889,-33.34078888888889,between_mainshock64_mainshock71
2019-07-04T17:59:38.520000Z,35.687477795185046,-117.5061666125707,8.46774272,2.19,2.0966294955309857,-11.540754644048725,0.43041111111111113,-33.33736666666667,between_mainshock64_mainshock71
2019-07-04T17:59:48.180000Z,35.66456079518505,-117.50959896086388,3.4160564,2.01,1.7870450806113778,-14.089008777962066,0.43309444444444445,-33.33468333333333,between_mainshock64_mainshock71
2019-07-04T17:59:59.640000Z,35.68788079518505,-117.486846641633,5.3394714500000005,2.49,3.839215441975541,-11.495943088610614,0.43627777777777776,-33.3315,between_mainshock64_mainshock71
2019-07-04T18:00:12.420000Z,35.695993795185046,-117.49238122682443,4.7443015100000006,2.14,3.3400174667261178,-10.593818648744044,0.4398277777777778,-33.32795,between_mainshock64_mainshock71
2019-07-04T18:00:40.080000Z,35.63108179518505,-117.5601985512742,4.483007390000001,2.47,-2.776840415343948,-17.811703727095402,0.4475111111111111,-33.32026666666667,between_mainshock64_mainshock71
2019-07-04T18:01:01.080000Z,35.67420479518505,-117.50386265571233,4.27977863,2.79,2.3044374086774244,-13.016644905401506,0.45334444444444444,-33.314433333333334,between_mainshock64_mainshock71
2019-07-04T18:01:25.720000Z,35.83912979518505,-117.52085058988035,1.18779821,3.53,0.7721920737460953,5.322178371452179,0.4601888888888889,-33.307588888888894,between_mainshock64_mainshock71
2019-07-04T18:01:58.260000Z,35.70104379518505,-117.4938795911998,6.37738976,2.07,3.2048708502217336,-10.032284269188292,0.4692277777777778,-33.29855,between_mainshock64_mainshock71
2019-07-04T18:02:25.200000Z,35.70915779518505,-117.47179317684385,3.4087982300000004,2.45,5.196979191801462,-9.130048634394639,0.47671111111111114,-33.291066666666666,between_mainshock64_mainshock71
2019-07-04T18:02:36.360000Z,35.73280279518505,-117.53540988480728,8.22096494,2.34,-0.5409994839246278,-6.500844593883692,0.4798111111111111,-33.28796666666666,between_mainshock64_mainshock71
2019-07-04T18:02:53.780000Z,35.603867795185046,-117.57356759552884,7.959670820000001,2.63,-3.9826760095402167,-20.83776246080039,0.48465,-33.28312777777778,between_mainshock64_mainshock71
2019-07-04T18:03:18.320000Z,35.74602679518505,-117.53324584089412,5.8548015200000005,2.91,-0.34581117216549384,-5.030402883936112,0.49146666666666666,-33.27631111111111,between_mainshock64_mainshock71
2019-07-04T18:03:40.060000Z,35.72107979518505,-117.52082603776358,5.361245960000001,2.36,0.77440657881707,-7.804382718937785,0.49750555555555553,-33.27027222222222,between_mainshock64_mainshock71
2019-07-04T18:04:05.160000Z,35.65584579518505,-117.52825933323425,4.51204007,2.22,0.10395234963089549,-15.0580725636688,0.5044777777777778,-33.2633,between_mainshock64_mainshock71
2019-07-04T18:04:27.740000Z,35.70255779518505,-117.52495870045792,2.53055966,2.52,0.40165653919537647,-9.863935150248368,0.51075,-33.25702777777778,between_mainshock64_mainshock71
2019-07-04T18:04:57.940000Z,35.720106795185046,-117.47539896748162,3.68460869,2.48,4.8717509545807935,-7.912575382563512,0.5191388888888889,-33.24863888888889,between_mainshock64_mainshock71
2019-07-04T18:05:07.400000Z,35.71749479518505,-117.54942277882778,3.80799758,2.73,-1.804907813180208,-8.203016530958813,0.5217666666666666,-33.24601111111111,between_mainshock64_mainshock71
2019-07-04T18:05:41.540000Z,35.716180795185046,-117.51818068393226,4.686236150000001,2.66,1.0130071659883024,-8.349126664570306,0.53125,-33.23652777777778,between_mainshock64_mainshock71
2019-07-04T18:05:55.680000Z,35.72808679518505,-117.5189215439944,8.07580154,2.69,0.946184480968485,-7.025239867939728,0.5351777777777778,-33.2326,between_mainshock64_mainshock71
2019-07-04T18:06:15.960000Z,35.66472779518505,-117.51624797289338,4.42494203,4.04,1.1873301556920381,-14.070439225211855,0.5408111111111111,-33.22696666666667,between_mainshock64_mainshock71
2019-07-04T18:07:09.060000Z,35.59408179518505,-117.60062589289596,7.379017220000001,3.89,-6.42322878670074,-21.92591601294396,0.5555611111111111,-33.21221666666666,between_mainshock64_mainshock71
2019-07-04T18:07:50.520000Z,35.72942879518505,-117.52593664096914,5.963674070000001,2.76,0.3134501233144792,-6.876016276382607,0.5670777777777778,-33.2007,between_mainshock64_mainshock71
2019-07-04T18:08:14.980000Z,35.705193795185046,-117.46364689070496,1.1660237000000002,2.53,5.931742395488484,-9.570825323613658,0.5738722222222222,-33.19390555555555,between_mainshock64_mainshock71
2019-07-04T18:08:33.020000Z,35.66775079518505,-117.49990719066618,5.252373410000001,3.22,2.66120491227919,-13.734296961965306,0.5788833333333333,-33.18889444444444,between_mainshock64_mainshock71
2019-07-04T18:08:44.920000Z,35.712713795185046,-117.46987243357914,3.40154006,3.36,5.3702227350026055,-8.734639475247029,0.5821888888888889,-33.18558888888889,between_mainshock64_mainshock71
2019-07-04T18:09:21.200000Z,35.70905979518505,-117.4621011697691,1.84103351,2.13,6.071160388849871,-9.140945737205746,0.5922666666666666,-33.17551111111111,between_mainshock64_mainshock71
2019-07-04T18:09:32.520000Z,35.70597979518505,-117.53071194743742,6.326582570000001,2.09,-0.11726387560485077,-9.483426111270632,0.5954111111111111,-33.17236666666667,between_mainshock64_mainshock71
2019-07-04T18:10:09.980000Z,35.73180979518505,-117.5129248130392,8.729036840000001,2.13,1.4870661997241215,-6.611261156041909,0.6058166666666667,-33.16196111111111,between_mainshock64_mainshock71
2019-07-04T18:10:32.280000Z,35.65803479518505,-117.52274949085442,10.318576070000002,3.81,0.6009186198795246,-14.814666869244101,0.6120111111111111,-33.155766666666665,between_mainshock64_mainshock71
2019-07-04T18:11:22.520000Z,35.59782479518505,-117.59147916160254,8.35887017,2.69,-5.598229336173009,-21.509713402512944,0.6259666666666667,-33.14181111111111,between_mainshock64_mainshock71
2019-07-04T18:11:40.040000Z,35.72947379518505,-117.544271644221,4.2144551,2.22,-1.3402955835359327,-6.871012504683622,0.6308333333333334,-33.136944444444445,between_mainshock64_mainshock71
2019-07-04T18:11:49.640000Z,35.65361979518505,-117.53669017296733,10.12986365,2.25,-0.6564764772527645,-15.305592470380054,0.6335,-33.134277777777775,between_mainshock64_mainshock71
2019-07-04T18:12:16.540000Z,35.70864879518505,-117.47190714009886,1.819259,1.8,5.1867001511524,-9.186646852056287,0.6409722222222223,-33.126805555555556,between_mainshock64_mainshock71
2019-07-04T18:12:51.700000Z,35.66873579518505,-117.55146126163125,8.23548128,3.56,-1.9887710030800956,-13.624769959220934,0.6507388888888889,-33.117038888888885,between_mainshock64_mainshock71
2019-07-04T18:13:51.060000Z,35.70981279518505,-117.47209422413,5.60802374,3.53,5.16982590198651,-9.057215957441645,0.6672277777777778,-33.10055,between_mainshock64_mainshock71
2019-07-04T18:14:34.560000Z,35.71373079518505,-117.4649005070126,3.00234071,1.84,5.818671099108704,-8.621554234848695,0.6793111111111111,-33.08846666666667,between_mainshock64_mainshock71
2019-07-04T18:15:04.460000Z,35.61308779518505,-117.57669325783364,9.12823619,2.54,-4.264598545720376,-19.81254523713681,0.6876166666666667,-33.08016111111111,between_mainshock64_mainshock71
2019-07-04T18:15:12.640000Z,35.66793879518505,-117.51445820421053,4.708010660000001,3.12,1.3487603029841058,-13.713392315756229,0.6898888888888889,-33.077888888888886,between_mainshock64_mainshock71
2019-07-04T18:16:04.240000Z,35.69400479518505,-117.476089083336,10.29680156,2.08,4.80950519897682,-10.814985357838898,0.7042222222222222,-33.06355555555556,between_mainshock64_mainshock71
2019-07-04T18:16:33.440000Z,35.72459579518505,-117.5254972917602,5.680605440000001,3.07,0.35307770658220605,-7.413421356855156,0.7123333333333334,-33.05544444444445,between_mainshock64_mainshock71
2019-07-04T18:17:15.040000Z,35.72110779518505,-117.52134603978612,6.130611980000001,2.96,0.727504426661022,-7.801269260992159,0.7238888888888889,-33.04388888888889,between_mainshock64_mainshock71
2019-07-04T18:17:55.680000Z,35.73161879518505,-117.51712379923524,9.09194534,1.95,1.1083340391996184,-6.6324993870308235,0.7351777777777777,-33.0326,between_mainshock64_mainshock71
2019-07-04T18:18:18.200000Z,35.74290179518505,-117.53744461490226,6.043513940000001,2.02,-0.7245241941692719,-5.37788702970069,0.7414333333333333,-33.02634444444444,between_mainshock64_mainshock71
2019-07-04T18:18:45.200000Z,35.63165479518505,-117.60011559248134,11.109716600000002,3.39,-6.377201681699185,-17.74798903412795,0.7489333333333333,-33.01884444444444,between_mainshock64_mainshock71
2019-07-04T18:19:21.660000Z,35.64383779518505,-117.5412224688943,4.49026556,2.35,-1.0652718741482303,-16.3933012428167,0.7590611111111111,-33.008716666666665,between_mainshock64_mainshock71
2019-07-04T18:19:57.760000Z,35.69183179518505,-117.49068892658973,8.43871004,2.08,3.4926563405446713,-11.056611933438031,0.7690888888888888,-32.998688888888886,between_mainshock64_mainshock71
2019-07-04T18:20:07.160000Z,35.65901079518505,-117.52399456113734,7.611278660000001,2.26,0.4886181415639502,-14.706140620839243,0.7716999999999999,-32.99607777777778,between_mainshock64_mainshock71
2019-07-04T18:20:20.080000Z,35.70518179518505,-117.47078388983884,5.992706750000001,2.39,5.288012939032375,-9.572159662733009,0.7752888888888889,-32.99248888888889,between_mainshock64_mainshock71
2019-07-04T18:21:01.280000Z,35.73432879518505,-117.53111299510424,8.162899580000001,2.13,-0.15343680931800036,-6.331161135824416,0.7867333333333333,-32.98104444444444,between_mainshock64_mainshock71
2019-07-04T18:21:25.120000Z,35.67961279518505,-117.50278104550252,5.680605440000001,2.74,2.4019944266068967,-12.415302742108043,0.7933555555555555,-32.97442222222222,between_mainshock64_mainshock71
2019-07-04T18:21:50.320000Z,35.729140795185046,-117.53877862015732,3.17653679,2.09,-0.8448462597390832,-6.908040415256253,0.8003555555555556,-32.967422222222226,between_mainshock64_mainshock71
2019-07-04T18:22:04.600000Z,35.67588479518505,-117.52863477678984,6.769330940000001,2.29,0.07008880678210748,-12.829837428639163,0.8043222222222222,-32.963455555555555,between_mainshock64_mainshock71
2019-07-04T18:22:26.500000Z,35.72979979518505,-117.52451266777922,5.84028518,1.95,0.44188694533987655,-6.834762958597045,0.8104055555555556,-32.95737222222222,between_mainshock64_mainshock71
