line_id,classification,eligible_for_propagation,n_activated_segments,activation_fraction,spearman_rho,slope_minutes_per_km,activation_span_km,activation_time_span_minutes
509,complex/indeterminate,False,0,0.0,,,0.0,
510,complex/indeterminate,False,0,0.0,,,0.0,
511,complex/indeterminate,False,0,0.0,,,0.0,
512,complex/indeterminate,False,0,0.0,,,0.0,
513,complex/indeterminate,False,0,0.0,,,0.0,
514,complex/indeterminate,False,0,0.0,,,0.0,
515,complex/indeterminate,False,0,0.0,,,0.0,
516,complex/indeterminate,False,0,0.0,,,0.0,
517,complex/indeterminate,False,0,0.0,,,0.0,
518,complex/indeterminate,False,0,0.0,,,0.0,
519,complex/indeterminate,False,0,0.0,,,0.0,
520,complex/indeterminate,False,0,0.0,,,0.0,
521,complex/indeterminate,False,0,0.0,,,0.0,
522,complex/indeterminate,False,0,0.0,,,0.0,
523,complex/indeterminate,False,0,0.0,,,0.0,
524,complex/indeterminate,False,0,0.0,,,0.0,
525,complex/indeterminate,False,0,0.0,,,0.0,
526,complex/indeterminate,False,0,0.0,,,0.0,
527,complex/indeterminate,False,0,0.0,,,0.0,
528,complex/indeterminate,False,0,0.0,,,0.0,
529,complex/indeterminate,False,0,0.0,,,0.0,
530,complex/indeterminate,False,0,0.0,,,0.0,
531,complex/indeterminate,False,0,0.0,,,0.0,
532,complex/indeterminate,False,0,0.0,,,0.0,
533,complex/indeterminate,False,0,0.0,,,0.0,
534,complex/indeterminate,False,0,0.0,,,0.0,
535,complex/indeterminate,False,0,0.0,,,0.0,
536,complex/indeterminate,False,0,0.0,,,0.0,
537,complex/indeterminate,False,0,0.0,,,0.0,
538,complex/indeterminate,False,0,0.0,,,0.0,
539,complex/indeterminate,False,0,0.0,,,0.0,
540,complex/indeterminate,False,0,0.0,,,0.0,
541,complex/indeterminate,False,0,0.0,,,0.0,
542,complex/indeterminate,False,0,0.0,,,0.0,
543,complex/indeterminate,False,0,0.0,,,0.0,
544,complex/indeterminate,False,0,0.0,,,0.0,
545,complex/indeterminate,False,0,0.0,,,0.0,
546,complex/indeterminate,False,0,0.0,,,0.0,
547,complex/indeterminate,False,0,0.0,,,0.0,
548,complex/indeterminate,False,0,0.0,,,0.0,
549,complex/indeterminate,False,0,0.0,,,0.0,
550,complex/indeterminate,False,0,0.0,,,0.0,
551,complex/indeterminate,False,0,0.0,,,0.0,
552,complex/indeterminate,False,0,0.0,,,0.0,
553,complex/indeterminate,False,0,0.0,,,0.0,
554,complex/indeterminate,False,0,0.0,,,0.0,
555,complex/indeterminate,False,0,0.0,,,0.0,
556,complex/indeterminate,False,0,0.0,,,0.0,
557,complex/indeterminate,False,0,0.0,,,0.0,
558,complex/indeterminate,False,0,0.0,,,0.0,
559,complex/indeterminate,False,0,0.0,,,0.0,
560,complex/indeterminate,False,0,0.0,,,0.0,
561,complex/indeterminate,False,0,0.0,,,0.0,
562,complex/indeterminate,False,0,0.0,,,0.0,
563,complex/indeterminate,False,0,0.0,,,0.0,
564,complex/indeterminate,False,0,0.0,,,0.0,
565,complex/indeterminate,False,0,0.0,,,0.0,
566,complex/indeterminate,False,0,0.0,,,0.0,
568,complex/indeterminate,False,0,0.0,,,0.0,
569,complex/indeterminate,False,0,0.0,,,0.0,
570,complex/indeterminate,False,0,0.0,,,0.0,
571,complex/indeterminate,False,0,0.0,,,0.0,
572,complex/indeterminate,False,0,0.0,,,0.0,
573,complex/indeterminate,False,0,0.0,,,0.0,
574,complex/indeterminate,False,0,0.0,,,0.0,
575,complex/indeterminate,False,0,0.0,,,0.0,
576,complex/indeterminate,False,0,0.0,,,0.0,
577,complex/indeterminate,False,0,0.0,,,0.0,
578,complex/indeterminate,False,0,0.0,,,0.0,
579,complex/indeterminate,False,0,0.0,,,0.0,
580,complex/indeterminate,False,0,0.0,,,0.0,
581,complex/indeterminate,False,0,0.0,,,0.0,
582,complex/indeterminate,False,0,0.0,,,0.0,
583,complex/indeterminate,False,0,0.0,,,0.0,
584,complex/indeterminate,False,0,0.0,,,0.0,
585,complex/indeterminate,False,0,0.0,,,0.0,
586,complex/indeterminate,False,0,0.0,,,0.0,
587,complex/indeterminate,False,0,0.0,,,0.0,
588,complex/indeterminate,False,0,0.0,,,0.0,
589,complex/indeterminate,False,0,0.0,,,0.0,
590,complex/indeterminate,False,0,0.0,,,0.0,
591,complex/indeterminate,False,0,0.0,,,0.0,
592,complex/indeterminate,False,0,0.0,,,0.0,
594,complex/indeterminate,False,0,0.0,,,0.0,
595,complex/indeterminate,False,0,0.0,,,0.0,
596,complex/indeterminate,False,0,0.0,,,0.0,
597,complex/indeterminate,False,0,0.0,,,0.0,
598,complex/indeterminate,False,0,0.0,,,0.0,
599,complex/indeterminate,False,0,0.0,,,0.0,
600,complex/indeterminate,False,0,0.0,,,0.0,
602,complex/indeterminate,False,0,0.0,,,0.0,
603,complex/indeterminate,False,0,0.0,,,0.0,
604,complex/indeterminate,False,0,0.0,,,0.0,
605,complex/indeterminate,False,0,0.0,,,0.0,
606,complex/indeterminate,False,0,0.0,,,0.0,
607,complex/indeterminate,False,0,0.0,,,0.0,
608,complex/indeterminate,False,0,0.0,,,0.0,
609,complex/indeterminate,False,0,0.0,,,0.0,
610,complex/indeterminate,False,0,0.0,,,0.0,
611,complex/indeterminate,False,0,0.0,,,0.0,
612,complex/indeterminate,False,0,0.0,,,0.0,
613,complex/indeterminate,False,0,0.0,,,0.0,
615,complex/indeterminate,False,0,0.0,,,0.0,
616,complex/indeterminate,False,0,0.0,,,0.0,
617,complex/indeterminate,False,0,0.0,,,0.0,
618,complex/indeterminate,False,0,0.0,,,0.0,
619,complex/indeterminate,False,0,0.0,,,0.0,
620,complex/indeterminate,False,0,0.0,,,0.0,
621,complex/indeterminate,False,0,0.0,,,0.0,
622,complex/indeterminate,False,0,0.0,,,0.0,
623,complex/indeterminate,False,0,0.0,,,0.0,
624,complex/indeterminate,False,0,0.0,,,0.0,
625,complex/indeterminate,False,0,0.0,,,0.0,
626,complex/indeterminate,False,0,0.0,,,0.0,
627,complex/indeterminate,False,0,0.0,,,0.0,
628,complex/indeterminate,False,0,0.0,,,0.0,
629,complex/indeterminate,False,0,0.0,,,0.0,
630,complex/indeterminate,False,0,0.0,,,0.0,
631,complex/indeterminate,False,0,0.0,,,0.0,
632,complex/indeterminate,False,0,0.0,,,0.0,
633,complex/indeterminate,False,0,0.0,,,0.0,
634,complex/indeterminate,False,0,0.0,,,0.0,
635,complex/indeterminate,False,0,0.0,,,0.0,
636,complex/indeterminate,False,0,0.0,,,0.0,
637,complex/indeterminate,False,0,0.0,,,0.0,
638,complex/indeterminate,False,0,0.0,,,0.0,
639,complex/indeterminate,False,0,0.0,,,0.0,
640,complex/indeterminate,False,0,0.0,,,0.0,
641,complex/indeterminate,False,0,0.0,,,0.0,
643,complex/indeterminate,False,0,0.0,,,0.0,
644,complex/indeterminate,False,0,0.0,,,0.0,
645,complex/indeterminate,False,0,0.0,,,0.0,
646,complex/indeterminate,False,0,0.0,,,0.0,
647,complex/indeterminate,False,0,0.0,,,0.0,
648,complex/indeterminate,False,0,0.0,,,0.0,
649,complex/indeterminate,False,0,0.0,,,0.0,
650,complex/indeterminate,False,0,0.0,,,0.0,
651,complex/indeterminate,False,0,0.0,,,0.0,
652,complex/indeterminate,False,0,0.0,,,0.0,
653,complex/indeterminate,False,0,0.0,,,0.0,
654,complex/indeterminate,False,0,0.0,,,0.0,
655,complex/indeterminate,False,0,0.0,,,0.0,
656,complex/indeterminate,False,0,0.0,,,0.0,
657,complex/indeterminate,False,0,0.0,,,0.0,
658,complex/indeterminate,False,0,0.0,,,0.0,
659,complex/indeterminate,False,0,0.0,,,0.0,
660,complex/indeterminate,False,0,0.0,,,0.0,
661,complex/indeterminate,False,0,0.0,,,0.0,
662,complex/indeterminate,False,0,0.0,,,0.0,
663,complex/indeterminate,False,0,0.0,,,0.0,
664,complex/indeterminate,False,0,0.0,,,0.0,
666,complex/indeterminate,False,0,0.0,,,0.0,
667,complex/indeterminate,False,0,0.0,,,0.0,
668,complex/indeterminate,False,0,0.0,,,0.0,
669,complex/indeterminate,False,0,0.0,,,0.0,
670,complex/indeterminate,False,0,0.0,,,0.0,
671,complex/indeterminate,False,0,0.0,,,0.0,
672,complex/indeterminate,False,0,0.0,,,0.0,
673,complex/indeterminate,False,0,0.0,,,0.0,
674,complex/indeterminate,False,0,0.0,,,0.0,
675,complex/indeterminate,False,0,0.0,,,0.0,
676,complex/indeterminate,False,0,0.0,,,0.0,
677,complex/indeterminate,False,0,0.0,,,0.0,
679,complex/indeterminate,False,0,0.0,,,0.0,
680,complex/indeterminate,False,0,0.0,,,0.0,
681,complex/indeterminate,False,0,0.0,,,0.0,
682,complex/indeterminate,False,0,0.0,,,0.0,
683,complex/indeterminate,False,0,0.0,,,0.0,
684,complex/indeterminate,False,0,0.0,,,0.0,
685,complex/indeterminate,False,0,0.0,,,0.0,
686,complex/indeterminate,False,0,0.0,,,0.0,
687,complex/indeterminate,False,0,0.0,,,0.0,
688,complex/indeterminate,False,0,0.0,,,0.0,
689,complex/indeterminate,False,0,0.0,,,0.0,
690,complex/indeterminate,False,0,0.0,,,0.0,
691,complex/indeterminate,False,0,0.0,,,0.0,
692,complex/indeterminate,False,0,0.0,,,0.0,
693,complex/indeterminate,False,0,0.0,,,0.0,
694,complex/indeterminate,False,0,0.0,,,0.0,
695,complex/indeterminate,False,0,0.0,,,0.0,
696,complex/indeterminate,False,0,0.0,,,0.0,
697,complex/indeterminate,False,0,0.0,,,0.0,
698,complex/indeterminate,False,0,0.0,,,0.0,
699,complex/indeterminate,False,0,0.0,,,0.0,
700,complex/indeterminate,False,0,0.0,,,0.0,
701,complex/indeterminate,False,0,0.0,,,0.0,
702,complex/indeterminate,False,0,0.0,,,0.0,
703,complex/indeterminate,False,0,0.0,,,0.0,
704,complex/indeterminate,False,0,0.0,,,0.0,
705,complex/indeterminate,False,0,0.0,,,0.0,
706,complex/indeterminate,False,0,0.0,,,0.0,
707,complex/indeterminate,False,0,0.0,,,0.0,
708,complex/indeterminate,False,0,0.0,,,0.0,
709,complex/indeterminate,False,0,0.0,,,0.0,
710,complex/indeterminate,False,0,0.0,,,0.0,
711,complex/indeterminate,False,0,0.0,,,0.0,
712,complex/indeterminate,False,0,0.0,,,0.0,
713,complex/indeterminate,False,0,0.0,,,0.0,
714,complex/indeterminate,False,0,0.0,,,0.0,
715,complex/indeterminate,False,0,0.0,,,0.0,
716,complex/indeterminate,False,0,0.0,,,0.0,
717,complex/indeterminate,False,0,0.0,,,0.0,
718,complex/indeterminate,False,0,0.0,,,0.0,
719,complex/indeterminate,False,0,0.0,,,0.0,
720,complex/indeterminate,False,0,0.0,,,0.0,
721,complex/indeterminate,False,0,0.0,,,0.0,
722,complex/indeterminate,False,0,0.0,,,0.0,
723,complex/indeterminate,False,0,0.0,,,0.0,
724,complex/indeterminate,False,0,0.0,,,0.0,
725,complex/indeterminate,False,0,0.0,,,0.0,
726,complex/indeterminate,False,0,0.0,,,0.0,
728,complex/indeterminate,False,0,0.0,,,0.0,
729,complex/indeterminate,False,0,0.0,,,0.0,
730,complex/indeterminate,False,0,0.0,,,0.0,
731,complex/indeterminate,False,0,0.0,,,0.0,
732,complex/indeterminate,False,0,0.0,,,0.0,
733,complex/indeterminate,False,0,0.0,,,0.0,
734,complex/indeterminate,False,0,0.0,,,0.0,
735,complex/indeterminate,False,0,0.0,,,0.0,
736,complex/indeterminate,False,0,0.0,,,0.0,
737,complex/indeterminate,False,0,0.0,,,0.0,
738,complex/indeterminate,False,0,0.0,,,0.0,
739,complex/indeterminate,False,0,0.0,,,0.0,
740,complex/indeterminate,False,0,0.0,,,0.0,
741,complex/indeterminate,False,0,0.0,,,0.0,
742,complex/indeterminate,False,0,0.0,,,0.0,
743,complex/indeterminate,False,0,0.0,,,0.0,
744,complex/indeterminate,False,0,0.0,,,0.0,
745,complex/indeterminate,False,0,0.0,,,0.0,
746,complex/indeterminate,False,0,0.0,,,0.0,
747,complex/indeterminate,False,0,0.0,,,0.0,
748,complex/indeterminate,False,0,0.0,,,0.0,
749,complex/indeterminate,False,0,0.0,,,0.0,
750,complex/indeterminate,False,0,0.0,,,0.0,
751,complex/indeterminate,False,0,0.0,,,0.0,
752,complex/indeterminate,False,0,0.0,,,0.0,
753,complex/indeterminate,False,0,0.0,,,0.0,
754,complex/indeterminate,False,0,0.0,,,0.0,
755,complex/indeterminate,False,0,0.0,,,0.0,
756,complex/indeterminate,False,0,0.0,,,0.0,
757,complex/indeterminate,False,0,0.0,,,0.0,
758,complex/indeterminate,False,0,0.0,,,0.0,
759,complex/indeterminate,False,0,0.0,,,0.0,
760,complex/indeterminate,False,0,0.0,,,0.0,
761,complex/indeterminate,False,0,0.0,,,0.0,
762,complex/indeterminate,False,0,0.0,,,0.0,
763,complex/indeterminate,False,0,0.0,,,0.0,
764,complex/indeterminate,False,0,0.0,,,0.0,
765,complex/indeterminate,False,0,0.0,,,0.0,
767,complex/indeterminate,False,0,0.0,,,0.0,
768,complex/indeterminate,False,0,0.0,,,0.0,
769,complex/indeterminate,False,0,0.0,,,0.0,
770,complex/indeterminate,False,0,0.0,,,0.0,
771,complex/indeterminate,False,0,0.0,,,0.0,
772,complex/indeterminate,False,0,0.0,,,0.0,
773,complex/indeterminate,False,0,0.0,,,0.0,
774,complex/indeterminate,False,0,0.0,,,0.0,
775,complex/indeterminate,False,0,0.0,,,0.0,
776,complex/indeterminate,False,0,0.0,,,0.0,
777,complex/indeterminate,False,0,0.0,,,0.0,
778,complex/indeterminate,False,0,0.0,,,0.0,
779,complex/indeterminate,False,0,0.0,,,0.0,
781,complex/indeterminate,False,0,0.0,,,0.0,
782,complex/indeterminate,False,0,0.0,,,0.0,
783,complex/indeterminate,False,0,0.0,,,0.0,
784,complex/indeterminate,False,0,0.0,,,0.0,
785,complex/indeterminate,False,0,0.0,,,0.0,
786,complex/indeterminate,False,0,0.0,,,0.0,
787,complex/indeterminate,False,0,0.0,,,0.0,
788,complex/indeterminate,False,0,0.0,,,0.0,
789,complex/indeterminate,False,0,0.0,,,0.0,
790,complex/indeterminate,False,0,0.0,,,0.0,
791,complex/indeterminate,False,0,0.0,,,0.0,
792,complex/indeterminate,False,0,0.0,,,0.0,
793,complex/indeterminate,False,0,0.0,,,0.0,
794,complex/indeterminate,False,0,0.0,,,0.0,
795,complex/indeterminate,False,0,0.0,,,0.0,
796,complex/indeterminate,False,0,0.0,,,0.0,
797,complex/indeterminate,False,0,0.0,,,0.0,
798,complex/indeterminate,False,0,0.0,,,0.0,
799,complex/indeterminate,False,0,0.0,,,0.0,
800,complex/indeterminate,False,0,0.0,,,0.0,
801,complex/indeterminate,False,0,0.0,,,0.0,
802,complex/indeterminate,False,0,0.0,,,0.0,
803,complex/indeterminate,False,0,0.0,,,0.0,
804,complex/indeterminate,False,0,0.0,,,0.0,
805,complex/indeterminate,False,0,0.0,,,0.0,
806,complex/indeterminate,False,0,0.0,,,0.0,
807,complex/indeterminate,False,0,0.0,,,0.0,
808,complex/indeterminate,False,0,0.0,,,0.0,
809,complex/indeterminate,False,0,0.0,,,0.0,
810,complex/indeterminate,False,0,0.0,,,0.0,
811,complex/indeterminate,False,0,0.0,,,0.0,
812,complex/indeterminate,False,0,0.0,,,0.0,
813,complex/indeterminate,False,0,0.0,,,0.0,
814,complex/indeterminate,False,0,0.0,,,0.0,
815,complex/indeterminate,False,0,0.0,,,0.0,
816,complex/indeterminate,False,0,0.0,,,0.0,
817,complex/indeterminate,False,0,0.0,,,0.0,
818,complex/indeterminate,False,0,0.0,,,0.0,
819,complex/indeterminate,False,0,0.0,,,0.0,
820,complex/indeterminate,False,0,0.0,,,0.0,
821,complex/indeterminate,False,0,0.0,,,0.0,
822,complex/indeterminate,False,0,0.0,,,0.0,
823,complex/indeterminate,False,0,0.0,,,0.0,
825,complex/indeterminate,False,0,0.0,,,0.0,
827,complex/indeterminate,False,0,0.0,,,0.0,
828,complex/indeterminate,False,0,0.0,,,0.0,
829,complex/indeterminate,False,0,0.0,,,0.0,
830,complex/indeterminate,False,0,0.0,,,0.0,
831,complex/indeterminate,False,0,0.0,,,0.0,
832,complex/indeterminate,False,0,0.0,,,0.0,
833,complex/indeterminate,False,0,0.0,,,0.0,
834,complex/indeterminate,False,0,0.0,,,0.0,
835,complex/indeterminate,False,0,0.0,,,0.0,
836,complex/indeterminate,False,0,0.0,,,0.0,
837,complex/indeterminate,False,0,0.0,,,0.0,
838,complex/indeterminate,False,0,0.0,,,0.0,
839,complex/indeterminate,False,0,0.0,,,0.0,
840,complex/indeterminate,False,0,0.0,,,0.0,
841,complex/indeterminate,False,0,0.0,,,0.0,
842,complex/indeterminate,False,0,0.0,,,0.0,
843,complex/indeterminate,False,0,0.0,,,0.0,
844,complex/indeterminate,False,0,0.0,,,0.0,
845,complex/indeterminate,False,0,0.0,,,0.0,
846,complex/indeterminate,False,0,0.0,,,0.0,
847,complex/indeterminate,False,0,0.0,,,0.0,
848,complex/indeterminate,False,0,0.0,,,0.0,
849,complex/indeterminate,False,0,0.0,,,0.0,
850,complex/indeterminate,False,0,0.0,,,0.0,
851,complex/indeterminate,False,0,0.0,,,0.0,
852,complex/indeterminate,False,0,0.0,,,0.0,
853,complex/indeterminate,False,0,0.0,,,0.0,
854,complex/indeterminate,False,0,0.0,,,0.0,
855,complex/indeterminate,False,0,0.0,,,0.0,
856,complex/indeterminate,False,0,0.0,,,0.0,
857,complex/indeterminate,False,0,0.0,,,0.0,
858,complex/indeterminate,False,0,0.0,,,0.0,
859,complex/indeterminate,False,0,0.0,,,0.0,
860,complex/indeterminate,False,0,0.0,,,0.0,
861,complex/indeterminate,False,0,0.0,,,0.0,
862,complex/indeterminate,False,0,0.0,,,0.0,
863,complex/indeterminate,False,0,0.0,,,0.0,
864,complex/indeterminate,False,0,0.0,,,0.0,
865,complex/indeterminate,False,0,0.0,,,0.0,
866,complex/indeterminate,False,0,0.0,,,0.0,
867,complex/indeterminate,False,0,0.0,,,0.0,
868,complex/indeterminate,False,0,0.0,,,0.0,
869,complex/indeterminate,False,0,0.0,,,0.0,
870,complex/indeterminate,False,0,0.0,,,0.0,
871,complex/indeterminate,False,0,0.0,,,0.0,
872,complex/indeterminate,False,0,0.0,,,0.0,
873,complex/indeterminate,False,0,0.0,,,0.0,
874,complex/indeterminate,False,0,0.0,,,0.0,
875,complex/indeterminate,False,0,0.0,,,0.0,
876,complex/indeterminate,False,0,0.0,,,0.0,
877,complex/indeterminate,False,0,0.0,,,0.0,
878,complex/indeterminate,False,0,0.0,,,0.0,
879,complex/indeterminate,False,0,0.0,,,0.0,
880,complex/indeterminate,False,0,0.0,,,0.0,
881,complex/indeterminate,False,0,0.0,,,0.0,
882,complex/indeterminate,False,0,0.0,,,0.0,
883,complex/indeterminate,False,0,0.0,,,0.0,
884,complex/indeterminate,False,0,0.0,,,0.0,
885,complex/indeterminate,False,0,0.0,,,0.0,
886,complex/indeterminate,False,0,0.0,,,0.0,
887,complex/indeterminate,False,0,0.0,,,0.0,
888,complex/indeterminate,False,0,0.0,,,0.0,
889,complex/indeterminate,False,0,0.0,,,0.0,
890,complex/indeterminate,False,0,0.0,,,0.0,
891,complex/indeterminate,False,0,0.0,,,0.0,
892,complex/indeterminate,False,0,0.0,,,0.0,
893,complex/indeterminate,False,0,0.0,,,0.0,
894,complex/indeterminate,False,0,0.0,,,0.0,
895,complex/indeterminate,False,0,0.0,,,0.0,
896,complex/indeterminate,False,0,0.0,,,0.0,
897,complex/indeterminate,False,0,0.0,,,0.0,
898,complex/indeterminate,False,0,0.0,,,0.0,
899,complex/indeterminate,False,0,0.0,,,0.0,
900,complex/indeterminate,False,0,0.0,,,0.0,
901,complex/indeterminate,False,0,0.0,,,0.0,
902,complex/indeterminate,False,0,0.0,,,0.0,
903,complex/indeterminate,False,0,0.0,,,0.0,
904,complex/indeterminate,False,0,0.0,,,0.0,
905,complex/indeterminate,False,0,0.0,,,0.0,
906,complex/indeterminate,False,0,0.0,,,0.0,
907,complex/indeterminate,False,0,0.0,,,0.0,
908,complex/indeterminate,False,0,0.0,,,0.0,
909,complex/indeterminate,False,0,0.0,,,0.0,
910,complex/indeterminate,False,0,0.0,,,0.0,
911,complex/indeterminate,False,0,0.0,,,0.0,
912,complex/indeterminate,False,0,0.0,,,0.0,
913,complex/indeterminate,False,0,0.0,,,0.0,
914,complex/indeterminate,False,0,0.0,,,0.0,
915,complex/indeterminate,False,0,0.0,,,0.0,
916,complex/indeterminate,False,0,0.0,,,0.0,
917,complex/indeterminate,False,0,0.0,,,0.0,
918,complex/indeterminate,False,0,0.0,,,0.0,
919,complex/indeterminate,False,0,0.0,,,0.0,
920,complex/indeterminate,False,0,0.0,,,0.0,
921,complex/indeterminate,False,0,0.0,,,0.0,
922,complex/indeterminate,False,0,0.0,,,0.0,
923,complex/indeterminate,False,0,0.0,,,0.0,
924,complex/indeterminate,False,0,0.0,,,0.0,
925,complex/indeterminate,False,0,0.0,,,0.0,
926,complex/indeterminate,False,0,0.0,,,0.0,
927,complex/indeterminate,False,0,0.0,,,0.0,
928,complex/indeterminate,False,0,0.0,,,0.0,
929,complex/indeterminate,False,0,0.0,,,0.0,
930,complex/indeterminate,False,0,0.0,,,0.0,
931,complex/indeterminate,False,0,0.0,,,0.0,
932,complex/indeterminate,False,0,0.0,,,0.0,
933,complex/indeterminate,False,0,0.0,,,0.0,
934,complex/indeterminate,False,0,0.0,,,0.0,
935,complex/indeterminate,False,0,0.0,,,0.0,
936,complex/indeterminate,False,0,0.0,,,0.0,
937,complex/indeterminate,False,0,0.0,,,0.0,
938,complex/indeterminate,False,0,0.0,,,0.0,
939,complex/indeterminate,False,0,0.0,,,0.0,
940,complex/indeterminate,False,0,0.0,,,0.0,
941,complex/indeterminate,False,0,0.0,,,0.0,
942,complex/indeterminate,False,0,0.0,,,0.0,
943,complex/indeterminate,False,0,0.0,,,0.0,
944,complex/indeterminate,False,0,0.0,,,0.0,
945,complex/indeterminate,False,0,0.0,,,0.0,
946,complex/indeterminate,False,0,0.0,,,0.0,
947,complex/indeterminate,False,0,0.0,,,0.0,
948,complex/indeterminate,False,0,0.0,,,0.0,
949,complex/indeterminate,False,0,0.0,,,0.0,
950,complex/indeterminate,False,0,0.0,,,0.0,
951,complex/indeterminate,False,0,0.0,,,0.0,
952,complex/indeterminate,False,0,0.0,,,0.0,
953,complex/indeterminate,False,0,0.0,,,0.0,
954,complex/indeterminate,False,0,0.0,,,0.0,
955,complex/indeterminate,False,0,0.0,,,0.0,
956,complex/indeterminate,False,0,0.0,,,0.0,
957,complex/indeterminate,False,0,0.0,,,0.0,
958,complex/indeterminate,False,0,0.0,,,0.0,
959,complex/indeterminate,False,0,0.0,,,0.0,
960,complex/indeterminate,False,0,0.0,,,0.0,
961,complex/indeterminate,False,0,0.0,,,0.0,
962,complex/indeterminate,False,0,0.0,,,0.0,
963,complex/indeterminate,False,0,0.0,,,0.0,
964,complex/indeterminate,False,0,0.0,,,0.0,
965,complex/indeterminate,False,0,0.0,,,0.0,
966,complex/indeterminate,False,0,0.0,,,0.0,
967,complex/indeterminate,False,0,0.0,,,0.0,
968,complex/indeterminate,False,0,0.0,,,0.0,
969,complex/indeterminate,False,0,0.0,,,0.0,
970,complex/indeterminate,False,0,0.0,,,0.0,
971,complex/indeterminate,False,0,0.0,,,0.0,
972,complex/indeterminate,False,0,0.0,,,0.0,
973,complex/indeterminate,False,0,0.0,,,0.0,
974,complex/indeterminate,False,0,0.0,,,0.0,
975,complex/indeterminate,False,0,0.0,,,0.0,
976,complex/indeterminate,False,0,0.0,,,0.0,
