line_id,n_total_segments,n_activated_segments,activation_fraction,eligible_for_propagation,spearman_rho,spearman_pvalue,slope_minutes_per_km,intercept_minutes,r2_linear,activation_span_km,activation_time_span_minutes,median_activation_minutes,iqr_activation_minutes,n_early_jump_pairs,bend_fraction_activated,late_residual_fraction,classification
315,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
316,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
317,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
318,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
319,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
320,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
321,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
322,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
323,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
324,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
325,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
326,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
327,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
328,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
329,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
330,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
331,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
332,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
333,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
334,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
335,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
336,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
337,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
338,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
339,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
340,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
341,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
342,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
343,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
344,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
345,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
346,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
347,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
348,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
349,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
350,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
351,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
352,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
353,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
354,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
355,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
356,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
357,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
358,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
359,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
360,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
361,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
362,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
363,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
364,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
365,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
366,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
367,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
368,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
369,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
370,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
371,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
372,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
373,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
374,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
375,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
376,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
377,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
378,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
379,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
380,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
381,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
382,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
383,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
384,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
385,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
386,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
387,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
388,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
389,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
390,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
391,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
392,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
393,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
394,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
395,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
396,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
397,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
398,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
399,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
400,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
401,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
402,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
403,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
404,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
405,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
406,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
407,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
408,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
409,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
410,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
411,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
412,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
413,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
414,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
415,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
416,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
417,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
418,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
419,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
420,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
421,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
422,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
423,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
424,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
425,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
426,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
427,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
428,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
429,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
430,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
431,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
432,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
433,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
434,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
435,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
436,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
437,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
438,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
439,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
440,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
441,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
442,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
443,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
444,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
445,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
446,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
447,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
448,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
449,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
450,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
451,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
452,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
453,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
454,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
455,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
456,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
457,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
458,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
459,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
460,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
461,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
462,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
463,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
464,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
465,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
466,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
467,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
468,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
469,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
470,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
471,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
472,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
473,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
474,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
475,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
476,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
477,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
478,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
479,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
480,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
481,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
482,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
483,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
484,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
485,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
486,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
487,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
488,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
489,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
490,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
491,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
492,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
493,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
495,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
496,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
497,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
498,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
499,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
500,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
501,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
502,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
503,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
504,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
505,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
506,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
507,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
508,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
509,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
510,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
511,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
512,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
513,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
514,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
515,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
516,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
517,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
518,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
519,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
520,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
521,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
522,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
523,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
524,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
525,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
526,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
527,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
528,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
529,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
530,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
531,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
532,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
533,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
534,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
535,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
536,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
537,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
538,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
539,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
540,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
541,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
542,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
543,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
544,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
545,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
546,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
547,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
548,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
549,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
550,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
551,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
552,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
553,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
554,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
555,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
556,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
557,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
558,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
559,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
560,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
561,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
562,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
563,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
564,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
565,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
566,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
568,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
569,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
570,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
571,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
572,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
573,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
574,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
575,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
576,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
577,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
578,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
579,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
580,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
581,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
582,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
583,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
584,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
585,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
586,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
587,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
588,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
589,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
590,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
591,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
592,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
594,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
595,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
596,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
597,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
598,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
599,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
600,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
602,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
603,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
604,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
605,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
606,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
607,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
608,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
609,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
610,4,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
611,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
612,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
613,3,0,0.0,False,,,,,,0.0,,,,0,0.3333333333333333,,complex/indeterminate
615,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
616,3,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
617,5,0,0.0,False,,,,,,0.0,,,,0,0.2,,complex/indeterminate
618,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
619,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
620,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
621,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
622,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
623,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
624,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
625,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
626,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
627,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
628,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
629,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
630,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
631,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
632,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
633,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
634,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
635,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
636,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
637,3,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
638,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
639,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
640,3,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
641,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
643,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
644,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
645,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
646,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
647,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
648,4,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
649,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
650,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
651,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
652,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
653,2,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
654,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
655,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
656,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
657,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
658,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
659,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
660,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
661,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
662,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
663,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
664,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
666,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
667,1,0,0.0,False,,,,,,0.0,,,,0,0.0,,complex/indeterminate
