line_id,segment_id,global_segment_id,line_segment_count,line_total_length_km,segment_length_km,start_x_km,start_y_km,end_x_km,end_y_km,mid_x_km,mid_y_km,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,along_line_start_km,along_line_end_km,along_line_mid_km,raw_azimuth_deg,strike_deg,first_associated_event_time,first_associated_event_elapsed_minutes,total_associated_events,activated,activation_bin,activation_minutes,activation_hours,peak_count,peak_rate_events_per_hour,peak_bin,peak_bin_start_minutes,max_cumulative_count,first_associated_event_elapsed_hours,activation_delay_from_first_event_minutes,activation_delay_from_first_event_hours,activation_threshold_count_per_bin,activation_threshold_rate_per_hour,ever_associated,segment_dx_km,segment_dy_km,segment_mid_distance_from_origin_km,bend_flag,local_turn_angle_deg,distance_to_mw64_km,distance_to_mw71_km
12,0,12,1,0.112061207817822,0.112061207817822,-3.281571437462698,-13.663288345475456,-3.38902034854057,-13.695107299037266,-3.335295893001634,-13.67919782225636,-117.57961138495702,35.61706977544981,-117.580797252591,35.616782630913704,-117.58020431983464,35.61692620464511,0.0,0.112061207817822,0.056030603908911,196.4956545971069,73.50434540289308,2019-07-05 22:55:25.720000+00:00,1761.6113333333333,1,False,,,,1.0,2.0,58.0,1740.0,1.0,29.36018888888889,,,5,10.0,True,-0.10744891107787202,-0.031818953561810304,14.079937917274233,False,,12.443019870329861,17.71237260823582
13,0,13,1,0.0864902136968952,0.0864902136968952,-3.4579216962657595,-13.73888556410066,-3.520573408366913,-13.79851206857752,-3.4892475523163364,-13.76869881633909,-117.581557582616,35.6163878222403,-117.582248854601,35.6158501922326,-117.5819032197659,35.61611900773895,0.0,0.0864902136968952,0.0432451068484476,223.582770649956,46.41722935004398,2019-07-05 00:29:53.610000+00:00,416.07616666666667,3,False,,,,1.0,2.0,13.0,390.0,3.0,6.934602777777778,,,5,10.0,True,-0.06265171210115339,-0.05962650447686002,14.203940142664745,False,,12.609500291789445,17.792514327219592
14,0,14,1,0.4168246498644573,0.4134020846451529,-3.6131236077080646,-13.809604987435462,-3.938266416188127,-14.064915460551344,-3.775695011948096,-13.937260223993402,-117.583270341453,35.6157498782543,-117.58685790257,35.613447542770004,-117.5850641477337,35.61459872399594,0.0,0.4168246498644573,0.2084123249322286,218.1399121739425,51.86008782605754,2019-07-04 17:48:57.360000+00:00,15.138666666666667,11,False,,,,2.0,4.0,29.0,870.0,11.0,0.2523111111111111,,,5,10.0,True,-0.3251428084800625,-0.2553104731158822,14.439636261850863,False,,12.921646508868145,17.94741074669432
15,0,15,1,0.2343935550920674,0.2324070096673438,-4.104321675168006,-14.183853233460756,-3.942233219128151,-14.017298886291032,-4.023277447148078,-14.100576059875896,-117.588690102166,35.6123748898893,-117.58690191808898,35.6138766911564,-117.58779601848948,35.613125793891754,0.0,0.2343935550920674,0.1171967775460337,45.77853816624787,44.22146183375211,2019-07-05 09:05:06.070000+00:00,931.2838333333332,2,False,,,,1.0,2.0,31.0,930.0,2.0,15.52139722222222,,,5,10.0,True,0.16208845603985456,0.16655434716972373,14.663321814550605,False,,13.205719928536796,18.102762917324853
16,0,16,1,0.4466310580174848,0.4450277067046617,-3.9646617093050094,-14.075643015681878,-4.283146219286394,-14.386476213131456,-4.123903964295701,-14.231059614406668,-117.587149183088,35.61335075053681,-117.590662743491,35.61054790546151,-117.58890599395288,35.6119493409882,0.0,0.4466310580174848,0.2233155290087424,224.3034260568641,45.69657394313586,2019-07-04 20:47:32.980000+00:00,193.7323333333333,7,False,,,,1.0,2.0,6.0,180.0,7.0,3.228872222222222,,,5,10.0,True,-0.31848450998138444,-0.31083319744957727,14.816532713679347,False,,13.370351397229415,18.231002273794143
17,0,17,1,0.0694363815604411,0.0694363815604411,-4.322669518596413,-14.4173999132843,-4.377471329554837,-14.460039948461167,-4.350070424075625,-14.438719930872734,-117.591098793275,35.610269020299114,-117.59170340299,35.60988446749419,-117.59140109885642,35.61007674427955,0.0,0.0694363815604411,0.0347181907802205,217.88566847993943,52.11433152006055,2019-07-05 08:07:08.020000+00:00,873.3163333333334,2,False,,,,1.0,2.0,29.0,870.0,2.0,14.555272222222223,,,5,10.0,True,-0.0548018109584234,-0.042640035176868096,15.079779372941735,False,,13.674888275323466,18.435730249091097
18,0,18,1,0.2674332381815863,0.228964385391393,-4.413959214186241,-14.4655323490506,-4.494680320726673,-14.679795721414022,-4.454319767456457,-14.572664035232313,-117.592106083429,35.6098348024342,-117.59299579442002,35.60790329879821,-117.59255094427176,35.60886905151523,0.0,0.2674332381815863,0.1337166190907931,249.35671283569224,20.643287164307765,2019-07-04 21:55:02.800000+00:00,261.22933333333333,5,False,,,,1.0,2.0,8.0,240.0,5.0,4.353822222222222,,,5,10.0,True,-0.08072110654043119,-0.21426337236342263,15.238225017189722,False,,13.84448414992279,18.569274098041824
19,0,19,1,0.068161808568976,0.068161808568976,-4.499812868506216,-14.70786901108425,-4.468783374343465,-14.76855840586948,-4.484298121424841,-14.738213708476868,-117.59305228353598,35.607650252956894,-117.592709489851,35.607103404898304,-117.59288088610936,35.60737682905613,0.0,0.068161808568976,0.034080904284488,297.07991700568016,152.92008299431984,2019-07-05 02:19:14.960000+00:00,525.432,2,False,,,,1.0,2.0,17.0,510.0,2.0,8.757200000000001,,,5,10.0,True,0.031029494162750915,-0.06068939478523028,15.405319631820362,False,,13.99056903128908,18.73481783912483
20,0,20,1,0.0519070347214286,0.0519070347214286,-5.503549286531574,-14.440322654982683,-5.483173934029264,-14.392581841583894,-5.493361610280418,-14.416452248283289,-117.604131864594,35.6100565419759,-117.603907309275,35.610486939520705,-117.60401958723524,35.61027174080448,0.0,0.0519070347214286,0.0259535173607143,66.8876436993466,23.112356300653403,2019-07-04 21:09:37.900000+00:00,215.8143333333333,1,False,,,,1.0,2.0,7.0,210.0,1.0,3.596905555555556,,,5,10.0,True,0.020375352502310484,0.04774081339878933,15.427608927125906,False,,14.423205122922704,18.441304974811036
21,0,21,1,0.1730870573659492,0.1730023656888978,-5.498113803295146,-14.37149060146179,-5.480536969059221,-14.199383444631524,-5.489325386177184,-14.285437023046658,-117.604072342964,35.61067695008129,-117.603879517526,35.6122282356446,-117.60397593117295,35.61145259295133,0.0,0.1730870573659492,0.0865435286829746,84.16875557471758,5.831244425282421,,,0,False,,,,,,,,,,,,5,10.0,False,0.01757683423592482,0.17210715683026656,15.303803583905585,False,,14.326012218086666,18.31026741455342
22,0,22,1,0.1264297463309125,0.1256508430557817,-6.690668639634518,-15.155529638644254,-6.620327123465348,-15.05141333125847,-6.655497881549933,-15.103471484951362,-117.617227992778,35.603603103200705,-117.616452560437,35.60454197023581,-117.61684027887286,35.60407253736078,0.0,0.1264297463309125,0.0632148731654562,55.956835980384426,34.043164019615574,,,0,False,,,,,,,,,,,,5,10.0,False,0.0703415161691705,0.10411630738578381,16.504863009066586,False,,15.727226016559426,19.224364993524492
23,0,23,1,0.1233405224456892,0.1233405224456892,-6.631943270680139,-15.24836154954732,-6.620973972096534,-15.125509773142747,-6.626458621388337,-15.186935661345034,-117.616579139116,35.6027668119389,-117.616459091314,35.6038741399796,-117.61651911562666,35.60332047599956,0.0,0.1233405224456892,0.0616702612228446,84.89765430857665,5.102345691423324,,,0,False,,,,,,,,,,,,5,10.0,False,0.01096929858360518,0.12285177640457334,16.569639967205244,False,,15.765827647564773,19.304030776816926
24,0,24,1,0.1963392717297113,0.1940859945489985,-5.779809736244381,-16.167189170509705,-5.693974921078813,-15.993115169620523,-5.736892328661597,-16.080152170065112,-117.607168545092,35.5944908322861,-117.606222610285,35.5960602499806,-117.60669558230614,35.59527554211322,0.0,0.1963392717297113,0.0981696358648556,63.7523781554296,26.2476218445704,2019-07-04 21:13:24.460000+00:00,219.5903333333333,13,False,,,,3.0,6.0,23.0,690.0,13.0,3.659838888888889,,,5,10.0,True,0.08583481516556812,0.17407400088918124,17.072879880181492,False,,15.823742550758414,20.116498686185835
