event_time,latitude,longitude,depth_km,magnitude,event_id,time_rel_sec_from_64,time_rel_min_from_64,time_rel_hr_from_64,x_km,y_km
2019-07-24 16:26:23.920000+00:00,35.64573779518505,-117.45878360562284,4.80962504,1.26,79511,1723954.88,28732.58133333333,478.8763555555555,458.46663998428943,3944.753664984298
2019-07-24 16:26:56.460000+00:00,35.89597779518505,-117.69779972604272,4.620912620000001,1.83,79512,1723987.42,28733.123666666666,478.88539444444444,437.02599013202814,3972.6358156234405
2019-07-24 16:27:57.100000+00:00,35.79950179518505,-117.62881471347526,2.94427535,1.83,79513,1724048.06,28734.134333333335,478.9022388888889,443.18295401211674,3961.893024262833
2019-07-24 16:28:42.240000+00:00,35.60693179518505,-117.4515218155932,8.547582590000001,1.1,79514,1724093.2,28734.886666666665,478.9147777777778,459.1042920971097,3940.4466935813243
2019-07-24 16:28:58.470000+00:00,35.59791079518505,-117.47524416777698,5.484634850000001,0.65,79515,1724109.43,28735.157166666664,478.9192861111111,456.9508393962711,3939.456305477306
2019-07-24 16:29:32.670000+00:00,35.90446579518505,-117.68932034461176,6.80562179,1.0,79516,1724143.63,28735.727166666664,478.9287861111111,437.7978785679216,3973.571833237333
2019-07-24 16:30:08.660000+00:00,35.87109179518505,-117.73143191395144,4.889464910000001,0.42,79517,1724179.62,28736.327,478.9387833333334,433.9700959106768,3969.8977742566503
2019-07-24 16:30:21.320000+00:00,35.69948979518505,-117.57175947906352,5.078177330000001,1.05,79518,1724192.28,28736.538,478.9423,448.27360788880543,3950.7689225746717
2019-07-24 16:30:40.620000+00:00,35.68427979518505,-117.52637338196766,7.1830466300000015,0.65,79519,1724211.58,28736.859666666667,478.94766111111113,452.3706301318473,3949.059013110476
2019-07-24 16:31:23.440000+00:00,35.53515479518505,-117.43080566911776,4.99833746,1.22,79520,1724254.4,28737.57333333333,478.95955555555554,460.9458089698693,3932.4776590830493
2019-07-24 16:31:58.780000+00:00,36.07859079518505,-117.84080609147875,2.0878112900000003,1.02,79521,1724289.74,28738.162333333334,478.9693722222222,424.29456591190063,3992.9925126459975
2019-07-24 16:32:25.650000+00:00,35.687843795185046,-117.51248163896474,9.78872966,0.58,79522,1724316.61,28738.61016666667,478.97683611111114,453.6297105056482,3949.4476496607467
2019-07-24 16:32:26.840000+00:00,36.08594779518505,-117.86584763246712,3.80799758,0.78,79523,1724317.8,28738.63,478.9771666666667,422.047058861223,3993.8283287136996
2019-07-24 16:32:59.970000+00:00,35.79726779518505,-117.58307055148752,6.80562179,0.58,79524,1724350.93,28739.182166666666,478.98636944444445,447.31477585742726,3961.6196746496003
2019-07-24 16:33:07.080000+00:00,35.60494979518505,-117.44635467323704,4.41768386,0.52,79525,1724358.04,28739.300666666666,478.98834444444446,459.571301994746,3940.2247380053022
2019-07-24 16:33:25.650000+00:00,35.69583179518505,-117.59381421513709,6.210451850000001,1.14,79526,1724376.61,28739.61016666667,478.9935027777778,446.2758662576294,3950.375053681375
