region,assigned_event_count,assigned_fraction,corridor_overlap_count,corridor_overlap_fraction,unassigned_corridor_fraction,median_abs_across_km,p95_abs_across_km,along_min_km,along_max_km,centerline_length_km,half_width_km
Region_A,3038,0.638906414300736,1668,0.350788643533123,0.04290220820189274,0.9179956819829203,3.2505080047632435,0.20552012198879344,24.860559461013427,24.865486353865844,4.0
Region_B,3181,0.6689800210304943,1668,0.350788643533123,0.04290220820189274,1.1830204655385597,3.4497282808265926,0.24661222363020352,49.222161052975366,50.46874751692821,4.0
