pair_name,mainshock_a,mainshock_b,a_time,b_time,pair_time_sep_days,pair_sep_km,pair_depth_diff_km,pair_azimuth_deg
M1_M2,M1,M2,2025-11-09 08:03:39.240000+00:00,2025-12-08 14:15:10.180000+00:00,29.25799699074074,202.5897967686855,37.6,329.6523742944564
M1_M3,M1,M3,2025-11-09 08:03:39.240000+00:00,2026-04-20 07:52:58.060000+00:00,161.99257893518518,57.37913731731847,3.4999999999999982,328.6150948406275
M2_M3,M2,M3,2025-12-08 14:15:10.180000+00:00,2026-04-20 07:52:58.060000+00:00,132.73458194444444,145.22377590544454,-34.1,149.27556329170386
