event_id,origin_time,latitude,longitude,depth_km,magnitude,dist_a_km,dist_b_km,nearest_mainshock,second_nearest_mainshock,nearest_dist_km,second_nearest_dist_km,nearest_margin_km,nearest_ratio,proj_km,pos_norm,cross_km,midpoint_dist_km,dt_a_days,dt_b_days,pair_name,in_corridor,in_core_segment,in_sideband,endpoint_a_near,endpoint_b_near,shared_overlap,outer_band,assignment,corridor_width_km,assignment_stable_across_widths
0,2025-09-30 16:09:25.360000+00:00,38.703422,142.256738,41.35,2.8,132.99914295118714,148.4366829270662,M1,M3,132.99914295118714,148.4366829270662,15.437539975879048,0.8959991582170815,-9.84194764042285,-0.17133174793172334,-132.78681421041614,138.27331121097637,-39.66266064814815,-201.65523958333333,M1_M3,False,False,False,False,False,False,False,regional_background,12.0,True
1,2025-09-30 16:55:18.670000+00:00,38.959892,142.594434,27.66,1.2,92.75509655994613,109.34897114488344,M1,M3,92.75509655994613,109.34897114488344,16.59387458493731,0.8482484616800735,-0.8245525260896486,-0.014354072051371711,-92.85654521773951,97.44398911892311,-39.630793634259255,-201.62337256944446,M1_M3,False,False,False,False,False,False,True,outer_cluster,12.0,True
2,2025-09-30 18:47:05.380000+00:00,39.934501,142.485905,34.75,1.6,105.56606639516829,58.173849555007166,M3,M1,58.173849555007166,105.56606639516829,47.392216840161126,0.5510658068592177,96.25687047936694,1.6756701490599357,-43.63650950629055,80.40595011444863,-39.55316967592592,-201.5457486111111,M1_M3,False,False,False,False,False,False,True,outer_cluster,12.0,True
3,2025-09-30 20:09:46.600000+00:00,39.433223,142.694303,25.26,1.2,69.89862299175755,60.29810759556602,M3,M1,60.29810759556602,69.89862299175755,9.600515396191525,0.8626508651347307,39.47789939179806,0.6872438011851564,-57.778402305996224,58.77104078128694,-39.49574814814815,-201.48832708333333,M1_M3,False,False,False,False,False,False,True,outer_cluster,12.0,True
4,2025-09-30 22:13:00.920000+00:00,38.903324,142.44873,33.32,1.1,106.77773231147529,120.83298949398366,M1,M3,106.77773231147529,120.83298949398366,14.05525718250837,0.8836802992182181,0.39383025421283735,0.006855922049975603,-106.89829060684286,110.58808358944694,-39.41016574074074,-201.40274467592593,M1_M3,False,False,False,False,False,False,False,regional_background,12.0,True
5,2025-09-30 23:20:00.640000+00:00,38.56606,144.341781,19.38,1.1,117.66886647884151,174.78448767242566,M1,M3,117.66886647884151,174.78448767242566,57.11562119358415,0.673222595699522,-117.0857451052473,-2.038265808728521,12.975635695100069,146.38386975902827,-39.36364120370371,-201.35622013888892,M1_M3,False,False,False,False,False,False,False,regional_background,12.0,True
6,2025-10-01 00:40:52.420000+00:00,40.108101,141.340902,9.98,0.3,201.11968587368713,157.55251828138475,M2,M3,124.69010395030557,157.55251828138475,32.86241433107918,0.7914193013888375,163.8721447826207,2.8527383022859243,-117.00045522859173,178.7587603911277,-39.30748634259259,-201.30006527777778,M1_M3,False,False,False,False,False,False,False,regional_background,12.0,True
7,2025-10-01 00:45:22.260000+00:00,39.66012,142.132129,45.69,1.2,121.35374929938743,89.91948392740538,M3,M1,89.91948392740538,121.35374929938743,31.43426537198205,0.7409699695851035,86.17252150255528,1.500118601736687,-85.64181134589472,103.12658936229468,-39.30436319444444,-201.29694212962963,M1_M3,False,False,False,False,False,False,True,outer_cluster,12.0,True
8,2025-10-01 01:13:56.990000+00:00,40.063778,142.028923,11.8,1.2,146.2515568608884,99.26727075954508,M3,M2,99.26727075954508,102.90229276372082,3.635022004175738,0.9646750144574301,128.92388369896028,2.244347882279534,-69.40608967692604,121.89192856433175,-39.28451678240741,-201.2770957175926,M1_M3,False,False,False,False,False,False,True,outer_cluster,12.0,True
9,2025-10-01 03:36:56.830000+00:00,40.665739,141.400553,84.06,1.2,227.82240096468945,174.945062588433,M2,M3,81.89496094626392,174.945062588433,93.05010164216907,0.4681181608361587,213.7534729392672,3.7210882930065567,-79.59210654006087,201.4238946873806,-39.185213078703704,-201.1777920138889,M1_M3,False,False,False,False,False,False,False,regional_background,12.0,True
