event_id,origin_time,latitude,longitude,depth_km,magnitude,dist_a_km,dist_b_km,nearest_mainshock,second_nearest_mainshock,nearest_dist_km,second_nearest_dist_km,nearest_margin_km,nearest_ratio,proj_km,pos_norm,cross_km,midpoint_dist_km,dt_a_days,dt_b_days,pair_name,in_corridor,in_core_segment,in_sideband,endpoint_a_near,endpoint_b_near,shared_overlap,outer_band,assignment,corridor_width_km,assignment_stable_across_widths
10,2025-10-01 04:45:49.110000+00:00,39.972253,142.222461,12.58,1.4,126.89359557785012,110.86071461926691,M3,M2,81.0171430201215,110.86071461926691,29.84357159914542,0.7308011976863191,110.80697675574902,0.546322806063613,-62.13336926336379,62.83970117805134,-39.13738576388889,-68.39538275462964,M1_M2,False,False,True,False,False,False,False,regional_background,36.46616341836339,True
11,2025-10-01 05:06:12.270000+00:00,39.175598,142.422591,23.87,0.9,96.66033264266856,199.6346912487787,M1,M3,96.66033264266856,97.26428567164619,0.603953028977628,0.9937905982159113,26.09298531908822,0.1286488755082954,-93.18554193558232,119.818379407556,-39.12322881944445,-68.38122581018519,M1_M2,False,False,False,False,False,False,True,outer_cluster,36.46616341836339,True
12,2025-10-01 05:08:06.270000+00:00,38.505037,141.93182,38.3,0.9,168.8154886931951,275.5564676780598,M1,M3,168.8154886931951,182.3550032295389,13.539514536343802,0.9257518889169113,-16.122731892630707,-0.07949153010833604,-168.2392979177924,205.2286249448108,-39.121909375,-68.37990636574074,M1_M2,False,False,False,False,False,False,False,regional_background,36.46616341836339,True
13,2025-10-01 05:38:52.020000+00:00,40.01259,141.9618,53.37,0.7,148.59702961584827,109.75944653228926,M3,M2,103.66511740022244,109.75944653228926,6.094329132066818,0.9444755843382102,126.06003875544341,0.6215265150421903,-78.99739049439422,82.75343841082984,-39.10054652777778,-68.35854351851852,M1_M2,False,False,False,False,False,False,False,regional_background,36.46616341836339,True
14,2025-10-01 06:30:04.920000+00:00,39.975724,142.086393,9.84,0.8,137.2782189586669,111.64609391113166,M3,M2,92.51828699893953,111.64609391113166,19.127806912192128,0.8286746428637483,117.0954383702785,0.5773274421944767,-71.95189534726546,73.64140797120471,-39.06498055555555,-68.3229775462963,M1_M2,False,False,True,False,False,False,False,regional_background,36.46616341836339,True
15,2025-10-01 08:50:40.190000+00:00,40.386218,142.950456,20.87,1.1,119.29499268355598,85.47347156549563,M3,M2,63.01163446540108,85.47347156549563,22.46183710009455,0.7372069170855807,118.46562271364525,0.5840830001675329,15.146086036280979,22.808824126633677,-38.967350115740736,-68.22534710648148,M1_M2,True,True,False,False,False,False,True,corridor_like,36.46616341836339,True
16,2025-10-01 08:55:28.060000+00:00,40.129663,142.438493,38.13,2.7,122.01234156419643,94.0819910387821,M3,M2,69.06819766454991,94.0819910387821,25.013793374232193,0.7341277209586147,116.35531015969518,0.5736783134781143,-37.1807370892694,40.07144459402908,-38.96401828703704,-68.22201527777779,M1_M2,False,False,True,False,False,False,True,outer_cluster,36.46616341836339,False
17,2025-10-01 10:27:00.290000+00:00,40.974394,143.146826,18.52,0.9,177.49838006329236,72.10727305175291,M2,M3,72.10727305175291,125.9194140064076,53.812140954654694,0.5726461929697642,166.10203522812995,0.818949606203392,63.14183082809831,90.39767048711941,-38.900450810185184,-68.15844780092593,M1_M2,False,False,True,False,False,False,True,outer_cluster,36.46616341836339,True
18,2025-10-01 10:38:13.300000+00:00,40.160352,142.751758,11.88,1.4,106.18640199801999,97.97834788161657,M3,M2,49.44269923592513,97.97834788161657,48.53564864569144,0.5046288318278731,105.58318489395006,0.5205674185258676,-12.382870470907354,13.066649116294876,-38.89266134259259,-68.15065833333333,M1_M2,True,True,False,False,False,False,True,corridor_like,36.46616341836339,True
19,2025-10-01 11:36:32.820000+00:00,39.182104,142.405811,34.14,1.2,97.86779921613534,198.83535094133353,M3,M1,97.6561649721004,97.86779921613534,0.2116342440349399,0.9978375497790897,27.452181430488096,0.13535025709374873,-94.05417300058323,119.65027397583523,-38.85215763888889,-68.11015462962963,M1_M2,False,False,False,False,False,False,True,outer_cluster,36.46616341836339,True
20,2025-10-01 11:52:18.130000+00:00,40.099084,141.406885,6.29,-0.1,195.55080345123326,121.98249314770985,M2,M3,121.98249314770985,151.85175681062674,29.869263662916893,0.8032998478893686,158.5687220126114,0.7818073527518767,-114.82532817504129,128.26452633754494,-38.84121655092592,-68.09921354166667,M1_M2,False,False,False,False,False,False,False,regional_background,36.46616341836339,True
21,2025-10-01 14:08:36.670000+00:00,39.622294,143.210059,14.07,1.2,35.3400538303648,168.83495508619797,M3,M1,24.847956602775113,35.3400538303648,10.492097227589689,0.7031103212815513,34.11254304819852,0.1681885092952028,-9.384456036389482,67.9502438493784,-38.74655752314815,-68.00455451388889,M1_M2,True,True,False,False,False,False,True,corridor_like,36.46616341836339,True
