stage,interval_index,interval_label,start_time,end_time,start_time_iso,end_time_iso,duration_hours,is_final_interval,bin_inclusion_rule,event_count
stage1,1,stage1_01,2019-07-04T17:33:49.040000+0000,2019-07-04T18:03:49.040000+0000,2019-07-04T17:33:49.040000+00:00,2019-07-04T18:03:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,68
stage1,2,stage1_02,2019-07-04T18:03:49.040000+0000,2019-07-04T18:33:49.040000+0000,2019-07-04T18:03:49.040000+00:00,2019-07-04T18:33:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,70
stage1,3,stage1_03,2019-07-04T18:33:49.040000+0000,2019-07-04T19:03:49.040000+0000,2019-07-04T18:33:49.040000+00:00,2019-07-04T19:03:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,65
stage1,4,stage1_04,2019-07-04T19:03:49.040000+0000,2019-07-04T19:33:49.040000+0000,2019-07-04T19:03:49.040000+00:00,2019-07-04T19:33:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,65
stage1,5,stage1_05,2019-07-04T19:33:49.040000+0000,2019-07-04T20:03:49.040000+0000,2019-07-04T19:33:49.040000+00:00,2019-07-04T20:03:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,75
stage1,6,stage1_06,2019-07-04T20:03:49.040000+0000,2019-07-04T20:33:49.040000+0000,2019-07-04T20:03:49.040000+00:00,2019-07-04T20:33:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,72
stage1,7,stage1_07,2019-07-04T20:33:49.040000+0000,2019-07-04T21:03:49.040000+0000,2019-07-04T20:33:49.040000+00:00,2019-07-04T21:03:49.040000+00:00,0.5,False,left_closed_right_open_except_final_closed,67
stage1,8,stage1_08,2019-07-04T21:03:49.040000+0000,2019-07-04T21:33:49.040000+0000,2019-07-04T21:03:49.040000+00:00,2019-07-04T21:33:49.040000+00:00,0.5,True,left_closed_right_open_except_final_closed,68
