cell_id,ix,iy,xmin_km,xmax_km,ymin_km,ymax_km,x_center_km,y_center_km,centroid_longitude,centroid_latitude
110,1,54,-26.0,-25.0,25.0,26.0,-25.5,25.5,-117.82610051946658,35.96970837592652
111,1,55,-26.0,-25.0,26.0,27.0,-25.5,26.5,-117.82613259727313,35.9787206908011
112,2,0,-25.0,-24.0,-29.0,-28.0,-24.5,-28.5,-117.81336650122181,35.48304849716609
113,2,1,-25.0,-24.0,-28.0,-27.0,-24.5,-27.5,-117.81339670966614,35.49206154822328
114,2,2,-25.0,-24.0,-27.0,-26.0,-24.5,-26.5,-117.81342692929323,35.501074585772365
115,2,3,-25.0,-24.0,-26.0,-25.0,-24.5,-25.5,-117.81345716010829,35.51008760981189
116,2,4,-25.0,-24.0,-25.0,-24.0,-24.5,-24.5,-117.81348740211654,35.51910062034044
117,2,5,-25.0,-24.0,-24.0,-23.0,-24.5,-23.5,-117.81351765532322,35.528113617356546
118,2,6,-25.0,-24.0,-23.0,-22.0,-24.5,-22.5,-117.81354791973357,35.53712660085879
119,2,7,-25.0,-24.0,-22.0,-21.0,-24.5,-21.5,-117.81357819535287,35.54613957084572
120,2,8,-25.0,-24.0,-21.0,-20.0,-24.5,-20.5,-117.81360848218635,35.55515252731589
121,2,9,-25.0,-24.0,-20.0,-19.0,-24.5,-19.5,-117.81363878023926,35.56416547026789
122,2,10,-25.0,-24.0,-19.0,-18.0,-24.5,-18.5,-117.81366908951682,35.57317839970028
123,2,11,-25.0,-24.0,-18.0,-17.0,-24.5,-17.5,-117.81369941002436,35.58219131561161
124,2,12,-25.0,-24.0,-17.0,-16.0,-24.5,-16.5,-117.81372974176706,35.59120421800044
125,2,13,-25.0,-24.0,-16.0,-15.0,-24.5,-15.5,-117.81376008475026,35.60021710686537
126,2,14,-25.0,-24.0,-15.0,-14.0,-24.5,-14.5,-117.81379043897921,35.609229982204965
127,2,15,-25.0,-24.0,-14.0,-13.0,-24.5,-13.5,-117.81382080445916,35.61824284401778
128,2,16,-25.0,-24.0,-13.0,-12.0,-24.5,-12.5,-117.8138511811954,35.6272556923024
129,2,17,-25.0,-24.0,-12.0,-11.0,-24.5,-11.5,-117.81388156919321,35.63626852705739
130,2,18,-25.0,-24.0,-11.0,-10.0,-24.5,-10.5,-117.81391196845787,35.64528134828135
131,2,19,-25.0,-24.0,-10.0,-9.0,-24.5,-9.5,-117.81394237899468,35.65429415597283
132,2,20,-25.0,-24.0,-9.0,-8.0,-24.5,-8.5,-117.81397280080894,35.66330695013042
133,2,21,-25.0,-24.0,-8.0,-7.0,-24.5,-7.5,-117.81400323390591,35.672319730752704
134,2,22,-25.0,-24.0,-7.0,-6.0,-24.5,-6.5,-117.81403367829091,35.68133249783826
135,2,23,-25.0,-24.0,-6.0,-5.0,-24.5,-5.5,-117.81406413396923,35.69034525138567
136,2,24,-25.0,-24.0,-5.0,-4.0,-24.5,-4.5,-117.81409460094619,35.69935799139352
137,2,25,-25.0,-24.0,-4.0,-3.0,-24.5,-3.5,-117.81412507922711,35.70837071786039
138,2,26,-25.0,-24.0,-3.0,-2.0,-24.5,-2.5,-117.81415556881726,35.717383430784885
139,2,27,-25.0,-24.0,-2.0,-1.0,-24.5,-1.5,-117.814186069722,35.72639613016557
140,2,28,-25.0,-24.0,-1.0,0.0,-24.5,-0.5,-117.81421658194662,35.73540881600105
141,2,29,-25.0,-24.0,0.0,1.0,-24.5,0.5,-117.81424710549648,35.7444214882899
142,2,30,-25.0,-24.0,1.0,2.0,-24.5,1.5,-117.81427764037687,35.753434147030724
143,2,31,-25.0,-24.0,2.0,3.0,-24.5,2.5,-117.81430818659312,35.76244679222212
144,2,32,-25.0,-24.0,3.0,4.0,-24.5,3.5,-117.81433874415059,35.77145942386268
145,2,33,-25.0,-24.0,4.0,5.0,-24.5,4.5,-117.81436931305458,35.78047204195101
146,2,34,-25.0,-24.0,5.0,6.0,-24.5,5.5,-117.8143998933105,35.789484646485676
147,2,35,-25.0,-24.0,6.0,7.0,-24.5,6.5,-117.81443048492363,35.79849723746529
148,2,36,-25.0,-24.0,7.0,8.0,-24.5,7.5,-117.81446108789935,35.807509814888476
149,2,37,-25.0,-24.0,8.0,9.0,-24.5,8.5,-117.81449170224299,35.816522378753824
150,2,38,-25.0,-24.0,9.0,10.0,-24.5,9.5,-117.8145223279599,35.82553492905992
151,2,39,-25.0,-24.0,10.0,11.0,-24.5,10.5,-117.81455296505548,35.83454746580538
152,2,40,-25.0,-24.0,11.0,12.0,-24.5,11.5,-117.81458361353508,35.84355998898881
153,2,41,-25.0,-24.0,12.0,13.0,-24.5,12.5,-117.81461427340408,35.85257249860882
154,2,42,-25.0,-24.0,13.0,14.0,-24.5,13.5,-117.81464494466779,35.86158499466402
155,2,43,-25.0,-24.0,14.0,15.0,-24.5,14.5,-117.81467562733162,35.87059747715301
156,2,44,-25.0,-24.0,15.0,16.0,-24.5,15.5,-117.81470632140096,35.8796099460744
157,2,45,-25.0,-24.0,16.0,17.0,-24.5,16.5,-117.81473702688119,35.88862240142682
158,2,46,-25.0,-24.0,17.0,18.0,-24.5,17.5,-117.81476774377767,35.89763484320886
159,2,47,-25.0,-24.0,18.0,19.0,-24.5,18.5,-117.81479847209583,35.906647271419175
160,2,48,-25.0,-24.0,19.0,20.0,-24.5,19.5,-117.814829211841,35.91565968605633
161,2,49,-25.0,-24.0,20.0,21.0,-24.5,20.5,-117.81485996301865,35.92467208711898
162,2,50,-25.0,-24.0,21.0,22.0,-24.5,21.5,-117.81489072563413,35.93368447460573
163,2,51,-25.0,-24.0,22.0,23.0,-24.5,22.5,-117.81492149969287,35.9426968485152
164,2,52,-25.0,-24.0,23.0,24.0,-24.5,23.5,-117.81495228520028,35.95170920884601
165,2,53,-25.0,-24.0,24.0,25.0,-24.5,24.5,-117.8149830821617,35.960721555596784
166,2,54,-25.0,-24.0,25.0,26.0,-24.5,25.5,-117.81501389058263,35.96973388876617
167,2,55,-25.0,-24.0,26.0,27.0,-24.5,26.5,-117.81504471046846,35.97874620835276
168,3,0,-24.0,-23.0,-29.0,-28.0,-23.5,-28.5,-117.80234710415598,35.48307274732195
169,3,1,-24.0,-23.0,-28.0,-27.0,-23.5,-27.5,-117.80237607963146,35.49208580282707
170,3,2,-24.0,-23.0,-27.0,-26.0,-23.5,-26.5,-117.80240506583326,35.50109884482547
171,3,3,-24.0,-23.0,-26.0,-25.0,-23.5,-25.5,-117.80243406276637,35.510111873315694
172,3,4,-24.0,-23.0,-25.0,-24.0,-23.5,-24.5,-117.80246307043582,35.519124888296325
173,3,5,-24.0,-23.0,-24.0,-23.0,-23.5,-23.5,-117.80249208884669,35.5281378897659
174,3,6,-24.0,-23.0,-23.0,-22.0,-23.5,-22.5,-117.80252111800394,35.53715087772299
175,3,7,-24.0,-23.0,-22.0,-21.0,-23.5,-21.5,-117.80255015791263,35.54616385216615
176,3,8,-24.0,-23.0,-21.0,-20.0,-23.5,-20.5,-117.8025792085778,35.55517681309396
177,3,9,-24.0,-23.0,-20.0,-19.0,-23.5,-19.5,-117.8026082700045,35.56418976050495
178,3,10,-24.0,-23.0,-19.0,-18.0,-23.5,-18.5,-117.80263734219773,35.57320269439773
179,3,11,-24.0,-23.0,-18.0,-17.0,-23.5,-17.5,-117.80266642516254,35.58221561477084
180,3,12,-24.0,-23.0,-17.0,-16.0,-23.5,-16.5,-117.802695518904,35.59122852162285
181,3,13,-24.0,-23.0,-16.0,-15.0,-23.5,-15.5,-117.80272462342717,35.60024141495234
182,3,14,-24.0,-23.0,-15.0,-14.0,-23.5,-14.5,-117.8027537387371,35.609254294757875
183,3,15,-24.0,-23.0,-14.0,-13.0,-23.5,-13.5,-117.80278286483883,35.618267161038034
184,3,16,-24.0,-23.0,-13.0,-12.0,-23.5,-12.5,-117.80281200173742,35.62728001379138
185,3,17,-24.0,-23.0,-12.0,-11.0,-23.5,-11.5,-117.80284114943797,35.63629285301649
186,3,18,-24.0,-23.0,-11.0,-10.0,-23.5,-10.5,-117.80287030794548,35.64530567871196
187,3,19,-24.0,-23.0,-10.0,-9.0,-23.5,-9.5,-117.80289947726509,35.654318490876356
188,3,20,-24.0,-23.0,-9.0,-8.0,-23.5,-8.5,-117.80292865740185,35.66333128950824
189,3,21,-24.0,-23.0,-8.0,-7.0,-23.5,-7.5,-117.80295784836082,35.67234407460624
190,3,22,-24.0,-23.0,-7.0,-6.0,-23.5,-6.5,-117.80298705014712,35.68135684616887
191,3,23,-24.0,-23.0,-6.0,-5.0,-23.5,-5.5,-117.80301626276582,35.69036960419476
192,3,24,-24.0,-23.0,-5.0,-4.0,-23.5,-4.5,-117.80304548622199,35.699382348682505
193,3,25,-24.0,-23.0,-4.0,-3.0,-23.5,-3.5,-117.80307472052074,35.708395079630655
194,3,26,-24.0,-23.0,-3.0,-2.0,-23.5,-2.5,-117.80310396566716,35.71740779703783
195,3,27,-24.0,-23.0,-2.0,-1.0,-23.5,-1.5,-117.80313322166636,35.72642050090259
196,3,28,-24.0,-23.0,-1.0,0.0,-23.5,-0.5,-117.80316248852344,35.73543319122355
197,3,29,-24.0,-23.0,0.0,1.0,-23.5,0.5,-117.80319176624349,35.74444586799928
198,3,30,-24.0,-23.0,1.0,2.0,-23.5,1.5,-117.80322105483164,35.75345853122839
199,3,31,-24.0,-23.0,2.0,3.0,-23.5,2.5,-117.80325035429298,35.76247118090947
200,3,32,-24.0,-23.0,3.0,4.0,-23.5,3.5,-117.80327966463267,35.771483817041116
201,3,33,-24.0,-23.0,4.0,5.0,-23.5,4.5,-117.80330898585578,35.78049643962193
202,3,34,-24.0,-23.0,5.0,6.0,-23.5,5.5,-117.80333831796743,35.78950904865048
203,3,35,-24.0,-23.0,6.0,7.0,-23.5,6.5,-117.80336766097281,35.7985216441254
204,3,36,-24.0,-23.0,7.0,8.0,-23.5,7.5,-117.80339701487698,35.80753422604529
205,3,37,-24.0,-23.0,8.0,9.0,-23.5,8.5,-117.80342637968513,35.81654679440874
206,3,38,-24.0,-23.0,9.0,10.0,-23.5,9.5,-117.80345575540237,35.82555934921435
207,3,39,-24.0,-23.0,10.0,11.0,-23.5,10.5,-117.80348514203382,35.83457189046073
208,3,40,-24.0,-23.0,11.0,12.0,-23.5,11.5,-117.80351453958467,35.8435844181465
209,3,41,-24.0,-23.0,12.0,13.0,-23.5,12.5,-117.80354394806005,35.85259693227025
210,3,42,-24.0,-23.0,13.0,14.0,-23.5,13.5,-117.80357336746509,35.86160943283059
211,3,43,-24.0,-23.0,14.0,15.0,-23.5,14.5,-117.80360279780496,35.870621919826156
212,3,44,-24.0,-23.0,15.0,16.0,-23.5,15.5,-117.80363223908485,35.87963439325552
213,3,45,-24.0,-23.0,16.0,17.0,-23.5,16.5,-117.80366169130987,35.888646853117315
214,3,46,-24.0,-23.0,17.0,18.0,-23.5,17.5,-117.80369115448521,35.89765929941016
215,3,47,-24.0,-23.0,18.0,19.0,-23.5,18.5,-117.80372062861602,35.90667173213266
216,3,48,-24.0,-23.0,19.0,20.0,-23.5,19.5,-117.8037501137075,35.91568415128346
217,3,49,-24.0,-23.0,20.0,21.0,-23.5,20.5,-117.8037796097648,35.924696556861136
218,3,50,-24.0,-23.0,21.0,22.0,-23.5,21.5,-117.80380911679315,35.933708948864336
219,3,51,-24.0,-23.0,22.0,23.0,-23.5,22.5,-117.80383863479766,35.942721327291686
220,3,52,-24.0,-23.0,23.0,24.0,-23.5,23.5,-117.80386816378356,35.95173369214178
221,3,53,-24.0,-23.0,24.0,25.0,-23.5,24.5,-117.80389770375606,35.96074604341326
222,3,54,-24.0,-23.0,25.0,26.0,-23.5,25.5,-117.80392725472028,35.96975838110476
223,3,55,-24.0,-23.0,26.0,27.0,-23.5,26.5,-117.80395681668148,35.978770705214906
224,4,0,-23.0,-22.0,-29.0,-28.0,-22.5,-28.5,-117.79132770059478,35.48309598706588
225,4,1,-23.0,-22.0,-28.0,-27.0,-22.5,-27.5,-117.79135544309777,35.492109046833605
226,4,2,-23.0,-22.0,-27.0,-26.0,-22.5,-26.5,-117.79138319587064,35.50112209309594
227,4,3,-23.0,-22.0,-26.0,-25.0,-22.5,-25.5,-117.7914109589182,35.510135125851434
228,4,4,-23.0,-22.0,-25.0,-24.0,-22.5,-24.5,-117.7914387322453,35.51914814509863
229,4,5,-23.0,-22.0,-24.0,-23.0,-22.5,-23.5,-117.79146651585668,35.52816115083613
230,4,6,-23.0,-22.0,-23.0,-22.0,-22.5,-22.5,-117.79149430975723,35.53717414306245
231,4,7,-23.0,-22.0,-22.0,-21.0,-22.5,-21.5,-117.7915221139517,35.54618712177618
232,4,8,-23.0,-22.0,-21.0,-20.0,-22.5,-20.5,-117.79154992844495,35.55520008697587
233,4,9,-23.0,-22.0,-20.0,-19.0,-22.5,-19.5,-117.79157775324178,35.56421303866009
234,4,10,-23.0,-22.0,-19.0,-18.0,-22.5,-18.5,-117.79160558834702,35.57322597682741
235,4,11,-23.0,-22.0,-18.0,-17.0,-22.5,-17.5,-117.79163343376554,35.5822389014764
236,4,12,-23.0,-22.0,-17.0,-16.0,-22.5,-16.5,-117.79166128950213,35.59125181260562
237,4,13,-23.0,-22.0,-16.0,-15.0,-22.5,-15.5,-117.79168915556163,35.60026471021365
238,4,14,-23.0,-22.0,-15.0,-14.0,-22.5,-14.5,-117.79171703194889,35.60927759429906
239,4,15,-23.0,-22.0,-14.0,-13.0,-22.5,-13.5,-117.79174491866874,35.61829046486042
240,4,16,-23.0,-22.0,-13.0,-12.0,-22.5,-12.5,-117.79177281572605,35.627303321896306
241,4,17,-23.0,-22.0,-12.0,-11.0,-22.5,-11.5,-117.79180072312566,35.63631616540529
242,4,18,-23.0,-22.0,-11.0,-10.0,-22.5,-10.5,-117.79182864087241,35.645328995385974
243,4,19,-23.0,-22.0,-10.0,-9.0,-22.5,-9.5,-117.79185656897114,35.6543418118369
244,4,20,-23.0,-22.0,-9.0,-8.0,-22.5,-8.5,-117.79188450742676,35.66335461475667
245,4,21,-23.0,-22.0,-8.0,-7.0,-22.5,-7.5,-117.7919124562441,35.67236740414386
246,4,22,-23.0,-22.0,-7.0,-6.0,-22.5,-6.5,-117.79194041542803,35.68138017999706
247,4,23,-23.0,-22.0,-6.0,-5.0,-22.5,-5.5,-117.79196838498342,35.69039294231485
248,4,24,-23.0,-22.0,-5.0,-4.0,-22.5,-4.5,-117.79199636491515,35.699405691095805
249,4,25,-23.0,-22.0,-4.0,-3.0,-22.5,-3.5,-117.79202435522811,35.70841842633853
250,4,26,-23.0,-22.0,-3.0,-2.0,-22.5,-2.5,-117.79205235592713,35.7174311480416
251,4,27,-23.0,-22.0,-2.0,-1.0,-22.5,-1.5,-117.7920803670171,35.72644385620361
252,4,28,-23.0,-22.0,-1.0,0.0,-22.5,-0.5,-117.79210838850297,35.735456550823166
253,4,29,-23.0,-22.0,0.0,1.0,-22.5,0.5,-117.79213642038954,35.74446923189883
254,4,30,-23.0,-22.0,1.0,2.0,-22.5,1.5,-117.79216446268178,35.75348189942922
255,4,31,-23.0,-22.0,2.0,3.0,-22.5,2.5,-117.79219251538453,35.76249455341291
256,4,32,-23.0,-22.0,3.0,4.0,-22.5,3.5,-117.79222057850272,35.771507193848514
257,4,33,-23.0,-22.0,4.0,5.0,-22.5,4.5,-117.79224865204125,35.780519820734625
258,4,34,-23.0,-22.0,5.0,6.0,-22.5,5.5,-117.79227673600502,35.78953243406984
259,4,35,-23.0,-22.0,6.0,7.0,-22.5,6.5,-117.79230483039893,35.79854503385277
260,4,36,-23.0,-22.0,7.0,8.0,-22.5,7.5,-117.79233293522792,35.807557620082
261,4,37,-23.0,-22.0,8.0,9.0,-22.5,8.5,-117.79236105049685,35.81657019275613
262,4,38,-23.0,-22.0,9.0,10.0,-22.5,9.5,-117.7923891762107,35.82558275187378
263,4,39,-23.0,-22.0,10.0,11.0,-22.5,10.5,-117.79241731237435,35.83459529743356
264,4,40,-23.0,-22.0,11.0,12.0,-22.5,11.5,-117.79244545899274,35.84360782943407
265,4,41,-23.0,-22.0,12.0,13.0,-22.5,12.5,-117.79247361607081,35.8526203478739
266,4,42,-23.0,-22.0,13.0,14.0,-22.5,13.5,-117.7925017836135,35.86163285275169
267,4,43,-23.0,-22.0,14.0,15.0,-22.5,14.5,-117.7925299616257,35.87064534406604
