cell_id,ix,iy,xmin_km,xmax_km,ymin_km,ymax_km,x_center_km,y_center_km,centroid_longitude,centroid_latitude
670,11,54,-16.0,-15.0,25.0,26.0,-15.5,25.5,-117.71523395077742,35.969917581605166
671,11,55,-16.0,-15.0,26.0,27.0,-15.5,26.5,-117.71525344922044,35.97892993511846
672,12,0,-15.0,-14.0,-29.0,-28.0,-14.5,-28.5,-117.70317227143752,35.483245530028874
673,12,1,-15.0,-14.0,-28.0,-27.0,-14.5,-27.5,-117.70319015004924,35.4922586172257
674,12,2,-15.0,-14.0,-27.0,-26.0,-14.5,-26.5,-117.70320803527937,35.501271690925655
675,12,3,-15.0,-14.0,-26.0,-25.0,-14.5,-25.5,-117.70322592713106,35.51028475112729
676,12,4,-15.0,-14.0,-25.0,-24.0,-14.5,-24.5,-117.7032438256074,35.51929779782917
677,12,5,-15.0,-14.0,-24.0,-23.0,-14.5,-23.5,-117.70326173071147,35.528310831029856
678,12,6,-15.0,-14.0,-23.0,-22.0,-14.5,-22.5,-117.70327964244642,35.537323850727915
679,12,7,-15.0,-14.0,-22.0,-21.0,-14.5,-21.5,-117.70329756081529,35.546336856921926
680,12,8,-15.0,-14.0,-21.0,-20.0,-14.5,-20.5,-117.70331548582121,35.55534984961043
681,12,9,-15.0,-14.0,-20.0,-19.0,-14.5,-19.5,-117.70333341746732,35.56436282879202
682,12,10,-15.0,-14.0,-19.0,-18.0,-14.5,-18.5,-117.7033513557567,35.573375794465264
683,12,11,-15.0,-14.0,-18.0,-17.0,-14.5,-17.5,-117.70336930069246,35.582388746628716
684,12,12,-15.0,-14.0,-17.0,-16.0,-14.5,-16.5,-117.70338725227772,35.591401685280985
685,12,13,-15.0,-14.0,-16.0,-15.0,-14.5,-15.5,-117.70340521051561,35.60041461042062
686,12,14,-15.0,-14.0,-15.0,-14.0,-14.5,-14.5,-117.70342317540923,35.6094275220462
687,12,15,-15.0,-14.0,-14.0,-13.0,-14.5,-13.5,-117.70344114696171,35.61844042015632
688,12,16,-15.0,-14.0,-13.0,-12.0,-14.5,-12.5,-117.70345912517617,35.62745330474952
689,12,17,-15.0,-14.0,-12.0,-11.0,-14.5,-11.5,-117.70347711005573,35.636466175824424
690,12,18,-15.0,-14.0,-11.0,-10.0,-14.5,-10.5,-117.70349510160354,35.6454790333796
691,12,19,-15.0,-14.0,-10.0,-9.0,-14.5,-9.5,-117.70351309982273,35.654491877413626
692,12,20,-15.0,-14.0,-9.0,-8.0,-14.5,-8.5,-117.70353110471638,35.66350470792508
693,12,21,-15.0,-14.0,-8.0,-7.0,-14.5,-7.5,-117.70354911628769,35.672517524912564
694,12,22,-15.0,-14.0,-7.0,-6.0,-14.5,-6.5,-117.70356713453977,35.68153032837466
695,12,23,-15.0,-14.0,-6.0,-5.0,-14.5,-5.5,-117.70358515947572,35.69054311830996
696,12,24,-15.0,-14.0,-5.0,-4.0,-14.5,-4.5,-117.70360319109875,35.69955589471703
697,12,25,-15.0,-14.0,-4.0,-3.0,-14.5,-3.5,-117.70362122941194,35.70856865759449
698,12,26,-15.0,-14.0,-3.0,-2.0,-14.5,-2.5,-117.70363927441845,35.71758140694094
699,12,27,-15.0,-14.0,-2.0,-1.0,-14.5,-1.5,-117.70365732612147,35.72659414275493
700,12,28,-15.0,-14.0,-1.0,0.0,-14.5,-0.5,-117.7036753845241,35.73560686503509
701,12,29,-15.0,-14.0,0.0,1.0,-14.5,0.5,-117.7036934496295,35.74461957378001
702,12,30,-15.0,-14.0,1.0,2.0,-14.5,1.5,-117.70371152144085,35.75363226898829
703,12,31,-15.0,-14.0,2.0,3.0,-14.5,2.5,-117.70372959996125,35.762644950658526
704,12,32,-15.0,-14.0,3.0,4.0,-14.5,3.5,-117.70374768519393,35.77165761878932
705,12,33,-15.0,-14.0,4.0,5.0,-14.5,4.5,-117.70376577714198,35.780670273379265
706,12,34,-15.0,-14.0,5.0,6.0,-14.5,5.5,-117.70378387580861,35.78968291442698
707,12,35,-15.0,-14.0,6.0,7.0,-14.5,6.5,-117.70380198119695,35.79869554193107
708,12,36,-15.0,-14.0,7.0,8.0,-14.5,7.5,-117.7038200933102,35.807708155890126
709,12,37,-15.0,-14.0,8.0,9.0,-14.5,8.5,-117.70383821215148,35.816720756302765
710,12,38,-15.0,-14.0,9.0,10.0,-14.5,9.5,-117.703856337724,35.8257333431676
711,12,39,-15.0,-14.0,10.0,11.0,-14.5,10.5,-117.70387447003095,35.83474591648322
712,12,40,-15.0,-14.0,11.0,12.0,-14.5,11.5,-117.70389260907544,35.843758476248276
713,12,41,-15.0,-14.0,12.0,13.0,-14.5,12.5,-117.70391075486069,35.85277102246133
714,12,42,-15.0,-14.0,13.0,14.0,-14.5,13.5,-117.70392890738988,35.86178355512106
715,12,43,-15.0,-14.0,14.0,15.0,-14.5,14.5,-117.70394706666615,35.870796074226014
716,12,44,-15.0,-14.0,15.0,16.0,-14.5,15.5,-117.70396523269275,35.87980857977486
717,12,45,-15.0,-14.0,16.0,17.0,-14.5,16.5,-117.70398340547278,35.88882107176618
718,12,46,-15.0,-14.0,17.0,18.0,-14.5,17.5,-117.70400158500952,35.897833550198634
719,12,47,-15.0,-14.0,18.0,19.0,-14.5,18.5,-117.70401977130611,35.9068460150708
720,12,48,-15.0,-14.0,19.0,20.0,-14.5,19.5,-117.70403796436575,35.91585846638132
721,12,49,-15.0,-14.0,20.0,21.0,-14.5,20.5,-117.7040561641916,35.92487090412883
722,12,50,-15.0,-14.0,21.0,22.0,-14.5,21.5,-117.70407437078688,35.933883328311936
723,12,51,-15.0,-14.0,22.0,23.0,-14.5,22.5,-117.70409258415482,35.94289573892927
724,12,52,-15.0,-14.0,23.0,24.0,-14.5,23.5,-117.7041108042986,35.951908135979465
725,12,53,-15.0,-14.0,24.0,25.0,-14.5,24.5,-117.70412903122138,35.96092051946114
726,12,54,-15.0,-14.0,25.0,26.0,-14.5,25.5,-117.70414726492646,35.96993288937294
727,12,55,-15.0,-14.0,26.0,27.0,-14.5,26.5,-117.70416550541692,35.97894524571348
728,13,0,-14.0,-13.0,-29.0,-28.0,-13.5,-28.5,-117.69215282185534,35.483259676008394
729,13,1,-14.0,-13.0,-28.0,-27.0,-13.5,-27.5,-117.692169467469,35.49227276579989
730,13,2,-14.0,-13.0,-27.0,-26.0,-13.5,-26.5,-117.6921861192447,35.5012858420953
731,13,3,-14.0,-13.0,-26.0,-25.0,-13.5,-25.5,-117.69220277718527,35.5102989048932
732,13,4,-14.0,-13.0,-25.0,-24.0,-13.5,-24.5,-117.69221944129359,35.519311954192155
733,13,5,-14.0,-13.0,-24.0,-23.0,-13.5,-23.5,-117.69223611157261,35.52832498999074
734,13,6,-14.0,-13.0,-23.0,-22.0,-13.5,-22.5,-117.69225278802517,35.537338012287464
735,13,7,-14.0,-13.0,-22.0,-21.0,-13.5,-21.5,-117.69226947065418,35.54635102108098
736,13,8,-14.0,-13.0,-21.0,-20.0,-13.5,-20.5,-117.69228615946251,35.5553640163698
737,13,9,-14.0,-13.0,-20.0,-19.0,-13.5,-19.5,-117.69230285445309,35.56437699815249
738,13,10,-14.0,-13.0,-19.0,-18.0,-13.5,-18.5,-117.69231955562877,35.57338996642766
739,13,11,-14.0,-13.0,-18.0,-17.0,-13.5,-17.5,-117.6923362629925,35.582402921193854
740,13,12,-14.0,-13.0,-17.0,-16.0,-13.5,-16.5,-117.69235297654714,35.59141586244965
741,13,13,-14.0,-13.0,-16.0,-15.0,-13.5,-15.5,-117.69236969629559,35.60042879019365
742,13,14,-14.0,-13.0,-15.0,-14.0,-13.5,-14.5,-117.6923864222408,35.60944170442439
743,13,15,-14.0,-13.0,-14.0,-13.0,-13.5,-13.5,-117.69240315438562,35.618454605140464
744,13,16,-14.0,-13.0,-13.0,-12.0,-13.5,-12.5,-117.69241989273297,35.62746749234047
745,13,17,-14.0,-13.0,-12.0,-11.0,-13.5,-11.5,-117.69243663728581,35.63648036602297
746,13,18,-14.0,-13.0,-11.0,-10.0,-13.5,-10.5,-117.692453388047,35.64549322618656
747,13,19,-14.0,-13.0,-10.0,-9.0,-13.5,-9.5,-117.69247014501946,35.654506072829804
748,13,20,-14.0,-13.0,-9.0,-8.0,-13.5,-8.5,-117.6924869082061,35.6635189059513
749,13,21,-14.0,-13.0,-8.0,-7.0,-13.5,-7.5,-117.69250367760988,35.67253172554963
750,13,22,-14.0,-13.0,-7.0,-6.0,-13.5,-6.5,-117.69252045323367,35.68154453162338
751,13,23,-14.0,-13.0,-6.0,-5.0,-13.5,-5.5,-117.69253723508041,35.69055732417115
752,13,24,-14.0,-13.0,-5.0,-4.0,-13.5,-4.5,-117.69255402315304,35.699570103191526
753,13,25,-14.0,-13.0,-4.0,-3.0,-13.5,-3.5,-117.69257081745445,35.70858286868309
754,13,26,-14.0,-13.0,-3.0,-2.0,-13.5,-2.5,-117.69258761798761,35.71759562064445
755,13,27,-14.0,-13.0,-2.0,-1.0,-13.5,-1.5,-117.69260442475542,35.726608359074184
756,13,28,-14.0,-13.0,-1.0,0.0,-13.5,-0.5,-117.6926212377608,35.73562108397091
757,13,29,-14.0,-13.0,0.0,1.0,-13.5,0.5,-117.69263805700675,35.744633795333215
758,13,30,-14.0,-13.0,1.0,2.0,-13.5,1.5,-117.69265488249611,35.75364649315967
759,13,31,-14.0,-13.0,2.0,3.0,-13.5,2.5,-117.69267171423188,35.76265917744892
760,13,32,-14.0,-13.0,3.0,4.0,-13.5,3.5,-117.69268855221699,35.77167184819954
761,13,33,-14.0,-13.0,4.0,5.0,-13.5,4.5,-117.69270539645436,35.780684505410136
762,13,34,-14.0,-13.0,5.0,6.0,-13.5,5.5,-117.69272224694694,35.789697149079316
763,13,35,-14.0,-13.0,6.0,7.0,-13.5,6.5,-117.6927391036977,35.798709779205694
764,13,36,-14.0,-13.0,7.0,8.0,-13.5,7.5,-117.69275596670958,35.80772239578784
765,13,37,-14.0,-13.0,8.0,9.0,-13.5,8.5,-117.69277283598554,35.81673499882441
766,13,38,-14.0,-13.0,9.0,10.0,-13.5,9.5,-117.69278971152848,35.825747588313995
767,13,39,-14.0,-13.0,10.0,11.0,-13.5,10.5,-117.69280659334139,35.83476016425519
768,13,40,-14.0,-13.0,11.0,12.0,-13.5,11.5,-117.69282348142723,35.84377272664662
769,13,41,-14.0,-13.0,12.0,13.0,-13.5,12.5,-117.69284037578893,35.852785275486895
770,13,42,-14.0,-13.0,13.0,14.0,-13.5,13.5,-117.69285727642946,35.86179781077463
771,13,43,-14.0,-13.0,14.0,15.0,-13.5,14.5,-117.69287418335182,35.87081033250846
772,13,44,-14.0,-13.0,15.0,16.0,-13.5,15.5,-117.69289109655894,35.87982284068698
773,13,45,-14.0,-13.0,16.0,17.0,-13.5,16.5,-117.69290801605376,35.888835335308805
774,13,46,-14.0,-13.0,17.0,18.0,-13.5,17.5,-117.69292494183931,35.89784781637257
775,13,47,-14.0,-13.0,18.0,19.0,-13.5,18.5,-117.6929418739185,35.90686028387689
776,13,48,-14.0,-13.0,19.0,20.0,-13.5,19.5,-117.69295881229435,35.91587273782039
777,13,49,-14.0,-13.0,20.0,21.0,-13.5,20.5,-117.69297575696976,35.924885178201684
778,13,50,-14.0,-13.0,21.0,22.0,-13.5,21.5,-117.69299270794781,35.93389760501943
779,13,51,-14.0,-13.0,22.0,23.0,-13.5,22.5,-117.6930096652314,35.942910018272215
780,13,52,-14.0,-13.0,23.0,24.0,-13.5,23.5,-117.6930266288235,35.951922417958684
781,13,53,-14.0,-13.0,24.0,25.0,-13.5,24.5,-117.69304359872716,35.96093480407747
782,13,54,-14.0,-13.0,25.0,26.0,-13.5,25.5,-117.69306057494533,35.969947176627194
783,13,55,-14.0,-13.0,26.0,27.0,-13.5,26.5,-117.69307755748098,35.978959535606506
784,14,0,-13.0,-12.0,-29.0,-28.0,-12.5,-28.5,-117.68113336854172,35.483272811564454
785,14,1,-13.0,-12.0,-28.0,-27.0,-12.5,-27.5,-117.68114878115527,35.492285903765286
786,14,2,-13.0,-12.0,-27.0,-26.0,-12.5,-26.5,-117.6811641994744,35.501298982470765
787,14,3,-13.0,-12.0,-26.0,-25.0,-12.5,-25.5,-117.68117962350175,35.51031204767949
788,14,4,-13.0,-12.0,-25.0,-24.0,-12.5,-24.5,-117.68119505324005,35.51932509939001
789,14,5,-13.0,-12.0,-24.0,-23.0,-12.5,-23.5,-117.6812104886919,35.5283381376009
790,14,6,-13.0,-12.0,-23.0,-22.0,-12.5,-22.5,-117.68122592986003,35.53735116231072
791,14,7,-13.0,-12.0,-22.0,-21.0,-12.5,-21.5,-117.68124137674708,35.546364173518036
792,14,8,-13.0,-12.0,-21.0,-20.0,-12.5,-20.5,-117.68125682935575,35.555377171221416
793,14,9,-13.0,-12.0,-20.0,-19.0,-12.5,-19.5,-117.6812722876887,35.564390155419446
794,14,10,-13.0,-12.0,-19.0,-18.0,-12.5,-18.5,-117.68128775174864,35.5734031261107
795,14,11,-13.0,-12.0,-18.0,-17.0,-12.5,-17.5,-117.68130322153823,35.5824160832937
796,14,12,-13.0,-12.0,-17.0,-16.0,-12.5,-16.5,-117.68131869706016,35.59142902696709
797,14,13,-13.0,-12.0,-16.0,-15.0,-12.5,-15.5,-117.6813341783171,35.600441957129405
798,14,14,-13.0,-12.0,-15.0,-14.0,-12.5,-14.5,-117.68134966531179,35.60945487377923
799,14,15,-13.0,-12.0,-14.0,-13.0,-12.5,-13.5,-117.68136515804686,35.61846777691515
800,14,16,-13.0,-12.0,-13.0,-12.0,-12.5,-12.5,-117.68138065652505,35.62748066653574
801,14,17,-13.0,-12.0,-12.0,-11.0,-12.5,-11.5,-117.68139616074903,35.636493542639585
802,14,18,-13.0,-12.0,-11.0,-10.0,-12.5,-10.5,-117.68141167072149,35.64550640522526
803,14,19,-13.0,-12.0,-10.0,-9.0,-12.5,-9.5,-117.68142718644513,35.65451925429136
804,14,20,-13.0,-12.0,-9.0,-8.0,-12.5,-8.5,-117.68144270792268,35.663532089836465
805,14,21,-13.0,-12.0,-8.0,-7.0,-12.5,-7.5,-117.6814582351568,35.67254491185916
806,14,22,-13.0,-12.0,-7.0,-6.0,-12.5,-6.5,-117.68147376815024,35.68155772035803
807,14,23,-13.0,-12.0,-6.0,-5.0,-12.5,-5.5,-117.68148930690566,35.69057051533168
808,14,24,-13.0,-12.0,-5.0,-4.0,-12.5,-4.5,-117.68150485142579,35.699583296778684
809,14,25,-13.0,-12.0,-4.0,-3.0,-12.5,-3.5,-117.68152040171333,35.70859606469763
810,14,26,-13.0,-12.0,-3.0,-2.0,-12.5,-2.5,-117.68153595777099,35.71760881908713
811,14,27,-13.0,-12.0,-2.0,-1.0,-12.5,-1.5,-117.6815515196015,35.72662155994578
812,14,28,-13.0,-12.0,-1.0,0.0,-12.5,-0.5,-117.68156708720755,35.735634287272156
813,14,29,-13.0,-12.0,0.0,1.0,-12.5,0.5,-117.68158266059184,35.74464700106487
814,14,30,-13.0,-12.0,1.0,2.0,-12.5,1.5,-117.68159823975715,35.753659701322526
815,14,31,-13.0,-12.0,2.0,3.0,-12.5,2.5,-117.68161382470615,35.76267238804371
816,14,32,-13.0,-12.0,3.0,4.0,-12.5,3.5,-117.68162941544159,35.771685061227025
817,14,33,-13.0,-12.0,4.0,5.0,-12.5,4.5,-117.68164501196618,35.78069772087108
818,14,34,-13.0,-12.0,5.0,6.0,-12.5,5.5,-117.68166061428265,35.789710366974475
819,14,35,-13.0,-12.0,6.0,7.0,-12.5,6.5,-117.68167622239369,35.79872299953583
820,14,36,-13.0,-12.0,7.0,8.0,-12.5,7.5,-117.6816918363021,35.807735618553735
821,14,37,-13.0,-12.0,8.0,9.0,-12.5,8.5,-117.68170745601054,35.8167482240268
822,14,38,-13.0,-12.0,9.0,10.0,-12.5,9.5,-117.6817230815218,35.825760815953636
823,14,39,-13.0,-12.0,10.0,11.0,-12.5,10.5,-117.68173871283857,35.834773394332856
824,14,40,-13.0,-12.0,11.0,12.0,-12.5,11.5,-117.6817543499636,35.843785959163085
825,14,41,-13.0,-12.0,12.0,13.0,-12.5,12.5,-117.68176999289966,35.852798510442916
826,14,42,-13.0,-12.0,13.0,14.0,-12.5,13.5,-117.68178564164944,35.86181104817098
827,14,43,-13.0,-12.0,14.0,15.0,-12.5,14.5,-117.68180129621572,35.87082357234587
828,14,44,-13.0,-12.0,15.0,16.0,-12.5,15.5,-117.68181695660122,35.879836082966236
829,14,45,-13.0,-12.0,16.0,17.0,-12.5,16.5,-117.68183262280871,35.888848580030675
830,14,46,-13.0,-12.0,17.0,18.0,-12.5,17.5,-117.68184829484092,35.89786106353782
831,14,47,-13.0,-12.0,18.0,19.0,-12.5,18.5,-117.68186397270058,35.906873533486284
832,14,48,-13.0,-12.0,19.0,20.0,-12.5,19.5,-117.68187965639049,35.91588598987469
833,14,49,-13.0,-12.0,20.0,21.0,-12.5,20.5,-117.68189534591336,35.92489843270166
834,14,50,-13.0,-12.0,21.0,22.0,-12.5,21.5,-117.68191104127197,35.933910861965835
835,14,51,-13.0,-12.0,22.0,23.0,-12.5,22.5,-117.68192674246909,35.94292327766583
836,14,52,-13.0,-12.0,23.0,24.0,-12.5,23.5,-117.68194244950742,35.95193567980028
837,14,53,-13.0,-12.0,24.0,25.0,-12.5,24.5,-117.68195816238978,35.9609480683678
838,14,54,-13.0,-12.0,25.0,26.0,-12.5,25.5,-117.6819738811189,35.96996044336704
839,14,55,-13.0,-12.0,26.0,27.0,-12.5,26.5,-117.68198960569757,35.978972804796626
840,15,0,-12.0,-11.0,-29.0,-28.0,-11.5,-28.5,-117.67011391177302,35.48328493669625
841,15,1,-12.0,-11.0,-28.0,-27.0,-11.5,-27.5,-117.67012809138457,35.49229803112105
842,15,2,-12.0,-11.0,-27.0,-26.0,-11.5,-26.5,-117.6701422762452,35.50131111205123
843,15,3,-12.0,-11.0,-26.0,-25.0,-11.5,-25.5,-117.67015646635747,35.51032417948533
844,15,4,-12.0,-11.0,-25.0,-24.0,-11.5,-24.5,-117.67017066172376,35.51933723342192
845,15,5,-12.0,-11.0,-24.0,-23.0,-11.5,-23.5,-117.67018486234653,35.52835027385957
846,15,6,-12.0,-11.0,-23.0,-22.0,-11.5,-22.5,-117.6701990682283,35.53736330079685
847,15,7,-12.0,-11.0,-22.0,-21.0,-11.5,-21.5,-117.67021327937148,35.5463763142323
848,15,8,-12.0,-11.0,-21.0,-20.0,-11.5,-20.5,-117.67022749577855,35.55538931416452
849,15,9,-12.0,-11.0,-20.0,-19.0,-11.5,-19.5,-117.67024171745196,35.56440230059208
850,15,10,-12.0,-11.0,-19.0,-18.0,-11.5,-18.5,-117.67025594439419,35.57341527351354
851,15,11,-12.0,-11.0,-18.0,-17.0,-11.5,-17.5,-117.67027017660772,35.58242823292748
852,15,12,-12.0,-11.0,-17.0,-16.0,-11.5,-16.5,-117.670284414095,35.591441178832476
853,15,13,-12.0,-11.0,-16.0,-15.0,-11.5,-15.5,-117.67029865685852,35.60045411122709
854,15,14,-12.0,-11.0,-15.0,-14.0,-11.5,-14.5,-117.67031290490075,35.60946703010991
855,15,15,-12.0,-11.0,-14.0,-13.0,-11.5,-13.5,-117.67032715822415,35.618479935479535
856,15,16,-12.0,-11.0,-13.0,-12.0,-11.5,-12.5,-117.67034141683119,35.62749282733451
857,15,17,-12.0,-11.0,-12.0,-11.0,-11.5,-11.5,-117.67035568072438,35.63650570567344
858,15,18,-12.0,-11.0,-11.0,-10.0,-11.5,-10.5,-117.67036994990619,35.64551857049491
859,15,19,-12.0,-11.0,-10.0,-9.0,-11.5,-9.5,-117.6703842243791,35.654531421797486
860,15,20,-12.0,-11.0,-9.0,-8.0,-11.5,-8.5,-117.67039850414558,35.663544259579766
861,15,21,-12.0,-11.0,-8.0,-7.0,-11.5,-7.5,-117.67041278920814,35.67255708384033
862,15,22,-12.0,-11.0,-7.0,-6.0,-11.5,-6.5,-117.67042707956925,35.68156989457778
863,15,23,-12.0,-11.0,-6.0,-5.0,-11.5,-5.5,-117.6704413752314,35.69058269179069
864,15,24,-12.0,-11.0,-5.0,-4.0,-11.5,-4.5,-117.6704556761971,35.699595475477665
865,15,25,-12.0,-11.0,-4.0,-3.0,-11.5,-3.5,-117.67046998246879,35.70860824563728
866,15,26,-12.0,-11.0,-3.0,-2.0,-11.5,-2.5,-117.67048429404902,35.71762100226816
867,15,27,-12.0,-11.0,-2.0,-1.0,-11.5,-1.5,-117.67049861094027,35.726633745368865
868,15,28,-12.0,-11.0,-1.0,0.0,-11.5,-0.5,-117.67051293314502,35.735646474938015
869,15,29,-12.0,-11.0,0.0,1.0,-11.5,0.5,-117.67052726066578,35.7446591909742
870,15,30,-12.0,-11.0,1.0,2.0,-11.5,1.5,-117.67054159350505,35.75367189347601
871,15,31,-12.0,-11.0,2.0,3.0,-11.5,2.5,-117.67055593166535,35.76268458244206
872,15,32,-12.0,-11.0,3.0,4.0,-11.5,3.5,-117.67057027514915,35.77169725787096
873,15,33,-12.0,-11.0,4.0,5.0,-11.5,4.5,-117.67058462395896,35.78070991976127
874,15,34,-12.0,-11.0,5.0,6.0,-11.5,5.5,-117.67059897809732,35.78972256811164
875,15,35,-12.0,-11.0,6.0,7.0,-11.5,6.5,-117.6706133375667,35.798735202920675
876,15,36,-12.0,-11.0,7.0,8.0,-11.5,7.5,-117.67062770236967,35.80774782418695
877,15,37,-12.0,-11.0,8.0,9.0,-11.5,8.5,-117.67064207250866,35.81676043190909
878,15,38,-12.0,-11.0,9.0,10.0,-11.5,9.5,-117.67065644798625,35.82577302608571
879,15,39,-12.0,-11.0,10.0,11.0,-11.5,10.5,-117.67067082880493,35.834785606715435
880,15,40,-12.0,-11.0,11.0,12.0,-11.5,11.5,-117.6706852149672,35.84379817379684
881,15,41,-12.0,-11.0,12.0,13.0,-11.5,12.5,-117.67069960647562,35.85281072732857
882,15,42,-12.0,-11.0,13.0,14.0,-11.5,13.5,-117.67071400333266,35.861823267309234
883,15,43,-12.0,-11.0,14.0,15.0,-11.5,14.5,-117.67072840554091,35.87083579373745
884,15,44,-12.0,-11.0,15.0,16.0,-11.5,15.5,-117.67074281310285,35.87984830661182
885,15,45,-12.0,-11.0,16.0,17.0,-11.5,16.5,-117.67075722602098,35.888860805930975
886,15,46,-12.0,-11.0,17.0,18.0,-11.5,17.5,-117.67077164429789,35.89787329169354
887,15,47,-12.0,-11.0,18.0,19.0,-11.5,18.5,-117.67078606793608,35.90688576389814
888,15,48,-12.0,-11.0,19.0,20.0,-11.5,19.5,-117.67080049693804,35.91589822254338
889,15,49,-12.0,-11.0,20.0,21.0,-11.5,20.5,-117.67081493130638,35.92491066762792
890,15,50,-12.0,-11.0,21.0,22.0,-11.5,21.5,-117.67082937104361,35.93392309915033
891,15,51,-12.0,-11.0,22.0,23.0,-11.5,22.5,-117.67084381615224,35.942935517109284
892,15,52,-12.0,-11.0,23.0,24.0,-11.5,23.5,-117.67085826663482,35.9519479215034
893,15,53,-12.0,-11.0,24.0,25.0,-11.5,24.5,-117.67087272249388,35.9609603123313
894,15,54,-12.0,-11.0,25.0,26.0,-11.5,25.5,-117.67088718373199,35.96997268959163
895,15,55,-12.0,-11.0,26.0,27.0,-11.5,26.5,-117.67090165035167,35.97898505328301
896,16,0,-11.0,-10.0,-29.0,-28.0,-10.5,-28.5,-117.65909445182567,35.48329605140302
897,16,1,-11.0,-10.0,-28.0,-27.0,-10.5,-27.5,-117.65910739843342,35.49230914786649
898,16,2,-11.0,-10.0,-27.0,-26.0,-10.5,-26.5,-117.65912034983386,35.50132223083596
899,16,3,-11.0,-10.0,-26.0,-25.0,-10.5,-25.5,-117.65913330602919,35.51033530030998
900,16,4,-11.0,-10.0,-25.0,-24.0,-10.5,-24.5,-117.65914626702173,35.51934835628714
901,16,5,-11.0,-10.0,-24.0,-23.0,-10.5,-23.5,-117.65915923281369,35.528361398766
902,16,6,-11.0,-10.0,-23.0,-22.0,-10.5,-22.5,-117.65917220340731,35.53737442774509
903,16,7,-11.0,-10.0,-22.0,-21.0,-10.5,-21.5,-117.65918517880485,35.54638744322301
904,16,8,-11.0,-10.0,-21.0,-20.0,-10.5,-20.5,-117.65919815900851,35.55540044519834
905,16,9,-11.0,-10.0,-20.0,-19.0,-10.5,-19.5,-117.65921114402063,35.56441343366963
906,16,10,-11.0,-10.0,-19.0,-18.0,-10.5,-18.5,-117.65922413384341,35.57342640863546
907,16,11,-11.0,-10.0,-18.0,-17.0,-10.5,-17.5,-117.65923712847909,35.58243937009441
908,16,12,-11.0,-10.0,-17.0,-16.0,-10.5,-16.5,-117.65925012792995,35.59145231804504
909,16,13,-11.0,-10.0,-16.0,-15.0,-10.5,-15.5,-117.65926313219825,35.600465252485954
910,16,14,-11.0,-10.0,-15.0,-14.0,-10.5,-14.5,-117.65927614128624,35.60947817341569
911,16,15,-11.0,-10.0,-14.0,-13.0,-10.5,-13.5,-117.65928915519615,35.61849108083286
912,16,16,-11.0,-10.0,-13.0,-12.0,-10.5,-12.5,-117.65930217393033,35.62750397473604
913,16,17,-11.0,-10.0,-12.0,-11.0,-10.5,-11.5,-117.65931519749094,35.6365168551238
914,16,18,-11.0,-10.0,-11.0,-10.0,-10.5,-10.5,-117.6593282258803,35.64552972199473
915,16,19,-11.0,-10.0,-10.0,-9.0,-10.5,-9.5,-117.65934125910069,35.65454257534741
916,16,20,-11.0,-10.0,-9.0,-8.0,-10.5,-8.5,-117.65935429715431,35.66355541518044
917,16,21,-11.0,-10.0,-8.0,-7.0,-10.5,-7.5,-117.6593673400435,35.6725682414924
918,16,22,-11.0,-10.0,-7.0,-6.0,-10.5,-6.5,-117.65938038777051,35.681581054281864
919,16,23,-11.0,-10.0,-6.0,-5.0,-10.5,-5.5,-117.65939344033762,35.69059385354744
920,16,24,-11.0,-10.0,-5.0,-4.0,-10.5,-4.5,-117.65940649774707,35.699606639287715
921,16,25,-11.0,-10.0,-4.0,-3.0,-10.5,-3.5,-117.65941956000113,35.7086194115013
922,16,26,-11.0,-10.0,-3.0,-2.0,-10.5,-2.5,-117.65943262710213,35.71763217018675
923,16,27,-11.0,-10.0,-2.0,-1.0,-10.5,-1.5,-117.65944569905231,35.726644915342696
924,16,28,-11.0,-10.0,-1.0,0.0,-10.5,-0.5,-117.65945877585398,35.73565764696772
925,16,29,-11.0,-10.0,0.0,1.0,-10.5,0.5,-117.65947185750937,35.74467036506041
926,16,30,-11.0,-10.0,1.0,2.0,-10.5,1.5,-117.65948494402085,35.75368306961937
927,16,31,-11.0,-10.0,2.0,3.0,-10.5,2.5,-117.6594980353906,35.76269576064321
928,16,32,-11.0,-10.0,3.0,4.0,-10.5,3.5,-117.65951113162097,35.771708438130545
929,16,33,-11.0,-10.0,4.0,5.0,-10.5,4.5,-117.65952423271425,35.78072110207995
930,16,34,-11.0,-10.0,5.0,6.0,-10.5,5.5,-117.6595373386727,35.789733752490044
931,16,35,-11.0,-10.0,6.0,7.0,-10.5,6.5,-117.65955044949862,35.79874638935945
932,16,36,-11.0,-10.0,7.0,8.0,-10.5,7.5,-117.6595635651943,35.80775901268674
933,16,37,-11.0,-10.0,8.0,9.0,-10.5,8.5,-117.65957668576205,35.81677162247055
934,16,38,-11.0,-10.0,9.0,10.0,-10.5,9.5,-117.65958981120417,35.82578421870947
935,16,39,-11.0,-10.0,10.0,11.0,-10.5,10.5,-117.65960294152292,35.83479680140213
936,16,40,-11.0,-10.0,11.0,12.0,-10.5,11.5,-117.65961607672064,35.84380937054715
937,16,41,-11.0,-10.0,12.0,13.0,-10.5,12.5,-117.6596292167996,35.85282192614311
938,16,42,-11.0,-10.0,13.0,14.0,-10.5,13.5,-117.65964236176211,35.86183446818867
939,16,43,-11.0,-10.0,14.0,15.0,-10.5,14.5,-117.65965551161048,35.870846996682396
