event_code,origin_time,latitude,longitude,depth_km,mag_1,mag_2,P_axis_azimuth,P_axis_dip,T_axis_azimuth,T_axis_dip,N_axis_azimuth,N_axis_dip,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,focal_mech_score,n_hypo_stations,n_mech_stations,has_geometry,has_mechanism_core
J2025121220455032,2025-12-12 11:45:50.320000+00:00,40.9675,142.95633333333333,19.99,3.5,,,,,,,,,,,,,,,33,,False,False
J2025121221242487,2025-12-12 12:24:24.870000+00:00,40.97516666666667,143.129,21.43,3.8,,,,,,,,,,,,,,,30,,False,False
J2025121222201040,2025-12-12 13:20:10.400000+00:00,40.894666666666666,142.995,15.25,3.5,,,,,,,,,,,,,,,34,,False,False
J2025121223092571,2025-12-12 14:09:25.710000+00:00,40.9925,142.96816666666666,18.51,4.5,,,,,,,,,,,,,,,25,,False,False
J2025121223093913,2025-12-12 14:09:39.130000+00:00,40.92533333333333,142.91233333333332,19.6,4.0,,,,,,,,,,,,,,,18,,False,False
J2025121301185400,2025-12-12 16:18:54+00:00,40.909666666666666,142.11816666666667,54.67,3.5,,112.0,25.0,299.0,65.0,203.0,3.0,196.0,20.0,82.0,24.0,70.0,93.0,98.0,34,81.0,True,True
J2025121302035358,2025-12-12 17:03:53.580000+00:00,40.927,142.9405,19.83,3.5,,,,,,,,,,,,,,,40,,False,False
J2025121306163732,2025-12-12 21:16:37.320000+00:00,40.915,143.00883333333334,15.54,3.5,,,,,,,,,,,,,,,33,,False,False
J2025121307363627,2025-12-12 22:36:36.270000+00:00,40.92233333333333,143.04616666666666,17.37,3.5,,,,,,,,,,,,,,,29,,False,False
J2025121308414069,2025-12-12 23:41:40.690000+00:00,41.2065,142.62683333333334,41.28,3.8,,,,,,,,,,,,,,,40,,False,False
J2025121314080116,2025-12-13 05:08:01.160000+00:00,41.19533333333333,143.20616666666666,20.67,3.5,,,,,,,,,,,,,,,35,,False,False
J2025121314594183,2025-12-13 05:59:41.830000+00:00,40.98333333333333,142.3225,48.97,4.0,4.3,112.0,27.0,284.0,63.0,20.0,3.0,210.0,18.0,100.0,19.0,72.0,87.0,99.0,33,126.0,True,True
J2025121317450205,2025-12-13 08:45:02.050000+00:00,40.8925,142.94083333333333,16.71,3.6,,,,,,,,,,,,,,,34,,False,False
J2025121320151480,2025-12-13 11:15:14.800000+00:00,40.97666666666667,142.97833333333332,19.78,3.6,,,,,,,,,,,,,,,34,,False,False
J2025121417511988,2025-12-14 08:51:19.880000+00:00,40.73633333333333,142.15683333333334,55.11,3.7,,103.0,30.0,316.0,55.0,202.0,16.0,154.0,21.0,40.0,26.0,77.0,106.0,98.0,38,91.0,True,True
J2025121422494284,2025-12-14 13:49:42.840000+00:00,41.56333333333333,142.10716666666667,53.2,4.2,4.0,107.0,30.0,295.0,60.0,199.0,3.0,186.0,15.0,77.0,20.0,75.0,94.0,97.0,39,113.0,True,True
J2025121423535605,2025-12-14 14:53:56.050000+00:00,40.90983333333333,142.10516666666666,55.14,3.7,,113.0,25.0,309.0,64.0,206.0,6.0,189.0,21.0,72.0,28.0,70.0,97.0,97.0,38,78.0,True,True
J2025121501482786,2025-12-14 16:48:27.860000+00:00,40.88816666666666,143.0345,16.01,3.8,,,,,,,,,,,,,,,32,,False,False
J2025121503092748,2025-12-14 18:09:27.480000+00:00,41.179,142.71066666666667,37.69,4.4,4.3,,,,,,,,,,,,,,40,,False,False
J2025121503105037,2025-12-14 18:10:50.370000+00:00,41.18516666666667,142.70733333333334,36.41,3.6,,,,,,,,,,,,,,,28,,False,False
J2025121508440596,2025-12-14 23:44:05.960000+00:00,42.9315,145.453,42.95,4.1,,,,,,,,,,,,,,,39,,False,False
J2025121518193468,2025-12-15 09:19:34.680000+00:00,41.27933333333333,142.6275,39.93,3.5,,116.0,27.0,294.0,63.0,26.0,1.0,208.0,18.0,93.0,25.0,72.0,89.0,93.0,37,45.0,True,True
J2025121601145906,2025-12-15 16:14:59.060000+00:00,40.92933333333333,142.94266666666667,18.27,3.5,,,,,,,,,,,,,,,40,,False,False
J2025121606444668,2025-12-15 21:44:46.680000+00:00,40.9365,143.0685,16.21,4.1,4.1,,,,,,,,,,,,,,32,,False,False
J2025121610263152,2025-12-16 01:26:31.520000+00:00,40.909,142.105,55.27,3.8,,113.0,21.0,301.0,69.0,204.0,3.0,198.0,24.0,83.0,25.0,66.0,93.0,94.0,36,88.0,True,True
J2025121611453659,2025-12-16 02:45:36.590000+00:00,38.765166666666666,141.70033333333333,99.6,4.5,4.7,167.0,61.0,36.0,20.0,298.0,20.0,156.0,31.0,-48.0,290.0,68.0,-112.0,98.0,34,286.0,True,True
J2025121614385053,2025-12-16 05:38:50.530000+00:00,40.89333333333333,143.05983333333333,15.34,5.3,5.1,60.0,61.0,265.0,27.0,170.0,11.0,19.0,20.0,-59.0,166.0,73.0,-101.0,97.0,32,151.0,True,True
J2025121707283740,2025-12-16 22:28:37.400000+00:00,40.74283333333333,142.14166666666668,54.55,3.8,,110.0,25.0,299.0,65.0,202.0,3.0,192.0,20.0,80.0,23.0,70.0,94.0,97.0,39,118.0,True,True
J2025121718501744,2025-12-17 09:50:17.440000+00:00,41.253,142.48166666666663,44.98,4.8,4.9,107.0,16.0,284.0,74.0,17.0,1.0,198.0,29.0,92.0,16.0,61.0,89.0,95.0,36,191.0,True,True
J2025121810201459,2025-12-18 01:20:14.590000+00:00,40.97766666666666,143.04033333333334,17.85,3.7,,,,,,,,,,,,,,,32,,False,False
J2025121811404196,2025-12-18 02:40:41.960000+00:00,40.89833333333333,143.22783333333334,20.58,3.9,,,,,,,,,,,,,,,37,,False,False
J2025121815483044,2025-12-18 06:48:30.440000+00:00,38.42166666666667,142.212,29.6,3.6,,,,,,,,,,,,,,,40,,False,False
J2025121913583017,2025-12-19 04:58:30.170000+00:00,40.89566666666666,143.222,20.58,3.7,,,,,,,,,,,,,,,37,,False,False
J2025121917355737,2025-12-19 08:35:57.370000+00:00,40.86516666666667,143.04283333333333,13.49,3.8,,,,,,,,,,,,,,,32,,False,False
J2025121921375093,2025-12-19 12:37:50.930000+00:00,40.84483333333333,142.917,15.43,3.9,,,,,,,,,,,,,,,35,,False,False
J2025122003472322,2025-12-19 18:47:23.220000+00:00,40.894666666666666,142.91116666666667,18.0,3.9,,,,,,,,,,,,,,,40,,False,False
J2025122020250701,2025-12-20 11:25:07.010000+00:00,40.845,142.9145,12.01,3.6,,,,,,,,,,,,,,,26,,False,False
J2025122020251175,2025-12-20 11:25:11.750000+00:00,40.89333333333333,142.98266666666666,14.43,3.8,,,,,,,,,,,,,,,22,,False,False
J2025122110290170,2025-12-21 01:29:01.700000+00:00,40.72433333333333,142.25366666666667,51.4,5.6,5.4,104.0,22.0,292.0,68.0,195.0,3.0,189.0,23.0,83.0,16.0,67.0,93.0,93.0,40,235.0,True,True
J2025122204323590,2025-12-21 19:32:35.900000+00:00,41.165333333333336,143.256,17.25,3.8,,,,,,,,,,,,,,,30,,False,False
J2025122208330138,2025-12-21 23:33:01.380000+00:00,39.6335,142.1055,48.63,4.2,4.2,112.0,29.0,302.0,61.0,204.0,4.0,190.0,17.0,75.0,26.0,74.0,94.0,98.0,40,138.0,True,True
J2025122212220181,2025-12-22 03:22:01.810000+00:00,40.829,142.97483333333332,10.38,3.7,,,,,,,,,,,,,,,32,,False,False
J2025122305034928,2025-12-22 20:03:49.280000+00:00,42.325833333333335,143.016,52.27,3.9,,130.0,14.0,262.0,70.0,36.0,14.0,239.0,34.0,116.0,28.0,60.0,74.0,98.0,31,106.0,True,True
J2025122409181845,2025-12-24 00:18:18.450000+00:00,41.17966666666667,142.6355,40.12,3.6,,,,,,,,,,,,,,,38,,False,False
J2025122413043054,2025-12-24 04:04:30.540000+00:00,41.1635,142.78533333333334,31.29,3.7,,,,,,,,,,,,,,,37,,False,False
J2025122601174030,2025-12-25 16:17:40.300000+00:00,41.1675,142.58283333333333,42.41,5.8,5.7,102.0,15.0,293.0,75.0,193.0,3.0,188.0,30.0,85.0,14.0,60.0,93.0,93.0,40,191.0,True,True
J2025122601194948,2025-12-25 16:19:49.480000+00:00,41.1875,142.56933333333333,41.32,4.3,,,,,,,,,,,,,,,29,,False,False
J2025122601254913,2025-12-25 16:25:49.130000+00:00,41.18516666666667,142.59683333333334,42.58,4.5,4.4,123.0,25.0,322.0,64.0,216.0,7.0,197.0,21.0,69.0,39.0,70.0,98.0,95.0,40,74.0,True,True
J2025122709333988,2025-12-27 00:33:39.880000+00:00,42.696333333333335,144.565,55.0,3.6,,,,,,,,,,,,,,,38,,False,False
J2025122712551814,2025-12-27 03:55:18.140000+00:00,42.906333333333336,145.5055,39.54,4.2,4.3,106.0,24.0,267.0,65.0,13.0,7.0,211.0,22.0,110.0,10.0,69.0,82.0,90.0,40,84.0,True,True
J2025123007525581,2025-12-29 22:52:55.810000+00:00,40.88133333333333,142.51933333333332,39.54,3.5,,,,,,,,,,,,,,,40,,False,False
J2025123108513581,2025-12-30 23:51:35.810000+00:00,39.45466666666667,142.58783333333332,30.55,4.6,4.6,,,,,,,,,,,,,,40,,False,False
J2025123123500184,2025-12-31 14:50:01.840000+00:00,39.63883333333333,142.10583333333332,48.37,3.8,3.8,111.0,30.0,305.0,59.0,205.0,6.0,182.0,16.0,67.0,26.0,75.0,96.0,98.0,40,120.0,True,True
J2026010101302196,2025-12-31 16:30:21.960000+00:00,40.9095,143.05566666666667,22.8,4.8,4.8,92.0,9.0,296.0,80.0,183.0,4.0,177.0,36.0,83.0,6.0,54.0,95.0,92.0,35,153.0,True,True
J2026010111224699,2026-01-01 02:22:46.990000+00:00,41.04216666666667,142.4755,43.71,3.8,,,,,,,,,,,,,,,40,,False,False
J2026010202522860,2026-01-01 17:52:28.600000+00:00,38.70966666666666,142.26516666666666,40.87,3.5,3.7,,,,,,,,,,,,,,40,,False,False
J2026010214105108,2026-01-02 05:10:51.080000+00:00,40.87166666666667,142.89816666666667,21.26,3.7,,,,,,,,,,,,,,,35,,False,False
J2026010421430477,2026-01-04 12:43:04.770000+00:00,40.99666666666667,142.79433333333333,30.86,4.1,4.0,92.0,22.0,304.0,65.0,187.0,12.0,161.0,26.0,61.0,12.0,68.0,103.0,94.0,38,101.0,True,True
J2026010612340433,2026-01-06 03:34:04.330000+00:00,40.36666666666667,142.21266666666668,45.73,4.0,4.2,109.0,29.0,303.0,60.0,202.0,6.0,182.0,17.0,69.0,24.0,74.0,96.0,92.0,39,135.0,True,True
J2026010612403987,2026-01-06 03:40:39.870000+00:00,40.365833333333335,142.20783333333333,45.86,3.7,,109.0,18.0,305.0,71.0,201.0,5.0,191.0,27.0,79.0,23.0,63.0,95.0,94.0,40,84.0,True,True
J2026010703044429,2026-01-06 18:04:44.290000+00:00,41.45916666666667,142.1375,52.93,4.7,4.9,112.0,29.0,292.0,61.0,22.0,0.0,202.0,16.0,90.0,22.0,74.0,90.0,96.0,40,179.0,True,True
J2026010703564097,2026-01-06 18:56:40.970000+00:00,38.91716666666667,141.93766666666667,50.82,3.7,3.8,109.0,15.0,262.0,73.0,17.0,7.0,210.0,31.0,105.0,13.0,61.0,82.0,98.0,39,113.0,True,True
J2026010706161338,2026-01-06 21:16:13.380000+00:00,38.2005,141.838,61.49,3.9,,262.0,5.0,155.0,72.0,354.0,17.0,334.0,43.0,64.0,187.0,53.0,112.0,98.0,39,161.0,True,True
J2026010713350481,2026-01-07 04:35:04.810000+00:00,42.34883333333333,142.98083333333332,52.81,3.9,,147.0,5.0,258.0,76.0,56.0,13.0,251.0,42.0,110.0,45.0,51.0,73.0,96.0,40,103.0,True,True
J2026010801072375,2026-01-07 16:07:23.750000+00:00,38.6545,141.89083333333335,57.32,3.2,,282.0,25.0,29.0,33.0,162.0,47.0,63.0,47.0,173.0,157.0,85.0,43.0,90.0,40,104.0,True,True
J2026010813014735,2026-01-08 04:01:47.350000+00:00,42.85166666666667,143.2745,86.0,4.0,3.8,269.0,3.0,3.0,50.0,176.0,40.0,33.0,55.0,142.0,147.0,60.0,42.0,98.0,40,127.0,True,True
J2026010817275957,2026-01-08 08:27:59.570000+00:00,41.38316666666667,142.67883333333333,36.9,3.8,,,,,,,,,,,,,,,39,,False,False
J2026010914592381,2026-01-09 05:59:23.810000+00:00,40.369,142.2,45.54,3.8,,122.0,29.0,318.0,60.0,216.0,7.0,193.0,17.0,66.0,38.0,74.0,97.0,95.0,38,97.0,True,True
J2026010918515380,2026-01-09 09:51:53.800000+00:00,40.259166666666665,140.84433333333334,714.0,3.2,,,,,,,,,,,,,,,20,,False,False
J2026010918565333,2026-01-09 09:56:53.330000+00:00,40.26,140.842,726.0,4.3,4.1,94.0,11.0,249.0,78.0,3.0,5.0,190.0,34.0,99.0,0.0,56.0,84.0,94.0,20,126.0,True,True
J2026010919255106,2026-01-09 10:25:51.060000+00:00,38.865,142.03883333333334,45.94,3.4,,,,,,,,,,,,,,,39,,False,False
J2026010920241177,2026-01-09 11:24:11.770000+00:00,40.26283333333333,140.84366666666668,754.0,4.2,4.1,89.0,11.0,186.0,30.0,341.0,58.0,223.0,61.0,166.0,321.0,77.0,30.0,96.0,20,144.0,True,True
J2026010920350852,2026-01-09 11:35:08.520000+00:00,40.264,140.84466666666663,672.0,3.8,,259.0,14.0,56.0,75.0,168.0,6.0,357.0,31.0,101.0,164.0,59.0,83.0,93.0,20,116.0,True,True
J2026011003115989,2026-01-09 18:11:59.890000+00:00,39.90983333333333,142.54166666666666,36.31,3.9,,,,,,,,,,,,,,,39,,False,False
J2026011012270797,2026-01-10 03:27:07.970000+00:00,40.61383333333333,142.46366666666663,50.4,3.6,,,,,,,,,,,,,,,40,,False,False
J2026011109480177,2026-01-11 00:48:01.770000+00:00,42.25066666666667,144.211,54.2,3.8,4.0,284.0,13.0,28.0,45.0,182.0,42.0,55.0,49.0,153.0,163.0,70.0,45.0,95.0,40,110.0,True,True
J2026011113153528,2026-01-11 04:15:35.280000+00:00,39.55616666666667,141.89583333333334,63.21,5.1,4.9,298.0,38.0,58.0,33.0,175.0,35.0,91.0,35.0,-175.0,357.0,87.0,-55.0,96.0,40,238.0,True,True
J2026011212144274,2026-01-12 03:14:42.740000+00:00,38.28116666666666,141.79916666666668,56.39,4.0,,289.0,12.0,24.0,21.0,171.0,65.0,65.0,66.0,173.0,158.0,84.0,24.0,100.0,37,142.0,True,True
J2026011300024324,2026-01-12 15:02:43.240000+00:00,38.31166666666667,141.92183333333332,45.11,3.7,4.1,105.0,23.0,295.0,67.0,197.0,4.0,188.0,22.0,81.0,18.0,68.0,94.0,99.0,40,124.0,True,True
J2026011507131710,2026-01-14 22:13:17.100000+00:00,42.716,145.38383333333334,31.17,5.6,5.6,,,,,,,,,,,,,,39,,False,False
J2026011602580700,2026-01-15 17:58:07+00:00,42.937333333333335,145.47,44.09,4.1,3.8,,,,,,,,,,,,,,40,,False,False
J2026011620151359,2026-01-16 11:15:13.590000+00:00,39.83616666666666,142.21966666666663,84.78,3.8,,96.0,67.0,359.0,3.0,268.0,23.0,111.0,47.0,-58.0,249.0,52.0,-119.0,98.0,39,243.0,True,True
J2026011704341473,2026-01-16 19:34:14.730000+00:00,41.2625,142.7325,35.43,5.4,5.3,,,,,,,,,,,,,,38,,False,False
J2026011704364386,2026-01-16 19:36:43.860000+00:00,40.87616666666667,143.01466666666667,15.64,4.7,4.7,,,,,,,,,,,,,,35,,False,False
J2026011807425875,2026-01-17 22:42:58.750000+00:00,40.8845,142.92666666666668,17.11,3.6,,,,,,,,,,,,,,,38,,False,False
J2026011902365805,2026-01-18 17:36:58.050000+00:00,40.91,142.1135,55.62,3.5,,,,,,,,,,,,,,,38,,False,False
J2026011921290375,2026-01-19 12:29:03.750000+00:00,40.79983333333333,142.52666666666667,63.34,3.9,,82.0,7.0,338.0,63.0,175.0,26.0,145.0,44.0,51.0,14.0,57.0,121.0,99.0,32,130.0,True,True
J2026012102514124,2026-01-20 17:51:41.240000+00:00,41.489,142.0205,58.06,5.3,5.4,116.0,28.0,298.0,62.0,206.0,1.0,204.0,17.0,87.0,27.0,73.0,91.0,99.0,40,116.0,True,True
J2026012223312964,2026-01-22 14:31:29.640000+00:00,41.04416666666667,142.51533333333333,45.56,5.5,5.3,27.0,63.0,174.0,23.0,270.0,13.0,239.0,25.0,-123.0,95.0,69.0,-76.0,89.0,40,179.0,True,True
J2026012309201072,2026-01-23 00:20:10.720000+00:00,39.452333333333335,142.59466666666663,29.04,3.6,,35.0,33.0,165.0,45.0,286.0,27.0,180.0,28.0,166.0,282.0,83.0,63.0,97.0,40,88.0,True,True
J2026012310065418,2026-01-23 01:06:54.180000+00:00,42.44416666666667,143.18,47.98,4.0,4.0,118.0,8.0,224.0,63.0,24.0,26.0,235.0,43.0,129.0,7.0,58.0,59.0,95.0,40,116.0,True,True
J2026012313091638,2026-01-23 04:09:16.380000+00:00,40.878,143.216,16.15,3.7,,,,,,,,,,,,,,,37,,False,False
J2026012418000193,2026-01-24 09:00:01.930000+00:00,38.364,141.984,84.64,4.0,4.3,198.0,83.0,306.0,2.0,36.0,7.0,29.0,43.0,-100.0,222.0,47.0,-81.0,95.0,40,228.0,True,True
J2026012420524447,2026-01-24 11:52:44.470000+00:00,38.4495,141.82,53.97,3.7,,,,,,,,,,,,,,,40,,False,False
J2026012609202260,2026-01-26 00:20:22.600000+00:00,39.680166666666665,142.12683333333334,47.87,4.1,4.1,100.0,27.0,294.0,62.0,193.0,6.0,175.0,19.0,72.0,15.0,72.0,96.0,98.0,37,143.0,True,True
J2026012803520650,2026-01-27 18:52:06.500000+00:00,40.909666666666666,143.32916666666668,23.47,3.6,,,,,,,,,,,,,,,35,,False,False
J2026012903295067,2026-01-28 18:29:50.670000+00:00,38.315333333333335,142.1455,38.34,3.9,3.7,87.0,17.0,254.0,73.0,356.0,4.0,183.0,28.0,98.0,354.0,62.0,86.0,90.0,40,83.0,True,True
J2026012914220323,2026-01-29 05:22:03.230000+00:00,42.31216666666667,142.73066666666668,35.48,3.2,,,,,,,,,,,,,,,39,,False,False
J2026012923131625,2026-01-29 14:13:16.250000+00:00,41.991,142.53366666666668,65.84,4.1,4.2,123.0,18.0,262.0,67.0,28.0,14.0,234.0,30.0,119.0,21.0,64.0,74.0,94.0,39,109.0,True,True
J2026013110185287,2026-01-31 01:18:52.870000+00:00,39.75866666666667,141.84616666666668,57.47,3.3,,98.0,21.0,320.0,63.0,195.0,16.0,161.0,28.0,53.0,21.0,68.0,108.0,98.0,39,124.0,True,True
J2026020118385591,2026-02-01 09:38:55.910000+00:00,40.674,142.15933333333334,53.51,3.6,,103.0,26.0,320.0,59.0,201.0,16.0,161.0,24.0,47.0,26.0,73.0,107.0,98.0,40,87.0,True,True
J2026020511050602,2026-02-05 02:05:06.020000+00:00,38.176833333333335,141.70783333333333,51.34,3.5,,105.0,22.0,298.0,67.0,197.0,5.0,186.0,23.0,78.0,19.0,67.0,95.0,100.0,39,96.0,True,True
J2026020511112083,2026-02-05 02:11:20.830000+00:00,42.053,142.48866666666666,68.04,3.8,3.9,,,,,,,,,,,,,,39,,False,False
J2026020715170682,2026-02-07 06:17:06.820000+00:00,40.90916666666666,142.10783333333333,55.55,3.7,,,,,,,,,,,,,,,40,,False,False
J2026020814302403,2026-02-08 05:30:24.030000+00:00,40.719,142.38766666666666,72.4,3.6,,102.0,35.0,206.0,19.0,319.0,49.0,249.0,51.0,-167.0,151.0,80.0,-40.0,99.0,40,130.0,True,True
J2026020906451544,2026-02-08 21:45:15.440000+00:00,42.3585,143.11416666666668,51.1,4.0,4.1,132.0,21.0,260.0,58.0,33.0,23.0,257.0,31.0,138.0,24.0,70.0,65.0,96.0,40,92.0,True,True
J2026021202282533,2026-02-11 17:28:25.330000+00:00,41.49066666666667,142.04733333333334,56.14,4.3,4.4,110.0,26.0,299.0,64.0,202.0,4.0,192.0,19.0,79.0,23.0,71.0,94.0,99.0,40,154.0,True,True
J2026021305494205,2026-02-12 20:49:42.050000+00:00,40.83266666666667,143.09766666666667,0.0,4.5,4.4,,,,,,,,,,,,,,30,,False,False
J2026021516193907,2026-02-15 07:19:39.070000+00:00,41.59866666666667,141.8673333333333,32.56,3.8,4.0,83.0,40.0,250.0,49.0,348.0,6.0,222.0,8.0,145.0,347.0,85.0,83.0,90.0,40,70.0,True,True
J2026021605271671,2026-02-15 20:27:16.710000+00:00,40.83233333333333,143.097,0.0,3.5,,,,,,,,,,,,,,,30,,False,False
J2026021613595481,2026-02-16 04:59:54.810000+00:00,40.1325,142.48133333333334,38.16,4.4,4.5,109.0,24.0,308.0,65.0,202.0,7.0,184.0,22.0,70.0,25.0,69.0,98.0,96.0,40,131.0,True,True
J2026021702525369,2026-02-16 17:52:53.690000+00:00,40.802,142.62866666666667,42.62,4.0,4.1,90.0,27.0,274.0,63.0,181.0,2.0,176.0,18.0,85.0,1.0,72.0,92.0,96.0,40,126.0,True,True
J2026021711301216,2026-02-17 02:30:12.160000+00:00,40.89966666666667,140.15766666666667,16180.0,4.1,4.0,,,,,,,,,,,,,,40,,False,False
J2026021712050228,2026-02-17 03:05:02.280000+00:00,42.0315,142.572,63.98,3.4,,,,,,,,,,,,,,,40,,False,False
J2026021717040867,2026-02-17 08:04:08.670000+00:00,40.8965,143.30333333333334,16.37,4.2,4.1,,,,,,,,,,,,,,34,,False,False
J2026022014003870,2026-02-20 05:00:38.700000+00:00,41.93966666666667,142.43783333333334,63.29,3.4,,125.0,18.0,302.0,72.0,35.0,1.0,216.0,27.0,92.0,34.0,63.0,89.0,100.0,40,80.0,True,True
J2026022023163059,2026-02-20 14:16:30.590000+00:00,41.509,142.08783333333332,54.1,5.1,5.3,108.0,31.0,288.0,59.0,18.0,0.0,198.0,14.0,90.0,18.0,76.0,90.0,92.0,39,217.0,True,True
J2026022202090406,2026-02-21 17:09:04.060000+00:00,40.9105,142.11116666666666,55.17,3.8,3.9,110.0,26.0,321.0,60.0,207.0,13.0,171.0,22.0,52.0,31.0,72.0,104.0,95.0,40,133.0,True,True
J2026022212364083,2026-02-22 03:36:40.830000+00:00,38.22,141.9685,43.67,3.8,,,,,,,,,,,,,,,40,,False,False
J2026022413265929,2026-02-24 04:26:59.290000+00:00,38.1915,141.77066666666667,57.92,3.7,4.0,291.0,25.0,66.0,57.0,191.0,20.0,57.0,27.0,140.0,184.0,73.0,69.0,98.0,39,131.0,True,True
J2026022419451862,2026-02-24 10:45:18.620000+00:00,40.05833333333333,141.25966666666667,89.62,3.4,,75.0,77.0,187.0,5.0,278.0,12.0,264.0,41.0,-108.0,108.0,51.0,-75.0,96.0,39,152.0,True,True
J2026022503164027,2026-02-24 18:16:40.270000+00:00,39.55616666666667,142.0136666666667,53.94,4.6,4.7,281.0,14.0,15.0,17.0,153.0,68.0,58.0,68.0,178.0,148.0,88.0,22.0,98.0,40,236.0,True,True
J2026022518413540,2026-02-25 09:41:35.400000+00:00,41.493833333333335,142.0455,56.19,4.2,4.3,106.0,31.0,286.0,59.0,16.0,0.0,196.0,14.0,90.0,16.0,76.0,90.0,97.0,39,178.0,True,True
J2026022603215597,2026-02-25 18:21:55.970000+00:00,42.2545,143.2825,12.3,3.3,,,,,,,,,,,,,,,20,,False,False
J2026030123091107,2026-03-01 14:09:11.070000+00:00,38.859,142.10916666666665,43.58,3.7,3.9,106.0,28.0,294.0,62.0,198.0,3.0,187.0,17.0,79.0,19.0,73.0,93.0,98.0,39,129.0,True,True
J2026030421513276,2026-03-04 12:51:32.760000+00:00,38.32366666666667,141.59583333333333,55.02,3.4,,,,,,,,,,,,,,,40,,False,False
J2026031000454406,2026-03-09 15:45:44.060000+00:00,42.035833333333336,140.35216666666668,14542.0,5.8,5.9,277.0,31.0,110.0,58.0,11.0,6.0,348.0,15.0,66.0,192.0,76.0,96.0,95.0,40,329.0,True,True
J2026031020562529,2026-03-10 11:56:25.290000+00:00,41.978,143.24316666666667,42.66,4.1,4.1,,,,,,,,,,,,,,40,,False,False
J2026031107383529,2026-03-10 22:38:35.290000+00:00,40.9195,143.012,16.69,4.4,4.5,,,,,,,,,,,,,,32,,False,False
J2026031601324079,2026-03-15 16:32:40.790000+00:00,40.868,143.40083333333334,16.44,4.7,4.5,105.0,41.0,297.0,48.0,200.0,6.0,141.0,7.0,30.0,21.0,86.0,96.0,100.0,31,112.0,True,True
J2026031603565385,2026-03-15 18:56:53.850000+00:00,41.38916666666667,142.68883333333332,39.5,4.9,4.9,110.0,9.0,290.0,81.0,20.0,0.0,200.0,36.0,90.0,20.0,54.0,90.0,94.0,40,144.0,True,True
J2026031714012021,2026-03-17 05:01:20.210000+00:00,39.128,142.41983333333334,26.57,3.6,,,,,,,,,,,,,,,39,,False,False
J2026031806133315,2026-03-17 21:13:33.150000+00:00,42.2955,144.25333333333333,52.62,4.3,4.3,,,,,,,,,,,,,,40,,False,False
J2026031813334497,2026-03-18 04:33:44.970000+00:00,41.18483333333333,142.5775,42.81,3.9,3.9,,,,,,,,,,,,,,38,,False,False
J2026031906230097,2026-03-18 21:23:00.970000+00:00,40.976,142.00783333333334,57.77,4.3,4.3,111.0,24.0,298.0,66.0,202.0,3.0,195.0,21.0,83.0,23.0,69.0,93.0,98.0,40,123.0,True,True
J2026032212320288,2026-03-22 03:32:02.880000+00:00,42.11566666666667,143.70183333333333,0.0,3.6,,,,,,,,,,,,,,,38,,False,False
J2026032418363480,2026-03-24 09:36:34.800000+00:00,40.92116666666666,142.94,17.99,3.7,,,,,,,,,,,,,,,35,,False,False
J2026032616375242,2026-03-26 07:37:52.420000+00:00,40.69416666666667,142.6798333333333,41.37,4.7,4.7,111.0,24.0,310.0,65.0,204.0,7.0,186.0,22.0,70.0,27.0,69.0,98.0,98.0,38,158.0,True,True
J2026032711163910,2026-03-27 02:16:39.100000+00:00,39.2465,142.14383333333333,51.51,3.8,,339.0,5.0,100.0,80.0,248.0,9.0,78.0,41.0,103.0,241.0,51.0,79.0,95.0,40,80.0,True,True
J2026032802191210,2026-03-27 17:19:12.100000+00:00,40.975,142.78583333333333,23.59,4.2,4.1,,,,,,,,,,,,,,40,,False,False
J2026032904445721,2026-03-28 19:44:57.210000+00:00,39.818333333333335,142.943,25.57,3.7,,,,,,,,,,,,,,,39,,False,False
J2026033008470159,2026-03-29 23:47:01.590000+00:00,39.48116666666667,142.26433333333333,77.82,3.6,,,,,,,,,,,,,,,40,,False,False
J2026033010051615,2026-03-30 01:05:16.150000+00:00,38.31016666666667,141.8615,47.34,4.0,4.3,124.0,29.0,318.0,60.0,217.0,6.0,197.0,17.0,69.0,39.0,74.0,96.0,98.0,40,124.0,True,True
J2026033015115237,2026-03-30 06:11:52.370000+00:00,42.6815,143.425,72.71,3.7,,320.0,26.0,124.0,63.0,227.0,6.0,65.0,20.0,109.0,225.0,71.0,83.0,95.0,40,85.0,True,True
J2026033104054964,2026-03-30 19:05:49.640000+00:00,38.307,141.87683333333334,63.5,4.2,4.7,87.0,0.0,177.0,80.0,357.0,10.0,187.0,46.0,104.0,347.0,46.0,76.0,100.0,39,248.0,True,True
J2026040209525036,2026-04-02 00:52:50.360000+00:00,38.18116666666667,141.7011666666667,52.11,4.9,4.9,113.0,26.0,317.0,62.0,208.0,10.0,181.0,21.0,61.0,31.0,72.0,100.0,98.0,40,164.0,True,True
J2026040216270921,2026-04-02 07:27:09.210000+00:00,42.7305,143.364,72.66,3.3,,,,,,,,,,,,,,,36,,False,False
J2026040223222070,2026-04-02 14:22:20.700000+00:00,39.24666666666667,142.14583333333334,51.96,4.0,4.2,319.0,4.0,55.0,58.0,227.0,32.0,78.0,50.0,134.0,202.0,57.0,51.0,86.0,35,152.0,True,True
J2026040317514467,2026-04-03 08:51:44.670000+00:00,39.45183333333333,142.58933333333334,30.15,4.4,4.2,,,,,,,,,,,,,,40,,False,False
