line_id,segment_id,global_segment_id,line_segment_count,line_total_length_km,segment_length_km,start_x_km,start_y_km,end_x_km,end_y_km,mid_x_km,mid_y_km,start_lon,start_lat,end_lon,end_lat,mid_lon,mid_lat,along_line_start_km,along_line_end_km,along_line_mid_km,raw_azimuth_deg,strike_deg
798,0,835,1,0.16424512557985416,0.16418467412623516,2.1020874042464923,-6.8140531135324816,2.2011452321657865,-6.9449887998286535,2.1516163182061394,-6.879520956680567,-117.520169673592,35.678804234627805,-117.51907580750202,35.67762391850911,-117.51962273651888,35.67821407784041,0.0,0.16424512557985416,0.08212256278992708,307.1088916966115,142.89110830338848
799,0,836,1,0.2500564962681025,0.24776451931112978,1.7723429710748464,-6.745545073177865,1.9124337722304259,-6.949902173522,1.8423883716526361,-6.847723623349932,-117.523811984535,35.67942233327409,-117.52226497075202,35.67758023753802,-117.5230384687524,35.678501287962796,0.0,0.2500564962681025,0.12502824813405125,304.4314021244145,145.56859787558554
800,0,837,1,0.5957384805081932,0.5934913773720496,11.002997042913618,-15.976218454974799,10.638561543248574,-15.50779686964929,10.820779293081095,-15.742007662312044,-117.42197252131501,35.59616765151591,-117.42598787104299,35.600393496562695,-117.42398014340442,35.59828059113803,0.0,0.5957384805081932,0.2978692402540966,127.88318322328081,142.1168167767192
801,0,838,1,0.27677169060065315,0.27481685277133333,11.931975323302952,-17.93050076488619,11.927139396066325,-18.20527506567668,11.929557359684638,-18.067887915281435,-117.41175017762902,35.5785430249407,-117.411807585851,35.576066553728495,-117.41177888220273,35.57730478946578,0.0,0.27677169060065315,0.13838584530032658,268.9917193232834,1.0082806767165948
802,0,839,1,0.2777914569229478,0.27759953016662314,12.1351368216891,-17.908733223569296,11.974502267572433,-18.135135606888177,12.054819544630767,-18.021934415228735,-117.40950846904099,35.578736739808704,-117.411284031133,35.576698144903496,-117.41039626136354,35.57771744572837,0.0,0.2777914569229478,0.1388957284614739,234.64395188894872,35.35604811105128
803,0,840,1,0.35501369367879004,0.354703825259499,12.435834379751283,-18.466838258374832,12.433556897639804,-18.821534771931073,12.434695638695544,-18.644186515152953,-117.406199600631,35.5737028215281,-117.40623018207698,35.5705059825651,-117.40621489169348,35.57210440226016,0.0,0.35501369367879004,0.17750684683939502,269.63211276495963,0.3678872350403708
804,0,841,1,0.921888631451889,0.9184796082924717,9.10657582007936,-18.035864939471928,9.57256150154829,-18.827358550005222,9.339568660813825,-18.431611744738575,-117.44292263217399,35.57762347084661,-117.43779107180002,35.5704853575133,-117.44035673815749,35.57405444255408,0.0,0.921888631451889,0.4609443157259445,300.4871170599526,149.51288294004743
805,0,842,1,0.42903936302619516,0.4290381555707684,9.10657582007936,-18.035864939471928,8.861594523349451,-17.68364639483224,8.984085171714405,-17.859755667152086,-117.44292263217399,35.57762347084661,-117.445621498533,35.58080023154551,-117.44427203870048,35.579211858964484,0.0,0.42903936302619516,0.21451968151309758,124.82007121683762,145.17992878316238
806,0,843,1,0.2792692439463225,0.2792692439463225,10.28695757343131,-16.685304648137752,10.141947942253108,-16.446634336871536,10.21445275784221,-16.565969492504642,-117.42988300389702,35.5897844201149,-117.431480051463,35.5919370418611,-117.43068151699221,35.59086073372946,0.0,0.2792692439463225,0.13963462197316126,121.28173466085764,148.71826533914236
807,0,844,1,0.058533755028234026,0.05853375502823402,11.126066111619226,-13.87874010480344,11.138624370186923,-13.935910819504693,11.132345240903074,-13.907325462154066,-117.420585548184,35.61507067427231,-117.420447725282,35.614555258418505,-117.42051663651256,35.61481296637052,0.0,0.058533755028234026,0.029266877514117013,282.3889692206821,167.6110307793179
808,0,845,1,0.10094110034679721,0.10094110034679718,-9.539487976039476,8.92388642307701,-9.531186676308478,8.823287247324927,-9.535337326173977,8.873586835200967,-117.648953300155,35.82060173288371,-117.648860240108,35.8196951533087,-117.64890676986495,35.82014844312248,0.0,0.10094110034679721,0.050470550173398604,274.717277798994,175.28272220100595
809,0,846,2,1.098877255296186,0.5487596137505846,-6.67078657718011,2.7584075056215043,-6.861810256261252,3.2728461003186706,-6.766298416720681,3.0156268029700875,-117.61715711540901,35.76505811494011,-117.61927390185375,35.769693273487,-117.61821547789422,35.767375699328014,0.0,0.549438627648093,0.2747193138240465,110.37119754115884,159.62880245884116
809,1,847,2,1.098877255296186,0.5433264190567303,-6.861810256261252,3.2728461003186706,-6.854518036277375,3.8161235811447365,-6.8581641462693135,3.5444848407317036,-117.61927390185375,35.769693273487,-117.61919790376,35.77458970824849,-117.61923590392526,35.77214149137263,0.549438627648093,1.098877255296186,0.8241579414721396,89.23098535518204,0.7690146448179576
810,0,848,1,0.5057688487279585,0.5057688487279585,-4.207143770284421,5.15755705733529,-3.913706032612964,4.745614801122285,-4.060424901448693,4.951585929228788,-117.589926177151,35.7866944831639,-117.58667838350098,35.782982999066206,-117.58830224257899,35.784838752367705,0.0,0.5057688487279585,0.25288442436397923,305.4633105574968,144.5366894425032
811,0,849,1,0.12824580210543807,0.12824580210543804,2.4565131100308277,-5.32450309601843,2.5259252833099812,-5.216665551729198,2.4912191966704045,-5.270584323873814,-117.516250026118,35.6922284462858,-117.515482809984,35.69320018893761,-117.51586642037911,35.69271431824337,0.0,0.12824580210543807,0.06412290105271903,57.23168834514479,32.76831165485519
