strike_bin_center_deg,time_bin,activated_segment_count,bin_start_minutes,bin_center_minutes,normalized_density
12.5,62,0,1860.0,1875.0,0.0
12.5,63,0,1890.0,1905.0,0.0
12.5,64,0,1920.0,1935.0,0.0
12.5,65,0,1950.0,1965.0,0.0
12.5,66,0,1980.0,1995.0,0.0
12.5,67,0,2010.0,2025.0,0.0
17.5,0,0,0.0,15.0,0.0
17.5,1,1,30.0,45.0,0.041666666666666664
17.5,2,0,60.0,75.0,0.0
17.5,3,0,90.0,105.0,0.0
17.5,4,0,120.0,135.0,0.0
17.5,5,0,150.0,165.0,0.0
17.5,6,0,180.0,195.0,0.0
17.5,7,0,210.0,225.0,0.0
17.5,8,0,240.0,255.0,0.0
17.5,9,0,270.0,285.0,0.0
17.5,10,0,300.0,315.0,0.0
17.5,11,0,330.0,345.0,0.0
17.5,12,0,360.0,375.0,0.0
17.5,13,0,390.0,405.0,0.0
17.5,14,0,420.0,435.0,0.0
17.5,15,0,450.0,465.0,0.0
17.5,16,0,480.0,495.0,0.0
17.5,17,0,510.0,525.0,0.0
17.5,18,0,540.0,555.0,0.0
17.5,19,0,570.0,585.0,0.0
17.5,20,0,600.0,615.0,0.0
17.5,21,0,630.0,645.0,0.0
17.5,22,0,660.0,675.0,0.0
17.5,23,0,690.0,705.0,0.0
17.5,24,0,720.0,735.0,0.0
17.5,25,0,750.0,765.0,0.0
17.5,26,0,780.0,795.0,0.0
17.5,27,0,810.0,825.0,0.0
17.5,28,0,840.0,855.0,0.0
17.5,29,0,870.0,885.0,0.0
17.5,30,0,900.0,915.0,0.0
17.5,31,0,930.0,945.0,0.0
17.5,32,0,960.0,975.0,0.0
17.5,33,0,990.0,1005.0,0.0
17.5,34,0,1020.0,1035.0,0.0
17.5,35,0,1050.0,1065.0,0.0
17.5,36,0,1080.0,1095.0,0.0
17.5,37,0,1110.0,1125.0,0.0
17.5,38,0,1140.0,1155.0,0.0
17.5,39,0,1170.0,1185.0,0.0
17.5,40,0,1200.0,1215.0,0.0
17.5,41,0,1230.0,1245.0,0.0
17.5,42,0,1260.0,1275.0,0.0
17.5,43,0,1290.0,1305.0,0.0
17.5,44,0,1320.0,1335.0,0.0
17.5,45,0,1350.0,1365.0,0.0
17.5,46,0,1380.0,1395.0,0.0
17.5,47,0,1410.0,1425.0,0.0
17.5,48,0,1440.0,1455.0,0.0
17.5,49,0,1470.0,1485.0,0.0
17.5,50,0,1500.0,1515.0,0.0
17.5,51,0,1530.0,1545.0,0.0
17.5,52,0,1560.0,1575.0,0.0
17.5,53,0,1590.0,1605.0,0.0
17.5,54,0,1620.0,1635.0,0.0
17.5,55,0,1650.0,1665.0,0.0
17.5,56,0,1680.0,1695.0,0.0
17.5,57,0,1710.0,1725.0,0.0
17.5,58,0,1740.0,1755.0,0.0
17.5,59,0,1770.0,1785.0,0.0
17.5,60,0,1800.0,1815.0,0.0
17.5,61,0,1830.0,1845.0,0.0
17.5,62,0,1860.0,1875.0,0.0
17.5,63,0,1890.0,1905.0,0.0
17.5,64,0,1920.0,1935.0,0.0
17.5,65,0,1950.0,1965.0,0.0
17.5,66,0,1980.0,1995.0,0.0
17.5,67,0,2010.0,2025.0,0.0
22.5,0,0,0.0,15.0,0.0
22.5,1,0,30.0,45.0,0.0
22.5,2,0,60.0,75.0,0.0
22.5,3,0,90.0,105.0,0.0
22.5,4,0,120.0,135.0,0.0
22.5,5,0,150.0,165.0,0.0
22.5,6,0,180.0,195.0,0.0
22.5,7,0,210.0,225.0,0.0
22.5,8,0,240.0,255.0,0.0
22.5,9,0,270.0,285.0,0.0
22.5,10,0,300.0,315.0,0.0
22.5,11,0,330.0,345.0,0.0
22.5,12,0,360.0,375.0,0.0
22.5,13,0,390.0,405.0,0.0
22.5,14,0,420.0,435.0,0.0
22.5,15,0,450.0,465.0,0.0
22.5,16,0,480.0,495.0,0.0
22.5,17,0,510.0,525.0,0.0
22.5,18,0,540.0,555.0,0.0
22.5,19,0,570.0,585.0,0.0
22.5,20,0,600.0,615.0,0.0
22.5,21,0,630.0,645.0,0.0
22.5,22,0,660.0,675.0,0.0
22.5,23,0,690.0,705.0,0.0
22.5,24,0,720.0,735.0,0.0
22.5,25,0,750.0,765.0,0.0
22.5,26,0,780.0,795.0,0.0
22.5,27,0,810.0,825.0,0.0
22.5,28,0,840.0,855.0,0.0
22.5,29,0,870.0,885.0,0.0
22.5,30,0,900.0,915.0,0.0
22.5,31,0,930.0,945.0,0.0
22.5,32,0,960.0,975.0,0.0
22.5,33,0,990.0,1005.0,0.0
22.5,34,0,1020.0,1035.0,0.0
22.5,35,0,1050.0,1065.0,0.0
22.5,36,0,1080.0,1095.0,0.0
22.5,37,0,1110.0,1125.0,0.0
22.5,38,0,1140.0,1155.0,0.0
22.5,39,0,1170.0,1185.0,0.0
22.5,40,0,1200.0,1215.0,0.0
22.5,41,0,1230.0,1245.0,0.0
22.5,42,0,1260.0,1275.0,0.0
22.5,43,0,1290.0,1305.0,0.0
22.5,44,0,1320.0,1335.0,0.0
22.5,45,0,1350.0,1365.0,0.0
22.5,46,0,1380.0,1395.0,0.0
22.5,47,0,1410.0,1425.0,0.0
22.5,48,0,1440.0,1455.0,0.0
22.5,49,0,1470.0,1485.0,0.0
22.5,50,0,1500.0,1515.0,0.0
22.5,51,0,1530.0,1545.0,0.0
22.5,52,0,1560.0,1575.0,0.0
22.5,53,0,1590.0,1605.0,0.0
22.5,54,0,1620.0,1635.0,0.0
22.5,55,0,1650.0,1665.0,0.0
22.5,56,0,1680.0,1695.0,0.0
22.5,57,0,1710.0,1725.0,0.0
22.5,58,0,1740.0,1755.0,0.0
22.5,59,0,1770.0,1785.0,0.0
22.5,60,0,1800.0,1815.0,0.0
22.5,61,0,1830.0,1845.0,0.0
22.5,62,0,1860.0,1875.0,0.0
22.5,63,0,1890.0,1905.0,0.0
22.5,64,0,1920.0,1935.0,0.0
22.5,65,0,1950.0,1965.0,0.0
22.5,66,0,1980.0,1995.0,0.0
22.5,67,0,2010.0,2025.0,0.0
27.5,0,0,0.0,15.0,0.0
27.5,1,0,30.0,45.0,0.0
27.5,2,0,60.0,75.0,0.0
27.5,3,0,90.0,105.0,0.0
27.5,4,0,120.0,135.0,0.0
27.5,5,0,150.0,165.0,0.0
27.5,6,0,180.0,195.0,0.0
27.5,7,0,210.0,225.0,0.0
27.5,8,0,240.0,255.0,0.0
27.5,9,0,270.0,285.0,0.0
27.5,10,0,300.0,315.0,0.0
27.5,11,0,330.0,345.0,0.0
27.5,12,0,360.0,375.0,0.0
27.5,13,0,390.0,405.0,0.0
27.5,14,0,420.0,435.0,0.0
27.5,15,1,450.0,465.0,0.041666666666666664
27.5,16,0,480.0,495.0,0.0
27.5,17,0,510.0,525.0,0.0
27.5,18,0,540.0,555.0,0.0
27.5,19,0,570.0,585.0,0.0
27.5,20,0,600.0,615.0,0.0
27.5,21,0,630.0,645.0,0.0
27.5,22,0,660.0,675.0,0.0
27.5,23,0,690.0,705.0,0.0
27.5,24,0,720.0,735.0,0.0
27.5,25,0,750.0,765.0,0.0
27.5,26,0,780.0,795.0,0.0
27.5,27,0,810.0,825.0,0.0
27.5,28,0,840.0,855.0,0.0
27.5,29,0,870.0,885.0,0.0
27.5,30,0,900.0,915.0,0.0
27.5,31,0,930.0,945.0,0.0
27.5,32,0,960.0,975.0,0.0
27.5,33,0,990.0,1005.0,0.0
27.5,34,0,1020.0,1035.0,0.0
27.5,35,0,1050.0,1065.0,0.0
27.5,36,0,1080.0,1095.0,0.0
27.5,37,0,1110.0,1125.0,0.0
27.5,38,0,1140.0,1155.0,0.0
27.5,39,0,1170.0,1185.0,0.0
27.5,40,0,1200.0,1215.0,0.0
27.5,41,0,1230.0,1245.0,0.0
27.5,42,0,1260.0,1275.0,0.0
27.5,43,0,1290.0,1305.0,0.0
27.5,44,0,1320.0,1335.0,0.0
27.5,45,0,1350.0,1365.0,0.0
27.5,46,0,1380.0,1395.0,0.0
27.5,47,0,1410.0,1425.0,0.0
27.5,48,0,1440.0,1455.0,0.0
27.5,49,0,1470.0,1485.0,0.0
27.5,50,0,1500.0,1515.0,0.0
27.5,51,0,1530.0,1545.0,0.0
27.5,52,0,1560.0,1575.0,0.0
27.5,53,0,1590.0,1605.0,0.0
27.5,54,0,1620.0,1635.0,0.0
27.5,55,0,1650.0,1665.0,0.0
27.5,56,0,1680.0,1695.0,0.0
27.5,57,0,1710.0,1725.0,0.0
27.5,58,0,1740.0,1755.0,0.0
27.5,59,0,1770.0,1785.0,0.0
27.5,60,0,1800.0,1815.0,0.0
27.5,61,0,1830.0,1845.0,0.0
27.5,62,0,1860.0,1875.0,0.0
27.5,63,0,1890.0,1905.0,0.0
27.5,64,0,1920.0,1935.0,0.0
27.5,65,0,1950.0,1965.0,0.0
27.5,66,0,1980.0,1995.0,0.0
27.5,67,0,2010.0,2025.0,0.0
32.5,0,0,0.0,15.0,0.0
32.5,1,0,30.0,45.0,0.0
32.5,2,0,60.0,75.0,0.0
32.5,3,0,90.0,105.0,0.0
32.5,4,0,120.0,135.0,0.0
32.5,5,0,150.0,165.0,0.0
32.5,6,0,180.0,195.0,0.0
32.5,7,0,210.0,225.0,0.0
32.5,8,0,240.0,255.0,0.0
32.5,9,0,270.0,285.0,0.0
32.5,10,0,300.0,315.0,0.0
32.5,11,0,330.0,345.0,0.0
32.5,12,0,360.0,375.0,0.0
32.5,13,0,390.0,405.0,0.0
32.5,14,0,420.0,435.0,0.0
32.5,15,0,450.0,465.0,0.0
32.5,16,0,480.0,495.0,0.0
32.5,17,0,510.0,525.0,0.0
32.5,18,0,540.0,555.0,0.0
32.5,19,0,570.0,585.0,0.0
32.5,20,0,600.0,615.0,0.0
32.5,21,0,630.0,645.0,0.0
32.5,22,0,660.0,675.0,0.0
32.5,23,0,690.0,705.0,0.0
32.5,24,0,720.0,735.0,0.0
32.5,25,0,750.0,765.0,0.0
32.5,26,0,780.0,795.0,0.0
32.5,27,0,810.0,825.0,0.0
32.5,28,0,840.0,855.0,0.0
32.5,29,1,870.0,885.0,0.041666666666666664
32.5,30,0,900.0,915.0,0.0
32.5,31,0,930.0,945.0,0.0
32.5,32,0,960.0,975.0,0.0
32.5,33,0,990.0,1005.0,0.0
32.5,34,0,1020.0,1035.0,0.0
32.5,35,0,1050.0,1065.0,0.0
32.5,36,0,1080.0,1095.0,0.0
32.5,37,0,1110.0,1125.0,0.0
32.5,38,0,1140.0,1155.0,0.0
32.5,39,0,1170.0,1185.0,0.0
32.5,40,0,1200.0,1215.0,0.0
32.5,41,0,1230.0,1245.0,0.0
32.5,42,0,1260.0,1275.0,0.0
32.5,43,0,1290.0,1305.0,0.0
32.5,44,0,1320.0,1335.0,0.0
32.5,45,0,1350.0,1365.0,0.0
32.5,46,0,1380.0,1395.0,0.0
32.5,47,0,1410.0,1425.0,0.0
32.5,48,0,1440.0,1455.0,0.0
32.5,49,0,1470.0,1485.0,0.0
32.5,50,0,1500.0,1515.0,0.0
32.5,51,0,1530.0,1545.0,0.0
32.5,52,0,1560.0,1575.0,0.0
32.5,53,0,1590.0,1605.0,0.0
32.5,54,0,1620.0,1635.0,0.0
32.5,55,0,1650.0,1665.0,0.0
32.5,56,0,1680.0,1695.0,0.0
32.5,57,0,1710.0,1725.0,0.0
32.5,58,0,1740.0,1755.0,0.0
32.5,59,0,1770.0,1785.0,0.0
32.5,60,0,1800.0,1815.0,0.0
32.5,61,0,1830.0,1845.0,0.0
32.5,62,0,1860.0,1875.0,0.0
32.5,63,0,1890.0,1905.0,0.0
32.5,64,0,1920.0,1935.0,0.0
32.5,65,0,1950.0,1965.0,0.0
32.5,66,0,1980.0,1995.0,0.0
32.5,67,0,2010.0,2025.0,0.0
37.5,0,0,0.0,15.0,0.0
37.5,1,0,30.0,45.0,0.0
37.5,2,0,60.0,75.0,0.0
37.5,3,0,90.0,105.0,0.0
37.5,4,0,120.0,135.0,0.0
37.5,5,0,150.0,165.0,0.0
37.5,6,0,180.0,195.0,0.0
37.5,7,0,210.0,225.0,0.0
37.5,8,0,240.0,255.0,0.0
37.5,9,0,270.0,285.0,0.0
37.5,10,0,300.0,315.0,0.0
37.5,11,0,330.0,345.0,0.0
37.5,12,0,360.0,375.0,0.0
37.5,13,0,390.0,405.0,0.0
37.5,14,0,420.0,435.0,0.0
37.5,15,0,450.0,465.0,0.0
37.5,16,0,480.0,495.0,0.0
37.5,17,0,510.0,525.0,0.0
37.5,18,0,540.0,555.0,0.0
37.5,19,0,570.0,585.0,0.0
37.5,20,0,600.0,615.0,0.0
37.5,21,0,630.0,645.0,0.0
37.5,22,0,660.0,675.0,0.0
37.5,23,0,690.0,705.0,0.0
37.5,24,0,720.0,735.0,0.0
37.5,25,0,750.0,765.0,0.0
37.5,26,0,780.0,795.0,0.0
37.5,27,0,810.0,825.0,0.0
37.5,28,0,840.0,855.0,0.0
37.5,29,0,870.0,885.0,0.0
37.5,30,0,900.0,915.0,0.0
37.5,31,0,930.0,945.0,0.0
37.5,32,0,960.0,975.0,0.0
37.5,33,0,990.0,1005.0,0.0
37.5,34,0,1020.0,1035.0,0.0
37.5,35,0,1050.0,1065.0,0.0
37.5,36,0,1080.0,1095.0,0.0
37.5,37,0,1110.0,1125.0,0.0
37.5,38,0,1140.0,1155.0,0.0
37.5,39,0,1170.0,1185.0,0.0
37.5,40,0,1200.0,1215.0,0.0
37.5,41,0,1230.0,1245.0,0.0
37.5,42,0,1260.0,1275.0,0.0
37.5,43,0,1290.0,1305.0,0.0
37.5,44,0,1320.0,1335.0,0.0
37.5,45,0,1350.0,1365.0,0.0
37.5,46,0,1380.0,1395.0,0.0
37.5,47,0,1410.0,1425.0,0.0
37.5,48,0,1440.0,1455.0,0.0
37.5,49,0,1470.0,1485.0,0.0
37.5,50,0,1500.0,1515.0,0.0
37.5,51,0,1530.0,1545.0,0.0
37.5,52,0,1560.0,1575.0,0.0
37.5,53,0,1590.0,1605.0,0.0
37.5,54,0,1620.0,1635.0,0.0
37.5,55,0,1650.0,1665.0,0.0
37.5,56,0,1680.0,1695.0,0.0
37.5,57,0,1710.0,1725.0,0.0
37.5,58,0,1740.0,1755.0,0.0
37.5,59,0,1770.0,1785.0,0.0
37.5,60,0,1800.0,1815.0,0.0
37.5,61,0,1830.0,1845.0,0.0
37.5,62,0,1860.0,1875.0,0.0
37.5,63,0,1890.0,1905.0,0.0
37.5,64,0,1920.0,1935.0,0.0
37.5,65,0,1950.0,1965.0,0.0
37.5,66,0,1980.0,1995.0,0.0
37.5,67,0,2010.0,2025.0,0.0
42.5,0,0,0.0,15.0,0.0
42.5,1,0,30.0,45.0,0.0
42.5,2,0,60.0,75.0,0.0
42.5,3,0,90.0,105.0,0.0
42.5,4,0,120.0,135.0,0.0
42.5,5,0,150.0,165.0,0.0
42.5,6,0,180.0,195.0,0.0
42.5,7,0,210.0,225.0,0.0
42.5,8,0,240.0,255.0,0.0
42.5,9,0,270.0,285.0,0.0
42.5,10,0,300.0,315.0,0.0
42.5,11,0,330.0,345.0,0.0
42.5,12,0,360.0,375.0,0.0
42.5,13,0,390.0,405.0,0.0
42.5,14,0,420.0,435.0,0.0
42.5,15,0,450.0,465.0,0.0
42.5,16,0,480.0,495.0,0.0
42.5,17,0,510.0,525.0,0.0
42.5,18,0,540.0,555.0,0.0
42.5,19,0,570.0,585.0,0.0
42.5,20,0,600.0,615.0,0.0
42.5,21,0,630.0,645.0,0.0
42.5,22,0,660.0,675.0,0.0
42.5,23,0,690.0,705.0,0.0
42.5,24,0,720.0,735.0,0.0
42.5,25,0,750.0,765.0,0.0
42.5,26,0,780.0,795.0,0.0
42.5,27,0,810.0,825.0,0.0
42.5,28,0,840.0,855.0,0.0
42.5,29,0,870.0,885.0,0.0
42.5,30,0,900.0,915.0,0.0
42.5,31,0,930.0,945.0,0.0
42.5,32,0,960.0,975.0,0.0
42.5,33,0,990.0,1005.0,0.0
42.5,34,0,1020.0,1035.0,0.0
42.5,35,0,1050.0,1065.0,0.0
42.5,36,0,1080.0,1095.0,0.0
42.5,37,0,1110.0,1125.0,0.0
42.5,38,0,1140.0,1155.0,0.0
42.5,39,0,1170.0,1185.0,0.0
42.5,40,0,1200.0,1215.0,0.0
42.5,41,0,1230.0,1245.0,0.0
42.5,42,0,1260.0,1275.0,0.0
42.5,43,0,1290.0,1305.0,0.0
42.5,44,0,1320.0,1335.0,0.0
42.5,45,0,1350.0,1365.0,0.0
42.5,46,0,1380.0,1395.0,0.0
42.5,47,0,1410.0,1425.0,0.0
42.5,48,0,1440.0,1455.0,0.0
42.5,49,0,1470.0,1485.0,0.0
42.5,50,0,1500.0,1515.0,0.0
42.5,51,1,1530.0,1545.0,0.041666666666666664
42.5,52,0,1560.0,1575.0,0.0
42.5,53,0,1590.0,1605.0,0.0
42.5,54,0,1620.0,1635.0,0.0
42.5,55,1,1650.0,1665.0,0.041666666666666664
42.5,56,0,1680.0,1695.0,0.0
42.5,57,0,1710.0,1725.0,0.0
42.5,58,0,1740.0,1755.0,0.0
42.5,59,0,1770.0,1785.0,0.0
42.5,60,0,1800.0,1815.0,0.0
42.5,61,0,1830.0,1845.0,0.0
42.5,62,0,1860.0,1875.0,0.0
42.5,63,0,1890.0,1905.0,0.0
42.5,64,0,1920.0,1935.0,0.0
42.5,65,0,1950.0,1965.0,0.0
42.5,66,0,1980.0,1995.0,0.0
42.5,67,0,2010.0,2025.0,0.0
47.5,0,0,0.0,15.0,0.0
47.5,1,0,30.0,45.0,0.0
47.5,2,0,60.0,75.0,0.0
47.5,3,0,90.0,105.0,0.0
47.5,4,0,120.0,135.0,0.0
47.5,5,0,150.0,165.0,0.0
47.5,6,0,180.0,195.0,0.0
47.5,7,0,210.0,225.0,0.0
47.5,8,0,240.0,255.0,0.0
47.5,9,0,270.0,285.0,0.0
47.5,10,0,300.0,315.0,0.0
47.5,11,0,330.0,345.0,0.0
47.5,12,0,360.0,375.0,0.0
47.5,13,0,390.0,405.0,0.0
47.5,14,0,420.0,435.0,0.0
47.5,15,0,450.0,465.0,0.0
47.5,16,0,480.0,495.0,0.0
47.5,17,0,510.0,525.0,0.0
47.5,18,0,540.0,555.0,0.0
47.5,19,0,570.0,585.0,0.0
47.5,20,0,600.0,615.0,0.0
47.5,21,0,630.0,645.0,0.0
47.5,22,0,660.0,675.0,0.0
47.5,23,0,690.0,705.0,0.0
47.5,24,0,720.0,735.0,0.0
47.5,25,0,750.0,765.0,0.0
47.5,26,0,780.0,795.0,0.0
47.5,27,0,810.0,825.0,0.0
47.5,28,1,840.0,855.0,0.041666666666666664
47.5,29,0,870.0,885.0,0.0
47.5,30,0,900.0,915.0,0.0
47.5,31,0,930.0,945.0,0.0
47.5,32,0,960.0,975.0,0.0
47.5,33,0,990.0,1005.0,0.0
47.5,34,0,1020.0,1035.0,0.0
47.5,35,0,1050.0,1065.0,0.0
47.5,36,0,1080.0,1095.0,0.0
47.5,37,0,1110.0,1125.0,0.0
47.5,38,0,1140.0,1155.0,0.0
47.5,39,0,1170.0,1185.0,0.0
47.5,40,0,1200.0,1215.0,0.0
47.5,41,0,1230.0,1245.0,0.0
47.5,42,0,1260.0,1275.0,0.0
47.5,43,0,1290.0,1305.0,0.0
47.5,44,0,1320.0,1335.0,0.0
47.5,45,0,1350.0,1365.0,0.0
47.5,46,0,1380.0,1395.0,0.0
47.5,47,0,1410.0,1425.0,0.0
47.5,48,0,1440.0,1455.0,0.0
