strike_bin_center_deg,time_bin,activated_segment_count,bin_start_minutes,bin_center_minutes,normalized_density
47.5,49,0,1470.0,1485.0,0.0
47.5,50,0,1500.0,1515.0,0.0
47.5,51,0,1530.0,1545.0,0.0
47.5,52,0,1560.0,1575.0,0.0
47.5,53,0,1590.0,1605.0,0.0
47.5,54,0,1620.0,1635.0,0.0
47.5,55,0,1650.0,1665.0,0.0
47.5,56,0,1680.0,1695.0,0.0
47.5,57,0,1710.0,1725.0,0.0
47.5,58,0,1740.0,1755.0,0.0
47.5,59,0,1770.0,1785.0,0.0
47.5,60,0,1800.0,1815.0,0.0
47.5,61,0,1830.0,1845.0,0.0
47.5,62,0,1860.0,1875.0,0.0
47.5,63,0,1890.0,1905.0,0.0
47.5,64,0,1920.0,1935.0,0.0
47.5,65,0,1950.0,1965.0,0.0
47.5,66,0,1980.0,1995.0,0.0
47.5,67,0,2010.0,2025.0,0.0
52.5,0,0,0.0,15.0,0.0
52.5,1,0,30.0,45.0,0.0
52.5,2,0,60.0,75.0,0.0
52.5,3,0,90.0,105.0,0.0
52.5,4,0,120.0,135.0,0.0
52.5,5,0,150.0,165.0,0.0
52.5,6,0,180.0,195.0,0.0
52.5,7,0,210.0,225.0,0.0
52.5,8,0,240.0,255.0,0.0
52.5,9,0,270.0,285.0,0.0
52.5,10,0,300.0,315.0,0.0
52.5,11,0,330.0,345.0,0.0
52.5,12,0,360.0,375.0,0.0
52.5,13,0,390.0,405.0,0.0
52.5,14,0,420.0,435.0,0.0
52.5,15,0,450.0,465.0,0.0
52.5,16,0,480.0,495.0,0.0
52.5,17,0,510.0,525.0,0.0
52.5,18,0,540.0,555.0,0.0
52.5,19,0,570.0,585.0,0.0
52.5,20,0,600.0,615.0,0.0
52.5,21,0,630.0,645.0,0.0
52.5,22,0,660.0,675.0,0.0
52.5,23,0,690.0,705.0,0.0
52.5,24,0,720.0,735.0,0.0
52.5,25,0,750.0,765.0,0.0
52.5,26,0,780.0,795.0,0.0
52.5,27,0,810.0,825.0,0.0
52.5,28,0,840.0,855.0,0.0
52.5,29,0,870.0,885.0,0.0
52.5,30,0,900.0,915.0,0.0
52.5,31,0,930.0,945.0,0.0
52.5,32,0,960.0,975.0,0.0
52.5,33,0,990.0,1005.0,0.0
52.5,34,0,1020.0,1035.0,0.0
52.5,35,0,1050.0,1065.0,0.0
52.5,36,0,1080.0,1095.0,0.0
52.5,37,0,1110.0,1125.0,0.0
52.5,38,0,1140.0,1155.0,0.0
52.5,39,0,1170.0,1185.0,0.0
52.5,40,0,1200.0,1215.0,0.0
52.5,41,0,1230.0,1245.0,0.0
52.5,42,0,1260.0,1275.0,0.0
52.5,43,0,1290.0,1305.0,0.0
52.5,44,0,1320.0,1335.0,0.0
52.5,45,0,1350.0,1365.0,0.0
52.5,46,0,1380.0,1395.0,0.0
52.5,47,0,1410.0,1425.0,0.0
52.5,48,0,1440.0,1455.0,0.0
52.5,49,0,1470.0,1485.0,0.0
52.5,50,0,1500.0,1515.0,0.0
52.5,51,0,1530.0,1545.0,0.0
52.5,52,0,1560.0,1575.0,0.0
52.5,53,0,1590.0,1605.0,0.0
52.5,54,0,1620.0,1635.0,0.0
52.5,55,0,1650.0,1665.0,0.0
52.5,56,0,1680.0,1695.0,0.0
52.5,57,0,1710.0,1725.0,0.0
52.5,58,0,1740.0,1755.0,0.0
52.5,59,0,1770.0,1785.0,0.0
52.5,60,0,1800.0,1815.0,0.0
52.5,61,0,1830.0,1845.0,0.0
52.5,62,0,1860.0,1875.0,0.0
52.5,63,0,1890.0,1905.0,0.0
52.5,64,0,1920.0,1935.0,0.0
52.5,65,0,1950.0,1965.0,0.0
52.5,66,0,1980.0,1995.0,0.0
52.5,67,0,2010.0,2025.0,0.0
57.5,0,0,0.0,15.0,0.0
57.5,1,0,30.0,45.0,0.0
57.5,2,0,60.0,75.0,0.0
57.5,3,0,90.0,105.0,0.0
57.5,4,0,120.0,135.0,0.0
57.5,5,0,150.0,165.0,0.0
57.5,6,0,180.0,195.0,0.0
57.5,7,0,210.0,225.0,0.0
57.5,8,0,240.0,255.0,0.0
57.5,9,0,270.0,285.0,0.0
57.5,10,0,300.0,315.0,0.0
57.5,11,0,330.0,345.0,0.0
57.5,12,0,360.0,375.0,0.0
57.5,13,0,390.0,405.0,0.0
57.5,14,0,420.0,435.0,0.0
57.5,15,0,450.0,465.0,0.0
57.5,16,0,480.0,495.0,0.0
57.5,17,0,510.0,525.0,0.0
57.5,18,0,540.0,555.0,0.0
57.5,19,0,570.0,585.0,0.0
57.5,20,0,600.0,615.0,0.0
57.5,21,0,630.0,645.0,0.0
57.5,22,0,660.0,675.0,0.0
57.5,23,0,690.0,705.0,0.0
57.5,24,0,720.0,735.0,0.0
57.5,25,0,750.0,765.0,0.0
57.5,26,0,780.0,795.0,0.0
57.5,27,0,810.0,825.0,0.0
57.5,28,0,840.0,855.0,0.0
57.5,29,0,870.0,885.0,0.0
57.5,30,0,900.0,915.0,0.0
57.5,31,0,930.0,945.0,0.0
57.5,32,0,960.0,975.0,0.0
57.5,33,0,990.0,1005.0,0.0
57.5,34,0,1020.0,1035.0,0.0
57.5,35,0,1050.0,1065.0,0.0
57.5,36,0,1080.0,1095.0,0.0
57.5,37,0,1110.0,1125.0,0.0
57.5,38,0,1140.0,1155.0,0.0
57.5,39,0,1170.0,1185.0,0.0
57.5,40,0,1200.0,1215.0,0.0
57.5,41,0,1230.0,1245.0,0.0
57.5,42,0,1260.0,1275.0,0.0
57.5,43,0,1290.0,1305.0,0.0
57.5,44,0,1320.0,1335.0,0.0
57.5,45,0,1350.0,1365.0,0.0
57.5,46,0,1380.0,1395.0,0.0
57.5,47,0,1410.0,1425.0,0.0
57.5,48,0,1440.0,1455.0,0.0
57.5,49,0,1470.0,1485.0,0.0
57.5,50,0,1500.0,1515.0,0.0
57.5,51,0,1530.0,1545.0,0.0
57.5,52,1,1560.0,1575.0,0.041666666666666664
57.5,53,0,1590.0,1605.0,0.0
57.5,54,0,1620.0,1635.0,0.0
57.5,55,0,1650.0,1665.0,0.0
57.5,56,0,1680.0,1695.0,0.0
57.5,57,0,1710.0,1725.0,0.0
57.5,58,0,1740.0,1755.0,0.0
57.5,59,0,1770.0,1785.0,0.0
57.5,60,0,1800.0,1815.0,0.0
57.5,61,0,1830.0,1845.0,0.0
57.5,62,0,1860.0,1875.0,0.0
57.5,63,0,1890.0,1905.0,0.0
57.5,64,0,1920.0,1935.0,0.0
57.5,65,0,1950.0,1965.0,0.0
57.5,66,0,1980.0,1995.0,0.0
57.5,67,0,2010.0,2025.0,0.0
62.5,0,0,0.0,15.0,0.0
62.5,1,0,30.0,45.0,0.0
62.5,2,0,60.0,75.0,0.0
62.5,3,0,90.0,105.0,0.0
62.5,4,0,120.0,135.0,0.0
62.5,5,0,150.0,165.0,0.0
62.5,6,0,180.0,195.0,0.0
62.5,7,0,210.0,225.0,0.0
62.5,8,0,240.0,255.0,0.0
62.5,9,0,270.0,285.0,0.0
62.5,10,0,300.0,315.0,0.0
62.5,11,0,330.0,345.0,0.0
62.5,12,0,360.0,375.0,0.0
62.5,13,0,390.0,405.0,0.0
62.5,14,0,420.0,435.0,0.0
62.5,15,0,450.0,465.0,0.0
62.5,16,0,480.0,495.0,0.0
62.5,17,0,510.0,525.0,0.0
62.5,18,0,540.0,555.0,0.0
62.5,19,0,570.0,585.0,0.0
62.5,20,0,600.0,615.0,0.0
62.5,21,0,630.0,645.0,0.0
62.5,22,0,660.0,675.0,0.0
62.5,23,0,690.0,705.0,0.0
62.5,24,0,720.0,735.0,0.0
62.5,25,0,750.0,765.0,0.0
62.5,26,0,780.0,795.0,0.0
62.5,27,0,810.0,825.0,0.0
62.5,28,0,840.0,855.0,0.0
62.5,29,0,870.0,885.0,0.0
62.5,30,0,900.0,915.0,0.0
62.5,31,0,930.0,945.0,0.0
62.5,32,0,960.0,975.0,0.0
62.5,33,0,990.0,1005.0,0.0
62.5,34,0,1020.0,1035.0,0.0
62.5,35,0,1050.0,1065.0,0.0
62.5,36,0,1080.0,1095.0,0.0
62.5,37,0,1110.0,1125.0,0.0
62.5,38,0,1140.0,1155.0,0.0
62.5,39,0,1170.0,1185.0,0.0
62.5,40,0,1200.0,1215.0,0.0
62.5,41,0,1230.0,1245.0,0.0
62.5,42,0,1260.0,1275.0,0.0
62.5,43,0,1290.0,1305.0,0.0
62.5,44,0,1320.0,1335.0,0.0
62.5,45,0,1350.0,1365.0,0.0
62.5,46,0,1380.0,1395.0,0.0
62.5,47,0,1410.0,1425.0,0.0
62.5,48,0,1440.0,1455.0,0.0
62.5,49,0,1470.0,1485.0,0.0
62.5,50,0,1500.0,1515.0,0.0
62.5,51,0,1530.0,1545.0,0.0
62.5,52,0,1560.0,1575.0,0.0
62.5,53,0,1590.0,1605.0,0.0
62.5,54,0,1620.0,1635.0,0.0
62.5,55,0,1650.0,1665.0,0.0
62.5,56,0,1680.0,1695.0,0.0
62.5,57,0,1710.0,1725.0,0.0
62.5,58,0,1740.0,1755.0,0.0
62.5,59,0,1770.0,1785.0,0.0
62.5,60,0,1800.0,1815.0,0.0
62.5,61,0,1830.0,1845.0,0.0
62.5,62,0,1860.0,1875.0,0.0
62.5,63,0,1890.0,1905.0,0.0
62.5,64,0,1920.0,1935.0,0.0
62.5,65,0,1950.0,1965.0,0.0
62.5,66,0,1980.0,1995.0,0.0
62.5,67,0,2010.0,2025.0,0.0
67.5,0,0,0.0,15.0,0.0
67.5,1,0,30.0,45.0,0.0
67.5,2,0,60.0,75.0,0.0
67.5,3,0,90.0,105.0,0.0
67.5,4,0,120.0,135.0,0.0
67.5,5,0,150.0,165.0,0.0
67.5,6,0,180.0,195.0,0.0
67.5,7,0,210.0,225.0,0.0
67.5,8,0,240.0,255.0,0.0
67.5,9,0,270.0,285.0,0.0
67.5,10,0,300.0,315.0,0.0
67.5,11,0,330.0,345.0,0.0
67.5,12,0,360.0,375.0,0.0
67.5,13,0,390.0,405.0,0.0
67.5,14,0,420.0,435.0,0.0
67.5,15,0,450.0,465.0,0.0
67.5,16,0,480.0,495.0,0.0
67.5,17,0,510.0,525.0,0.0
67.5,18,0,540.0,555.0,0.0
67.5,19,0,570.0,585.0,0.0
67.5,20,0,600.0,615.0,0.0
67.5,21,0,630.0,645.0,0.0
67.5,22,0,660.0,675.0,0.0
67.5,23,0,690.0,705.0,0.0
67.5,24,0,720.0,735.0,0.0
67.5,25,0,750.0,765.0,0.0
67.5,26,0,780.0,795.0,0.0
67.5,27,0,810.0,825.0,0.0
67.5,28,0,840.0,855.0,0.0
67.5,29,0,870.0,885.0,0.0
67.5,30,0,900.0,915.0,0.0
67.5,31,0,930.0,945.0,0.0
67.5,32,0,960.0,975.0,0.0
67.5,33,0,990.0,1005.0,0.0
67.5,34,0,1020.0,1035.0,0.0
67.5,35,0,1050.0,1065.0,0.0
67.5,36,0,1080.0,1095.0,0.0
67.5,37,0,1110.0,1125.0,0.0
67.5,38,0,1140.0,1155.0,0.0
67.5,39,0,1170.0,1185.0,0.0
67.5,40,0,1200.0,1215.0,0.0
67.5,41,0,1230.0,1245.0,0.0
67.5,42,0,1260.0,1275.0,0.0
67.5,43,0,1290.0,1305.0,0.0
67.5,44,0,1320.0,1335.0,0.0
67.5,45,0,1350.0,1365.0,0.0
67.5,46,0,1380.0,1395.0,0.0
67.5,47,0,1410.0,1425.0,0.0
67.5,48,0,1440.0,1455.0,0.0
67.5,49,0,1470.0,1485.0,0.0
67.5,50,0,1500.0,1515.0,0.0
67.5,51,0,1530.0,1545.0,0.0
67.5,52,0,1560.0,1575.0,0.0
67.5,53,0,1590.0,1605.0,0.0
67.5,54,0,1620.0,1635.0,0.0
67.5,55,0,1650.0,1665.0,0.0
67.5,56,0,1680.0,1695.0,0.0
67.5,57,0,1710.0,1725.0,0.0
67.5,58,0,1740.0,1755.0,0.0
67.5,59,0,1770.0,1785.0,0.0
67.5,60,0,1800.0,1815.0,0.0
67.5,61,0,1830.0,1845.0,0.0
67.5,62,0,1860.0,1875.0,0.0
67.5,63,0,1890.0,1905.0,0.0
67.5,64,0,1920.0,1935.0,0.0
67.5,65,0,1950.0,1965.0,0.0
67.5,66,0,1980.0,1995.0,0.0
67.5,67,0,2010.0,2025.0,0.0
72.5,0,0,0.0,15.0,0.0
72.5,1,0,30.0,45.0,0.0
72.5,2,0,60.0,75.0,0.0
72.5,3,0,90.0,105.0,0.0
72.5,4,0,120.0,135.0,0.0
72.5,5,0,150.0,165.0,0.0
72.5,6,0,180.0,195.0,0.0
72.5,7,0,210.0,225.0,0.0
72.5,8,0,240.0,255.0,0.0
72.5,9,0,270.0,285.0,0.0
72.5,10,0,300.0,315.0,0.0
72.5,11,0,330.0,345.0,0.0
72.5,12,0,360.0,375.0,0.0
72.5,13,0,390.0,405.0,0.0
72.5,14,0,420.0,435.0,0.0
72.5,15,0,450.0,465.0,0.0
72.5,16,0,480.0,495.0,0.0
72.5,17,0,510.0,525.0,0.0
72.5,18,0,540.0,555.0,0.0
72.5,19,0,570.0,585.0,0.0
72.5,20,0,600.0,615.0,0.0
72.5,21,0,630.0,645.0,0.0
72.5,22,0,660.0,675.0,0.0
72.5,23,0,690.0,705.0,0.0
72.5,24,0,720.0,735.0,0.0
72.5,25,0,750.0,765.0,0.0
72.5,26,0,780.0,795.0,0.0
72.5,27,0,810.0,825.0,0.0
72.5,28,0,840.0,855.0,0.0
72.5,29,0,870.0,885.0,0.0
72.5,30,0,900.0,915.0,0.0
72.5,31,0,930.0,945.0,0.0
72.5,32,0,960.0,975.0,0.0
72.5,33,0,990.0,1005.0,0.0
72.5,34,0,1020.0,1035.0,0.0
72.5,35,0,1050.0,1065.0,0.0
72.5,36,0,1080.0,1095.0,0.0
72.5,37,0,1110.0,1125.0,0.0
72.5,38,0,1140.0,1155.0,0.0
72.5,39,0,1170.0,1185.0,0.0
72.5,40,0,1200.0,1215.0,0.0
72.5,41,0,1230.0,1245.0,0.0
72.5,42,0,1260.0,1275.0,0.0
72.5,43,0,1290.0,1305.0,0.0
72.5,44,0,1320.0,1335.0,0.0
72.5,45,0,1350.0,1365.0,0.0
72.5,46,0,1380.0,1395.0,0.0
72.5,47,0,1410.0,1425.0,0.0
72.5,48,0,1440.0,1455.0,0.0
72.5,49,0,1470.0,1485.0,0.0
72.5,50,0,1500.0,1515.0,0.0
72.5,51,0,1530.0,1545.0,0.0
72.5,52,0,1560.0,1575.0,0.0
72.5,53,0,1590.0,1605.0,0.0
72.5,54,0,1620.0,1635.0,0.0
72.5,55,0,1650.0,1665.0,0.0
72.5,56,0,1680.0,1695.0,0.0
72.5,57,0,1710.0,1725.0,0.0
72.5,58,0,1740.0,1755.0,0.0
72.5,59,0,1770.0,1785.0,0.0
72.5,60,0,1800.0,1815.0,0.0
72.5,61,0,1830.0,1845.0,0.0
72.5,62,0,1860.0,1875.0,0.0
72.5,63,0,1890.0,1905.0,0.0
72.5,64,0,1920.0,1935.0,0.0
72.5,65,0,1950.0,1965.0,0.0
72.5,66,0,1980.0,1995.0,0.0
72.5,67,0,2010.0,2025.0,0.0
77.5,0,0,0.0,15.0,0.0
77.5,1,0,30.0,45.0,0.0
77.5,2,0,60.0,75.0,0.0
77.5,3,0,90.0,105.0,0.0
77.5,4,0,120.0,135.0,0.0
77.5,5,0,150.0,165.0,0.0
77.5,6,0,180.0,195.0,0.0
77.5,7,0,210.0,225.0,0.0
77.5,8,0,240.0,255.0,0.0
77.5,9,0,270.0,285.0,0.0
77.5,10,0,300.0,315.0,0.0
77.5,11,0,330.0,345.0,0.0
77.5,12,0,360.0,375.0,0.0
77.5,13,0,390.0,405.0,0.0
77.5,14,0,420.0,435.0,0.0
77.5,15,0,450.0,465.0,0.0
77.5,16,0,480.0,495.0,0.0
77.5,17,0,510.0,525.0,0.0
77.5,18,0,540.0,555.0,0.0
77.5,19,0,570.0,585.0,0.0
77.5,20,0,600.0,615.0,0.0
77.5,21,0,630.0,645.0,0.0
77.5,22,0,660.0,675.0,0.0
77.5,23,0,690.0,705.0,0.0
77.5,24,0,720.0,735.0,0.0
77.5,25,0,750.0,765.0,0.0
77.5,26,0,780.0,795.0,0.0
77.5,27,0,810.0,825.0,0.0
77.5,28,0,840.0,855.0,0.0
77.5,29,0,870.0,885.0,0.0
77.5,30,0,900.0,915.0,0.0
77.5,31,0,930.0,945.0,0.0
77.5,32,0,960.0,975.0,0.0
77.5,33,0,990.0,1005.0,0.0
77.5,34,0,1020.0,1035.0,0.0
77.5,35,0,1050.0,1065.0,0.0
77.5,36,0,1080.0,1095.0,0.0
77.5,37,0,1110.0,1125.0,0.0
77.5,38,0,1140.0,1155.0,0.0
77.5,39,0,1170.0,1185.0,0.0
77.5,40,0,1200.0,1215.0,0.0
77.5,41,0,1230.0,1245.0,0.0
77.5,42,0,1260.0,1275.0,0.0
77.5,43,0,1290.0,1305.0,0.0
77.5,44,0,1320.0,1335.0,0.0
77.5,45,0,1350.0,1365.0,0.0
77.5,46,0,1380.0,1395.0,0.0
77.5,47,0,1410.0,1425.0,0.0
77.5,48,0,1440.0,1455.0,0.0
77.5,49,0,1470.0,1485.0,0.0
77.5,50,0,1500.0,1515.0,0.0
77.5,51,0,1530.0,1545.0,0.0
77.5,52,0,1560.0,1575.0,0.0
77.5,53,0,1590.0,1605.0,0.0
77.5,54,0,1620.0,1635.0,0.0
77.5,55,0,1650.0,1665.0,0.0
77.5,56,0,1680.0,1695.0,0.0
77.5,57,0,1710.0,1725.0,0.0
77.5,58,0,1740.0,1755.0,0.0
77.5,59,0,1770.0,1785.0,0.0
77.5,60,0,1800.0,1815.0,0.0
77.5,61,0,1830.0,1845.0,0.0
77.5,62,0,1860.0,1875.0,0.0
77.5,63,0,1890.0,1905.0,0.0
77.5,64,0,1920.0,1935.0,0.0
77.5,65,0,1950.0,1965.0,0.0
77.5,66,0,1980.0,1995.0,0.0
77.5,67,0,2010.0,2025.0,0.0
82.5,0,0,0.0,15.0,0.0
82.5,1,0,30.0,45.0,0.0
82.5,2,0,60.0,75.0,0.0
82.5,3,0,90.0,105.0,0.0
82.5,4,0,120.0,135.0,0.0
82.5,5,0,150.0,165.0,0.0
82.5,6,0,180.0,195.0,0.0
82.5,7,0,210.0,225.0,0.0
82.5,8,0,240.0,255.0,0.0
82.5,9,0,270.0,285.0,0.0
82.5,10,0,300.0,315.0,0.0
82.5,11,0,330.0,345.0,0.0
82.5,12,0,360.0,375.0,0.0
82.5,13,0,390.0,405.0,0.0
82.5,14,0,420.0,435.0,0.0
82.5,15,0,450.0,465.0,0.0
82.5,16,0,480.0,495.0,0.0
82.5,17,0,510.0,525.0,0.0
82.5,18,0,540.0,555.0,0.0
82.5,19,0,570.0,585.0,0.0
82.5,20,0,600.0,615.0,0.0
82.5,21,0,630.0,645.0,0.0
82.5,22,0,660.0,675.0,0.0
82.5,23,0,690.0,705.0,0.0
82.5,24,0,720.0,735.0,0.0
82.5,25,0,750.0,765.0,0.0
82.5,26,0,780.0,795.0,0.0
82.5,27,0,810.0,825.0,0.0
82.5,28,0,840.0,855.0,0.0
82.5,29,0,870.0,885.0,0.0
82.5,30,0,900.0,915.0,0.0
82.5,31,0,930.0,945.0,0.0
82.5,32,0,960.0,975.0,0.0
82.5,33,0,990.0,1005.0,0.0
82.5,34,0,1020.0,1035.0,0.0
82.5,35,0,1050.0,1065.0,0.0
82.5,36,0,1080.0,1095.0,0.0
82.5,37,0,1110.0,1125.0,0.0
82.5,38,0,1140.0,1155.0,0.0
82.5,39,0,1170.0,1185.0,0.0
82.5,40,0,1200.0,1215.0,0.0
82.5,41,0,1230.0,1245.0,0.0
82.5,42,0,1260.0,1275.0,0.0
82.5,43,0,1290.0,1305.0,0.0
82.5,44,0,1320.0,1335.0,0.0
82.5,45,0,1350.0,1365.0,0.0
82.5,46,0,1380.0,1395.0,0.0
82.5,47,0,1410.0,1425.0,0.0
82.5,48,0,1440.0,1455.0,0.0
82.5,49,0,1470.0,1485.0,0.0
82.5,50,0,1500.0,1515.0,0.0
82.5,51,0,1530.0,1545.0,0.0
82.5,52,0,1560.0,1575.0,0.0
82.5,53,0,1590.0,1605.0,0.0
82.5,54,0,1620.0,1635.0,0.0
82.5,55,0,1650.0,1665.0,0.0
82.5,56,0,1680.0,1695.0,0.0
82.5,57,0,1710.0,1725.0,0.0
82.5,58,0,1740.0,1755.0,0.0
82.5,59,0,1770.0,1785.0,0.0
82.5,60,0,1800.0,1815.0,0.0
82.5,61,0,1830.0,1845.0,0.0
82.5,62,0,1860.0,1875.0,0.0
82.5,63,0,1890.0,1905.0,0.0
82.5,64,0,1920.0,1935.0,0.0
82.5,65,0,1950.0,1965.0,0.0
82.5,66,0,1980.0,1995.0,0.0
82.5,67,0,2010.0,2025.0,0.0
87.5,0,0,0.0,15.0,0.0
87.5,1,0,30.0,45.0,0.0
87.5,2,0,60.0,75.0,0.0
87.5,3,0,90.0,105.0,0.0
87.5,4,0,120.0,135.0,0.0
87.5,5,0,150.0,165.0,0.0
87.5,6,0,180.0,195.0,0.0
87.5,7,0,210.0,225.0,0.0
87.5,8,0,240.0,255.0,0.0
87.5,9,0,270.0,285.0,0.0
87.5,10,0,300.0,315.0,0.0
87.5,11,0,330.0,345.0,0.0
87.5,12,0,360.0,375.0,0.0
87.5,13,0,390.0,405.0,0.0
87.5,14,0,420.0,435.0,0.0
87.5,15,0,450.0,465.0,0.0
87.5,16,0,480.0,495.0,0.0
87.5,17,0,510.0,525.0,0.0
87.5,18,0,540.0,555.0,0.0
87.5,19,0,570.0,585.0,0.0
87.5,20,0,600.0,615.0,0.0
87.5,21,0,630.0,645.0,0.0
87.5,22,0,660.0,675.0,0.0
87.5,23,0,690.0,705.0,0.0
87.5,24,0,720.0,735.0,0.0
87.5,25,0,750.0,765.0,0.0
87.5,26,0,780.0,795.0,0.0
87.5,27,0,810.0,825.0,0.0
87.5,28,0,840.0,855.0,0.0
87.5,29,0,870.0,885.0,0.0
87.5,30,0,900.0,915.0,0.0
87.5,31,0,930.0,945.0,0.0
87.5,32,0,960.0,975.0,0.0
87.5,33,0,990.0,1005.0,0.0
87.5,34,0,1020.0,1035.0,0.0
87.5,35,0,1050.0,1065.0,0.0
87.5,36,0,1080.0,1095.0,0.0
87.5,37,0,1110.0,1125.0,0.0
87.5,38,0,1140.0,1155.0,0.0
87.5,39,0,1170.0,1185.0,0.0
87.5,40,0,1200.0,1215.0,0.0
87.5,41,0,1230.0,1245.0,0.0
87.5,42,0,1260.0,1275.0,0.0
87.5,43,0,1290.0,1305.0,0.0
87.5,44,0,1320.0,1335.0,0.0
87.5,45,0,1350.0,1365.0,0.0
87.5,46,0,1380.0,1395.0,0.0
87.5,47,0,1410.0,1425.0,0.0
87.5,48,0,1440.0,1455.0,0.0
87.5,49,0,1470.0,1485.0,0.0
87.5,50,0,1500.0,1515.0,0.0
87.5,51,0,1530.0,1545.0,0.0
87.5,52,0,1560.0,1575.0,0.0
87.5,53,0,1590.0,1605.0,0.0
87.5,54,0,1620.0,1635.0,0.0
87.5,55,0,1650.0,1665.0,0.0
87.5,56,0,1680.0,1695.0,0.0
87.5,57,0,1710.0,1725.0,0.0
87.5,58,0,1740.0,1755.0,0.0
87.5,59,0,1770.0,1785.0,0.0
87.5,60,0,1800.0,1815.0,0.0
87.5,61,0,1830.0,1845.0,0.0
87.5,62,0,1860.0,1875.0,0.0
87.5,63,0,1890.0,1905.0,0.0
87.5,64,0,1920.0,1935.0,0.0
87.5,65,0,1950.0,1965.0,0.0
87.5,66,0,1980.0,1995.0,0.0
87.5,67,0,2010.0,2025.0,0.0
92.5,0,0,0.0,15.0,0.0
92.5,1,0,30.0,45.0,0.0
92.5,2,0,60.0,75.0,0.0
92.5,3,0,90.0,105.0,0.0
92.5,4,0,120.0,135.0,0.0
92.5,5,0,150.0,165.0,0.0
92.5,6,0,180.0,195.0,0.0
92.5,7,0,210.0,225.0,0.0
92.5,8,0,240.0,255.0,0.0
92.5,9,0,270.0,285.0,0.0
92.5,10,0,300.0,315.0,0.0
92.5,11,0,330.0,345.0,0.0
92.5,12,0,360.0,375.0,0.0
92.5,13,0,390.0,405.0,0.0
92.5,14,0,420.0,435.0,0.0
92.5,15,0,450.0,465.0,0.0
92.5,16,0,480.0,495.0,0.0
92.5,17,0,510.0,525.0,0.0
92.5,18,0,540.0,555.0,0.0
92.5,19,0,570.0,585.0,0.0
92.5,20,0,600.0,615.0,0.0
92.5,21,0,630.0,645.0,0.0
92.5,22,0,660.0,675.0,0.0
92.5,23,0,690.0,705.0,0.0
92.5,24,0,720.0,735.0,0.0
92.5,25,0,750.0,765.0,0.0
92.5,26,0,780.0,795.0,0.0
92.5,27,0,810.0,825.0,0.0
92.5,28,0,840.0,855.0,0.0
92.5,29,0,870.0,885.0,0.0
92.5,30,0,900.0,915.0,0.0
92.5,31,0,930.0,945.0,0.0
92.5,32,0,960.0,975.0,0.0
92.5,33,0,990.0,1005.0,0.0
92.5,34,0,1020.0,1035.0,0.0
92.5,35,0,1050.0,1065.0,0.0
92.5,36,0,1080.0,1095.0,0.0
92.5,37,0,1110.0,1125.0,0.0
92.5,38,0,1140.0,1155.0,0.0
92.5,39,0,1170.0,1185.0,0.0
92.5,40,0,1200.0,1215.0,0.0
92.5,41,0,1230.0,1245.0,0.0
92.5,42,0,1260.0,1275.0,0.0
92.5,43,0,1290.0,1305.0,0.0
92.5,44,0,1320.0,1335.0,0.0
92.5,45,0,1350.0,1365.0,0.0
92.5,46,0,1380.0,1395.0,0.0
92.5,47,0,1410.0,1425.0,0.0
92.5,48,0,1440.0,1455.0,0.0
92.5,49,0,1470.0,1485.0,0.0
92.5,50,0,1500.0,1515.0,0.0
92.5,51,0,1530.0,1545.0,0.0
92.5,52,0,1560.0,1575.0,0.0
92.5,53,0,1590.0,1605.0,0.0
92.5,54,0,1620.0,1635.0,0.0
92.5,55,0,1650.0,1665.0,0.0
92.5,56,0,1680.0,1695.0,0.0
92.5,57,0,1710.0,1725.0,0.0
92.5,58,0,1740.0,1755.0,0.0
92.5,59,0,1770.0,1785.0,0.0
92.5,60,0,1800.0,1815.0,0.0
92.5,61,0,1830.0,1845.0,0.0
92.5,62,0,1860.0,1875.0,0.0
92.5,63,0,1890.0,1905.0,0.0
92.5,64,0,1920.0,1935.0,0.0
92.5,65,0,1950.0,1965.0,0.0
92.5,66,0,1980.0,1995.0,0.0
92.5,67,0,2010.0,2025.0,0.0
97.5,0,0,0.0,15.0,0.0
97.5,1,0,30.0,45.0,0.0
97.5,2,0,60.0,75.0,0.0
97.5,3,0,90.0,105.0,0.0
97.5,4,0,120.0,135.0,0.0
97.5,5,0,150.0,165.0,0.0
97.5,6,0,180.0,195.0,0.0
97.5,7,0,210.0,225.0,0.0
97.5,8,0,240.0,255.0,0.0
97.5,9,0,270.0,285.0,0.0
97.5,10,0,300.0,315.0,0.0
97.5,11,0,330.0,345.0,0.0
97.5,12,0,360.0,375.0,0.0
97.5,13,0,390.0,405.0,0.0
97.5,14,0,420.0,435.0,0.0
97.5,15,0,450.0,465.0,0.0
97.5,16,0,480.0,495.0,0.0
97.5,17,0,510.0,525.0,0.0
97.5,18,0,540.0,555.0,0.0
97.5,19,1,570.0,585.0,0.041666666666666664
97.5,20,0,600.0,615.0,0.0
97.5,21,0,630.0,645.0,0.0
97.5,22,0,660.0,675.0,0.0
97.5,23,0,690.0,705.0,0.0
97.5,24,0,720.0,735.0,0.0
97.5,25,0,750.0,765.0,0.0
97.5,26,0,780.0,795.0,0.0
97.5,27,0,810.0,825.0,0.0
97.5,28,0,840.0,855.0,0.0
97.5,29,0,870.0,885.0,0.0
97.5,30,0,900.0,915.0,0.0
97.5,31,0,930.0,945.0,0.0
97.5,32,0,960.0,975.0,0.0
