event_id,event_time,latitude,longitude,depth_km,magnitude,x_km,y_km,elapsed_minutes,elapsed_hours,time_bin,nearest_line_id,nearest_segment_id,global_segment_id,segment_strike_deg,segment_mid_x_km,segment_mid_y_km,distance_to_segment_km,along_line_position_km,assigned_to_segment
2188,2019-07-05 08:51:10.170000+00:00,35.82277279518505,-117.5333734019226,1.43457599,0.44,0.9051501320698704,9.159687952710074,917.3521666666668,15.289202777777778,30,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,6.492503419156762,0.0,False
2219,2019-07-05 09:06:40.060000+00:00,35.74676779518505,-117.52315489448642,3.93864464,0.7,1.8302867238355465,0.7266945173419465,932.8503333333332,15.547505555555556,31,826,1,866,127.84867878238039,0.00015138449389046071,-2.0369445935712855,3.3051944606248567,0.6164004225050099,False
2251,2019-07-05 09:20:21.180000+00:00,35.56024779518505,-117.52108246623548,3.4160564,0.59,2.02243983546398,-19.968141907007187,946.5356666666668,15.775594444444444,31,562,0,569,67.72324225481444,0.5947521675642246,-17.23755125356837,3.0702000396080336,0.339516051379414,False
2284,2019-07-05 09:34:20.770000+00:00,35.52147079518505,-117.73633069003074,2.34910541,0.93,-17.500762931525184,-24.253518286271404,960.5288333333334,16.00881388888889,32,613,0,624,49.24518553697174,-10.073249067865325,-18.1072184857578,9.190523084285585,0.0,False
2292,2019-07-05 09:37:43.970000+00:00,35.78603279518505,-117.54936273710646,7.444340750000001,0.56,-0.5399750122613234,5.083157530417892,963.9155,16.065258333333333,32,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,3.390574596109522,0.5057688487279585,False
2295,2019-07-05 09:38:31.880000+00:00,35.69133079518505,-117.4385728904532,4.08380804,0.65,9.487387327059746,-5.41937316059031,964.714,16.078566666666667,32,648,0,676,113.1462319491395,8.054463192526084,-9.116235020341005,3.9625342257230423,0.24982273880316905,False
2316,2019-07-05 09:49:53.130000+00:00,35.70986179518505,-117.4459472276675,2.17490933,1.46,8.81786761067256,-3.3639828360472563,976.0681666666666,16.267802777777778,32,665,0,697,19.944944606585068,4.944430648029568,-3.0368331602857217,3.863850718473717,0.0,False
2318,2019-07-05 09:50:16.790000+00:00,35.745342795185046,-117.51565179142604,5.63705642,0.95,2.5089950410089106,0.5687506082399748,976.4625,16.274375,32,193,0,196,122.50962967432682,0.32794699798983873,-2.287159778260463,3.58786892843705,0.15155830490661967,False
2372,2019-07-05 10:10:33.900000+00:00,35.61428479518505,-117.67828834384046,3.68460869,0.55,-12.221890045717885,-13.964496974705908,996.7476666666666,16.61246111111111,33,448,0,454,9.163632698286804,-10.210935281355454,-11.388547866467562,3.2325611824457674,0.0,False
2400,2019-07-05 10:23:14.290000+00:00,35.70970279518505,-117.44637021618873,2.30555639,2.31,8.779607655353539,-3.3816623929588405,1009.4208333333332,16.823680555555555,33,665,0,697,19.944944606585068,4.944430648029568,-3.0368331602857217,3.827773711193415,0.0,False
2429,2019-07-05 10:36:49.610000+00:00,35.62722779518505,-117.70990627414515,8.84516756,0.83,-15.084062408070372,-12.524049407151043,1023.0095,17.050158333333332,34,702,0,737,178.3064949073442,-13.528816692979248,-9.113301890773844,3.6735842479079195,0.16763070972651792,False
2437,2019-07-05 10:40:41.570000+00:00,35.80499479518505,-117.44495311184969,2.30555639,1.17,8.897232233286612,7.191540525056334,1026.8755,17.114591666666666,34,845,0,885,23.295200616106555,4.909921750658841,-2.8004014197291647,10.550664000111636,0.4151024398071448,False
2466,2019-07-05 10:52:54.030000+00:00,35.71887379518505,-117.39881987842416,12.3436055,1.0,13.081076893976904,-2.35880863181962,1039.0831666666666,17.318052777777776,34,919,0,959,73.76712912982178,14.801169849538997,-8.019845483427313,5.916202290170629,0.0,False
2467,2019-07-05 10:53:59.410000+00:00,35.54929379518505,-117.72316568145492,2.34910541,0.69,-16.3009879866928,-21.1688114710826,1040.1728333333333,17.33621388888889,34,613,0,624,49.24518553697174,-10.073249067865325,-18.1072184857578,6.504716560875925,0.0,False
2605,2019-07-05 11:50:06.580000+00:00,35.507435795185046,-117.5783216865166,2.87169365,1.0,-3.16904716314348,-25.82731995688073,1096.292333333333,18.271538888888887,36,856,0,896,28.300665156718743,-1.5492492405325082,-18.9154859408394,6.946001971967243,0.0,False
2659,2019-07-05 12:10:07.260000+00:00,35.72366379518505,-117.455803224428,2.55233417,0.61,7.924604407813175,-1.833440263737812,1116.303666666667,18.605061111111112,37,845,0,885,23.295200616106555,4.909921750658841,-2.8004014197291647,3.0336193085043677,0.4151024398071448,False
2693,2019-07-05 12:21:00.030000+00:00,35.74214079518505,-117.516839559874,5.49189302,0.98,2.401654384503525,0.213445348724221,1127.1831666666667,18.78638611111111,37,193,0,196,122.50962967432682,0.32794699798983873,-2.287159778260463,3.2400116168089648,0.15155830490661967,False
2694,2019-07-05 12:21:46.980000+00:00,35.530031795185046,-117.42864030249083,5.252373410000001,1.93,10.407314495807052,-23.31477753302452,1127.9656666666667,18.79942777777778,37,650,0,681,133.2540316963938,9.764162539812308,-19.02108720256031,4.131139908963922,0.5445475815494463,False
2696,2019-07-05 12:22:50.370000+00:00,35.53091079518505,-117.42878736538977,5.23785707,2.32,10.3938629601332,-23.2172677908034,1129.0221666666666,18.81703611111111,37,650,0,681,133.2540316963938,9.764162539812308,-19.02108720256031,4.032749683787688,0.5445475815494463,False
2709,2019-07-05 12:30:03.520000+00:00,35.81891479518505,-117.50725812186792,2.50152698,0.77,3.2652158744015622,8.732176439161071,1136.2413333333332,18.937355555555552,37,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,8.211552437931307,0.5057688487279585,False
2740,2019-07-05 12:45:01.100000+00:00,35.775058795185046,-117.55256794208027,3.64105967,1.11,-0.8298607823090073,3.8655604322454673,1151.201,19.18668333333333,38,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,3.2069607450047535,0.5057688487279585,False
2741,2019-07-05 12:45:17.770000+00:00,35.77432679518505,-117.55522888906488,5.789477990000001,1.24,-1.0704708815317392,3.7843672799494974,1151.4788333333331,19.19131388888889,38,810,0,848,144.5366894425032,-4.060424901448693,4.951585929228788,3.0013301919823325,0.5057688487279585,False
