interval_id,r_km,azimuth_center_deg,K_value,L_value
1,5.0,137.5,514.6172881568184,7.798740970166083
1,5.0,142.5,477.8589104313313,7.333175397735463
1,5.0,147.5,771.9259322352276,10.675192363480322
1,5.0,152.5,882.2010654116887,11.757485513119608
1,5.0,157.5,661.6507990587664,9.512408157911288
1,5.0,162.5,441.10053270584433,6.8493316419622055
1,5.0,167.5,551.3756658823055,8.247955519683346
1,5.0,172.5,624.8924213332795,9.103525641190204
1,5.0,177.5,735.1675545097405,10.297421371002736
1,8.0,2.5,992.4761985881498,9.77399746294331
1,8.0,7.5,992.4761985881498,9.77399746294331
1,8.0,12.5,918.9594431371756,9.103037033010075
1,8.0,17.5,882.2010654116887,8.757485513119608
1,8.0,22.5,1286.5432203920461,12.236586324118989
1,8.0,27.5,1360.05997584302,12.806742563739306
1,8.0,32.5,1249.784842666559,11.945397239047889
1,8.0,37.5,2131.9859080782476,18.050569892918517
1,8.0,42.5,2720.11995168604,21.42517752244567
1,8.0,47.5,3859.629661176138,27.050795685127596
1,8.0,52.5,2389.2945521566567,19.577818567764503
1,8.0,57.5,1617.3686199214294,14.689742645619074
1,8.0,62.5,1396.818353568507,13.086040195916855
1,8.0,67.5,1470.335109019481,13.633820772208097
1,8.0,72.5,1213.026464941072,11.649893536437254
1,8.0,77.5,1065.9929540391238,10.420534625056796
1,8.0,82.5,1029.2345763136368,10.100153061309062
1,8.0,87.5,1323.3015981175329,12.523644439612088
1,8.0,92.5,1984.9523971762997,17.13622826967941
1,8.0,97.5,1801.1605085488645,15.944251846214105
1,8.0,102.5,1764.4021308233773,15.698663283924411
1,8.0,107.5,1690.8853753724034,15.199688174297211
1,8.0,112.5,1360.05997584302,12.806742563739306
1,8.0,117.5,1323.3015981175329,12.523644439612088
1,8.0,122.5,1727.6437530978903,15.450502903236988
1,8.0,127.5,1654.1269976469162,14.946132056504105
1,8.0,132.5,1433.576731293994,13.361686407536318
1,8.0,137.5,1617.3686199214294,14.689742645619074
1,8.0,142.5,1065.9929540391238,10.420534625056796
1,8.0,147.5,1801.1605085488645,15.944251846214105
1,8.0,152.5,1764.4021308233773,15.698663283924411
1,8.0,157.5,1874.6772639998385,16.428022976391862
1,8.0,162.5,1470.335109019481,13.633820772208097
1,8.0,167.5,1249.784842666559,11.945397239047889
1,8.0,172.5,955.7178208626626,9.441743914603684
1,8.0,177.5,918.9594431371756,9.103037033010075
1,12.0,2.5,1433.576731293994,9.361686407536318
1,12.0,7.5,1102.751331764611,6.735438369651693
1,12.0,12.5,1029.2345763136368,6.1001530613090615
1,12.0,17.5,1065.9929540391238,6.420534625056796
1,12.0,22.5,1690.8853753724034,11.199688174297211
1,12.0,27.5,1984.9523971762997,13.13622826967941
1,12.0,32.5,2058.4691526272736,13.597481940332166
1,12.0,37.5,2720.11995168604,17.42517752244567
1,12.0,42.5,3969.9047943525993,23.54799492588662
1,12.0,47.5,5697.548547450489,30.586218776331705
1,12.0,52.5,2756.878329411527,17.623329104905515
1,12.0,57.5,1984.9523971762997,13.13622826967941
1,12.0,62.5,2131.9859080782476,14.050569892918517
1,12.0,67.5,1948.1940194508124,12.902397808149516
1,12.0,72.5,1690.8853753724034,11.199688174297211
1,12.0,77.5,1837.9188862743513,12.187346929852147
1,12.0,82.5,1801.1605085488645,11.944251846214105
1,12.0,87.5,2058.4691526272736,13.597481940332166
1,12.0,92.5,2830.3950848625013,18.015708176182407
1,12.0,97.5,2462.811307607631,15.998878317117239
1,12.0,102.5,2426.052929882144,15.789145938416983
1,12.0,107.5,2021.7107749017864,13.367903473790083
1,12.0,112.5,1874.6772639998385,12.428022976391862
1,12.0,117.5,1727.6437530978903,11.450502903236988
1,12.0,122.5,1911.4356417253252,12.666350795470926
1,12.0,127.5,1874.6772639998385,12.428022976391862
1,12.0,132.5,1433.576731293994,9.361686407536318
1,12.0,137.5,1801.1605085488645,11.944251846214105
1,12.0,142.5,1139.509709490098,7.045136017711123
1,12.0,147.5,1911.4356417253252,12.666350795470926
1,12.0,152.5,1948.1940194508124,12.902397808149516
1,12.0,157.5,2131.9859080782476,14.050569892918517
1,12.0,162.5,1580.6102421959422,10.430422784564811
1,12.0,167.5,1580.6102421959422,10.430422784564811
1,12.0,172.5,1029.2345763136368,6.1001530613090615
1,12.0,177.5,1029.2345763136368,6.1001530613090615
2,0.5,2.5,0.0,-0.5
2,0.5,7.5,0.0,-0.5
2,0.5,12.5,42.67859721492844,3.1857861335090667
2,0.5,17.5,0.0,-0.5
2,0.5,22.5,0.0,-0.5
2,0.5,27.5,0.0,-0.5
2,0.5,32.5,42.67859721492844,3.1857861335090667
2,0.5,37.5,0.0,-0.5
2,0.5,42.5,0.0,-0.5
2,0.5,47.5,0.0,-0.5
2,0.5,52.5,42.67859721492844,3.1857861335090667
2,0.5,57.5,128.03579164478532,5.883968849070549
2,0.5,62.5,170.71438885971375,6.871572267018133
2,0.5,67.5,42.67859721492844,3.1857861335090667
2,0.5,72.5,42.67859721492844,3.1857861335090667
2,0.5,77.5,0.0,-0.5
2,0.5,82.5,42.67859721492844,3.1857861335090667
2,0.5,87.5,42.67859721492844,3.1857861335090667
2,0.5,92.5,0.0,-0.5
2,0.5,97.5,42.67859721492844,3.1857861335090667
2,0.5,102.5,128.03579164478532,5.883968849070549
2,0.5,107.5,85.35719442985688,4.712488738015214
2,0.5,112.5,170.71438885971375,6.871572267018133
2,0.5,117.5,42.67859721492844,3.1857861335090667
2,0.5,122.5,42.67859721492844,3.1857861335090667
2,0.5,127.5,0.0,-0.5
2,0.5,132.5,0.0,-0.5
2,0.5,137.5,42.67859721492844,3.1857861335090667
2,0.5,142.5,42.67859721492844,3.1857861335090667
2,0.5,147.5,0.0,-0.5
2,0.5,152.5,42.67859721492844,3.1857861335090667
2,0.5,157.5,42.67859721492844,3.1857861335090667
2,0.5,162.5,85.35719442985688,4.712488738015214
2,0.5,167.5,0.0,-0.5
2,0.5,172.5,85.35719442985688,4.712488738015214
2,0.5,177.5,0.0,-0.5
2,0.57,2.5,0.0,-0.57
2,0.57,7.5,0.0,-0.57
2,0.57,12.5,85.35719442985688,4.642488738015214
