ot,lat,lon,dep,mag,source_day,ot_utc
2019-07-08T10:56:12.941000Z,36.2605,-117.6132,0.0,2.24,20190708,2019-07-08T10:56:12.941000Z
2019-07-08T10:56:16.055000Z,35.87599,-117.67296,6.33,1.8,20190708,2019-07-08T10:56:16.055000Z
2019-07-08T10:56:28.424000Z,35.80722,-117.64754,0.0,1.24,20190708,2019-07-08T10:56:28.424000Z
2019-07-08T10:56:48.912000Z,35.7617,-117.56646,5.84,0.92,20190708,2019-07-08T10:56:48.912000Z
2019-07-08T10:57:02.064000Z,35.86613,-117.5735,24.33,2.11,20190708,2019-07-08T10:57:02.064000Z
2019-07-08T10:57:02.854000Z,35.69004,-117.49565,14.72,1.33,20190708,2019-07-08T10:57:02.854000Z
2019-07-08T10:57:05.167000Z,35.88837,-117.9235,11.63,1.53,20190708,2019-07-08T10:57:05.167000Z
2019-07-08T10:57:07.331000Z,35.84155,-117.30027,0.0,1.51,20190708,2019-07-08T10:57:07.331000Z
2019-07-08T10:57:36.110000Z,35.65951,-117.51835,10.87,1.96,20190708,2019-07-08T10:57:36.110000Z
2019-07-08T10:57:50.003000Z,35.95301,-117.49763,0.0,1.91,20190708,2019-07-08T10:57:50.003000Z
2019-07-08T10:58:01.440000Z,35.90497,-117.67475,7.45,1.65,20190708,2019-07-08T10:58:01.440000Z
2019-07-08T10:58:04.569000Z,35.71633,-117.7182,0.0,1.71,20190708,2019-07-08T10:58:04.569000Z
2019-07-08T10:58:20.383000Z,35.91195,-117.70582,5.73,1.41,20190708,2019-07-08T10:58:20.383000Z
2019-07-08T10:58:36.532000Z,35.95097,-117.90168,30.0,1.67,20190708,2019-07-08T10:58:36.532000Z
2019-07-08T10:58:37.767000Z,35.70018,-117.50372,12.24,1.11,20190708,2019-07-08T10:58:37.767000Z
2019-07-08T10:58:39.716000Z,36.26034,-117.79369,14.5,1.29,20190708,2019-07-08T10:58:39.716000Z
2019-07-08T10:58:51.295000Z,35.86606,-117.60839,12.66,1.06,20190708,2019-07-08T10:58:51.295000Z
2019-07-08T10:58:55.788000Z,35.95403,-117.58466,0.0,1.01,20190708,2019-07-08T10:58:55.788000Z
2019-07-08T10:59:03.845000Z,35.46685,-117.23685,0.97,1.21,20190708,2019-07-08T10:59:03.845000Z
2019-07-08T10:59:14.644000Z,35.9988,-117.6629,0.0,0.92,20190708,2019-07-08T10:59:14.644000Z
2019-07-08T10:59:15.267000Z,35.62,-117.43279,7.15,1.15,20190708,2019-07-08T10:59:15.267000Z
2019-07-08T10:59:29.038000Z,35.81451,-117.62436,0.0,0.7,20190708,2019-07-08T10:59:29.038000Z
2019-07-08T10:59:40.052000Z,35.5798,-117.37405,7.09,1.17,20190708,2019-07-08T10:59:40.052000Z
2019-07-08T10:59:55.365000Z,35.90644,-117.68269,8.45,1.35,20190708,2019-07-08T10:59:55.365000Z
2019-07-08T11:00:12.823000Z,35.94841,-117.66223,5.52,0.94,20190708,2019-07-08T11:00:12.823000Z
2019-07-08T11:00:17.473000Z,35.92557,-117.40431,0.0,1.44,20190708,2019-07-08T11:00:17.473000Z
2019-07-08T11:00:18.844000Z,35.96004,-117.25588,0.0,1.34,20190708,2019-07-08T11:00:18.844000Z
2019-07-08T11:00:26.884000Z,35.59464,-117.32302,8.22,0.94,20190708,2019-07-08T11:00:26.884000Z
2019-07-08T11:00:53.307000Z,35.81574,-117.59751,0.0,1.15,20190708,2019-07-08T11:00:53.307000Z
2019-07-08T11:00:59.176000Z,35.90092,-117.66964,10.25,2.25,20190708,2019-07-08T11:00:59.176000Z
2019-07-08T11:01:04.854000Z,35.24161,-117.71038,10.92,2.17,20190708,2019-07-08T11:01:04.854000Z
2019-07-08T11:01:20.089000Z,35.63883,-117.438,13.79,1.1,20190708,2019-07-08T11:01:20.089000Z
2019-07-08T11:01:54.507000Z,35.6142,-117.43853,6.98,1.72,20190708,2019-07-08T11:01:54.507000Z
2019-07-08T11:01:59.658000Z,35.92744,-117.69187,5.82,1.58,20190708,2019-07-08T11:01:59.658000Z
2019-07-08T11:02:11.502000Z,35.69581,-117.52036,0.0,1.41,20190708,2019-07-08T11:02:11.502000Z
2019-07-08T11:02:43.931000Z,35.68971,-117.5357,4.58,1.75,20190708,2019-07-08T11:02:43.931000Z
2019-07-08T11:03:02.357000Z,35.94805,-117.68364,12.41,1.54,20190708,2019-07-08T11:03:02.357000Z
2019-07-08T11:03:17.678000Z,35.68397,-117.53423,4.72,1.46,20190708,2019-07-08T11:03:17.678000Z
2019-07-08T11:03:31.125000Z,35.6498,-117.5043,0.0,1.15,20190708,2019-07-08T11:03:31.125000Z
2019-07-08T11:03:46.440000Z,35.88562,-117.68545,7.24,1.34,20190708,2019-07-08T11:03:46.440000Z
2019-07-08T11:04:01.801000Z,36.09778,-117.85045,1.61,1.77,20190708,2019-07-08T11:04:01.801000Z
2019-07-08T11:04:03.087000Z,35.93318,-116.98381,0.0,1.87,20190708,2019-07-08T11:04:03.087000Z
2019-07-08T11:04:38.969000Z,35.62724,-117.56822,6.88,1.12,20190708,2019-07-08T11:04:38.969000Z
2019-07-08T11:04:41.277000Z,35.78244,-117.5731,11.05,1.19,20190708,2019-07-08T11:04:41.277000Z
2019-07-08T11:04:51.540000Z,35.52495,-117.36453,0.0,0.89,20190708,2019-07-08T11:04:51.540000Z
2019-07-08T11:04:57.270000Z,35.68011,-117.56158,10.43,0.77,20190708,2019-07-08T11:04:57.270000Z
2019-07-08T11:05:18.679000Z,35.87686,-117.70393,9.48,1.23,20190708,2019-07-08T11:05:18.679000Z
2019-07-08T11:05:27.317000Z,35.65181,-117.48262,10.6,1.21,20190708,2019-07-08T11:05:27.317000Z
2019-07-08T11:05:52.790000Z,35.73396,-117.53261,6.15,0.44,20190708,2019-07-08T11:05:52.790000Z
2019-07-08T11:06:11.653000Z,35.89693,-117.69985,8.22,0.74,20190708,2019-07-08T11:06:11.653000Z
2019-07-08T11:06:14.097000Z,36.2602,-117.86722,0.0,1.38,20190708,2019-07-08T11:06:14.097000Z
2019-07-08T11:06:28.792000Z,35.83063,-117.7074,0.0,0.86,20190708,2019-07-08T11:06:28.792000Z
2019-07-08T11:06:45.901000Z,35.83742,-117.69051,7.34,1.04,20190708,2019-07-08T11:06:45.901000Z
2019-07-08T11:07:11.657000Z,35.7434,-117.54704,13.28,1.37,20190708,2019-07-08T11:07:11.657000Z
2019-07-08T11:07:14.113000Z,36.01334,-117.88193,13.16,1.29,20190708,2019-07-08T11:07:14.113000Z
2019-07-08T11:07:44.572000Z,36.11848,-117.77818,18.58,1.26,20190708,2019-07-08T11:07:44.572000Z
2019-07-08T11:07:51.798000Z,35.87796,-117.68302,9.48,2.16,20190708,2019-07-08T11:07:51.798000Z
2019-07-08T11:08:16.781000Z,35.75214,-117.56063,8.48,1.59,20190708,2019-07-08T11:08:16.781000Z
2019-07-08T11:08:36.636000Z,35.63132,-117.46845,0.0,0.83,20190708,2019-07-08T11:08:36.636000Z
2019-07-08T11:08:43.960000Z,36.0659,-117.83962,3.53,1.19,20190708,2019-07-08T11:08:43.960000Z
2019-07-08T11:08:51.530000Z,35.74007,-117.5403,13.03,1.15,20190708,2019-07-08T11:08:51.530000Z
2019-07-08T11:09:04.555000Z,35.78144,-117.56194,6.92,0.68,20190708,2019-07-08T11:09:04.555000Z
2019-07-08T11:09:06.526000Z,35.93001,-117.71644,6.73,1.29,20190708,2019-07-08T11:09:06.526000Z
2019-07-08T11:09:22.844000Z,35.77778,-117.53672,13.09,0.94,20190708,2019-07-08T11:09:22.844000Z
2019-07-08T11:09:25.442000Z,35.86965,-117.265,7.6,1.11,20190708,2019-07-08T11:09:25.442000Z
2019-07-08T11:09:36.697000Z,35.8046,-117.61065,9.51,1.57,20190708,2019-07-08T11:09:36.697000Z
2019-07-08T11:09:54.397000Z,36.10199,-117.80104,0.46,1.25,20190708,2019-07-08T11:09:54.397000Z
2019-07-08T11:09:56.055000Z,35.84662,-117.59661,9.91,1.32,20190708,2019-07-08T11:09:56.055000Z
2019-07-08T11:09:57.802000Z,35.5427,-117.37741,7.64,1.1,20190708,2019-07-08T11:09:57.802000Z
2019-07-08T11:10:16.216000Z,35.92449,-117.59469,5.49,0.9,20190708,2019-07-08T11:10:16.216000Z
2019-07-08T11:10:25.521000Z,35.61003,-117.46244,6.83,1.05,20190708,2019-07-08T11:10:25.521000Z
2019-07-08T11:10:42.041000Z,35.62174,-117.35688,4.48,0.73,20190708,2019-07-08T11:10:42.041000Z
2019-07-08T11:10:46.961000Z,35.97089,-117.54146,3.49,1.06,20190708,2019-07-08T11:10:46.961000Z
2019-07-08T11:10:59.103000Z,35.96626,-117.27916,8.7,1.89,20190708,2019-07-08T11:10:59.103000Z
2019-07-08T11:11:35.815000Z,35.98956,-117.68228,21.67,1.13,20190708,2019-07-08T11:11:35.815000Z
2019-07-08T11:11:39.250000Z,36.09891,-117.80703,0.0,1.49,20190708,2019-07-08T11:11:39.250000Z
2019-07-08T11:11:47.906000Z,35.72293,-117.52198,4.36,0.8,20190708,2019-07-08T11:11:47.906000Z
2019-07-08T11:11:56.304000Z,35.83538,-117.75701,0.0,1.11,20190708,2019-07-08T11:11:56.304000Z
2019-07-08T11:12:07.684000Z,35.63892,-117.46271,2.94,0.92,20190708,2019-07-08T11:12:07.684000Z
2019-07-08T11:12:15.732000Z,35.86514,-117.67607,4.15,0.93,20190708,2019-07-08T11:12:15.732000Z
2019-07-08T11:12:19.278000Z,36.04787,-117.81145,5.63,0.89,20190708,2019-07-08T11:12:19.278000Z
2019-07-08T11:12:31.814000Z,35.90543,-117.64842,0.0,0.83,20190708,2019-07-08T11:12:31.814000Z
2019-07-08T11:12:40.080000Z,35.64666,-117.35563,0.0,1.24,20190708,2019-07-08T11:12:40.080000Z
2019-07-08T11:12:42.378000Z,35.97003,-117.74519,12.31,1.46,20190708,2019-07-08T11:12:42.378000Z
2019-07-08T11:12:44.553000Z,35.40198,-117.49304,0.0,1.72,20190708,2019-07-08T11:12:44.553000Z
2019-07-08T11:12:49.360000Z,35.92786,-117.71323,11.69,1.81,20190708,2019-07-08T11:12:49.360000Z
2019-07-08T11:12:49.703000Z,36.05092,-118.01513,0.0,2.1,20190708,2019-07-08T11:12:49.703000Z
2019-07-08T11:12:53.971000Z,36.25976,-118.01623,7.47,1.83,20190708,2019-07-08T11:12:53.971000Z
2019-07-08T11:13:03.776000Z,35.61052,-117.64742,0.0,1.88,20190708,2019-07-08T11:13:03.776000Z
2019-07-08T11:13:42.665000Z,35.66847,-117.55873,13.4,1.03,20190708,2019-07-08T11:13:42.665000Z
2019-07-08T11:13:56.881000Z,35.93235,-117.70774,5.98,1.01,20190708,2019-07-08T11:13:56.881000Z
2019-07-08T11:14:13.224000Z,36.09748,-117.81708,2.36,0.84,20190708,2019-07-08T11:14:13.224000Z
2019-07-08T11:14:18.560000Z,36.09245,-117.82548,6.06,0.99,20190708,2019-07-08T11:14:18.560000Z
2019-07-08T11:14:23.179000Z,35.64832,-117.47881,9.9,1.21,20190708,2019-07-08T11:14:23.179000Z
2019-07-08T11:14:39.442000Z,35.92497,-117.72143,8.89,0.95,20190708,2019-07-08T11:14:39.442000Z
2019-07-08T11:14:53.589000Z,35.69592,-117.53064,7.54,0.98,20190708,2019-07-08T11:14:53.589000Z
2019-07-08T11:15:01.113000Z,35.84704,-117.58572,10.24,1.03,20190708,2019-07-08T11:15:01.113000Z
2019-07-08T11:15:02.253000Z,35.94898,-117.49187,0.0,1.37,20190708,2019-07-08T11:15:02.253000Z
2019-07-08T11:15:12.070000Z,35.55813,-117.35629,3.23,1.23,20190708,2019-07-08T11:15:12.070000Z
2019-07-08T11:15:19.598000Z,35.83209,-117.21888,12.62,1.29,20190708,2019-07-08T11:15:19.598000Z
2019-07-08T11:15:24.528000Z,35.68144,-117.42508,30.0,1.15,20190708,2019-07-08T11:15:24.528000Z
2019-07-08T11:15:32.061000Z,35.85559,-117.62698,11.12,1.17,20190708,2019-07-08T11:15:32.061000Z
2019-07-08T11:15:38.562000Z,35.62905,-117.48644,2.0,1.67,20190708,2019-07-08T11:15:38.562000Z
2019-07-08T11:16:02.595000Z,35.7641,-117.54088,0.0,0.69,20190708,2019-07-08T11:16:02.595000Z
2019-07-08T11:16:04.358000Z,35.68128,-117.4571,11.09,1.44,20190708,2019-07-08T11:16:04.358000Z
2019-07-08T11:16:17.084000Z,35.73354,-117.55424,9.36,1.41,20190708,2019-07-08T11:16:17.084000Z
2019-07-08T11:16:30.121000Z,35.82311,-117.60688,3.46,1.02,20190708,2019-07-08T11:16:30.121000Z
2019-07-08T11:16:34.509000Z,35.69809,-117.53472,6.58,1.56,20190708,2019-07-08T11:16:34.509000Z
2019-07-08T11:17:09.919000Z,36.00854,-118.0149,30.0,1.48,20190708,2019-07-08T11:17:09.919000Z
2019-07-08T11:17:15.753000Z,35.92827,-117.70859,6.03,2.52,20190708,2019-07-08T11:17:15.753000Z
2019-07-08T11:17:43.878000Z,36.12771,-117.84055,0.82,1.21,20190708,2019-07-08T11:17:43.878000Z
2019-07-08T11:18:09.203000Z,35.83577,-118.014,0.0,1.07,20190708,2019-07-08T11:18:09.203000Z
2019-07-08T11:18:18.306000Z,35.6581,-117.38533,3.19,0.8,20190708,2019-07-08T11:18:18.306000Z
2019-07-08T11:18:21.204000Z,36.09027,-117.87948,1.62,0.5,20190708,2019-07-08T11:18:21.204000Z
2019-07-08T11:18:41.739000Z,35.67926,-117.5264,6.06,1.28,20190708,2019-07-08T11:18:41.739000Z
2019-07-08T11:18:54.031000Z,35.80108,-117.60824,6.84,2.49,20190708,2019-07-08T11:18:54.031000Z
2019-07-08T11:19:26.225000Z,35.91796,-117.71743,5.41,1.4,20190708,2019-07-08T11:19:26.225000Z
2019-07-08T11:19:43.763000Z,35.61925,-117.495,5.53,1.18,20190708,2019-07-08T11:19:43.763000Z
2019-07-08T11:19:47.665000Z,35.72939,-117.55551,12.09,1.55,20190708,2019-07-08T11:19:47.665000Z
2019-07-08T11:19:57.815000Z,35.69924,-117.51054,9.54,1.57,20190708,2019-07-08T11:19:57.815000Z
2019-07-08T11:20:38.194000Z,35.73658,-117.55955,14.67,1.65,20190708,2019-07-08T11:20:38.194000Z
2019-07-08T11:20:43.372000Z,35.61657,-117.41849,8.12,1.69,20190708,2019-07-08T11:20:43.372000Z
2019-07-08T11:21:01.524000Z,35.74402,-117.87359,0.0,1.23,20190708,2019-07-08T11:21:01.524000Z
2019-07-08T11:21:06.448000Z,35.70012,-117.50841,13.46,1.4,20190708,2019-07-08T11:21:06.448000Z
2019-07-08T11:21:33.697000Z,35.91838,-117.68107,9.62,1.58,20190708,2019-07-08T11:21:33.697000Z
2019-07-08T11:21:34.044000Z,35.63573,-117.45991,6.91,1.97,20190708,2019-07-08T11:21:34.044000Z
2019-07-08T11:21:50.521000Z,35.92605,-117.50121,7.53,0.9,20190708,2019-07-08T11:21:50.521000Z
2019-07-08T11:22:09.069000Z,35.7068,-117.55729,0.0,0.78,20190708,2019-07-08T11:22:09.069000Z
2019-07-08T11:22:19.834000Z,35.75736,-117.58449,0.3,1.06,20190708,2019-07-08T11:22:19.834000Z
2019-07-08T11:22:22.706000Z,35.9642,-117.4868,2.7,1.85,20190708,2019-07-08T11:22:22.706000Z
2019-07-08T11:22:46.893000Z,36.22205,-117.87776,2.99,1.98,20190708,2019-07-08T11:22:46.893000Z
2019-07-08T11:23:01.877000Z,35.69261,-117.61029,4.34,1.3,20190708,2019-07-08T11:23:01.877000Z
2019-07-08T11:23:22.187000Z,35.91979,-117.69709,8.94,3.38,20190708,2019-07-08T11:23:22.187000Z
2019-07-08T11:24:22.455000Z,35.68214,-117.52509,8.21,2.0,20190708,2019-07-08T11:24:22.455000Z
2019-07-08T11:24:23.152000Z,35.91692,-117.69706,8.64,1.95,20190708,2019-07-08T11:24:23.152000Z
2019-07-08T11:24:37.038000Z,35.92243,-117.69534,7.55,1.98,20190708,2019-07-08T11:24:37.038000Z
2019-07-08T11:24:54.941000Z,35.7452,-117.51458,5.87,1.73,20190708,2019-07-08T11:24:54.941000Z
2019-07-08T11:25:05.948000Z,35.78768,-117.60912,1.11,1.8,20190708,2019-07-08T11:25:05.948000Z
2019-07-08T11:25:29.873000Z,35.91771,-117.68978,7.32,1.61,20190708,2019-07-08T11:25:29.873000Z
2019-07-08T11:25:48.014000Z,36.03391,-117.83323,3.9,3.03,20190708,2019-07-08T11:25:48.014000Z
2019-07-08T11:26:23.207000Z,35.85406,-117.64832,4.17,1.72,20190708,2019-07-08T11:26:23.207000Z
2019-07-08T11:26:42.737000Z,35.91332,-117.69519,7.18,1.3,20190708,2019-07-08T11:26:42.737000Z
2019-07-08T11:27:15.079000Z,35.61704,-117.58954,7.01,1.01,20190708,2019-07-08T11:27:15.079000Z
2019-07-08T11:27:32.447000Z,35.62707,-117.35869,0.92,1.63,20190708,2019-07-08T11:27:32.447000Z
2019-07-08T11:27:36.604000Z,36.23441,-117.78732,14.5,1.69,20190708,2019-07-08T11:27:36.604000Z
2019-07-08T11:27:37.014000Z,35.93006,-117.70814,5.87,1.51,20190708,2019-07-08T11:27:37.014000Z
2019-07-08T11:27:41.688000Z,35.57467,-117.29251,0.01,1.05,20190708,2019-07-08T11:27:41.688000Z
2019-07-08T11:27:59.760000Z,35.68024,-117.50908,10.19,1.33,20190708,2019-07-08T11:27:59.760000Z
2019-07-08T11:28:02.274000Z,35.91967,-117.69031,8.14,1.55,20190708,2019-07-08T11:28:02.274000Z
2019-07-08T11:28:16.042000Z,35.72891,-117.53041,3.15,1.07,20190708,2019-07-08T11:28:16.042000Z
2019-07-08T11:28:29.009000Z,35.45922,-117.40063,0.0,0.64,20190708,2019-07-08T11:28:29.009000Z
2019-07-08T11:28:29.350000Z,36.01517,-117.41381,5.58,1.38,20190708,2019-07-08T11:28:29.350000Z
2019-07-08T11:28:31.841000Z,36.11928,-117.84902,6.02,1.95,20190708,2019-07-08T11:28:31.841000Z
2019-07-08T11:28:46.201000Z,35.96515,-117.64251,2.64,1.7,20190708,2019-07-08T11:28:46.201000Z
2019-07-08T11:28:48.210000Z,35.44494,-117.50507,4.52,1.61,20190708,2019-07-08T11:28:48.210000Z
2019-07-08T11:29:11.560000Z,36.00139,-117.94166,7.05,1.78,20190708,2019-07-08T11:29:11.560000Z
2019-07-08T11:29:12.894000Z,35.92132,-117.69132,7.42,1.51,20190708,2019-07-08T11:29:12.894000Z
2019-07-08T11:29:23.705000Z,35.85944,-117.52587,0.0,1.14,20190708,2019-07-08T11:29:23.705000Z
2019-07-08T11:29:40.125000Z,35.63957,-117.43877,7.28,1.8,20190708,2019-07-08T11:29:40.125000Z
2019-07-08T11:29:52.406000Z,35.88843,-117.70438,7.19,2.15,20190708,2019-07-08T11:29:52.406000Z
2019-07-08T11:30:15.904000Z,35.82378,-117.71378,11.23,1.18,20190708,2019-07-08T11:30:15.904000Z
2019-07-08T11:30:46.718000Z,35.60338,-117.42797,5.06,0.98,20190708,2019-07-08T11:30:46.718000Z
2019-07-08T11:30:53.413000Z,35.96951,-117.57405,1.48,0.93,20190708,2019-07-08T11:30:53.413000Z
2019-07-08T11:31:12.211000Z,35.51461,-117.40421,3.45,1.73,20190708,2019-07-08T11:31:12.211000Z
2019-07-08T11:31:13.170000Z,35.72156,-117.51929,6.19,1.38,20190708,2019-07-08T11:31:13.170000Z
2019-07-08T11:31:19.258000Z,35.52906,-117.56322,16.43,1.65,20190708,2019-07-08T11:31:19.258000Z
2019-07-08T11:31:23.655000Z,35.47536,-117.40426,0.0,1.98,20190708,2019-07-08T11:31:23.655000Z
2019-07-08T11:31:53.448000Z,35.65874,-117.52099,6.68,1.35,20190708,2019-07-08T11:31:53.448000Z
2019-07-08T11:32:08.389000Z,35.91688,-117.71485,9.66,1.39,20190708,2019-07-08T11:32:08.389000Z
2019-07-08T11:32:31.409000Z,35.92429,-117.6945,5.81,1.8,20190708,2019-07-08T11:32:31.409000Z
2019-07-08T11:32:56.241000Z,35.61767,-117.3715,1.64,1.14,20190708,2019-07-08T11:32:56.241000Z
2019-07-08T11:33:02.247000Z,35.95538,-117.70623,0.0,1.42,20190708,2019-07-08T11:33:02.247000Z
2019-07-08T11:33:04.899000Z,35.84314,-117.63441,11.3,1.9,20190708,2019-07-08T11:33:04.899000Z
2019-07-08T11:33:35.642000Z,35.70747,-117.53827,11.27,1.47,20190708,2019-07-08T11:33:35.642000Z
2019-07-08T11:33:36.445000Z,35.58786,-117.54523,6.56,1.02,20190708,2019-07-08T11:33:36.445000Z
2019-07-08T11:33:58.430000Z,36.11078,-117.85547,6.66,0.75,20190708,2019-07-08T11:33:58.430000Z
2019-07-08T11:34:10.910000Z,35.80932,-117.75334,3.81,0.65,20190708,2019-07-08T11:34:10.910000Z
2019-07-08T11:34:15.474000Z,35.60992,-117.50151,6.79,1.34,20190708,2019-07-08T11:34:15.474000Z
2019-07-08T11:34:28.730000Z,35.88745,-117.68637,5.9,1.31,20190708,2019-07-08T11:34:28.730000Z
2019-07-08T11:34:55.944000Z,35.95394,-117.71633,5.18,3.23,20190708,2019-07-08T11:34:55.944000Z
2019-07-08T11:35:08.632000Z,35.68675,-117.55114,12.63,2.72,20190708,2019-07-08T11:35:08.632000Z
2019-07-08T11:35:33.714000Z,35.91516,-117.68352,6.15,1.37,20190708,2019-07-08T11:35:33.714000Z
2019-07-08T11:35:39.435000Z,35.58485,-117.44306,8.25,1.18,20190708,2019-07-08T11:35:39.435000Z
2019-07-08T11:35:54.504000Z,35.71559,-117.53629,5.18,1.76,20190708,2019-07-08T11:35:54.504000Z
2019-07-08T11:36:15.075000Z,35.91878,-117.66152,15.78,1.46,20190708,2019-07-08T11:36:15.075000Z
2019-07-08T11:36:31.288000Z,35.97233,-117.46609,1.65,2.0,20190708,2019-07-08T11:36:31.288000Z
2019-07-08T11:36:32.460000Z,35.6139,-117.44171,6.66,1.65,20190708,2019-07-08T11:36:32.460000Z
2019-07-08T11:36:55.741000Z,35.47147,-117.42712,13.69,1.25,20190708,2019-07-08T11:36:55.741000Z
2019-07-08T11:37:03.807000Z,35.91903,-117.69319,7.95,2.05,20190708,2019-07-08T11:37:03.807000Z
2019-07-08T11:37:04.320000Z,35.59237,-117.30373,0.63,2.2,20190708,2019-07-08T11:37:04.320000Z
2019-07-08T11:37:25.619000Z,36.11355,-117.82923,7.46,1.34,20190708,2019-07-08T11:37:25.619000Z
2019-07-08T11:37:30.779000Z,35.89657,-117.69427,4.52,0.85,20190708,2019-07-08T11:37:30.779000Z
2019-07-08T11:37:44.411000Z,35.69263,-117.52479,0.0,0.81,20190708,2019-07-08T11:37:44.411000Z
2019-07-08T11:37:51.553000Z,35.33388,-117.5871,6.52,1.36,20190708,2019-07-08T11:37:51.553000Z
2019-07-08T11:37:53.856000Z,35.95166,-117.69333,6.45,0.81,20190708,2019-07-08T11:37:53.856000Z
2019-07-08T11:38:17.934000Z,36.11262,-117.81793,0.54,0.75,20190708,2019-07-08T11:38:17.934000Z
2019-07-08T11:38:24.446000Z,35.60368,-117.3767,4.15,1.59,20190708,2019-07-08T11:38:24.446000Z
2019-07-08T11:38:26.707000Z,35.96225,-117.67706,5.48,1.27,20190708,2019-07-08T11:38:26.707000Z
2019-07-08T11:38:37.139000Z,35.79936,-117.5938,7.24,1.59,20190708,2019-07-08T11:38:37.139000Z
2019-07-08T11:38:50.891000Z,35.97065,-118.01471,0.0,1.34,20190708,2019-07-08T11:38:50.891000Z
2019-07-08T11:39:01.326000Z,35.88579,-117.34788,10.56,1.38,20190708,2019-07-08T11:39:01.326000Z
2019-07-08T11:39:10.648000Z,36.07418,-117.89001,0.0,1.01,20190708,2019-07-08T11:39:10.648000Z
2019-07-08T11:39:20.884000Z,35.59259,-117.48219,0.0,1.57,20190708,2019-07-08T11:39:20.884000Z
2019-07-08T11:39:22.181000Z,35.79691,-117.5849,5.21,1.1,20190708,2019-07-08T11:39:22.181000Z
2019-07-08T11:39:34.129000Z,35.88211,-117.42167,30.0,1.69,20190708,2019-07-08T11:39:34.129000Z
2019-07-08T11:39:38.196000Z,35.63531,-117.4715,4.83,1.27,20190708,2019-07-08T11:39:38.196000Z
2019-07-08T11:39:58.132000Z,36.06661,-117.75887,2.92,0.74,20190708,2019-07-08T11:39:58.132000Z
2019-07-08T11:39:58.246000Z,35.65294,-117.42791,4.05,1.33,20190708,2019-07-08T11:39:58.246000Z
2019-07-08T11:40:12.573000Z,35.77292,-117.49007,15.18,1.02,20190708,2019-07-08T11:40:12.573000Z
2019-07-08T11:40:17.180000Z,35.55512,-117.36175,5.67,1.45,20190708,2019-07-08T11:40:17.180000Z
2019-07-08T11:40:18.569000Z,35.65872,-117.74807,1.79,0.91,20190708,2019-07-08T11:40:18.569000Z
2019-07-08T11:40:35.583000Z,35.73293,-117.69188,2.99,1.37,20190708,2019-07-08T11:40:35.583000Z
2019-07-08T11:40:38.571000Z,35.93343,-117.68823,7.85,1.46,20190708,2019-07-08T11:40:38.571000Z
2019-07-08T11:40:55.060000Z,35.87156,-117.27673,0.0,0.72,20190708,2019-07-08T11:40:55.060000Z
2019-07-08T11:41:01.963000Z,35.74862,-117.54715,5.72,1.1,20190708,2019-07-08T11:41:01.963000Z
2019-07-08T11:41:09.135000Z,35.51608,-118.01235,0.0,1.34,20190708,2019-07-08T11:41:09.135000Z
2019-07-08T11:41:15.090000Z,35.6185,-117.1609,30.0,1.05,20190708,2019-07-08T11:41:15.090000Z
2019-07-08T11:41:25.095000Z,35.74526,-117.08515,3.59,1.47,20190708,2019-07-08T11:41:25.095000Z
2019-07-08T11:41:59.448000Z,35.63104,-117.49988,0.0,0.65,20190708,2019-07-08T11:41:59.448000Z
2019-07-08T11:42:02.915000Z,35.36853,-117.44001,0.0,1.28,20190708,2019-07-08T11:42:02.915000Z
2019-07-08T11:42:14.948000Z,35.58091,-117.55478,1.89,0.99,20190708,2019-07-08T11:42:14.948000Z
2019-07-08T11:42:18.647000Z,35.91418,-117.73037,0.0,0.98,20190708,2019-07-08T11:42:18.647000Z
2019-07-08T11:42:21.471000Z,35.42737,-117.36238,0.0,1.15,20190708,2019-07-08T11:42:21.471000Z
2019-07-08T11:42:30.534000Z,35.90908,-117.67437,6.4,1.41,20190708,2019-07-08T11:42:30.534000Z
2019-07-08T11:42:35.768000Z,35.73522,-117.40272,5.0,1.18,20190708,2019-07-08T11:42:35.768000Z
2019-07-08T11:42:49.976000Z,35.65532,-117.44905,3.87,0.71,20190708,2019-07-08T11:42:49.976000Z
2019-07-08T11:43:06.835000Z,35.52803,-117.42433,7.6,1.32,20190708,2019-07-08T11:43:06.835000Z
2019-07-08T11:43:35.611000Z,35.7076,-117.50252,12.1,1.49,20190708,2019-07-08T11:43:35.611000Z
2019-07-08T11:43:44.761000Z,36.11569,-117.61724,25.01,1.61,20190708,2019-07-08T11:43:44.761000Z
2019-07-08T11:43:46.951000Z,35.58013,-117.32936,4.41,1.46,20190708,2019-07-08T11:43:46.951000Z
2019-07-08T11:43:58.083000Z,35.72807,-117.71345,6.02,1.19,20190708,2019-07-08T11:43:58.083000Z
2019-07-08T11:44:05.280000Z,35.68381,-117.52546,10.88,1.38,20190708,2019-07-08T11:44:05.280000Z
2019-07-08T11:44:14.432000Z,35.86278,-117.4464,0.22,1.22,20190708,2019-07-08T11:44:14.432000Z
2019-07-08T11:44:32.080000Z,35.58795,-117.30239,2.81,0.94,20190708,2019-07-08T11:44:32.080000Z
2019-07-08T11:44:39.834000Z,35.90799,-117.69276,5.85,1.27,20190708,2019-07-08T11:44:39.834000Z
2019-07-08T11:45:02.564000Z,35.90606,-117.72862,6.22,2.99,20190708,2019-07-08T11:45:02.564000Z
