event_id,event_seq,source_day,original_ot_str,original_lat,original_lon,original_dep,original_mag,phase_file,batch_index,batch_label,original_ot,was_selected,hypodd_original_ot_str,hypodd_original_lat,hypodd_original_lon,hypodd_original_dep,hypodd_original_mag,hypodd_original_time_abs_diff_s,reloc_ot_str,reloc_lat,reloc_lon,reloc_dep,reloc_mag,reloc_time_abs_diff_s,was_relocated,horizontal_shift_km,depth_change_km,day
417,80276,20190717,2019-07-17T01:40:43.737000Z,35.62995,-117.42068,0.0,0.76,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:40:43.737000Z,True,,,,,,,,,,,,,False,,,
420,80279,20190717,2019-07-17T01:40:59.134000Z,35.61104,-117.6267,30.0,1.31,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:40:59.134000Z,True,,,,,,,,,,,,,False,,,
422,80281,20190717,2019-07-17T01:41:30.258000Z,35.85639,-117.5927,0.24,0.36,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:41:30.258000Z,True,,,,,,,,,,,,,False,,,
424,80283,20190717,2019-07-17T01:42:02.637000Z,35.93703,-116.98378,15.2,1.0,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:42:02.637000Z,True,,,,,,,,,,,,,False,,,
425,80284,20190717,2019-07-17T01:42:16.584000Z,35.718,-117.63931,0.0,0.68,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:42:16.584000Z,True,,,,,,,,,,,,,False,,,
429,80288,20190717,2019-07-17T01:43:25.227000Z,35.89479,-117.55181,0.0,0.26,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:43:25.227000Z,True,,,,,,,,,,,,,False,,,
434,80293,20190717,2019-07-17T01:44:10.377000Z,35.60508,-117.42204,7.26,0.63,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:44:10.377000Z,True,,,,,,,,,,,,,False,,,
437,80296,20190717,2019-07-17T01:44:51.699000Z,35.52127,-117.45329,0.0,0.34,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:44:51.699000Z,True,,,,,,,,,,,,,False,,,
439,80298,20190717,2019-07-17T01:45:15.080000Z,35.68764,-117.52071,7.81,1.15,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:45:15.080000Z,True,,,,,,,,,,,,,False,,,
441,80300,20190717,2019-07-17T01:46:10.684000Z,35.89145,-117.71509,8.91,1.93,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:46:10.684000Z,True,,,,,,,,,,,,,False,,,
443,80302,20190717,2019-07-17T01:46:41.919000Z,35.86323,-117.65082,8.55,1.0,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:46:41.919000Z,True,,,,,,,,,,,,,False,,,
445,80304,20190717,2019-07-17T01:46:53.099000Z,35.71329,-117.59834,8.52,0.39,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:46:53.099000Z,True,,,,,,,,,,,,,False,,,
446,80305,20190717,2019-07-17T01:47:00.625000Z,36.01506,-117.20225,2.16,1.24,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:47:00.625000Z,True,,,,,,,,,,,,,False,,,
451,80310,20190717,2019-07-17T01:48:36.045000Z,35.62851,-117.47258,8.67,1.03,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:48:36.045000Z,True,,,,,,,,,,,,,False,,,
452,80311,20190717,2019-07-17T01:48:48.439000Z,35.92391,-117.63995,0.0,0.53,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:48:48.439000Z,True,,,,,,,,,,,,,False,,,
455,80314,20190717,2019-07-17T01:49:26.919000Z,35.55792,-117.44407,2.52,0.41,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:49:26.919000Z,True,,,,,,,,,,,,,False,,,
457,80316,20190717,2019-07-17T01:49:52.056000Z,35.66434,-117.65042,1.54,0.52,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:49:52.056000Z,True,,,,,,,,,,,,,False,,,
458,80317,20190717,2019-07-17T01:50:04.278000Z,36.05134,-117.45269,0.0,0.62,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:50:04.278000Z,True,,,,,,,,,,,,,False,,,
460,80319,20190717,2019-07-17T01:50:14.748000Z,35.7647,-117.53194,13.89,0.68,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:50:14.748000Z,True,,,,,,,,,,,,,False,,,
463,80322,20190717,2019-07-17T01:50:47.575000Z,35.6149,-117.40134,2.11,0.45,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:50:47.575000Z,True,2019-07-17T01:50:47.570000Z,35.614899,-117.401299,2.11,0.45,0.005,,,,,,,False,,,
464,80323,20190717,2019-07-17T01:51:06.691000Z,35.62204,-117.56911,0.0,0.49,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:51:06.691000Z,True,,,,,,,,,,,,,False,,,
472,80331,20190717,2019-07-17T01:53:04.933000Z,35.7067,-117.50659,10.87,1.08,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:53:04.933000Z,True,,,,,,,,,,,,,False,,,
474,80333,20190717,2019-07-17T01:53:43.887000Z,35.65464,-117.46052,6.3,0.54,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:53:43.887000Z,True,,,,,,,,,,,,,False,,,
480,80339,20190717,2019-07-17T01:55:41.621000Z,35.97018,-117.84094,4.69,0.49,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:55:41.621000Z,True,,,,,,,,,,,,,False,,,
484,80343,20190717,2019-07-17T01:56:46.981000Z,35.6987,-117.69777,9.39,0.58,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:56:46.981000Z,True,,,,,,,,,,,,,False,,,
487,80346,20190717,2019-07-17T01:57:03.921000Z,35.77126,-117.60415,6.29,0.59,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:57:03.921000Z,True,,,,,,,,,,,,,False,,,
489,80348,20190717,2019-07-17T01:57:15.407000Z,35.61094,-117.38541,2.43,0.84,<CASE_ROOT>/catalog_construction/01_step3_association_Gamma/exp_run/outputs/01_gamma_association_location_magnitude/phase_20190717.dat,14,day_20190717,2019-07-17T01:57:15.407000Z,True,,,,,,,,,,,,,False,,,
