datetime,lat,lon,dep,mag,time_rel_days,time_rel_sec,radial_distance_km,depth_rel_km,abs_depth_rel_km,is_post,is_pre,mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,sequence_id,mag_threshold_label
2025-11-10 18:46:10.440000+00:00,39.151156,143.210905,12.44,2.0,1.4461944444444443,124951.2,37.79466225309581,-3.5200000000000014,3.5200000000000014,True,False,M1,50.0,90.0,mainshock_window,,338009,all
2025-11-10 18:50:37.560000+00:00,39.279211,143.639404,6.85,1.3,1.4492861111111113,125218.32,17.942486906353473,-9.11,9.11,True,False,M1,50.0,90.0,mainshock_window,,338010,all
2025-11-10 19:02:59.560000+00:00,39.346639,143.575732,4.7,1.6,1.457874074074074,125960.32,8.69670712376521,-11.260000000000002,11.260000000000002,True,False,M1,50.0,90.0,mainshock_window,,338011,all
2025-11-10 19:03:34.900000+00:00,39.58514,143.432845,10.42,2.2,1.4582831018518518,125995.66,21.18777458469193,-5.540000000000001,5.540000000000001,True,False,M1,50.0,90.0,mainshock_window,,338012,all
2025-11-10 19:04:25.780000+00:00,39.259871,143.610596,9.29,2.2,1.4588719907407406,126046.54,18.302331879053945,-6.670000000000002,6.670000000000002,True,False,M1,50.0,90.0,mainshock_window,,338013,all
2025-11-10 19:05:28.120000+00:00,39.190474,143.599544,10.93,1.7,1.4595935185185185,126108.88,24.981599648717737,-5.030000000000001,5.030000000000001,True,False,M1,50.0,90.0,mainshock_window,,338014,all
2025-11-10 19:06:20.080000+00:00,39.302763,143.724756,10.85,1.6,1.4601949074074074,126160.84,21.89121665158604,-5.110000000000001,5.110000000000001,True,False,M1,50.0,90.0,mainshock_window,,338015,all
2025-11-10 19:17:58.920000+00:00,39.151668,143.215462,14.39,2.3,1.4682833333333332,126859.68,37.48993107653728,-1.5700000000000005,1.5700000000000005,True,False,M1,50.0,90.0,mainshock_window,,338016,all
2025-11-10 19:28:50.360000+00:00,39.252783,143.62474,8.03,1.7,1.475823148148148,127511.12,19.599524523326807,-7.9300000000000015,7.9300000000000015,True,False,M1,50.0,90.0,mainshock_window,,338017,all
2025-11-10 19:41:28.580000+00:00,39.397546,143.607096,9.71,1.5,1.4845988425925924,128269.34,8.7356720152164,-6.25,6.25,True,False,M1,50.0,90.0,mainshock_window,,338018,all
2025-11-10 19:42:55.660000+00:00,39.574194,143.64502,11.39,2.6,1.4856067129629629,128356.42,22.473110397474013,-4.57,4.57,True,False,M1,50.0,90.0,mainshock_window,,338019,all
2025-11-10 19:46:07.400000+00:00,39.482597,143.390251,13.76,2.5,1.487825925925926,128548.16,13.283186988411298,-2.200000000000001,2.200000000000001,True,False,M1,50.0,90.0,mainshock_window,,338020,all
2025-11-10 19:48:31.620000+00:00,39.581913,143.636003,6.28,1.8,1.4894951388888888,128692.38,22.814928676001102,-9.68,9.68,True,False,M1,50.0,90.0,mainshock_window,,338021,all
2025-11-10 19:51:17.440000+00:00,39.337203,143.603092,11.77,2.0,1.491414351851852,128858.2,11.124871521766195,-4.190000000000001,4.190000000000001,True,False,M1,50.0,90.0,mainshock_window,,338022,all
2025-11-10 19:57:34.940000+00:00,39.69679,143.430241,12.93,2.2,1.4957835648148148,129235.7,33.29426486596792,-3.030000000000001,3.030000000000001,True,False,M1,50.0,90.0,mainshock_window,,338023,all
2025-11-10 20:02:50.560000+00:00,39.46884,143.41709,9.68,1.9,1.499436574074074,129551.32,10.552910483751102,-6.280000000000001,6.280000000000001,True,False,M1,50.0,90.0,mainshock_window,,338024,all
2025-11-10 20:06:07.240000+00:00,39.634501,143.459619,12.67,3.2,1.5017129629629629,129748.0,26.03526889049008,-3.290000000000001,3.290000000000001,True,False,M1,50.0,90.0,mainshock_window,,338025,all
2025-11-10 20:13:58.760000+00:00,39.474984,143.413005,7.47,1.8,1.5071703703703705,130219.52,11.281780148039411,-8.490000000000002,8.490000000000002,True,False,M1,50.0,90.0,mainshock_window,,338026,all
2025-11-10 20:16:37.840000+00:00,39.632694,143.458415,12.98,2.3,1.5090115740740742,130378.6,25.852687685251222,-2.9800000000000004,2.9800000000000004,True,False,M1,50.0,90.0,mainshock_window,,338027,all
2025-11-10 20:35:18.280000+00:00,39.366488,143.717773,15.23,1.7,1.5219796296296295,131499.04,18.67627291545036,-0.7300000000000004,0.7300000000000004,True,False,M1,50.0,90.0,mainshock_window,,338028,all
2025-11-10 20:37:21.320000+00:00,39.349133,143.56473,11.65,1.5,1.5234037037037036,131622.08,7.857108651483061,-4.3100000000000005,4.3100000000000005,True,False,M1,50.0,90.0,mainshock_window,,338029,all
2025-11-10 20:37:57.200000+00:00,39.342521,143.573779,17.02,1.8,1.523818981481481,131657.96,8.92175433073879,1.0599999999999987,1.0599999999999987,True,False,M1,50.0,90.0,mainshock_window,,338030,all
2025-11-10 20:43:21.760000+00:00,39.190422,143.468164,11.8,1.6,1.5275754629629628,131982.52,23.864959557942047,-4.16,4.16,True,False,M1,50.0,90.0,mainshock_window,,338031,all
2025-11-10 20:44:16.460000+00:00,39.326953,143.58195,14.01,3.8,1.528208564814815,132037.22,10.706565963857658,-1.950000000000001,1.950000000000001,True,False,M1,50.0,90.0,mainshock_window,,338032,all
2025-11-10 20:49:41.640000+00:00,39.322909,143.591178,11.54,1.8,1.531972222222222,132362.4,11.553365280394097,-4.420000000000002,4.420000000000002,True,False,M1,50.0,90.0,mainshock_window,,338033,all
2025-11-10 20:54:53.860000+00:00,39.313391,143.592025,12.49,1.7,1.5355858796296296,132674.62,12.431867324149358,-3.4700000000000006,3.4700000000000006,True,False,M1,50.0,90.0,mainshock_window,,338034,all
2025-11-10 20:56:54.440000+00:00,39.196997,143.648975,7.76,2.0,1.5369814814814815,132795.2,26.021245971632524,-8.200000000000001,8.200000000000001,True,False,M1,50.0,90.0,mainshock_window,,338035,all
2025-11-10 20:59:09.520000+00:00,39.481905,143.529395,3.53,1.3,1.5385449074074071,132930.28,8.999271329195613,-12.43,12.43,True,False,M1,50.0,90.0,mainshock_window,,338036,all
2025-11-10 21:11:44.160000+00:00,39.313794,143.591325,10.8,1.5,1.5472791666666668,133684.92,12.359990870135412,-5.16,5.16,True,False,M1,50.0,90.0,mainshock_window,,338037,all
2025-11-10 21:12:20.400000+00:00,39.416366,143.44821,11.34,1.8,1.547698611111111,133721.16,5.15390570913047,-4.620000000000001,4.620000000000001,True,False,M1,50.0,90.0,mainshock_window,,338038,all
2025-11-10 21:13:29.840000+00:00,39.42382,143.449219,9.48,1.7,1.548502314814815,133790.6,5.3711433690764165,-6.48,6.48,True,False,M1,50.0,90.0,mainshock_window,,338039,all
2025-11-10 21:28:00.140000+00:00,39.578398,143.626644,7.91,1.9,1.5585752314814814,134660.9,22.08658133664083,-8.05,8.05,True,False,M1,50.0,90.0,mainshock_window,,338040,all
2025-11-10 21:32:07.800000+00:00,39.210034,143.424089,12.58,1.8,1.5614416666666666,134908.56,22.583623509893595,-3.380000000000001,3.380000000000001,True,False,M1,50.0,90.0,mainshock_window,,338041,all
2025-11-10 21:34:19.380000+00:00,39.702173,143.414404,12.69,1.3,1.5629645833333334,135040.14,34.16677580646215,-3.2700000000000014,3.2700000000000014,True,False,M1,50.0,90.0,mainshock_window,,338042,all
2025-11-10 21:35:30.940000+00:00,39.132625,143.578174,4.42,1.6,1.5637928240740742,135111.7,30.71306227270807,-11.54,11.54,True,False,M1,50.0,90.0,mainshock_window,,338043,all
2025-11-10 21:45:09.100000+00:00,39.314156,143.558203,0.82,1.3,1.5704844907407405,135689.86,10.86941356446887,-15.14,15.14,True,False,M1,50.0,90.0,mainshock_window,,338044,all
2025-11-10 21:55:39.160000+00:00,39.11167,143.569808,12.39,1.6,1.577776851851852,136319.92,32.86947830321396,-3.5700000000000003,3.5700000000000003,True,False,M1,50.0,90.0,mainshock_window,,338045,all
2025-11-10 21:56:33.080000+00:00,39.452112,143.430062,14.49,3.6,1.578400925925926,136373.84,8.480451662068083,-1.4700000000000006,1.4700000000000006,True,False,M1,50.0,90.0,mainshock_window,,338046,all
2025-11-10 22:04:48.940000+00:00,39.327905,143.605029,10.87,1.6,1.5841400462962965,136869.7,11.950007694844528,-5.090000000000002,5.090000000000002,True,False,M1,50.0,90.0,mainshock_window,,338047,all
2025-11-10 22:05:20.120000+00:00,39.574642,143.667562,11.12,2.0,1.584500925925926,136900.88,23.59960541396904,-4.840000000000002,4.840000000000002,True,False,M1,50.0,90.0,mainshock_window,,338048,all
2025-11-10 22:06:12.580000+00:00,39.115487,143.57876,17.32,2.0,1.5851081018518518,136953.34,32.59111505841905,1.3599999999999994,1.3599999999999994,True,False,M1,50.0,90.0,mainshock_window,,338049,all
2025-11-10 22:08:10.420000+00:00,39.208993,143.350781,11.31,1.7,1.5864719907407407,137071.18,25.364206852265934,-4.65,4.65,True,False,M1,50.0,90.0,mainshock_window,,338050,all
2025-11-10 22:13:49.900000+00:00,39.3198,143.625488,13.11,1.8,1.5904011574074075,137410.66,13.850215406790548,-2.8500000000000014,2.8500000000000014,True,False,M1,50.0,90.0,mainshock_window,,338051,all
2025-11-10 22:22:14.200000+00:00,39.702535,143.479899,12.29,2.2,1.5962379629629628,137914.96,33.37204578843678,-3.6700000000000017,3.6700000000000017,True,False,M1,50.0,90.0,mainshock_window,,338052,all
2025-11-10 22:25:46.600000+00:00,39.221822,143.356836,10.63,1.7,1.598696296296296,138127.36,23.878079326594545,-5.33,5.33,True,False,M1,50.0,90.0,mainshock_window,,338053,all
2025-11-10 22:29:48.960000+00:00,39.157072,143.211393,13.35,2.1,1.601501388888889,138369.72,37.28044369436216,-2.610000000000001,2.610000000000001,True,False,M1,50.0,90.0,mainshock_window,,338054,all
2025-11-10 22:34:32.720000+00:00,39.220601,143.361458,11.26,1.8,1.6047856481481482,138653.48,23.782992761474198,-4.700000000000001,4.700000000000001,True,False,M1,50.0,90.0,mainshock_window,,338055,all
2025-11-10 22:34:44.840000+00:00,39.358777,143.593343,9.69,2.3,1.604925925925926,138665.6,9.001490360515454,-6.270000000000001,6.270000000000001,True,False,M1,50.0,90.0,mainshock_window,,338056,all
2025-11-10 22:39:45.560000+00:00,39.696016,143.432227,12.29,1.7,1.6084064814814816,138966.32,33.17710727087616,-3.6700000000000017,3.6700000000000017,True,False,M1,50.0,90.0,mainshock_window,,338057,all
2025-11-10 22:55:41.100000+00:00,39.251766,143.626774,9.39,1.8,1.619465972222222,139921.86,19.78760111568062,-6.57,6.57,True,False,M1,50.0,90.0,mainshock_window,,338058,all
2025-11-10 22:56:40.360000+00:00,39.360925,143.738997,14.46,1.8,1.6201518518518518,139981.12,20.593073839606557,-1.5,1.5,True,False,M1,50.0,90.0,mainshock_window,,338059,all
2025-11-10 23:00:08.280000+00:00,39.199516,143.610417,10.03,1.3,1.622558333333333,140189.04,24.36256100265753,-5.9300000000000015,5.9300000000000015,True,False,M1,50.0,90.0,mainshock_window,,338060,all
2025-11-10 23:09:20.200000+00:00,39.123018,143.48348,7.76,1.6,1.6289462962962962,140740.96,31.199180120630785,-8.200000000000001,8.200000000000001,True,False,M1,50.0,90.0,mainshock_window,,338061,all
2025-11-10 23:11:44.580000+00:00,39.23453,143.368457,10.91,1.4,1.630617361111111,140885.34,22.148833794308945,-5.050000000000001,5.050000000000001,True,False,M1,50.0,90.0,mainshock_window,,338062,all
2025-11-10 23:13:06.360000+00:00,39.191012,143.647038,8.5,1.5,1.6315638888888888,140967.12,26.53257656617797,-7.460000000000001,7.460000000000001,True,False,M1,50.0,90.0,mainshock_window,,338063,all
2025-11-10 23:32:40.240000+00:00,39.524927,143.580924,7.2,1.7,1.645150462962963,142141.0,15.01053511086045,-8.760000000000002,8.760000000000002,True,False,M1,50.0,90.0,mainshock_window,,338064,all
2025-11-10 23:35:33.860000+00:00,39.187919,143.592008,10.8,2.4,1.6471599537037036,142314.62,25.05075269394797,-5.16,5.16,True,False,M1,50.0,90.0,mainshock_window,,338065,all
2025-11-10 23:38:48.760000+00:00,39.56829,143.636882,10.16,1.9,1.6494157407407406,142509.52,21.547287058027816,-5.800000000000001,5.800000000000001,True,False,M1,50.0,90.0,mainshock_window,,338066,all
2025-11-10 23:44:09.920000+00:00,39.533903,143.570068,9.21,2.1,1.6531328703703705,142830.68,15.562293844722973,-6.75,6.75,True,False,M1,50.0,90.0,mainshock_window,,338067,all
2025-11-10 23:52:42.080000+00:00,39.539697,143.349788,10.92,1.3,1.659060648148148,143342.84,20.24480303989446,-5.040000000000001,5.040000000000001,True,False,M1,50.0,90.0,mainshock_window,,338068,all
,39.617452,143.230843,13.74,2.4,1.670112962962963,144297.76,33.52843500561663,-2.2200000000000006,2.2200000000000006,True,False,M1,50.0,90.0,mainshock_window,,338069,all
2025-11-11 00:12:34.170000+00:00,39.353202,143.527474,11.14,1.3,1.672857986111111,144534.93,5.853134908911297,-4.82,4.82,True,False,M1,50.0,90.0,mainshock_window,,338070,all
2025-11-11 00:15:24.740000+00:00,39.444958,143.436882,14.03,2.4,1.674832175925926,144705.5,7.524162477285497,-1.9300000000000013,1.9300000000000013,True,False,M1,50.0,90.0,mainshock_window,,338071,all
2025-11-11 00:23:04.790000+00:00,39.526099,143.593278,5.79,1.6,1.6801568287037036,145165.55,15.610545958084906,-10.170000000000002,10.170000000000002,True,False,M1,50.0,90.0,mainshock_window,,338072,all
2025-11-11 00:24:28.400000+00:00,39.364709,143.377588,11.58,1.8,1.6811245370370371,145249.16,11.80630338317591,-4.380000000000001,4.380000000000001,True,False,M1,50.0,90.0,mainshock_window,,338073,all
2025-11-11 00:26:35.480000+00:00,39.373401,143.690967,8.98,1.7,1.6825953703703702,145376.24,16.261499082875364,-6.98,6.98,True,False,M1,50.0,90.0,mainshock_window,,338074,all
2025-11-11 00:37:10.990000+00:00,39.726904,143.443327,11.95,1.4,1.6899508101851852,146011.75,36.40299887502315,-4.010000000000002,4.010000000000002,True,False,M1,50.0,90.0,mainshock_window,,338075,all
2025-11-11 01:05:40.290000+00:00,39.363371,143.609896,12.27,1.3,1.7097343749999998,147721.05,9.985627703672892,-3.690000000000001,3.690000000000001,True,False,M1,50.0,90.0,mainshock_window,,338076,all
2025-11-11 01:14:04.280000+00:00,39.413851,143.672917,14.75,2.0,1.7155675925925926,148225.04,14.417841002846382,-1.2100000000000009,1.2100000000000009,True,False,M1,50.0,90.0,mainshock_window,,338077,all
2025-11-11 01:15:45.900000+00:00,39.40273,143.602572,18.02,1.1,1.71674375,148326.66,8.325093543904947,2.0599999999999987,2.0599999999999987,True,False,M1,50.0,90.0,mainshock_window,,338078,all
2025-11-11 01:16:31.090000+00:00,39.699585,143.437158,12.72,1.6,1.7172667824074077,148371.85,33.49005711998331,-3.24,3.24,True,False,M1,50.0,90.0,mainshock_window,,338079,all
2025-11-11 01:19:04.810000+00:00,39.499723,143.562012,11.94,1.9,1.7190459490740742,148525.57,11.78532464200931,-4.020000000000001,4.020000000000001,True,False,M1,50.0,90.0,mainshock_window,,338080,all
2025-11-11 01:22:17.160000+00:00,39.15765,143.632194,8.66,1.5,1.7212722222222223,148717.92,29.381987446463608,-7.300000000000001,7.300000000000001,True,False,M1,50.0,90.0,mainshock_window,,338081,all
2025-11-11 01:27:15.620000+00:00,39.3776,143.638786,9.28,1.8,1.7247266203703704,149016.38,11.784039626513287,-6.6800000000000015,6.6800000000000015,True,False,M1,50.0,90.0,mainshock_window,,338082,all
2025-11-11 01:29:59.440000+00:00,39.196053,143.631934,7.49,2.1,1.7266226851851854,149180.2,25.45424688322241,-8.47,8.47,True,False,M1,50.0,90.0,mainshock_window,,338083,all
2025-11-11 01:39:06.820000+00:00,39.624589,143.450472,12.15,2.3,1.7329581018518516,149727.58,25.082726247934215,-3.810000000000001,3.810000000000001,True,False,M1,50.0,90.0,mainshock_window,,338084,all
2025-11-11 01:40:19.450000+00:00,39.096851,143.579346,9.81,2.1,1.7337987268518518,149800.21,34.63602802305257,-6.15,6.15,True,False,M1,50.0,90.0,mainshock_window,,338085,all
2025-11-11 01:42:24.430000+00:00,39.204976,143.363281,12.52,1.7,1.7352452546296298,149925.19,25.20554367000496,-3.4400000000000013,3.4400000000000013,True,False,M1,50.0,90.0,mainshock_window,,338086,all
2025-11-11 01:43:01.510000+00:00,39.539636,143.566862,6.67,2.0,1.7356744212962962,149962.27,16.06768612151466,-9.29,9.29,True,False,M1,50.0,90.0,mainshock_window,,338087,all
2025-11-11 01:46:45.920000+00:00,39.420837,143.738753,17.88,1.6,1.7382717592592591,150186.68,20.12034261572608,1.9199999999999984,1.9199999999999984,True,False,M1,50.0,90.0,mainshock_window,,338088,all
2025-11-11 01:51:26.310000+00:00,39.425977,143.077376,5.86,1.6,1.741517013888889,150467.07,36.88196114189243,-10.1,10.1,True,False,M1,50.0,90.0,mainshock_window,,338089,all
2025-11-11 01:52:32.650000+00:00,39.465983,143.327962,14.54,2.6,1.742284837962963,150533.41,16.789429354567687,-1.4200000000000017,1.4200000000000017,True,False,M1,50.0,90.0,mainshock_window,,338090,all
2025-11-11 01:58:53.570000+00:00,39.141565,143.427783,14.03,2.6,1.7466936342592592,150914.33,29.84137551516762,-1.9300000000000013,1.9300000000000013,True,False,M1,50.0,90.0,mainshock_window,,338091,all
2025-11-11 02:00:49.920000+00:00,39.305562,143.734782,13.37,1.6,1.7480402777777777,151030.68,22.48517846097528,-2.5900000000000016,2.5900000000000016,True,False,M1,50.0,90.0,mainshock_window,,338092,all
2025-11-11 02:01:35.600000+00:00,39.618437,143.543571,10.99,2.8,1.748568981481481,151076.36,24.16709994521715,-4.970000000000001,4.970000000000001,True,False,M1,50.0,90.0,mainshock_window,,338093,all
2025-11-11 02:09:45.830000+00:00,39.378857,143.382487,9.69,1.6,1.7542429398148147,151566.59,10.923660787504392,-6.270000000000001,6.270000000000001,True,False,M1,50.0,90.0,mainshock_window,,338094,all
2025-11-11 02:16:20.010000+00:00,39.372245,143.131641,16.34,1.3,1.7588052083333332,151960.77,32.32685725938586,0.379999999999999,0.379999999999999,True,False,M1,50.0,90.0,mainshock_window,,338095,all
2025-11-11 02:18:49.110000+00:00,39.297201,143.726986,9.97,1.4,1.7605309027777778,152109.87,22.37617985170897,-5.99,5.99,True,False,M1,50.0,90.0,mainshock_window,,338096,all
2025-11-11 02:23:27.710000+00:00,39.136434,143.430811,11.24,1.5,1.7637554398148148,152388.47,30.34121413313192,-4.720000000000001,4.720000000000001,True,False,M1,50.0,90.0,mainshock_window,,338097,all
2025-11-11 02:26:40.050000+00:00,39.613216,143.569971,10.93,2.8,1.765981597222222,152580.81,24.00907311632033,-5.030000000000001,5.030000000000001,True,False,M1,50.0,90.0,mainshock_window,,338098,all
2025-11-11 02:37:02.610000+00:00,39.168762,143.47819,10.56,1.7,1.7731871527777778,153203.37,26.161283697948097,-5.4,5.4,True,False,M1,50.0,90.0,mainshock_window,,338099,all
2025-11-11 02:39:58.560000+00:00,39.407467,143.45887,11.99,2.0,1.7752236111111113,153379.32,4.051384046199276,-3.9700000000000006,3.9700000000000006,True,False,M1,50.0,90.0,mainshock_window,,338100,all
2025-11-11 02:41:08.940000+00:00,39.760148,143.441455,12.09,2.0,1.7760381944444446,153449.7,40.08471941918224,-3.870000000000001,3.870000000000001,True,False,M1,50.0,90.0,mainshock_window,,338101,all
2025-11-11 02:43:23.170000+00:00,39.621781,143.568132,8.37,1.6,1.7775917824074072,153583.93,24.902454581008424,-7.590000000000002,7.590000000000002,True,False,M1,50.0,90.0,mainshock_window,,338102,all
2025-11-11 02:45:06.600000+00:00,39.529118,143.522331,11.22,1.8,1.7787888888888888,153687.36,14.088372763383186,-4.74,4.74,True,False,M1,50.0,90.0,mainshock_window,,338103,all
,39.463005,143.474886,7.72,2.0,1.7834925925925926,154093.76,7.169836835361046,-8.240000000000002,8.240000000000002,True,False,M1,50.0,90.0,mainshock_window,,338104,all
2025-11-11 02:57:01.820000+00:00,39.588057,143.524316,10.42,2.5,1.787066898148148,154402.58,20.631456904367106,-5.540000000000001,5.540000000000001,True,False,M1,50.0,90.0,mainshock_window,,338105,all
2025-11-11 03:00:27.640000+00:00,39.587944,143.522103,9.26,1.9,1.789449074074074,154608.4,20.60507284422198,-6.700000000000001,6.700000000000001,True,False,M1,50.0,90.0,mainshock_window,,338106,all
2025-11-11 03:02:33.200000+00:00,39.578589,143.621387,6.4,1.7,1.7909023148148149,154733.96,21.897113336321343,-9.56,9.56,True,False,M1,50.0,90.0,mainshock_window,,338107,all
2025-11-11 03:03:20.440000+00:00,39.425102,143.652165,5.73,1.5,1.7914490740740745,154781.2,12.820247513500368,-10.23,10.23,True,False,M1,50.0,90.0,mainshock_window,,338108,all
2025-11-11 03:16:18.060000+00:00,39.346114,143.596126,8.86,1.4,1.8004493055555555,155558.82,10.027584578107144,-7.100000000000001,7.100000000000001,True,False,M1,50.0,90.0,mainshock_window,,338109,all
2025-11-11 03:22:44.390000+00:00,39.476261,143.298356,9.7,1.3,1.8049207175925923,155945.15,19.575816871701782,-6.260000000000002,6.260000000000002,True,False,M1,50.0,90.0,mainshock_window,,338110,all
2025-11-11 03:29:27.300000+00:00,39.339685,143.600716,10.29,1.8,1.8095840277777775,156348.06,10.789577019794502,-5.670000000000002,5.670000000000002,True,False,M1,50.0,90.0,mainshock_window,,338111,all
2025-11-11 03:30:14.830000+00:00,39.337195,143.59235,12.15,1.4,1.8101341435185183,156395.59,10.44816807802409,-3.810000000000001,3.810000000000001,True,False,M1,50.0,90.0,mainshock_window,,338112,all
2025-11-11 03:32:13.470000+00:00,39.518424,143.58374,3.56,1.9,1.8115072916666668,156514.23,14.471665450097184,-12.4,12.4,True,False,M1,50.0,90.0,mainshock_window,,338113,all
2025-11-11 03:57:57.590000+00:00,39.279606,143.595573,12.05,2.2,1.829379050925926,158058.35,15.755625310118717,-3.91,3.91,True,False,M1,50.0,90.0,mainshock_window,,338114,all
2025-11-11 04:03:39.920000+00:00,39.281014,143.528158,12.53,1.7,1.833341203703704,158400.68,13.709191790928196,-3.430000000000001,3.430000000000001,True,False,M1,50.0,90.0,mainshock_window,,338115,all
2025-11-11 04:09:00.290000+00:00,39.552942,143.564404,7.9,1.8,1.837049189814815,158721.05,17.41028854803999,-8.06,8.06,True,False,M1,50.0,90.0,mainshock_window,,338116,all
2025-11-11 04:20:40.070000+00:00,39.136861,143.415072,15.53,2.5,1.8451484953703703,159420.83,30.61169410318204,-0.4300000000000015,0.4300000000000015,True,False,M1,50.0,90.0,mainshock_window,,338117,all
2025-11-11 04:27:08.160000+00:00,39.218587,143.348812,11.24,1.3,1.8496402777777776,159808.92,24.555161270104755,-4.720000000000001,4.720000000000001,True,False,M1,50.0,90.0,mainshock_window,,338118,all
2025-11-11 04:32:37.040000+00:00,39.529065,143.562956,7.02,1.8,1.8534467592592592,160137.8,14.847495455182564,-8.940000000000001,8.940000000000001,True,False,M1,50.0,90.0,mainshock_window,,338119,all
2025-11-11 04:33:17.900000+00:00,39.572786,143.622705,6.69,2.1,1.853919675925926,160178.66,21.37709965264463,-9.27,9.27,True,False,M1,50.0,90.0,mainshock_window,,338120,all
2025-11-11 04:36:48.230000+00:00,39.771985,143.707243,15.44,1.9,1.8563540509259255,160388.99,44.50929929305841,-0.5200000000000014,0.5200000000000014,True,False,M1,50.0,90.0,mainshock_window,,338121,all
2025-11-11 04:36:55.630000+00:00,39.274097,143.525244,11.45,1.9,1.856439699074074,160396.39,14.439721695355455,-4.510000000000002,4.510000000000002,True,False,M1,50.0,90.0,mainshock_window,,338122,all
2025-11-11 04:58:18.830000+00:00,39.491768,143.372445,7.77,1.8,1.8712915509259256,161679.59,15.104643772971416,-8.190000000000001,8.190000000000001,True,False,M1,50.0,90.0,mainshock_window,,338123,all
2025-11-11 05:09:38.120000+00:00,39.415129,143.449414,11.97,1.4,1.879153703703704,162358.88,5.0164428843752535,-3.99,3.99,True,False,M1,50.0,90.0,mainshock_window,,338124,all
2025-11-11 05:11:15.850000+00:00,39.486544,143.353581,12.6,2.4,1.8802848379629629,162456.61,16.02271663015226,-3.360000000000001,3.360000000000001,True,False,M1,50.0,90.0,mainshock_window,,338125,all
2025-11-11 05:20:34.400000+00:00,39.325309,143.635872,10.34,1.6,1.886749537037037,163015.16,14.143443344435562,-5.620000000000001,5.620000000000001,True,False,M1,50.0,90.0,mainshock_window,,338126,all
2025-11-11 05:25:32.640000+00:00,39.361764,143.448714,12.72,2.0,1.890201388888889,163313.4,6.71330775600989,-3.24,3.24,True,False,M1,50.0,90.0,mainshock_window,,338127,all
2025-11-11 05:26:54.120000+00:00,39.1106,143.592057,3.28,2.1,1.8911444444444443,163394.88,33.36092469315689,-12.68,12.68,True,False,M1,50.0,90.0,mainshock_window,,338128,all
2025-11-11 05:56:40.680000+00:00,39.301961,143.723258,11.32,1.4,1.9118222222222223,165181.44,21.826381889230383,-4.640000000000001,4.640000000000001,True,False,M1,50.0,90.0,mainshock_window,,338129,all
2025-11-11 06:03:56.660000+00:00,39.577462,143.630778,7.16,1.4,1.9168682870370373,165617.42,22.16442831672505,-8.8,8.8,True,False,M1,50.0,90.0,mainshock_window,,338130,all
2025-11-11 06:04:12.340000+00:00,39.123283,143.515788,11.71,2.2,1.9170497685185184,165633.1,31.12328553473857,-4.25,4.25,True,False,M1,50.0,90.0,mainshock_window,,338131,all
2025-11-11 06:06:50.190000+00:00,39.188509,143.388477,10.61,1.6,1.9188767361111112,165790.95,25.90246998713274,-5.350000000000001,5.350000000000001,True,False,M1,50.0,90.0,mainshock_window,,338132,all
2025-11-11 06:07:26.520000+00:00,39.605778,143.286719,10.95,1.6,1.9192972222222224,165827.28,29.3419811446854,-5.010000000000002,5.010000000000002,True,False,M1,50.0,90.0,mainshock_window,,338133,all
2025-11-11 06:33:22.980000+00:00,39.351453,143.397412,12.65,1.1,1.9373118055555556,167383.74,10.933614151934126,-3.3100000000000005,3.3100000000000005,True,False,M1,50.0,90.0,mainshock_window,,338134,all
2025-11-11 06:42:46.710000+00:00,39.140092,143.716797,22.11,1.5,1.9438364583333332,167947.47,34.42915665872021,6.149999999999999,6.149999999999999,True,False,M1,50.0,90.0,mainshock_window,,338135,all
2025-11-11 06:46:43.580000+00:00,39.74117,143.354476,11.32,1.1,1.9465780092592595,168184.34,39.76589310340088,-4.640000000000001,4.640000000000001,True,False,M1,50.0,90.0,mainshock_window,,338136,all
2025-11-11 06:52:16.630000+00:00,39.536483,143.546208,2.81,1.8,1.9504327546296296,168517.39,15.237075742933053,-13.15,13.15,True,False,M1,50.0,90.0,mainshock_window,,338137,all
2025-11-11 06:53:12.960000+00:00,39.543587,143.311637,17.84,1.4,1.9510847222222223,168573.72,22.837013666791613,1.879999999999999,1.879999999999999,True,False,M1,50.0,90.0,mainshock_window,,338138,all
2025-11-11 06:59:06.800000+00:00,39.485848,143.308333,11.47,2.8,1.9551800925925928,168927.56,19.28436265515701,-4.49,4.49,True,False,M1,50.0,90.0,mainshock_window,,338139,all
2025-11-11 07:01:09.430000+00:00,39.483911,143.320654,13.33,2.0,1.9565994212962965,169050.19,18.254777034474564,-2.630000000000001,2.630000000000001,True,False,M1,50.0,90.0,mainshock_window,,338140,all
2025-11-11 07:03:40.530000+00:00,39.485095,143.321354,11.09,1.5,1.958348263888889,169201.29,18.267741086873382,-4.870000000000001,4.870000000000001,True,False,M1,50.0,90.0,mainshock_window,,338141,all
2025-11-11 07:09:48.670000+00:00,39.534823,143.589974,8.76,2.1,1.9626091435185185,169569.43,16.3395008940576,-7.200000000000001,7.200000000000001,True,False,M1,50.0,90.0,mainshock_window,,338142,all
2025-11-11 07:13:43.130000+00:00,39.340918,143.610563,11.61,2.1,1.965322800925926,169803.89,11.359825637928152,-4.350000000000001,4.350000000000001,True,False,M1,50.0,90.0,mainshock_window,,338143,all
