node_id,x_km,y_km,n_total,n_ge_mc,mean_mag_ge_mc,b_value,b_boot_mean,b_boot_std,b_ci_low,b_ci_high,reliability_class,valid_flag,window_name,radius_km,longitude,latitude,along_km,across_km,along_bin
2490,-4.0,6.0,608,179,2.1246368715083803,0.6897538907828581,0.6944663362559786,0.05092733946056076,0.5998536563306963,0.8053949397057019,robust,1.0,post_separator,5.0,-117.58781532565386,35.775535539608114,0.36136025838424013,-0.2888089220589576,"(0.0, 1.0]"
2433,-5.0,5.0,602,176,2.1361363636363637,0.6773823893563657,0.677800056383136,0.0492932471153933,0.596544401219384,0.7737479113985813,robust,1.0,post_separator,5.0,-117.59886876922332,35.76651828710553,0.4414996449512801,1.1231321810755386,"(0.0, 1.0]"
2376,-6.0,4.0,508,159,2.1478616352201256,0.665216729662512,0.6683562167945812,0.04999973230523893,0.579370266325008,0.77468004504457,robust,1.0,post_separator,5.0,-117.6099197196327,35.757500006968264,0.5216390315183201,2.5350732842100347,"(0.0, 1.0]"
2319,-7.0,3.0,328,97,2.1096907216494842,0.7065251948782465,0.7215076374136982,0.06656237416066951,0.6073459139178917,0.8537864087496522,moderately_uncertain,1.0,post_separator,5.0,-117.62096817799089,35.748480699758346,0.6017784180853603,3.947014387344531,"(0.0, 1.0]"
2605,-1.0,8.0,365,96,2.1634375,0.6497159149557763,0.6539676083845929,0.05698097021999925,0.555810463018501,0.7753131464535402,moderately_uncertain,1.0,post_separator,5.0,-117.5546387762343,35.793568484259886,0.8669823435338884,-3.8587313731787187,"(0.0, 1.0]"
2548,-2.0,7.0,578,172,2.1422674418604655,0.6709660548581629,0.6749664924876133,0.048358787064470554,0.5885285217158163,0.7787522314646276,robust,1.0,post_separator,5.0,-117.5656984582089,35.78455430477871,0.9471217301009281,-2.446790270044222,"(0.0, 1.0]"
2491,-3.0,6.0,656,186,2.1336021505376346,0.680070497002903,0.6836670051555862,0.04744681159847929,0.6014352887648338,0.7815435842016162,robust,1.0,post_separator,5.0,-117.57675564462221,35.77553909616366,1.0272611166679682,-1.0348491669097257,"(1.0, 2.0]"
2434,-4.0,5.0,663,190,2.1315263157894737,0.682288337701487,0.6860152576080579,0.04971606510115423,0.6024755534277009,0.7892204370240394,robust,1.0,post_separator,5.0,-117.58781033658335,35.76652285897735,1.1074005032350083,0.3770919362247705,"(1.0, 2.0]"
2377,-5.0,4.0,636,185,2.147351351351351,0.6657370771189594,0.6688976896429124,0.04717086015379048,0.5882844694181821,0.776445580293681,robust,1.0,post_separator,5.0,-117.59886253520119,35.7575055937822,1.1875398898020484,1.7890330393592668,"(1.0, 2.0]"
2320,-6.0,3.0,504,157,2.1420382165605094,0.6712037570390368,0.6760057767794381,0.05382866104976817,0.5773109710567457,0.7897961300850481,robust,1.0,post_separator,5.0,-117.60991224158434,35.748487301140266,1.2676792763690883,3.200974142493763,"(1.0, 2.0]"
2263,-7.0,2.0,248,70,2.0844285714285715,0.7368059557253422,0.7475700121892864,0.07946660920053124,0.6102029276099803,0.9203791769163687,moderately_uncertain,1.0,post_separator,5.0,-117.62095945684122,35.73946798161334,1.3478186629361282,4.612915245628259,"(1.0, 2.0]"
2606,0.0,8.0,263,62,2.1582258064516133,0.6548214464494552,0.6669991062381436,0.07651074460517804,0.5308255383456593,0.8395665400290133,moderately_uncertain,1.0,post_separator,5.0,-117.54357659758901,35.793568992526524,1.5328832018176166,-4.604771618029487,"(1.0, 2.0]"
2549,-1.0,7.0,584,172,2.121104651162791,0.6936451934939108,0.6984907164140349,0.051317363446334356,0.6115265207954519,0.8038200359151542,robust,1.0,post_separator,5.0,-117.55463752803969,35.78455582929772,1.6130225883846565,-3.1928305148949905,"(1.0, 2.0]"
2492,-2.0,6.0,702,203,2.1281773399014776,0.6858970694858222,0.6923514000438005,0.04370577463053087,0.6107767296452913,0.7795872647759732,robust,1.0,post_separator,5.0,-117.56569596274666,35.77554163656062,1.6931619749516964,-1.7808894117604939,"(1.0, 2.0]"
2435,-3.0,5.0,739,208,2.1303846153846155,0.6835143177654083,0.6880892489428746,0.047701993148843935,0.6016697890057043,0.7955513387953738,robust,1.0,post_separator,5.0,-117.57675190281878,35.766526414877966,1.7733013615187363,-0.3689483086259976,"(1.0, 2.0]"
