b_fixed_mc,n_fixed_mc,b_dynamic_mc,n_dynamic_mc,b_fixed_method,b_dynamic_method,b_fixed_error,b_dynamic_error,window_name
0.6974975660628628,1594,0.6740458913083192,2363,seismostats,seismostats,,,full_interevent
0.6419402932110274,1067,0.6199242455056,1380,seismostats,seismostats,,,pre_separator
0.8456850264465696,527,0.8278346213241787,867,seismostats,seismostats,,,post_separator
1.0659302164255202,265,0.7994150039415673,855,seismostats,seismostats,,,background_reference
