time,latitude,longitude,depth_km,magnitude,event_id,phase,pre_M1_sensitivity
2020-06-19 10:34:24.210,40.063,142.189,43.8,0.7,12496,pre_M1_reference,pre_M1_reference_7d
2020-06-19 10:42:56.190,38.001,141.576,55.6,0.9,12497,pre_M1_reference,pre_M1_reference_7d
2020-06-19 10:44:11.650,41.52,142.073,55.3,1.8,12498,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:02:00.980,39.072,140.913,10.9,0.0,12499,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:11:16.730,40.041,141.807,54.8,0.2,12500,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:18:18.730,39.268,142.295,29.2,0.3,12501,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:28:53.830,40.061,141.806,56.0,0.4,12502,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:34:37.710,39.042,140.855,8.9,0.7,12503,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:35:38.870,38.956,141.965,46.6,0.6,12504,pre_M1_reference,pre_M1_reference_7d
2020-06-19 11:54:20.660,42.632,143.226,66.8,2.1,12505,pre_M1_reference,pre_M1_reference_7d
2020-06-19 12:02:49.230,39.628,143.235,21.9,1.5,12506,pre_M1_reference,pre_M1_reference_7d
2020-06-19 12:05:14.940,38.772,141.728,52.0,0.2,12507,pre_M1_reference,pre_M1_reference_7d
2020-06-19 12:07:03.070,40.61,140.845,0.0,-0.4,12508,pre_M1_reference,pre_M1_reference_7d
2020-06-19 12:33:53.780,39.998,140.548,4.8,-0.3,12509,pre_M1_reference,pre_M1_reference_7d
2020-06-19 13:57:22.690,42.755,143.547,51.8,0.7,12510,pre_M1_reference,pre_M1_reference_7d
2020-06-19 14:18:45.030,38.943,142.331,46.7,0.5,12511,pre_M1_reference,pre_M1_reference_7d
2020-06-19 14:28:37.650,42.977,145.418,48.0,2.0,12512,pre_M1_reference,pre_M1_reference_7d
2020-06-19 14:47:09.500,38.068,144.368,6.0,3.1,12513,pre_M1_reference,pre_M1_reference_7d
2020-06-19 15:11:41.990,38.316,142.104,29.4,1.0,12514,pre_M1_reference,pre_M1_reference_7d
2020-06-19 15:56:49.380,40.284,140.912,5.7,1.6,12515,pre_M1_reference,pre_M1_reference_7d
2020-06-19 15:57:16.590,40.777,141.911,92.9,0.7,12516,pre_M1_reference,pre_M1_reference_7d
2020-06-19 16:01:25.160,38.953,140.883,6.1,0.9,12517,pre_M1_reference,pre_M1_reference_7d
2020-06-19 16:05:43.190,40.127,141.132,7.9,-0.3,12518,pre_M1_reference,pre_M1_reference_7d
2020-06-19 16:21:05.900,38.321,142.124,30.4,0.8,12519,pre_M1_reference,pre_M1_reference_7d
2020-06-19 16:31:54.210,42.795,141.287,30.0,0.7,12520,pre_M1_reference,pre_M1_reference_7d
2020-06-19 16:41:13.390,42.368,143.936,51.2,1.0,12521,pre_M1_reference,pre_M1_reference_7d
2020-06-19 17:28:27.640,42.038,142.716,55.1,0.8,12522,pre_M1_reference,pre_M1_reference_7d
2020-06-19 17:36:31.080,38.168,141.256,62.0,0.4,12523,pre_M1_reference,pre_M1_reference_7d
2020-06-19 17:38:01.150,39.329,141.976,44.4,3.7,12524,pre_M1_reference,pre_M1_reference_7d
2020-06-19 17:41:59.130,38.859,141.439,80.1,0.5,12525,pre_M1_reference,pre_M1_reference_7d
2020-06-19 17:57:05.150,42.899,141.896,18.7,1.4,12526,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:00:19.490,42.901,141.9,16.2,2.2,12527,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:02:28.820,42.904,141.894,17.2,1.6,12528,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:08:04.170,42.897,141.892,17.6,1.1,12529,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:14:36.620,39.171,142.877,22.2,1.4,12530,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:16:31.820,38.782,142.041,52.7,2.0,12531,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:25:26.760,39.003,140.883,12.2,0.2,12532,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:25:36.060,42.895,141.895,17.1,1.5,12533,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:40:28.170,42.901,141.904,18.1,1.7,12534,pre_M1_reference,pre_M1_reference_7d
2020-06-19 18:47:07.620,38.415,143.869,0.0,2.4,12535,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:01:42.950,40.053,141.816,54.5,1.0,12536,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:20:14.470,42.878,141.91,20.0,0.9,12537,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:24:17.000,40.141,141.703,11.8,0.0,12538,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:25:43.550,42.907,141.905,17.8,2.5,12539,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:27:15.060,42.888,141.882,20.0,1.2,12540,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:33:36.920,42.893,141.892,19.4,1.1,12541,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:35:00.560,42.874,141.911,16.7,0.2,12542,pre_M1_reference,pre_M1_reference_7d
2020-06-19 19:57:16.210,42.891,141.912,16.8,0.3,12543,pre_M1_reference,pre_M1_reference_7d
2020-06-19 20:22:37.310,40.139,141.708,11.9,0.2,12544,pre_M1_reference,pre_M1_reference_7d
2020-06-19 20:37:27.250,39.055,140.912,6.3,0.1,12545,pre_M1_reference,pre_M1_reference_7d
2020-06-19 20:43:12.330,38.329,141.987,28.0,0.7,12546,pre_M1_reference,pre_M1_reference_7d
2020-06-19 20:44:00.290,41.474,141.031,23.0,0.5,12547,pre_M1_reference,pre_M1_reference_7d
2020-06-19 21:02:44.340,38.856,142.098,44.3,1.0,12548,pre_M1_reference,pre_M1_reference_7d
2020-06-19 21:08:09.720,39.221,142.325,40.6,0.6,12549,pre_M1_reference,pre_M1_reference_7d
2020-06-19 21:21:56.150,39.422,142.998,26.2,2.0,12550,pre_M1_reference,pre_M1_reference_7d
2020-06-19 21:34:23.950,38.225,142.395,34.0,1.2,12551,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:02:28.930,40.164,141.178,11.4,1.1,12552,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:11:36.410,41.507,142.992,44.0,1.3,12553,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:14:56.720,38.798,142.363,28.9,1.1,12554,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:17:32.460,40.05,141.793,54.0,0.2,12555,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:19:49.920,38.828,141.634,67.0,1.6,12556,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:33:22.830,38.402,142.305,33.5,2.6,12557,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:50:14.670,38.334,142.189,25.0,1.4,12558,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:50:28.470,41.427,141.753,66.9,1.3,12559,pre_M1_reference,pre_M1_reference_7d
2020-06-19 22:58:52.460,41.712,142.731,33.8,1.4,12560,pre_M1_reference,pre_M1_reference_7d
2020-06-19 23:52:53.450,39.7,141.989,21.9,1.9,12561,pre_M1_reference,pre_M1_reference_7d
2020-06-19 23:56:52.080,38.252,142.086,38.4,1.2,12562,pre_M1_reference,pre_M1_reference_7d
2020-06-20 00:30:11.730,42.165,140.109,7.9,1.2,12563,pre_M1_reference,pre_M1_reference_7d
2020-06-20 00:50:37.250,42.889,141.897,16.7,0.8,12564,pre_M1_reference,pre_M1_reference_7d
2020-06-20 00:53:16.330,42.894,141.909,17.9,1.1,12565,pre_M1_reference,pre_M1_reference_7d
2020-06-20 00:57:09.100,38.866,142.388,33.7,1.1,12566,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:01:50.440,39.634,142.112,46.0,0.7,12567,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:02:20.010,42.638,144.463,91.5,1.7,12568,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:13:01.640,40.754,140.926,140.1,1.7,12569,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:25:41.680,38.061,141.901,43.0,0.9,12570,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:42:18.300,38.42,141.844,51.5,1.0,12571,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:44:17.830,42.168,140.106,7.4,0.9,12572,pre_M1_reference,pre_M1_reference_7d
2020-06-20 01:59:33.430,39.638,142.286,33.3,0.8,12573,pre_M1_reference,pre_M1_reference_7d
2020-06-20 02:31:08.470,38.346,142.084,31.9,1.3,12574,pre_M1_reference,pre_M1_reference_7d
2020-06-20 02:45:44.810,38.749,141.76,50.3,0.4,12575,pre_M1_reference,pre_M1_reference_7d
2020-06-20 03:00:26.990,40.214,141.768,21.6,0.3,12576,pre_M1_reference,pre_M1_reference_7d
2020-06-20 03:17:18.410,42.887,141.913,15.3,0.7,12577,pre_M1_reference,pre_M1_reference_7d
2020-06-20 03:25:13.840,38.66,142.433,23.0,1.3,12578,pre_M1_reference,pre_M1_reference_7d
2020-06-20 03:25:16.800,39.561,141.023,13.0,0.4,12579,pre_M1_reference,pre_M1_reference_7d
2020-06-20 03:45:38.130,38.978,140.876,5.8,0.9,12580,pre_M1_reference,pre_M1_reference_7d
2020-06-20 03:56:23.980,42.833,145.57,45.7,2.1,12581,pre_M1_reference,pre_M1_reference_7d
2020-06-20 04:14:34.170,39.863,142.357,33.0,0.7,12582,pre_M1_reference,pre_M1_reference_7d
2020-06-20 04:31:32.180,39.532,141.44,72.5,0.7,12583,pre_M1_reference,pre_M1_reference_7d
2020-06-20 04:54:15.730,41.06,140.73,14.0,0.6,12584,pre_M1_reference,pre_M1_reference_7d
2020-06-20 05:18:22.430,42.114,140.745,20.4,0.9,12585,pre_M1_reference,pre_M1_reference_7d
2020-06-20 05:41:12.380,40.123,142.047,36.5,0.6,12586,pre_M1_reference,pre_M1_reference_7d
2020-06-20 06:36:19.840,38.256,144.781,67.0,2.6,12587,pre_M1_reference,pre_M1_reference_7d
2020-06-20 06:49:59.610,39.05,141.607,33.0,0.5,12588,pre_M1_reference,pre_M1_reference_7d
2020-06-20 07:20:52.040,38.485,141.879,43.3,0.7,12589,pre_M1_reference,pre_M1_reference_7d
2020-06-20 07:28:10.730,42.311,144.516,50.1,2.2,12590,pre_M1_reference,pre_M1_reference_7d
2020-06-20 07:59:54.980,38.758,141.718,54.1,1.2,12591,pre_M1_reference,pre_M1_reference_7d
2020-06-20 08:03:42.690,42.837,143.299,112.4,3.1,12592,pre_M1_reference,pre_M1_reference_7d
2020-06-20 08:09:38.120,39.05,141.801,62.8,0.8,12593,pre_M1_reference,pre_M1_reference_7d
2020-06-20 08:16:01.430,38.332,142.084,28.4,1.7,12594,pre_M1_reference,pre_M1_reference_7d
2020-06-20 08:27:35.470,42.995,143.961,86.3,1.0,12595,pre_M1_reference,pre_M1_reference_7d
2020-06-20 08:31:00.790,39.064,140.866,10.0,0.8,12596,pre_M1_reference,pre_M1_reference_7d
2020-06-20 08:47:03.320,38.389,144.53,32.0,3.3,12597,pre_M1_reference,pre_M1_reference_7d
2020-06-20 09:00:32.740,39.051,140.874,8.7,1.1,12598,pre_M1_reference,pre_M1_reference_7d
2020-06-20 09:01:27.400,38.977,140.562,0.9,0.2,12599,pre_M1_reference,pre_M1_reference_7d
2020-06-20 09:16:40.150,38.423,142.302,34.0,1.0,12600,pre_M1_reference,pre_M1_reference_7d
2020-06-20 09:44:57.970,39.144,142.492,31.4,1.4,12601,pre_M1_reference,pre_M1_reference_7d
2020-06-20 10:00:08.170,38.704,142.249,38.7,1.4,12602,pre_M1_reference,pre_M1_reference_7d
2020-06-20 10:13:23.120,38.702,142.229,38.4,1.0,12603,pre_M1_reference,pre_M1_reference_7d
2020-06-20 10:20:53.020,39.632,140.004,23.2,0.5,12604,pre_M1_reference,pre_M1_reference_7d
2020-06-20 10:26:26.610,39.057,140.873,8.3,0.2,12605,pre_M1_reference,pre_M1_reference_7d
2020-06-20 10:28:08.160,39.639,142.127,47.5,1.5,12606,pre_M1_reference,pre_M1_reference_7d
2020-06-20 10:57:04.330,39.998,141.993,23.7,0.6,12607,pre_M1_reference,pre_M1_reference_7d
2020-06-20 11:01:42.460,38.973,140.572,2.2,0.1,12608,pre_M1_reference,pre_M1_reference_7d
2020-06-20 11:03:16.230,40.221,141.101,7.7,0.1,12609,pre_M1_reference,pre_M1_reference_7d
2020-06-20 11:05:01.690,42.536,144.288,64.2,0.5,12610,pre_M1_reference,pre_M1_reference_7d
2020-06-20 11:16:50.210,41.571,142.798,42.2,1.6,12611,pre_M1_reference,pre_M1_reference_7d
2020-06-20 11:57:12.630,39.642,142.312,31.6,1.1,12612,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:04:01.190,39.022,142.402,31.6,1.2,12613,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:09:42.250,38.455,142.12,33.6,1.3,12614,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:22:45.730,39.666,142.099,44.2,0.1,12615,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:32:43.830,39.661,142.101,45.1,0.2,12616,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:37:29.930,38.402,142.489,33.8,1.5,12617,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:53:06.400,38.8,141.675,68.2,0.0,12618,pre_M1_reference,pre_M1_reference_7d
2020-06-20 12:57:24.220,41.919,141.955,65.4,1.9,12619,pre_M1_reference,pre_M1_reference_7d
2020-06-20 13:13:15.970,39.313,142.453,44.8,0.4,12620,pre_M1_reference,pre_M1_reference_7d
2020-06-20 13:17:25.130,38.785,141.726,69.0,0.2,12621,pre_M1_reference,pre_M1_reference_7d
2020-06-20 13:32:23.250,38.954,141.665,66.1,0.5,12622,pre_M1_reference,pre_M1_reference_7d
2020-06-20 14:12:17.490,39.656,140.341,4.6,0.0,12623,pre_M1_reference,pre_M1_reference_7d
2020-06-20 14:16:06.330,39.36,141.429,76.1,0.8,12624,pre_M1_reference,pre_M1_reference_7d
2020-06-20 14:40:45.950,42.812,143.856,75.1,1.5,12625,pre_M1_reference,pre_M1_reference_7d
2020-06-20 15:06:18.960,40.173,141.363,10.3,-0.2,12626,pre_M1_reference,pre_M1_reference_7d
2020-06-20 15:11:16.740,39.84,140.854,0.4,0.3,12627,pre_M1_reference,pre_M1_reference_7d
2020-06-20 15:12:12.670,42.166,140.114,7.6,0.3,12628,pre_M1_reference,pre_M1_reference_7d
2020-06-20 15:12:13.050,39.036,140.862,8.4,0.1,12629,pre_M1_reference,pre_M1_reference_7d
2020-06-20 15:21:30.580,41.951,140.826,148.1,1.5,12630,pre_M1_reference,pre_M1_reference_7d
2020-06-20 15:31:47.680,40.359,142.053,33.3,0.5,12631,pre_M1_reference,pre_M1_reference_7d
2020-06-20 16:03:47.910,39.126,140.939,9.5,0.3,12632,pre_M1_reference,pre_M1_reference_7d
2020-06-20 16:09:31.000,40.13,141.133,8.1,0.3,12633,pre_M1_reference,pre_M1_reference_7d
2020-06-20 16:18:21.780,39.443,142.395,41.0,0.3,12634,pre_M1_reference,pre_M1_reference_7d
2020-06-20 16:46:25.370,41.53,144.279,34.0,1.4,12635,pre_M1_reference,pre_M1_reference_7d
2020-06-20 16:48:50.930,39.51,141.707,10.5,0.8,12636,pre_M1_reference,pre_M1_reference_7d
2020-06-20 16:57:13.680,39.555,141.75,14.3,0.0,12637,pre_M1_reference,pre_M1_reference_7d
2020-06-20 17:08:47.270,38.281,141.322,68.5,0.4,12638,pre_M1_reference,pre_M1_reference_7d
2020-06-20 17:14:32.800,38.704,141.194,106.7,0.6,12639,pre_M1_reference,pre_M1_reference_7d
2020-06-20 17:43:32.240,39.49,141.436,107.9,1.1,12640,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:36:50.600,42.641,144.505,52.1,1.4,12641,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:39:53.140,42.095,143.403,9.1,1.0,12642,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:45:10.860,38.178,141.226,63.1,0.4,12643,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:47:31.360,42.99,145.657,46.9,1.2,12644,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:50:44.840,42.114,140.737,23.6,0.8,12645,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:53:28.680,38.13,140.459,20.6,0.4,12646,pre_M1_reference,pre_M1_reference_7d
2020-06-20 18:54:00.170,38.145,140.448,22.9,0.0,12647,pre_M1_reference,pre_M1_reference_7d
2020-06-20 19:25:50.240,42.628,140.53,8.9,0.6,12648,pre_M1_reference,pre_M1_reference_7d
2020-06-20 19:39:24.130,42.466,143.555,56.2,0.7,12649,pre_M1_reference,pre_M1_reference_7d
2020-06-20 19:49:12.610,40.299,142.434,43.4,0.9,12650,pre_M1_reference,pre_M1_reference_7d
2020-06-20 20:15:54.620,38.715,142.219,37.3,1.2,12651,pre_M1_reference,pre_M1_reference_7d
2020-06-20 20:20:48.280,39.102,142.117,42.4,1.5,12652,pre_M1_reference,pre_M1_reference_7d
2020-06-20 20:32:48.220,42.57,141.98,29.7,0.5,12653,pre_M1_reference,pre_M1_reference_7d
2020-06-20 21:23:18.830,39.994,141.99,38.9,0.5,12654,pre_M1_reference,pre_M1_reference_7d
2020-06-20 21:36:26.300,42.659,141.663,140.4,2.7,12655,pre_M1_reference,pre_M1_reference_7d
2020-06-20 21:54:59.100,38.228,141.237,61.9,0.3,12656,pre_M1_reference,pre_M1_reference_7d
2020-06-20 22:14:05.940,42.777,143.297,21.8,0.1,12657,pre_M1_reference,pre_M1_reference_7d
2020-06-20 22:21:04.870,38.923,142.338,33.8,1.0,12658,pre_M1_reference,pre_M1_reference_7d
2020-06-20 22:51:25.070,42.508,145.005,44.6,3.8,12659,pre_M1_reference,pre_M1_reference_7d
2020-06-20 22:51:54.140,39.022,142.367,34.3,0.5,12660,pre_M1_reference,pre_M1_reference_7d
2020-06-20 22:59:49.240,39.056,140.882,9.8,0.9,12661,pre_M1_reference,pre_M1_reference_7d
2020-06-20 23:10:26.630,39.858,141.794,69.3,0.6,12662,pre_M1_reference,pre_M1_reference_7d
2020-06-20 23:26:09.580,38.8,141.624,68.6,0.5,12663,pre_M1_reference,pre_M1_reference_7d
2020-06-20 23:40:29.490,38.504,142.138,22.4,1.5,12664,pre_M1_reference,pre_M1_reference_7d
2020-06-20 23:41:34.120,40.127,141.133,8.5,0.9,12665,pre_M1_reference,pre_M1_reference_7d
2020-06-20 23:43:35.050,38.742,142.319,33.5,0.9,12666,pre_M1_reference,pre_M1_reference_7d
2020-06-20 23:55:27.650,41.047,142.29,60.0,1.5,12667,pre_M1_reference,pre_M1_reference_7d
2020-06-21 00:10:50.510,38.365,141.105,72.7,0.4,12668,pre_M1_reference,pre_M1_reference_7d
2020-06-21 00:17:50.220,39.229,141.44,2.9,-0.5,12669,pre_M1_reference,pre_M1_reference_7d
2020-06-21 01:30:01.110,40.145,142.023,86.1,1.2,12670,pre_M1_reference,pre_M1_reference_7d
2020-06-21 02:01:07.610,38.764,141.775,50.0,0.4,12671,pre_M1_reference,pre_M1_reference_7d
2020-06-21 02:38:46.280,39.13,142.332,29.8,0.8,12672,pre_M1_reference,pre_M1_reference_7d
2020-06-21 03:09:08.740,42.722,141.95,39.4,-0.2,12673,pre_M1_reference,pre_M1_reference_7d
2020-06-21 03:09:51.290,42.638,140.543,5.4,0.6,12674,pre_M1_reference,pre_M1_reference_7d
2020-06-21 03:15:20.050,40.722,142.595,18.0,1.8,12675,pre_M1_reference,pre_M1_reference_7d
2020-06-21 03:34:27.160,39.069,142.69,34.4,1.1,12676,pre_M1_reference,pre_M1_reference_7d
2020-06-21 03:36:29.190,39.638,140.533,9.2,0.0,12677,pre_M1_reference,pre_M1_reference_7d
2020-06-21 04:29:16.840,38.938,140.869,7.2,0.0,12678,pre_M1_reference,pre_M1_reference_7d
2020-06-21 04:32:37.290,38.923,140.872,7.1,1.4,12679,pre_M1_reference,pre_M1_reference_7d
2020-06-21 04:40:33.870,38.482,141.914,58.8,2.9,12680,pre_M1_reference,pre_M1_reference_7d
2020-06-21 04:52:08.340,38.775,142.552,29.0,3.0,12681,pre_M1_reference,pre_M1_reference_7d
2020-06-21 05:15:42.830,39.117,143.374,11.0,2.6,12682,pre_M1_reference,pre_M1_reference_7d
2020-06-21 05:24:02.100,41.251,141.653,71.5,0.8,12683,pre_M1_reference,pre_M1_reference_7d
2020-06-21 05:36:33.780,38.787,141.627,67.3,0.5,12684,pre_M1_reference,pre_M1_reference_7d
2020-06-21 05:37:45.680,39.626,142.123,47.9,0.7,12685,pre_M1_reference,pre_M1_reference_7d
2020-06-21 05:40:23.060,38.924,142.465,36.0,0.9,12686,pre_M1_reference,pre_M1_reference_7d
2020-06-21 05:57:25.890,38.541,144.561,33.0,3.2,12687,pre_M1_reference,pre_M1_reference_7d
2020-06-21 06:09:58.210,40.751,142.52,61.4,1.8,12688,pre_M1_reference,pre_M1_reference_7d
2020-06-21 06:19:23.430,42.548,141.988,36.8,1.0,12689,pre_M1_reference,pre_M1_reference_7d
2020-06-21 06:23:48.000,38.093,142.008,49.3,2.5,12690,pre_M1_reference,pre_M1_reference_7d
2020-06-21 07:41:53.610,38.603,141.923,40.5,0.4,12691,pre_M1_reference,pre_M1_reference_7d
2020-06-21 08:19:00.470,38.875,141.527,94.6,0.3,12692,pre_M1_reference,pre_M1_reference_7d
2020-06-21 08:29:26.520,40.147,142.081,43.8,0.9,12693,pre_M1_reference,pre_M1_reference_7d
2020-06-21 09:21:33.860,39.566,140.713,10.0,0.0,12694,pre_M1_reference,pre_M1_reference_7d
2020-06-21 09:33:37.270,40.029,140.541,11.0,0.4,12695,pre_M1_reference,pre_M1_reference_7d
2020-06-21 09:35:03.160,38.972,140.06,19.9,0.2,12696,pre_M1_reference,pre_M1_reference_7d
2020-06-21 10:26:09.680,42.733,140.338,14.1,1.1,12697,pre_M1_reference,pre_M1_reference_7d
2020-06-21 11:03:03.700,41.456,143.269,52.8,1.6,12698,pre_M1_reference,pre_M1_reference_7d
2020-06-21 11:11:19.170,40.181,141.149,11.7,0.7,12699,pre_M1_reference,pre_M1_reference_7d
2020-06-21 11:27:29.710,38.999,140.616,2.4,0.0,12700,pre_M1_reference,pre_M1_reference_7d
2020-06-21 12:00:07.270,40.185,141.148,11.8,0.4,12701,pre_M1_reference,pre_M1_reference_7d
2020-06-21 12:03:33.930,38.461,142.151,29.0,0.6,12702,pre_M1_reference,pre_M1_reference_7d
2020-06-21 12:06:14.930,41.96,142.359,79.6,1.9,12703,pre_M1_reference,pre_M1_reference_7d
2020-06-21 12:17:14.130,38.449,142.324,32.6,1.0,12704,pre_M1_reference,pre_M1_reference_7d
2020-06-21 12:21:39.330,42.726,143.225,94.0,0.6,12705,pre_M1_reference,pre_M1_reference_7d
2020-06-21 12:23:06.300,38.24,142.248,39.8,1.1,12706,pre_M1_reference,pre_M1_reference_7d
2020-06-21 13:06:18.140,39.413,142.622,32.1,1.0,12707,pre_M1_reference,pre_M1_reference_7d
2020-06-21 13:08:59.490,42.582,141.973,37.9,0.5,12708,pre_M1_reference,pre_M1_reference_7d
2020-06-21 13:41:27.540,40.221,141.329,7.9,-0.4,12709,pre_M1_reference,pre_M1_reference_7d
2020-06-21 14:00:31.890,41.587,142.135,51.0,1.1,12710,pre_M1_reference,pre_M1_reference_7d
2020-06-21 14:05:27.130,40.075,142.23,42.5,1.3,12711,pre_M1_reference,pre_M1_reference_7d
2020-06-21 14:08:21.650,41.453,141.164,42.5,0.3,12712,pre_M1_reference,pre_M1_reference_7d
2020-06-21 14:18:16.790,38.415,142.096,24.4,0.5,12713,pre_M1_reference,pre_M1_reference_7d
2020-06-21 14:38:21.550,41.924,140.965,7.7,0.4,12714,pre_M1_reference,pre_M1_reference_7d
2020-06-21 14:44:00.430,39.998,140.558,4.9,0.2,12715,pre_M1_reference,pre_M1_reference_7d
2020-06-21 15:14:54.230,42.633,143.23,64.5,0.8,12716,pre_M1_reference,pre_M1_reference_7d
2020-06-21 16:09:24.240,39.542,140.553,122.3,1.1,12717,pre_M1_reference,pre_M1_reference_7d
2020-06-21 16:22:17.450,42.91,143.048,92.8,1.7,12718,pre_M1_reference,pre_M1_reference_7d
2020-06-21 16:50:49.980,39.04,140.899,9.7,0.5,12719,pre_M1_reference,pre_M1_reference_7d
2020-06-21 17:25:46.730,42.582,144.365,67.7,0.9,12720,pre_M1_reference,pre_M1_reference_7d
2020-06-21 17:58:15.920,38.325,141.895,58.8,0.8,12721,pre_M1_reference,pre_M1_reference_7d
2020-06-21 18:05:42.390,40.187,141.148,11.5,0.2,12722,pre_M1_reference,pre_M1_reference_7d
2020-06-21 18:23:00.320,41.364,142.937,46.4,1.3,12723,pre_M1_reference,pre_M1_reference_7d
2020-06-21 18:31:53.570,39.106,142.077,42.1,0.3,12724,pre_M1_reference,pre_M1_reference_7d
2020-06-21 18:56:41.090,39.199,142.373,29.0,1.7,12725,pre_M1_reference,pre_M1_reference_7d
2020-06-21 19:03:10.450,39.203,142.365,29.4,0.5,12726,pre_M1_reference,pre_M1_reference_7d
2020-06-21 19:30:17.400,40.969,141.442,117.0,1.4,12727,pre_M1_reference,pre_M1_reference_7d
2020-06-21 19:56:49.740,38.301,141.56,61.5,0.8,12728,pre_M1_reference,pre_M1_reference_7d
2020-06-21 20:19:26.360,40.165,141.175,11.2,0.3,12729,pre_M1_reference,pre_M1_reference_7d
2020-06-21 20:48:55.890,38.711,142.22,38.6,0.9,12730,pre_M1_reference,pre_M1_reference_7d
2020-06-21 21:07:03.790,42.42,141.244,117.3,2.3,12731,pre_M1_reference,pre_M1_reference_7d
2020-06-21 21:20:27.590,39.25,142.364,36.0,1.1,12732,pre_M1_reference,pre_M1_reference_7d
2020-06-21 21:26:42.360,39.012,140.923,2.1,0.1,12733,pre_M1_reference,pre_M1_reference_7d
2020-06-21 21:44:15.740,39.434,142.462,36.4,0.9,12734,pre_M1_reference,pre_M1_reference_7d
2020-06-21 21:58:52.210,39.33,140.908,14.5,0.3,12735,pre_M1_reference,pre_M1_reference_7d
2020-06-21 22:09:24.370,42.83,145.06,87.1,3.0,12736,pre_M1_reference,pre_M1_reference_7d
2020-06-21 22:17:46.120,42.713,143.209,104.1,0.9,12737,pre_M1_reference,pre_M1_reference_7d
2020-06-21 22:20:02.160,42.898,144.961,86.8,1.3,12738,pre_M1_reference,pre_M1_reference_7d
2020-06-21 22:26:09.490,38.882,142.054,39.8,0.7,12739,pre_M1_reference,pre_M1_reference_7d
2020-06-21 22:44:34.820,38.916,140.862,7.8,0.8,12740,pre_M1_reference,pre_M1_reference_7d
2020-06-21 23:00:47.900,39.028,140.868,7.0,0.5,12741,pre_M1_reference,pre_M1_reference_7d
2020-06-21 23:20:31.120,39.058,140.877,10.2,1.6,12742,pre_M1_reference,pre_M1_reference_7d
2020-06-22 00:38:51.430,39.99,140.798,5.3,0.4,12743,pre_M1_reference,pre_M1_reference_7d
2020-06-22 00:39:05.290,39.985,140.796,5.0,0.5,12744,pre_M1_reference,pre_M1_reference_7d
2020-06-22 00:40:54.150,40.068,140.633,13.7,0.1,12745,pre_M1_reference,pre_M1_reference_7d
2020-06-22 01:10:32.100,38.312,142.086,31.4,1.7,12746,pre_M1_reference,pre_M1_reference_7d
2020-06-22 01:50:01.480,38.573,141.99,35.0,1.9,12747,pre_M1_reference,pre_M1_reference_7d
2020-06-22 01:56:31.680,40.08,140.524,10.2,0.2,12748,pre_M1_reference,pre_M1_reference_7d
