time,latitude,longitude,depth_km,magnitude,event_id,phase,pre_M1_sensitivity
2023-06-07 20:07:22.950,38.873,140.731,6.6,0.3,111191,pre_M1_reference,pre_M1_reference_7d
2023-06-07 20:24:06.100,41.569,144.094,10.4,2.1,111192,pre_M1_reference,pre_M1_reference_7d
2023-06-07 20:38:33.230,39.897,140.726,3.5,0.7,111193,pre_M1_reference,pre_M1_reference_7d
2023-06-07 20:39:16.910,38.434,141.837,55.8,2.3,111194,pre_M1_reference,pre_M1_reference_7d
2023-06-07 21:07:02.330,42.934,143.385,114.7,1.1,111195,pre_M1_reference,pre_M1_reference_7d
2023-06-07 21:15:45.380,38.328,142.136,36.7,1.0,111196,pre_M1_reference,pre_M1_reference_7d
2023-06-07 21:30:31.300,41.068,140.537,16.8,0.3,111197,pre_M1_reference,pre_M1_reference_7d
2023-06-07 22:23:12.530,42.882,144.549,45.8,1.9,111198,pre_M1_reference,pre_M1_reference_7d
2023-06-07 22:26:00.710,41.8,140.484,17.4,0.8,111199,pre_M1_reference,pre_M1_reference_7d
2023-06-07 22:49:23.510,38.467,142.155,51.4,2.1,111200,pre_M1_reference,pre_M1_reference_7d
2023-06-07 23:11:56.070,39.648,142.001,20.6,0.6,111201,pre_M1_reference,pre_M1_reference_7d
2023-06-07 23:23:03.550,38.343,144.812,22.9,1.7,111202,pre_M1_reference,pre_M1_reference_7d
2023-06-07 23:51:13.580,38.609,140.927,92.6,1.4,111203,pre_M1_reference,pre_M1_reference_7d
2023-06-08 00:07:50.380,38.96,140.896,6.2,1.1,111204,pre_M1_reference,pre_M1_reference_7d
2023-06-08 00:08:07.970,39.031,144.417,26.6,1.9,111205,pre_M1_reference,pre_M1_reference_7d
2023-06-08 00:30:07.180,38.127,142.031,36.7,0.9,111206,pre_M1_reference,pre_M1_reference_7d
2023-06-08 00:35:09.890,39.988,140.545,4.1,0.5,111207,pre_M1_reference,pre_M1_reference_7d
2023-06-08 00:46:11.040,39.99,140.546,3.4,0.5,111208,pre_M1_reference,pre_M1_reference_7d
2023-06-08 00:57:27.750,42.666,142.388,123.3,1.4,111209,pre_M1_reference,pre_M1_reference_7d
2023-06-08 01:38:07.030,38.892,144.674,31.6,1.3,111210,pre_M1_reference,pre_M1_reference_7d
2023-06-08 02:00:40.240,38.785,141.631,68.2,0.4,111211,pre_M1_reference,pre_M1_reference_7d
2023-06-08 02:49:08.290,38.732,142.249,41.5,1.9,111212,pre_M1_reference,pre_M1_reference_7d
2023-06-08 03:23:47.550,42.071,143.911,37.0,1.0,111213,pre_M1_reference,pre_M1_reference_7d
2023-06-08 03:45:43.900,42.451,145.116,19.5,2.3,111214,pre_M1_reference,pre_M1_reference_7d
2023-06-08 04:11:56.250,38.177,142.351,29.6,1.6,111215,pre_M1_reference,pre_M1_reference_7d
2023-06-08 04:42:28.420,41.508,142.131,51.4,1.7,111216,pre_M1_reference,pre_M1_reference_7d
2023-06-08 05:04:03.860,38.89,141.409,103.4,1.7,111217,pre_M1_reference,pre_M1_reference_7d
2023-06-08 05:08:35.860,38.39,142.126,31.0,0.7,111218,pre_M1_reference,pre_M1_reference_7d
2023-06-08 05:18:56.410,38.662,141.218,78.0,0.6,111219,pre_M1_reference,pre_M1_reference_7d
2023-06-08 06:12:24.160,38.246,144.832,27.4,1.9,111220,pre_M1_reference,pre_M1_reference_7d
2023-06-08 06:32:35.110,38.643,141.899,45.4,1.2,111221,pre_M1_reference,pre_M1_reference_7d
2023-06-08 07:04:24.030,40.388,142.444,7.3,1.5,111222,pre_M1_reference,pre_M1_reference_7d
2023-06-08 07:40:36.620,39.176,142.486,30.5,1.0,111223,pre_M1_reference,pre_M1_reference_7d
2023-06-08 07:49:05.920,40.236,144.182,21.0,0.6,111224,pre_M1_reference,pre_M1_reference_7d
2023-06-08 08:20:32.060,38.058,141.928,43.4,1.1,111225,pre_M1_reference,pre_M1_reference_7d
2023-06-08 08:21:13.690,39.074,140.902,6.9,0.4,111226,pre_M1_reference,pre_M1_reference_7d
2023-06-08 09:30:01.110,39.565,140.558,7.0,-0.1,111227,pre_M1_reference,pre_M1_reference_7d
2023-06-08 09:31:57.020,39.566,140.559,6.9,1.5,111228,pre_M1_reference,pre_M1_reference_7d
2023-06-08 09:58:23.180,40.032,142.701,32.6,1.8,111229,pre_M1_reference,pre_M1_reference_7d
2023-06-08 10:11:39.920,40.066,140.55,7.5,0.2,111230,pre_M1_reference,pre_M1_reference_7d
2023-06-08 10:49:49.920,42.454,142.678,36.8,0.4,111231,pre_M1_reference,pre_M1_reference_7d
2023-06-08 11:46:23.680,41.86,141.351,17.7,1.0,111232,pre_M1_reference,pre_M1_reference_7d
2023-06-08 11:47:33.730,40.514,142.296,41.9,1.2,111233,pre_M1_reference,pre_M1_reference_7d
2023-06-08 11:55:37.690,42.952,144.125,111.5,1.1,111234,pre_M1_reference,pre_M1_reference_7d
2023-06-08 12:05:12.580,42.153,143.358,41.8,0.7,111235,pre_M1_reference,pre_M1_reference_7d
2023-06-08 12:14:25.600,38.245,144.765,24.7,2.3,111236,pre_M1_reference,pre_M1_reference_7d
2023-06-08 12:28:19.720,39.566,140.544,6.7,0.2,111237,pre_M1_reference,pre_M1_reference_7d
2023-06-08 12:37:37.300,42.185,142.223,31.3,1.3,111238,pre_M1_reference,pre_M1_reference_7d
2023-06-08 12:38:07.610,39.308,140.4,9.7,0.3,111239,pre_M1_reference,pre_M1_reference_7d
2023-06-08 12:43:46.710,39.819,142.359,31.7,1.3,111240,pre_M1_reference,pre_M1_reference_7d
2023-06-08 13:26:43.220,42.961,142.617,133.5,1.5,111241,pre_M1_reference,pre_M1_reference_7d
2023-06-08 13:35:09.390,38.016,141.588,41.8,0.8,111242,pre_M1_reference,pre_M1_reference_7d
2023-06-08 14:00:33.590,39.426,141.219,86.3,1.0,111243,pre_M1_reference,pre_M1_reference_7d
2023-06-08 14:12:32.920,39.182,143.637,8.6,1.3,111244,pre_M1_reference,pre_M1_reference_7d
2023-06-08 14:34:13.950,40.159,142.401,7.3,0.9,111245,pre_M1_reference,pre_M1_reference_7d
2023-06-08 14:36:58.230,40.221,141.694,65.4,0.1,111246,pre_M1_reference,pre_M1_reference_7d
2023-06-08 15:05:03.190,38.877,140.759,5.6,0.1,111247,pre_M1_reference,pre_M1_reference_7d
2023-06-08 15:50:59.530,42.261,142.55,49.5,0.1,111248,pre_M1_reference,pre_M1_reference_7d
2023-06-08 16:02:39.060,39.346,142.468,32.6,0.9,111249,pre_M1_reference,pre_M1_reference_7d
2023-06-08 16:03:26.410,39.733,142.265,25.1,0.6,111250,pre_M1_reference,pre_M1_reference_7d
2023-06-08 16:11:44.820,39.371,140.662,8.0,0.1,111251,pre_M1_reference,pre_M1_reference_7d
2023-06-08 16:26:48.450,39.372,142.161,31.4,0.8,111252,pre_M1_reference,pre_M1_reference_7d
2023-06-08 16:39:51.550,39.608,140.578,5.5,-0.3,111253,pre_M1_reference,pre_M1_reference_7d
2023-06-08 17:11:55.740,39.751,141.811,54.5,0.1,111254,pre_M1_reference,pre_M1_reference_7d
2023-06-08 17:18:07.050,41.176,140.789,6.6,0.1,111255,pre_M1_reference,pre_M1_reference_7d
2023-06-08 17:27:23.900,39.37,142.132,31.3,0.7,111256,pre_M1_reference,pre_M1_reference_7d
2023-06-08 18:04:24.270,39.958,140.414,5.8,0.2,111257,pre_M1_reference,pre_M1_reference_7d
2023-06-08 18:13:23.510,41.613,141.982,62.2,1.5,111258,pre_M1_reference,pre_M1_reference_7d
2023-06-08 18:44:23.410,38.454,144.733,23.9,1.9,111259,pre_M1_reference,pre_M1_reference_7d
2023-06-08 19:09:57.510,39.729,142.369,46.0,1.1,111260,pre_M1_reference,pre_M1_reference_7d
2023-06-08 20:23:01.860,42.809,145.493,33.0,2.6,111261,pre_M1_reference,pre_M1_reference_7d
2023-06-08 21:41:18.370,41.374,144.371,22.0,1.0,111262,pre_M1_reference,pre_M1_reference_7d
2023-06-08 21:44:12.410,42.773,145.36,24.3,1.1,111263,pre_M1_reference,pre_M1_reference_7d
2023-06-08 21:50:35.250,38.441,142.099,36.9,1.2,111264,pre_M1_reference,pre_M1_reference_7d
2023-06-08 22:07:51.450,38.811,141.641,72.1,1.1,111265,pre_M1_reference,pre_M1_reference_7d
2023-06-08 23:48:04.520,42.015,141.395,92.8,1.5,111266,pre_M1_reference,pre_M1_reference_7d
2023-06-09 00:16:01.630,42.342,142.971,54.2,0.8,111267,pre_M1_reference,pre_M1_reference_7d
2023-06-09 00:36:16.410,42.332,142.984,54.8,0.6,111268,pre_M1_reference,pre_M1_reference_7d
2023-06-09 00:48:17.910,42.801,143.676,15.3,0.6,111269,pre_M1_reference,pre_M1_reference_7d
2023-06-09 00:49:43.730,41.872,142.766,59.1,0.6,111270,pre_M1_reference,pre_M1_reference_7d
2023-06-09 01:07:02.770,39.21,142.413,28.9,1.5,111271,pre_M1_reference,pre_M1_reference_7d
2023-06-09 01:27:57.690,40.039,140.541,7.8,0.9,111272,pre_M1_reference,pre_M1_reference_7d
2023-06-09 02:41:48.960,39.424,142.503,33.1,1.6,111273,pre_M1_reference,pre_M1_reference_7d
2023-06-09 02:50:31.540,38.004,141.74,56.2,1.1,111274,pre_M1_reference,pre_M1_reference_7d
2023-06-09 02:53:12.580,42.407,144.65,18.8,2.1,111275,pre_M1_reference,pre_M1_reference_7d
2023-06-09 02:57:34.710,39.919,142.432,36.7,2.2,111276,pre_M1_reference,pre_M1_reference_7d
2023-06-09 03:17:53.120,41.635,142.32,36.6,1.3,111277,pre_M1_reference,pre_M1_reference_7d
2023-06-09 03:22:58.980,41.163,140.781,9.8,0.5,111278,pre_M1_reference,pre_M1_reference_7d
2023-06-09 03:28:25.490,42.389,143.893,55.4,1.2,111279,pre_M1_reference,pre_M1_reference_7d
2023-06-09 03:48:33.020,42.32,142.596,17.8,0.9,111280,pre_M1_reference,pre_M1_reference_7d
2023-06-09 03:48:38.480,38.448,141.835,53.4,1.1,111281,pre_M1_reference,pre_M1_reference_7d
2023-06-09 03:53:32.050,42.929,145.117,86.5,1.6,111282,pre_M1_reference,pre_M1_reference_7d
2023-06-09 04:52:13.450,38.415,141.793,55.2,2.3,111283,pre_M1_reference,pre_M1_reference_7d
2023-06-09 05:19:11.670,41.322,142.476,39.5,1.1,111284,pre_M1_reference,pre_M1_reference_7d
2023-06-09 05:46:11.880,40.08,140.625,5.9,1.2,111285,pre_M1_reference,pre_M1_reference_7d
2023-06-09 06:12:17.640,38.304,142.626,19.8,1.5,111286,pre_M1_reference,pre_M1_reference_7d
2023-06-09 07:11:14.120,39.257,141.009,9.1,1.4,111287,pre_M1_reference,pre_M1_reference_7d
2023-06-09 07:26:38.620,39.308,144.762,22.4,1.9,111288,pre_M1_reference,pre_M1_reference_7d
2023-06-09 08:56:47.330,42.37,143.906,57.3,2.6,111289,pre_M1_reference,pre_M1_reference_7d
2023-06-09 09:31:23.180,39.973,140.417,5.6,0.5,111290,pre_M1_reference,pre_M1_reference_7d
2023-06-09 10:10:23.440,41.968,141.952,69.0,2.2,111291,pre_M1_reference,pre_M1_reference_7d
2023-06-09 10:19:14.060,39.952,140.623,4.0,0.7,111292,pre_M1_reference,pre_M1_reference_7d
2023-06-09 10:22:08.510,38.608,141.233,79.7,0.9,111293,pre_M1_reference,pre_M1_reference_7d
2023-06-09 10:36:28.240,39.17,142.471,27.6,1.2,111294,pre_M1_reference,pre_M1_reference_7d
2023-06-09 10:53:48.710,38.808,141.511,67.8,1.0,111295,pre_M1_reference,pre_M1_reference_7d
2023-06-09 11:50:16.800,39.048,140.869,7.2,0.5,111296,pre_M1_reference,pre_M1_reference_7d
2023-06-09 11:52:51.040,39.619,140.63,5.5,0.4,111297,pre_M1_reference,pre_M1_reference_7d
2023-06-09 13:21:30.870,38.002,141.707,47.1,0.9,111298,pre_M1_reference,pre_M1_reference_7d
2023-06-09 14:10:18.580,42.243,142.587,23.7,0.7,111299,pre_M1_reference,pre_M1_reference_7d
2023-06-09 14:19:39.260,41.141,141.321,7.7,0.2,111300,pre_M1_reference,pre_M1_reference_7d
2023-06-09 16:05:50.690,38.002,142.643,18.3,1.8,111301,pre_M1_reference,pre_M1_reference_7d
2023-06-09 16:10:16.040,40.943,145.025,32.0,1.7,111302,pre_M1_reference,pre_M1_reference_7d
2023-06-09 16:10:30.840,38.172,143.992,26.4,0.9,111303,pre_M1_reference,pre_M1_reference_7d
2023-06-09 16:22:17.000,42.837,143.369,114.0,1.0,111304,pre_M1_reference,pre_M1_reference_7d
2023-06-09 16:43:03.450,40.569,142.691,30.9,2.0,111305,pre_M1_reference,pre_M1_reference_7d
2023-06-09 16:54:29.070,39.934,140.349,25.7,0.4,111306,pre_M1_reference,pre_M1_reference_7d
2023-06-09 17:50:24.650,41.159,141.54,114.9,1.6,111307,pre_M1_reference,pre_M1_reference_7d
2023-06-09 17:51:41.550,42.164,143.299,41.9,0.5,111308,pre_M1_reference,pre_M1_reference_7d
2023-06-09 18:19:16.370,38.07,143.847,15.2,1.3,111309,pre_M1_reference,pre_M1_reference_7d
2023-06-09 18:45:57.510,38.708,141.999,49.9,2.3,111310,pre_M1_reference,pre_M1_reference_7d
2023-06-09 18:55:28.840,40.555,140.392,8.2,1.3,111311,pre_M1_reference,pre_M1_reference_7d
2023-06-09 19:15:03.150,39.316,142.819,25.3,2.2,111312,pre_M1_reference,pre_M1_reference_7d
2023-06-09 19:21:58.730,41.676,142.678,34.1,1.0,111313,pre_M1_reference,pre_M1_reference_7d
2023-06-09 20:06:38.560,40.393,140.708,9.7,0.0,111314,pre_M1_reference,pre_M1_reference_7d
2023-06-09 20:07:53.860,40.384,140.721,10.0,0.5,111315,pre_M1_reference,pre_M1_reference_7d
2023-06-09 20:09:37.400,39.046,143.068,16.8,2.3,111316,pre_M1_reference,pre_M1_reference_7d
2023-06-09 20:16:11.310,38.78,141.742,52.6,0.9,111317,pre_M1_reference,pre_M1_reference_7d
2023-06-09 20:18:26.500,38.79,141.752,55.1,1.3,111318,pre_M1_reference,pre_M1_reference_7d
2023-06-09 20:18:55.820,41.076,142.967,22.4,0.9,111319,pre_M1_reference,pre_M1_reference_7d
2023-06-09 21:04:38.470,39.503,142.602,26.1,1.0,111320,pre_M1_reference,pre_M1_reference_7d
2023-06-09 21:23:06.190,38.643,142.159,42.4,1.8,111321,pre_M1_reference,pre_M1_reference_7d
2023-06-09 21:23:39.450,41.071,142.407,41.9,0.8,111322,pre_M1_reference,pre_M1_reference_7d
2023-06-09 21:51:37.660,41.89,140.797,9.6,0.8,111323,pre_M1_reference,pre_M1_reference_7d
2023-06-09 22:02:33.790,39.902,142.527,32.2,0.8,111324,pre_M1_reference,pre_M1_reference_7d
2023-06-09 22:21:08.880,38.667,140.253,20.5,0.8,111325,pre_M1_reference,pre_M1_reference_7d
2023-06-09 22:25:16.110,38.367,142.093,33.7,1.0,111326,pre_M1_reference,pre_M1_reference_7d
2023-06-09 22:38:02.190,38.67,140.479,110.3,1.8,111327,pre_M1_reference,pre_M1_reference_7d
2023-06-09 23:25:27.730,38.315,142.1,32.1,1.0,111328,pre_M1_reference,pre_M1_reference_7d
2023-06-09 23:43:29.280,41.825,142.311,49.1,1.0,111329,pre_M1_reference,pre_M1_reference_7d
2023-06-09 23:50:31.650,42.128,140.343,0.1,1.0,111330,pre_M1_reference,pre_M1_reference_7d
2023-06-10 00:24:35.010,40.088,140.631,7.2,0.4,111331,pre_M1_reference,pre_M1_reference_7d
2023-06-10 00:34:04.020,41.484,143.262,30.2,0.8,111332,pre_M1_reference,pre_M1_reference_7d
2023-06-10 00:37:54.390,42.353,142.603,22.6,0.6,111333,pre_M1_reference,pre_M1_reference_7d
2023-06-10 00:38:34.800,42.355,142.66,16.9,1.3,111334,pre_M1_reference,pre_M1_reference_7d
2023-06-10 00:43:11.740,42.393,144.626,12.2,1.8,111335,pre_M1_reference,pre_M1_reference_7d
2023-06-10 01:03:17.440,38.879,142.437,34.9,1.1,111336,pre_M1_reference,pre_M1_reference_7d
2023-06-10 01:22:41.200,41.949,141.667,78.9,0.9,111337,pre_M1_reference,pre_M1_reference_7d
2023-06-10 01:30:29.550,42.633,143.599,87.2,1.2,111338,pre_M1_reference,pre_M1_reference_7d
2023-06-10 02:38:28.650,38.961,140.873,6.6,0.0,111339,pre_M1_reference,pre_M1_reference_7d
2023-06-10 02:51:14.730,41.666,142.31,44.4,1.0,111340,pre_M1_reference,pre_M1_reference_7d
2023-06-10 03:34:12.740,40.209,141.387,9.7,0.4,111341,pre_M1_reference,pre_M1_reference_7d
2023-06-10 03:43:21.340,38.943,140.892,6.3,0.6,111342,pre_M1_reference,pre_M1_reference_7d
2023-06-10 03:47:36.590,39.201,142.42,25.9,0.9,111343,pre_M1_reference,pre_M1_reference_7d
2023-06-10 04:13:39.690,38.738,141.787,58.0,0.5,111344,pre_M1_reference,pre_M1_reference_7d
2023-06-10 04:31:26.990,39.963,140.406,5.8,0.0,111345,pre_M1_reference,pre_M1_reference_7d
2023-06-10 04:48:09.820,40.159,143.407,13.8,2.5,111346,pre_M1_reference,pre_M1_reference_7d
2023-06-10 04:57:11.400,38.922,142.444,32.9,1.3,111347,pre_M1_reference,pre_M1_reference_7d
2023-06-10 05:04:05.510,38.925,142.422,34.4,1.4,111348,pre_M1_reference,pre_M1_reference_7d
2023-06-10 05:10:27.760,40.172,143.394,29.4,1.6,111349,pre_M1_reference,pre_M1_reference_7d
2023-06-10 05:32:09.070,39.848,140.839,2.0,0.6,111350,pre_M1_reference,pre_M1_reference_7d
2023-06-10 05:40:06.740,40.961,142.793,34.6,1.4,111351,pre_M1_reference,pre_M1_reference_7d
2023-06-10 05:53:15.560,38.331,142.011,28.5,0.6,111352,pre_M1_reference,pre_M1_reference_7d
2023-06-10 05:56:47.520,41.256,142.178,50.7,1.1,111353,pre_M1_reference,pre_M1_reference_7d
2023-06-10 06:10:30.840,38.6,142.089,32.6,1.6,111354,pre_M1_reference,pre_M1_reference_7d
2023-06-10 06:14:18.300,38.935,140.88,7.5,0.2,111355,pre_M1_reference,pre_M1_reference_7d
2023-06-10 06:17:27.670,40.204,141.456,80.0,0.8,111356,pre_M1_reference,pre_M1_reference_7d
2023-06-10 06:40:01.350,38.863,141.492,101.9,0.7,111357,pre_M1_reference,pre_M1_reference_7d
2023-06-10 06:49:26.470,40.984,142.879,23.4,1.3,111358,pre_M1_reference,pre_M1_reference_7d
2023-06-10 07:31:37.630,39.006,142.339,27.9,0.9,111359,pre_M1_reference,pre_M1_reference_7d
2023-06-10 07:37:21.740,40.731,140.346,9.9,0.3,111360,pre_M1_reference,pre_M1_reference_7d
2023-06-10 07:45:09.710,38.91,142.06,44.1,2.1,111361,pre_M1_reference,pre_M1_reference_7d
2023-06-10 07:53:28.170,41.856,141.359,16.5,1.3,111362,pre_M1_reference,pre_M1_reference_7d
2023-06-10 08:03:34.390,39.612,140.589,9.8,-0.1,111363,pre_M1_reference,pre_M1_reference_7d
2023-06-10 08:27:19.920,39.99,140.417,7.7,0.7,111364,pre_M1_reference,pre_M1_reference_7d
2023-06-10 08:34:57.440,41.061,142.832,23.3,2.2,111365,pre_M1_reference,pre_M1_reference_7d
2023-06-10 08:57:03.590,41.852,141.359,15.7,0.7,111366,pre_M1_reference,pre_M1_reference_7d
2023-06-10 08:57:36.720,38.749,141.997,57.4,3.7,111367,pre_M1_reference,pre_M1_reference_7d
2023-06-10 09:02:49.870,38.216,144.359,28.6,1.3,111368,pre_M1_reference,pre_M1_reference_7d
2023-06-10 09:12:50.870,42.097,142.684,34.0,0.6,111369,pre_M1_reference,pre_M1_reference_7d
2023-06-10 09:15:43.090,40.634,140.933,5.7,0.0,111370,pre_M1_reference,pre_M1_reference_7d
2023-06-10 09:17:36.980,42.731,145.511,27.3,1.7,111371,pre_M1_reference,pre_M1_reference_7d
2023-06-10 09:25:37.140,40.635,140.93,5.8,0.5,111372,pre_M1_reference,pre_M1_reference_7d
2023-06-10 09:26:56.950,38.48,141.684,51.9,0.4,111373,pre_M1_reference,pre_M1_reference_7d
2023-06-10 11:18:31.700,40.631,140.93,6.4,0.1,111374,pre_M1_reference,pre_M1_reference_7d
2023-06-10 11:27:15.960,42.875,144.547,45.5,1.4,111375,pre_M1_reference,pre_M1_reference_7d
2023-06-10 11:32:20.500,42.376,144.596,15.8,1.3,111376,pre_M1_reference,pre_M1_reference_7d
2023-06-10 11:55:30.380,40.832,143.0,14.2,2.0,111377,pre_M1_reference,pre_M1_reference_7d
2023-06-10 12:11:08.320,39.119,142.428,26.3,1.0,111378,pre_M1_reference,pre_M1_reference_7d
2023-06-10 12:20:52.740,40.987,143.13,18.9,1.3,111379,pre_M1_reference,pre_M1_reference_7d
2023-06-10 12:47:39.720,39.63,142.152,45.1,0.5,111380,pre_M1_reference,pre_M1_reference_7d
2023-06-10 13:18:24.380,39.413,142.503,33.2,1.2,111381,pre_M1_reference,pre_M1_reference_7d
2023-06-10 13:19:31.800,40.002,141.677,58.4,0.4,111382,pre_M1_reference,pre_M1_reference_7d
2023-06-10 13:29:23.310,38.303,142.26,29.8,1.7,111383,pre_M1_reference,pre_M1_reference_7d
2023-06-10 14:27:18.820,40.581,140.362,8.0,0.9,111384,pre_M1_reference,pre_M1_reference_7d
2023-06-10 14:30:20.370,41.696,144.008,17.3,1.6,111385,pre_M1_reference,pre_M1_reference_7d
2023-06-10 15:01:44.490,42.791,144.476,89.4,1.2,111386,pre_M1_reference,pre_M1_reference_7d
2023-06-10 15:47:55.210,38.725,142.448,39.4,1.1,111387,pre_M1_reference,pre_M1_reference_7d
2023-06-10 16:25:09.950,38.895,140.846,7.6,0.0,111388,pre_M1_reference,pre_M1_reference_7d
2023-06-10 16:32:11.430,41.859,141.339,19.0,0.6,111389,pre_M1_reference,pre_M1_reference_7d
2023-06-10 16:48:02.360,38.166,144.808,33.0,2.1,111390,pre_M1_reference,pre_M1_reference_7d
2023-06-10 17:25:51.480,40.627,140.94,9.1,0.8,111391,pre_M1_reference,pre_M1_reference_7d
2023-06-10 17:35:30.670,41.85,141.336,16.4,0.3,111392,pre_M1_reference,pre_M1_reference_7d
2023-06-10 17:38:59.660,41.787,142.82,38.6,0.7,111393,pre_M1_reference,pre_M1_reference_7d
2023-06-10 18:37:52.150,38.841,141.654,65.2,0.6,111394,pre_M1_reference,pre_M1_reference_7d
2023-06-10 19:07:03.080,40.066,142.21,48.0,0.5,111395,pre_M1_reference,pre_M1_reference_7d
2023-06-10 19:10:53.140,41.502,140.601,11.7,0.5,111396,pre_M1_reference,pre_M1_reference_7d
2023-06-10 19:16:21.220,42.318,144.449,13.4,1.5,111397,pre_M1_reference,pre_M1_reference_7d
2023-06-10 19:22:30.680,39.046,140.85,6.5,0.2,111398,pre_M1_reference,pre_M1_reference_7d
2023-06-10 19:31:14.800,41.858,141.338,19.6,0.7,111399,pre_M1_reference,pre_M1_reference_7d
2023-06-10 19:39:46.990,38.963,140.883,6.6,0.1,111400,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:04:28.220,41.355,142.169,53.2,1.1,111401,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:20:23.330,38.183,141.728,47.4,0.8,111402,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:22:41.050,42.171,142.673,35.0,1.2,111403,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:27:47.250,39.943,140.591,3.0,0.5,111404,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:38:25.210,40.191,143.664,20.5,1.4,111405,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:53:22.270,40.197,141.391,9.9,0.3,111406,pre_M1_reference,pre_M1_reference_7d
2023-06-10 20:56:26.160,40.2,141.374,9.0,-0.2,111407,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:00:26.560,41.85,141.341,17.3,0.6,111408,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:05:36.890,39.603,140.575,6.0,1.6,111409,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:10:53.070,39.606,140.569,6.6,0.0,111410,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:40:44.180,42.993,141.869,125.3,2.4,111411,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:44:13.600,40.146,141.172,10.4,0.0,111412,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:48:32.990,40.446,140.911,6.6,0.4,111413,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:55:20.630,40.345,141.196,14.5,0.1,111414,pre_M1_reference,pre_M1_reference_7d
2023-06-10 21:55:32.610,42.968,143.94,93.3,0.9,111415,pre_M1_reference,pre_M1_reference_7d
2023-06-10 22:11:10.230,39.512,142.565,33.3,1.8,111416,pre_M1_reference,pre_M1_reference_7d
2023-06-10 22:22:18.030,39.951,140.59,5.0,-0.3,111417,pre_M1_reference,pre_M1_reference_7d
2023-06-10 22:29:00.450,40.055,142.02,47.2,0.5,111418,pre_M1_reference,pre_M1_reference_7d
2023-06-10 22:37:26.190,39.047,141.154,99.1,1.3,111419,pre_M1_reference,pre_M1_reference_7d
2023-06-10 22:45:09.650,39.045,140.869,10.1,0.6,111420,pre_M1_reference,pre_M1_reference_7d
2023-06-10 23:17:46.100,40.065,141.581,5.5,0.0,111421,pre_M1_reference,pre_M1_reference_7d
2023-06-10 23:28:28.300,40.143,141.172,10.9,0.3,111422,pre_M1_reference,pre_M1_reference_7d
2023-06-11 00:11:32.180,39.233,142.393,33.5,1.1,111423,pre_M1_reference,pre_M1_reference_7d
2023-06-11 00:33:28.320,40.053,141.893,6.9,0.6,111424,pre_M1_reference,pre_M1_reference_7d
2023-06-11 00:41:31.250,38.42,142.21,28.2,2.2,111425,pre_M1_reference,pre_M1_reference_7d
2023-06-11 00:55:27.390,38.013,141.746,53.9,1.1,111426,pre_M1_reference,pre_M1_reference_7d
2023-06-11 01:33:43.990,41.04,143.17,20.2,1.0,111427,pre_M1_reference,pre_M1_reference_7d
2023-06-11 01:34:12.480,40.521,142.32,43.5,1.0,111428,pre_M1_reference,pre_M1_reference_7d
2023-06-11 01:49:53.580,41.236,142.131,50.4,1.2,111429,pre_M1_reference,pre_M1_reference_7d
2023-06-11 02:05:09.570,39.953,142.121,12.3,0.6,111430,pre_M1_reference,pre_M1_reference_7d
2023-06-11 02:09:32.850,40.245,142.712,10.4,1.5,111431,pre_M1_reference,pre_M1_reference_7d
2023-06-11 02:15:51.040,39.556,140.714,8.2,0.1,111432,pre_M1_reference,pre_M1_reference_7d
2023-06-11 02:23:37.980,38.3,142.124,31.1,1.2,111433,pre_M1_reference,pre_M1_reference_7d
2023-06-11 02:26:09.050,42.9,144.808,91.8,1.8,111434,pre_M1_reference,pre_M1_reference_7d
2023-06-11 02:39:02.070,42.347,142.696,11.5,0.7,111435,pre_M1_reference,pre_M1_reference_7d
2023-06-11 03:13:58.900,38.44,142.341,40.3,1.1,111436,pre_M1_reference,pre_M1_reference_7d
2023-06-11 03:25:56.650,39.456,142.52,32.3,1.1,111437,pre_M1_reference,pre_M1_reference_7d
2023-06-11 03:47:19.280,40.469,142.342,43.0,1.1,111438,pre_M1_reference,pre_M1_reference_7d
2023-06-11 04:42:41.880,39.059,140.877,10.0,0.4,111439,pre_M1_reference,pre_M1_reference_7d
2023-06-11 04:52:46.380,41.429,141.103,6.0,0.0,111440,pre_M1_reference,pre_M1_reference_7d
2023-06-11 04:55:10.770,40.878,145.041,33.1,2.0,111441,pre_M1_reference,pre_M1_reference_7d
2023-06-11 04:59:44.730,39.984,141.946,49.1,0.8,111442,pre_M1_reference,pre_M1_reference_7d
2023-06-11 05:16:47.750,38.681,142.253,42.5,1.1,111443,pre_M1_reference,pre_M1_reference_7d
