time,latitude,longitude,depth_km,magnitude,event_id,dist_m1_km,dist_m2_km,dist_m3_km,x_from_m1_km,y_from_m1_km,projected_km,projected_clamped_km,perp_km,axis_fraction,between_endpoints,local_union,m1_core,m3_core,m1_extended,m3_extended,endpoint_overlap_core,endpoint_overlap_extended,m2_related,corridor_20,corridor_noncore_20,off_corridor_20,corridor_30,corridor_noncore_30,off_corridor_30,days_since_start,days_since_m1,days_until_m3,spatial_category_30
2026-02-13 03:07:30.660000+00:00,39.650509,142.266911,32.36,2.3,17839,109.89026647278357,146.50922686691365,79.02138982064645,-106.47998569705376,27.47863416599984,79.28912456250774,57.16418144737493,79.34614372250627,1.387042069963005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,257.120737962963,95.79434513888889,66.19823379629631,outside_local_union
2026-02-13 03:49:36.680000+00:00,39.525102,143.523714,7.07,1.6,17840,13.763312357696773,191.67471419621282,47.18517715247357,1.4364392052565087,13.611880547999538,10.830970671185469,10.830970671185469,8.368794654149806,0.18947128073820857,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,257.1499743055556,95.82358148148148,66.1689974537037,M1_endpoint
2026-02-13 04:01:45.390000+00:00,40.906254,142.970915,16.63,2.5,17841,173.35832362993094,57.77403894921417,119.38483776311317,-45.61186702164756,166.33138179599956,165.51123616825228,57.16418144737493,118.70840725118354,2.895366153727245,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.15840844907405,95.83201562500001,66.16056331018518,outside_local_union
2026-02-13 04:11:11.130000+00:00,41.042179,142.523617,42.13,1.3,17842,200.57820003752738,21.42297037018448,143.81454107536663,-83.58565316598529,181.3611527459996,198.2393471292497,57.16418144737493,143.11461407724732,3.467894442112285,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.16495636574075,95.83856354166666,66.15401539351852,outside_local_union
2026-02-13 04:22:09.830000+00:00,39.790434,142.962842,23.21,1.3,17843,63.55586224863321,142.87166588039378,17.546176500208674,-46.67690412752177,42.95070111599963,61.060813223963656,57.16418144737493,17.614111754963314,1.0681656183632393,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,257.17258020833333,95.84618738425925,66.14639155092593,M3_endpoint
2026-02-13 04:40:15.470000+00:00,40.830367,143.095719,0.92,1.7,17844,162.63149138783362,69.59062127684066,110.02406030605492,-35.012678012750136,157.94025265800016,152.8049529220249,57.16418144737493,109.40207750340676,2.6730891452140604,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.18514548611114,95.85875266203705,66.13382627314814,outside_local_union
2026-02-13 04:43:40.790000+00:00,40.893506,142.99471,7.75,1.7,17845,171.4675709007334,59.94417989524198,117.7276849916753,-43.5914012907257,164.9217844440001,163.25078014593487,57.16418144737493,117.05961923676011,2.855822929892257,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.187521875,95.86112905092592,66.13144988425925,outside_local_union
2026-02-13 06:07:14.980000+00:00,40.965999,143.056283,18.68,1.0,17846,178.0729563923776,64.50666070585791,125.27357436182868,-38.33160414562922,172.9376254259995,167.311686142145,57.16418144737493,124.5632635856868,2.926862274695061,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.24555648148146,95.91916365740741,66.07341527777778,outside_local_union
2026-02-13 06:31:46.020000+00:00,40.910116,143.028206,17.43,1.2,17847,172.56004654163848,62.50746355712033,119.26907676846385,-40.73620279538166,166.7584185840001,163.31496410339125,57.16418144737493,118.5918190484314,2.856945730146389,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.2625824074074,95.93618958333333,66.05638935185185,outside_local_union
2026-02-13 06:56:09.180000+00:00,41.565238,142.105501,53.83,1.2,17848,268.14889529298006,68.13896517584193,211.11844538062584,-118.66360066271784,239.19787861199998,265.8802356888764,57.16418144737493,210.15890850233063,4.651168423248472,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.27951712962965,95.95312430555556,66.03945462962963,outside_local_union
2026-02-13 07:14:03.830000+00:00,40.835514,143.093522,0.92,1.9,17849,163.2303123068998,69.28399179427339,110.60463712175428,-35.19837821537493,158.50937703600027,153.38682854380664,57.16418144737493,109.97921203959763,2.683268170034304,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.2919552083333,95.96556238425926,66.02701655092594,outside_local_union
2026-02-13 07:15:10.300000+00:00,40.913611,143.060254,16.47,0.6,17850,172.31713428373325,65.14673496216776,119.43915626169873,-38.00855340127055,167.14487471400022,162.21186166691004,57.16418144737493,118.76188921062607,2.8376486387064164,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.29272453703703,95.96633171296295,66.02624722222222,outside_local_union
2026-02-13 07:27:48.410000+00:00,40.832576,142.664274,37.78,1.3,17851,174.46621227368973,35.02668843793344,117.7978366375474,-71.7407680929506,158.18451062400024,172.2950908989654,57.16418144737493,117.2117962117659,3.0140393256147546,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.30149895833335,95.97510613425926,66.01747280092593,outside_local_union
2026-02-13 08:05:42.370000+00:00,39.348197,143.559733,12.43,2.1,17852,7.5057752797839195,210.044382678485,64.85114971474833,4.5377485954153585,-5.949212922000226,-7.445706428470807,0.0,7.482265479551533,-0.13025125594294196,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,257.3278179398148,96.00142511574074,65.99115381944445,M1_endpoint
2026-02-13 08:58:15.860000+00:00,40.832682,143.083643,0.66,1.9,17853,163.10629172285945,68.54277076872802,110.33412574057779,-36.04010400177703,158.1962314679997,153.56221575336752,57.16418144737493,109.70945108836965,2.6863363012507433,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,257.3643166666667,96.03792384259259,65.95465509259259,outside_local_union
