summary_type,summary_name,mode,threshold,event_count,largest_magnitude,start_time,end_time,duration_days,centroid_lat,centroid_lon,median_depth_km,depth_min_km,depth_max_km,median_projected_km,median_perp_km,centroid_dist_m1_km,centroid_dist_m3_km,median_dist_m1_km,median_dist_m3_km,median_axis_fraction,m2_related_fraction,frac_0_30km,frac_30_60km,frac_gt_60km,frac_M1_endpoint,frac_M3_endpoint,frac_endpoint_overlap,frac_corridor_noncore,frac_off_corridor_local,dominant_spatial_category,window_name
window_name,catalog_full,raw,M3+,736,7.7,2025-06-03 15:58:03.730000+00:00,2026-05-01 02:29:35.670000+00:00,331.43856412037036,39.607402605978265,143.3747586956522,13.475000000000001,0.82,36.55,19.32677409784427,11.261048559636885,25.50247308188048,32.05163867294133,24.819253131536286,42.71634318915464,0.3380923789774967,0.029891304347826088,0.9728260869565217,0.02717391304347826,0.0,0.563858695652174,0.2798913043478261,0.004076086956521739,0.012228260869565218,0.13994565217391305,mixed_M1_endpoint_M3_endpoint,catalog_full
window_name,catalog_full,raw,M4+,158,7.7,2025-11-02 09:57:55.560000+00:00,2026-04-30 10:38:16.730000+00:00,179.02802280092592,39.59182560126582,143.36675217088606,13.71,3.68,35.04,16.345197058162114,9.79722152367643,24.297057206607793,33.10153082563903,22.80898143081958,43.46986472982762,0.2859342449119021,0.0189873417721519,0.9620253164556962,0.0379746835443038,0.0,0.6139240506329114,0.22784810126582278,0.012658227848101266,0.0,0.14556962025316456,M1_endpoint,catalog_full
window_name,catalog_full,raw,M5+,50,7.7,2025-11-03 19:16:06.620000+00:00,2026-04-26 16:57:22.060000+00:00,173.90365092592592,39.55121164,143.36102082000002,13.774999999999999,6.13,34.29,13.05451229764559,9.246637069369278,20.790969221373796,36.74497040596863,19.85946485829625,46.22195014626516,0.22836874362774728,0.0,0.94,0.06,0.0,0.7,0.14,0.02,0.0,0.14,M1_endpoint,catalog_full
window_name,full_m1_to_m3,raw,M3+,396,7.7,2025-11-09 08:03:39.240000+00:00,2026-04-20 07:52:58.050000+00:00,161.99257881944445,39.524564020202014,143.42389874242426,13.055,3.09,36.31,13.239128688040738,10.565111777698506,15.382737432956649,42.04212678287453,21.426778866989793,46.181680069071376,0.23159832525947416,0.017676767676767676,0.9924242424242424,0.007575757575757576,0.0,0.7575757575757576,0.16161616161616163,0.005050505050505051,0.010101010101010102,0.06565656565656566,M1_endpoint,full_m1_to_m3
window_name,full_m1_to_m3,raw,M4+,95,7.7,2025-11-09 08:03:39.240000+00:00,2026-04-20 07:52:58.050000+00:00,161.99257881944445,39.51738601052631,143.4045120736842,13.27,6.13,31.73,13.320307953027054,10.099284417099568,15.557426704128309,41.851414447665135,19.497465283319716,46.01957420020629,0.2330184324477674,0.0,0.9789473684210527,0.021052631578947368,0.0,0.8,0.12631578947368421,0.010526315789473684,0.0,0.06315789473684211,M1_endpoint,full_m1_to_m3
window_name,full_m1_to_m3,raw,M5+,31,7.7,2025-11-09 08:03:39.240000+00:00,2026-04-20 07:52:58.050000+00:00,161.99257881944445,39.49880722580645,143.39099145161288,12.97,6.13,31.73,12.659793433254828,10.738263308965116,14.665936136204481,43.09726781158764,18.16913127612272,47.74578962313948,0.2214637402778062,0.0,0.967741935483871,0.03225806451612903,0.0,0.8064516129032258,0.0967741935483871,0.0,0.0,0.0967741935483871,M1_endpoint,full_m1_to_m3
window_name,m1_related_primary,raw,M3+,335,6.9,2025-11-01 07:34:32.810000+00:00,2025-11-29 21:46:28.400000+00:00,28.591615625,39.48880253731343,143.45846534925374,12.89,3.82,31.31,10.008335499370247,10.03400947312763,10.513317068955807,46.992371105718135,18.41352555578301,48.788850082269555,0.17508053550253094,0.0,0.9970149253731343,0.0029850746268656717,0.0,0.7940298507462686,0.13432835820895522,0.0,0.008955223880597015,0.0626865671641791,M1_endpoint,m1_related_primary
window_name,m1_related_primary,raw,M4+,83,6.9,2025-11-02 09:57:55.560000+00:00,2025-11-29 21:46:28.400000+00:00,27.492046759259257,39.48268826506024,143.4448581566265,12.63,6.13,31.31,10.403876268180621,9.38378186931773,10.43908240092764,46.940907343549,16.403902460403696,48.0749051952324,0.18199991681431457,0.0,0.9879518072289156,0.012048192771084338,0.0,0.8433734939759037,0.07228915662650602,0.0,0.0,0.08433734939759036,M1_endpoint,m1_related_primary
window_name,m1_related_primary,raw,M5+,30,6.9,2025-11-03 19:16:06.620000+00:00,2025-11-21 12:22:05.090000+00:00,17.712482291666667,39.45665910000001,143.4472108,12.8,6.13,19.97,5.738191257437153,8.172854774965181,7.956744948147842,49.530787230141755,14.740567144194024,51.756764552509,0.10038088733448768,0.0,1.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,M1_endpoint,m1_related_primary
window_name,m1_related_sens_minus14_plus28,raw,M3+,343,6.9,2025-11-01 07:34:32.810000+00:00,2025-12-07 00:22:15.110000+00:00,35.69979513888889,39.488531311953345,143.45950071137025,12.96,3.82,31.31,9.787043935781885,10.03400947312763,10.450621700385177,47.06630313321455,18.22226897329337,48.54647586664186,0.1712093777602989,0.0,0.9970845481049563,0.0029154518950437317,0.0,0.7959183673469388,0.13119533527696792,0.0029154518950437317,0.008746355685131196,0.061224489795918366,M1_endpoint,m1_related_sens_minus14_plus28
window_name,m1_related_sens_minus14_plus28,raw,M4+,84,6.9,2025-11-02 09:57:55.560000+00:00,2025-12-07 00:16:44.810000+00:00,34.59640335648148,39.48244870238095,143.4446849166667,12.645,6.13,31.31,10.095460101981253,9.351356033243572,10.423830265328426,46.95582591993276,16.25308299523737,48.159951117486415,0.17660464728730674,0.0,0.9880952380952381,0.011904761904761904,0.0,0.8452380952380952,0.07142857142857142,0.0,0.0,0.08333333333333333,M1_endpoint,m1_related_sens_minus14_plus28
window_name,m1_related_sens_minus14_plus28,raw,M5+,30,6.9,2025-11-03 19:16:06.620000+00:00,2025-11-21 12:22:05.090000+00:00,17.712482291666667,39.45665910000001,143.4472108,12.8,6.13,19.97,5.738191257437153,8.172854774965181,7.956744948147842,49.530787230141755,14.740567144194024,51.756764552509,0.10038088733448768,0.0,1.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,M1_endpoint,m1_related_sens_minus14_plus28
window_name,m1_related_sens_minus7_plus14,raw,M3+,327,6.9,2025-11-02 09:57:55.560000+00:00,2025-11-23 03:42:42.320000+00:00,20.739430092592592,39.487517027522934,143.45546950764526,12.74,4.49,31.31,10.008335499370247,9.739886671422592,10.488166880078476,46.972066278183306,18.016122735867647,48.788850082269555,0.17508053550253094,0.0,0.9969418960244648,0.0030581039755351682,0.0,0.8012232415902141,0.13149847094801223,0.0,0.009174311926605505,0.0581039755351682,M1_endpoint,m1_related_sens_minus7_plus14
window_name,m1_related_sens_minus7_plus14,raw,M4+,81,6.9,2025-11-02 09:57:55.560000+00:00,2025-11-21 12:23:46.690000+00:00,19.10128622685185,39.482516814814815,143.44076446913581,12.43,6.13,31.31,10.403876268180621,9.318930197169415,10.606982747623125,46.77422202152773,16.10226353007105,48.0749051952324,0.18199991681431457,0.0,0.9876543209876543,0.012345679012345678,0.0,0.8395061728395061,0.07407407407407407,0.0,0.0,0.08641975308641975,M1_endpoint,m1_related_sens_minus7_plus14
window_name,m1_related_sens_minus7_plus14,raw,M5+,30,6.9,2025-11-03 19:16:06.620000+00:00,2025-11-21 12:22:05.090000+00:00,17.712482291666667,39.45665910000001,143.4472108,12.8,6.13,19.97,5.738191257437153,8.172854774965181,7.956744948147842,49.530787230141755,14.740567144194024,51.756764552509,0.10038088733448768,0.0,1.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,M1_endpoint,m1_related_sens_minus7_plus14
window_name,middle_phase_primary,raw,M3+,75,6.1,2025-12-02 01:46:38.120000+00:00,2026-03-15 23:57:16.420000+00:00,103.92405439814816,39.62825806666667,143.37229209333333,14.17,5.94,36.31,17.657435333507586,10.80979388175502,27.685595304410214,30.06297196934299,24.406164486141346,48.244997039740426,0.30888984826561255,0.09333333333333334,0.9733333333333334,0.02666666666666667,0.0,0.6666666666666666,0.16,0.02666666666666667,0.0,0.14666666666666667,M1_endpoint,middle_phase_primary
window_name,middle_phase_primary,raw,M4+,18,6.1,2025-12-07 00:16:44.810000+00:00,2026-03-13 19:55:22.600000+00:00,96.81849293981482,39.6369091111111,143.3525597777778,13.975000000000001,10.26,31.73,23.439773318841873,9.870058432497995,29.28793618496811,28.278423669463237,25.79473585206095,35.41209231312109,0.41004301514262764,0.0,0.9444444444444444,0.05555555555555555,0.0,0.5555555555555556,0.2777777777777778,0.05555555555555555,0.0,0.1111111111111111,mixed_M1_endpoint_M3_endpoint,middle_phase_primary
window_name,middle_phase_primary,raw,M5+,5,6.1,2025-12-30 22:19:44.960000+00:00,2026-03-13 19:55:22.600000+00:00,72.8997412037037,39.555030800000004,143.23287760000002,14.4,12.86,31.73,12.918946114841164,20.338826965433626,29.035825448286808,32.56316289636542,24.067905815688054,48.97386955970847,0.22599722042262224,0.0,0.8,0.2,0.0,0.8,0.0,0.0,0.0,0.2,low_count_M1_endpoint,middle_phase_primary
window_name,post_m3_14d,raw,M3+,255,5.6,2026-04-20 07:56:46.960000+00:00,2026-05-01 02:29:35.670000+00:00,10.77278599537037,39.78021659607843,143.28031511764706,13.77,0.82,36.55,40.063234597527114,12.367623786021866,46.32475686176171,12.575422093190967,45.12044334411794,27.58933938915182,0.7008450673680885,0.058823529411764705,0.9411764705882353,0.058823529411764705,0.0,0.17647058823529413,0.5529411764705883,0.00392156862745098,0.0196078431372549,0.24705882352941178,mixed_M3_endpoint_off_corridor_local,post_m3_14d
window_name,post_m3_14d,raw,M4+,43,5.6,2026-04-20 07:56:46.960000+00:00,2026-04-30 10:38:16.730000+00:00,10.112150115740741,39.81381339534884,143.23423572093026,14.84,3.68,35.04,41.71569706999972,10.706860504069311,51.408911273114086,7.302328423557963,48.24791376136731,27.96723362919644,0.7297523731430142,0.06976744186046512,0.9069767441860465,0.09302325581395349,0.0,0.09302325581395349,0.5581395348837209,0.023255813953488372,0.0,0.32558139534883723,mixed_M3_endpoint_off_corridor_local,post_m3_14d
window_name,post_m3_14d,raw,M5+,12,5.6,2026-04-20 07:56:46.960000+00:00,2026-04-26 16:57:22.060000+00:00,6.37540625,39.78155,143.2243571666667,15.365000000000002,10.53,34.29,36.49300331590398,9.53938914658568,48.65931751858349,8.847710526429713,44.790953725671606,31.768954561617093,0.6383893268811915,0.0,0.8333333333333334,0.16666666666666666,0.0,0.25,0.3333333333333333,0.08333333333333333,0.0,0.3333333333333333,ambiguous,post_m3_14d
window_name,post_m3_7d,raw,M3+,225,5.6,2026-04-20 07:56:46.960000+00:00,2026-04-27 04:40:43.610000+00:00,6.863850115740741,39.746651346666674,143.30299045333334,13.87,0.82,36.55,37.641859545535915,11.949509742684725,42.12394541484772,16.370128161878384,43.46862475778368,26.643232546502364,0.6584868110144957,0.0044444444444444444,0.9377777777777778,0.06222222222222222,0.0,0.17777777777777778,0.6133333333333333,0.0044444444444444444,0.022222222222222223,0.18222222222222223,M3_endpoint,post_m3_7d
window_name,post_m3_7d,raw,M4+,39,5.6,2026-04-20 07:56:46.960000+00:00,2026-04-26 16:57:22.060000+00:00,6.37540625,39.77511607692308,143.26161528205125,15.21,4.07,35.04,41.22204822932495,9.904434351602221,46.5128919799545,11.626045041348362,46.105624644204276,27.19771087669672,0.7211167410360588,0.0,0.8974358974358975,0.10256410256410256,0.0,0.10256410256410256,0.6153846153846154,0.02564102564102564,0.0,0.2564102564102564,M3_endpoint,post_m3_7d
window_name,post_m3_7d,raw,M5+,12,5.6,2026-04-20 07:56:46.960000+00:00,2026-04-26 16:57:22.060000+00:00,6.37540625,39.78155,143.2243571666667,15.365000000000002,10.53,34.29,36.49300331590398,9.53938914658568,48.65931751858349,8.847710526429713,44.790953725671606,31.768954561617093,0.6383893268811915,0.0,0.8333333333333334,0.16666666666666666,0.0,0.25,0.3333333333333333,0.08333333333333333,0.0,0.3333333333333333,ambiguous,post_m3_7d
