fault_id,n_vertices,min_lon,max_lon,min_lat,max_lat,min_x_km,max_x_km,min_y_km,max_y_km,mean_strike_deg
6936,2,-117.479305294604,-117.479286839616,35.6455462594524,35.6455523334735,6.402498386315335,6.404170255559667,-10.477649103674326,-10.476976380063158,111.91877558083937
6937,2,-117.479309085246,-117.47928568039,35.6455567689298,35.6455681102801,6.402153825563825,6.404274402053801,-10.47648297595385,-10.475226152197555,120.65438394132
6938,6,-117.479338936443,-117.479281272812,35.6456242684453,35.6456445967208,6.399444235309847,6.4046681851626355,-10.468993452834413,-10.466741741795087,112.26496957752956
6939,5,-117.479646337309,-117.479562049249,35.6455130205096,35.6455419454045,6.371612528170013,6.3792484156617055,-10.481354964492136,-10.478151151140288,112.79094099603967
6940,4,-117.479627454244,-117.479591358155,35.6455395154363,35.6455484079327,6.373322167907866,6.3765919334673775,-10.478417192126157,-10.47743289211112,106.70391717998676
6941,6,-117.479601758814,-117.479510548673,35.6455082702905,35.6455362913668,6.375650249366971,6.383912968578204,-10.48187866490718,-10.478775586031594,110.5348196890848
6942,2,-117.479952837953,-117.479938733885,35.645695893151,35.6456982637639,6.343841791568203,6.345119317987592,-10.461089212792464,-10.46082709906289,101.59462977016769
6943,4,-117.479939401182,-117.479879177182,35.6456863027807,35.6457003771707,6.345058529245862,6.350513847017754,-10.462149436558084,-10.46059174301308,105.93598589716083
6944,4,-117.479507961323,-117.479461907941,35.6455916023706,35.6456068935433,6.384139441515681,6.38831150177515,-10.472629603532544,-10.470936006713451,112.13701997617683
6945,3,-117.47935918288,-117.479311436973,35.6454944126371,35.6455192231337,6.397620612324435,6.401946724051014,-10.483403238386444,-10.480653566149645,122.44804285131602
6946,3,-117.479635946542,-117.479594385273,35.6456518272701,35.6456656795276,6.37254373974345,6.376308850621792,-10.465956117366378,-10.46442187444709,112.16740751437722
6947,2,-117.479546123155,-117.479525802973,35.6456125313933,35.6456173544574,6.380682468282852,6.382523156949926,-10.470311633699636,-10.4697778239755,106.17244644841787
6948,2,-117.479565096152,-117.479553676561,35.6456020048287,35.6456027890375,6.378965330458869,6.3799996125166185,-10.471481393589054,-10.471395125834944,94.7679098433176
6949,2,-117.479503312728,-117.479490471308,35.6456117282987,35.64561858473,6.384559512459721,6.385723046384102,-10.470398441242695,-10.469638538756811,123.14850077251882
6950,4,-117.47949424936,-117.479441687584,35.6456088999308,35.6456246452612,6.3853798571266625,6.390141388054955,-10.470709081054649,-10.468965518557914,110.11630046723413
6951,4,-117.479479656061,-117.479440944744,35.6456230327768,35.6456323362634,6.386700891967998,6.390207537414021,-10.469140959023797,-10.468111233789744,106.27424806706118
6952,6,-117.479453471401,-117.47934553297,35.645662424881,35.6456697741408,6.389069332077238,6.398845164980006,-10.464769502929792,-10.463955706214064,92.72201463170438
6953,4,-117.479659341505,-117.479603244494,35.6457434771798,35.6457607612502,6.3704174140535175,6.375499225669023,-10.455787911995811,-10.453873844091483,110.64832354804098
6954,6,-117.479783116098,-117.479687268153,35.6457016955769,35.6457472525337,6.3592088136380776,6.3678929218319915,-10.460429136415762,-10.455380694330113,120.15593700594012
6955,5,-117.479793803641,-117.479683485604,35.6458595220993,35.6459335300084,6.358226123891134,6.368222955621912,-10.44291765360176,-10.434713446449383,129.4215498035997
6956,6,-117.47958825999,-117.479463783027,35.6456881778672,35.6457710503937,6.376854107980288,6.388133990375201,-10.46191443901438,-10.452727623413091,129.39518317207313
6957,5,-117.479681347916,-117.479598057205,35.6456640742377,35.6457266931324,6.368427104479633,6.3759753271134,-10.464597524983553,-10.457655212666277,132.83705499809068
6958,3,-117.479623969371,-117.479558423183,35.6456680690262,35.6457022891294,6.373625546195768,6.379564477051757,-10.46415171847461,-10.460359172362933,122.57654538431284
6959,4,-117.47977764822,-117.479727802396,35.6458093651102,35.645835586643,6.35969700756584,6.36421338181756,-10.448485567893158,-10.445579455303385,122.76015083429692
6960,3,-117.479769074983,-117.479717243456,35.6458081294417,35.6458376343994,6.360473281403689,6.365169751913557,-10.448621983727124,-10.445351696282163,124.87174409386407
6961,3,-117.479664244609,-117.479608631433,35.6457510197938,35.6457715099473,6.3699725095830075,6.375010756682575,-10.454951390436364,-10.452681568119568,114.25483411168695
6962,4,-117.479659184124,-117.479544543946,35.6457195093479,35.6457944858269,6.370428988132777,6.38081736127906,-10.458443387389137,-10.450132009876379,128.6572012115051
6963,2,-117.479622692333,-117.479597442068,35.6457612279983,35.6457800885803,6.373735017710248,6.376023312290517,-10.45381803855576,-10.451727050754158,132.4203066374098
6964,3,-117.479653601133,-117.479602408125,35.6457796694962,35.6458014816531,6.370934056848797,6.375572094089688,-10.451772231950276,-10.449355443581238,117.48838667271815
6965,4,-117.479664260797,-117.4795967361,35.6457919893089,35.6458398305438,6.369965616345412,6.376084802502431,-10.450404950298177,-10.445101232391984,130.8399268551373
6966,5,-117.479798777791,-117.479711396064,35.645861034759,35.6459172549774,6.3577769303005836,6.365695122054306,-10.442751630568928,-10.43651952302607,128.09766783258883
6967,3,-117.479705252795,-117.479665978502,35.6457969679557,35.6458215536218,6.366254622217836,6.369813456973026,-10.449857052531923,-10.447131760654974,127.44162960520114
6968,2,-117.479709841136,-117.479677740735,35.645824246192,35.6458408953411,6.365837543031952,6.36874604190326,-10.44683122886228,-10.444986047278455,122.39146175936072
6969,2,-117.479728077589,-117.479717432314,35.6458228558402,35.6458385067418,6.36418614610247,6.365151479023502,-10.446988066146185,-10.445252250636823,150.92040660239445
6970,6,-117.479771974397,-117.47970982315,35.6458322555542,35.6458794951427,6.360207375431745,6.36583985780733,-10.445944651542636,-10.440707332554117,132.9417453053722
6971,3,-117.479798217514,-117.479759878516,35.6458393916747,35.6458618621353,6.357832063658785,6.361306021143734,-10.44515612639452,-10.442665457732074,125.5333164096138
6972,3,-117.479821562115,-117.479778030432,35.6458725262961,35.6458987550236,6.355714933589253,6.359659462864587,-10.441480935442915,-10.438573613451632,126.39236630081908
6973,3,-117.479847187398,-117.479819514359,35.645890537918,35.6459532485437,6.3533898609711414,6.355901040018363,-10.439485188785277,-10.432529083193245,160.15023576485186
6974,11,-117.479913223716,-117.479751307976,35.6457730522846,35.645992364556,6.347406186222702,6.362087476380302,-10.452516088073443,-10.428193338053115,148.92681176348916
6975,10,-117.479945495888,-117.479867096589,35.6459326207939,35.6460922648462,6.344475554652783,6.351588419165443,-10.434819070748883,-10.417111243053514,157.81937282827968
6976,2,-117.479891208313,-117.4798737147,35.6459072752006,35.6459299884783,6.3494049489836355,6.350991057233261,-10.437631654372924,-10.435112692415219,147.802715995363
6977,6,-117.479957634038,-117.479907914119,35.6459705991639,35.6460401014696,6.34338039154601,6.347888772575777,-10.430607918118751,-10.422899681564028,149.48391790371605
6978,3,-117.479907695584,-117.479899001837,35.6460719860334,35.6461087746003,6.347897625928178,6.348687886139729,-10.41935822096331,-10.415277001779904,169.0413086624815
6979,2,-117.480011338852,-117.479991535781,35.6460712117171,35.6460944762791,6.338512322796441,6.340307624040255,-10.419450113769301,-10.416870132621558,145.16755369510713
6980,2,-117.397087286549,-117.397063485991,35.5912076530108,35.5912218874802,13.857984150375717,13.860143572611133,-16.49813774716241,-16.496561771622712,126.12247333756056
6981,4,-117.480288084527,-117.480283161639,35.6461705580249,35.646198352472,6.313440719111996,6.313888008486509,-10.408446329921563,-10.405362649081406,173.35362052125362
6982,3,-117.48027536002,-117.480248254453,35.6461796438755,35.6462186222917,6.314591514253856,6.317049392174756,-10.407435851244763,-10.40311284456298,150.38826335745205
6983,3,-117.48027055764,-117.480238006679,35.6463567905335,35.64641331832,6.315011107478867,6.317963521833541,-10.387780336532678,-10.381510534671408,154.76387002168593
6984,5,-117.480304247143,-117.480275087525,35.646376166427,35.646442617333,6.31195772920411,6.314603786465329,-10.385632919601731,-10.37826190412763,160.3269620903843
6985,2,-117.480286487332,-117.480279067025,35.6464079169918,35.6464234168073,6.313567648251101,6.314240884847378,-10.382110372644993,-10.380391107410459,158.6154884511196
6986,3,-117.480371845584,-117.480365681631,35.6462533927799,35.6463118595047,6.305845996982005,6.306408830958834,-10.399260780092114,-10.392774149850915,175.04829462965904
6987,4,-117.48038460165,-117.480377991551,35.6462359576234,35.6462777595424,6.304693430224326,6.30529435138543,-10.401196185003174,-10.396558443470017,174.9684779017259
6988,3,-117.480531852063,-117.480507591052,35.6464837658132,35.6465309181674,6.291337889694538,6.293538772860378,-10.37370943519405,-10.368479321037716,157.17674123970454
6989,10,-117.480374590315,-117.480316196435,35.6464337850912,35.6465608458064,6.305577842435527,6.310876243400894,-10.379242631262205,-10.365148685899122,158.9780923755852
6990,3,-117.480359216405,-117.480350217788,35.6465550406826,35.6465703804188,6.306969419972842,6.307785580034062,-10.365791212794628,-10.364089809625701,153.8775685468327
6991,2,-117.480342896408,-117.480337482489,35.6465678767062,35.6465755533192,6.308447022010687,6.308937933705414,-10.364366206090533,-10.363514814980146,150.0322721058079
6992,2,-117.480563542374,-117.480556737204,35.6464685007208,35.646483698364,6.2884715807261164,6.289089078751226,-10.375406284340045,-10.373720504536529,159.88231088465184
6993,2,-117.480542111529,-117.480529079453,35.6464819123104,35.6464916798472,6.290411826044833,6.291592834329543,-10.373916463316785,-10.37283356633745,132.51851431882665
6994,2,-117.480498775898,-117.480480793054,35.6464906824991,35.6465221956429,6.294334095361955,6.295965174173874,-10.372940293544097,-10.36944498618634,154.9839763845406
6995,4,-117.480487582936,-117.48046700285,35.6465098506491,35.6465378249607,6.295346779906042,6.297212570201255,-10.370812655768551,-10.367710099861792,149.0050091674978
6996,2,-117.480461197726,-117.480448673767,35.6465163815258,35.6465356459034,6.297736281653968,6.298872018895629,-10.370086863038486,-10.367950236647864,152.0068399754165
6997,3,-117.480433903302,-117.480421827206,35.6465291051342,35.6465505656561,6.300207010729041,6.301302360516954,-10.36867342451928,-10.366293102094529,155.26948551978538
6998,4,-117.480410604566,-117.480406999184,35.6465367466736,35.6465611497773,6.302317015201279,6.302642731870908,-10.367824684650829,-10.365117040860849,0.5686956618522918
6999,6,-117.48039620642,-117.480382775944,35.6465247335297,35.6465633585123,6.3036199973998155,6.304839356011926,-10.369155957322981,-10.364871283297461,163.25025143685352
7000,2,-117.480407431758,-117.480404303915,35.6465604258231,35.6465746405073,6.3026024957568545,6.302886883937395,-10.365197192303373,-10.363620239050686,169.77714302993064
7001,2,-117.480517329811,-117.48051688015,35.6465189032248,35.6465279953707,6.292653317198584,6.292694753954989,-10.369811448737293,-10.368802681680028,177.64780451745736
7002,2,-117.480502139362,-117.480492735152,35.6465338211789,35.6465487427303,6.294027401719008,6.294880258957222,-10.368154717112441,-10.366499737400899,152.73668506923113
7003,4,-117.480460937822,-117.480447555011,35.6465352672888,35.6465588583047,6.297757996632935,6.298971854777592,-10.36799136953881,-10.365374747124044,155.51857133015798
7004,7,-117.480566605464,-117.480481115011,35.6465352798793,35.6466713212246,6.28817946071084,6.295932143355266,-10.367992153895658,-10.352903484140361,152.80288667827722
7005,9,-117.48074849065,-117.480555363939,35.6466477392019,35.646908637024,6.271688616748014,6.289199389770803,-10.355519247281345,-10.326584348921335,148.77473081567567
7006,3,-117.480588409527,-117.480574772208,35.6467024728409,35.6468054964765,6.286194275065789,6.287437403655974,-10.34944765894496,-10.338017806905928,173.79284327790197
7007,3,-117.480608691038,-117.480606465216,35.6467634684594,35.6468612598393,6.284353129478641,6.284562373041257,-10.34268207473949,-10.331832023333442,178.8951957789407
7008,7,-117.480659522519,-117.480626113604,35.6468749852924,35.6470288826769,6.279737447137702,6.282774197405419,-10.330310265791232,-10.313236928397519,170.73096167921074
7009,9,-117.480679085471,-117.480657944209,35.6469876073922,35.6470999264205,6.2779659512619315,6.279873875602644,-10.317817897009549,-10.305354530913979,8.005045279344152
7010,6,-117.480700498329,-117.480688772069,35.6469395179445,35.6470055785447,6.276029483385297,6.277089376346758,-10.323154399364435,-10.315824631701961,0.022257718043739674
7011,6,-117.480735259824,-117.480704433763,35.6469799460677,35.6470738937452,6.2728812736938035,6.27566564719896,-10.318671589729737,-10.308245893409792,15.467936038472615
7012,4,-117.480774893846,-117.480769505109,35.6469306919979,35.6469795953321,6.26929350373198,6.2697837406629535,-10.324138637722296,-10.31871274918343,179.08547152572245
7013,5,-117.480783812423,-117.480776000912,35.6469337092233,35.6469682674716,6.2684850772766705,6.2691952195974245,-10.32380428400829,-10.319970460196565,168.9620934902097
7014,5,-117.481713288737,-117.48170695751,35.6477630217461,35.6478134925986,6.184242941099765,6.184820208246045,-10.231849068026225,-10.226249600872917,174.1181085705454
7015,4,-117.481752572923,-117.481744209228,35.6478653816821,35.6479079663796,6.180681252015861,6.181435409052519,-10.22049485270167,-10.215769448381709,9.080072216710125
7016,8,-117.481758637951,-117.481754444412,35.6479268899141,35.647985934903,6.180127245219164,6.180505004092605,-10.213670743821314,-10.207119388069438,1.99038271583108
7017,4,-117.48232241125,-117.482314597041,35.6484810152867,35.6485498242151,6.129023929148835,6.129735693262027,-10.152224016574126,-10.144589783775249,176.7524580640442
7018,13,-117.482311853209,-117.482305228803,35.6483107556369,35.6484835756565,6.129984866636111,6.130589280726361,-10.171114512342932,-10.151939715962616,179.93466064243884
7019,3,-117.482298486586,-117.482295320972,35.6484451719072,35.6484826070867,6.131195230514687,6.131481253536031,-10.156199827271418,-10.152046198556441,1.9035634297925896
7020,2,-117.482250384548,-117.482245960782,35.648362007101,35.6483944537411,6.135560020256732,6.135958163599253,-10.165424259216019,-10.16182394730499,6.310458496720191
7021,9,-117.482341881573,-117.48233148451,35.6483121909549,35.6484375834278,6.127277648606923,6.128209647381731,-10.170957199468459,-10.157043943774427,3.741225278659783
7022,3,-117.482322194514,-117.482316650193,35.648374272055,35.6483963072438,6.129055809132687,6.12955623089001,-10.16406791805383,-10.161622712874223,11.618580736471388
7023,4,-117.482321820396,-117.482317879566,35.6483522674432,35.6483771417917,6.129090202236369,6.1294463611909,-10.166509217617483,-10.163749244208978,1.299884424570281
7024,3,-117.482326242362,-117.482312437769,35.6483296755741,35.6483640593539,6.128692635544703,6.12994018273527,-10.169016261214223,-10.165200433408534,18.081815880121347
7025,5,-117.48233367346,-117.482326176712,35.6482798288511,35.6483513141619,6.128020484099791,6.128696927045389,-10.174546980584868,-10.166615402004885,0.8993480108914395
7026,10,-117.482306084059,-117.482293989076,35.6482621301932,35.6483764942798,6.130523382249539,6.131609987332927,-10.176509330347566,-10.163819595254752,4.7199650809535365
7027,3,-117.482279731225,-117.482269764938,35.6481986254663,35.6482548546779,6.1329120177774685,6.133817386364909,-10.18355306873001,-10.177314577370804,176.0616698496493
7028,10,-117.479831522107,-117.479823876071,35.6470047547656,35.6470813428298,6.354722086089668,6.355417711448748,-10.315860381732243,-10.307363067836858,176.9250106351236
7029,7,-117.479539554507,-117.479523596936,35.6475198657492,35.6475755877432,6.381121526769999,6.382571130139757,-10.258688065847899,-10.252506610380843,166.95321529477314
7030,13,-117.479535087574,-117.479524070879,35.6473775174585,35.6475136910041,6.381541829716063,6.382532485744054,-10.274482707174394,-10.259373683311683,1.5963621972749846
7031,3,-117.47959067467,-117.47957890884,35.6474734400473,35.6475070423162,6.376497374267209,6.3775655984642805,-10.263842707051218,-10.26011521667636,164.00806223976207
7032,3,-117.479636640818,-117.479633738706,35.6474999439673,35.6475246411493,6.372333132615896,6.372597919980619,-10.260905592486251,-10.258165567536167,174.48025646036285
7033,3,-117.479671644231,-117.479657153455,35.6474561631715,35.6474897060851,6.369165885904911,6.370480882625373,-10.265764699663844,-10.262043970871355,160.52768015140316
7034,4,-117.479646386771,-117.479644236492,35.6474450583428,35.6474719489713,6.371454694654753,6.371650618650825,-10.266995983498964,-10.26401252743264,176.80595941294914
7035,3,-117.479555045329,-117.479547136691,35.6474260925402,35.6474605743461,6.379728498204687,6.380446755766784,-10.269093965211608,-10.265268479166632,172.29634086792234
7036,5,-117.479612888824,-117.47959737372,35.6474685783123,35.6474995473663,6.374486184441677,6.375893745075128,-10.264383328027687,-10.260948242622133,157.72923723346057
7037,14,-117.479695530224,-117.479662568273,35.6471722741812,35.6473838900545,6.367025093515326,6.369996240312649,-10.297265273715924,-10.273783931769849,6.914259638140977
7038,2,-117.479738576274,-117.479735316232,35.6472091643715,35.6472217998462,6.3631255619059255,6.363421805635839,-10.293174895417255,-10.291773169681665,168.06658932646914
7039,6,-117.479722249082,-117.479707619811,35.6471894584268,35.6472224122846,6.3646045872481265,6.365930160197537,-10.295359655647442,-10.291703946776178,170.45384146813444
7040,3,-117.479729051554,-117.479722758998,35.6471755719951,35.6472098757353,6.363991823322588,6.364558977134643,-10.296901646232417,-10.293095153768645,8.477281457318007
7041,5,-117.479743258145,-117.479737509678,35.6471527292151,35.6472008519378,6.362703217214974,6.363226428701005,-10.29943665841768,-10.294097695217314,174.22655660058916
7042,3,-117.479753102124,-117.479745840098,35.647131332545,35.6471424976282,6.361817226771226,6.362474016511271,-10.301811681122553,-10.300572416983858,27.922857064819357
7043,3,-117.479749839384,-117.479747090156,35.6471179991964,35.647136409218,6.362113770337128,6.362361899171239,-10.30329083753362,-10.301248103714833,3.7882987838121944
7044,7,-117.479766326655,-117.479745163808,35.647064993155,35.6471236118653,6.360620177277929,6.362541413553002,-10.309171685300798,-10.302669166521273,163.6582749232281
7045,3,-117.479759847939,-117.479758096059,35.6471159586346,35.6471300914806,6.361206399532235,6.361365648363306,-10.303517891037531,-10.30194981743366,179.90841696543288
7046,3,-117.479772040947,-117.479765824833,35.6470957796466,35.6471131239716,6.360104877591576,6.360666456056704,-10.305757589967406,-10.303832791637848,16.259999138882637
7047,3,-117.479824826654,-117.479810084068,35.6470312209142,35.6470756096517,6.355329525408969,6.35666115075718,-10.312923958957356,-10.307997964712547,15.126968883171935
7048,6,-117.47947086339,-117.479453070303,35.6476389953434,35.6477650533146,6.38733736033082,6.388941396054758,-10.245466913013681,-10.231479387154481,6.024267963528588
7049,3,-117.479398404113,-117.47939388412,35.6477113053325,35.6477482198046,6.393890786559195,6.394302329547227,-10.237439191386484,-10.233343471719683,179.03311681073112
7050,2,-117.479383388133,-117.479365273988,35.6477594676254,35.6478126157597,6.395249781104782,6.39688601151062,-10.232094520007207,-10.226196422711094,15.504900394646105
7051,5,-117.479335455167,-117.47929806945,35.6478326571515,35.6480176989577,6.399584890591734,6.402958480855513,-10.22397083711742,-10.203437661940455,8.943077899213016
7052,2,-117.57769678318,-117.577696317331,35.6135889584637,35.6135892948101,-2.509371610096545,-2.5093293929387976,-14.025333005749731,-14.025295699399752,48.533693675161174
7053,3,-117.479224091219,-117.479210608583,35.6480289000138,35.648092891274,6.409649526754859,6.4108752580265715,-10.202189059367248,-10.195089950497112,170.17416012444968
7054,8,-117.479240371646,-117.479215880409,35.6480176611861,35.6481872931091,6.408181141665709,6.41038945875621,-10.203437978222848,-10.184615641500546,5.2075273830482764
7055,3,-117.479198731236,-117.479190652626,35.6481843532254,35.6482423361149,6.411938878262722,6.412665859965752,-10.184940363851975,-10.178506490592174,6.446673479330957
7056,4,-117.479185950971,-117.479172473731,35.6482447130231,35.6483319535569,6.413091463041573,6.41430501541831,-10.17824245957315,-10.16856202507268,7.145281207753146
7057,5,-117.47901298706,-117.479002230269,35.6484394756014,35.6485183479435,6.428733551341361,6.429714033457254,-10.156621049381016,-10.147870671336534,173.6015693049408
7058,7,-117.478987708916,-117.478979872223,35.6484617922779,35.6485666271482,6.431027328969513,6.431728627638683,-10.154144007376559,-10.142511804225398,3.452632006503875
7059,14,-117.478957335213,-117.478943426298,35.6485754836717,35.6486987042819,6.433766714237513,6.435023178021035,-10.141527584196194,-10.127855877816275,179.22140097130014
7060,7,-117.478920083495,-117.478912325044,35.6487932041431,35.6488230778228,6.4371250268600715,6.437826057897557,-10.11736860313632,-10.114053557144908,10.83902410197709
7061,3,-117.478914106601,-117.478904221253,35.6488162654583,35.6488369930328,6.437662789312468,6.438559687959043,-10.114808852416575,-10.112509724668804,158.6273516409324
7062,3,-117.480030600532,-117.480022423896,35.6461987301873,35.6462086164345,6.336758872255126,6.337500168194371,-10.40530362232399,-10.404207246863601,145.89330829331513
7063,2,-117.480062347499,-117.480053155529,35.6461832654454,35.6461913665384,6.333885080186413,6.3347181883573205,-10.40702145683758,-10.406123213885124,137.1544959239929
7064,2,-117.480074628641,-117.480058373395,35.6461960214293,35.6462092117857,6.3327714326742806,6.3342446261066,-10.405606485928795,-10.40414403239141,134.79038763407357
7065,3,-117.479995717628,-117.479985634429,35.6460515237588,35.6460582201108,6.339929922818587,6.340843635949323,-10.421634159673447,-10.420891834319837,129.08500435160687
7066,3,-117.479964902358,-117.479957129518,35.6460959574625,35.6461102557838,6.342716587894063,6.343421664783221,-10.416702290073411,-10.415116358629797,156.031149336015
7067,2,-117.480179111876,-117.480173146673,35.6462930546808,35.6463011845521,6.32330168712121,6.323842564472904,-10.394847809069335,-10.393946164213336,149.04136300949716
7068,2,-117.480178839382,-117.480175500199,35.6462895689085,35.6462945943201,6.323326885111262,6.323629693205338,-10.395234715649798,-10.394677349030458,151.485496112235
7069,3,-117.480207078993,-117.480199414971,35.6463229058775,35.6463310735203,6.320766500449523,6.321461233138868,-10.391537437616,-10.390631711156605,142.30631610157124
7070,3,-117.480207496279,-117.480205059116,35.6463123559305,35.646326180309,6.320729094828831,6.320950322100672,-10.392708353409915,-10.391174651798504,172.29235330853848
7071,9,-117.480137981383,-117.480110753508,35.6462072305793,35.6462610181316,6.3270298228855895,6.329499951271889,-10.404366181943479,-10.398400076677774,156.89952121668858
7072,2,-117.48016354731,-117.480156924702,35.6462682315936,35.6462799110891,6.3247129636867525,6.325313658963008,-10.397600946199729,-10.396305504301472,155.12288636095425
7073,4,-117.480161290911,-117.480142151539,35.6462424012659,35.6462853196119,6.324916887004966,6.326653623023069,-10.400465932248224,-10.395705270079715,159.9726998740227
7074,2,-117.480372386077,-117.480366077333,35.6461620711227,35.6461823211573,6.305808826454118,6.306378583748134,-10.409393572026222,-10.407146375899785,14.227056322840593
7075,2,-117.480376995102,-117.480374545349,35.6461729789999,35.6461896686184,6.305389241180114,6.305612414773102,-10.40818345508015,-10.4063318584493,173.12727291937742
7076,4,-117.480380149924,-117.480376611092,35.6461973866001,35.6462366581953,6.305102918742355,6.305420324018788,-10.405475732138315,-10.40111822528109,4.1673126660816395
7077,7,-117.480381585242,-117.480372704437,35.6462377751532,35.6462739494833,6.304966909654111,6.305773224430716,-10.400994145008893,-10.396980985119264,170.1418513731374
7078,3,-117.480348374178,-117.480342698557,35.6462229417354,35.6462371357353,6.307977553262232,6.308492680661683,-10.40263792124221,-10.401063426952042,161.9039891866601
7079,2,-117.48036191527,-117.480361712923,35.6462452826937,35.6462559981159,6.306749725221518,6.306768893470112,-10.400160359031188,-10.398971469719687,179.07631048004615
7080,3,-117.480362917115,-117.480349545995,35.6462640857191,35.646279411066,6.3066571520923675,6.3078693080654675,-10.398073335605268,-10.396373809975374,144.558464999823
7081,2,-117.480741260101,-117.48073125964,35.6460754052558,35.6460917962994,6.272407337893256,6.273314310292778,-10.419032355186287,-10.417214367878916,153.48593304173048
7082,2,-117.397386013454,-117.397368352567,35.5914341760464,35.5914621485593,13.830870145084761,13.832475505672743,-16.47304768269356,-16.469946580612348,152.6305624312368
7083,2,-117.397478677799,-117.397468749283,35.5914344422458,35.5914487216812,13.822474618174734,13.823376861874856,-16.47303228346463,-16.471449357576596,150.3175170340348
7084,3,-117.580158402089,-117.579250345827,35.6115195051211,35.6121651347132,-2.732468551786611,-2.6501738077578505,-14.254876942721161,-14.183268053033846,48.96113751616927
7085,2,-117.397470859992,-117.397404700466,35.5914758047646,35.5915656425404,13.823162994597132,13.829174256691394,-16.468434037082453,-16.458475724250643,148.88302901489052
7086,2,-117.397560096121,-117.397495159674,35.5914597024034,35.5915236001341,13.815083086020806,13.820979035004134,-16.47023335071733,-16.463152944660134,140.21539775098066
7087,12,-117.571215933968,-117.571213937473,35.6195192849871,35.6195261612035,-1.9220544806317674,-1.9218735413889017,-13.367498227624926,-13.366735320998384,8.162817660854452
7088,53,-117.569491055868,-117.56948433973,35.6217294633441,35.6217506073048,-1.7657408567430424,-1.7651319608211034,-13.122306933131947,-13.119961089091866,13.801771875503936
7089,13,-117.569492560433,-117.569491055868,35.6217252805973,35.6217294633441,-1.7658772508900227,-1.7657408567430424,-13.122770990209654,-13.122306933131947,16.2184209810871
7090,49,-117.569482980855,-117.569473488511,35.6217547288977,35.6217757667383,-1.7650087664996479,-1.7641483703768024,-13.119503814529521,-13.117169794552751,20.312012071612664
7091,75,-117.569495671188,-117.569490702434,35.6217224909003,35.6217349510072,-1.7661591229544156,-1.765708801534221,-13.123080456728875,-13.12169806916862,16.304073629379374
7092,2,-117.397648769275,-117.397590032754,35.5914498458338,35.5915149585485,13.807048447360577,13.812382722372421,-16.4713402982712,-16.464124210741712,143.52745330093757
7093,27,-117.569492560433,-117.56948935525,35.6217217093894,35.6217252805973,-1.7658772508900227,-1.765586963828716,-13.12316728052182,-13.122770990209654,162.3761417964406
7094,32,-117.569494247561,-117.569490179928,35.6217852069218,35.6217934078396,-1.7660287561468473,-1.7656600962688616,-13.116122014714366,-13.11521217897243,21.578962881537464
7095,41,-117.569463114831,-117.569457416726,35.6217922198351,35.6218044847892,-1.7632082331993877,-1.7626917593810565,-13.1153444768261,-13.11398375789417,21.406027407232536
7096,33,-117.577353313205,-117.577348879547,35.6142840723521,35.6142981089706,-2.478231208786349,-2.4778291083762913,-13.948217556731514,-13.94666027394387,12.906291597462864
7097,21,-117.577366105162,-117.577365048458,35.6142625461796,35.6142694098054,-2.4793908127231212,-2.4792949103834876,-13.950605599222635,-13.9498440917104,6.333318670152069
7098,25,-117.577377808939,-117.577376662303,35.6142279222809,35.614235903764,-2.480452302113334,-2.4803482598306648,-13.954446887633983,-13.953561337927463,7.626746513129238
7099,21,-117.577130996298,-117.577130326303,35.6143653674678,35.6143748481208,-2.4580865784377397,-2.458025927475887,-13.939203307821199,-13.938151402666284,179.52169424419307
7100,50,-117.577159414875,-117.577154865205,35.6143471606929,35.6143706177099,-2.4606619099117877,-2.4602491721606614,-13.94122266966668,-13.93862016992517,7.330428941095929
7101,18,-117.577121227862,-117.577118796995,35.6143910808837,35.6143983680903,-2.4572008482714405,-2.456980387072306,-13.936350587513491,-13.93554211916389,10.611100528321407
7102,25,-117.57712663009,-117.577123121835,35.6143805588158,35.6143904162847,-2.4576906158199767,-2.457372463799221,-13.937517895387556,-13.93642427861498,15.747515397287174
7103,52,-117.577111903691,-117.577102829532,35.6144046633446,35.6144224798136,-2.456355656669061,-2.455532987054011,-13.934843821408625,-13.932867277862558,23.47682864337129
7104,34,-117.57713104666,-117.577127540204,35.6143723668912,35.6143852964443,-2.458090614875378,-2.457773239468171,-13.938426762328707,-13.936992136106369,171.19933687421195
7105,14,-117.577107476329,-117.577104670444,35.6144330189687,35.6144388780518,-2.4559536672126345,-2.4556992730834346,-13.931697822702645,-13.931047816664814,21.5930848053548
7106,67,-117.577095150221,-117.57708077186,35.6144453945394,35.6144672912325,-2.4548365359278006,-2.4535331786387653,-13.93032503824677,-13.927895918609586,25.757348897424272
7107,5,-117.57707573116,-117.577074355197,35.6144772746066,35.6144787135219,-2.4530761832654804,-2.452951476283842,-13.926788370540992,-13.926628754573603,38.00108181515788
7108,12,-117.577079860847,-117.57707573116,35.6144725441726,35.6144772746066,-2.4534504797755368,-2.4530761832654804,-13.927313117853002,-13.926788370540992,36.453276863561065
7109,30,-117.577074463116,-117.577065197401,35.6144735235343,35.6144850789233,-2.4529614124226966,-2.452121580477691,-13.927204590699116,-13.925922730128484,32.80013876062493
7110,11,-117.577049854067,-117.577048748801,35.6145088929711,35.6145128248071,-2.450730618918522,-2.4506305247801485,-13.923280924474318,-13.922844655520711,168.84426392411254
