event_time,latitude,longitude,depth_km,magnitude,elapsed_hr_since_64,x_km,y_km
2019-07-06 00:36:47.320000+00:00,35.71337679518505,-117.46424148145128,3.33621653,0.74,31.049522222222222,7.213463797694566,3.262324126711908
2019-07-06 00:36:56.940000+00:00,35.64957879518505,-117.55700988206952,7.89434729,0.76,31.052194444444442,-1.1819794247688638,-3.8191115276862266
2019-07-06 00:37:11.130000+00:00,35.57494979518505,-117.62818852020231,5.433827660000001,0.87,31.056136111111112,-7.635071340703671,-12.09614335729063
2019-07-06 00:38:03.300000+00:00,35.74603479518505,-117.55698484147273,6.529811330000001,1.35,31.070627777777776,-1.178292072674486,6.883010133978384
2019-07-06 00:38:12.880000+00:00,35.73115879518505,-117.57214476599071,4.591879940000001,1.21,31.07328888888889,-2.550010178179425,5.232743859499578
2019-07-06 00:38:34.030000+00:00,35.65791679518505,-117.51945348235736,3.26363483,1.13,31.07916388888889,2.2189307150975375,-2.893790570838047
2019-07-06 00:38:53.200000+00:00,35.77095779518505,-117.5599976450884,6.399164270000001,1.8,31.084488888888888,-1.4503537935083028,9.6483702159674
2019-07-06 00:39:33.060000+00:00,35.57151879518505,-117.60486427417004,7.023366890000001,1.23,31.095561111111113,-5.521079221811696,-12.478377200341257
2019-07-06 00:39:54.080000+00:00,35.74707679518505,-117.58383991683522,7.081432250000001,0.93,31.101399999999998,-3.6073377483777747,6.999279063802641
2019-07-06 00:40:25.210000+00:00,35.71728779518505,-117.53015176387808,4.30155314,1.0,31.11004722222222,1.249259614336645,3.693424162285799
2019-07-06 00:41:08.730000+00:00,35.74059479518505,-117.5515314480884,6.943527020000001,0.96,31.12213611111111,-0.6850688307318147,6.279367265996431
2019-07-06 00:41:15.770000+00:00,35.63627779518505,-117.55316792498574,8.04676886,2.08,31.124091666666665,-0.8341866689149817,-5.294928752155011
2019-07-06 00:42:00.050000+00:00,35.724257795185046,-117.51769226734108,3.2055694700000004,0.97,31.136391666666665,2.3764427860739232,4.467002398303806
2019-07-06 00:42:20.110000+00:00,35.63027979518505,-117.56917549360055,6.00722309,0.71,31.141963888888892,-2.2842573071135512,-5.9601661503711325
2019-07-06 00:42:45.540000+00:00,35.73563079518505,-117.5506850892174,5.353987790000001,0.66,31.14902777777778,-0.6085466050767445,5.728585273468007
2019-07-06 00:43:33.960000+00:00,35.666046795185046,-117.51006306790836,5.5499583800000005,0.97,31.162477777777777,3.0689353693672152,-1.9914920303720094
2019-07-06 00:44:11.730000+00:00,35.74357279518505,-117.3981796634243,0.9482786,0.69,31.172969444444444,13.186339988089477,6.619552413202011
2019-07-06 00:44:43.040000+00:00,35.65941779518505,-117.4784305904469,8.24999762,0.83,31.18166666666667,5.933502514207238,-2.7255485308465532
2019-07-06 00:45:10.960000+00:00,35.71171279518505,-117.5090413613046,8.67822965,0.97,31.189422222222223,3.1596417415033655,3.075331087820651
2019-07-06 00:45:30.770000+00:00,35.76859379518505,-117.61309747391628,4.70075249,0.88,31.194924999999998,-6.252022185495834,9.388156592279671
2019-07-06 00:45:52.330000+00:00,35.71694979518505,-117.53575873946778,3.5612198000000004,1.37,31.200913888888888,0.7419189057762376,3.6558649428973506
2019-07-06 00:46:03.420000+00:00,35.65870179518505,-117.53275953888551,7.86531461,1.29,31.203994444444447,1.0140377969921877,-2.806911650430907
2019-07-06 00:46:20.690000+00:00,35.69178679518505,-117.5061339233439,2.26200737,1.08,31.208791666666666,3.4235894329340946,0.8645695135670207
2019-07-06 00:46:54.320000+00:00,35.67380979518505,-117.50326862724611,5.49189302,2.19,31.218133333333334,3.6837628344460223,-1.129931212581192
2019-07-06 00:48:45.580000+00:00,35.66654679518505,-117.48398910392775,5.985448580000001,0.89,31.249038888888887,5.4296977024645265,-1.93488778755291
2019-07-06 00:49:02.770000+00:00,35.59736179518505,-117.6052241283615,0.63617729,0.89,31.25381388888889,-5.55191406420477,-9.611042264787203
2019-07-06 00:49:21.070000+00:00,35.66194479518505,-117.4745897724386,7.814507420000001,1.6,31.25889722222222,6.2810897153452645,-2.44493225762835
2019-07-06 00:50:17.260000+00:00,35.72721979518505,-117.54508548134726,4.7370433400000005,1.09,31.274505555555557,-0.10199624918781637,4.795330667386378
2019-07-06 00:50:41.600000+00:00,35.760902795185046,-117.57344891716588,5.33221328,2.0,31.281266666666667,-2.667003216304452,8.533003151254931
