event_time,latitude,longitude,depth_km,magnitude,event_time_raw,within_intermainshock_window,x_m,y_m
2019-07-04T17:49:36.000000+0000,35.76567579518505,-117.5711622626578,4.649945300000001,2.62,2019-07-04 17:49:36.000000+00:00,True,448370.3753895886,3958109.3925009375
2019-07-04T17:50:13.640000+0000,35.68669279518505,-117.47127855596212,9.5855009,2.16,2019-07-04 17:50:13.640000+00:00,True,457357.2576207318,3949301.32044549
2019-07-04T17:50:35.880000+0000,35.63626479518505,-117.60647192405062,10.9645532,2.27,2019-07-04 17:50:35.880000+00:00,True,445089.89698285545,3943775.4503340567
2019-07-04T17:50:46.620000+0000,35.70494979518505,-117.4997958730938,15.892850630000002,2.8,2019-07-04 17:50:46.620000+00:00,True,454787.2084839353,3951338.966888531
2019-07-04T17:50:48.680000+0000,35.67456279518505,-117.49508168151252,2.0297459300000003,2.85,2019-07-04 17:50:48.680000+00:00,True,455196.6797524961,3947966.577369464
2019-07-04T17:51:46.280000+0000,35.67513279518505,-117.509184722592,6.972559700000001,3.67,2019-07-04 17:51:46.280000+00:00,True,453920.71627460205,3948036.319274051
2019-07-04T17:52:41.420000+0000,35.72128679518505,-117.51541405271608,6.508036820000001,2.97,2019-07-04 17:52:41.420000+00:00,True,453383.8514408547,3953158.221205777
2019-07-04T17:53:14.740000+0000,35.70113779518505,-117.47822159798308,2.545076,2.41,2019-07-04 17:53:14.740000+00:00,True,456736.82715007995,3950906.4549957286
2019-07-04T17:53:25.320000+0000,35.64664479518505,-117.53780467089724,10.06454012,2.15,2019-07-04 17:53:25.320000+00:00,True,451313.40531463927,3944890.5184509954
2019-07-04T17:54:03.360000+0000,35.67506779518505,-117.50409071790745,12.68473949,2.29,2019-07-04 17:54:03.360000+00:00,True,454381.6712208865,3948026.7327984967
2019-07-04T17:54:21.660000+0000,35.72384279518505,-117.60426523735958,4.09106621,1.9,2019-07-04 17:54:21.660000+00:00,True,445349.44504569256,3953487.5566746634
