b_fixed_mc,n_fixed_mc,b_dynamic_mc,n_dynamic_mc,b_fixed_method,b_dynamic_method,b_fixed_error,b_dynamic_error,window_name
1.0659302164255202,265,0.7994150039415673,855,seismostats,seismostats,,,background_reference
