node_id,x_km,y_km,n_total,n_ge_mc,mean_mag_ge_mc,b_value,b_boot_mean,b_boot_std,b_ci_low,b_ci_high,reliability_class,valid_flag,window_name,radius_km,longitude,latitude,is_low_abs,is_low_q20,dist_to_mw71_km,dist_to_mw64_km
2382,0.0,4.0,1386,473,2.1526849894291757,0.6603381389017086,0.661735594530853,0.030059219499984358,0.6092301619174066,0.7242829913492875,robust,1.0,full_interevent,5.0,-117.54357659758901,35.75751829108896,True,False,4.916484725608997,7.427382906469277
2383,1.0,4.0,1396,477,2.141823899371069,0.6714261521961888,0.6733394861638278,0.029307005747621843,0.6208703618265261,0.7362840198302718,robust,1.0,full_interevent,5.0,-117.53251940894259,35.75751778319662,True,False,5.838151113787469,6.868642825062875
2384,2.0,4.0,1299,445,2.13,0.683928317957877,0.6887229472828442,0.030208950174671085,0.6308093644479942,0.7474145038737852,robust,1.0,full_interevent,5.0,-117.52146222057719,35.757516259519655,True,False,6.782049454087545,6.4179819006649925
2385,3.0,4.0,972,319,2.122131661442006,0.6925092585895748,0.6935487131564206,0.036166132283005976,0.622249469878371,0.7635295485609825,robust,1.0,full_interevent,5.0,-117.51040503277375,35.75751372005814,True,False,7.740050462882039,6.09940399516536
2386,4.0,4.0,557,181,2.0931491712707184,0.7260638361842567,0.7342844341174403,0.050082667088163904,0.6443882725528784,0.834422156330954,robust,1.0,full_interevent,5.0,-117.4993478458133,35.75751016481227,True,False,8.707500648190143,5.934219958445664
2387,5.0,4.0,274,100,2.1391,0.6742656138848809,0.6783020859113016,0.05649236025620846,0.583803697691995,0.7964001531782874,robust,1.0,full_interevent,5.0,-117.48829065997683,35.7575055937822,True,False,9.681567740221778,5.935250957978995
2388,6.0,4.0,94,31,2.135806451612903,0.677731132091659,0.6921056774989213,0.12002043874536597,0.508229609665787,0.9808170128060834,exploratory,1.0,full_interevent,5.0,-117.4772334755453,35.757500006968264,True,False,10.660438090377633,6.102412748509092
2429,-9.0,5.0,140,42,2.3452380952380953,0.5107916057109094,0.5194015112109562,0.05958477781542729,0.4178276032921116,0.6503785295875012,exploratory,1.0,full_interevent,5.0,-117.64310248291429,35.76648983991258,True,True,4.669861063412319,15.161897796941822
2430,-8.0,5.0,182,45,2.392666666666667,0.48380373030440216,0.4898434486800135,0.05563466469007285,0.39624022876567694,0.609647946800831,exploratory,1.0,full_interevent,5.0,-117.63204405758417,35.76649847566583,True,True,3.704023315510544,14.279194032713647
2431,-7.0,5.0,361,104,2.181923076923077,0.6322316085937595,0.6351702171971599,0.05783787800736188,0.5334936119573401,0.7563987875813187,robust,1.0,full_interevent,5.0,-117.6209856300049,35.76650609544938,True,True,2.7626029559306957,13.412964610512498
2432,-6.0,5.0,566,178,2.1712359550561797,0.6422232930030641,0.6486629060397079,0.046925800297498835,0.5679665811598816,0.7462301679558003,robust,1.0,full_interevent,5.0,-117.60992720045755,35.76651269926275,True,False,1.8825943435558044,12.566616770707876
2433,-5.0,5.0,744,230,2.1866521739130436,0.6279087932973844,0.6311931428165413,0.039622633172995136,0.5587450064922911,0.7111684096974291,robust,1.0,full_interevent,5.0,-117.59886876922332,35.76651828710553,True,True,1.2067923734676165,11.744449517998369
2434,-4.0,5.0,839,263,2.17680608365019,0.6369765426236247,0.637274311884607,0.037992923027435,0.5702504445123838,0.710919021824566,robust,1.0,full_interevent,5.0,-117.58781033658335,35.76652285897735,True,True,1.1698436660216167,10.951909965836455
2435,-3.0,5.0,1024,327,2.1788379204892965,0.6350839415171763,0.6382338221641333,0.0353287548680836,0.5705054133324904,0.7113074189739279,robust,1.0,full_interevent,5.0,-117.57675190281878,35.766526414877966,True,True,1.8112759516987436,10.195909440494436
2436,-2.0,5.0,1161,382,2.16282722513089,0.6503096393204587,0.6534101717653024,0.03331064936145611,0.591342546983089,0.7250852089565178,robust,1.0,full_interevent,5.0,-117.56569346821078,35.76652895480714,True,False,2.681959534272186,9.485188808755433
2437,-1.0,5.0,1227,410,2.138390243902439,0.6750094301540365,0.6777952799490201,0.030489286156855682,0.6197526196027746,0.7413464851711511,robust,1.0,full_interevent,5.0,-117.55463503304047,35.76653047876471,True,False,3.6200957603003787,8.83068763781819
2438,0.0,5.0,1203,402,2.1331592039800995,0.6805425342056102,0.6814596492269342,0.03382481636539054,0.6253027000701258,0.7542979452008987,robust,1.0,full_interevent,5.0,-117.54357659758901,35.76653098675057,True,False,4.58446067537023,8.245803876863112
2439,1.0,5.0,1152,384,2.1026822916666665,0.7146735849618544,0.7164891084175034,0.034694286235571754,0.6531796056619252,0.7832256489711525,robust,1.0,full_interevent,5.0,-117.53251816213755,35.76653047876471,True,False,5.561426620417405,7.746322933796812
2440,2.0,5.0,980,326,2.112852760736196,0.7029093491235238,0.7025232252679824,0.03902884679747855,0.6305571285915245,0.7819562108599977,robust,1.0,full_interevent,5.0,-117.52145972696724,35.76652895480714,True,False,6.545353498823318,7.3496772999664515
2441,3.0,5.0,617,194,2.1391237113402064,0.6742407929675962,0.6778460807211811,0.04679582955699526,0.5950252115583264,0.7753600063315857,robust,1.0,full_interevent,5.0,-117.51040129235923,35.766526414877966,True,False,7.533514372112789,7.073188378137392
