time,latitude,longitude,depth_km,magnitude
2019-07-05 11:08:39.870000+00:00,35.75587779518505,-117.56769455352104,6.718523750000001,3.91
2019-07-05 11:09:49.120000+00:00,35.75374579518505,-117.55997139926156,4.962046610000001,3.39
2019-07-05 11:10:09.060000+00:00,35.752569795185046,-117.5789823141798,6.580618520000001,3.33
2019-07-05 11:10:30.790000+00:00,35.75010379518505,-117.56596913578456,5.506409360000001,3.11
2019-07-05 11:10:50.470000+00:00,35.77210879518505,-117.55933072843705,6.079804790000001,2.9
2019-07-05 11:11:31.520000+00:00,35.74763379518505,-117.56561895712176,5.252373410000001,3.0
2019-07-05 11:12:18.800000+00:00,35.74840679518505,-117.56198201303292,5.12172635,2.87
2019-07-05 11:12:50.420000+00:00,35.74857779518505,-117.56684802540164,5.1435008600000005,2.68
2019-07-05 11:13:23.160000+00:00,35.75162179518505,-117.57416424559706,6.283033550000001,2.33
2019-07-05 11:13:29.910000+00:00,35.73281079518505,-117.49579388538548,4.766076020000001,2.26
2019-07-05 11:13:40.290000+00:00,35.755299795185046,-117.56695451169864,6.50077865,2.19
2019-07-05 11:14:02.540000+00:00,35.70025079518505,-117.52087253397602,3.924128300000001,2.11
2019-07-05 11:14:17.360000+00:00,35.74058679518505,-117.53439344750996,5.477376680000001,2.21
2019-07-05 11:15:06.290000+00:00,35.75314779518505,-117.57890935599656,6.1596446600000005,1.95
2019-07-05 11:15:25.450000+00:00,35.75803879518505,-117.57243170989535,6.580618520000001,1.92
2019-07-05 11:15:34.910000+00:00,35.74693779518505,-117.56981890678183,5.557216550000001,2.22
2019-07-05 11:16:11.470000+00:00,35.75150779518505,-117.57523023734998,6.2540008700000005,1.88
2019-07-05 11:16:26.420000+00:00,35.75043779518505,-117.57697215994553,6.38464793,1.99
2019-07-05 11:16:52.100000+00:00,35.77100279518505,-117.55920864834694,6.021739430000001,1.95
2019-07-05 11:17:19.270000+00:00,35.774574795185046,-117.56172290702618,6.181419170000001,2.5
2019-07-05 11:17:32.420000+00:00,35.74203479518505,-117.55814855220926,4.562847260000001,2.15
2019-07-05 11:18:07.310000+00:00,35.76497179518505,-117.5602172116939,5.716896290000001,2.21
2019-07-05 11:18:41.960000+00:00,35.56251079518505,-117.63892962841712,5.528183870000001,1.53
2019-07-05 11:19:08.460000+00:00,35.67791579518505,-117.56668792317734,8.445968210000002,1.4
2019-07-05 11:19:33.140000+00:00,35.64294679518505,-117.54083940478024,6.449971460000001,1.66
2019-07-05 11:19:45.030000+00:00,35.74963579518505,-117.566319101931,5.41931132,2.62
2019-07-05 11:20:24.570000+00:00,35.75612179518505,-117.56571757117652,6.907236170000001,2.68
2019-07-05 11:20:55.260000+00:00,35.74666179518505,-117.57011988681992,5.2305989,2.11
2019-07-05 11:21:23.180000+00:00,35.66080979518505,-117.51072969069438,2.64669038,1.61
2019-07-05 11:21:49.790000+00:00,35.68683079518505,-117.49263356591354,0.99182762,1.41
2019-07-05 11:22:05.050000+00:00,35.74737779518505,-117.57284593860572,5.259631580000001,1.55
2019-07-05 11:22:38.510000+00:00,35.78254179518505,-117.59491048414957,5.0418864800000005,1.18
2019-07-05 11:22:48.810000+00:00,35.74845179518505,-117.56588001628784,5.252373410000001,1.72
2019-07-05 11:23:02.340000+00:00,35.76021979518505,-117.54548686773384,1.7684518100000002,1.44
2019-07-05 11:23:16.590000+00:00,35.69135179518505,-117.47700889196788,8.28628847,1.32
2019-07-05 11:23:23.940000+00:00,35.72484779518505,-117.5443853099664,3.6338015,1.47
2019-07-05 11:23:35.790000+00:00,35.573329795185046,-117.63052340402916,5.72415446,1.41
2019-07-05 11:23:44.940000+00:00,35.70735479518505,-117.56009904668846,5.2305989,1.48
2019-07-05 11:24:21.150000+00:00,35.75291979518505,-117.57317133950124,6.3193244,1.57
2019-07-05 11:24:45.490000+00:00,35.72334579518505,-117.55529820145486,4.61365445,1.58
2019-07-05 11:25:08.190000+00:00,35.63759579518505,-117.5791770197954,9.78872966,2.75
2019-07-05 11:25:24.950000+00:00,35.744053795185046,-117.57196669820785,5.02011197,2.11
2019-07-05 11:26:00.550000+00:00,35.74144079518505,-117.5730815092585,5.150759030000001,2.08
2019-07-05 11:26:24.910000+00:00,35.74375579518505,-117.55839267665786,5.0418864800000005,1.9
2019-07-05 11:26:34.960000+00:00,35.76120379518505,-117.56656393895126,5.673347270000001,1.76
2019-07-05 11:26:53.580000+00:00,35.75055979518505,-117.57750916877086,6.449971460000001,2.04
2019-07-05 11:27:10.880000+00:00,35.74395179518505,-117.53799869083164,6.529811330000001,1.43
2019-07-05 11:27:23.580000+00:00,35.70812379518505,-117.4784421021998,2.20394201,1.29
2019-07-05 11:28:06.810000+00:00,35.68409679518505,-117.4720113687729,5.93464139,1.13
2019-07-05 11:28:29.020000+00:00,35.752870795185046,-117.5663033359562,4.27252046,1.34
2019-07-05 11:29:14.570000+00:00,35.76986279518505,-117.56523856579936,6.638683880000001,3.19
2019-07-05 11:29:33.730000+00:00,35.70075079518505,-117.47975957005632,2.55959234,3.0
2019-07-05 11:30:22.840000+00:00,35.761130795185046,-117.55764493366776,5.49189302,1.81
2019-07-05 11:30:39.490000+00:00,35.70743579518505,-117.46340305253544,3.07492241,2.49
2019-07-05 11:31:31.030000+00:00,35.75614279518505,-117.57417257269609,6.508036820000001,2.66
2019-07-05 11:32:19.020000+00:00,35.77120579518505,-117.5560016630467,5.557216550000001,1.16
2019-07-05 11:32:37.430000+00:00,35.74277579518505,-117.568304605791,5.012853800000001,1.63
2019-07-05 11:32:57.960000+00:00,35.77077879518505,-117.5703656321267,6.602393030000001,1.75
2019-07-05 11:33:04.810000+00:00,35.75180079518505,-117.56554625854652,4.3305858200000005,2.13
2019-07-05 11:34:02.740000+00:00,35.78738379518505,-117.56331883501126,4.766076020000001,1.33
2019-07-05 11:34:14.760000+00:00,35.76583879518505,-117.57016127445792,6.827396300000001,1.53
2019-07-05 11:34:22.270000+00:00,35.76776379518505,-117.56203141382252,5.687863610000001,1.64
2019-07-05 11:34:41.650000+00:00,35.78406779518505,-117.60452959471772,7.734667550000001,1.35
2019-07-05 11:35:09+00:00,35.77115679518505,-117.56017665949844,6.130611980000001,1.23
2019-07-05 11:35:22.800000+00:00,35.75643579518505,-117.56833759389744,6.8636871500000005,1.48
2019-07-05 11:35:58.310000+00:00,35.66762479518505,-117.52948918158869,8.453226380000002,2.42
2019-07-05 11:36:03.500000+00:00,35.75733479518505,-117.57284665895064,7.393533560000001,3.42
2019-07-05 11:36:47.500000+00:00,35.722833795185046,-117.5466641644674,3.86606294,1.8
2019-07-05 11:37:37.820000+00:00,35.78364079518505,-117.6040825637781,7.705634870000001,1.49
2019-07-05 11:37:51.340000+00:00,35.76889079518505,-117.56649149542032,6.486262310000001,1.8
2019-07-05 11:38:16.980000+00:00,35.771588795185046,-117.56396869078112,6.23222636,1.27
2019-07-05 11:38:42.720000+00:00,35.70284279518505,-117.52299672102596,5.564474720000001,1.35
2019-07-05 11:38:50.110000+00:00,35.67230479518505,-117.48299651879148,5.1435008600000005,1.19
2019-07-05 11:39:08.540000+00:00,35.60663879518505,-117.59079579454776,4.60639628,1.0
2019-07-05 11:39:26.050000+00:00,35.76430079518505,-117.56566116312057,6.217710020000001,1.53
2019-07-05 11:39:50.480000+00:00,35.75169879518505,-117.57330225116748,6.326582570000001,1.74
2019-07-05 11:40:00.110000+00:00,35.75064079518505,-117.57677717463034,6.1523864900000005,1.79
2019-07-05 11:40:11.890000+00:00,35.70537779518505,-117.47296490398566,3.06766424,1.53
2019-07-05 11:40:27.070000+00:00,35.75105979518505,-117.57112120494088,6.31206623,1.42
2019-07-05 11:40:39.180000+00:00,35.75250479518505,-117.56267330947728,6.783847280000001,1.24
2019-07-05 11:41:05.710000+00:00,35.77604779518505,-117.55587201371206,5.72415446,0.98
2019-07-05 11:41:16.040000+00:00,35.59926579518505,-117.62611426506383,9.73792247,1.68
2019-07-05 11:41:37.430000+00:00,35.75468179518505,-117.55391746698322,5.070919160000001,2.35
2019-07-05 11:41:52.620000+00:00,35.76851579518505,-117.55547246826882,5.41931132,1.95
