mag_bin,count_incremental,count_cumulative,count_incremental_ge_mc,count_cumulative_ge_mc,window_name
3.0500000000000025,4,139,4,139,full_interevent
3.0600000000000027,4,135,4,135,full_interevent
3.070000000000003,2,131,2,131,full_interevent
3.0800000000000027,0,129,0,129,full_interevent
3.0900000000000025,1,129,1,129,full_interevent
3.1000000000000028,3,128,3,128,full_interevent
3.110000000000003,3,125,3,125,full_interevent
3.1200000000000028,0,122,0,122,full_interevent
3.1300000000000026,3,122,3,122,full_interevent
3.140000000000003,1,119,1,119,full_interevent
3.150000000000003,3,118,3,118,full_interevent
3.160000000000003,3,115,3,115,full_interevent
3.1700000000000026,3,112,3,112,full_interevent
3.180000000000003,1,109,1,109,full_interevent
3.190000000000003,2,108,2,108,full_interevent
3.200000000000003,5,106,5,106,full_interevent
3.2100000000000026,1,101,1,101,full_interevent
3.220000000000003,1,100,1,100,full_interevent
3.230000000000003,1,99,1,99,full_interevent
3.240000000000003,1,98,1,98,full_interevent
3.2500000000000027,0,97,0,97,full_interevent
3.260000000000003,1,97,1,97,full_interevent
3.270000000000003,0,96,0,96,full_interevent
3.280000000000003,4,96,4,96,full_interevent
3.2900000000000027,0,92,0,92,full_interevent
3.300000000000003,2,92,2,92,full_interevent
3.310000000000003,0,90,0,90,full_interevent
3.320000000000003,3,90,3,90,full_interevent
3.3300000000000027,2,87,2,87,full_interevent
3.340000000000003,0,85,0,85,full_interevent
3.350000000000003,2,85,2,85,full_interevent
3.360000000000003,0,83,0,83,full_interevent
3.3700000000000028,0,83,0,83,full_interevent
3.380000000000003,4,83,4,83,full_interevent
3.3900000000000032,3,79,3,79,full_interevent
3.400000000000003,0,76,0,76,full_interevent
3.410000000000003,2,76,2,76,full_interevent
3.420000000000003,1,74,1,74,full_interevent
3.4300000000000033,2,73,2,73,full_interevent
3.440000000000003,0,71,0,71,full_interevent
3.450000000000003,1,71,1,71,full_interevent
3.460000000000003,2,70,2,70,full_interevent
3.4700000000000033,1,68,1,68,full_interevent
3.480000000000003,1,67,1,67,full_interevent
3.490000000000003,2,66,2,66,full_interevent
3.500000000000003,0,64,0,64,full_interevent
3.5100000000000033,0,64,0,64,full_interevent
3.520000000000003,3,64,3,64,full_interevent
3.530000000000003,1,61,1,61,full_interevent
3.540000000000003,1,60,1,60,full_interevent
3.5500000000000034,2,59,2,59,full_interevent
3.560000000000003,0,57,0,57,full_interevent
3.570000000000003,1,57,1,57,full_interevent
3.580000000000003,1,56,1,56,full_interevent
3.5900000000000034,1,55,1,55,full_interevent
3.600000000000003,0,54,0,54,full_interevent
3.610000000000003,1,54,1,54,full_interevent
3.620000000000003,2,53,2,53,full_interevent
3.6300000000000034,0,51,0,51,full_interevent
3.6400000000000032,0,51,0,51,full_interevent
3.650000000000003,3,51,3,51,full_interevent
3.6600000000000033,2,48,2,48,full_interevent
3.6700000000000035,1,46,1,46,full_interevent
3.6800000000000033,1,45,1,45,full_interevent
3.690000000000003,0,44,0,44,full_interevent
3.7000000000000033,0,44,0,44,full_interevent
3.7100000000000035,0,44,0,44,full_interevent
3.7200000000000033,0,44,0,44,full_interevent
3.730000000000003,0,44,0,44,full_interevent
3.7400000000000033,0,44,0,44,full_interevent
3.7500000000000036,1,44,1,44,full_interevent
