node_id,x_km,y_km,longitude,latitude,b_pre,b_pre_std,n_pre,valid_pre,b_post,b_post_std,n_post,valid_post,delta_b,combined_uncertainty
1309,-9.0,-15.0,-117.64287884745046,35.58623350817962,0.9322757532127222,0.11782123935644577,83,1.0,1.1016250272667856,0.1517911888237653,52,1.0,0.16934927405406341,0.19215204773309302
1310,-8.0,-15.0,-117.63184527043471,35.5862421122262,0.8346800853395833,0.08446446098378088,128,1.0,1.0356253030000622,0.11552450273423158,62,1.0,0.2009452176604789,0.14310889525557843
1311,-7.0,-15.0,-117.62081169119465,35.58624970403326,0.8056817589211993,0.07250722890499568,151,1.0,1.0306558641900045,0.1171602058430737,69,1.0,0.22497410526880524,0.13778175523875735
1312,-6.0,-15.0,-117.60977811000834,35.58625628360032,0.8061944030380447,0.06721993084017298,165,1.0,0.9796116133156053,0.11643787145665632,72,1.0,0.17341721027756063,0.13444812014868213
1313,-5.0,-15.0,-117.5987445271538,35.586261850926995,0.8096779154737587,0.06568393815132688,174,1.0,0.9899934200554028,0.11547577977736924,76,1.0,0.18031550458164414,0.13284967236037434
1314,-4.0,-15.0,-117.58771094290907,35.586266406012925,0.8133438078933134,0.06369283714754674,183,1.0,0.9759426559623637,0.12451651671430271,75,1.0,0.16259884806905034,0.13986114699432126
1315,-3.0,-15.0,-117.57667735755219,35.58626994885783,0.7952772032326441,0.0654025578442913,174,1.0,0.9699978276011718,0.1281654781977228,66,1.0,0.17472062436852775,0.14388844419975785
1316,-2.0,-15.0,-117.56564377136118,35.586272479461485,0.7610272186931253,0.06321216427307218,157,1.0,0.9409571205309769,0.13615443205711994,55,1.0,0.17992990183785162,0.1501126479710579
1317,-1.0,-15.0,-117.55461018461412,35.586273997823746,0.7255204973805903,0.06287825614005202,139,1.0,0.8844009813518862,0.17757468400411797,33,1.0,0.15888048397129584,0.18837845814842083
1365,-9.0,-14.0,-117.64288998988114,35.59524645318702,0.8941356980361068,0.11432664972400824,98,1.0,1.1359407280047689,0.14468668729962889,56,1.0,0.24180502996866204,0.1844039596073161
