projection_crs,projection_center_lon,projection_center_lat,mainshock64_x_km,mainshock64_y_km,mainshock71_x_km,mainshock71_y_km
EPSG:32611,-117.54339,35.74022,455.3183461926146,3951.254225624137,446.4160893837374,3959.2916285481756
