mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,n_total,n_post,rate_ratio,moving_rate_max,post_omori_p,radial_iqr_km,depth_iqr_km,baseline_rate_ratio,baseline_moving_rate_max,baseline_post_omori_p,rate_ratio_delta,sparse_flag
M1,50.0,60.0,mainshock_window,2.5,666,554,4.990990990990991,66.57142857142857,0.9453910010625804,,,5.408496732026144,271.0,0.6383674259945586,-0.4175057410351535,False
M1,50.0,60.0,stratified,,3661,3090,5.421052631578948,280.85714285714283,0.6032305963870328,,,5.408496732026144,271.0,0.6383674259945586,0.012555899552803673,False
M1,50.0,60.0,stratified,1.2,3500,2963,5.527985074626866,272.7142857142857,0.6156235392223295,,,5.408496732026144,271.0,0.6383674259945586,0.11948834260072161,False
M1,50.0,60.0,stratified,1.5,2819,2409,5.88997555012225,237.1428571428572,0.6716083963389726,,,5.408496732026144,271.0,0.6383674259945586,0.4814788180961056,False
M1,50.0,60.0,stratified,2.0,1369,1175,6.088082901554404,132.71428571428572,0.8318223007938211,,,5.408496732026144,271.0,0.6383674259945586,0.6795861695282595,False
M1,50.0,60.0,stratified,2.5,666,554,4.990990990990991,66.57142857142857,0.9453910010625804,,,5.408496732026144,271.0,0.6383674259945586,-0.4175057410351535,False
M1,50.0,90.0,all,,3923,3310,5.408496732026144,271.0,0.6383674259945586,,,5.408496732026144,271.0,0.6383674259945586,0.0,False
M1,50.0,90.0,all,1.2,3732,3165,5.591872791519434,263.7142857142857,0.6506887935310146,,,5.408496732026144,271.0,0.6383674259945586,0.18337605949329028,False
M1,50.0,90.0,all,1.5,2985,2558,6.004694835680751,230.8571428571429,0.7043124577187002,,,5.408496732026144,271.0,0.6383674259945586,0.5961981036546069,False
M1,50.0,90.0,all,2.0,1435,1233,6.134328358208955,130.0,0.8524750363506597,,,5.408496732026144,271.0,0.6383674259945586,0.7258316261828108,False
M1,50.0,90.0,all,2.5,688,574,5.079646017699115,67.85714285714286,0.9602515326712056,,,5.408496732026144,271.0,0.6383674259945586,-0.3288507143270287,False
M1,50.0,90.0,mainshock_window,,3920,3309,5.424590163934426,271.0,0.6385164400286308,,,5.408496732026144,271.0,0.6383674259945586,0.016093431908282163,False
M1,50.0,90.0,mainshock_window,1.2,3730,3165,5.611702127659574,263.7142857142857,0.6506887935310146,,,5.408496732026144,271.0,0.6383674259945586,0.20320539563342965,False
M1,50.0,90.0,mainshock_window,1.5,2984,2558,6.0188235294117645,230.8571428571429,0.7043124577187002,,,5.408496732026144,271.0,0.6383674259945586,0.6103267973856203,False
M1,50.0,90.0,mainshock_window,2.0,1435,1233,6.134328358208955,130.0,0.8524750363506597,,,5.408496732026144,271.0,0.6383674259945586,0.7258316261828108,False
M1,50.0,90.0,mainshock_window,2.5,688,574,5.079646017699115,67.85714285714286,0.9602515326712056,,,5.408496732026144,271.0,0.6383674259945586,-0.3288507143270287,False
M1,50.0,90.0,stratified,,3915,3304,5.41639344262295,270.57142857142856,0.6382561139227793,,,5.408496732026144,271.0,0.6383674259945586,0.007896710596805967,False
M1,50.0,90.0,stratified,1.2,3725,3160,5.602836879432624,263.2857142857143,0.6504332434360084,,,5.408496732026144,271.0,0.6383674259945586,0.1943401474064803,False
M1,50.0,90.0,stratified,1.5,2980,2554,6.009411764705882,230.42857142857144,0.7039840670320983,,,5.408496732026144,271.0,0.6383674259945586,0.6009150326797377,False
M1,50.0,90.0,stratified,2.0,1433,1231,6.124378109452736,129.71428571428572,0.8520299605401612,,,5.408496732026144,271.0,0.6383674259945586,0.7158813774265917,False
M1,50.0,90.0,stratified,2.5,688,574,5.079646017699115,67.85714285714286,0.9602515326712056,,,5.408496732026144,271.0,0.6383674259945586,-0.3288507143270287,False
M1,80.0,7.0,all,,2328,1787,3.30925925925926,256.85714285714283,,,,5.408496732026144,271.0,0.6383674259945586,-2.0992374727668843,False
M1,80.0,7.0,all,1.2,2254,1741,3.4003906250000004,250.8571428571429,,,,5.408496732026144,271.0,0.6383674259945586,-2.0081061070261437,False
M1,80.0,7.0,all,1.5,1921,1520,3.8,221.7142857142857,,,,5.408496732026144,271.0,0.6383674259945586,-1.6084967320261443,False
M1,80.0,7.0,all,2.0,1030,837,4.359375,127.14285714285714,,,,5.408496732026144,271.0,0.6383674259945586,-1.0491217320261441,False
M1,80.0,7.0,all,2.5,522,414,3.869158878504673,66.42857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-1.539337853521471,False
M1,80.0,7.0,mainshock_window,,2328,1787,3.30925925925926,256.85714285714283,,,,5.408496732026144,271.0,0.6383674259945586,-2.0992374727668843,False
M1,80.0,7.0,mainshock_window,1.2,2254,1741,3.4003906250000004,250.8571428571429,,,,5.408496732026144,271.0,0.6383674259945586,-2.0081061070261437,False
M1,80.0,7.0,mainshock_window,1.5,1921,1520,3.8,221.7142857142857,,,,5.408496732026144,271.0,0.6383674259945586,-1.6084967320261443,False
M1,80.0,7.0,mainshock_window,2.0,1030,837,4.359375,127.14285714285714,,,,5.408496732026144,271.0,0.6383674259945586,-1.0491217320261441,False
M1,80.0,7.0,mainshock_window,2.5,522,414,3.869158878504673,66.42857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-1.539337853521471,False
M1,80.0,7.0,stratified,,2320,1780,3.302411873840445,256.2857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-2.106084858185699,False
M1,80.0,7.0,stratified,1.2,2246,1734,3.393346379647749,250.28571428571428,,,,5.408496732026144,271.0,0.6383674259945586,-2.015150352378395,False
M1,80.0,7.0,stratified,1.5,1915,1515,3.796992481203007,221.1428571428572,,,,5.408496732026144,271.0,0.6383674259945586,-1.611504250823137,False
M1,80.0,7.0,stratified,2.0,1026,833,4.338541666666667,126.71428571428572,,,,5.408496732026144,271.0,0.6383674259945586,-1.0699550653594772,False
M1,80.0,7.0,stratified,2.5,522,414,3.869158878504673,66.42857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-1.539337853521471,False
M1,80.0,30.0,all,,3483,2892,4.901694915254237,283.0,0.5250732726308175,,,5.408496732026144,271.0,0.6383674259945586,-0.5068018167719073,False
M1,80.0,30.0,all,1.2,3329,2770,4.964157706093189,275.1428571428572,0.537731763338486,,,5.408496732026144,271.0,0.6383674259945586,-0.4443390259329547,False
M1,80.0,30.0,all,1.5,2689,2257,5.236658932714617,239.7142857142857,0.598435380605974,,,5.408496732026144,271.0,0.6383674259945586,-0.1718377993115272,False
M1,80.0,30.0,all,2.0,1333,1125,5.434782608695652,135.0,0.7726419699250568,,,5.408496732026144,271.0,0.6383674259945586,0.026285876669508212,False
M1,80.0,30.0,all,2.5,649,533,4.634782608695652,69.14285714285714,0.908107148247843,,,5.408496732026144,271.0,0.6383674259945586,-0.7737141233304925,False
M1,80.0,30.0,mainshock_window,,3483,2892,4.901694915254237,283.0,0.5250732726308175,,,5.408496732026144,271.0,0.6383674259945586,-0.5068018167719073,False
M1,80.0,30.0,mainshock_window,1.2,3329,2770,4.964157706093189,275.1428571428572,0.537731763338486,,,5.408496732026144,271.0,0.6383674259945586,-0.4443390259329547,False
M1,80.0,30.0,mainshock_window,1.5,2689,2257,5.236658932714617,239.7142857142857,0.598435380605974,,,5.408496732026144,271.0,0.6383674259945586,-0.1718377993115272,False
M1,80.0,30.0,mainshock_window,2.0,1333,1125,5.434782608695652,135.0,0.7726419699250568,,,5.408496732026144,271.0,0.6383674259945586,0.026285876669508212,False
M1,80.0,30.0,mainshock_window,2.5,649,533,4.634782608695652,69.14285714285714,0.908107148247843,,,5.408496732026144,271.0,0.6383674259945586,-0.7737141233304925,False
M1,80.0,30.0,stratified,,3358,2773,4.748287671232878,282.2857142857143,0.5373887652901262,,,5.408496732026144,271.0,0.6383674259945586,-0.6602090607932665,False
M1,80.0,30.0,stratified,1.2,3229,2675,4.837251356238698,274.42857142857144,0.5482376230494389,,,5.408496732026144,271.0,0.6383674259945586,-0.5712453757874458,False
M1,80.0,30.0,stratified,1.5,2625,2197,5.145199063231851,239.0,0.6072707710609693,,,5.408496732026144,271.0,0.6383674259945586,-0.2632976687942934,False
M1,80.0,30.0,stratified,2.0,1305,1099,5.360975609756098,134.42857142857142,0.7821416896885722,,,5.408496732026144,271.0,0.6383674259945586,-0.047521122270046234,False
M1,80.0,30.0,stratified,2.5,636,522,4.619469026548672,69.14285714285714,0.9200146458211624,,,5.408496732026144,271.0,0.6383674259945586,-0.7890277054774719,False
M1,80.0,60.0,all,,4009,3366,5.242990654205608,286.85714285714283,0.579832890196906,,,5.408496732026144,271.0,0.6383674259945586,-0.1655060778205364,False
M1,80.0,60.0,all,1.2,3792,3189,5.29734219269103,278.42857142857144,0.5953505137896973,,,5.408496732026144,271.0,0.6383674259945586,-0.11115453933511432,False
M1,80.0,60.0,all,1.5,3012,2557,5.632158590308371,241.57142857142856,0.6537832957848513,,,5.408496732026144,271.0,0.6383674259945586,0.2236618582822265,False
M1,80.0,60.0,all,2.0,1454,1237,5.726851851851852,135.14285714285714,0.8117872941560881,,,5.408496732026144,271.0,0.6383674259945586,0.31835511982570797,False
M1,80.0,60.0,all,2.5,705,583,4.818181818181818,67.42857142857143,0.9251031542580892,,,5.408496732026144,271.0,0.6383674259945586,-0.5903149138443258,False
M1,80.0,60.0,mainshock_window,,4005,3364,5.2562500000000005,286.85714285714283,0.580099503904977,,,5.408496732026144,271.0,0.6383674259945586,-0.15224673202614358,False
M1,80.0,60.0,mainshock_window,1.2,3789,3187,5.302828618968386,278.42857142857144,0.5956316462971172,,,5.408496732026144,271.0,0.6383674259945586,-0.10566811305775836,False
M1,80.0,60.0,mainshock_window,1.5,3010,2555,5.627753303964759,241.57142857142856,0.6541722628440605,,,5.408496732026144,271.0,0.6383674259945586,0.21925657193861525,False
M1,80.0,60.0,mainshock_window,2.0,1453,1236,5.722222222222222,135.14285714285714,0.8122645180163188,,,5.408496732026144,271.0,0.6383674259945586,0.3137254901960782,False
M1,80.0,60.0,mainshock_window,2.5,704,582,4.8099173553719,67.42857142857143,0.9262634137908828,,,5.408496732026144,271.0,0.6383674259945586,-0.5985793766542438,False
M1,80.0,60.0,stratified,,3789,3163,5.0608,285.85714285714283,0.5987624496695824,,,5.408496732026144,271.0,0.6383674259945586,-0.3476967320261437,False
M1,80.0,60.0,stratified,1.2,3625,3034,5.142372881355932,277.42857142857144,0.6109825677838172,,,5.408496732026144,271.0,0.6383674259945586,-0.26612385067021194,False
M1,80.0,60.0,stratified,1.5,2907,2458,5.486607142857143,240.8571428571429,0.6674571950100431,,,5.408496732026144,271.0,0.6383674259945586,0.07811041083099912,False
M1,80.0,60.0,stratified,2.0,1407,1193,5.60093896713615,134.57142857142858,0.8292751509513393,,,5.408496732026144,271.0,0.6383674259945586,0.1924422351100059,False
M1,80.0,60.0,stratified,2.5,682,562,4.722689075630252,67.42857142857143,0.944305090770488,,,5.408496732026144,271.0,0.6383674259945586,-0.6858076563958919,False
M1,80.0,90.0,all,,4344,3634,5.125528913963328,276.1428571428572,0.6114259739962981,,,5.408496732026144,271.0,0.6383674259945586,-0.2829678180628159,False
M1,80.0,90.0,all,1.2,4073,3425,5.293663060278207,268.7142857142857,0.6278388262483456,,,5.408496732026144,271.0,0.6383674259945586,-0.11483367174793724,False
M1,80.0,90.0,all,1.5,3210,2729,5.685416666666667,234.8571428571429,0.6836679794284075,,,5.408496732026144,271.0,0.6383674259945586,0.27691993464052267,False
M1,80.0,90.0,all,2.0,1535,1307,5.757709251101322,132.14285714285714,0.8283630023037293,,,5.408496732026144,271.0,0.6383674259945586,0.34921251907517803,False
M1,80.0,90.0,all,2.5,738,612,4.896,68.71428571428571,0.9288991716604827,,,5.408496732026144,271.0,0.6383674259945586,-0.5124967320261442,False
M1,80.0,90.0,mainshock_window,,4335,3631,5.165007112375533,276.1428571428572,0.6117633064200166,,,5.408496732026144,271.0,0.6383674259945586,-0.2434896196506111,False
M1,80.0,90.0,mainshock_window,1.2,4068,3423,5.315217391304348,268.7142857142857,0.6280705282744421,,,5.408496732026144,271.0,0.6383674259945586,-0.09327934072179644,False
M1,80.0,90.0,mainshock_window,1.5,3207,2727,5.693110647181629,234.8571428571429,0.6839860039419285,,,5.408496732026144,271.0,0.6383674259945586,0.28461391515548495,False
M1,80.0,90.0,mainshock_window,2.0,1534,1306,5.753303964757709,132.14285714285714,0.8287467326950071,,,5.408496732026144,271.0,0.6383674259945586,0.344807232731565,False
M1,80.0,90.0,mainshock_window,2.5,737,611,4.888,68.71428571428571,0.9298193119983876,,,5.408496732026144,271.0,0.6383674259945586,-0.5204967320261442,False
M1,80.0,90.0,stratified,,4079,3401,5.023633677991138,275.42857142857144,0.6315661868954545,,,5.408496732026144,271.0,0.6383674259945586,-0.384863054035006,False
M1,80.0,90.0,stratified,1.2,3876,3250,5.2,268.0,0.6441523723549633,,,5.408496732026144,271.0,0.6383674259945586,-0.20849673202614394,False
M1,80.0,90.0,stratified,1.5,3086,2616,5.577825159914712,234.1428571428572,0.698263784899861,,,5.408496732026144,271.0,0.6383674259945586,0.16932842788856828,False
M1,80.0,90.0,stratified,2.0,1480,1257,5.662162162162162,131.57142857142858,0.8460616263187107,,,5.408496732026144,271.0,0.6383674259945586,0.25366543013601817,False
M1,80.0,90.0,stratified,2.5,710,588,4.859504132231405,68.71428571428571,0.9512458219141186,,,5.408496732026144,271.0,0.6383674259945586,-0.5489925997947394,False
M1,100.0,7.0,all,,2364,1795,3.160211267605634,259.85714285714283,,,,5.408496732026144,271.0,0.6383674259945586,-2.24828546442051,False
M1,100.0,7.0,all,1.2,2273,1745,3.311195445920303,252.57142857142856,,,,5.408496732026144,271.0,0.6383674259945586,-2.097301286105841,False
M1,100.0,7.0,all,1.5,1935,1523,3.705596107055961,223.1428571428572,,,,5.408496732026144,271.0,0.6383674259945586,-1.7029006249701832,False
M1,100.0,7.0,all,2.0,1034,838,4.297435897435897,127.28571428571428,,,,5.408496732026144,271.0,0.6383674259945586,-1.1110608345902468,False
M1,100.0,7.0,all,2.5,523,415,3.878504672897196,66.42857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-1.529992059128948,False
M1,100.0,7.0,mainshock_window,,2361,1793,3.162257495590829,259.85714285714283,,,,5.408496732026144,271.0,0.6383674259945586,-2.246239236435315,False
M1,100.0,7.0,mainshock_window,1.2,2273,1745,3.311195445920303,252.57142857142856,,,,5.408496732026144,271.0,0.6383674259945586,-2.097301286105841,False
M1,100.0,7.0,mainshock_window,1.5,1935,1523,3.705596107055961,223.1428571428572,,,,5.408496732026144,271.0,0.6383674259945586,-1.7029006249701832,False
M1,100.0,7.0,mainshock_window,2.0,1034,838,4.297435897435897,127.28571428571428,,,,5.408496732026144,271.0,0.6383674259945586,-1.1110608345902468,False
M1,100.0,7.0,mainshock_window,2.5,523,415,3.878504672897196,66.42857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-1.529992059128948,False
M1,100.0,7.0,stratified,,2330,1780,3.2422586520947174,257.42857142857144,,,,5.408496732026144,271.0,0.6383674259945586,-2.1662380799314267,False
M1,100.0,7.0,stratified,1.2,2252,1734,3.353965183752418,251.0,,,,5.408496732026144,271.0,0.6383674259945586,-2.0545315482737263,False
M1,100.0,7.0,stratified,1.5,1920,1515,3.75,221.8571428571429,,,,5.408496732026144,271.0,0.6383674259945586,-1.6584967320261441,False
M1,100.0,7.0,stratified,2.0,1026,833,4.338541666666667,126.71428571428572,,,,5.408496732026144,271.0,0.6383674259945586,-1.0699550653594772,False
M1,100.0,7.0,stratified,2.5,522,414,3.869158878504673,66.42857142857143,,,,5.408496732026144,271.0,0.6383674259945586,-1.539337853521471,False
M1,100.0,30.0,all,,3659,2993,4.500751879699248,285.42857142857144,0.5175046091094406,,,5.408496732026144,271.0,0.6383674259945586,-0.9077448523268963,False
M1,100.0,30.0,all,1.2,3456,2849,4.701320132013201,276.7142857142857,0.5320866670645752,,,5.408496732026144,271.0,0.6383674259945586,-0.7071766000129429,False
M1,100.0,30.0,all,1.5,2763,2299,4.965442764578834,241.1428571428572,0.5956848000434816,,,5.408496732026144,271.0,0.6383674259945586,-0.44305396744730974,False
M1,100.0,30.0,all,2.0,1361,1140,5.181818181818182,135.14285714285714,0.7668482076055078,,,5.408496732026144,271.0,0.6383674259945586,-0.22667855020796246,False
M1,100.0,30.0,all,2.5,660,542,4.632478632478633,69.28571428571429,0.9016672900581923,,,5.408496732026144,271.0,0.6383674259945586,-0.7760180995475112,False
M1,100.0,30.0,mainshock_window,,3654,2989,4.501506024096386,285.2857142857143,0.5179993993619543,,,5.408496732026144,271.0,0.6383674259945586,-0.9069907079297579,False
M1,100.0,30.0,mainshock_window,1.2,3455,2848,4.6996699669967,276.7142857142857,0.5322489792692106,,,5.408496732026144,271.0,0.6383674259945586,-0.7088267650294444,False
M1,100.0,30.0,mainshock_window,1.5,2763,2299,4.965442764578834,241.1428571428572,0.5956848000434816,,,5.408496732026144,271.0,0.6383674259945586,-0.44305396744730974,False
M1,100.0,30.0,mainshock_window,2.0,1361,1140,5.181818181818182,135.14285714285714,0.7668482076055078,,,5.408496732026144,271.0,0.6383674259945586,-0.22667855020796246,False
M1,100.0,30.0,mainshock_window,2.5,660,542,4.632478632478633,69.28571428571429,0.9016672900581923,,,5.408496732026144,271.0,0.6383674259945586,-0.7760180995475112,False
M1,100.0,30.0,stratified,,3403,2794,4.595394736842106,283.1428571428572,0.5341602134104656,,,5.408496732026144,271.0,0.6383674259945586,-0.8131019951840379,False
M1,100.0,30.0,stratified,1.2,3262,2693,4.741197183098591,275.1428571428572,0.5452554553192028,,,5.408496732026144,271.0,0.6383674259945586,-0.667299548927553,False
M1,100.0,30.0,stratified,1.5,2647,2208,5.041095890410959,239.7142857142857,0.604530371884301,,,5.408496732026144,271.0,0.6383674259945586,-0.3674008416151855,False
M1,100.0,30.0,stratified,2.0,1312,1101,5.242857142857143,134.42857142857142,0.7802130148190353,,,5.408496732026144,271.0,0.6383674259945586,-0.16563958916900123,False
M1,100.0,30.0,stratified,2.5,637,522,4.578947368421052,69.14285714285714,0.9200146458211624,,,5.408496732026144,271.0,0.6383674259945586,-0.8295493636050919,False
M1,100.0,60.0,all,,4402,3591,4.433333333333334,288.42857142857144,0.5619624499522317,,,5.408496732026144,271.0,0.6383674259945586,-0.9751633986928105,False
M1,100.0,60.0,all,1.2,4066,3347,4.661559888579387,279.2857142857143,0.5814646804680059,,,5.408496732026144,271.0,0.6383674259945586,-0.7469368434467567,False
M1,100.0,60.0,all,1.5,3172,2648,5.063097514340344,242.28571428571428,0.6429940038190203,,,5.408496732026144,271.0,0.6383674259945586,-0.3453992176858005,False
M1,100.0,60.0,all,2.0,1514,1274,5.330543933054393,135.28571428571428,0.7970989159488485,,,5.408496732026144,271.0,0.6383674259945586,-0.07795279897175078,False
M1,100.0,60.0,all,2.5,731,604,4.7936507936507935,67.57142857142857,0.9083792604257332,,,5.408496732026144,271.0,0.6383674259945586,-0.6148459383753506,False
M1,100.0,60.0,mainshock_window,,4385,3582,4.466334164588528,288.1428571428572,0.5628137145371401,,,5.408496732026144,271.0,0.6383674259945586,-0.9421625674376157,False
M1,100.0,60.0,mainshock_window,1.2,4060,3343,4.668994413407821,279.2857142857143,0.5819423736593611,,,5.408496732026144,271.0,0.6383674259945586,-0.7395023186183227,False
M1,100.0,60.0,mainshock_window,1.5,3170,2646,5.059273422562142,242.28571428571428,0.6433534282548953,,,5.408496732026144,271.0,0.6383674259945586,-0.34922330946400226,False
M1,100.0,60.0,mainshock_window,2.0,1513,1273,5.3263598326359824,135.28571428571428,0.7975324228623519,,,5.408496732026144,271.0,0.6383674259945586,-0.08213689939016167,False
M1,100.0,60.0,mainshock_window,2.5,730,603,4.785714285714286,67.57142857142857,0.9094940076803408,,,5.408496732026144,271.0,0.6383674259945586,-0.6227824463118585,False
M1,100.0,60.0,stratified,,3916,3235,4.75735294117647,286.0,0.590266663110438,,,5.408496732026144,271.0,0.6383674259945586,-0.651143790849674,False
M1,100.0,60.0,stratified,1.2,3715,3081,4.867298578199052,277.42857142857144,0.6041944461457172,,,5.408496732026144,271.0,0.6383674259945586,-0.541198153827092,False
M1,100.0,60.0,stratified,1.5,2968,2489,5.2071129707112975,240.8571428571429,0.6609516604620399,,,5.408496732026144,271.0,0.6383674259945586,-0.2013837613148466,False
M1,100.0,60.0,stratified,2.0,1422,1200,5.429864253393665,134.57142857142858,0.824950053820193,,,5.408496732026144,271.0,0.6383674259945586,0.02136752136752129,False
M1,100.0,60.0,stratified,2.5,685,564,4.7,67.42857142857143,0.9411642512406576,,,5.408496732026144,271.0,0.6383674259945586,-0.7084967320261439,False
M1,100.0,90.0,all,,4926,3945,4.025510204081633,278.57142857142856,0.5878013440067181,,,5.408496732026144,271.0,0.6383674259945586,-1.382986527944511,False
M1,100.0,90.0,all,1.2,4442,3636,4.516770186335403,270.2857142857143,0.6101041412445599,,,5.408496732026144,271.0,0.6383674259945586,-0.8917265456907408,False
M1,100.0,90.0,all,1.5,3408,2845,5.062277580071174,236.28571428571428,0.6704048724648805,,,5.408496732026144,271.0,0.6383674259945586,-0.34621915195497,False
M1,100.0,90.0,all,2.0,1607,1350,5.2734375,132.28571428571428,0.8134737870144846,,,5.408496732026144,271.0,0.6383674259945586,-0.13505923202614412,False
M1,100.0,90.0,all,2.5,771,637,4.789473684210526,68.85714285714286,0.910526467502146,,,5.408496732026144,271.0,0.6383674259945586,-0.6190230478156185,False
M1,100.0,90.0,mainshock_window,,4894,3926,4.059979317476732,278.42857142857144,0.5893390025141136,,,5.408496732026144,271.0,0.6383674259945586,-1.3485174145494119,False
M1,100.0,90.0,mainshock_window,1.2,4432,3630,4.531835205992509,270.2857142857143,0.6106844584149672,,,5.408496732026144,271.0,0.6383674259945586,-0.8766615260336348,False
M1,100.0,90.0,mainshock_window,1.5,3404,2842,5.065953654188949,236.28571428571428,0.6708397927853197,,,5.408496732026144,271.0,0.6383674259945586,-0.3425430778371954,False
M1,100.0,90.0,mainshock_window,2.0,1605,1348,5.265625,132.28571428571428,0.8142301958396058,,,5.408496732026144,271.0,0.6383674259945586,-0.14287173202614412,False
M1,100.0,90.0,mainshock_window,2.5,769,635,4.774436090225564,68.85714285714286,0.9123592133528028,,,5.408496732026144,271.0,0.6383674259945586,-0.6340606418005805,False
M1,100.0,90.0,stratified,,4234,3489,4.689516129032257,276.2857142857143,0.621460290349182,,,5.408496732026144,271.0,0.6383674259945586,-0.718980602993887,False
M1,100.0,90.0,stratified,1.2,3987,3310,4.896449704142012,268.7142857142857,0.6366016798413922,,,5.408496732026144,271.0,0.6383674259945586,-0.5120470278841323,False
M1,100.0,90.0,stratified,1.5,3155,2654,5.308,234.8571428571429,0.6914157843454193,,,5.408496732026144,271.0,0.6383674259945586,-0.10049673202614429,False
M1,100.0,90.0,stratified,2.0,1497,1265,5.476190476190475,131.57142857142858,0.8420054616018223,,,5.408496732026144,271.0,0.6383674259945586,0.06769374416433127,False
M1,100.0,90.0,stratified,2.5,715,591,4.804878048780488,68.71428571428571,0.9472228963626016,,,5.408496732026144,271.0,0.6383674259945586,-0.6036186832456565,False
M2,30.0,7.0,all,,629,623,124.6,89.14285714285714,,,,25.03296703296704,125.85714285714286,0.6437024855030238,99.56703296703296,False
M2,30.0,7.0,all,1.2,460,458,458.00000000000006,65.57142857142857,,,,25.03296703296704,125.85714285714286,0.6437024855030238,432.967032967033,False
M2,30.0,7.0,all,1.5,297,295,295.00000000000006,42.285714285714285,,,,25.03296703296704,125.85714285714286,0.6437024855030238,269.967032967033,False
M2,30.0,7.0,all,2.0,143,142,inf,20.428571428571427,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,all,2.5,62,61,inf,8.857142857142858,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,mainshock_window,,629,623,124.6,89.14285714285714,,,,25.03296703296704,125.85714285714286,0.6437024855030238,99.56703296703296,False
M2,30.0,7.0,mainshock_window,1.2,460,458,458.00000000000006,65.57142857142857,,,,25.03296703296704,125.85714285714286,0.6437024855030238,432.967032967033,False
M2,30.0,7.0,mainshock_window,1.5,297,295,295.00000000000006,42.285714285714285,,,,25.03296703296704,125.85714285714286,0.6437024855030238,269.967032967033,False
M2,30.0,7.0,mainshock_window,2.0,143,142,inf,20.428571428571427,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,mainshock_window,2.5,62,61,inf,8.857142857142858,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,stratified,,273,269,89.66666666666667,38.57142857142857,,,,25.03296703296704,125.85714285714286,0.6437024855030238,64.63369963369964,False
M2,30.0,7.0,stratified,1.2,200,199,inf,28.571428571428573,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,stratified,1.5,132,131,inf,18.857142857142858,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,stratified,2.0,65,64,inf,9.285714285714286,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,7.0,stratified,2.5,29,28,inf,4.142857142857143,,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,30.0,all,,974,922,18.07843137254902,81.71428571428571,0.6731431988281806,,,25.03296703296704,125.85714285714286,0.6437024855030238,-6.954535660418021,False
M2,30.0,30.0,all,1.2,643,616,23.692307692307693,61.142857142857146,0.772438800417526,,,25.03296703296704,125.85714285714286,0.6437024855030238,-1.3406593406593466,False
M2,30.0,30.0,all,1.5,402,386,25.73333333333333,39.57142857142857,0.8573264582722101,,,25.03296703296704,125.85714285714286,0.6437024855030238,0.7003663003662908,False
M2,30.0,30.0,all,2.0,194,187,31.166666666666664,19.142857142857142,0.9078665690709474,,,25.03296703296704,125.85714285714286,0.6437024855030238,6.133699633699624,False
M2,30.0,30.0,all,2.5,85,82,41.0,8.0,0.9532760071536612,,,25.03296703296704,125.85714285714286,0.6437024855030238,15.96703296703296,False
M2,30.0,30.0,mainshock_window,,974,922,18.07843137254902,81.71428571428571,0.6731431988281806,,,25.03296703296704,125.85714285714286,0.6437024855030238,-6.954535660418021,False
M2,30.0,30.0,mainshock_window,1.2,643,616,23.692307692307693,61.142857142857146,0.772438800417526,,,25.03296703296704,125.85714285714286,0.6437024855030238,-1.3406593406593466,False
M2,30.0,30.0,mainshock_window,1.5,402,386,25.73333333333333,39.57142857142857,0.8573264582722101,,,25.03296703296704,125.85714285714286,0.6437024855030238,0.7003663003662908,False
M2,30.0,30.0,mainshock_window,2.0,194,187,31.166666666666664,19.142857142857142,0.9078665690709474,,,25.03296703296704,125.85714285714286,0.6437024855030238,6.133699633699624,False
M2,30.0,30.0,mainshock_window,2.5,85,82,41.0,8.0,0.9532760071536612,,,25.03296703296704,125.85714285714286,0.6437024855030238,15.96703296703296,False
M2,30.0,30.0,stratified,,439,434,108.5,35.42857142857143,0.6142961440365565,,,25.03296703296704,125.85714285714286,0.6437024855030238,83.46703296703296,False
M2,30.0,30.0,stratified,1.2,290,288,288.0,26.714285714285715,0.7156198238950114,,,25.03296703296704,125.85714285714286,0.6437024855030238,262.96703296703294,False
M2,30.0,30.0,stratified,1.5,186,185,inf,17.285714285714285,0.7753725128630308,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,30.0,stratified,2.0,93,92,inf,8.285714285714286,0.7706986616905755,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,30.0,stratified,2.5,40,39,inf,3.2857142857142856,0.8477367157240906,,,25.03296703296704,125.85714285714286,0.6437024855030238,inf,False
M2,30.0,60.0,all,,1270,1215,22.5,87.57142857142857,0.6783176035472063,,,25.03296703296704,125.85714285714286,0.6437024855030238,-2.53296703296704,False
