mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,n_total,n_post,rate_ratio,moving_rate_max,post_omori_p,radial_iqr_km,depth_iqr_km,sparse_flag
M1,30.0,7.0,all,1.2,1862,1382,2.8851774530271395,213.28571428571428,,,,False
M1,30.0,7.0,all,1.5,1593,1221,3.2911051212938003,189.1428571428572,,,,False
M1,30.0,7.0,all,2.0,869,694,3.9885057471264367,110.42857142857144,,,,False
M1,30.0,7.0,all,2.5,449,349,3.525252525252525,58.285714285714285,,,,False
M1,30.0,7.0,all,,1926,1419,2.8043478260869565,218.57142857142856,,,,False
M1,30.0,7.0,mainshock_window,1.2,1862,1382,2.8851774530271395,213.28571428571428,,,,False
M1,30.0,7.0,mainshock_window,1.5,1593,1221,3.2911051212938003,189.1428571428572,,,,False
M1,30.0,7.0,mainshock_window,2.0,869,694,3.9885057471264367,110.42857142857144,,,,False
M1,30.0,7.0,mainshock_window,2.5,449,349,3.525252525252525,58.285714285714285,,,,False
M1,30.0,7.0,mainshock_window,,1926,1419,2.8043478260869565,218.57142857142856,,,,False
M1,30.0,7.0,stratified,1.2,1859,1379,2.8789144050104385,212.8571428571429,,,,False
M1,30.0,7.0,stratified,1.5,1590,1218,3.2830188679245285,188.7142857142857,,,,False
M1,30.0,7.0,stratified,2.0,867,692,3.977011494252874,110.14285714285714,,,,False
M1,30.0,7.0,stratified,2.5,449,349,3.525252525252525,58.285714285714285,,,,False
M1,30.0,7.0,stratified,,1923,1416,2.798418972332016,218.1428571428572,,,,False
M1,30.0,30.0,all,1.2,2495,2002,4.069105691056911,230.0,0.614059930112035,,,False
M1,30.0,30.0,all,1.5,2060,1678,4.404199475065616,201.1428571428572,0.6696377594670564,,,False
M1,30.0,30.0,all,2.0,1042,861,4.783333333333333,115.28571428571428,0.8523939478044064,,,False
M1,30.0,30.0,all,2.5,515,412,4.03921568627451,60.0,0.996357449739344,,,False
M1,30.0,30.0,all,,2591,2071,3.990366088631984,237.0,0.6035498463481743,,,False
M1,30.0,30.0,mainshock_window,1.2,2495,2002,4.069105691056911,230.0,0.614059930112035,,,False
M1,30.0,30.0,mainshock_window,1.5,2060,1678,4.404199475065616,201.1428571428572,0.6696377594670564,,,False
M1,30.0,30.0,mainshock_window,2.0,1042,861,4.783333333333333,115.28571428571428,0.8523939478044064,,,False
M1,30.0,30.0,mainshock_window,2.5,515,412,4.03921568627451,60.0,0.996357449739344,,,False
M1,30.0,30.0,mainshock_window,,2591,2071,3.990366088631984,237.0,0.6035498463481743,,,False
M1,30.0,30.0,stratified,1.2,2490,1997,4.058943089430894,229.57142857142856,0.6140914887403828,,,False
M1,30.0,30.0,stratified,1.5,2056,1674,4.393700787401575,200.7142857142857,0.6695024298308427,,,False
M1,30.0,30.0,stratified,2.0,1040,859,4.772222222222222,115.0,0.8518837975032474,,,False
M1,30.0,30.0,stratified,2.5,515,412,4.03921568627451,60.0,0.996357449739344,,,False
M1,30.0,30.0,stratified,,2586,2066,3.980732177263969,236.57142857142856,0.6035601864929089,,,False
M1,30.0,60.0,all,1.2,2769,2256,4.40625,228.7142857142857,0.6702358640119311,,,False
M1,30.0,60.0,all,1.5,2261,1868,4.76530612244898,199.7142857142857,0.7225814613581448,,,False
M1,30.0,60.0,all,2.0,1121,934,5.021505376344086,114.71428571428572,0.886481161475677,,,False
M1,30.0,60.0,all,2.5,553,444,4.111111111111112,58.142857142857146,1.0035838657424858,,,False
M1,30.0,60.0,all,,2882,2338,4.305709023941068,235.8571428571429,0.6604643338043101,,,False
M1,30.0,60.0,mainshock_window,1.2,2769,2256,4.40625,228.7142857142857,0.6702358640119311,,,False
M1,30.0,60.0,mainshock_window,1.5,2261,1868,4.76530612244898,199.7142857142857,0.7225814613581448,,,False
M1,30.0,60.0,mainshock_window,2.0,1121,934,5.021505376344086,114.71428571428572,0.886481161475677,,,False
M1,30.0,60.0,mainshock_window,2.5,553,444,4.111111111111112,58.142857142857146,1.0035838657424858,,,False
M1,30.0,60.0,mainshock_window,,2882,2338,4.305709023941068,235.8571428571429,0.6604643338043101,,,False
M1,30.0,60.0,stratified,1.2,2764,2251,4.396484375,228.28571428571428,0.6699957797454514,,,False
M1,30.0,60.0,stratified,1.5,2257,1864,4.755102040816326,199.28571428571428,0.7222298010348742,,,False
M1,30.0,60.0,stratified,2.0,1119,932,5.010752688172043,114.42857142857144,0.8859031208633504,,,False
M1,30.0,60.0,stratified,2.5,553,444,4.111111111111112,58.142857142857146,1.0035838657424858,,,False
M1,30.0,60.0,stratified,,2877,2333,4.296500920810312,235.42857142857144,0.6602128046373527,,,False
M1,30.0,90.0,all,1.2,2935,2406,4.556818181818183,225.57142857142856,0.700128791568374,,,False
M1,30.0,90.0,all,1.5,2382,1981,4.952500000000001,198.1428571428572,0.7501667797695244,,,False
M1,30.0,90.0,all,2.0,1166,977,5.196808510638298,113.71428571428572,0.902029067370246,,,False
M1,30.0,90.0,all,2.5,566,457,4.231481481481482,59.71428571428572,1.0144073929088848,,,False
M1,30.0,90.0,all,,3060,2497,4.443060498220641,232.1428571428572,0.6909388674323492,,,False
M1,30.0,90.0,mainshock_window,1.2,2933,2406,4.574144486692016,225.57142857142856,0.700128791568374,,,False
M1,30.0,90.0,mainshock_window,1.5,2381,1981,4.964912280701754,198.1428571428572,0.7501667797695244,,,False
M1,30.0,90.0,mainshock_window,2.0,1166,977,5.196808510638298,113.71428571428572,0.902029067370246,,,False
M1,30.0,90.0,mainshock_window,2.5,566,457,4.231481481481482,59.71428571428572,1.0144073929088848,,,False
M1,30.0,90.0,mainshock_window,,3057,2496,4.457142857142857,232.1428571428572,0.6911460336892028,,,False
M1,30.0,90.0,stratified,1.2,2928,2401,4.564638783269962,225.1428571428572,0.6998971737934533,,,False
M1,30.0,90.0,stratified,1.5,2377,1977,4.954887218045112,197.7142857142857,0.7498589773345948,,,False
M1,30.0,90.0,stratified,2.0,1164,975,5.1861702127659575,113.42857142857144,0.9015133335497424,,,False
M1,30.0,90.0,stratified,2.5,566,457,4.231481481481482,59.71428571428572,1.0144073929088848,,,False
M1,30.0,90.0,stratified,,3052,2491,4.448214285714285,231.7142857142857,0.6909067911940292,,,False
M1,44.0,7.0,all,1.2,2161,1679,3.490644490644491,244.42857142857144,,,,False
M1,44.0,7.0,all,1.5,1844,1470,3.941018766756032,216.42857142857144,,,,False
M1,44.0,7.0,all,2.0,991,815,4.6571428571428575,124.28571428571428,,,,False
M1,44.0,7.0,all,2.5,505,405,4.090909090909091,65.0,,,,False
M1,44.0,7.0,all,,2233,1723,3.3850687622789786,250.28571428571428,,,,False
M1,44.0,7.0,mainshock_window,1.2,2161,1679,3.490644490644491,244.42857142857144,,,,False
M1,44.0,7.0,mainshock_window,1.5,1844,1470,3.941018766756032,216.42857142857144,,,,False
M1,44.0,7.0,mainshock_window,2.0,991,815,4.6571428571428575,124.28571428571428,,,,False
M1,44.0,7.0,mainshock_window,2.5,505,405,4.090909090909091,65.0,,,,False
M1,44.0,7.0,mainshock_window,,2233,1723,3.3850687622789786,250.28571428571428,,,,False
M1,44.0,7.0,stratified,1.2,2158,1676,3.4844074844074844,244.0,,,,False
M1,44.0,7.0,stratified,1.5,1841,1467,3.932975871313673,216.0,,,,False
M1,44.0,7.0,stratified,2.0,989,813,4.645714285714286,124.0,,,,False
M1,44.0,7.0,stratified,2.5,505,405,4.090909090909091,65.0,,,,False
M1,44.0,7.0,stratified,,2230,1720,3.37917485265226,249.8571428571429,,,,False
M1,44.0,30.0,all,1.2,3034,2523,4.947058823529411,268.0,0.5637167183010661,,,False
M1,44.0,30.0,all,1.5,2478,2084,5.302798982188295,233.8571428571429,0.6222250489426768,,,False
M1,44.0,30.0,all,2.0,1232,1046,5.654054054054054,131.85714285714286,0.79996670307667,,,False
M1,44.0,30.0,all,2.5,603,498,4.788461538461538,67.85714285714286,0.9371683554401729,,,False
M1,44.0,30.0,all,,3156,2615,4.842592592592593,275.7142857142857,0.5527774596276611,,,False
M1,44.0,30.0,mainshock_window,1.2,3034,2523,4.947058823529411,268.0,0.5637167183010661,,,False
M1,44.0,30.0,mainshock_window,1.5,2478,2084,5.302798982188295,233.8571428571429,0.6222250489426768,,,False
M1,44.0,30.0,mainshock_window,2.0,1232,1046,5.654054054054054,131.85714285714286,0.79996670307667,,,False
M1,44.0,30.0,mainshock_window,2.5,603,498,4.788461538461538,67.85714285714286,0.9371683554401729,,,False
M1,44.0,30.0,mainshock_window,,3156,2615,4.842592592592593,275.7142857142857,0.5527774596276611,,,False
M1,44.0,30.0,stratified,1.2,3029,2518,4.9372549019607845,267.57142857142856,0.5637190339779432,,,False
M1,44.0,30.0,stratified,1.5,2474,2080,5.2926208651399484,233.42857142857144,0.6220857281894149,,,False
M1,44.0,30.0,stratified,2.0,1230,1044,5.643243243243242,131.57142857142858,0.7995357319774887,,,False
M1,44.0,30.0,stratified,2.5,603,498,4.788461538461538,67.85714285714286,0.9371683554401729,,,False
M1,44.0,30.0,stratified,,3151,2610,4.833333333333333,275.2857142857143,0.5527624341990771,,,False
M1,44.0,60.0,all,1.2,3388,2855,5.366541353383458,269.85714285714283,0.6254928642231095,,,False
M1,44.0,60.0,all,1.5,2731,2325,5.7407407407407405,234.7142857142857,0.6816750237783888,,,False
M1,44.0,60.0,all,2.0,1323,1131,5.921465968586388,132.0,0.8461358952853218,,,False
M1,44.0,60.0,all,2.5,644,533,4.845454545454546,66.14285714285714,0.961146296102104,,,False
M1,44.0,60.0,all,,3544,2977,5.259717314487633,278.0,0.6131688210497458,,,False
M1,44.0,60.0,mainshock_window,1.2,3388,2855,5.366541353383458,269.85714285714283,0.6254928642231095,,,False
M1,44.0,60.0,mainshock_window,1.5,2731,2325,5.7407407407407405,234.7142857142857,0.6816750237783888,,,False
M1,44.0,60.0,mainshock_window,2.0,1323,1131,5.921465968586388,132.0,0.8461358952853218,,,False
M1,44.0,60.0,mainshock_window,2.5,644,533,4.845454545454546,66.14285714285714,0.961146296102104,,,False
M1,44.0,60.0,mainshock_window,,3544,2977,5.259717314487633,278.0,0.6131688210497458,,,False
M1,44.0,60.0,stratified,1.2,3383,2850,5.357142857142857,269.42857142857144,0.6252670530500625,,,False
M1,44.0,60.0,stratified,1.5,2727,2321,5.730864197530864,234.28571428571428,0.6813629535471485,,,False
M1,44.0,60.0,stratified,2.0,1321,1129,5.910994764397906,131.71428571428572,0.8456268853950176,,,False
M1,44.0,60.0,stratified,2.5,644,533,4.845454545454546,66.14285714285714,0.961146296102104,,,False
M1,44.0,60.0,stratified,,3539,2972,5.250883392226148,277.57142857142856,0.6129322680584737,,,False
M1,44.0,90.0,all,1.2,3604,3046,5.468581687612208,261.57142857142856,0.6592297905123108,,,False
M1,44.0,90.0,all,1.5,2885,2465,5.883054892601431,229.0,0.7130903293938352,,,False
M1,44.0,90.0,all,2.0,1384,1185,5.984848484848484,129.14285714285714,0.864871311026077,,,False
M1,44.0,90.0,all,2.5,663,551,4.963963963963963,67.42857142857143,0.9763863024978722,,,False
M1,44.0,90.0,all,,3788,3185,5.290697674418604,268.85714285714283,0.6469814243137311,,,False
M1,44.0,90.0,mainshock_window,1.2,3602,3046,5.488288288288287,261.57142857142856,0.6592297905123108,,,False
M1,44.0,90.0,mainshock_window,1.5,2884,2465,5.897129186602871,229.0,0.7130903293938352,,,False
M1,44.0,90.0,mainshock_window,2.0,1384,1185,5.984848484848484,129.14285714285714,0.864871311026077,,,False
M1,44.0,90.0,mainshock_window,2.5,663,551,4.963963963963963,67.42857142857143,0.9763863024978722,,,False
M1,44.0,90.0,mainshock_window,,3785,3184,5.306666666666667,268.85714285714283,0.6471358570638953,,,False
M1,44.0,90.0,stratified,1.2,3597,3041,5.47927927927928,261.1428571428572,0.6589887419009068,,,False
M1,44.0,90.0,stratified,1.5,2880,2461,5.88755980861244,228.57142857142856,0.7127775421972771,,,False
