mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,n_total,n_post,rate_ratio,moving_rate_max,post_omori_p,radial_iqr_km,depth_iqr_km,sparse_flag
M1,44.0,90.0,stratified,2.0,1382,1183,5.974747474747474,128.85714285714286,0.864426235215579,,,False
M1,44.0,90.0,stratified,2.5,663,551,4.963963963963963,67.42857142857143,0.9763863024978722,,,False
M1,44.0,90.0,stratified,,3780,3179,5.298333333333333,268.42857142857144,0.6468892443571843,,,False
M1,50.0,7.0,all,1.2,2187,1702,3.5165289256198347,246.57142857142856,,,,False
M1,50.0,7.0,all,1.5,1867,1490,3.9627659574468086,218.28571428571428,,,,False
M1,50.0,7.0,all,2.0,1000,822,4.6440677966101696,125.28571428571428,,,,False
M1,50.0,7.0,all,2.5,509,408,4.08,65.57142857142857,,,,False
M1,50.0,7.0,all,,2259,1746,3.41015625,252.42857142857144,,,,False
M1,50.0,7.0,mainshock_window,1.2,2187,1702,3.5165289256198347,246.57142857142856,,,,False
M1,50.0,7.0,mainshock_window,1.5,1867,1490,3.9627659574468086,218.28571428571428,,,,False
M1,50.0,7.0,mainshock_window,2.0,1000,822,4.6440677966101696,125.28571428571428,,,,False
M1,50.0,7.0,mainshock_window,2.5,509,408,4.08,65.57142857142857,,,,False
M1,50.0,7.0,mainshock_window,,2259,1746,3.41015625,252.42857142857144,,,,False
M1,50.0,7.0,stratified,1.2,2184,1699,3.510330578512397,246.1428571428572,,,,False
M1,50.0,7.0,stratified,1.5,1864,1487,3.954787234042553,217.8571428571429,,,,False
M1,50.0,7.0,stratified,2.0,998,820,4.632768361581921,125.0,,,,False
M1,50.0,7.0,stratified,2.5,509,408,4.08,65.57142857142857,,,,False
M1,50.0,7.0,stratified,,2256,1743,3.404296875,252.0,,,,False
M1,50.0,30.0,all,1.2,3135,2621,5.109161793372319,270.2857142857143,0.5532873506731576,,,False
M1,50.0,30.0,all,1.5,2558,2161,5.457070707070708,235.8571428571429,0.6114404977773245,,,False
M1,50.0,30.0,all,2.0,1272,1084,5.796791443850268,132.85714285714286,0.7863223483930932,,,False
M1,50.0,30.0,all,2.5,620,514,4.895238095238095,68.28571428571429,0.9225462574496396,,,False
M1,50.0,30.0,all,,3261,2717,5.003683241252301,278.0,0.5423577260596635,,,False
M1,50.0,30.0,mainshock_window,1.2,3135,2621,5.109161793372319,270.2857142857143,0.5532873506731576,,,False
M1,50.0,30.0,mainshock_window,1.5,2558,2161,5.457070707070708,235.8571428571429,0.6114404977773245,,,False
M1,50.0,30.0,mainshock_window,2.0,1272,1084,5.796791443850268,132.85714285714286,0.7863223483930932,,,False
M1,50.0,30.0,mainshock_window,2.5,620,514,4.895238095238095,68.28571428571429,0.9225462574496396,,,False
M1,50.0,30.0,mainshock_window,,3261,2717,5.003683241252301,278.0,0.5423577260596635,,,False
M1,50.0,30.0,stratified,1.2,3130,2616,5.099415204678363,269.85714285714283,0.5532813573376275,,,False
M1,50.0,30.0,stratified,1.5,2554,2157,5.446969696969698,235.42857142857144,0.6112994416959976,,,False
M1,50.0,30.0,stratified,2.0,1270,1082,5.786096256684492,132.57142857142858,0.7858913772939119,,,False
M1,50.0,30.0,stratified,2.5,620,514,4.895238095238095,68.28571428571429,0.9225462574496396,,,False
M1,50.0,30.0,stratified,,3256,2712,4.994475138121547,277.57142857142856,0.5423351814680845,,,False
M1,50.0,60.0,all,1.2,3505,2968,5.537313432835821,273.1428571428572,0.615856023169904,,,False
M1,50.0,60.0,all,1.5,2823,2413,5.899755501222495,237.57142857142856,0.6719237039229105,,,False
M1,50.0,60.0,all,2.0,1371,1177,6.098445595854923,133.0,0.8323313106841254,,,False
M1,50.0,60.0,all,2.5,666,554,4.990990990990991,66.57142857142857,0.9453910010625804,,,False
M1,50.0,60.0,all,,3666,3095,5.429824561403509,281.2857142857143,0.6034731248427403,,,False
M1,50.0,60.0,mainshock_window,1.2,3505,2968,5.537313432835821,273.1428571428572,0.615856023169904,,,False
M1,50.0,60.0,mainshock_window,1.5,2823,2413,5.899755501222495,237.57142857142856,0.6719237039229105,,,False
M1,50.0,60.0,mainshock_window,2.0,1371,1177,6.098445595854923,133.0,0.8323313106841254,,,False
M1,50.0,60.0,mainshock_window,2.5,666,554,4.990990990990991,66.57142857142857,0.9453910010625804,,,False
M1,50.0,60.0,mainshock_window,,3666,3095,5.429824561403509,281.2857142857143,0.6034731248427403,,,False
M1,50.0,60.0,stratified,1.2,3500,2963,5.527985074626866,272.7142857142857,0.6156235392223295,,,False
M1,50.0,60.0,stratified,1.5,2819,2409,5.88997555012225,237.1428571428572,0.6716083963389726,,,False
M1,50.0,60.0,stratified,2.0,1369,1175,6.088082901554404,132.71428571428572,0.8318223007938211,,,False
M1,50.0,60.0,stratified,2.5,666,554,4.990990990990991,66.57142857142857,0.9453910010625804,,,False
M1,50.0,60.0,stratified,,3661,3090,5.421052631578948,280.85714285714283,0.6032305963870328,,,False
M1,50.0,90.0,all,1.2,3732,3165,5.591872791519434,263.7142857142857,0.6506887935310146,,,False
M1,50.0,90.0,all,1.5,2985,2558,6.004694835680751,230.8571428571429,0.7043124577187002,,,False
M1,50.0,90.0,all,2.0,1435,1233,6.134328358208955,130.0,0.8524750363506597,,,False
M1,50.0,90.0,all,2.5,688,574,5.079646017699115,67.85714285714286,0.9602515326712056,,,False
M1,50.0,90.0,all,,3923,3310,5.408496732026144,271.0,0.6383674259945586,,,False
M1,50.0,90.0,mainshock_window,1.2,3730,3165,5.611702127659574,263.7142857142857,0.6506887935310146,,,False
M1,50.0,90.0,mainshock_window,1.5,2984,2558,6.0188235294117645,230.8571428571429,0.7043124577187002,,,False
M1,50.0,90.0,mainshock_window,2.0,1435,1233,6.134328358208955,130.0,0.8524750363506597,,,False
M1,50.0,90.0,mainshock_window,2.5,688,574,5.079646017699115,67.85714285714286,0.9602515326712056,,,False
M1,50.0,90.0,mainshock_window,,3920,3309,5.424590163934426,271.0,0.6385164400286308,,,False
M1,50.0,90.0,stratified,1.2,3725,3160,5.602836879432624,263.2857142857143,0.6504332434360084,,,False
M1,50.0,90.0,stratified,1.5,2980,2554,6.009411764705882,230.42857142857144,0.7039840670320983,,,False
M1,50.0,90.0,stratified,2.0,1433,1231,6.124378109452736,129.71428571428572,0.8520299605401612,,,False
M1,50.0,90.0,stratified,2.5,688,574,5.079646017699115,67.85714285714286,0.9602515326712056,,,False
M1,50.0,90.0,stratified,,3915,3304,5.41639344262295,270.57142857142856,0.6382561139227793,,,False
M1,80.0,7.0,all,1.2,2254,1741,3.4003906250000004,250.8571428571429,,,,False
M1,80.0,7.0,all,1.5,1921,1520,3.8,221.7142857142857,,,,False
M1,80.0,7.0,all,2.0,1030,837,4.359375,127.14285714285714,,,,False
M1,80.0,7.0,all,2.5,522,414,3.869158878504673,66.42857142857143,,,,False
M1,80.0,7.0,all,,2328,1787,3.30925925925926,256.85714285714283,,,,False
M1,80.0,7.0,mainshock_window,1.2,2254,1741,3.4003906250000004,250.8571428571429,,,,False
M1,80.0,7.0,mainshock_window,1.5,1921,1520,3.8,221.7142857142857,,,,False
M1,80.0,7.0,mainshock_window,2.0,1030,837,4.359375,127.14285714285714,,,,False
M1,80.0,7.0,mainshock_window,2.5,522,414,3.869158878504673,66.42857142857143,,,,False
M1,80.0,7.0,mainshock_window,,2328,1787,3.30925925925926,256.85714285714283,,,,False
M1,80.0,7.0,stratified,1.2,2246,1734,3.393346379647749,250.28571428571428,,,,False
M1,80.0,7.0,stratified,1.5,1915,1515,3.796992481203007,221.1428571428572,,,,False
M1,80.0,7.0,stratified,2.0,1026,833,4.338541666666667,126.71428571428572,,,,False
M1,80.0,7.0,stratified,2.5,522,414,3.869158878504673,66.42857142857143,,,,False
M1,80.0,7.0,stratified,,2320,1780,3.302411873840445,256.2857142857143,,,,False
M1,80.0,30.0,all,1.2,3329,2770,4.964157706093189,275.1428571428572,0.537731763338486,,,False
M1,80.0,30.0,all,1.5,2689,2257,5.236658932714617,239.7142857142857,0.598435380605974,,,False
M1,80.0,30.0,all,2.0,1333,1125,5.434782608695652,135.0,0.7726419699250568,,,False
M1,80.0,30.0,all,2.5,649,533,4.634782608695652,69.14285714285714,0.908107148247843,,,False
M1,80.0,30.0,all,,3483,2892,4.901694915254237,283.0,0.5250732726308175,,,False
M1,80.0,30.0,mainshock_window,1.2,3329,2770,4.964157706093189,275.1428571428572,0.537731763338486,,,False
M1,80.0,30.0,mainshock_window,1.5,2689,2257,5.236658932714617,239.7142857142857,0.598435380605974,,,False
M1,80.0,30.0,mainshock_window,2.0,1333,1125,5.434782608695652,135.0,0.7726419699250568,,,False
M1,80.0,30.0,mainshock_window,2.5,649,533,4.634782608695652,69.14285714285714,0.908107148247843,,,False
M1,80.0,30.0,mainshock_window,,3483,2892,4.901694915254237,283.0,0.5250732726308175,,,False
M1,80.0,30.0,stratified,1.2,3229,2675,4.837251356238698,274.42857142857144,0.5482376230494389,,,False
M1,80.0,30.0,stratified,1.5,2625,2197,5.145199063231851,239.0,0.6072707710609693,,,False
M1,80.0,30.0,stratified,2.0,1305,1099,5.360975609756098,134.42857142857142,0.7821416896885722,,,False
M1,80.0,30.0,stratified,2.5,636,522,4.619469026548672,69.14285714285714,0.9200146458211624,,,False
M1,80.0,30.0,stratified,,3358,2773,4.748287671232878,282.2857142857143,0.5373887652901262,,,False
M1,80.0,60.0,all,1.2,3792,3189,5.29734219269103,278.42857142857144,0.5953505137896973,,,False
M1,80.0,60.0,all,1.5,3012,2557,5.632158590308371,241.57142857142856,0.6537832957848513,,,False
M1,80.0,60.0,all,2.0,1454,1237,5.726851851851852,135.14285714285714,0.8117872941560881,,,False
M1,80.0,60.0,all,2.5,705,583,4.818181818181818,67.42857142857143,0.9251031542580892,,,False
M1,80.0,60.0,all,,4009,3366,5.242990654205608,286.85714285714283,0.579832890196906,,,False
M1,80.0,60.0,mainshock_window,1.2,3789,3187,5.302828618968386,278.42857142857144,0.5956316462971172,,,False
M1,80.0,60.0,mainshock_window,1.5,3010,2555,5.627753303964759,241.57142857142856,0.6541722628440605,,,False
M1,80.0,60.0,mainshock_window,2.0,1453,1236,5.722222222222222,135.14285714285714,0.8122645180163188,,,False
M1,80.0,60.0,mainshock_window,2.5,704,582,4.8099173553719,67.42857142857143,0.9262634137908828,,,False
M1,80.0,60.0,mainshock_window,,4005,3364,5.2562500000000005,286.85714285714283,0.580099503904977,,,False
M1,80.0,60.0,stratified,1.2,3625,3034,5.142372881355932,277.42857142857144,0.6109825677838172,,,False
M1,80.0,60.0,stratified,1.5,2907,2458,5.486607142857143,240.8571428571429,0.6674571950100431,,,False
M1,80.0,60.0,stratified,2.0,1407,1193,5.60093896713615,134.57142857142858,0.8292751509513393,,,False
M1,80.0,60.0,stratified,2.5,682,562,4.722689075630252,67.42857142857143,0.944305090770488,,,False
M1,80.0,60.0,stratified,,3789,3163,5.0608,285.85714285714283,0.5987624496695824,,,False
M1,80.0,90.0,all,1.2,4073,3425,5.293663060278207,268.7142857142857,0.6278388262483456,,,False
M1,80.0,90.0,all,1.5,3210,2729,5.685416666666667,234.8571428571429,0.6836679794284075,,,False
M1,80.0,90.0,all,2.0,1535,1307,5.757709251101322,132.14285714285714,0.8283630023037293,,,False
M1,80.0,90.0,all,2.5,738,612,4.896,68.71428571428571,0.9288991716604827,,,False
M1,80.0,90.0,all,,4344,3634,5.125528913963328,276.1428571428572,0.6114259739962981,,,False
M1,80.0,90.0,mainshock_window,1.2,4068,3423,5.315217391304348,268.7142857142857,0.6280705282744421,,,False
M1,80.0,90.0,mainshock_window,1.5,3207,2727,5.693110647181629,234.8571428571429,0.6839860039419285,,,False
M1,80.0,90.0,mainshock_window,2.0,1534,1306,5.753303964757709,132.14285714285714,0.8287467326950071,,,False
M1,80.0,90.0,mainshock_window,2.5,737,611,4.888,68.71428571428571,0.9298193119983876,,,False
M1,80.0,90.0,mainshock_window,,4335,3631,5.165007112375533,276.1428571428572,0.6117633064200166,,,False
M1,80.0,90.0,stratified,1.2,3876,3250,5.2,268.0,0.6441523723549633,,,False
M1,80.0,90.0,stratified,1.5,3086,2616,5.577825159914712,234.1428571428572,0.698263784899861,,,False
M1,80.0,90.0,stratified,2.0,1480,1257,5.662162162162162,131.57142857142858,0.8460616263187107,,,False
M1,80.0,90.0,stratified,2.5,710,588,4.859504132231405,68.71428571428571,0.9512458219141186,,,False
M1,80.0,90.0,stratified,,4079,3401,5.023633677991138,275.42857142857144,0.6315661868954545,,,False
M1,100.0,7.0,all,1.2,2273,1745,3.311195445920303,252.57142857142856,,,,False
M1,100.0,7.0,all,1.5,1935,1523,3.705596107055961,223.1428571428572,,,,False
M1,100.0,7.0,all,2.0,1034,838,4.297435897435897,127.28571428571428,,,,False
M1,100.0,7.0,all,2.5,523,415,3.878504672897196,66.42857142857143,,,,False
M1,100.0,7.0,all,,2364,1795,3.160211267605634,259.85714285714283,,,,False
M1,100.0,7.0,mainshock_window,1.2,2273,1745,3.311195445920303,252.57142857142856,,,,False
M1,100.0,7.0,mainshock_window,1.5,1935,1523,3.705596107055961,223.1428571428572,,,,False
M1,100.0,7.0,mainshock_window,2.0,1034,838,4.297435897435897,127.28571428571428,,,,False
M1,100.0,7.0,mainshock_window,2.5,523,415,3.878504672897196,66.42857142857143,,,,False
M1,100.0,7.0,mainshock_window,,2361,1793,3.162257495590829,259.85714285714283,,,,False
M1,100.0,7.0,stratified,1.2,2252,1734,3.353965183752418,251.0,,,,False
M1,100.0,7.0,stratified,1.5,1920,1515,3.75,221.8571428571429,,,,False
M1,100.0,7.0,stratified,2.0,1026,833,4.338541666666667,126.71428571428572,,,,False
M1,100.0,7.0,stratified,2.5,522,414,3.869158878504673,66.42857142857143,,,,False
M1,100.0,7.0,stratified,,2330,1780,3.2422586520947174,257.42857142857144,,,,False
M1,100.0,30.0,all,1.2,3456,2849,4.701320132013201,276.7142857142857,0.5320866670645752,,,False
M1,100.0,30.0,all,1.5,2763,2299,4.965442764578834,241.1428571428572,0.5956848000434816,,,False
M1,100.0,30.0,all,2.0,1361,1140,5.181818181818182,135.14285714285714,0.7668482076055078,,,False
M1,100.0,30.0,all,2.5,660,542,4.632478632478633,69.28571428571429,0.9016672900581923,,,False
M1,100.0,30.0,all,,3659,2993,4.500751879699248,285.42857142857144,0.5175046091094406,,,False
M1,100.0,30.0,mainshock_window,1.2,3455,2848,4.6996699669967,276.7142857142857,0.5322489792692106,,,False
M1,100.0,30.0,mainshock_window,1.5,2763,2299,4.965442764578834,241.1428571428572,0.5956848000434816,,,False
M1,100.0,30.0,mainshock_window,2.0,1361,1140,5.181818181818182,135.14285714285714,0.7668482076055078,,,False
M1,100.0,30.0,mainshock_window,2.5,660,542,4.632478632478633,69.28571428571429,0.9016672900581923,,,False
M1,100.0,30.0,mainshock_window,,3654,2989,4.501506024096386,285.2857142857143,0.5179993993619543,,,False
M1,100.0,30.0,stratified,1.2,3262,2693,4.741197183098591,275.1428571428572,0.5452554553192028,,,False
M1,100.0,30.0,stratified,1.5,2647,2208,5.041095890410959,239.7142857142857,0.604530371884301,,,False
M1,100.0,30.0,stratified,2.0,1312,1101,5.242857142857143,134.42857142857142,0.7802130148190353,,,False
M1,100.0,30.0,stratified,2.5,637,522,4.578947368421052,69.14285714285714,0.9200146458211624,,,False
M1,100.0,30.0,stratified,,3403,2794,4.595394736842106,283.1428571428572,0.5341602134104656,,,False
M1,100.0,60.0,all,1.2,4066,3347,4.661559888579387,279.2857142857143,0.5814646804680059,,,False
M1,100.0,60.0,all,1.5,3172,2648,5.063097514340344,242.28571428571428,0.6429940038190203,,,False
M1,100.0,60.0,all,2.0,1514,1274,5.330543933054393,135.28571428571428,0.7970989159488485,,,False
M1,100.0,60.0,all,2.5,731,604,4.7936507936507935,67.57142857142857,0.9083792604257332,,,False
M1,100.0,60.0,all,,4402,3591,4.433333333333334,288.42857142857144,0.5619624499522317,,,False
