interval_id,geometry_type,component_id,vertex_id,longitude,latitude,elapsed_mid_hr
M_10,alpha,2,3,-117.62764267396676,35.57709379518505,9.5
M_10,alpha,2,4,-117.61881393835915,35.58077979518505,9.5
M_10,alpha,2,5,-117.6100653432898,35.58642379518504,9.5
M_10,alpha,2,6,-117.61167655139856,35.575384795185045,9.5
M_10,alpha,2,7,-117.60403396201073,35.56716479518505,9.5
M_10,alpha,3,0,-117.59540965718148,35.59079779518505,9.5
M_10,alpha,3,1,-117.6100653432898,35.58642379518504,9.5
M_10,alpha,3,2,-117.59785894666202,35.59483079518505,9.5
M_10,alpha,3,3,-117.59558126858211,35.599314795185045,9.5
M_10,alpha,3,4,-117.59453149649636,35.602488795185046,9.5
M_10,alpha,3,5,-117.58852604912482,35.61018279518504,9.5
M_10,alpha,3,6,-117.58378155697531,35.617250795185036,9.5
M_10,alpha,3,7,-117.58229953154117,35.60297679518506,9.5
M_10,alpha,3,8,-117.58125847804072,35.60223179518504,9.5
M_10,alpha,3,9,-117.58503387042825,35.59376879518504,9.5
M_10,alpha,3,10,-117.59399368754083,35.591220795185045,9.5
M_10,alpha,3,11,-117.59540965718148,35.59079779518505,9.5
M_10,alpha,4,0,-117.5936542422938,35.626784795185046,9.5
M_10,alpha,4,1,-117.58248881607028,35.62085579518505,9.5
M_10,alpha,4,2,-117.57079392956916,35.62243479518505,9.5
M_10,alpha,4,3,-117.58378155697531,35.617250795185036,9.5
M_10,alpha,4,4,-117.5936542422938,35.626784795185046,9.5
M_10,alpha,5,0,-117.56124807492384,35.624456795185026,9.5
M_10,alpha,5,1,-117.56486171400796,35.61943579518505,9.5
M_10,alpha,5,2,-117.57079392956916,35.62243479518505,9.5
M_10,alpha,5,3,-117.55877442219484,35.629286795185045,9.5
M_10,alpha,5,4,-117.5595650915182,35.63859279518505,9.5
M_10,alpha,5,5,-117.55098677659728,35.63421479518505,9.5
M_10,alpha,5,6,-117.54285696275063,35.63680279518504,9.5
M_10,alpha,5,7,-117.54620154947638,35.63105679518504,9.5
M_10,alpha,5,8,-117.55873441140879,35.62913679518505,9.5
M_10,alpha,5,9,-117.56124807492384,35.624456795185026,9.5
M_10,alpha,6,0,-117.46527165982012,35.67426179518504,9.5
M_10,alpha,6,1,-117.46908942299473,35.684848795185054,9.5
M_10,alpha,6,2,-117.45861631974424,35.68341679518506,9.5
M_10,alpha,6,3,-117.46527165982012,35.67426179518504,9.5
M_10,alpha,7,0,-117.52379213555356,35.66698579518504,9.5
M_10,alpha,7,1,-117.52434532352142,35.66959479518504,9.5
M_10,alpha,7,2,-117.53472192375398,35.67792379518505,9.5
M_10,alpha,7,3,-117.51874653197855,35.67248779518505,9.5
M_10,alpha,7,4,-117.5121384800957,35.67176779518505,9.5
M_10,alpha,7,5,-117.50739559057602,35.68717279518504,9.5
M_10,alpha,7,6,-117.51282381298984,35.69025679518505,9.5
M_10,alpha,7,7,-117.5232163381477,35.69753679518506,9.5
M_10,alpha,7,8,-117.51597370868514,35.70267179518504,9.5
M_10,alpha,7,9,-117.50389739363212,35.69830579518504,9.5
M_10,alpha,7,10,-117.49282122069218,35.695908795185055,9.5
M_10,alpha,7,11,-117.48291733165422,35.69744679518505,9.5
M_10,alpha,7,12,-117.47738387634178,35.704994795185044,9.5
M_10,alpha,7,13,-117.47663491423496,35.70551979518504,9.5
M_10,alpha,7,14,-117.47237915186582,35.708811795185035,9.5
M_10,alpha,7,15,-117.4674234805848,35.71336479518505,9.5
M_10,alpha,7,16,-117.46571404964804,35.707395795185036,9.5
M_10,alpha,7,17,-117.472288743615,35.70315579518503,9.5
M_10,alpha,7,18,-117.47574762735364,35.70154479518505,9.5
M_10,alpha,7,19,-117.47924615756732,35.69503379518507,9.5
M_10,alpha,7,20,-117.47852192601266,35.69182379518505,9.5
M_10,alpha,7,21,-117.46908942299473,35.684848795185054,9.5
M_10,alpha,7,22,-117.48539052279126,35.68623279518505,9.5
M_10,alpha,7,23,-117.4897352053264,35.68182979518505,9.5
M_10,alpha,7,24,-117.49590385628848,35.676987795185056,9.5
M_10,alpha,7,25,-117.50316217107033,35.66747879518505,9.5
M_10,alpha,7,26,-117.50171392103037,35.66400779518506,9.5
M_10,alpha,7,27,-117.5123492297715,35.65440879518505,9.5
M_10,alpha,7,28,-117.5122351919738,35.65388379518506,9.5
M_10,alpha,7,29,-117.51426104021684,35.65177579518505,9.5
M_10,alpha,7,30,-117.53028469874948,35.64703179518504,9.5
M_10,alpha,7,31,-117.5354606088613,35.64578279518504,9.5
M_10,alpha,7,32,-117.54169546003469,35.657606795185046,9.5
M_10,alpha,7,33,-117.52663149582311,35.65810379518505,9.5
M_10,alpha,7,34,-117.52379213555356,35.66698579518504,9.5
M_10,alpha,8,0,-117.5264249084705,35.71928979518505,9.5
M_10,alpha,8,1,-117.53245436866908,35.71181479518505,9.5
M_10,alpha,8,2,-117.53846134666854,35.72535579518504,9.5
M_10,alpha,8,3,-117.55109068393226,35.71618079518504,9.5
M_10,alpha,8,4,-117.55406928937605,35.72456279518505,9.5
M_10,alpha,8,5,-117.54856900363347,35.73444679518506,9.5
M_10,alpha,8,6,-117.55502341309388,35.740110795185046,9.5
M_10,alpha,8,7,-117.53785123777241,35.73768579518505,9.5
M_10,alpha,8,8,-117.53366030630797,35.73863379518506,9.5
M_10,alpha,8,9,-117.5335141230476,35.73609879518505,9.5
M_10,alpha,8,10,-117.52351912654179,35.72230879518505,9.5
M_10,alpha,8,11,-117.51018952896464,35.72787879518505,9.5
M_10,alpha,8,12,-117.5119231047982,35.72200779518505,9.5
M_10,alpha,8,13,-117.51350115240335,35.72266679518505,9.5
M_10,alpha,8,14,-117.5264249084705,35.71928979518505,9.5
M_10,alpha,9,0,-117.55502341309388,35.740110795185046,9.5
M_10,alpha,9,1,-117.55966163341421,35.74315779518505,9.5
M_10,alpha,9,2,-117.56093169141015,35.74395979518505,9.5
M_10,alpha,9,3,-117.55879982209025,35.745766795185055,9.5
M_10,alpha,9,4,-117.55502341309388,35.740110795185046,9.5
M_10,alpha,10,0,-117.60959071873329,35.77197479518506,9.5
M_10,alpha,10,1,-117.61140564921588,35.77101479518505,9.5
M_10,alpha,10,2,-117.61099877883956,35.77280479518505,9.5
M_10,alpha,10,3,-117.61018477883955,35.77280479518505,9.5
M_10,alpha,10,4,-117.60959071873329,35.77197479518506,9.5
M_11,convex,1,0,-117.69613012005318,35.87392379518505,10.5
M_11,convex,1,1,-117.75142896102999,35.553196795185045,10.5
M_11,convex,1,2,-117.4580280870982,35.540993795185045,10.5
M_11,convex,1,3,-117.40988341992684,35.65704979518505,10.5
M_11,convex,1,4,-117.44355239452004,35.79510279518505,10.5
M_11,convex,1,5,-117.69613012005318,35.87392379518505,10.5
M_11,alpha,1,0,-117.58810180116087,35.59280379518505,10.5
M_11,alpha,1,1,-117.59117773433717,35.59187279518505,10.5
M_11,alpha,1,2,-117.59855824520358,35.58505679518504,10.5
M_11,alpha,1,3,-117.59333344433017,35.573891795185055,10.5
M_11,alpha,1,4,-117.6118066838645,35.57723179518504,10.5
M_11,alpha,1,5,-117.61705505040365,35.56839779518505,10.5
M_11,alpha,1,6,-117.62625117206923,35.57009479518506,10.5
M_11,alpha,1,7,-117.6330870203652,35.56797879518504,10.5
M_11,alpha,1,8,-117.62479446268827,35.57414779518505,10.5
M_11,alpha,1,9,-117.6214909366375,35.58075579518505,10.5
M_11,alpha,1,10,-117.61896005514896,35.58240779518505,10.5
M_11,alpha,1,11,-117.6121329194557,35.594451795185066,10.5
M_11,alpha,1,12,-117.59914525012934,35.59905779518506,10.5
M_11,alpha,1,13,-117.59522348888429,35.602382795185044,10.5
M_11,alpha,1,14,-117.59379116515032,35.61179779518505,10.5
M_11,alpha,1,15,-117.58664615257744,35.61162279518506,10.5
M_11,alpha,1,16,-117.58261027629919,35.61334479518504,10.5
M_11,alpha,1,17,-117.58334930477024,35.59981879518506,10.5
M_11,alpha,1,18,-117.57334807049664,35.59655579518505,10.5
M_11,alpha,1,19,-117.58810180116087,35.59280379518505,10.5
M_11,alpha,2,0,-117.56572407406118,35.62444479518504,10.5
M_11,alpha,2,1,-117.57695555709925,35.63116279518506,10.5
M_11,alpha,2,2,-117.5750025831323,35.63152479518505,10.5
M_11,alpha,2,3,-117.56572407406118,35.62444479518504,10.5
M_11,alpha,3,0,-117.59744618024678,35.62592179518505,10.5
M_11,alpha,3,1,-117.606626604779,35.631825795185065,10.5
M_11,alpha,3,2,-117.60206075581112,35.63392579518504,10.5
M_11,alpha,3,3,-117.58580967676905,35.63282679518504,10.5
M_11,alpha,3,4,-117.59744618024678,35.62592179518505,10.5
M_11,alpha,4,0,-117.5473013824741,35.642636795185034,10.5
M_11,alpha,4,1,-117.54736593167543,35.636370795185044,10.5
M_11,alpha,4,2,-117.55601728972741,35.641347795185055,10.5
M_11,alpha,4,3,-117.5473013824741,35.642636795185034,10.5
M_11,alpha,5,0,-117.54344568389078,35.674595795185056,10.5
M_11,alpha,5,1,-117.52686078298814,35.67597079518505,10.5
M_11,alpha,5,2,-117.52652627863458,35.66897179518505,10.5
M_11,alpha,5,3,-117.51667083776526,35.662851795185055,10.5
M_11,alpha,5,4,-117.5166627457902,35.66157479518505,10.5
M_11,alpha,5,5,-117.5165483618912,35.656243795185055,10.5
M_11,alpha,5,6,-117.51475817678302,35.65367279518504,10.5
M_11,alpha,5,7,-117.5304966357768,35.64615679518506,10.5
M_11,alpha,5,8,-117.5473013824741,35.642636795185034,10.5
M_11,alpha,5,9,-117.53930224352294,35.65459979518506,10.5
M_11,alpha,5,10,-117.55137970387398,35.660992795185045,10.5
M_11,alpha,5,11,-117.5481082290661,35.66828379518505,10.5
M_11,alpha,5,12,-117.54344568389078,35.674595795185056,10.5
M_11,alpha,6,0,-117.5175875418989,35.72805779518505,10.5
M_11,alpha,6,1,-117.51762722587287,35.72368379518503,10.5
M_11,alpha,6,2,-117.53278076071504,35.73108579518506,10.5
M_11,alpha,6,3,-117.5372324057696,35.72617379518505,10.5
M_11,alpha,6,4,-117.53949372798498,35.716790795185055,10.5
M_11,alpha,6,5,-117.5484617218464,35.716705795185064,10.5
M_11,alpha,6,6,-117.5467860210054,35.72084779518505,10.5
M_11,alpha,6,7,-117.55883883096281,35.73205779518505,10.5
M_11,alpha,6,8,-117.56456027536534,35.73820579518506,10.5
M_11,alpha,6,9,-117.55687884089411,35.74602679518505,10.5
M_11,alpha,6,10,-117.5629175708871,35.75611779518505,10.5
M_11,alpha,6,11,-117.55078390034481,35.74684879518506,10.5
M_11,alpha,6,12,-117.54443585210423,35.74618179518505,10.5
M_11,alpha,6,13,-117.53328665756683,35.74349179518504,10.5
M_11,alpha,6,14,-117.52202291126044,35.733168795185044,10.5
M_11,alpha,6,15,-117.5175875418989,35.72805779518505,10.5
M_11,alpha,7,0,-117.46929497825867,35.70640679518504,10.5
M_11,alpha,7,1,-117.4728744743733,35.69942479518505,10.5
M_11,alpha,7,2,-117.47666731845086,35.69726379518505,10.5
M_11,alpha,7,3,-117.47956412265145,35.69454979518505,10.5
M_11,alpha,7,4,-117.48187475045958,35.68938979518506,10.5
M_11,alpha,7,5,-117.48338827194287,35.68275379518504,10.5
M_11,alpha,7,6,-117.48286708010431,35.68009279518505,10.5
M_11,alpha,7,7,-117.48463297449932,35.678627795185044,10.5
M_11,alpha,7,8,-117.49268874572672,35.67545379518505,10.5
M_11,alpha,7,9,-117.50107937042702,35.670245795185046,10.5
M_11,alpha,7,10,-117.50140450149716,35.67206479518505,10.5
M_11,alpha,7,11,-117.49933795748791,35.67839179518506,10.5
M_11,alpha,7,12,-117.50830649546194,35.68585379518505,10.5
M_11,alpha,7,13,-117.5165835946865,35.687229795185054,10.5
M_11,alpha,7,14,-117.50456374959414,35.689377795185045,10.5
M_11,alpha,7,15,-117.50093415814446,35.695041795185055,10.5
M_11,alpha,7,16,-117.50191997999106,35.706430795185064,10.5
M_11,alpha,7,17,-117.51165371563566,35.71661979518505,10.5
M_11,alpha,7,18,-117.49687453878434,35.71417079518505,10.5
M_11,alpha,7,19,-117.49640215034982,35.70879079518505,10.5
M_11,alpha,7,20,-117.49256852452314,35.70011979518504,10.5
M_11,alpha,7,21,-117.48228227790368,35.69670179518506,10.5
M_11,alpha,7,22,-117.47381071979906,35.70282579518505,10.5
M_11,alpha,7,23,-117.4689773418828,35.71144379518505,10.5
M_11,alpha,7,24,-117.46864440657507,35.71233979518505,10.5
M_11,alpha,7,25,-117.46566544794786,35.71291279518505,10.5
M_11,alpha,7,26,-117.46190530845477,35.710980795185044,10.5
M_11,alpha,7,27,-117.46929497825867,35.70640679518504,10.5
M_11,alpha,8,0,-117.51165371563566,35.71661979518505,10.5
M_11,alpha,8,1,-117.5201576877597,35.71623379518505,10.5
M_11,alpha,8,2,-117.51762722587287,35.72368379518503,10.5
M_11,alpha,8,3,-117.51165371563566,35.71661979518505,10.5
M_12,convex,1,0,-117.5970194334522,35.795639795185046,11.5
M_12,convex,1,1,-117.68337414178416,35.72251979518505,11.5
M_12,convex,1,2,-117.62405455720757,35.575465795185046,11.5
M_12,convex,1,3,-117.51655926864072,35.45956079518505,11.5
M_12,convex,1,4,-117.4458540485303,35.66577779518504,11.5
M_12,convex,1,5,-117.44322106687414,35.72148279518504,11.5
M_12,convex,1,6,-117.5082233548896,35.76694979518504,11.5
M_12,convex,1,7,-117.5970194334522,35.795639795185046,11.5
M_12,alpha,1,0,-117.61533029317137,35.57178379518505,11.5
M_12,alpha,1,1,-117.60970588882002,35.566143795185056,11.5
M_12,alpha,1,2,-117.60877774502998,35.564137795185054,11.5
M_12,alpha,1,3,-117.61152072517577,35.56386079518505,11.5
M_12,alpha,1,4,-117.61533029317137,35.57178379518505,11.5
M_12,alpha,2,0,-117.61249005514895,35.58240779518505,11.5
M_12,alpha,2,1,-117.61533029317137,35.57178379518505,11.5
M_12,alpha,2,2,-117.62405455720757,35.575465795185046,11.5
M_12,alpha,2,3,-117.62136088785834,35.58007579518505,11.5
M_12,alpha,2,4,-117.61573700493106,35.581707795185054,11.5
M_12,alpha,2,5,-117.61249005514895,35.58240779518505,11.5
M_12,alpha,3,0,-117.58171348364203,35.60230979518505,11.5
M_12,alpha,3,1,-117.58041118414657,35.59813879518505,11.5
M_12,alpha,3,2,-117.58749071180009,35.59155879518505,11.5
M_12,alpha,3,3,-117.60139867734918,35.59107879518506,11.5
M_12,alpha,3,4,-117.61249005514895,35.58240779518505,11.5
M_12,alpha,3,5,-117.60529683123612,35.593222795185056,11.5
M_12,alpha,3,6,-117.60566404335978,35.59617779518504,11.5
M_12,alpha,3,7,-117.59660642985611,35.60156079518506,11.5
M_12,alpha,3,8,-117.58850182902513,35.607118795185066,11.5
M_12,alpha,3,9,-117.58699660261004,35.61788579518504,11.5
M_12,alpha,3,10,-117.56954835109775,35.61438579518505,11.5
M_12,alpha,3,11,-117.58230002484326,35.60984479518505,11.5
M_12,alpha,3,12,-117.58181951251056,35.602711795185044,11.5
M_12,alpha,3,13,-117.58171348364203,35.60230979518505,11.5
M_12,alpha,4,0,-117.57938887959727,35.63564679518506,11.5
M_12,alpha,4,1,-117.58043093548788,35.63642379518506,11.5
M_12,alpha,4,2,-117.57649251574038,35.64448879518505,11.5
M_12,alpha,4,3,-117.5749457218635,35.63345379518505,11.5
M_12,alpha,4,4,-117.57938887959727,35.63564679518506,11.5
M_12,alpha,5,0,-117.53131926433026,35.65488879518505,11.5
M_12,alpha,5,1,-117.52169221004614,35.66801979518505,11.5
M_12,alpha,5,2,-117.52646951699,35.672279795185055,11.5
M_12,alpha,5,3,-117.52957899352928,35.67889179518505,11.5
M_12,alpha,5,4,-117.51647709329649,35.68027579518505,11.5
M_12,alpha,5,5,-117.51358813114344,35.68080079518504,11.5
M_12,alpha,5,6,-117.50648363665702,35.68781179518506,11.5
M_12,alpha,5,7,-117.50169903810652,35.69337779518506,11.5
M_12,alpha,5,8,-117.51049676180197,35.70340779518505,11.5
M_12,alpha,5,9,-117.50790117944274,35.70919379518506,11.5
M_12,alpha,5,10,-117.51333880554986,35.71786479518506,11.5
M_12,alpha,5,11,-117.52243682851682,35.718182795185044,11.5
M_12,alpha,5,12,-117.52073597694383,35.720237795185064,11.5
M_12,alpha,5,13,-117.51424192103818,35.71946379518504,11.5
M_12,alpha,5,14,-117.50949674473982,35.71702279518506,11.5
M_12,alpha,5,15,-117.50498059193137,35.71490679518506,11.5
M_12,alpha,5,16,-117.49114527784317,35.71055679518505,11.5
M_12,alpha,5,17,-117.47212710162226,35.70811579518506,11.5
M_12,alpha,5,18,-117.47057208191518,35.70784279518506,11.5
M_12,alpha,5,19,-117.46502208783454,35.70792479518506,11.5
M_12,alpha,5,20,-117.47041765347737,35.70190679518504,11.5
M_12,alpha,5,21,-117.47598320070836,35.69563179518505,11.5
M_12,alpha,5,22,-117.47144150901836,35.68604179518505,11.5
M_12,alpha,5,23,-117.47173441600056,35.68475179518505,11.5
M_12,alpha,5,24,-117.4840880950266,35.68029979518505,11.5
M_12,alpha,5,25,-117.49126493752136,35.67811479518506,11.5
M_12,alpha,5,26,-117.49332390090474,35.67760679518505,11.5
M_12,alpha,5,27,-117.50263323086727,35.66830879518504,11.5
M_12,alpha,5,28,-117.49906875277638,35.661671795185036,11.5
M_12,alpha,5,29,-117.5073444257593,35.65713079518504,11.5
M_12,alpha,5,30,-117.5118283490027,35.65606479518506,11.5
M_12,alpha,5,31,-117.51537633697832,35.65589779518505,11.5
M_12,alpha,5,32,-117.525084979029,35.650925795185046,11.5
M_12,alpha,5,33,-117.5387320091907,35.65134479518504,11.5
M_12,alpha,5,34,-117.53131926433026,35.65488879518505,11.5
M_12,alpha,6,0,-117.54474320058796,35.723333795185056,11.5
M_12,alpha,6,1,-117.54547596018637,35.72000579518505,11.5
M_12,alpha,6,2,-117.54728994220116,35.71975679518505,11.5
M_12,alpha,6,3,-117.55693427998403,35.72443279518505,11.5
M_12,alpha,6,4,-117.54572092593276,35.73337179518504,11.5
M_12,alpha,6,5,-117.54774730862142,35.73866579518505,11.5
M_12,alpha,6,6,-117.56355936718292,35.739475795185044,11.5
M_12,alpha,6,7,-117.57254413186669,35.73622079518505,11.5
M_12,alpha,6,8,-117.56675913318044,35.75006779518505,11.5
M_12,alpha,6,9,-117.54982281471344,35.74566479518505,11.5
M_12,alpha,6,10,-117.5318949226937,35.74715779518504,11.5
M_12,alpha,6,11,-117.52836225570121,35.73793379518505,11.5
M_12,alpha,6,12,-117.52913602770346,35.73477979518507,11.5
M_12,alpha,6,13,-117.53337492593278,35.73337179518505,11.5
M_12,alpha,6,14,-117.54474320058796,35.723333795185056,11.5
M_13,convex,1,0,-117.46214358357138,35.852801795185044,12.5
M_13,convex,1,1,-117.65462898376049,35.80322879518505,12.5
