event_time,latitude,longitude,depth_km,magnitude,x_m,y_m,dist_mw64_km,dist_mw71_km,hours_since_mw64
2019-07-05 20:24:33.920000+00:00,35.77527079518505,-117.55797995743484,5.484634850000001,1.06,449568.046735654,3959166.7307021674,9.781292371388568,3.1544309503044285,26.8458
2019-07-05 20:25:14.900000+00:00,35.65986579518505,-117.51066462270973,2.4942688100000003,1.01,453777.9899018275,3946343.7531129997,5.14640046879358,14.894463989116378,26.857183333333335
2019-07-05 20:25:22.840000+00:00,35.65893379518505,-117.51538455559238,2.22571652,0.9,453350.22678530036,3946242.6153262537,5.384211342368848,14.776975589397368,26.85938888888889
2019-07-05 20:25:50.160000+00:00,35.56683579518505,-117.61074793842586,6.907236170000001,1.2,444654.9554733422,3936077.5247248397,18.548319379894902,23.280812034182993,26.866977777777777
2019-07-05 20:26:22.600000+00:00,35.56602579518505,-117.60741088036136,5.869317860000001,0.83,444956.80431087577,3935985.8188346694,18.452257207606795,23.351451332326945,26.875988888888887
2019-07-05 20:26:59.740000+00:00,35.72233279518505,-117.54302612827551,4.39590935,1.12,450887.1213096027,3953287.7022566004,4.8755288101497625,7.485803724168457,26.886305555555555
2019-07-05 20:27:35.660000+00:00,35.77590579518505,-117.555327003427,5.774961650000001,2.33,449808.2304032349,3959235.7979514534,9.698807804496404,3.3926004409136836,26.896283333333333
2019-07-05 20:28:14.440000+00:00,35.56513079518505,-117.6310198162064,6.812879960000001,1.09,442816.71366673877,3935900.0046001975,19.800073713600426,23.666930017975258,26.907055555555555
2019-07-05 20:28:33+00:00,35.56843079518505,-117.63298105276948,5.82576884,1.04,442641.3351659213,3936267.1440022048,19.629549768483034,23.3318592918046,26.912211111111112
2019-07-05 20:29:07.660000+00:00,35.71190779518505,-117.4684243753838,2.92250084,1.18,457628.8565881961,3952096.686883725,2.45930869595456,13.322662419209914,26.92183888888889
2019-07-05 20:29:42.620000+00:00,35.666094795185046,-117.50141207136618,7.284661010000001,1.25,454619.002041399,3947030.2977937316,4.2814306672314535,14.752220440974273,26.93155
2019-07-05 20:29:51.320000+00:00,35.60917779518505,-117.59434497692789,2.45797796,1.16,446169.73468444543,3940764.538564546,13.918714995844567,18.52872780034746,26.933966666666667
2019-07-05 20:30:19.140000+00:00,35.72546979518505,-117.537362354905,4.30881131,0.62,451401.27979543805,3953632.810411486,4.582692958348738,7.541508214212887,26.941694444444447
