n_unique_magnitudes,n_nonzero_diffs,min_diff,q01_diff,q05_diff,q10_diff,median_diff,selected_delta_m
358,357,0.009999999999999787,0.009999999999999787,0.009999999999999787,0.009999999999999787,0.010000000000000009,0.01
