event_time,latitude,longitude,depth_km,magnitude,dist_mw64_km,dist_mw71_km
2019-07-04 17:35:01.280000+00:00,35.64102579518505,-117.55307126655964,8.56209893,4.49,8.81858932468003,15.421798935784318
2019-07-04 17:35:51.840000+00:00,35.69039979518505,-117.50252882330362,2.72653025,4.68,1.7183662750005742,12.544139670344709
2019-07-04 17:36:39+00:00,35.78830379518505,-117.51195990168593,0.97005311,3.5,9.468626413714286,7.433173532949231
2019-07-04 17:36:59.360000+00:00,35.75315579518505,-117.58497135657537,4.381393010000001,3.92,9.862959788270253,2.656750427998119
2019-07-04 17:37:14.680000+00:00,35.66498379518505,-117.516231991334,3.85880477,4.39,4.796276960167603,14.151955946635496
2019-07-04 17:37:25.360000+00:00,35.67473379518505,-117.44829669383624,10.69600091,4.23,5.265828393980495,17.253041153689885
2019-07-04 17:37:55.240000+00:00,35.74354879518505,-117.54216566168876,6.776589110000001,4.05,6.170678054289408,5.843140266308571
2019-07-04 17:38:21.200000+00:00,35.71408879518505,-117.46911653286318,3.33621653,3.63,2.496945585712414,13.14125160386659
2019-07-04 17:38:46.400000+00:00,35.67151879518505,-117.54611546215324,12.55409243,3.67,5.954161855642653,12.359422619973909
2019-07-04 17:39:34.940000+00:00,35.68612679518505,-117.48213451514764,9.78147149,4.04,2.271468912487068,14.14714808787404
2019-07-04 17:40:01.960000+00:00,35.72417979518505,-117.56103626170596,6.5733603500000015,3.98,6.462369158848819,6.45037952461317
2019-07-04 17:40:18+00:00,35.70671979518505,-117.4937740008517,9.63630809,4.55,0.2786793011707942,11.820076619237103
2019-07-04 17:41:21+00:00,35.73904479518505,-117.53262733602214,4.49026556,3.46,5.213816031990173,6.830974476375506
2019-07-04 17:41:43.360000+00:00,35.61189179518505,-117.58173917190378,6.6604583900000005,2.81,12.962635681676305,18.254964259188117
2019-07-04 17:42:21.480000+00:00,35.57485179518505,-117.63260751317428,8.816134880000002,3.21,19.066040143419638,22.623225217083494
2019-07-04 17:42:53.820000+00:00,35.72963279518505,-117.551848655711,6.950785190000001,3.36,5.9502358978448155,6.360763847081914
2019-07-04 17:43:29.200000+00:00,35.65521879518505,-117.52899928808988,9.839536850000002,3.63,6.293015438610376,14.611934718914986
2019-07-04 17:43:48.940000+00:00,35.74395579518505,-117.53507669112088,5.593507400000001,3.16,5.769653688044961,6.332586921956385
2019-07-04 17:44:32.580000+00:00,35.68564679518505,-117.49931448053552,3.53944529,4.02,2.115936510368716,13.134231710315948
2019-07-04 17:45:05.640000+00:00,35.69487979518505,-117.47712214645765,4.766076020000001,3.21,1.838582309346723,13.818534974073012
2019-07-04 17:45:23.600000+00:00,35.70646379518505,-117.53111898237304,5.615281910000001,3.07,3.374444213825861,9.54175365440639
2019-07-04 17:45:28.760000+00:00,35.71193279518505,-117.54972337718884,0.97005311,3.18,5.120189577702329,8.128395635657006
2019-07-04 17:46:03.260000+00:00,35.637526795185046,-117.60167101483177,10.7468081,3.07,12.239216385466339,15.40464938539028
2019-07-04 17:46:20.160000+00:00,35.65781479518505,-117.52207447501245,4.99833746,2.88,5.741942377050735,14.611287801461872
2019-07-04 17:46:49.500000+00:00,35.63425079518505,-117.60230577918657,11.01536039,3.24,12.507306087509338,15.770529843788323
2019-07-04 17:47:17.540000+00:00,35.74410179518505,-117.536338701679,6.44271329,3.76,5.856165533912394,6.229527253010795
2019-07-04 17:47:40.720000+00:00,35.72343579518505,-117.55573020795666,4.5338145800000005,3.05,5.983856830642122,6.749662971441136
2019-07-04 17:47:54.600000+00:00,35.72312679518505,-117.55507018563394,4.6426871300000006,3.77,5.9158806958917705,6.809167750967701
2019-07-04 17:48:15.360000+00:00,35.70904779518505,-117.5001051689028,6.19593551,3.11,0.7752263012811083,11.219034418164634
2019-07-04 17:48:24+00:00,35.64906679518505,-117.53344284521653,4.265262290000001,3.11,7.085079278888998,15.093398907244435
2019-07-04 17:48:57.360000+00:00,35.61270979518505,-117.58391223067468,4.758817850000001,2.68,13.013282987229237,18.15454993877063
2019-07-04 17:49:36+00:00,35.76567579518505,-117.5711622626578,4.649945300000001,2.62,9.760512854788402,2.2840568872195197
2019-07-04 17:50:13.640000+00:00,35.68669279518505,-117.47127855596212,9.5855009,2.16,2.8232956714611377,14.816052725905022
2019-07-04 17:50:35.880000+00:00,35.63626479518505,-117.60647192405062,10.9645532,2.27,12.670961016281785,15.572750966237546
2019-07-04 17:50:46.620000+00:00,35.70494979518505,-117.4997958730938,15.892850630000002,2.8,0.5378553220637893,11.546448045285452
2019-07-04 17:50:48.680000+00:00,35.67456279518505,-117.49508168151252,2.0297459300000003,2.85,3.2898987475456543,14.330232078524451
2019-07-04 17:51:46.280000+00:00,35.67513279518505,-117.509184722592,6.972559700000001,3.67,3.5083173553207168,13.52780143361368
2019-07-04 17:52:41.420000+00:00,35.72128679518505,-117.51541405271608,6.508036820000001,2.97,2.7143082211666436,9.282693235930608
2019-07-04 17:53:14.740000+00:00,35.70113779518505,-117.47822159798308,2.545076,2.41,1.4604905465887228,13.297697678405296
2019-07-04 17:53:25.320000+00:00,35.64664479518505,-117.53780467089724,10.06454012,2.15,7.519063799540919,15.211037944800754
2019-07-04 17:54:03.360000+00:00,35.67506779518505,-117.50409071790745,12.68473949,2.29,3.360665104145145,13.796679682280516
2019-07-04 17:54:21.660000+00:00,35.72384279518505,-117.60426523735958,4.09106621,1.9,10.216004975446698,5.901269393679435
2019-07-04 17:54:59.120000+00:00,35.63749779518505,-117.54892801274562,10.14437999,2.73,8.918068309814696,15.892129867780096
2019-07-04 17:55:19.840000+00:00,35.67056279518505,-117.506539393268,4.10558255,2.36,3.9026483495752355,14.08215546970216
2019-07-04 17:55:30.320000+00:00,35.67436779518505,-117.51136566745927,2.6902394000000003,2.57,3.6669925004654305,13.4894566713033
2019-07-04 17:55:47.520000+00:00,35.80333479518505,-117.6524479914484,2.26926554,2.26,18.063648305590007,6.16731037333006
2019-07-04 17:55:54.320000+00:00,35.70642279518505,-117.47086497941358,2.72653025,2.36,2.1000363963535142,13.47719327174479
2019-07-04 17:56:21.720000+00:00,35.60185779518505,-117.59224445118352,7.94515448,2.32,14.42534683853778,19.3401889544844
2019-07-04 17:56:55.240000+00:00,35.69795179518505,-117.48190836809027,2.26200737,2.34,1.2894388562096355,13.268123378668207
2019-07-04 17:57:31.260000+00:00,35.66194479518505,-117.5116337724386,3.90961196,2.92,4.954174156134542,14.65090796232421
2019-07-04 17:57:42.640000+00:00,35.69472479518505,-117.4106021352759,5.72415446,3.02,7.610843283339186,18.797945435421997
2019-07-04 17:58:02.360000+00:00,35.70315979518505,-117.49990974390369,6.2612590400000006,3.49,0.5542451073273829,11.675934266853098
2019-07-04 17:58:55.600000+00:00,35.66505779518505,-117.77025999666456,1.093442,2.03,25.379924963056638,20.23623572123925
2019-07-04 17:59:26.200000+00:00,35.67521779518505,-117.451510728718,9.97744208,2.12,5.006430707416838,16.99836080023309
2019-07-04 17:59:38.520000+00:00,35.687477795185046,-117.5061666125707,8.46774272,2.19,2.161405218987219,12.58438128261425
2019-07-04 17:59:48.180000+00:00,35.66456079518505,-117.50959896086388,3.4160564,2.01,4.6207535685440835,14.495309259689535
2019-07-04 17:59:59.640000+00:00,35.68788079518505,-117.486846641633,5.3394714500000005,2.49,1.920840424347283,13.709000587801857
2019-07-04 18:00:12.420000+00:00,35.695993795185046,-117.49238122682443,4.7443015100000006,2.14,0.9218462051613644,12.718353625637578
2019-07-04 18:00:40.080000+00:00,35.63108179518505,-117.5601985512742,4.483007390000001,2.47,10.088033683398047,16.367714669639362
2019-07-04 18:01:01.080000+00:00,35.67420479518505,-117.50386265571233,4.27977863,2.79,3.4473812727912123,13.886604025296661
2019-07-04 18:01:25.720000+00:00,35.83912979518505,-117.52085058988035,1.18779821,3.53,15.161088375633854,9.5393440263993
2019-07-04 18:01:58.260000+00:00,35.70104379518505,-117.4938795911998,6.37738976,2.07,0.35118864720547555,12.233241444000896
