event_time,latitude,longitude,depth_km,magnitude,mainshock_label,x_km,y_km
2019-07-04 17:33:49.040000+00:00,35.70421,-117.49392,11.864,6.4,Mainshock64,5.075194124527454,-3.969588203591513
2019-07-06 03:19:53.040000+00:00,35.77623,-117.59286,1.986,7.1,Mainshock71,-3.875303454078381,4.020729258284046
