event_time,latitude,longitude,depth_km,magnitude,event_id,x_km,y_km
2019-07-04 17:37:55.240000+00:00,35.74354879518505,-117.54216566168876,6.776589110000001,4.05,46,0.708652729824731,0.3937821055342046
2019-07-04 17:38:21.200000+00:00,35.71408879518505,-117.46911653286318,3.33621653,3.63,47,7.318983823565784,-2.8719335986016827
2019-07-04 17:38:46.400000+00:00,35.67151879518505,-117.54611546215324,12.55409243,3.67,48,0.351691037163859,-7.598226207766396
2019-07-04 17:39:34.940000+00:00,35.68612679518505,-117.48213451514764,9.78147149,4.04,49,6.143157847960767,-5.9753067120622525
2019-07-04 17:40:01.960000+00:00,35.72417979518505,-117.56103626170596,6.5733603500000015,3.98,50,-0.998523520815642,-1.75525950565052
2019-07-04 17:40:18+00:00,35.70671979518505,-117.4937740008517,9.63630809,4.55,51,5.08824739573441,-3.6911099722205942
2019-07-04 17:41:21+00:00,35.73904479518505,-117.53262733602214,4.49026556,3.46,52,1.5715276290806932,-0.1058448028299757
2019-07-04 17:41:43.360000+00:00,35.61189179518505,-117.58173917190378,6.6604583900000005,2.81,53,-2.8756791039965566,-14.213525541909634
2019-07-04 17:42:21.480000+00:00,35.57485179518505,-117.63260751317428,8.816134880000002,3.21,54,-7.487979311740623,-18.320484353389013
2019-07-04 17:42:53.820000+00:00,35.72963279518505,-117.551848655711,6.950785190000001,3.36,55,-0.16724869766558415,-1.1502822256316014
2019-07-04 17:43:29.200000+00:00,35.65521879518505,-117.52899928808988,9.839536850000002,3.63,56,1.9017099593082534,-9.406559929647036
2019-07-04 17:43:48.940000+00:00,35.74395579518505,-117.53507669112088,5.593507400000001,3.16,57,1.3498765687912078,0.4390148747836048
2019-07-04 17:44:32.580000+00:00,35.68564679518505,-117.49931448053552,3.53944529,4.02,58,4.5880615793503186,-6.02950357751422
2019-07-04 17:45:05.640000+00:00,35.69487979518505,-117.47712214645765,4.766076020000001,3.21,59,6.5961545055680855,-5.003807440382899
2019-07-04 17:45:23.600000+00:00,35.70646379518505,-117.53111898237304,5.615281910000001,3.07,60,1.70866862536232,-3.720807589397706
2019-07-04 17:45:28.760000+00:00,35.71193279518505,-117.54972337718884,0.97005311,3.18,61,0.025031724300575663,-3.1141666127909287
2019-07-04 17:46:03.260000+00:00,35.637526795185046,-117.60167101483177,10.7468081,3.07,62,-4.680077635175575,-11.368502634369237
2019-07-04 17:46:20.160000+00:00,35.65781479518505,-117.52207447501245,4.99833746,2.88,63,2.5287013682476176,-9.118370584437484
2019-07-04 17:46:49.500000+00:00,35.63425079518505,-117.60230577918657,11.01536039,3.24,64,-4.737764604318149,-11.731951791304517
2019-07-04 17:47:17.540000+00:00,35.74410179518505,-117.536338701679,6.44271329,3.76,65,1.2357201069099928,0.4551975637777624
2019-07-04 17:47:40.720000+00:00,35.72343579518505,-117.55573020795666,4.5338145800000005,3.05,66,-0.5184545991777283,-1.8378502227133147
2019-07-04 17:47:54.600000+00:00,35.72312679518505,-117.55507018563394,4.6426871300000006,3.77,67,-0.45873923472630523,-1.872138258562726
2019-07-04 17:48:15.360000+00:00,35.70904779518505,-117.5001051689028,6.19593551,3.11,68,4.515168564230458,-3.4331198564905727
2019-07-04 17:48:24+00:00,35.64906679518505,-117.53344284521653,4.265262290000001,3.11,69,1.499440711344456,-10.08921708995608
2019-07-04 17:48:57.360000+00:00,35.61270979518505,-117.58391223067468,4.758817850000001,2.68,70,-3.0725344487641535,-14.122701127875498
2019-07-04 17:49:36+00:00,35.76567579518505,-117.5711622626578,4.649945300000001,2.62,71,-1.913696340826995,2.8490495788590966
2019-07-04 17:50:13.640000+00:00,35.68669279518505,-117.47127855596212,9.5855009,2.16,72,7.125784588593342,-5.911773274034504
2019-07-04 17:50:35.880000+00:00,35.63626479518505,-117.60647192405062,10.9645532,2.27,73,-5.1149981397715365,-11.508284907045915
2019-07-04 17:50:46.620000+00:00,35.70494979518505,-117.4997958730938,15.892850630000002,2.8,74,4.543390478421469,-3.887793322544292
2019-07-04 17:50:48.680000+00:00,35.67456279518505,-117.49508168151252,2.0297459300000003,2.85,75,4.971903070883878,-7.2591013086235705
2019-07-04 17:51:46.280000+00:00,35.67513279518505,-117.509184722592,6.972559700000001,3.67,76,3.6950906317849475,-7.196480830034536
2019-07-04 17:52:41.420000+00:00,35.72128679518505,-117.51541405271608,6.508036820000001,2.97,77,3.1293322721913377,-2.0757536116534334
2019-07-04 17:53:14.740000+00:00,35.70113779518505,-117.47822159798308,2.545076,2.41,78,6.4961357229320695,-4.309534399400725
2019-07-04 17:53:25.320000+00:00,35.64664479518505,-117.53780467089724,10.06454012,2.15,79,1.1044606137029536,-10.358001861686606
2019-07-04 17:54:03.360000+00:00,35.67506779518505,-117.50409071790745,12.68473949,2.29,80,4.156264645784548,-7.203489015185125
2019-07-04 17:54:21.660000+00:00,35.72384279518505,-117.60426523735958,4.09106621,1.9,81,-4.909755032284737,-1.7913492400319517
2019-07-04 17:54:59.120000+00:00,35.63749779518505,-117.54892801274562,10.14437999,2.73,82,0.09709477617079695,-11.372951352022667
2019-07-04 17:55:19.840000+00:00,35.67056279518505,-117.506539393268,4.10558255,2.36,83,3.9348021103552178,-7.703432958749892
2019-07-04 17:55:30.320000+00:00,35.67436779518505,-117.51136566745927,2.6902394000000003,2.57,84,3.4976786333595107,-7.281439778876956
2019-07-04 17:55:47.520000+00:00,35.80333479518505,-117.6524479914484,2.26926554,2.26,85,-9.259968829800824,7.032135975051512
2019-07-04 17:55:54.320000+00:00,35.70642279518505,-117.47086497941358,2.72653025,2.36,86,7.161456281082438,-3.7226331167196336
2019-07-04 17:56:21.720000+00:00,35.60185779518505,-117.59224445118352,7.94515448,2.32,87,-3.8279722304812993,-15.326456590382508
2019-07-04 17:56:55.240000+00:00,35.69795179518505,-117.48190836809027,2.26200737,2.34,88,6.162718532822335,-4.663269845058333
2019-07-04 17:57:31.260000+00:00,35.66194479518505,-117.5116337724386,3.90961196,2.92,89,3.4739448027994584,-8.659816656865141
2019-07-04 17:57:42.640000+00:00,35.69472479518505,-117.4106021352759,5.72415446,3.02,90,12.616883784889293,-5.014492968540474
2019-07-04 17:58:02.360000+00:00,35.70315979518505,-117.49990974390369,6.2612590400000006,3.49,91,4.533186719025917,-4.0864053883493385
2019-07-04 17:58:55.600000+00:00,35.66505779518505,-117.77025999666456,1.093442,2.03,92,-19.943079575583976,-8.292722420065767
2019-07-04 17:59:26.200000+00:00,35.67521779518505,-117.451510728718,9.97744208,2.12,93,8.916424684659233,-7.1833442112104935
2019-07-04 17:59:38.520000+00:00,35.687477795185046,-117.5061666125707,8.46774272,2.19,94,3.9677147977440024,-5.826646976542208
2019-07-04 17:59:48.180000+00:00,35.66456079518505,-117.50959896086388,3.4160564,2.01,95,3.6580713712904736,-8.369490289544226
2019-07-04 17:59:59.640000+00:00,35.68788079518505,-117.486846641633,5.3394714500000005,2.49,96,5.716492825353928,-5.780979535019088
2019-07-04 18:00:12.420000+00:00,35.695993795185046,-117.49238122682443,4.7443015100000006,2.14,97,5.2149869610776545,-4.88112374267004
2019-07-04 18:00:40.080000+00:00,35.63108179518505,-117.5601985512742,4.483007390000001,2.47,98,-0.9238032011003654,-12.084773445768494
2019-07-04 18:01:01.080000+00:00,35.67420479518505,-117.50386265571233,4.27977863,2.79,99,4.176956588095694,-7.299231751592512
2019-07-04 18:01:25.720000+00:00,35.83912979518505,-117.52085058988035,1.18779821,3.53,100,2.6335470115682917,10.999348409480131
2019-07-04 18:01:58.260000+00:00,35.70104379518505,-117.4938795911998,6.37738976,2.07,101,5.079051954616251,-4.320887591152231
2019-07-04 18:02:25.200000+00:00,35.70915779518505,-117.47179317684385,3.4087982300000004,2.45,102,7.077215699821282,-3.4192424239508137
2019-07-04 18:02:36.360000+00:00,35.73280279518505,-117.53540988480728,8.22096494,2.34,103,1.319921844555553,-0.7984613820341095
2019-07-04 18:02:53.780000+00:00,35.603867795185046,-117.57356759552884,7.959670820000001,2.63,104,-2.1355193902249145,-15.10401086929594
2019-07-04 18:03:18.320000+00:00,35.74602679518505,-117.53324584089412,5.8548015200000005,2.91,105,1.515445482651424,0.6688279300498357
2019-07-04 18:03:40.060000+00:00,35.72107979518505,-117.52082603776358,5.361245960000001,2.36,106,2.6396633728642285,-2.0988801786134994
2019-07-04 18:04:05.160000+00:00,35.65584579518505,-117.52825933323425,4.51204007,2.22,107,1.968700837513155,-9.33697804411732
2019-07-04 18:04:27.740000+00:00,35.70255779518505,-117.52495870045792,2.53055966,2.52,108,2.2662639934581446,-4.154067303553146
2019-07-04 18:04:57.940000+00:00,35.720106795185046,-117.47539896748162,3.68460869,2.48,109,6.749991311769038,-2.204664368132003
2019-07-04 18:05:07.400000+00:00,35.71749479518505,-117.54942277882778,3.80799758,2.73,110,0.052229377030476115,-2.4970418981943543
2019-07-04 18:05:41.540000+00:00,35.716180795185046,-117.51818068393226,4.686236150000001,2.66,111,2.879191538854096,-2.642368398792448
2019-07-04 18:05:55.680000+00:00,35.72808679518505,-117.5189215439944,8.07580154,2.69,112,2.8117359155294004,-1.3213732762506618
2019-07-04 18:06:15.960000+00:00,35.66472779518505,-117.51624797289338,4.42494203,4.04,113,3.0560369362979682,-8.351188589199943
2019-07-04 18:07:09.060000+00:00,35.59408179518505,-117.60062589289596,7.379017220000001,3.89,114,-4.587899037991303,-16.18885679605443
2019-07-04 18:07:50.520000+00:00,35.72942879518505,-117.52593664096914,5.963674070000001,2.76,115,2.1770282364910845,-1.1726514087755175
2019-07-04 18:08:14.980000+00:00,35.705193795185046,-117.46364689070496,1.1660237000000002,2.53,116,7.814789129303895,-3.858444154991814
2019-07-04 18:08:33.020000+00:00,35.66775079518505,-117.49990719066618,5.252373410000001,3.22,117,4.535422334621852,-8.015146260489077
2019-07-04 18:08:44.920000+00:00,35.712713795185046,-117.46987243357914,3.40154006,3.36,118,7.250708457849133,-3.0245510393045207
2019-07-04 18:09:21.200000+00:00,35.70905979518505,-117.4621011697691,1.84103351,2.13,119,7.95428967071,-3.4293734593337395
2019-07-04 18:09:32.520000+00:00,35.70597979518505,-117.53071194743742,6.326582570000001,2.09,120,1.7455144720764029,-3.774501949358409
2019-07-04 18:10:09.980000+00:00,35.73180979518505,-117.5129248130392,8.729036840000001,2.13,121,3.354117156456742,-0.908103076141683
2019-07-04 18:10:32.280000+00:00,35.65803479518505,-117.52274949085442,10.318576070000002,3.81,122,2.4675708234719123,-9.093978176468202
2019-07-04 18:11:22.520000+00:00,35.59782479518505,-117.59147916160254,8.35887017,2.69,123,-3.75881446624411,-15.773953941559055
2019-07-04 18:11:40.040000+00:00,35.72947379518505,-117.544271644221,4.2144551,2.22,124,0.5182479040572563,-1.1679103556248633
2019-07-04 18:11:49.640000+00:00,35.65361979518505,-117.53669017296733,10.12986365,2.25,125,1.2052894062632027,-9.584094866976619
2019-07-04 18:12:16.540000+00:00,35.70864879518505,-117.47190714009886,1.819259,1.8,126,7.066947697568246,-3.4757260213421444
2019-07-04 18:12:51.700000+00:00,35.66873579518505,-117.55146126163125,8.23548128,3.56,127,-0.13230157291182537,-7.90701409644132
2019-07-04 18:13:51.060000+00:00,35.70981279518505,-117.47209422413,5.60802374,3.53,128,7.0499151666728785,-3.3465894812270616
2019-07-04 18:14:34.560000+00:00,35.71373079518505,-117.4649005070126,3.00234071,1.84,129,7.700517957322708,-2.9113323138311964
2019-07-04 18:15:04.460000+00:00,35.61308779518505,-117.57669325783364,9.12823619,2.54,130,-2.4184657566872607,-14.08096317895702
2019-07-04 18:15:12.640000+00:00,35.66793879518505,-117.51445820421053,4.708010660000001,3.12,131,3.217960459671341,-7.994861864554159
2019-07-04 18:16:04.240000+00:00,35.69400479518505,-117.476089083336,10.29680156,2.08,132,6.689729845740139,-5.100821673489772
2019-07-04 18:16:33.440000+00:00,35.72459579518505,-117.5254972917602,5.680605440000001,3.07,133,2.216910375700723,-1.7088819956470918
2019-07-04 18:17:15.040000+00:00,35.72110779518505,-117.52134603978612,6.130611980000001,2.96,134,2.5926126256955455,-2.0957873377686056
2019-07-04 18:17:55.680000+00:00,35.73161879518505,-117.51712379923524,9.09194534,1.95,135,2.974250487354544,-0.9294307365893798
2019-07-04 18:18:18.200000+00:00,35.74290179518505,-117.53744461490226,6.043513940000001,2.02,136,1.1357027926882861,0.3220390921314413
2019-07-04 18:18:45.200000+00:00,35.63165479518505,-117.60011559248134,11.109716600000002,3.39,137,-4.539528302418464,-12.0200872003761
2019-07-04 18:19:21.660000+00:00,35.64383779518505,-117.5412224688943,4.49026556,2.35,138,0.7949581904379454,-10.669478420148769
2019-07-04 18:19:57.760000+00:00,35.69183179518505,-117.49068892658973,8.43871004,2.08,139,5.368433459861485,-5.34282024101913
2019-07-04 18:20:07.160000+00:00,35.65901079518505,-117.52399456113734,7.611278660000001,2.26,140,2.3547993400010854,-8.985718944068285
2019-07-04 18:20:20.080000+00:00,35.70518179518505,-117.47078388983884,5.992706750000001,2.39,141,7.168905752968976,-3.8603205427237812
2019-07-04 18:21:01.280000+00:00,35.73432879518505,-117.53111299510424,8.162899580000001,2.13,142,1.7086153430167041,-0.6290791437765424
2019-07-04 18:21:25.120000+00:00,35.67961279518505,-117.50278104550252,5.680605440000001,2.74,143,4.274589551914063,-6.699151256530902
2019-07-04 18:21:50.320000+00:00,35.729140795185046,-117.53877862015732,3.17653679,2.09,144,1.015209426070519,-1.2048151019846638
2019-07-04 18:22:04.600000+00:00,35.67588479518505,-117.52863477678984,6.769330940000001,2.29,145,1.9342192879208486,-7.113601992004995
2019-07-04 18:22:26.500000+00:00,35.72979979518505,-117.52451266777922,5.84028518,1.95,146,2.3058453495927003,-1.1314549407355814
2019-07-04 18:22:41.960000+00:00,35.68833179518505,-117.46723467415752,8.975814620000001,2.1,147,7.491679238817737,-5.729619790008107
2019-07-04 18:22:56.960000+00:00,35.64782979518505,-117.51651575618298,2.52330149,1.93,148,3.0324299590397485,-10.226074596481446
2019-07-04 18:23:34.620000+00:00,35.72432279518505,-117.53767127203704,3.3507328700000003,2.11,149,1.115459489037921,-1.7393791730428685
2019-07-04 18:23:45.680000+00:00,35.57311379518505,-117.61969238854012,9.2225924,1.84,150,-6.317421364206352,-18.514225007820475
2019-07-04 18:24:11.880000+00:00,35.65326979518505,-117.53195314776973,6.1596446600000005,1.33,151,1.6342642665846752,-9.622859757085738
2019-07-04 18:24:28.880000+00:00,35.80256979518505,-117.57556793596562,3.60476882,1.42,152,-2.311032125582052,6.942718362008537
2019-07-04 18:24:51.960000+00:00,35.59968079518505,-117.5114992948615,3.29266751,1.76,153,3.488828064603228,-15.568137723608219
2019-07-04 18:25:05.460000+00:00,35.69688979518505,-117.50252129146736,5.8475433500000005,1.71,154,4.297177225966081,-4.782200997957941
2019-07-04 18:25:30.320000+00:00,35.614446795185046,-117.59139135548088,10.69600091,2.4,155,-3.750081006603497,-13.929717927536943
2019-07-04 18:26:03.620000+00:00,35.66616879518505,-117.517876076697,4.504781900000001,3.2,156,2.9085699324567673,-8.191355061665915
2019-07-04 18:26:30.320000+00:00,35.68740079518505,-117.48587860701792,5.477376680000001,2.11,157,5.804151804338471,-5.834180254082142
2019-07-04 18:26:49.740000+00:00,35.66731579518505,-117.51766415932738,6.6822329,1.58,158,2.927715488961824,-8.064085861694043
2019-07-04 18:27:26.600000+00:00,35.67543779518505,-117.50457074457358,4.88220674,3.39,159,4.112787824123461,-7.162456632134766
2019-07-04 18:27:59.180000+00:00,35.74601079518505,-117.54445983973696,7.248370160000001,4.64,160,0.5011181108609278,0.6669373865317227
2019-07-04 18:28:43.260000+00:00,35.66375979518505,-117.55605090316686,8.70000416,4.11,161,-0.5478784196523429,-8.459099454774053
2019-07-04 18:29:32.400000+00:00,35.72988479518505,-117.53053467392176,6.224968190000001,2.67,162,1.7610310779197185,-1.122148677343755
2019-07-04 18:30:07.740000+00:00,35.66325079518505,-117.50951786650414,2.93701718,2.13,163,3.6654738892516248,-8.514835405000099
2019-07-04 18:30:20.680000+00:00,35.68624479518505,-117.48898752365658,2.11684397,2.0,164,5.522818075091792,-5.962621573240294
2019-07-04 18:30:31.680000+00:00,35.72243079518505,-117.64523213535487,2.79185378,1.64,165,-8.616467567338532,-1.945191932149129
2019-07-04 18:30:46.020000+00:00,35.68930479518505,-117.6418277443293,3.00959888,2.02,166,-8.311882086086671,-5.620932573472233
2019-07-04 18:30:57.320000+00:00,35.732126795185046,-117.53191883594964,6.130611980000001,2.06,167,1.6357598782816185,-0.8734137258396166
2019-07-04 18:31:05.520000+00:00,35.63335979518505,-117.56788171510284,11.13874928,2.1,168,-1.6197120614266836,-11.831924814060475
2019-07-04 18:31:16.100000+00:00,35.66090279518505,-117.5587766973922,8.402419190000002,2.17,169,-0.7947135107619607,-8.776072828818801
2019-07-04 18:31:34.440000+00:00,35.728729795185046,-117.53787559045766,5.41931132,2.41,170,1.096913058813484,-1.2504074679378263
2019-07-04 18:32:09.540000+00:00,35.72317079518505,-117.55682018881257,6.079804790000001,1.81,171,-0.6170753303266165,-1.8672466927043165
2019-07-04 18:32:19.360000+00:00,35.68380779518505,-117.75966534793552,3.94590281,2.31,172,-18.979364020504235,-6.2144567140884
2019-07-04 18:32:42.960000+00:00,35.68806379518505,-117.49263365483024,3.27815117,2.11,173,5.192654258243478,-5.760996760318187
2019-07-04 18:32:52.840000+00:00,35.69920079518505,-117.4794094582103,1.88458253,1.93,174,6.388785804907828,-4.524529208217674
2019-07-04 18:33:11.360000+00:00,35.620916795185046,-117.5756118204548,4.954788440000001,2.07,175,-2.320258885821881,-13.212346728734959
2019-07-04 18:33:46.820000+00:00,35.68321379518505,-117.48615530510806,4.577363600000001,1.93,176,5.779407702477487,-6.2987575052135885
2019-07-04 18:34:04.120000+00:00,35.65031579518505,-117.5326209351193,4.32332765,2.6,177,1.5738496021020019,-9.950624526760757
2019-07-04 18:34:48.880000+00:00,35.68991079518505,-117.48541478803511,2.37813809,2.5,178,5.845952635403483,-5.555660111580647
2019-07-04 18:35:18.440000+00:00,35.638148795185046,-117.54442005957702,7.437082580000001,2.43,179,0.5053965582154657,-11.300707571138163
2019-07-04 18:35:45.100000+00:00,35.779485795185046,-117.57404426274842,4.6354289600000005,1.98,180,-2.173938846567639,4.381395286245538
2019-07-04 18:35:50.540000+00:00,35.59665379518505,-117.58948507753216,7.988703500000001,2.7,181,-3.578164061702492,-15.903952695609703
2019-07-04 18:36:26.200000+00:00,35.62886779518505,-117.56907739206598,7.662085850000001,1.81,182,-1.7281123247487093,-12.330301605085094
2019-07-04 18:36:50.500000+00:00,35.686264795185046,-117.49100552509876,5.259631580000001,2.47,183,5.340148308183948,-5.960514201398897
2019-07-04 18:37:31.440000+00:00,35.72261379518505,-117.55559914857466,5.586249230000001,2.95,184,-0.5066018852209799,-1.9290549922445426
2019-07-04 18:38:19.800000+00:00,35.69751579518505,-117.51619333663255,1.9353897200000003,2.15,185,3.0597313076357757,-4.713256702723021
2019-07-04 18:38:45.280000+00:00,35.70138979518505,-117.48402361616824,7.29191918,2.54,186,5.9710189796990765,-4.281942723065391
2019-07-04 18:39:09.760000+00:00,35.59554279518505,-117.62945899777392,9.055654490000002,2.09,187,-7.200726405468679,-16.02502609938743
2019-07-04 18:39:32.340000+00:00,35.70662279518505,-117.47360799384998,2.55233417,1.8,188,6.913205372222729,-3.70063914363226
2019-07-04 18:39:44.220000+00:00,35.59576179518505,-117.5855870134955,7.966928990000001,4.79,189,-3.2249547370219127,-16.003056478915987
2019-07-04 18:40:56.620000+00:00,35.65309079518505,-117.5277871348831,4.359618500000001,3.29,190,2.011529334938874,-9.642642903913396
2019-07-04 18:41:14.120000+00:00,35.67662179518505,-117.50596282990858,4.170906080000001,3.17,191,3.9867010619706407,-7.031145720562291
2019-07-04 18:41:43.960000+00:00,35.69613279518505,-117.50566223685256,0.66520997,2.31,192,4.012936201033559,-4.866325708076931
2019-07-04 18:42:02.420000+00:00,35.69256779518505,-117.46388997967816,2.6176577,2.6,193,7.794019025630836,-5.259361287252815
2019-07-04 18:42:13.600000+00:00,35.72317879518505,-117.52162318939048,5.21608256,2.56,194,2.5674696523514444,-1.866009189385862
2019-07-04 18:42:38.100000+00:00,35.60619079518505,-117.54090976236962,1.95716423,2.04,195,0.8236655779238881,-14.846488216056017
2019-07-04 18:43:18.460000+00:00,35.61324679518505,-117.57584726925782,8.19919043,2.04,196,-2.3418127607800407,-14.06334234216915
2019-07-04 18:43:37.760000+00:00,35.71179379518505,-117.50183036715286,7.495147940000001,1.89,197,4.3588994331693645,-3.128519188454323
2019-07-04 18:44:24.860000+00:00,35.719138795185046,-117.5500738975642,3.99671,3.14,198,-0.006686422183396042,-2.314634022550196
2019-07-04 18:44:49.160000+00:00,35.66956579518505,-117.55382132143193,7.27014467,2.2,199,-0.3459760995196291,-7.8149174561409955
2019-07-04 18:45:41.720000+00:00,35.64780479518505,-117.53130175438363,4.00396817,1.99,200,1.693367750302767,-10.229204320531492
2019-07-04 18:45:58.400000+00:00,35.677064795185046,-117.5103978618384,2.46523613,1.6,201,3.5851762037244397,-6.982164621399623
2019-07-04 18:46:06.160000+00:00,35.64036279518505,-117.54327221885822,6.3193244,1.79,202,0.6093440638193495,-11.05505260122202
2019-07-04 18:46:12.040000+00:00,35.730564795185046,-117.56795372306304,1.6668374300000002,2.11,203,-1.624262312327386,-1.046726034617756
2019-07-04 18:46:36.560000+00:00,35.70887679518505,-117.4726231565582,2.68298123,1.93,204,7.002132458382426,-3.4504799365388408
2019-07-04 18:47:06.180000+00:00,35.67718679518505,-117.47191287063184,9.50566103,4.89,205,7.0692059263275295,-6.966539347711545
