mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,n_total,n_pre,n_post,duration_pre_days,duration_post_days,pre_rate,post_rate,rate_ratio,moving_rate_max,moving_rate_median,post_omori_c,post_omori_k,post_omori_p,post_omori_r2,post_omori_fit_ok,radial_q25_km,radial_q50_km,radial_q75_km,depth_q25_km,depth_q50_km,depth_q75_km,mag_q25,mag_q50,mag_q75,mecha_events,mecha_available
M3,44.0,90.0,mainshock_window,,3103,608,2494,90.0,90.0,6.7555555555555555,27.711111111111112,4.1019736842105265,252.14285714285714,2.2857142857142856,,,,,False,14.665830298477104,24.781295434790714,35.02261565222897,11.11,12.94,14.82,1.3,1.6,2.1,26,True
M3,44.0,90.0,mainshock_window,1.2,2737,519,2217,90.0,90.0,5.766666666666667,24.633333333333333,4.271676300578035,232.14285714285714,2.0,,,,,False,14.709707787735823,24.88500361515385,35.40674111922965,11.01,12.94,14.82,1.4,1.7,2.2,26,True
M3,44.0,90.0,mainshock_window,1.5,2028,348,1679,90.0,90.0,3.8666666666666667,18.655555555555555,4.82471264367816,182.71428571428572,1.3571428571428572,,,,,False,15.000843642140893,25.289653192197317,35.90107919889756,11.1975,13.06,14.92,1.6,1.9,2.4,26,True
M3,44.0,90.0,mainshock_window,2.0,1008,152,855,90.0,90.0,1.6888888888888889,9.5,5.625,100.85714285714286,0.5714285714285714,,,,,False,15.847234892275356,26.160217532182756,36.304972632266015,11.8275,13.29,15.2325,2.2,2.4,2.9,26,True
M3,44.0,90.0,mainshock_window,2.5,502,76,425,90.0,90.0,0.8444444444444444,4.722222222222222,5.592105263157895,50.714285714285715,0.14285714285714285,,,,,False,16.52844444584499,26.627314627610396,36.64408342028924,12.15,13.49,15.467500000000001,2.7,2.9,3.4,26,True
M3,44.0,90.0,stratified,,3005,587,2417,90.0,90.0,6.522222222222222,26.855555555555554,4.117546848381601,245.85714285714286,2.142857142857143,,,,,False,14.388071240277968,24.59915405445358,34.602126986410184,11.0,12.86,14.53,1.3,1.6,2.1,26,True
M3,44.0,90.0,stratified,1.2,2665,505,2159,90.0,90.0,5.611111111111111,23.988888888888887,4.2752475247524755,227.71428571428572,1.8571428571428572,,,,,False,14.495974494443233,24.781295434790714,34.98220025140039,10.93,12.86,14.57,1.4,1.7,2.2,26,True
M3,44.0,90.0,stratified,1.5,1970,338,1631,90.0,90.0,3.7555555555555555,18.122222222222224,4.825443786982249,178.71428571428572,1.2857142857142858,,,,,False,14.565020772724278,25.113785700303758,35.41490697697564,11.1,12.955,14.717500000000001,1.6,1.9,2.4,26,True
M3,44.0,90.0,stratified,2.0,979,145,833,90.0,90.0,1.6111111111111112,9.255555555555556,5.744827586206897,98.85714285714286,0.5714285714285714,,,,,False,15.5800282345511,25.99974146147086,36.11009836242671,11.74,13.25,15.085,2.2,2.4,2.9,26,True
M3,44.0,90.0,stratified,2.5,488,72,415,90.0,90.0,0.8,4.611111111111111,5.763888888888888,49.857142857142854,0.14285714285714285,,,,,False,15.921858307808144,26.585381235668926,36.55511260370649,12.0875,13.47,15.215,2.7,2.9,3.4,26,True
M3,50.0,7.0,all,,2335,72,2262,7.0,7.0,10.285714285714286,323.14285714285717,31.416666666666668,323.2857142857143,241.28571428571428,,,,,False,14.095715120269507,24.36673678216384,34.539890140691945,11.475000000000001,13.2,15.28,1.4,1.7,2.2,26,True
M3,50.0,7.0,all,1.2,2108,54,2053,7.0,7.0,7.714285714285714,293.2857142857143,38.01851851851852,293.42857142857144,225.85714285714286,,,,,False,14.219264056988766,24.58941886284436,34.991764834053434,11.37,13.2,15.2625,1.5,1.8,2.3,26,True
M3,50.0,7.0,all,1.5,1638,31,1606,7.0,7.0,4.428571428571429,229.42857142857142,51.80645161290322,229.57142857142858,183.42857142857142,,,,,False,14.390240180367487,25.040585291767396,36.237794849723755,11.46,13.22,15.45,1.7,2.0,2.5,26,True
M3,50.0,7.0,all,2.0,860,9,850,7.0,7.0,1.2857142857142858,121.42857142857143,94.44444444444444,121.57142857142857,103.57142857142857,,,,,False,15.597815218887563,25.898240452652637,36.666782273746556,11.717500000000001,13.335,15.655000000000001,2.1,2.4,2.9,26,True
M3,50.0,7.0,all,2.5,415,4,410,7.0,7.0,0.5714285714285714,58.57142857142857,102.5,58.714285714285715,52.42857142857143,,,,,False,15.919202820400134,26.10220889002643,36.31325043154613,12.1,13.65,15.895,2.7,3.0,3.4,26,True
M3,50.0,7.0,mainshock_window,,2335,72,2262,7.0,7.0,10.285714285714286,323.14285714285717,31.416666666666668,323.2857142857143,241.28571428571428,,,,,False,14.095715120269507,24.36673678216384,34.539890140691945,11.475000000000001,13.2,15.28,1.4,1.7,2.2,26,True
M3,50.0,7.0,mainshock_window,1.2,2108,54,2053,7.0,7.0,7.714285714285714,293.2857142857143,38.01851851851852,293.42857142857144,225.85714285714286,,,,,False,14.219264056988766,24.58941886284436,34.991764834053434,11.37,13.2,15.2625,1.5,1.8,2.3,26,True
M3,50.0,7.0,mainshock_window,1.5,1638,31,1606,7.0,7.0,4.428571428571429,229.42857142857142,51.80645161290322,229.57142857142858,183.42857142857142,,,,,False,14.390240180367487,25.040585291767396,36.237794849723755,11.46,13.22,15.45,1.7,2.0,2.5,26,True
M3,50.0,7.0,mainshock_window,2.0,860,9,850,7.0,7.0,1.2857142857142858,121.42857142857143,94.44444444444444,121.57142857142857,103.57142857142857,,,,,False,15.597815218887563,25.898240452652637,36.666782273746556,11.717500000000001,13.335,15.655000000000001,2.1,2.4,2.9,26,True
M3,50.0,7.0,mainshock_window,2.5,415,4,410,7.0,7.0,0.5714285714285714,58.57142857142857,102.5,58.714285714285715,52.42857142857143,,,,,False,15.919202820400134,26.10220889002643,36.31325043154613,12.1,13.65,15.895,2.7,3.0,3.4,26,True
M3,50.0,7.0,stratified,,2229,67,2161,7.0,7.0,9.571428571428571,308.7142857142857,32.25373134328358,308.85714285714283,231.42857142857142,,,,,False,13.781343674239123,23.910581875348836,32.5574287363624,11.33,13.08,14.89,1.4,1.7,2.2,26,True
M3,50.0,7.0,stratified,1.2,2024,50,1973,7.0,7.0,7.142857142857143,281.85714285714283,39.459999999999994,282.0,217.85714285714286,,,,,False,13.892223695140553,24.19323524467106,33.726813272799795,11.2575,13.11,14.9525,1.5,1.8,2.3,26,True
M3,50.0,7.0,stratified,1.5,1566,27,1538,7.0,7.0,3.857142857142857,219.71428571428572,56.96296296296296,219.85714285714286,176.42857142857142,,,,,False,14.215284455287762,24.737589304218027,34.80290958746171,11.3,13.12,15.0375,1.7,2.0,2.5,26,True
M3,50.0,7.0,stratified,2.0,826,5,820,7.0,7.0,0.7142857142857143,117.14285714285714,164.0,117.28571428571429,100.57142857142857,,,,,False,14.83910437424367,25.40277478930303,36.19047255393313,11.622499999999999,13.245000000000001,15.21,2.1,2.4,2.9,26,True
M3,50.0,7.0,stratified,2.5,398,1,396,7.0,7.0,0.14285714285714285,56.57142857142857,396.0,56.714285714285715,50.857142857142854,,,,,False,15.444586886610082,25.763507400734152,35.79041717840293,12.04,13.49,15.665,2.7,2.9,3.4,26,True
M3,50.0,30.0,all,,3328,550,2777,30.0,30.0,18.333333333333332,92.56666666666666,5.049090909090909,279.7142857142857,16.642857142857142,,,,,False,15.74277415666388,25.910670570775228,38.072665106380434,10.5775,12.89,14.8425,1.3,1.7,2.2,26,True
M3,50.0,30.0,all,1.2,2954,467,2486,30.0,30.0,15.566666666666666,82.86666666666666,5.323340471092076,257.57142857142856,14.142857142857142,,,,,False,15.85372767667923,26.180193071893044,38.44159470203847,10.43,12.88,14.84,1.5,1.7,2.2,26,True
M3,50.0,30.0,all,1.5,2232,317,1914,30.0,30.0,10.566666666666666,63.8,6.037854889589905,204.57142857142858,8.785714285714285,,,,,False,16.68036000197931,26.853025251641505,39.272064108832275,10.524999999999999,12.99,14.9825,1.7,2.0,2.4,26,True
M3,50.0,30.0,all,2.0,1118,145,972,30.0,30.0,4.833333333333333,32.4,6.703448275862069,111.57142857142857,3.071428571428571,,,,,False,17.447392782491875,27.557123552210943,39.42399312724015,11.3925,13.27,15.254999999999999,2.2,2.4,2.9,26,True
M3,50.0,30.0,all,2.5,555,81,473,30.0,30.0,2.7,15.766666666666667,5.839506172839506,54.857142857142854,1.2857142857142856,,,,,False,18.35458609808562,28.129050239811946,39.327403882662814,11.934999999999999,13.49,15.575,2.6,2.9,3.4,26,True
M3,50.0,30.0,mainshock_window,,3328,550,2777,30.0,30.0,18.333333333333332,92.56666666666666,5.049090909090909,279.7142857142857,16.642857142857142,,,,,False,15.74277415666388,25.910670570775228,38.072665106380434,10.5775,12.89,14.8425,1.3,1.7,2.2,26,True
M3,50.0,30.0,mainshock_window,1.2,2954,467,2486,30.0,30.0,15.566666666666666,82.86666666666666,5.323340471092076,257.57142857142856,14.142857142857142,,,,,False,15.85372767667923,26.180193071893044,38.44159470203847,10.43,12.88,14.84,1.5,1.7,2.2,26,True
M3,50.0,30.0,mainshock_window,1.5,2232,317,1914,30.0,30.0,10.566666666666666,63.8,6.037854889589905,204.57142857142858,8.785714285714285,,,,,False,16.68036000197931,26.853025251641505,39.272064108832275,10.524999999999999,12.99,14.9825,1.7,2.0,2.4,26,True
M3,50.0,30.0,mainshock_window,2.0,1118,145,972,30.0,30.0,4.833333333333333,32.4,6.703448275862069,111.57142857142857,3.071428571428571,,,,,False,17.447392782491875,27.557123552210943,39.42399312724015,11.3925,13.27,15.254999999999999,2.2,2.4,2.9,26,True
M3,50.0,30.0,mainshock_window,2.5,555,81,473,30.0,30.0,2.7,15.766666666666667,5.839506172839506,54.857142857142854,1.2857142857142856,,,,,False,18.35458609808562,28.129050239811946,39.327403882662814,11.934999999999999,13.49,15.575,2.6,2.9,3.4,26,True
M3,50.0,30.0,stratified,,3195,541,2653,30.0,30.0,18.033333333333335,88.43333333333334,4.903881700554528,268.14285714285717,16.357142857142858,,,,,False,15.29165623246153,25.487382683613745,37.5694488411537,10.405000000000001,12.76,14.47,1.4,1.7,2.2,26,True
M3,50.0,30.0,stratified,1.2,2853,462,2390,30.0,30.0,15.4,79.66666666666667,5.1731601731601735,248.71428571428572,14.071428571428573,,,,,False,15.548865731497537,25.852281220571086,37.964339229566136,10.12,12.76,14.54,1.5,1.7,2.2,26,True
M3,50.0,30.0,stratified,1.5,2150,312,1837,30.0,30.0,10.4,61.233333333333334,5.887820512820513,196.85714285714286,8.714285714285715,,,,,False,15.948628119967989,26.46284312350164,38.83406341518868,10.25,12.864999999999998,14.6575,1.7,2.0,2.4,26,True
M3,50.0,30.0,stratified,2.0,1081,140,940,30.0,30.0,4.666666666666667,31.333333333333332,6.7142857142857135,108.28571428571429,3.0,,,,,False,17.048077162268772,27.244456765788165,39.07679306910051,11.33,13.21,15.07,2.2,2.4,2.9,26,True
M3,50.0,30.0,stratified,2.5,536,77,458,30.0,30.0,2.566666666666667,15.266666666666667,5.948051948051948,53.42857142857143,1.2142857142857144,,,,,False,17.750649350655703,27.725682136588418,39.07918384311722,11.8475,13.46,15.299999999999999,2.6,2.9,3.4,26,True
M3,50.0,60.0,all,,3486,708,2777,60.0,60.0,11.8,46.28333333333333,3.9223163841807906,315.7142857142857,4.428571428571429,,,,,False,16.454482015238696,26.281457629203523,38.564868447627475,10.6525,12.864999999999998,14.84,1.3,1.7,2.2,26,True
M3,50.0,60.0,all,1.2,3101,614,2486,60.0,60.0,10.233333333333333,41.43333333333333,4.04885993485342,287.2857142857143,3.857142857142857,,,,,False,16.69524555790816,26.683194183575715,39.03941853273637,10.5,12.85,14.84,1.5,1.7,2.2,26,True
M3,50.0,60.0,all,1.5,2336,421,1914,60.0,60.0,7.016666666666667,31.9,4.546318289786223,225.28571428571428,2.0,,,,,False,17.270524255732685,27.240749377026972,39.57614677828437,10.6575,12.94,14.92,1.7,2.0,2.4,26,True
M3,50.0,60.0,all,2.0,1171,198,972,60.0,60.0,3.3,16.2,4.909090909090909,119.71428571428571,1.1428571428571428,,,,,False,18.077619473684496,28.206481260810218,39.810201651450654,11.465,13.25,15.22,2.2,2.4,2.9,26,True
M3,50.0,60.0,all,2.5,582,108,473,60.0,60.0,1.8,7.883333333333334,4.37962962962963,58.142857142857146,0.5714285714285714,,,,,False,18.642482044544387,28.81955856133122,39.56572536507424,11.9575,13.49,15.5675,2.6,2.9,3.4,26,True
M3,50.0,60.0,mainshock_window,,3486,708,2777,60.0,60.0,11.8,46.28333333333333,3.9223163841807906,315.7142857142857,4.428571428571429,,,,,False,16.454482015238696,26.281457629203523,38.564868447627475,10.6525,12.864999999999998,14.84,1.3,1.7,2.2,26,True
M3,50.0,60.0,mainshock_window,1.2,3101,614,2486,60.0,60.0,10.233333333333333,41.43333333333333,4.04885993485342,287.2857142857143,3.857142857142857,,,,,False,16.69524555790816,26.683194183575715,39.03941853273637,10.5,12.85,14.84,1.5,1.7,2.2,26,True
M3,50.0,60.0,mainshock_window,1.5,2336,421,1914,60.0,60.0,7.016666666666667,31.9,4.546318289786223,225.28571428571428,2.0,,,,,False,17.270524255732685,27.240749377026972,39.57614677828437,10.6575,12.94,14.92,1.7,2.0,2.4,26,True
M3,50.0,60.0,mainshock_window,2.0,1171,198,972,60.0,60.0,3.3,16.2,4.909090909090909,119.71428571428571,1.1428571428571428,,,,,False,18.077619473684496,28.206481260810218,39.810201651450654,11.465,13.25,15.22,2.2,2.4,2.9,26,True
M3,50.0,60.0,mainshock_window,2.5,582,108,473,60.0,60.0,1.8,7.883333333333334,4.37962962962963,58.142857142857146,0.5714285714285714,,,,,False,18.642482044544387,28.81955856133122,39.56572536507424,11.9575,13.49,15.5675,2.6,2.9,3.4,26,True
M3,50.0,60.0,stratified,,3344,690,2653,60.0,60.0,11.5,44.21666666666667,3.8449275362318844,301.7142857142857,4.0,,,,,False,15.782290426877847,25.921082224761392,38.007898268980995,10.44,12.74,14.4325,1.4,1.7,2.2,26,True
M3,50.0,60.0,stratified,1.2,2993,602,2390,60.0,60.0,10.033333333333333,39.833333333333336,3.9700996677740865,276.0,3.4285714285714284,,,,,False,16.077197917827885,26.279428689367045,38.448648470901304,10.31,12.74,14.51,1.5,1.7,2.2,26,True
M3,50.0,60.0,stratified,1.5,2251,413,1837,60.0,60.0,6.883333333333334,30.616666666666667,4.447941888619854,215.71428571428572,2.0,,,,,False,16.744272356735337,26.921049263665385,39.25014110535281,10.405000000000001,12.84,14.575,1.7,2.0,2.4,26,True
M3,50.0,60.0,stratified,2.0,1132,191,940,60.0,60.0,3.183333333333333,15.666666666666666,4.9214659685863875,115.42857142857143,0.7142857142857143,,,,,False,17.58600258318235,27.782100638836035,39.41982163773441,11.3575,13.19,15.05,2.2,2.4,2.9,26,True
M3,50.0,60.0,stratified,2.5,562,103,458,60.0,60.0,1.7166666666666666,7.633333333333334,4.4466019417475735,56.142857142857146,0.42857142857142855,,,,,False,18.397858050384308,28.616487956518167,39.368576087603685,11.8825,13.455,15.274999999999999,2.6,2.9,3.4,26,True
M3,50.0,90.0,all,,3654,876,2777,90.0,90.0,9.733333333333333,30.855555555555554,3.1700913242009134,271.0,3.7142857142857144,,,,,False,16.827283959447172,26.585381235668926,38.869805006617085,10.6425,12.83,14.81,1.3,1.65,2.1750000000000003,26,True
M3,50.0,90.0,all,1.2,3251,764,2486,90.0,90.0,8.488888888888889,27.622222222222224,3.253926701570681,250.28571428571428,3.3571428571428568,,,,,False,17.123107479764986,26.970747627819602,39.23730180862755,10.47,12.8,14.81,1.5,1.7,2.2,26,True
M3,50.0,90.0,all,1.5,2444,529,1914,90.0,90.0,5.877777777777778,21.266666666666666,3.6181474480151223,199.28571428571428,2.428571428571429,,,,,False,17.52005981467221,27.644620709428942,39.7162378552368,10.6325,12.9,14.865,1.6,1.9,2.4,26,True
M3,50.0,90.0,all,2.0,1213,240,972,90.0,90.0,2.6666666666666665,10.8,4.050000000000001,109.85714285714286,0.7857142857142857,,,,,False,18.30457842851583,28.491598333052778,39.870510406581865,11.48,13.24,15.21,2.2,2.4,2.9,26,True
M3,50.0,90.0,all,2.5,599,125,473,90.0,90.0,1.3888888888888888,5.2555555555555555,3.7840000000000003,54.57142857142857,0.2857142857142857,,,,,False,18.60482669140914,29.043419020315245,39.63694840824829,11.945,13.48,15.48,2.6,2.9,3.4,26,True
M3,50.0,90.0,mainshock_window,,3654,876,2777,90.0,90.0,9.733333333333333,30.855555555555554,3.1700913242009134,271.0,3.7142857142857144,,,,,False,16.827283959447172,26.585381235668926,38.869805006617085,10.6425,12.83,14.81,1.3,1.65,2.1750000000000003,26,True
M3,50.0,90.0,mainshock_window,1.2,3251,764,2486,90.0,90.0,8.488888888888889,27.622222222222224,3.253926701570681,250.28571428571428,3.3571428571428568,,,,,False,17.123107479764986,26.970747627819602,39.23730180862755,10.47,12.8,14.81,1.5,1.7,2.2,26,True
M3,50.0,90.0,mainshock_window,1.5,2444,529,1914,90.0,90.0,5.877777777777778,21.266666666666666,3.6181474480151223,199.28571428571428,2.428571428571429,,,,,False,17.52005981467221,27.644620709428942,39.7162378552368,10.6325,12.9,14.865,1.6,1.9,2.4,26,True
M3,50.0,90.0,mainshock_window,2.0,1213,240,972,90.0,90.0,2.6666666666666665,10.8,4.050000000000001,109.85714285714286,0.7857142857142857,,,,,False,18.30457842851583,28.491598333052778,39.870510406581865,11.48,13.24,15.21,2.2,2.4,2.9,26,True
M3,50.0,90.0,mainshock_window,2.5,599,125,473,90.0,90.0,1.3888888888888888,5.2555555555555555,3.7840000000000003,54.57142857142857,0.2857142857142857,,,,,False,18.60482669140914,29.043419020315245,39.63694840824829,11.945,13.48,15.48,2.6,2.9,3.4,26,True
M3,50.0,90.0,stratified,,3504,850,2653,90.0,90.0,9.444444444444445,29.477777777777778,3.121176470588235,260.14285714285717,3.4285714285714284,,,,,False,16.218052693067307,26.160217532182756,38.26596131337607,10.4275,12.71,14.39,1.4,1.7,2.2,26,True
M3,50.0,90.0,stratified,1.2,3136,745,2390,90.0,90.0,8.277777777777779,26.555555555555557,3.208053691275168,241.85714285714286,3.071428571428571,,,,,False,16.54382079716813,26.62543247498721,38.78512181953165,10.2775,12.71,14.4525,1.5,1.7,2.2,26,True
M3,50.0,90.0,stratified,1.5,2353,515,1837,90.0,90.0,5.722222222222222,20.41111111111111,3.566990291262136,191.85714285714286,2.071428571428571,,,,,False,17.105313920319368,27.125102944602755,39.40730800353025,10.39,12.78,14.53,1.6,1.9,2.4,26,True
M3,50.0,90.0,stratified,2.0,1171,230,940,90.0,90.0,2.5555555555555554,10.444444444444445,4.086956521739131,106.71428571428571,0.6428571428571428,,,,,False,17.7202308204521,27.970275036363173,39.508228407947115,11.36,13.17,15.004999999999999,2.2,2.4,2.9,26,True
M3,50.0,90.0,stratified,2.5,579,120,458,90.0,90.0,1.3333333333333333,5.088888888888889,3.8166666666666664,53.142857142857146,0.2857142857142857,,,,,False,18.35458609808562,28.765015363017092,39.46026380963036,11.855,13.44,15.21,2.6,2.9,3.4,26,True
M3,80.0,7.0,all,,3045,172,2872,7.0,7.0,24.571428571428573,410.2857142857143,16.69767441860465,410.42857142857144,289.85714285714283,,,,,False,17.319323454900893,27.600666606755432,48.60545443544056,10.31,13.1,15.89,1.3,1.7,2.2,26,True
M3,80.0,7.0,all,1.2,2635,101,2533,7.0,7.0,14.428571428571429,361.85714285714283,25.079207920792076,362.0,265.57142857142856,,,,,False,16.80683720810756,27.135679884158108,46.09960318095182,10.565000000000001,13.16,15.77,1.5,1.8,2.3,26,True
M3,80.0,7.0,all,1.5,1999,63,1935,7.0,7.0,9.0,276.42857142857144,30.714285714285715,276.57142857142856,212.71428571428572,,,,,False,17.126822235511924,27.41541701704287,44.31933252656161,10.85,13.2,15.885000000000002,1.7,2.0,2.5,26,True
M3,80.0,7.0,all,2.0,1028,22,1005,7.0,7.0,3.142857142857143,143.57142857142858,45.68181818181819,143.71428571428572,119.42857142857143,,,,,False,17.73029272337276,27.896673207757892,42.75069989850881,11.5175,13.39,16.01,2.2,2.4,2.9,26,True
M3,80.0,7.0,all,2.5,502,13,488,7.0,7.0,1.8571428571428572,69.71428571428571,37.53846153846153,69.85714285714286,60.57142857142857,,,,,False,18.397858050384308,27.725682136588418,41.69977928105091,11.942499999999999,13.72,16.4575,2.7,3.0,3.3,26,True
M3,80.0,7.0,mainshock_window,,3020,170,2849,7.0,7.0,24.285714285714285,407.0,16.758823529411764,407.14285714285717,288.0,,,,,False,17.248930408576218,27.41954127182554,48.24909973533603,10.2075,13.08,15.7425,1.3,1.7,2.2,26,True
M3,80.0,7.0,mainshock_window,1.2,2626,101,2524,7.0,7.0,14.428571428571429,360.57142857142856,24.990099009900987,360.7142857142857,264.85714285714283,,,,,False,16.7466439805314,27.10047011246376,45.85110168981775,10.5425,13.14,15.715,1.5,1.8,2.3,26,True
M3,80.0,7.0,mainshock_window,1.5,1992,63,1928,7.0,7.0,9.0,275.42857142857144,30.603174603174605,275.57142857142856,212.0,,,,,False,17.09100473080672,27.339429488542812,44.1610813486985,10.8375,13.2,15.8025,1.7,2.0,2.5,26,True
M3,80.0,7.0,mainshock_window,2.0,1027,22,1004,7.0,7.0,3.142857142857143,143.42857142857142,45.63636363636363,143.57142857142858,119.28571428571429,,,,,False,17.7202308204521,27.892791339708797,42.72567427181424,11.515,13.39,16.01,2.2,2.4,2.9,26,True
M3,80.0,7.0,mainshock_window,2.5,502,13,488,7.0,7.0,1.8571428571428572,69.71428571428571,37.53846153846153,69.85714285714286,60.57142857142857,,,,,False,18.397858050384308,27.725682136588418,41.69977928105091,11.942499999999999,13.72,16.4575,2.7,3.0,3.3,26,True
M3,80.0,7.0,stratified,,2740,151,2588,7.0,7.0,21.571428571428573,369.7142857142857,17.13907284768212,369.85714285714283,259.7142857142857,,,,,False,15.680160652011251,26.101124726638048,42.30203369683759,9.45,12.73,14.6425,1.3,1.7,2.2,26,True
M3,80.0,7.0,stratified,1.2,2406,91,2314,7.0,7.0,13.0,330.57142857142856,25.428571428571427,330.7142857142857,242.0,,,,,False,15.539435812103775,25.98792280712291,40.13873773526336,9.855,12.825,14.7675,1.5,1.8,2.3,26,True
M3,80.0,7.0,stratified,1.5,1825,55,1769,7.0,7.0,7.857142857142857,252.71428571428572,32.163636363636364,252.85714285714286,194.28571428571428,,,,,False,15.797611592025453,26.311121603014495,40.01589304299363,10.39,12.93,14.85,1.7,2.0,2.4,26,True
M3,80.0,7.0,stratified,2.0,943,15,927,7.0,7.0,2.142857142857143,132.42857142857142,61.8,132.57142857142858,111.0,,,,,False,16.80683720810756,27.023372641616497,39.42190738248728,11.120000000000001,13.18,15.14,2.1,2.4,2.9,26,True
M3,80.0,7.0,stratified,2.5,452,8,443,7.0,7.0,1.1428571428571428,63.285714285714285,55.375,63.42857142857143,55.42857142857143,,,,,False,16.84308417399755,27.00626489306751,38.966091862024136,11.6,13.43,15.442499999999999,2.7,2.95,3.4,26,True
M3,80.0,30.0,all,,4642,992,3649,30.0,30.0,33.06666666666667,121.63333333333334,3.6784274193548385,350.14285714285717,31.785714285714285,,,,,False,20.798864574709803,36.59298932797137,51.87213584935738,9.0925,12.74,15.434999999999999,1.3,1.6,2.1,26,True
M3,80.0,30.0,all,1.2,3906,767,3138,30.0,30.0,25.566666666666666,104.6,4.091264667535854,314.85714285714283,25.642857142857146,,,,,False,20.13358168113744,35.644747355527485,49.5673831928035,9.2925,12.77,15.26,1.4,1.7,2.2,26,True
M3,80.0,30.0,all,1.5,2868,503,2364,30.0,30.0,16.766666666666666,78.8,4.699801192842942,245.0,15.785714285714285,,,,,False,20.444453796725234,35.84532326342191,48.708909374949094,9.364999999999998,12.934999999999999,15.4025,1.7,1.9,2.4,26,True
M3,80.0,30.0,all,2.0,1419,231,1187,30.0,30.0,7.7,39.56666666666667,5.138528138528139,131.85714285714286,6.357142857142858,,,,,False,22.32122043117556,36.15448237322514,48.111707650002444,10.82,13.28,15.735,2.2,2.4,2.9,26,True
M3,80.0,30.0,all,2.5,693,122,570,30.0,30.0,4.066666666666666,19.0,4.672131147540984,64.85714285714286,3.142857142857143,,,,,False,23.175417888921814,36.24730074203909,47.40319807836266,11.45,13.54,15.9,2.7,2.9,3.3,26,True
M3,80.0,30.0,mainshock_window,,4608,987,3620,30.0,30.0,32.9,120.66666666666667,3.6676798378926043,347.7142857142857,31.57142857142857,,,,,False,20.716149493013948,36.472896316905775,51.41092575750351,9.0275,12.715,15.272499999999999,1.3,1.6,2.1,26,True
M3,80.0,30.0,mainshock_window,1.2,3894,767,3126,30.0,30.0,25.566666666666666,104.2,4.075619295958279,313.85714285714283,25.642857142857146,,,,,False,20.03912893292853,35.50262542905538,49.469937909682876,9.27,12.76,15.225000000000001,1.4,1.7,2.2,26,True
M3,80.0,30.0,mainshock_window,1.5,2858,503,2354,30.0,30.0,16.766666666666666,78.46666666666667,4.679920477137177,244.14285714285714,15.785714285714285,,,,,False,20.398762520299183,35.74225995473388,48.61409637646976,9.3325,12.93,15.35,1.7,1.9,2.4,26,True
M3,80.0,30.0,mainshock_window,2.0,1416,231,1184,30.0,30.0,7.7,39.46666666666667,5.125541125541126,131.71428571428572,6.357142857142858,,,,,False,22.12063018609195,36.097129097949164,48.09313145872187,10.7975,13.27,15.7225,2.2,2.4,2.9,26,True
M3,80.0,30.0,mainshock_window,2.5,691,122,568,30.0,30.0,4.066666666666666,18.933333333333334,4.6557377049180335,64.85714285714286,3.142857142857143,,,,,False,23.08171139273388,36.202469280835786,47.378344011007215,11.415,13.52,15.885000000000002,2.7,2.9,3.3,26,True
M3,80.0,30.0,stratified,,4185,893,3291,30.0,30.0,29.766666666666666,109.7,3.685330347144457,316.0,26.92857142857143,,,,,False,19.351802192364502,33.489045438866775,49.17285409077696,8.53,12.37,14.25,1.3,1.6,2.1,26,True
M3,80.0,30.0,stratified,1.2,3581,705,2875,30.0,30.0,23.5,95.83333333333333,4.078014184397163,288.7142857142857,22.142857142857142,,,,,False,18.780045439521835,32.01884413139698,47.9129329936801,8.8,12.49,14.37,1.4,1.7,2.2,26,True
M3,80.0,30.0,stratified,1.5,2636,462,2173,30.0,30.0,15.4,72.43333333333334,4.703463203463204,224.85714285714286,13.571428571428573,,,,,False,19.12411442310623,32.90116722922694,47.31864056587373,8.8275,12.65,14.49,1.7,1.9,2.4,26,True
M3,80.0,30.0,stratified,2.0,1310,211,1098,30.0,30.0,7.033333333333333,36.6,5.2037914691943135,122.57142857142857,5.571428571428571,,,,,False,20.566276283787246,33.99695772572238,46.99411110582735,10.192499999999999,13.11,15.04,2.2,2.4,2.9,26,True
M3,80.0,30.0,stratified,2.5,633,111,521,30.0,30.0,3.7,17.366666666666667,4.693693693693693,59.714285714285715,2.857142857142857,,,,,False,21.819600957307177,34.61475290170163,46.037789207133024,10.99,13.39,15.21,2.7,2.9,3.3,26,True
M3,80.0,60.0,all,,5003,1353,3649,60.0,60.0,22.55,60.81666666666667,2.6969696969696972,398.42857142857144,10.714285714285714,,,,,False,22.214457333348953,37.522254043551214,53.697319394097114,9.39,12.79,15.56,1.3,1.6,2.1,26,True
M3,80.0,60.0,all,1.2,4216,1077,3138,60.0,60.0,17.95,52.3,2.913649025069638,353.0,9.571428571428571,,,,,False,21.05451658187187,36.745993550183314,50.706140918611624,9.57,12.82,15.42,1.4,1.7,2.2,26,True
M3,80.0,60.0,all,1.5,3070,705,2364,60.0,60.0,11.75,39.4,3.353191489361702,270.7142857142857,5.857142857142857,,,,,False,21.823086936338036,36.6278210203791,49.378880880855576,9.7425,12.97,15.48,1.7,1.9,2.4,26,True
M3,80.0,60.0,all,2.0,1520,332,1187,60.0,60.0,5.533333333333333,19.783333333333335,3.5753012048192776,141.57142857142858,2.4285714285714284,,,,,False,23.338683441642548,36.77496035275115,48.97141450021052,11.0775,13.3,15.79,2.2,2.4,2.9,26,True
