mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,n_total,n_pre,n_post,duration_pre_days,duration_post_days,pre_rate,post_rate,rate_ratio,moving_rate_max,moving_rate_median,post_omori_c,post_omori_k,post_omori_p,post_omori_r2,post_omori_fit_ok,radial_q25_km,radial_q50_km,radial_q75_km,depth_q25_km,depth_q50_km,depth_q75_km,mag_q25,mag_q50,mag_q75,mecha_events,mecha_available
M1,50.0,90.0,stratified,2.0,1433,201,1231,90.0,90.0,2.2333333333333334,13.677777777777777,6.124378109452736,129.71428571428572,1.2857142857142858,0.01,120.68447416530604,0.8520299605401612,0.9561790911925308,True,11.868108515459266,19.189842706902162,25.809698438656838,10.42,12.45,13.88,2.1,2.4,3.0,6,True
M1,50.0,90.0,stratified,2.5,688,113,574,90.0,90.0,1.2555555555555555,6.377777777777778,5.079646017699115,67.85714285714286,0.42857142857142855,0.01,60.21019110494164,0.9602515326712057,0.9764610947768675,True,11.031598319469081,18.29353013458764,25.04063656074543,10.9775,12.875,14.1825,2.7,3.0,3.5,6,True
M1,80.0,7.0,all,,2328,540,1787,7.0,7.0,77.14285714285714,255.28571428571428,3.3092592592592593,256.85714285714283,255.42857142857142,,,,,False,9.698514102113178,16.670667959989082,24.981388103344973,9.8,11.68,13.08,1.6,1.8,2.4,6,True
M1,80.0,7.0,all,1.2,2254,512,1741,7.0,7.0,73.14285714285714,248.71428571428572,3.4003906250000004,250.85714285714286,248.85714285714286,,,,,False,9.806274431442334,16.847470369670905,25.03124744957543,9.79,11.68,13.1,1.6,1.9,2.4,6,True
M1,80.0,7.0,all,1.5,1921,400,1520,7.0,7.0,57.142857142857146,217.14285714285714,3.8,221.71428571428572,217.28571428571428,,,,,False,10.216580977531917,17.284390026796608,25.03292908973063,9.86,11.78,13.26,1.7,2.0,2.5,6,True
M1,80.0,7.0,all,2.0,1030,192,837,7.0,7.0,27.428571428571427,119.57142857142857,4.359375,127.14285714285714,119.71428571428571,,,,,False,10.920131547340517,17.691921397940853,24.55354461043023,10.3225,12.4,13.82,2.2,2.5,3.1,6,True
M1,80.0,7.0,all,2.5,522,107,414,7.0,7.0,15.285714285714286,59.142857142857146,3.869158878504673,66.42857142857143,59.285714285714285,,,,,False,9.815199918005064,16.985396899802836,23.971783599608393,10.995000000000001,12.81,14.18,2.7,3.1,3.5,6,True
M1,80.0,7.0,mainshock_window,,2328,540,1787,7.0,7.0,77.14285714285714,255.28571428571428,3.3092592592592593,256.85714285714283,255.42857142857142,,,,,False,9.698514102113178,16.670667959989082,24.981388103344973,9.8,11.68,13.08,1.6,1.8,2.4,6,True
M1,80.0,7.0,mainshock_window,1.2,2254,512,1741,7.0,7.0,73.14285714285714,248.71428571428572,3.4003906250000004,250.85714285714286,248.85714285714286,,,,,False,9.806274431442334,16.847470369670905,25.03124744957543,9.79,11.68,13.1,1.6,1.9,2.4,6,True
M1,80.0,7.0,mainshock_window,1.5,1921,400,1520,7.0,7.0,57.142857142857146,217.14285714285714,3.8,221.71428571428572,217.28571428571428,,,,,False,10.216580977531917,17.284390026796608,25.03292908973063,9.86,11.78,13.26,1.7,2.0,2.5,6,True
M1,80.0,7.0,mainshock_window,2.0,1030,192,837,7.0,7.0,27.428571428571427,119.57142857142857,4.359375,127.14285714285714,119.71428571428571,,,,,False,10.920131547340517,17.691921397940853,24.55354461043023,10.3225,12.4,13.82,2.2,2.5,3.1,6,True
M1,80.0,7.0,mainshock_window,2.5,522,107,414,7.0,7.0,15.285714285714286,59.142857142857146,3.869158878504673,66.42857142857143,59.285714285714285,,,,,False,9.815199918005064,16.985396899802836,23.971783599608393,10.995000000000001,12.81,14.18,2.7,3.1,3.5,6,True
M1,80.0,7.0,stratified,,2320,539,1780,7.0,7.0,77.0,254.28571428571428,3.302411873840445,256.2857142857143,254.42857142857142,,,,,False,9.684522325273065,16.65060260607989,24.869402843755417,9.79,11.67,13.0625,1.6,1.8,2.4,6,True
M1,80.0,7.0,stratified,1.2,2246,511,1734,7.0,7.0,73.0,247.71428571428572,3.3933463796477494,250.28571428571428,247.85714285714286,,,,,False,9.79292121014926,16.784105502918628,24.995426323885397,9.79,11.67,13.08,1.6,1.9,2.4,6,True
M1,80.0,7.0,stratified,1.5,1915,399,1515,7.0,7.0,57.0,216.42857142857142,3.796992481203007,221.14285714285714,216.57142857142858,,,,,False,10.199601220759106,17.2198583021362,25.010243582998385,9.84,11.77,13.22,1.7,2.0,2.5,6,True
M1,80.0,7.0,stratified,2.0,1026,192,833,7.0,7.0,27.428571428571427,119.0,4.338541666666667,126.71428571428571,119.14285714285714,,,,,False,10.913342387313792,17.617545494385517,24.483245946842704,10.3125,12.379999999999999,13.81,2.2,2.5,3.1,6,True
M1,80.0,7.0,stratified,2.5,522,107,414,7.0,7.0,15.285714285714286,59.142857142857146,3.869158878504673,66.42857142857143,59.285714285714285,,,,,False,9.815199918005064,16.985396899802836,23.971783599608393,10.995000000000001,12.81,14.18,2.7,3.1,3.5,6,True
M1,80.0,30.0,all,,3483,590,2892,30.0,30.0,19.666666666666668,96.4,4.901694915254237,283.0,23.285714285714285,0.01,289.91713313807736,0.5250732726308175,0.8878123568320551,True,11.363142881244162,19.941622273072888,30.75255178996165,9.635000000000002,11.67,13.21,1.5,1.8,2.2,6,True
M1,80.0,30.0,all,1.2,3329,558,2770,30.0,30.0,18.6,92.33333333333333,4.964157706093189,275.14285714285717,21.5,0.01,281.8018100897664,0.537731763338486,0.8883554384016148,True,11.398717627878941,19.93718561137751,30.100602047207442,9.62,11.66,13.2,1.5,1.8,2.3,6,True
M1,80.0,30.0,all,1.5,2689,431,2257,30.0,30.0,14.366666666666667,75.23333333333333,5.236658932714617,239.71428571428572,15.214285714285715,0.01,242.6850206218008,0.598435380605974,0.8913817607036488,True,11.60643671072162,19.45325809601314,28.719268989845638,9.68,11.74,13.33,1.7,1.9,2.4,6,True
M1,80.0,30.0,all,2.0,1333,207,1125,30.0,30.0,6.9,37.5,5.434782608695652,135.0,6.428571428571429,0.01,134.36260502789852,0.7726419699250568,0.931759787583833,True,11.75421478614508,19.45657952969732,27.412595945217937,10.39,12.52,13.99,2.2,2.4,3.0,6,True
M1,80.0,30.0,all,2.5,649,115,533,30.0,30.0,3.8333333333333335,17.766666666666666,4.634782608695652,69.14285714285714,2.571428571428571,0.01,65.07901401937549,0.908107148247843,0.9594825019700014,True,10.919117744905746,18.54781933849635,26.1152778885537,11.05,13.01,14.33,2.7,3.0,3.5,6,True
M1,80.0,30.0,mainshock_window,,3483,590,2892,30.0,30.0,19.666666666666668,96.4,4.901694915254237,283.0,23.285714285714285,0.01,289.91713313807736,0.5250732726308175,0.8878123568320551,True,11.363142881244162,19.941622273072888,30.75255178996165,9.635000000000002,11.67,13.21,1.5,1.8,2.2,6,True
M1,80.0,30.0,mainshock_window,1.2,3329,558,2770,30.0,30.0,18.6,92.33333333333333,4.964157706093189,275.14285714285717,21.5,0.01,281.8018100897664,0.537731763338486,0.8883554384016148,True,11.398717627878941,19.93718561137751,30.100602047207442,9.62,11.66,13.2,1.5,1.8,2.3,6,True
M1,80.0,30.0,mainshock_window,1.5,2689,431,2257,30.0,30.0,14.366666666666667,75.23333333333333,5.236658932714617,239.71428571428572,15.214285714285715,0.01,242.6850206218008,0.598435380605974,0.8913817607036488,True,11.60643671072162,19.45325809601314,28.719268989845638,9.68,11.74,13.33,1.7,1.9,2.4,6,True
M1,80.0,30.0,mainshock_window,2.0,1333,207,1125,30.0,30.0,6.9,37.5,5.434782608695652,135.0,6.428571428571429,0.01,134.36260502789852,0.7726419699250568,0.931759787583833,True,11.75421478614508,19.45657952969732,27.412595945217937,10.39,12.52,13.99,2.2,2.4,3.0,6,True
M1,80.0,30.0,mainshock_window,2.5,649,115,533,30.0,30.0,3.8333333333333335,17.766666666666666,4.634782608695652,69.14285714285714,2.571428571428571,0.01,65.07901401937549,0.908107148247843,0.9594825019700014,True,10.919117744905746,18.54781933849635,26.1152778885537,11.05,13.01,14.33,2.7,3.0,3.5,6,True
M1,80.0,30.0,stratified,,3358,584,2773,30.0,30.0,19.466666666666665,92.43333333333334,4.748287671232878,282.2857142857143,22.57142857142857,0.01,282.9770673631612,0.5373887652901262,0.887677385659074,True,11.109785116619992,19.213275873823562,28.27546664523208,9.56,11.57,13.0,1.5,1.8,2.2,6,True
M1,80.0,30.0,stratified,1.2,3229,553,2675,30.0,30.0,18.433333333333334,89.16666666666667,4.837251356238698,274.42857142857144,21.0,0.01,275.92468918692794,0.5482376230494389,0.8880200725516202,True,11.20456984338798,19.318540214459514,28.245790224817487,9.56,11.58,13.02,1.5,1.8,2.3,6,True
M1,80.0,30.0,stratified,1.5,2625,427,2197,30.0,30.0,14.233333333333333,73.23333333333333,5.145199063231851,239.0,14.928571428571429,0.01,238.33762898420028,0.6072707710609693,0.8912968606818668,True,11.432310493423723,19.048329709444605,27.382410383513577,9.63,11.67,13.16,1.7,1.9,2.4,6,True
M1,80.0,30.0,stratified,2.0,1305,205,1099,30.0,30.0,6.833333333333333,36.63333333333333,5.360975609756098,134.42857142857142,6.2857142857142865,0.01,131.70975887586405,0.7821416896885722,0.9321705380669302,True,11.674452837936744,19.158304182973506,26.1152778885537,10.33,12.43,13.89,2.2,2.4,3.0,6,True
M1,80.0,30.0,stratified,2.5,636,113,522,30.0,30.0,3.7666666666666666,17.4,4.619469026548672,69.14285714285714,2.357142857142857,0.01,63.76639949447454,0.9200146458211623,0.9603921742899653,True,10.7061037142612,18.076211018093133,25.170240353117173,11.004999999999999,12.934999999999999,14.26,2.7,3.0,3.5,6,True
M1,80.0,60.0,all,,4009,642,3366,60.0,60.0,10.7,56.1,5.242990654205608,286.85714285714283,13.857142857142858,0.01,268.99423618333793,0.579832890196906,0.9064574674355376,True,11.905161332579572,20.564830168867296,33.12481418592998,9.69,11.72,13.36,1.5,1.7,2.2,6,True
M1,80.0,60.0,all,1.2,3792,602,3189,60.0,60.0,10.033333333333333,53.15,5.29734219269103,278.42857142857144,13.428571428571429,0.01,260.52053216435445,0.5953505137896973,0.9057064794063014,True,11.883229411342874,20.435905343868058,32.69215059951311,9.66,11.68,13.3,1.5,1.8,2.2,6,True
M1,80.0,60.0,all,1.5,3012,454,2557,60.0,60.0,7.566666666666666,42.61666666666667,5.632158590308371,241.57142857142858,10.0,0.01,225.13797976219874,0.6537832957848513,0.9118658602613828,True,12.052695581508512,20.041505035287535,29.871370339759604,9.72,11.78,13.39,1.7,1.9,2.4,6,True
M1,80.0,60.0,all,2.0,1454,216,1237,60.0,60.0,3.6,20.616666666666667,5.726851851851852,135.14285714285714,3.142857142857143,0.01,127.68549853815338,0.8117872941560881,0.9488764126457612,True,12.211377038809452,19.91312902034342,28.334141144964512,10.5025,12.56,14.0475,2.1,2.4,3.0,6,True
M1,80.0,60.0,all,2.5,705,121,583,60.0,60.0,2.0166666666666666,9.716666666666667,4.818181818181818,67.42857142857143,1.7142857142857142,0.01,64.24816790388473,0.9251031542580891,0.974125622583762,True,11.372722699748993,18.847440185552202,27.011559287843124,11.11,13.04,14.43,2.7,3.0,3.5,6,True
M1,80.0,60.0,mainshock_window,,4005,640,3364,60.0,60.0,10.666666666666666,56.06666666666667,5.2562500000000005,286.85714285714283,13.857142857142858,0.01,268.89089968680963,0.580099503904977,0.9062801536322342,True,11.903495408752589,20.561512366480535,33.10132742207007,9.69,11.71,13.35,1.5,1.7,2.2,6,True
M1,80.0,60.0,mainshock_window,1.2,3789,601,3187,60.0,60.0,10.016666666666667,53.11666666666667,5.302828618968386,278.42857142857144,13.428571428571429,0.01,260.4150019638363,0.5956316462971172,0.905545070625442,True,11.868108515459266,20.43205871771899,32.67487056532511,9.66,11.68,13.29,1.5,1.8,2.2,6,True
M1,80.0,60.0,mainshock_window,1.5,3010,454,2555,60.0,60.0,7.566666666666666,42.583333333333336,5.6277533039647585,241.57142857142858,10.0,0.01,225.01181107467283,0.6541722628440605,0.9116931334070475,True,12.041602214981218,20.036953906710234,29.84315119555949,9.72,11.774999999999999,13.39,1.7,1.9,2.4,6,True
M1,80.0,60.0,mainshock_window,2.0,1453,216,1236,60.0,60.0,3.6,20.6,5.722222222222222,135.14285714285714,3.142857142857143,0.01,127.59771236717357,0.8122645180163188,0.9487897227706694,True,12.197542966599707,19.898086734270112,28.332055484027048,10.5,12.56,14.04,2.1,2.4,3.0,6,True
M1,80.0,60.0,mainshock_window,2.5,704,121,582,60.0,60.0,2.0166666666666666,9.7,4.8099173553719,67.42857142857143,1.5714285714285714,0.01,64.14064433588818,0.9262634137908828,0.9740582651492169,True,11.329623908761103,18.819304576186816,27.00213848507205,11.1075,13.04,14.4225,2.7,3.0,3.5,6,True
M1,80.0,60.0,stratified,,3789,625,3163,60.0,60.0,10.416666666666666,52.71666666666667,5.0608,285.85714285714283,11.571428571428571,0.01,260.20739979092997,0.5987624496695824,0.9027316634030829,True,11.539175410912545,19.74710458112143,29.16028549866679,9.57,11.57,13.0,1.5,1.8,2.2,6,True
M1,80.0,60.0,stratified,1.2,3625,590,3034,60.0,60.0,9.833333333333334,50.56666666666667,5.142372881355932,277.42857142857144,10.0,0.01,253.29880698958138,0.6109825677838172,0.9023273642276775,True,11.583790314536483,19.7761757130327,28.973174185803412,9.57,11.57,13.03,1.5,1.8,2.2,6,True
M1,80.0,60.0,stratified,1.5,2907,448,2458,60.0,60.0,7.466666666666667,40.96666666666667,5.486607142857143,240.85714285714286,7.142857142857143,0.01,219.64062829915937,0.6674571950100431,0.9092021391453351,True,11.790954862495193,19.28436265515701,28.048859374704,9.66,11.67,13.175,1.7,1.9,2.4,6,True
M1,80.0,60.0,stratified,2.0,1407,213,1193,60.0,60.0,3.55,19.883333333333333,5.60093896713615,134.57142857142858,2.142857142857143,0.01,123.87505561827255,0.8292751509513393,0.9459543435330864,True,11.928399660294943,19.40104045326473,26.370283637723404,10.425,12.46,13.895,2.1,2.4,3.0,6,True
M1,80.0,60.0,stratified,2.5,682,119,562,60.0,60.0,1.9833333333333334,9.366666666666667,4.722689075630252,67.42857142857143,1.1428571428571428,0.01,62.47723470195631,0.9443050907704881,0.9738824939132434,True,11.003243586764452,18.508731167563774,25.66480647001442,11.0525,12.94,14.26,2.7,3.0,3.5,6,True
M1,80.0,90.0,all,,4344,709,3634,90.0,90.0,7.877777777777778,40.37777777777778,5.125528913963328,276.14285714285717,8.071428571428571,0.01,261.35301595989165,0.6114259739962981,0.915695655753997,True,12.177658195305662,21.01195691503234,33.63769742760421,9.71,11.76,13.42,1.4,1.7,2.2,6,True
M1,80.0,90.0,all,1.2,4073,647,3425,90.0,90.0,7.188888888888889,38.05555555555556,5.293663060278207,268.7142857142857,7.071428571428571,0.01,252.95675165773858,0.6278388262483456,0.9148885248156178,True,12.073924621250164,20.69929648353083,32.98037182151385,9.69,11.71,13.34,1.5,1.8,2.2,6,True
M1,80.0,90.0,all,1.5,3210,480,2729,90.0,90.0,5.333333333333333,30.322222222222223,5.685416666666667,234.85714285714286,5.071428571428571,0.01,219.0534995199712,0.6836679794284075,0.9217533163294587,True,12.294709704218167,20.293563474302914,31.18007807754406,9.77,11.8,13.43,1.7,1.9,2.4,6,True
M1,80.0,90.0,all,2.0,1535,227,1307,90.0,90.0,2.522222222222222,14.522222222222222,5.757709251101322,132.14285714285714,1.8571428571428572,0.01,126.5633004492023,0.8283630023037293,0.9583393559850645,True,12.566910784993649,20.281546430611943,29.165879596326477,10.58,12.59,14.11,2.1,2.4,3.0,6,True
M1,80.0,90.0,all,2.5,738,125,612,90.0,90.0,1.3888888888888888,6.8,4.896,68.71428571428571,0.7142857142857143,0.01,63.73548499567898,0.9288991716604829,0.9773584067543759,True,11.577876866082091,19.408188580747943,28.71159615634977,11.1425,13.05,14.48,2.7,3.0,3.5,6,True
M1,80.0,90.0,mainshock_window,,4335,703,3631,90.0,90.0,7.811111111111111,40.34444444444444,5.165007112375533,276.14285714285717,8.0,0.01,261.2312992286201,0.6117633064200166,0.9155214684170925,True,12.174155597876442,20.98426380506102,33.59763115414386,9.71,11.74,13.4,1.4,1.7,2.2,6,True
M1,80.0,90.0,mainshock_window,1.2,4068,644,3423,90.0,90.0,7.155555555555556,38.03333333333333,5.315217391304348,268.7142857142857,7.071428571428571,0.01,252.86912437704115,0.6280705282744421,0.9147912408522842,True,12.083183073144706,20.698783791590756,32.96261129058903,9.6875,11.71,13.33,1.5,1.8,2.2,6,True
M1,80.0,90.0,mainshock_window,1.5,3207,479,2727,90.0,90.0,5.322222222222222,30.3,5.693110647181629,234.85714285714286,5.071428571428571,0.01,218.94935270507943,0.6839860039419285,0.9216482285091565,True,12.301647562150897,20.290565494438678,31.131791257196703,9.77,11.8,13.425,1.7,1.9,2.4,6,True
M1,80.0,90.0,mainshock_window,2.0,1534,227,1306,90.0,90.0,2.522222222222222,14.511111111111111,5.753303964757709,132.14285714285714,1.8571428571428572,0.01,126.4905163704448,0.8287467326950071,0.9582828604224093,True,12.565520399636387,20.27783627059783,29.157253542778157,10.58,12.59,14.11,2.1,2.4,3.0,6,True
M1,80.0,90.0,mainshock_window,2.5,737,125,611,90.0,90.0,1.3888888888888888,6.788888888888889,4.888,68.71428571428571,0.7142857142857143,0.01,63.647546916905604,0.9298193119983877,0.9773241433029792,True,11.570704468008893,19.40104045326473,28.522049777891752,11.14,13.05,14.48,2.7,3.0,3.5,6,True
M1,80.0,90.0,stratified,,4079,677,3401,90.0,90.0,7.522222222222222,37.78888888888889,5.023633677991138,275.42857142857144,7.0,0.01,252.4045822538385,0.6315661868954545,0.9123532547066047,True,11.70213752319474,20.06811880853482,30.275776834159803,9.59,11.58,13.004999999999999,1.5,1.7,2.2,6,True
M1,80.0,90.0,stratified,1.2,3876,625,3250,90.0,90.0,6.944444444444445,36.111111111111114,5.2,268.0,6.357142857142858,0.01,245.71278422247798,0.6441523723549633,0.9122018292984555,True,11.71032966085984,20.031982314756387,29.437681530210313,9.59,11.58,13.03,1.5,1.8,2.2,6,True
M1,80.0,90.0,stratified,1.5,3086,469,2616,90.0,90.0,5.211111111111111,29.066666666666666,5.577825159914712,234.14285714285714,4.428571428571429,0.01,213.45064290043607,0.698263784899861,0.9194610769353471,True,11.925980042022445,19.616227074110625,28.495047488925433,9.68,11.69,13.18,1.7,1.9,2.4,6,True
M1,80.0,90.0,stratified,2.0,1480,222,1257,90.0,90.0,2.466666666666667,13.966666666666667,5.662162162162162,131.57142857142858,1.5,0.01,122.65621184009267,0.8460616263187107,0.9556273216517811,True,12.052695581508512,19.668098440098127,27.193584028812747,10.477500000000001,12.52,13.94,2.1,2.4,3.0,6,True
M1,80.0,90.0,stratified,2.5,710,121,588,90.0,90.0,1.3444444444444446,6.533333333333333,4.859504132231405,68.71428571428571,0.5714285714285714,0.01,61.543043558632945,0.9512458219141186,0.976323386162667,True,11.243426326785327,18.725826304202464,26.416722978447282,11.06,12.94,14.28,2.7,3.0,3.5,6,True
M1,100.0,7.0,all,,2364,568,1795,7.0,7.0,81.14285714285714,256.42857142857144,3.160211267605634,259.85714285714283,256.57142857142856,,,,,False,9.795123886550593,16.91176019235862,25.326361510191347,9.81,11.73,13.1325,1.5,1.8,2.4,6,True
M1,100.0,7.0,all,1.2,2273,527,1745,7.0,7.0,75.28571428571429,249.28571428571428,3.311195445920303,252.57142857142858,249.42857142857142,,,,,False,9.859006121966694,16.944213052489047,25.209437076952504,9.79,11.71,13.12,1.6,1.9,2.4,6,True
M1,100.0,7.0,all,1.5,1935,411,1523,7.0,7.0,58.714285714285715,217.57142857142858,3.7055961070559613,223.14285714285714,217.71428571428572,,,,,False,10.252396417782386,17.36811382232595,25.170921547769574,9.84,11.78,13.28,1.7,2.0,2.5,6,True
M1,100.0,7.0,all,2.0,1034,195,838,7.0,7.0,27.857142857142858,119.71428571428571,4.297435897435897,127.28571428571429,119.85714285714286,,,,,False,10.939646271086655,17.705844783741387,24.60412137122881,10.3325,12.405000000000001,13.85,2.2,2.5,3.1,6,True
M1,100.0,7.0,all,2.5,523,107,415,7.0,7.0,15.285714285714286,59.285714285714285,3.878504672897196,66.42857142857143,59.42857142857143,,,,,False,9.834174611258868,17.038593117021662,23.98428287895226,11.0,12.82,14.184999999999999,2.7,3.1,3.5,6,True
M1,100.0,7.0,mainshock_window,,2361,567,1793,7.0,7.0,81.0,256.14285714285717,3.162257495590829,259.85714285714283,256.2857142857143,,,,,False,9.791819871948594,16.867985575673416,25.256262167161402,9.81,11.73,13.13,1.5,1.8,2.4,6,True
M1,100.0,7.0,mainshock_window,1.2,2273,527,1745,7.0,7.0,75.28571428571429,249.28571428571428,3.311195445920303,252.57142857142858,249.42857142857142,,,,,False,9.859006121966694,16.944213052489047,25.209437076952504,9.79,11.71,13.12,1.6,1.9,2.4,6,True
M1,100.0,7.0,mainshock_window,1.5,1935,411,1523,7.0,7.0,58.714285714285715,217.57142857142858,3.7055961070559613,223.14285714285714,217.71428571428572,,,,,False,10.252396417782386,17.36811382232595,25.170921547769574,9.84,11.78,13.28,1.7,2.0,2.5,6,True
M1,100.0,7.0,mainshock_window,2.0,1034,195,838,7.0,7.0,27.857142857142858,119.71428571428571,4.297435897435897,127.28571428571429,119.85714285714286,,,,,False,10.939646271086655,17.705844783741387,24.60412137122881,10.3325,12.405000000000001,13.85,2.2,2.5,3.1,6,True
M1,100.0,7.0,mainshock_window,2.5,523,107,415,7.0,7.0,15.285714285714286,59.285714285714285,3.878504672897196,66.42857142857143,59.42857142857143,,,,,False,9.834174611258868,17.038593117021662,23.98428287895226,11.0,12.82,14.184999999999999,2.7,3.1,3.5,6,True
M1,100.0,7.0,stratified,,2330,549,1780,7.0,7.0,78.42857142857143,254.28571428571428,3.2422586520947174,257.42857142857144,254.42857142857142,,,,,False,9.704661258396998,16.68442231202879,24.995426323885397,9.79,11.67,13.07,1.6,1.8,2.4,6,True
M1,100.0,7.0,stratified,1.2,2252,517,1734,7.0,7.0,73.85714285714286,247.71428571428572,3.353965183752418,251.0,247.85714285714286,,,,,False,9.800954777745064,16.82816312484531,25.021838275624233,9.77,11.67,13.08,1.6,1.9,2.4,6,True
M1,100.0,7.0,stratified,1.5,1920,404,1515,7.0,7.0,57.714285714285715,216.42857142857142,3.7499999999999996,221.85714285714286,216.57142857142858,,,,,False,10.214712525233125,17.25939143481963,25.027884169265032,9.82,11.754999999999999,13.2125,1.7,2.0,2.5,6,True
M1,100.0,7.0,stratified,2.0,1026,192,833,7.0,7.0,27.428571428571427,119.0,4.338541666666667,126.71428571428571,119.14285714285714,,,,,False,10.913342387313792,17.617545494385517,24.483245946842704,10.3125,12.379999999999999,13.81,2.2,2.5,3.1,6,True
M1,100.0,7.0,stratified,2.5,522,107,414,7.0,7.0,15.285714285714286,59.142857142857146,3.869158878504673,66.42857142857143,59.285714285714285,,,,,False,9.815199918005064,16.985396899802836,23.971783599608393,10.995000000000001,12.81,14.18,2.7,3.1,3.5,6,True
M1,100.0,30.0,all,,3659,665,2993,30.0,30.0,22.166666666666668,99.76666666666667,4.500751879699248,285.42857142857144,26.42857142857143,0.01,297.6170669351695,0.5175046091094406,0.9003593462870007,True,11.731968001905148,20.735344946065222,33.79322413523785,9.71,11.79,13.53,1.5,1.8,2.2,6,True
M1,100.0,30.0,all,1.2,3456,606,2849,30.0,30.0,20.2,94.96666666666667,4.701320132013201,276.7142857142857,23.714285714285715,0.01,288.26900913463777,0.5320866670645752,0.8997957196688159,True,11.697152113095667,20.564378989036143,33.12704791610913,9.67,11.75,13.4225,1.5,1.8,2.3,6,True
M1,100.0,30.0,all,1.5,2763,463,2299,30.0,30.0,15.433333333333334,76.63333333333334,4.965442764578834,241.14285714285714,16.142857142857142,0.01,246.92523669048376,0.5956848000434816,0.9002513555396308,True,11.764662498545547,20.03417007656721,30.643091985845512,9.7,11.79,13.46,1.7,1.9,2.4,6,True
M1,100.0,30.0,all,2.0,1361,220,1140,30.0,30.0,7.333333333333333,38.0,5.181818181818182,135.14285714285714,6.7142857142857135,0.01,135.82170766450204,0.7668482076055078,0.9320556855407032,True,11.888269709970743,19.83252565072661,28.774778282502442,10.43,12.56,14.06,2.1,2.4,3.0,6,True
M1,100.0,30.0,all,2.5,660,117,542,30.0,30.0,3.9,18.066666666666666,4.632478632478633,69.28571428571429,2.571428571428571,0.01,65.92162082329945,0.9016672900581925,0.9574610912855764,True,10.981419361317531,18.655961565184747,27.280710727151757,11.075,13.045,14.4225,2.7,3.0,3.5,6,True
M1,100.0,30.0,mainshock_window,,3654,664,2989,30.0,30.0,22.133333333333333,99.63333333333334,4.501506024096386,285.2857142857143,26.357142857142858,0.01,297.327046748071,0.5179993993619543,0.9001170442828819,True,11.725669275214099,20.702384873914422,33.7301247665719,9.71,11.79,13.5175,1.5,1.8,2.2,6,True
M1,100.0,30.0,mainshock_window,1.2,3455,606,2848,30.0,30.0,20.2,94.93333333333334,4.6996699669967,276.7142857142857,23.714285714285715,0.01,288.1915883464186,0.5322489792692106,0.8996655361760714,True,11.696699860037175,20.56392780920499,33.1232720293134,9.67,11.75,13.42,1.5,1.8,2.3,6,True
M1,100.0,30.0,mainshock_window,1.5,2763,463,2299,30.0,30.0,15.433333333333334,76.63333333333334,4.965442764578834,241.14285714285714,16.142857142857142,0.01,246.92523669048376,0.5956848000434816,0.9002513555396308,True,11.764662498545547,20.03417007656721,30.643091985845512,9.7,11.79,13.46,1.7,1.9,2.4,6,True
M1,100.0,30.0,mainshock_window,2.0,1361,220,1140,30.0,30.0,7.333333333333333,38.0,5.181818181818182,135.14285714285714,6.7142857142857135,0.01,135.82170766450204,0.7668482076055078,0.9320556855407032,True,11.888269709970743,19.83252565072661,28.774778282502442,10.43,12.56,14.06,2.1,2.4,3.0,6,True
M1,100.0,30.0,mainshock_window,2.5,660,117,542,30.0,30.0,3.9,18.066666666666666,4.632478632478633,69.28571428571429,2.571428571428571,0.01,65.92162082329945,0.9016672900581925,0.9574610912855764,True,10.981419361317531,18.655961565184747,27.280710727151757,11.075,13.045,14.4225,2.7,3.0,3.5,6,True
M1,100.0,30.0,stratified,,3403,608,2794,30.0,30.0,20.266666666666666,93.13333333333334,4.595394736842106,283.14285714285717,23.214285714285715,0.01,284.4956858559966,0.5341602134104656,0.8896609403587731,True,11.247751571519986,19.491868183178823,29.053701439436956,9.555,11.59,13.05,1.5,1.8,2.2,6,True
M1,100.0,30.0,stratified,1.2,3262,568,2693,30.0,30.0,18.933333333333334,89.76666666666667,4.741197183098591,275.14285714285717,21.42857142857143,0.01,277.2883424720908,0.5452554553192028,0.8898444536789447,True,11.285141154759852,19.552575516174983,28.87645653246667,9.55,11.59,13.06,1.5,1.8,2.3,6,True
M1,100.0,30.0,stratified,1.5,2647,438,2208,30.0,30.0,14.6,73.6,5.041095890410959,239.71428571428572,15.142857142857142,0.01,239.3546183673271,0.604530371884301,0.8931739292089392,True,11.531767919307237,19.150038092710115,28.02105320114746,9.62,11.67,13.184999999999999,1.7,1.9,2.4,6,True
M1,100.0,30.0,stratified,2.0,1312,210,1101,30.0,30.0,7.0,36.7,5.242857142857143,134.42857142857142,6.357142857142858,0.01,132.13328439998037,0.7802130148190353,0.9335635585336622,True,11.698804244041357,19.212959479982423,26.315498336119834,10.3175,12.434999999999999,13.8925,2.1,2.4,3.0,6,True
M1,100.0,30.0,stratified,2.5,637,114,522,30.0,30.0,3.8,17.4,4.578947368421052,69.14285714285714,2.357142857142857,0.01,63.76639949447454,0.9200146458211623,0.9603921742899653,True,10.706565963857658,18.0850241425869,25.209437076952504,11.01,12.94,14.26,2.7,3.0,3.5,6,True
