interval_label,geometry_type,component_index,ring_type,point_order,x_m,y_m,longitude,latitude
morphology_1h_08,alpha_shape,6,exterior,2,453330.5018506459,3947412.960916874,-117.51567031559586,35.66948479518505
morphology_1h_08,alpha_shape,6,exterior,3,453653.3680163659,3946892.199919086,-117.51207297843996,35.66480479518505
morphology_1h_08,alpha_shape,7,exterior,0,455027.7227663996,3948492.713540951,-117.49697802286764,35.67929879518504
morphology_1h_08,alpha_shape,7,exterior,1,455637.87029180623,3948719.791657828,-117.4902481724519,35.681373795185046
morphology_1h_08,alpha_shape,7,exterior,2,455651.2170089166,3948288.2744295136,-117.49007689203904,35.67748379518505
morphology_1h_08,alpha_shape,7,exterior,3,455361.761070715,3948132.6706767967,-117.49326678997926,35.676067795185055
morphology_1h_08,alpha_shape,7,exterior,4,455027.7227663996,3948492.713540951,-117.49697802286764,35.67929879518504
morphology_1h_08,alpha_shape,8,exterior,0,454728.6432317527,3948475.709205984,-117.50028201082947,35.67913179518505
morphology_1h_08,alpha_shape,8,exterior,1,454924.10925479885,3948980.700671043,-117.49815033971602,35.68369379518506
morphology_1h_08,alpha_shape,8,exterior,2,455027.7227663996,3948492.713540951,-117.49697802286764,35.67929879518504
morphology_1h_08,alpha_shape,8,exterior,3,454728.6432317527,3948475.709205984,-117.50028201082947,35.67913179518505
morphology_1h_08,alpha_shape,9,exterior,0,454744.83631396777,3949948.7737927446,-117.50018596856982,35.69241379518505
morphology_1h_08,alpha_shape,9,exterior,1,454664.1750518092,3949868.3292980096,-117.50107291598671,35.691684795185054
morphology_1h_08,alpha_shape,9,exterior,2,454476.2144268074,3949969.11222438,-117.50315598090438,35.692584795185034
morphology_1h_08,alpha_shape,9,exterior,3,454853.6524249929,3950501.011561424,-117.49901432811889,35.69739779518505
morphology_1h_08,alpha_shape,9,exterior,4,455115.0707997412,3950508.781728251,-117.49612533403516,35.69747979518504
morphology_1h_08,alpha_shape,9,exterior,5,454744.83631396777,3949948.7737927446,-117.50018596856982,35.69241379518505
morphology_1h_08,alpha_shape,10,exterior,0,457102.26938662847,3951729.209516719,-117.47422613454027,35.70857179518505
morphology_1h_08,alpha_shape,10,exterior,1,457193.83462679805,3951790.102542358,-117.47321717446154,35.70912479518505
morphology_1h_08,alpha_shape,10,exterior,2,457439.0482649487,3951956.846095529,-117.47051528376329,35.710638795185055
morphology_1h_08,alpha_shape,10,exterior,3,457451.7591559636,3951374.159375871,-117.4703439045631,35.70538579518506
morphology_1h_08,alpha_shape,10,exterior,4,457263.42436114326,3950939.065037704,-117.47240262085889,35.70145479518505
morphology_1h_08,alpha_shape,10,exterior,5,457278.0658062784,3951392.961146231,-117.47226491625597,35.70554779518505
morphology_1h_08,alpha_shape,10,exterior,6,457102.26938662847,3951729.209516719,-117.47422613454027,35.70857179518505
morphology_1h_09,alpha_shape,0,exterior,0,447132.7011770961,3938924.162075596,-117.583592789174,35.59263679518504
morphology_1h_09,alpha_shape,0,exterior,1,446813.865650137,3938365.6151856966,-117.58707542652836,35.587583795185054
morphology_1h_09,alpha_shape,0,exterior,2,446458.3887236061,3938721.997936695,-117.59102265574606,35.590777795185055
morphology_1h_09,alpha_shape,0,exterior,3,446914.1158384426,3939111.461588641,-117.5860179095496,35.59431379518505
morphology_1h_09,alpha_shape,0,exterior,4,447132.7011770961,3938924.162075596,-117.583592789174,35.59263679518504
morphology_1h_09,alpha_shape,1,exterior,0,446113.5740259679,3938645.104659088,-117.5948236046462,35.59006579518505
morphology_1h_09,alpha_shape,1,exterior,1,445904.5848955996,3938949.6062810174,-117.59715080087376,35.59279979518505
morphology_1h_09,alpha_shape,1,exterior,2,446458.3887236061,3938721.997936695,-117.59102265574606,35.590777795185055
morphology_1h_09,alpha_shape,1,exterior,3,446113.5740259679,3938645.104659088,-117.5948236046462,35.59006579518505
morphology_1h_09,alpha_shape,2,exterior,0,445278.6564705819,3939319.439146477,-117.60408503776016,35.59609979518505
morphology_1h_09,alpha_shape,2,exterior,1,445743.8449219144,3939681.722810636,-117.59897427411082,35.59939179518504
morphology_1h_09,alpha_shape,2,exterior,2,445759.3619286915,3939445.604961312,-117.5987871213257,35.59726379518505
morphology_1h_09,alpha_shape,2,exterior,3,445803.4831587151,3939175.484809971,-117.59828194666201,35.59483079518504
morphology_1h_09,alpha_shape,2,exterior,4,445278.6564705819,3939319.439146477,-117.60408503776016,35.59609979518505
morphology_1h_09,alpha_shape,3,exterior,0,450807.9968320181,3943405.843893496,-117.54329670604072,35.63323379518505
morphology_1h_09,alpha_shape,3,exterior,1,450802.8204031213,3943668.070492002,-117.5433698760727,35.63559779518505
morphology_1h_09,alpha_shape,3,exterior,2,450785.6328306477,3944300.036486568,-117.54359828591404,35.64129479518504
morphology_1h_09,alpha_shape,3,exterior,3,451021.23629611055,3944138.024197425,-117.54098618166229,35.63984579518504
morphology_1h_09,alpha_shape,3,exterior,4,451220.2585758495,3944007.3851949465,-117.53878009763316,35.63867779518505
morphology_1h_09,alpha_shape,3,exterior,5,450962.2659502758,3943717.323501169,-117.54161190858531,35.636049795185045
morphology_1h_09,alpha_shape,3,exterior,6,450997.3613857378,3943394.8176085935,-117.5412046995678,35.633143795185035
morphology_1h_09,alpha_shape,3,exterior,7,450807.9968320181,3943405.843893496,-117.54329670604072,35.63323379518505
morphology_1h_09,alpha_shape,4,exterior,0,452643.9057500646,3945999.898757497,-117.52317339558904,35.656711795185046
morphology_1h_09,alpha_shape,4,exterior,1,453306.1429229921,3945841.120502197,-117.51584829478583,35.65531179518505
morphology_1h_09,alpha_shape,4,exterior,2,452625.4703858263,3945851.0408855816,-117.52336829888984,35.65536879518505
morphology_1h_09,alpha_shape,4,exterior,3,452264.4745518515,3946261.462955624,-117.52738056408991,35.65905179518504
morphology_1h_09,alpha_shape,4,exterior,4,452643.9057500646,3945999.898757497,-117.52317339558904,35.656711795185046
morphology_1h_09,alpha_shape,5,exterior,0,451047.350880161,3955003.2202775697,-117.5413592465922,35.73780779518505
morphology_1h_09,alpha_shape,5,exterior,1,450960.0906360304,3954392.118636078,-117.54228684801936,35.73229379518504
morphology_1h_09,alpha_shape,5,exterior,2,450580.2175618559,3953957.333576875,-117.54646056335993,35.72835479518505
morphology_1h_09,alpha_shape,5,exterior,3,450625.1965559131,3954521.3062008303,-117.54599793099221,35.73344179518505
morphology_1h_09,alpha_shape,5,exterior,4,451047.350880161,3955003.2202775697,-117.5413592465922,35.73780779518505
morphology_1h_09,alpha_shape,6,exterior,0,450901.6700780529,3955416.0739252702,-117.54299551518766,35.74152279518505
morphology_1h_09,alpha_shape,6,exterior,1,451450.1727823491,3955329.9792580176,-117.53692446103081,35.74077379518504
morphology_1h_09,alpha_shape,6,exterior,2,451980.44459842425,3955822.659017841,-117.53108978412169,35.745241795185045
morphology_1h_09,alpha_shape,6,exterior,3,451562.3227114914,3955250.394809202,-117.5356794095511,35.74006179518504
morphology_1h_09,alpha_shape,6,exterior,4,451108.250685432,3955110.2498485134,-117.5406923165741,35.73877579518504
morphology_1h_09,alpha_shape,6,exterior,5,451047.350880161,3955003.2202775697,-117.5413592465922,35.73780779518505
morphology_1h_09,alpha_shape,6,exterior,6,450901.6700780529,3955416.0739252702,-117.54299551518766,35.74152279518505
morphology_1h_09,alpha_shape,7,exterior,0,453055.1577723229,3947442.8039868367,-117.51871433404081,35.66974079518506
morphology_1h_09,alpha_shape,7,exterior,1,453691.1728428254,3947220.637864903,-117.51167419189093,35.66776779518504
morphology_1h_09,alpha_shape,7,exterior,2,453283.5145224803,3946887.369226637,-117.51615897404594,35.66474379518504
morphology_1h_09,alpha_shape,7,exterior,3,452969.11326156434,3946894.017284103,-117.51963297728744,35.664788795185046
morphology_1h_09,alpha_shape,7,exterior,4,453013.7649827966,3947124.923979638,-117.51915312741292,35.66687279518504
morphology_1h_09,alpha_shape,7,exterior,5,453055.1577723229,3947442.8039868367,-117.51871433404081,35.66974079518506
morphology_1h_09,alpha_shape,8,exterior,0,454321.5999411016,3947941.638283831,-117.50474966241455,35.67429779518505
morphology_1h_09,alpha_shape,8,exterior,1,453844.7259681888,3947583.523021596,-117.50999842814257,35.67104679518506
morphology_1h_09,alpha_shape,8,exterior,2,453691.1728428254,3947220.637864903,-117.51167419189093,35.66776779518504
morphology_1h_09,alpha_shape,8,exterior,3,453699.0036037355,3947757.1939524426,-117.51161854048179,35.67260579518504
morphology_1h_09,alpha_shape,8,exterior,4,454321.5999411016,3947941.638283831,-117.50474966241455,35.67429779518505
morphology_1h_09,alpha_shape,9,exterior,0,455110.7806127101,3948616.405221944,-117.49606710353308,35.68041779518504
morphology_1h_09,alpha_shape,9,exterior,1,454720.6372061545,3948053.837352288,-117.50034673664577,35.67532779518504
morphology_1h_09,alpha_shape,9,exterior,2,454321.5999411016,3947941.638283831,-117.50474966241455,35.67429779518505
morphology_1h_09,alpha_shape,9,exterior,3,454586.94198034826,3948119.957864532,-117.50182777916824,35.67591779518505
morphology_1h_09,alpha_shape,9,exterior,4,455110.7806127101,3948616.405221944,-117.49606710353308,35.68041779518504
morphology_1h_09,alpha_shape,10,exterior,0,456515.9277740687,3948610.307559285,-117.4805391041098,35.68042579518505
morphology_1h_09,alpha_shape,10,exterior,1,456323.94743286015,3948209.634193226,-117.48263884309846,35.67680479518505
morphology_1h_09,alpha_shape,10,exterior,2,456390.1268403234,3948644.419479022,-117.48193112588085,35.68072779518505
morphology_1h_09,alpha_shape,10,exterior,3,456859.91303782567,3948784.649710632,-117.47674721851969,35.68201279518506
morphology_1h_09,alpha_shape,10,exterior,4,457101.0773030096,3949165.3544829343,-117.47410246676304,35.68545579518504
morphology_1h_09,alpha_shape,10,exterior,5,457007.50223773264,3948538.0415075566,-117.47510305869436,35.67979579518505
morphology_1h_09,alpha_shape,10,exterior,6,456515.9277740687,3948610.307559285,-117.4805391041098,35.68042579518505
morphology_1h_09,alpha_shape,11,exterior,0,455843.8816927273,3949891.336579535,-117.48803593481253,35.691945795185056
morphology_1h_09,alpha_shape,11,exterior,1,456291.6254055939,3950199.124281784,-117.48310413643013,35.69474079518505
morphology_1h_09,alpha_shape,11,exterior,2,456503.8298199269,3949926.0135649047,-117.48074395948125,35.69228779518505
morphology_1h_09,alpha_shape,11,exterior,3,455843.8816927273,3949891.336579535,-117.48803593481253,35.691945795185056
morphology_1h_09,alpha_shape,12,exterior,0,457330.6878861857,3951939.731000425,-117.47171227228405,35.71047979518505
morphology_1h_09,alpha_shape,12,exterior,1,457830.37722956366,3952054.2460132474,-117.46619434838074,35.711533795185055
morphology_1h_09,alpha_shape,12,exterior,2,457919.09139439167,3951971.638620177,-117.46520929488162,35.710792795185036
morphology_1h_09,alpha_shape,12,exterior,3,457677.7312393811,3951852.77796705,-117.46787121676626,35.709710795185046
morphology_1h_09,alpha_shape,12,exterior,4,457502.74486616906,3951576.99680956,-117.46979103672697,35.70721679518505
morphology_1h_09,alpha_shape,12,exterior,5,457449.1323888053,3951449.925487049,-117.47037695386149,35.706068795185054
morphology_1h_09,alpha_shape,12,exterior,6,456887.585240721,3951328.96586367,-117.47657787338252,35.70495379518504
morphology_1h_09,alpha_shape,12,exterior,7,457420.69129267614,3951499.7508033137,-117.47069398619867,35.706516795185046
morphology_1h_09,alpha_shape,12,exterior,8,457330.6878861857,3951939.731000425,-117.47171227228405,35.71047979518505
morphology_1h_10,alpha_shape,0,exterior,0,446294.5032015637,3938935.049054232,-117.5928457929782,35.59268979518506
morphology_1h_10,alpha_shape,0,exterior,1,446189.5319138088,3938772.7505812896,-117.59399368754083,35.591220795185045
morphology_1h_10,alpha_shape,0,exterior,2,446060.9725905918,3938726.6109938174,-117.59540965718148,35.590797795185026
morphology_1h_10,alpha_shape,0,exterior,3,445841.801877106,3939175.251991946,-117.59785894666202,35.59483079518505
morphology_1h_10,alpha_shape,0,exterior,4,446051.1413304009,3939671.317678411,-117.59558126858211,35.59931479518505
morphology_1h_10,alpha_shape,0,exterior,5,446148.3592549062,3940022.76850741,-117.59453149649636,35.602488795185046
morphology_1h_10,alpha_shape,0,exterior,6,446608.47360358486,3939663.8587850574,-117.58942826592545,35.59927779518506
morphology_1h_10,alpha_shape,0,exterior,7,446674.5325775801,3939239.2210254953,-117.58867099131304,35.59545279518503
morphology_1h_10,alpha_shape,0,exterior,8,446294.5032015637,3938935.049054232,-117.5928457929782,35.59268979518506
morphology_1h_10,alpha_shape,1,exterior,0,451662.0448166448,3945463.5908579,-117.53398804403217,35.65182879518505
morphology_1h_10,alpha_shape,1,exterior,1,452106.3065345183,3945337.077034189,-117.5290729634805,35.65070979518505
morphology_1h_10,alpha_shape,1,exterior,2,451994.4141937954,3944929.74235612,-117.53028469874948,35.647031795185065
morphology_1h_10,alpha_shape,1,exterior,3,451525.0907844626,3944793.756006001,-117.5354606088613,35.64578279518506
morphology_1h_10,alpha_shape,1,exterior,4,451662.0448166448,3945463.5908579,-117.53398804403217,35.65182879518505
morphology_1h_10,alpha_shape,2,exterior,0,453498.7291177265,3946042.7494141823,-117.51373242633538,35.65713879518505
morphology_1h_10,alpha_shape,2,exterior,1,453622.3540275481,3945739.31242846,-117.5123492297715,35.65440879518505
morphology_1h_10,alpha_shape,2,exterior,2,453632.37333082623,3945681.031058472,-117.5122351919738,35.65388379518506
morphology_1h_10,alpha_shape,2,exterior,3,453447.76840620034,3945448.191073743,-117.51426104021684,35.65177579518506
morphology_1h_10,alpha_shape,2,exterior,4,453345.2960949291,3945728.1168536474,-117.51540922156391,35.65429479518505
morphology_1h_10,alpha_shape,2,exterior,5,453451.5650118896,3946042.1087597534,-117.51425342575935,35.65713079518504
morphology_1h_10,alpha_shape,2,exterior,6,453354.94356820703,3946314.351184303,-117.5153366021853,35.65958079518504
morphology_1h_10,alpha_shape,2,exterior,7,453498.7291177265,3946042.7494141823,-117.51373242633538,35.65713879518505
morphology_1h_10,alpha_shape,3,exterior,0,453651.464681262,3947664.496539421,-117.5121384800957,35.671767795185055
morphology_1h_10,alpha_shape,3,exterior,1,453747.4692914019,3947150.358854995,-117.5110481464318,35.66713679518505
morphology_1h_10,alpha_shape,3,exterior,2,453516.5255403137,3947489.625658517,-117.51361936603185,35.67018479518505
morphology_1h_10,alpha_shape,3,exterior,3,453053.8523313801,3947747.489146696,-117.51874653197855,35.67248779518505
morphology_1h_10,alpha_shape,3,exterior,4,453651.464681262,3947664.496539421,-117.5121384800957,35.671767795185055
morphology_1h_10,alpha_shape,4,exterior,0,451301.81733446376,3953620.711420856,-117.53846134666854,35.72535579518504
morphology_1h_10,alpha_shape,4,exterior,1,450711.372709821,3953730.116447854,-117.54499641581266,35.72631279518504
morphology_1h_10,alpha_shape,4,exterior,2,451103.2898246492,3954200.44422401,-117.54069172364115,35.73057279518505
morphology_1h_10,alpha_shape,4,exterior,3,451328.63312677655,3954212.293124593,-117.5382007321688,35.73069079518504
morphology_1h_10,alpha_shape,4,exterior,4,451301.81733446376,3953620.711420856,-117.53846134666854,35.72535579518504
morphology_1h_10,alpha_shape,5,exterior,0,451364.4929330743,3954987.944108996,-117.53785123777241,35.73768579518504
morphology_1h_10,alpha_shape,5,exterior,1,451744.03586728935,3955091.0182199934,-117.53366030630797,35.738633795185045
morphology_1h_10,alpha_shape,5,exterior,2,451755.7253696553,3954809.7861700007,-117.5335141230476,35.73609879518504
morphology_1h_10,alpha_shape,5,exterior,3,451364.4929330743,3954987.944108996,-117.53785123777241,35.73768579518504
morphology_1h_10,alpha_shape,6,exterior,0,454892.4257671617,3948545.306297198,-117.49847605660385,35.67976679518506
morphology_1h_10,alpha_shape,6,exterior,1,455143.10520517547,3948747.119239633,-117.49571718860066,35.68159779518505
morphology_1h_10,alpha_shape,6,exterior,2,455123.63258462417,3948235.909282804,-117.49590385628848,35.676987795185056
morphology_1h_10,alpha_shape,6,exterior,3,454892.4257671617,3948545.306297198,-117.49847605660385,35.67976679518506
morphology_1h_10,alpha_shape,7,exterior,0,455637.1304147404,3949321.9411938856,-117.4902895638944,35.68680279518506
morphology_1h_10,alpha_shape,7,exterior,1,456080.1013447151,3949256.520629557,-117.48539052279126,35.68623279518504
morphology_1h_10,alpha_shape,7,exterior,2,455872.07192276965,3949182.574074404,-117.48768547404588,35.68555679518505
morphology_1h_10,alpha_shape,7,exterior,3,455684.5407565292,3948770.135085615,-117.4897352053264,35.681829795185045
morphology_1h_10,alpha_shape,7,exterior,4,455637.1304147404,3949321.9411938856,-117.4902895638944,35.68680279518506
morphology_1h_10,alpha_shape,8,exterior,0,454970.0927028334,3949489.558272077,-117.4976706706959,35.68828379518505
morphology_1h_10,alpha_shape,8,exterior,1,454609.7660423592,3949432.27478056,-117.501649632258,35.68775079518504
morphology_1h_10,alpha_shape,8,exterior,2,454089.5250202668,3949370.839452469,-117.50739559057602,35.687172795185035
morphology_1h_10,alpha_shape,8,exterior,3,453600.14716852247,3949715.4378177663,-117.51282381298984,35.69025679518506
morphology_1h_10,alpha_shape,8,exterior,4,454150.0282789376,3949825.82585201,-117.50675288663041,35.69127779518506
morphology_1h_10,alpha_shape,8,exterior,5,454430.563996798,3949816.729656047,-117.5036518816536,35.691208795185055
morphology_1h_10,alpha_shape,8,exterior,6,454539.02592018567,3949722.341515452,-117.50244782063498,35.69036279518505
morphology_1h_10,alpha_shape,8,exterior,7,454697.8321945685,3949670.510405229,-117.50068978745811,35.68990279518506
morphology_1h_10,alpha_shape,8,exterior,8,454970.0927028334,3949489.558272077,-117.4976706706959,35.68828379518505
morphology_1h_10,alpha_shape,9,exterior,0,456960.8597249779,3950950.5081648086,-117.47574762735364,35.70154479518505
morphology_1h_10,alpha_shape,9,exterior,1,456814.6937868426,3951333.8674487374,-117.47738387634178,35.70499479518504
morphology_1h_10,alpha_shape,9,exterior,2,456882.7299272797,3951391.7662007776,-117.47663491423496,35.70551979518505
morphology_1h_10,alpha_shape,9,exterior,3,457129.3062097816,3951537.19942698,-117.47391700965804,35.70684179518505
morphology_1h_10,alpha_shape,9,exterior,4,457269.4737705044,3951755.0224529207,-117.47237915186582,35.708811795185056
morphology_1h_10,alpha_shape,9,exterior,5,457720.16232760064,3952257.851863858,-117.4674234805848,35.713364795185036
morphology_1h_10,alpha_shape,9,exterior,6,457871.6455608824,3951595.09245331,-117.46571404964804,35.70739579518505
morphology_1h_10,alpha_shape,9,exterior,7,457482.44820010144,3951646.525471704,-117.47001908191515,35.70784279518505
morphology_1h_10,alpha_shape,9,exterior,8,457274.6340458325,3951127.67393353,-117.472288743615,35.703155795185054
morphology_1h_10,alpha_shape,9,exterior,9,456960.8597249779,3950950.5081648086,-117.47574762735364,35.70154479518505
morphology_1h_10,alpha_shape,10,exterior,0,453700.0068729692,3953236.5352520463,-117.5119231047982,35.72200779518505
morphology_1h_10,alpha_shape,10,exterior,1,453557.6643518569,3953310.371245869,-117.51350115240335,35.722666795185056
morphology_1h_10,alpha_shape,10,exterior,2,453860.18409683,3953886.876828973,-117.51018952896464,35.727878795185056
morphology_1h_10,alpha_shape,10,exterior,3,453700.0068729692,3953236.5352520463,-117.5119231047982,35.72200779518505
morphology_1h_11,alpha_shape,0,exterior,0,445819.0510197724,3938706.449409173,-117.59807864318624,35.590602795185035
morphology_1h_11,alpha_shape,0,exterior,1,446065.3160660745,3939194.63799573,-117.59539296008589,35.59501779518504
morphology_1h_11,alpha_shape,0,exterior,2,446445.06907806266,3938843.527630072,-117.59117773433717,35.59187279518505
morphology_1h_11,alpha_shape,0,exterior,3,446253.8842080692,3938808.0765142,-117.59328571065171,35.59154279518505
morphology_1h_11,alpha_shape,0,exterior,4,445819.0510197724,3938706.449409173,-117.59807864318624,35.590602795185035
morphology_1h_11,alpha_shape,1,exterior,0,455081.7915301328,3949298.555320503,-117.49642554687613,35.68656679518505
morphology_1h_11,alpha_shape,1,exterior,1,455546.5156473761,3949314.1864476097,-117.49129055855815,35.68672879518505
morphology_1h_11,alpha_shape,1,exterior,2,455236.8287896169,3948778.256917383,-117.49468320914741,35.681882795185054
morphology_1h_11,alpha_shape,1,exterior,3,455243.2019285495,3948586.012833836,-117.49460208421333,35.680149795185045
morphology_1h_11,alpha_shape,1,exterior,4,455413.7301534241,3948064.309474589,-117.49268874572672,35.67545379518506
morphology_1h_11,alpha_shape,1,exterior,5,454813.6557084039,3948393.20111676,-117.49933795748791,35.67839179518504
morphology_1h_11,alpha_shape,1,exterior,6,455092.9896299776,3948877.3622270217,-117.49627827309642,35.682769795185045
morphology_1h_11,alpha_shape,1,exterior,7,454967.8518230911,3949186.666162353,-117.49767847375746,35.685552795185046
morphology_1h_11,alpha_shape,1,exterior,8,455081.7915301328,3949298.555320503,-117.49642554687613,35.68656679518505
morphology_1h_11,alpha_shape,2,exterior,0,456259.37470133,3948869.7710391646,-117.48338827194287,35.68275379518505
morphology_1h_11,alpha_shape,2,exterior,1,455901.8164948832,3949085.044979557,-117.48735141073696,35.68467879518505
morphology_1h_11,alpha_shape,2,exterior,2,455546.5156473761,3949314.1864476097,-117.49129055855815,35.68672879518505
morphology_1h_11,alpha_shape,2,exterior,3,456123.4126278865,3949231.462223257,-117.48491050663877,35.68600879518505
morphology_1h_11,alpha_shape,2,exterior,4,456259.37470133,3948869.7710391646,-117.48338827194287,35.68275379518505
morphology_1h_11,alpha_shape,3,exterior,0,456399.9415798105,3949605.09736112,-117.48187475045958,35.689389795185036
morphology_1h_11,alpha_shape,3,exterior,1,456160.2592546301,3949977.7238578377,-117.48454399201283,35.69273879518505
morphology_1h_11,alpha_shape,3,exterior,2,455655.6644513061,3950382.84227963,-117.4901432538789,35.696368795185045
morphology_1h_11,alpha_shape,3,exterior,3,456367.0510484448,3950416.253780028,-117.48228227790368,35.696701795185035
morphology_1h_11,alpha_shape,3,exterior,4,456875.3529569463,3950476.1047592727,-117.47666731845086,35.69726379518506
morphology_1h_11,alpha_shape,3,exterior,5,456671.4312070989,3950327.253724943,-117.47891322098076,35.69591279518505
morphology_1h_11,alpha_shape,3,exterior,6,456611.80365439865,3950176.3704917,-117.47956412265145,35.69454979518505
morphology_1h_11,alpha_shape,3,exterior,7,456399.9415798105,3949605.09736112,-117.48187475045958,35.689389795185036
morphology_1h_11,alpha_shape,4,exterior,0,456875.3529569463,3950476.1047592727,-117.47666731845086,35.69726379518506
morphology_1h_11,alpha_shape,4,exterior,1,457136.7715832799,3951091.736939648,-117.47381071979906,35.70282579518505
morphology_1h_11,alpha_shape,4,exterior,2,457219.652780058,3950714.122640444,-117.4728744743733,35.69942479518506
morphology_1h_11,alpha_shape,4,exterior,3,456875.3529569463,3950476.1047592727,-117.47666731845086,35.69726379518506
morphology_1h_11,alpha_shape,5,exterior,0,450570.90237539937,3953875.308625204,-117.54655850988858,35.727614795185055
morphology_1h_11,alpha_shape,5,exterior,1,450767.2612481776,3953317.315024914,-117.5443531471299,35.72259379518505
morphology_1h_11,alpha_shape,5,exterior,2,450546.144542373,3953124.887601401,-117.5467860210054,35.72084779518504
morphology_1h_11,alpha_shape,5,exterior,3,450622.9067551889,3953300.4815646936,-117.54594813564384,35.72243479518506
morphology_1h_11,alpha_shape,5,exterior,4,450570.90237539937,3953875.308625204,-117.54655850988858,35.727614795185055
morphology_1h_11,alpha_shape,6,exterior,0,450570.90237539937,3953875.308625204,-117.54655850988858,35.727614795185055
morphology_1h_11,alpha_shape,6,exterior,1,450510.96071380406,3954485.3408484855,-117.54725890714064,35.733111795185046
morphology_1h_11,alpha_shape,6,exterior,2,450914.63083163765,3954281.7881305767,-117.542782775964,35.73129679518505
morphology_1h_11,alpha_shape,6,exterior,3,451168.6822657493,3953902.611268278,-117.5399505298317,35.72789079518505
morphology_1h_11,alpha_shape,6,exterior,4,450570.90237539937,3953875.308625204,-117.54655850988858,35.727614795185055
morphology_1h_11,alpha_shape,7,exterior,0,450774.3001711815,3955933.5324757937,-117.54443585210423,35.74618179518504
morphology_1h_11,alpha_shape,7,exterior,1,450104.9209522504,3955835.67546838,-117.55183278585736,35.74526579518505
morphology_1h_11,alpha_shape,7,exterior,2,449649.1463381385,3955922.658089624,-117.55687884089411,35.74602679518504
morphology_1h_11,alpha_shape,7,exterior,3,450200.7450195296,3956010.715358229,-117.55078390034481,35.746848795185045
morphology_1h_11,alpha_shape,7,exterior,4,450774.3001711815,3955933.5324757937,-117.54443585210423,35.74618179518504
morphology_1h_12,alpha_shape,0,exterior,0,445518.6024755505,3938761.074455895,-117.60139867734918,35.591078795185055
morphology_1h_12,alpha_shape,0,exterior,1,445166.9221002098,3939001.027919155,-117.60529683123612,35.59322279518504
morphology_1h_12,alpha_shape,0,exterior,2,445135.672962832,3939328.969043529,-117.60566404335978,35.59617779518505
morphology_1h_12,alpha_shape,0,exterior,3,445807.2528732061,3939199.751887748,-117.59824196238306,35.59504979518505
morphology_1h_12,alpha_shape,0,exterior,4,445518.6024755505,3938761.074455895,-117.60139867734918,35.591078795185055
morphology_1h_12,alpha_shape,1,exterior,0,446773.57168640057,3940285.205062029,-117.58764666885598,35.60488879518505
morphology_1h_12,alpha_shape,1,exterior,1,446949.6678037801,3940148.397612074,-117.58569358095002,35.60366479518505
morphology_1h_12,alpha_shape,1,exterior,2,447299.9481315872,3940040.619743569,-117.58181951251056,35.60271179518505
morphology_1h_12,alpha_shape,1,exterior,3,447309.2885887397,3939995.9775021714,-117.58171348364203,35.60230979518504
morphology_1h_12,alpha_shape,1,exterior,4,447424.5221333592,3939532.679283508,-117.58041118414657,35.598138795185044
morphology_1h_12,alpha_shape,1,exterior,5,446855.6795914103,3939832.078750357,-117.58671037578496,35.60080779518505
morphology_1h_12,alpha_shape,1,exterior,6,446513.0107150775,3940108.5272601433,-117.5905115534446,35.603281795185055
morphology_1h_12,alpha_shape,1,exterior,7,446697.593266591,3940532.995520608,-117.58850182902513,35.60711879518505
morphology_1h_12,alpha_shape,1,exterior,8,446773.57168640057,3940285.205062029,-117.58764666885598,35.60488879518505
morphology_1h_12,alpha_shape,2,exterior,0,453495.8331912188,3946060.3996786736,-117.51376543778439,35.65729779518505
morphology_1h_12,alpha_shape,2,exterior,1,453904.46062817366,3946153.103401075,-117.50925649935157,35.65815279518503
morphology_1h_12,alpha_shape,2,exterior,2,454076.9490291737,3946038.858600071,-117.5073444257593,35.65713079518504
morphology_1h_12,alpha_shape,2,exterior,3,453670.4607563138,3945922.733200361,-117.5118283490027,35.65606479518506
morphology_1h_12,alpha_shape,2,exterior,4,453349.2050355552,3945905.8894780944,-117.51537633697832,35.65589779518505
morphology_1h_12,alpha_shape,2,exterior,5,453124.83127808775,3946536.721055869,-117.5178917457902,35.661574795185054
morphology_1h_12,alpha_shape,2,exterior,6,453417.0832837538,3946777.530360444,-117.51467690316686,35.66375979518505
morphology_1h_12,alpha_shape,2,exterior,7,453477.3506678646,3946757.3615180072,-117.51400989027358,35.663580795185055
morphology_1h_12,alpha_shape,2,exterior,8,453495.8331912188,3946060.3996786736,-117.51376543778439,35.65729779518505
morphology_1h_12,alpha_shape,3,exterior,0,454420.9210767344,3948217.856281677,-117.50366784223357,35.676792795185044
morphology_1h_12,alpha_shape,3,exterior,1,454019.41602860217,3948188.7572909794,-117.50810282198029,35.67651179518504
morphology_1h_12,alpha_shape,3,exterior,2,453998.9896306556,3948370.7603259096,-117.50833894018837,35.67815179518505
morphology_1h_12,alpha_shape,3,exterior,3,454464.5394658292,3948396.313512081,-117.50319595835289,35.678403795185034
morphology_1h_12,alpha_shape,3,exterior,4,454420.9210767344,3948217.856281677,-117.50366784223357,35.676792795185044
morphology_1h_12,alpha_shape,4,exterior,0,455169.2139674444,3948665.7992892726,-117.49542413582934,35.68086579518505
morphology_1h_12,alpha_shape,4,exterior,1,455226.4588890111,3948912.846486079,-117.4948052966004,35.68309579518505
morphology_1h_12,alpha_shape,4,exterior,2,455306.2711590837,3948967.457584705,-117.49392633236175,35.68359179518505
