interval_label,geometry_type,component_index,ring_type,point_order,x_m,y_m,longitude,latitude
morphology_1h_22,convex_hull,0,exterior,7,456642.8493592317,3947907.056649525,-117.4790986474967,35.67409079518505
morphology_1h_22,convex_hull,0,exterior,8,450557.0007047091,3935530.6912628775,-117.54558660741777,35.56221779518504
morphology_1h_22,convex_hull,0,exterior,9,444518.8138613325,3935528.6854838766,-117.61221258319364,35.561879795185035
morphology_1h_23,convex_hull,0,exterior,0,444892.3099971276,3935694.294177427,-117.6081026917037,35.56339379518504
morphology_1h_23,convex_hull,0,exterior,1,442703.88780166896,3936014.414266017,-117.63227288968018,35.56615579518505
morphology_1h_23,convex_hull,0,exterior,2,442697.3302915083,3936251.478280908,-117.63236204287608,35.56829279518505
morphology_1h_23,convex_hull,0,exterior,3,442305.1779151108,3960226.0646278975,-117.63840862036844,35.784421795185054
morphology_1h_23,convex_hull,0,exterior,4,444124.1395017101,3962238.196412465,-117.6184229430731,35.80266779518505
morphology_1h_23,convex_hull,0,exterior,5,449865.1411020939,3959149.294172583,-117.55469194715016,35.775128795185054
morphology_1h_23,convex_hull,0,exterior,6,454037.5787034615,3956189.864949096,-117.50836003068191,35.74865079518505
morphology_1h_23,convex_hull,0,exterior,7,459772.17544463824,3952022.165974676,-117.44472633336326,35.71132579518506
morphology_1h_23,convex_hull,0,exterior,8,460308.830395404,3945176.7042069742,-117.43845588559651,35.64962779518504
morphology_1h_23,convex_hull,0,exterior,9,449383.327164365,3937443.068850809,-117.5586568394395,35.57940079518504
morphology_1h_23,convex_hull,0,exterior,10,444892.3099971276,3935694.294177427,-117.6081026917037,35.56339379518504
morphology_1h_24,convex_hull,0,exterior,0,436147.1404876292,3935039.933801913,-117.70454623127266,35.55696879518505
morphology_1h_24,convex_hull,0,exterior,1,435940.04561453406,3956831.11902116,-117.7085643756755,35.75341979518505
morphology_1h_24,convex_hull,0,exterior,2,444752.87948652246,3966039.83215054,-117.61172743353252,35.83697779518504
morphology_1h_24,convex_hull,0,exterior,3,457571.3768650658,3951609.166115873,-117.46903405787718,35.70750979518505
morphology_1h_24,convex_hull,0,exterior,4,459708.87215485744,3949055.213834816,-117.44527740309393,35.684572795185055
morphology_1h_24,convex_hull,0,exterior,5,459404.4561249613,3948349.423326578,-117.44860594343201,35.67819679518505
morphology_1h_24,convex_hull,0,exterior,6,458282.7194081218,3947206.0101914993,-117.46094219715017,35.66784079518505
morphology_1h_24,convex_hull,0,exterior,7,444976.3725057942,3935569.109685429,-117.6071666111446,35.56226979518505
morphology_1h_24,convex_hull,0,exterior,8,436147.1404876292,3935039.933801913,-117.70454623127266,35.55696879518505
morphology_1h_25,convex_hull,0,exterior,0,457217.0820092645,3927943.009404676,-117.47169673469698,35.49411479518505
