source_row_index,event_time,latitude,longitude,depth_km,magnitude,t_days,x_km,y_km,along_strike_km,cross_strike_km,in_entire_corridor,north_35p70,south_35p70,on_split_35p70,north_35p72,south_35p72,on_split_35p72,north_35p74,south_35p74,on_split_35p74
69,2019-07-04T17:48:24.000000Z,35.64906679518505,-117.53344284521653,4.265262290000001,3.11,0.010126851851851852,1.423957563771524,-8.812536378763456,32.72415944737906,-4.876394838600243,False,False,False,False,False,False,False,False,False,False
70,2019-07-04T17:48:57.360000Z,35.61270979518505,-117.58391223067468,4.758817850000001,2.68,0.010512962962962964,-3.148051222944313,-12.845981686488436,32.66197103463646,-10.972957640502312,False,False,False,False,False,False,False,False,False,False
71,2019-07-04T17:49:36.000000Z,35.76567579518505,-117.5711622626578,4.649945300000001,2.62,0.010960185185185186,-1.9890695387962383,4.125759265803986,20.825723934579006,1.2453271852124659,True,True,False,False,True,False,False,True,False,False
72,2019-07-04T17:50:13.640000Z,35.68669279518505,-117.47127855596212,9.5855009,2.16,0.011395833333333334,7.05033664733909,-4.635140854234755,33.384934152847485,2.1000047879243233,True,False,True,False,False,True,False,False,True,False
73,2019-07-04T17:50:35.880000Z,35.63626479518505,-117.60647192405062,10.9645532,2.27,0.011653240740740742,-5.190492593668999,-10.231548298582862,29.352421711235284,-10.741199213216548,False,False,False,False,False,False,False,False,False,False
74,2019-07-04T17:50:46.620000Z,35.70494979518505,-117.4997958730938,15.892850630000002,2.8,0.011777546296296296,4.467959960725275,-2.611138662951202,30.152827571794948,1.5354330293284273,True,True,False,False,False,True,False,False,True,False
75,2019-07-04T17:50:48.680000Z,35.67456279518505,-117.49508168151252,2.0297459300000003,2.85,0.011801388888888889,4.896443742088105,-5.9824503208036175,32.9448003188086,-0.40215021409510254,True,False,True,False,False,True,False,False,True,False
76,2019-07-04T17:51:46.280000Z,35.67513279518505,-117.509184722592,6.972559700000001,3.67,0.012468055555555555,3.6196319255735134,-5.9198188847664355,32.04384995061753,-1.3090457679643102,True,False,True,False,False,True,False,False,True,False
77,2019-07-04T17:52:41.420000Z,35.72128679518505,-117.51541405271608,6.508036820000001,2.97,0.013106250000000002,3.0539172513164905,-0.7990868319478153,27.860040696576554,1.6972260053846737,True,True,False,False,True,False,False,False,True,False
78,2019-07-04T17:53:14.740000Z,35.70113779518505,-117.47822159798308,2.545076,2.41,0.013491898148148149,6.42070152877399,-3.032896549193454,31.77296128896389,2.7042983272499685,True,True,False,False,False,True,False,False,True,False
79,2019-07-04T17:53:25.320000Z,35.64664479518505,-117.53780467089724,10.06454012,2.15,0.013614351851851851,1.0289752218625658,-9.081317786389889,32.65958089990865,-5.349770066841164,False,False,False,False,False,False,False,False,False,False
80,2019-07-04T17:54:03.360000Z,35.67506779518505,-117.50409071790745,12.68473949,2.29,0.014054629629629629,4.080805848061833,-5.926831023764911,32.35766605541383,-0.9710368786624539,True,False,True,False,False,True,False,False,True,False
81,2019-07-04T17:54:21.660000Z,35.72384279518505,-117.60426523735958,4.09106621,1.9,0.014266435185185184,-4.985167530630371,-0.5146143227808535,22.269105372482418,-4.086306733486768,False,False,False,False,False,False,False,False,False,False
82,2019-07-04T17:54:59.120000Z,35.63749779518505,-117.54892801274562,10.14437999,2.73,0.0147,0.02160087620641866,-10.096258712222335,32.739681693537975,-6.7775277556930655,False,False,False,False,False,False,False,False,False,False
83,2019-07-04T17:55:19.840000Z,35.67056279518505,-117.506539393268,4.10558255,2.36,0.014939814814814814,3.859339064142744,-6.426773066844492,32.58097642502202,-1.470158168173831,True,False,True,False,False,True,False,False,True,False
84,2019-07-04T17:55:30.320000Z,35.67436779518505,-117.51136566745927,2.6902394000000003,2.57,0.01506111111111111,3.422219216527598,-6.004776142279105,31.974878878351443,-1.5125955272060936,True,False,True,False,False,True,False,False,True,False
85,2019-07-04T17:55:47.520000Z,35.80333479518505,-117.6524479914484,2.26926554,2.26,0.015260185185185186,-9.335307135341901,8.308907249531842,12.801293413697142,-1.4144563951201512,True,True,False,False,True,False,False,True,False,False
86,2019-07-04T17:55:54.320000Z,35.70642279518505,-117.47086497941358,2.72653025,2.36,0.015338888888888888,7.086027088994707,-2.4460010149219147,31.782053740645832,3.591440816680668,True,True,False,False,False,True,False,False,True,False
87,2019-07-04T17:56:21.720000Z,35.60185779518505,-117.59224445118352,7.94515448,2.32,0.01565601851851852,-3.9034990551886595,-14.049730795175126,33.050958901723675,-12.339852582758532,False,False,False,False,False,False,False,False,False,False
