origin_time,latitude,longitude,depth_km,magnitude,event_id,mainshock_id,mainshock_time,mainshock_latitude,mainshock_longitude,mainshock_depth_km,mainshock_magnitude,relative_time_seconds,relative_time_hours,relative_time_days,epicentral_distance_km,depth_diff_km,abs_depth_diff_km,hypocentral_distance_km,distance_band,within_30km,within_60km,within_100km,prepost_flag,magnitude_bin,is_m4plus,is_m5plus,is_m6plus,mag_to_mainshock_gap,is_mainshock_like_event,window_pm7d,window_pm14d,window_pm25d,overlap_mainshock_count_pm25d_100km,shared_across_mainshocks_pm25d_100km
2025-11-10 09:03:13.240000+00:00,39.508614,143.546501,14.77,2.4,EVT_002150,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,89974.0,24.99277777777778,1.0413657407407408,12.330492427846302,-1.1300000000000008,1.1300000000000008,12.382162311695604,0-30 km,True,True,True,post,<4,False,False,False,4.5,False,True,True,True,1,False
2025-11-10 09:12:39.550000+00:00,39.427612,143.66849,12.19,1.2,EVT_002151,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,90540.31,25.15008611111111,1.0479202546296296,14.162230974667098,-3.710000000000001,3.710000000000001,14.64011223248716,0-30 km,True,True,True,post,<4,False,False,False,5.7,False,True,True,True,1,False
2025-11-10 09:14:18.430000+00:00,39.203373,143.390299,11.29,1.5,EVT_002152,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,90639.19,25.177552777777777,1.0490646990740742,24.261794031894897,-4.610000000000001,4.610000000000001,24.69588527763463,0-30 km,True,True,True,post,<4,False,False,False,5.4,False,True,True,True,1,False
2025-11-10 09:15:20.920000+00:00,39.721472,143.350977,13.46,1.8,EVT_002153,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,90701.68,25.19491111111111,1.049787962962963,37.95813127178068,-2.4399999999999995,2.4399999999999995,38.0364736752204,30-60 km,False,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 09:23:01.600000+00:00,39.534265,143.597949,10.62,2.3,EVT_002154,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91162.36,25.322877777777776,1.0551199074074074,16.650881856440275,-5.280000000000001,5.280000000000001,17.467978320261675,0-30 km,True,True,True,post,<4,False,False,False,4.6000000000000005,False,True,True,True,1,False
2025-11-10 09:25:44.200000+00:00,39.3441,143.575244,13.51,1.6,EVT_002155,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91324.96,25.368044444444447,1.057001851851852,8.709819851951494,-2.3900000000000006,2.3900000000000006,9.03178065795712,0-30 km,True,True,True,post,<4,False,False,False,5.300000000000001,False,True,True,True,1,False
2025-11-10 09:26:37.180000+00:00,39.558407,143.565739,13.58,2.1,EVT_002156,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91377.94,25.38276111111111,1.0576150462962963,18.10758158504603,-2.3200000000000003,2.3200000000000003,18.25559943850374,0-30 km,True,True,True,post,<4,False,False,False,4.800000000000001,False,True,True,True,1,False
2025-11-10 09:27:39.100000+00:00,39.206714,143.393327,14.58,2.4,EVT_002157,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91439.86,25.39996111111111,1.058331712962963,23.815822255389612,-1.3200000000000003,1.3200000000000003,23.8523749278832,0-30 km,True,True,True,post,<4,False,False,False,4.5,False,True,True,True,1,False
2025-11-10 09:29:41.630000+00:00,39.622518,143.522607,16.2,1.4,EVT_002158,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91562.39,25.43399722222222,1.0597498842592592,24.557007286004342,0.29999999999999893,0.29999999999999893,24.558839688488344,0-30 km,True,True,True,post,<4,False,False,False,5.5,False,True,True,True,1,False
2025-11-10 09:30:20.810000+00:00,39.603072,143.498356,8.9,2.3,EVT_002159,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91601.57,25.444880555555557,1.0602033564814815,22.370483102631535,-7.0,7.0,23.440104825813453,0-30 km,True,True,True,post,<4,False,False,False,4.6000000000000005,False,True,True,True,1,False
2025-11-10 09:34:13.660000+00:00,39.542883,143.684505,9.53,2.2,EVT_002160,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,91834.42,25.50956111111111,1.0628983796296296,21.85281047011881,-6.370000000000001,6.370000000000001,22.76229833393224,0-30 km,True,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 09:39:09.280000+00:00,39.535722,143.527637,10.23,2.2,EVT_002161,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,92130.04,25.591677777777775,1.0663199074074072,14.97435882824742,-5.67,5.67,16.011880661468577,0-30 km,True,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 09:42:59.340000+00:00,39.525793,143.56167,10.82,1.9,EVT_002162,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,92360.1,25.655583333333336,1.068982638888889,14.543218185924866,-5.08,5.08,15.404921135903804,0-30 km,True,True,True,post,<4,False,False,False,5.0,False,True,True,True,1,False
2025-11-10 09:46:30.690000+00:00,39.765096,143.426855,12.8,2.2,EVT_002163,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,92571.45,25.714291666666664,1.0714288194444443,40.95444915709851,-3.0999999999999996,3.0999999999999996,41.071607051117034,30-60 km,False,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 09:48:04.730000+00:00,39.581079,143.635758,8.76,3.1,EVT_002164,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,92665.49,25.74041388888889,1.0725172453703704,22.772615536643404,-7.140000000000001,7.140000000000001,23.865699620580422,0-30 km,True,True,True,post,<4,False,False,False,3.8000000000000003,False,True,True,True,1,False
2025-11-10 09:52:22.420000+00:00,39.598523,143.640739,9.96,2.2,EVT_002165,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,92923.18,25.811994444444444,1.0754997685185184,24.681930648826018,-5.9399999999999995,5.9399999999999995,25.386636259131635,0-30 km,True,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 09:55:49.230000+00:00,39.536576,143.593831,6.79,1.8,EVT_002166,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93129.99,25.869441666666667,1.0778934027777778,16.717662663742843,-9.11,9.11,19.038706493317804,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 09:56:22.400000+00:00,39.539628,143.578027,5.1,2.0,EVT_002167,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93163.16,25.878655555555557,1.0782773148148148,16.473257790659307,-10.8,10.8,19.697924312919813,0-30 km,True,True,True,post,<4,False,False,False,4.9,False,True,True,True,1,False
2025-11-10 09:59:00.790000+00:00,39.571948,143.263021,12.43,5.2,EVT_002168,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93321.55,25.922652777777778,1.0801105324074074,28.204392383242954,-3.4700000000000006,3.4700000000000006,28.417048574894846,0-30 km,True,True,True,post,5-<6,True,True,False,1.7000000000000002,False,True,True,True,1,False
2025-11-10 10:05:39.430000+00:00,39.372913,143.843473,22.83,3.0,EVT_002169,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93720.19,26.033386111111113,1.0847244212962963,29.09662417307466,6.929999999999998,6.929999999999998,29.910507154997433,0-30 km,True,True,True,post,<4,False,False,False,3.9000000000000004,False,True,True,True,1,False
2025-11-10 10:07:09.470000+00:00,39.547066,143.673324,7.57,2.2,EVT_002170,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93810.23,26.058397222222222,1.0857665509259258,21.540629226108194,-8.33,8.33,23.09518580693099,0-30 km,True,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 10:08:27.100000+00:00,39.373641,143.829313,23.49,2.2,EVT_002171,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93887.86,26.07996111111111,1.0866650462962963,27.87817649453958,7.589999999999998,7.589999999999998,28.89291997463564,0-30 km,True,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 10:09:32.030000+00:00,39.598539,143.289225,11.33,1.8,EVT_002172,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93952.79,26.09799722222222,1.087416550925926,28.75305710030342,-4.57,4.57,29.113969028858104,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 10:09:57.820000+00:00,39.539384,143.587077,6.94,2.3,EVT_002173,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,93978.58,26.105161111111112,1.0877150462962963,16.75154607326608,-8.96,8.96,18.997260219430494,0-30 km,True,True,True,post,<4,False,False,False,4.6000000000000005,False,True,True,True,1,False
2025-11-10 10:15:35.120000+00:00,39.227995,143.41792,11.6,1.4,EVT_002174,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,94315.88,26.198855555555557,1.0916189814814816,20.8108503111715,-4.300000000000001,4.300000000000001,21.250446834690017,0-30 km,True,True,True,post,<4,False,False,False,5.5,False,True,True,True,1,False
2025-11-10 10:17:41.910000+00:00,39.138224,143.424609,11.64,1.6,EVT_002175,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,94442.67,26.234075,1.0930864583333333,30.175902503211255,-4.26,4.26,30.475115945362887,30-60 km,False,True,True,post,<4,False,False,False,5.300000000000001,False,True,True,True,1,False
2025-11-10 10:19:01.810000+00:00,39.105721,143.645312,1.96,1.9,EVT_002176,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,94522.57,26.256269444444445,1.094011226851852,35.03116416730822,-13.940000000000001,13.940000000000001,37.70286544703067,30-60 km,False,True,True,post,<4,False,False,False,5.0,False,True,True,True,1,False
2025-11-10 10:20:07.570000+00:00,39.568412,143.251693,12.68,2.3,EVT_002177,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,94588.33,26.27453611111111,1.094772337962963,28.678553631823124,-3.2200000000000006,3.2200000000000006,28.858756702487295,0-30 km,True,True,True,post,<4,False,False,False,4.6000000000000005,False,True,True,True,1,False
2025-11-10 10:21:38.840000+00:00,39.488993,143.517871,8.74,2.4,EVT_002178,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,94679.6,26.29988888888889,1.0958287037037038,9.71811625275567,-7.16,7.16,12.070931343607,0-30 km,True,True,True,post,<4,False,False,False,4.5,False,True,True,True,1,False
2025-11-10 10:33:23.520000+00:00,39.411654,143.745866,18.86,2.2,EVT_002179,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,95384.28,26.495633333333334,1.103984722222222,20.55037620361297,2.959999999999999,2.959999999999999,20.76245558959783,0-30 km,True,True,True,post,<4,False,False,False,4.7,False,True,True,True,1,False
2025-11-10 10:35:31.740000+00:00,39.421045,143.730469,18.04,2.8,EVT_002180,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,95512.5,26.53125,1.10546875,19.314631320762167,2.139999999999999,2.139999999999999,19.432822313214487,0-30 km,True,True,True,post,<4,False,False,False,4.1000000000000005,False,True,True,True,1,False
2025-11-10 10:46:55.790000+00:00,39.588135,143.634587,9.27,3.0,EVT_002181,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,96196.55,26.72126388888889,1.1133859953703704,23.414347213375727,-6.630000000000001,6.630000000000001,24.334924602893587,0-30 km,True,True,True,post,<4,False,False,False,3.9000000000000004,False,True,True,True,1,False
2025-11-10 10:49:03.610000+00:00,39.58363,143.6389,8.96,1.6,EVT_002182,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,96324.37,26.756769444444444,1.1148653935185184,23.15157027517793,-6.9399999999999995,6.9399999999999995,24.169377447640276,0-30 km,True,True,True,post,<4,False,False,False,5.300000000000001,False,True,True,True,1,False
2025-11-10 10:57:43.260000+00:00,39.58748,143.519694,9.21,2.0,EVT_002183,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,96844.02,26.901116666666667,1.1208798611111113,20.653177792201262,-6.6899999999999995,6.6899999999999995,21.709671874910395,0-30 km,True,True,True,post,<4,False,False,False,4.9,False,True,True,True,1,False
2025-11-10 11:00:11.270000+00:00,39.41215,143.348812,6.26,1.8,EVT_002184,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,96992.03,26.942230555555554,1.122592939814815,13.637555802048379,-9.64,9.64,16.7006744850016,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 11:01:19.400000+00:00,39.191695,143.588574,10.64,1.6,EVT_002185,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,97060.16,26.961155555555557,1.1233814814814815,24.41566492388523,-5.26,5.26,24.97583419378499,0-30 km,True,True,True,post,<4,False,False,False,5.300000000000001,False,True,True,True,1,False
2025-11-10 11:03:55.350000+00:00,39.563737,143.513493,9.27,1.8,EVT_002186,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,97216.11,27.004475,1.1251864583333333,17.992964777996033,-6.630000000000001,6.630000000000001,19.175601203148908,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 11:09:34.750000+00:00,39.586446,143.632227,8.49,3.6,EVT_002187,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,97555.51,27.098752777777776,1.129114699074074,23.15388868675781,-7.41,7.41,24.31071083532465,0-30 km,True,True,True,post,<4,False,False,False,3.3000000000000003,False,True,True,True,1,False
2025-11-10 11:10:56.680000+00:00,39.607959,143.465934,10.89,3.2,EVT_002188,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,97637.44,27.12151111111111,1.130062962962963,23.171022394913265,-5.01,5.01,23.70646280712439,0-30 km,True,True,True,post,<4,False,False,False,3.7,False,True,True,True,1,False
2025-11-10 11:17:25.950000+00:00,39.645504,143.61097,7.57,1.5,EVT_002189,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,98026.71,27.22964166666667,1.1345684027777778,28.507124016240734,-8.33,8.33,29.699242745856825,0-30 km,True,True,True,post,<4,False,False,False,5.4,False,True,True,True,1,False
2025-11-10 11:18:11.110000+00:00,39.586495,143.319271,12.1,1.3,EVT_002190,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,98071.87,27.24218611111111,1.135091087962963,26.08348732614017,-3.8000000000000007,3.8000000000000007,26.358837438189774,0-30 km,True,True,True,post,<4,False,False,False,5.6000000000000005,False,True,True,True,1,False
2025-11-10 11:29:12.810000+00:00,39.471448,143.299219,7.76,1.8,EVT_002191,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,98733.57,27.42599166666667,1.1427496527777778,19.443272127741235,-8.14,8.14,21.07843521311293,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 11:30:42.500000+00:00,39.501082,143.322542,10.99,3.2,EVT_002192,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,98823.26,27.450905555555554,1.1437877314814815,19.292866273212038,-4.91,4.91,19.90785746975406,0-30 km,True,True,True,post,<4,False,False,False,3.7,False,True,True,True,1,False
2025-11-10 11:32:51.960000+00:00,39.585665,143.590706,6.09,1.5,EVT_002193,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,98952.72,27.486866666666668,1.1452861111111112,21.648878009184127,-9.81,9.81,23.767835809272498,0-30 km,True,True,True,post,<4,False,False,False,5.4,False,True,True,True,1,False
2025-11-10 11:45:23.010000+00:00,39.215845,143.369482,8.72,1.5,EVT_002194,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,99703.77,27.69549166666667,1.1539788194444445,23.842259927025037,-7.18,7.18,24.89991482772228,0-30 km,True,True,True,post,<4,False,False,False,5.4,False,True,True,True,1,False
2025-11-10 11:46:22.940000+00:00,39.220854,143.395605,15.29,1.8,EVT_002195,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,99763.7,27.712138888888887,1.1546724537037036,22.306212364883358,-0.6100000000000012,0.6100000000000012,22.314551531842966,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 11:50:02.850000+00:00,39.401253,143.672168,14.31,1.7,EVT_002196,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,99983.61,27.773225,1.1572177083333333,14.191814155575447,-1.5899999999999999,1.5899999999999999,14.280605345236301,0-30 km,True,True,True,post,<4,False,False,False,5.2,False,True,True,True,1,False
2025-11-10 11:52:41.750000+00:00,39.596749,143.607227,3.92,1.7,EVT_002197,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100142.51,27.817363888888888,1.1590568287037037,23.300145235142416,-11.98,11.98,26.19956427077996,0-30 km,True,True,True,post,<4,False,False,False,5.2,False,True,True,True,1,False
2025-11-10 11:53:04.070000+00:00,39.543274,143.552311,11.33,2.0,EVT_002198,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100164.83,27.823563888888888,1.159315162037037,16.18324431363546,-4.57,4.57,16.816132031915497,0-30 km,True,True,True,post,<4,False,False,False,4.9,False,True,True,True,1,False
2025-11-10 11:54:21.750000+00:00,39.598783,143.540706,7.12,1.7,EVT_002199,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100242.51,27.845141666666667,1.160214236111111,22.07155577927802,-8.780000000000001,8.780000000000001,23.753778110392904,0-30 km,True,True,True,post,<4,False,False,False,5.2,False,True,True,True,1,False
2025-11-10 11:55:42.120000+00:00,39.178125,143.49069,10.09,2.5,EVT_002200,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100322.88,27.86746666666667,1.1611444444444445,24.93330420906357,-5.8100000000000005,5.8100000000000005,25.601284318988903,0-30 km,True,True,True,post,<4,False,False,False,4.4,False,True,True,True,1,False
2025-11-10 12:00:40.250000+00:00,39.602205,143.590592,10.3,2.0,EVT_002201,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100621.01,27.950280555555555,1.1645950231481481,23.388562029784403,-5.6,5.6,24.04963271696831,0-30 km,True,True,True,post,<4,False,False,False,4.9,False,True,True,True,1,False
2025-11-10 12:02:17.900000+00:00,39.371806,143.369368,8.78,1.5,EVT_002202,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100718.66,27.977405555555556,1.1657252314814814,12.295390946522376,-7.120000000000001,7.120000000000001,14.208132830453987,0-30 km,True,True,True,post,<4,False,False,False,5.4,False,True,True,True,1,False
2025-11-10 12:04:57.370000+00:00,39.353792,143.764535,24.35,1.7,EVT_002203,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100878.13,28.02170277777778,1.1675709490740742,22.77527258921458,8.450000000000001,8.450000000000001,24.292293870958936,0-30 km,True,True,True,post,<4,False,False,False,5.2,False,True,True,True,1,False
2025-11-10 12:05:44.680000+00:00,39.538708,143.352507,11.05,1.9,EVT_002204,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100925.44,28.034844444444445,1.1681185185185186,20.172715439244218,-4.85,4.85,20.747552824194038,0-30 km,True,True,True,post,<4,False,False,False,5.0,False,True,True,True,1,False
2025-11-10 12:06:28.640000+00:00,39.403153,143.843604,28.94,2.0,EVT_002205,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,100969.4,28.047055555555556,1.1686273148148147,28.921579004969033,13.040000000000001,13.040000000000001,31.72537363279849,0-30 km,True,True,True,post,<4,False,False,False,4.9,False,True,True,True,1,False
2025-11-10 12:14:57.180000+00:00,39.632377,143.45638,12.12,2.8,EVT_002206,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,101477.94,28.18831666666667,1.1745131944444445,25.982154145600287,-3.780000000000001,3.780000000000001,26.25568003396092,0-30 km,True,True,True,post,<4,False,False,False,4.1000000000000005,False,True,True,True,1,False
2025-11-10 12:20:32+00:00,39.695854,143.406592,12.69,1.8,EVT_002207,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,101812.76,28.281322222222222,1.1783884259259259,33.79016220825139,-3.210000000000001,3.210000000000001,33.94229164420017,30-60 km,False,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 12:21:19.840000+00:00,39.621887,143.562191,8.46,1.8,EVT_002208,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,101860.6,28.294611111111113,1.1789421296296296,24.90450930565615,-7.4399999999999995,7.4399999999999995,25.992079250331507,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 12:22:27.600000+00:00,39.473035,143.273454,12.66,2.6,EVT_002209,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,101928.36,28.313433333333332,1.179726388888889,21.55573267750838,-3.24,3.24,21.79787171409637,0-30 km,True,True,True,post,<4,False,False,False,4.300000000000001,False,True,True,True,1,False
2025-11-10 12:31:04.620000+00:00,39.554647,143.404687,9.85,1.4,EVT_002210,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,102445.38,28.457050000000002,1.1857104166666668,19.11053815030012,-6.050000000000001,6.050000000000001,20.0453278445147,0-30 km,True,True,True,post,<4,False,False,False,5.5,False,True,True,True,1,False
2025-11-10 12:34:24.280000+00:00,39.363749,143.737337,12.58,1.9,EVT_002211,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,102645.04,28.51251111111111,1.1880212962962962,20.248106053553034,-3.3200000000000003,3.3200000000000003,20.518484319167705,0-30 km,True,True,True,post,<4,False,False,False,5.0,False,True,True,True,1,False
2025-11-10 12:44:27.430000+00:00,39.418567,143.229476,17.01,3.3,EVT_002212,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,103248.19,28.680052777777778,1.195002199074074,23.913522079466993,1.1100000000000012,1.1100000000000012,23.939269793482744,0-30 km,True,True,True,post,<4,False,False,False,3.6000000000000005,False,True,True,True,1,False
2025-11-10 12:45:56.250000+00:00,39.631299,143.447575,11.68,2.3,EVT_002213,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,103337.01,28.704725,1.1960302083333332,26.001450732036833,-4.220000000000001,4.220000000000001,26.34167496896389,0-30 km,True,True,True,post,<4,False,False,False,4.6000000000000005,False,True,True,True,1,False
2025-11-10 12:46:51.290000+00:00,39.708215,143.436084,12.25,1.9,EVT_002214,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,103392.05,28.72001388888889,1.1966672453703704,34.58809156348331,-3.6500000000000004,3.6500000000000004,34.780146319472344,30-60 km,False,True,True,post,<4,False,False,False,5.0,False,True,True,True,1,False
2025-11-10 12:50:42.190000+00:00,39.574833,143.515299,9.91,2.1,EVT_002215,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,103622.95,28.784152777777777,1.1993396990740741,19.231344028010966,-5.99,5.99,20.142608895664758,0-30 km,True,True,True,post,<4,False,False,False,4.800000000000001,False,True,True,True,1,False
2025-11-10 12:52:13.220000+00:00,39.580461,143.512712,11.17,2.8,EVT_002216,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,103713.98,28.809438888888888,1.200393287037037,19.85001041045284,-4.73,4.73,20.405778919097553,0-30 km,True,True,True,post,<4,False,False,False,4.1000000000000005,False,True,True,True,1,False
2025-11-10 12:54:10.060000+00:00,39.769629,143.12474,13.08,1.3,EVT_002217,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,103830.82,28.841894444444446,1.201745601851852,52.38417233558313,-2.8200000000000003,2.8200000000000003,52.46002202900865,30-60 km,False,True,True,post,<4,False,False,False,5.6000000000000005,False,True,True,True,1,False
2025-11-10 13:00:41.690000+00:00,39.443526,143.438037,8.99,2.1,EVT_002218,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,104222.45,28.950680555555554,1.2062783564814814,7.510706031499425,-6.91,6.91,10.205822117379954,0-30 km,True,True,True,post,<4,False,False,False,4.800000000000001,False,True,True,True,1,False
2025-11-10 13:05:27.950000+00:00,39.543042,143.567432,12.17,3.5,EVT_002219,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,104508.71,29.030197222222224,1.209591550925926,16.518714487139604,-3.7300000000000004,3.7300000000000004,16.93460446268633,0-30 km,True,True,True,post,<4,False,False,False,3.4000000000000004,False,True,True,True,1,False
2025-11-10 13:13:03.960000+00:00,39.572917,143.236654,11.44,1.6,EVT_002220,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,104964.72,29.156866666666666,1.2148694444444446,29.990592704148238,-4.460000000000001,4.460000000000001,30.320409805048968,0-30 km,True,True,True,post,<4,False,False,False,5.300000000000001,False,True,True,True,1,False
2025-11-10 13:18:17.790000+00:00,39.58573,143.637728,8.29,1.8,EVT_002221,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,105278.55,29.244041666666668,1.2185017361111112,23.30689975601689,-7.610000000000001,7.610000000000001,24.517823643974197,0-30 km,True,True,True,post,<4,False,False,False,5.1000000000000005,False,True,True,True,1,False
2025-11-10 13:22:21.600000+00:00,39.572237,143.625228,5.62,2.1,EVT_002222,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,105522.36,29.311766666666667,1.2213236111111112,21.477086864532627,-10.280000000000001,10.280000000000001,23.810578745311503,0-30 km,True,True,True,post,<4,False,False,False,4.800000000000001,False,True,True,True,1,False
2025-11-10 13:30:14.410000+00:00,39.393803,143.417155,12.36,1.5,EVT_002223,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,105995.17,29.443102777777778,1.226795949074074,7.773697921229238,-3.540000000000001,3.540000000000001,8.541778466485992,0-30 km,True,True,True,post,<4,False,False,False,5.4,False,True,True,True,1,False
2025-11-10 13:35:56.680000+00:00,39.544039,143.708024,12.39,2.1,EVT_002224,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,106337.44,29.53817777777778,1.2307574074074075,23.391773612127555,-3.51,3.51,23.65365030436163,0-30 km,True,True,True,post,<4,False,False,False,4.800000000000001,False,True,True,True,1,False
2025-11-10 13:39:59.610000+00:00,39.211922,143.59764,10.42,2.4,EVT_002225,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,106580.37,29.60565833333333,1.2335690972222222,22.52854113834091,-5.48,5.48,23.185460224501018,0-30 km,True,True,True,post,<4,False,False,False,4.5,False,True,True,True,1,False
2025-11-10 13:40:34.600000+00:00,39.580465,143.614616,5.19,2.1,EVT_002226,M1,2025-11-09 08:03:39.240000+00:00,39.402,143.507,15.9,6.9,106615.36,29.615377777777777,1.2339740740740741,21.887889848228767,-10.71,10.71,24.36767986510402,0-30 km,True,True,True,post,<4,False,False,False,4.800000000000001,False,True,True,True,1,False
