global_window_id,window_family,stage_label,window_index,window_label,start_time,end_time,n_events,dbscan_eps_km,dbscan_min_samples,n_clusters,n_noise_events,clustered_event_fraction,dominant_cluster_fraction,dominant_cluster_event_count,dominant_cluster_centroid_longitude,dominant_cluster_centroid_latitude,dominant_cluster_centroid_x_km_local,dominant_cluster_centroid_y_km_local,dominant_cluster_azimuth_from_mainshock64_deg,dominant_cluster_distance_from_mainshock64_km,dominant_cluster_along_strike_km,dominant_cluster_cross_strike_km,cluster_size_json,cluster_centroids_json,cluster_azimuths_from_mainshock64_json
20,post64_hourly,1h_mainshock64_to_mainshock71,20,post64_hourly_1h_mainshock64_to_mainshock71_0020,2019-07-05T13:33:49.040000Z,2019-07-05T14:33:49.040000Z,135,2.5,12,3,27,0.8,0.3925925925925926,53,-117.5584020107035,35.747064493298254,-2.614799470210266,-4.91501611835884,309.32854345924363,7.518863358709452,7.51126684349002,0.3379003001346059,"[{""cluster_id"": 0, ""n_events"": 53}, {""cluster_id"": 1, ""n_events"": 16}, {""cluster_id"": 2, ""n_events"": 39}]","[{""along_strike_km"": 7.51126684349002, ""cluster_id"": 0, ""cross_strike_km"": 0.3379003001346059, ""latitude"": 35.747064493298254, ""longitude"": -117.5584020107035, ""n_events"": 53, ""x_km_local"": -2.614799470210266, ""y_km_local"": -4.91501611835884}, {""along_strike_km"": -0.8999799533793302, ""cluster_id"": 1, ""cross_strike_km"": 13.578927338939447, ""latitude"": 35.60791642018505, ""longitude"": -117.58704363658103, ""n_events"": 16, ""x_km_local"": -5.19816229712273, ""y_km_local"": -20.387575900913653}, {""along_strike_km"": -1.2110068021791656, ""cluster_id"": 2, ""cross_strike_km"": 2.5966674650490793, ""latitude"": 35.679555846467096, ""longitude"": -117.50315519585843, ""n_events"": 39, ""x_km_local"": 2.368247525322183, ""y_km_local"": -12.4216351506227}]","[{""azimuth_from_mainshock64_deg"": 309.32854345924363, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 7.518863358709452}, {""azimuth_from_mainshock64_deg"": 218.11241674390783, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 13.608718954871609}, {""azimuth_from_mainshock64_deg"": 196.90138726896345, ""cluster_id"": 2, ""distance_from_mainshock64_km"": 2.8651735373217138}]"
21,post64_hourly,1h_mainshock64_to_mainshock71,21,post64_hourly_1h_mainshock64_to_mainshock71_0021,2019-07-05T14:33:49.040000Z,2019-07-05T15:33:49.040000Z,148,2.5,12,3,16,0.8918918918918919,0.7297297297297297,108,-117.53944721553873,35.718118128518384,-0.9051509527049698,-8.133705026683621,290.63700597513133,4.387942144215264,4.089116309903506,1.5915916766123133,"[{""cluster_id"": 0, ""n_events"": 108}, {""cluster_id"": 1, ""n_events"": 12}, {""cluster_id"": 2, ""n_events"": 12}]","[{""along_strike_km"": 4.089116309903506, ""cluster_id"": 0, ""cross_strike_km"": 1.5915916766123133, ""latitude"": 35.718118128518384, ""longitude"": -117.53944721553873, ""n_events"": 108, ""x_km_local"": -0.9051509527049698, ""y_km_local"": -8.133705026683621}, {""along_strike_km"": -0.5227042002768121, ""cluster_id"": 1, ""cross_strike_km"": 14.256901278969806, ""latitude"": 35.605644628518384, ""longitude"": -117.59517705672874, ""n_events"": 12, ""x_km_local"": -5.931765038638011, ""y_km_local"": -20.6401876086404}, {""along_strike_km"": -1.3979425071532194, ""cluster_id"": 2, ""cross_strike_km"": 18.578122487149493, ""latitude"": 35.571464295185045, ""longitude"": -117.61995293699182, ""n_events"": 12, ""x_km_local"": -8.16645270439655, ""y_km_local"": -24.44086726632696}]","[{""azimuth_from_mainshock64_deg"": 290.63700597513133, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 4.387942144215264}, {""azimuth_from_mainshock64_deg"": 219.80459449310132, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 14.266480076013071}, {""azimuth_from_mainshock64_deg"": 217.60109379425003, ""cluster_id"": 2, ""distance_from_mainshock64_km"": 18.630643531580855}]"
22,post64_hourly,1h_mainshock64_to_mainshock71,22,post64_hourly_1h_mainshock64_to_mainshock71_0022,2019-07-05T15:33:49.040000Z,2019-07-05T16:33:49.040000Z,162,2.5,12,2,13,0.9197530864197531,0.6358024691358025,103,-117.52975037152447,35.71410787285495,-0.03053348259497924,-8.579625111004704,288.806553927538,3.4140263200630736,3.1403474216500067,1.3393258697641783,"[{""cluster_id"": 0, ""n_events"": 46}, {""cluster_id"": 1, ""n_events"": 103}]","[{""along_strike_km"": -1.4246777896236047, ""cluster_id"": 0, ""cross_strike_km"": 16.085530965836004, ""latitude"": 35.58798738214157, ""longitude"": -117.60127506496812, ""n_events"": 46, ""x_km_local"": -6.481781573006094, ""y_km_local"": -22.60358382425487}, {""along_strike_km"": 3.1403474216500067, ""cluster_id"": 1, ""cross_strike_km"": 1.3393258697641783, ""latitude"": 35.71410787285495, ""longitude"": -117.52975037152447, ""n_events"": 103, ""x_km_local"": -0.03053348259497924, ""y_km_local"": -8.579625111004704}]","[{""azimuth_from_mainshock64_deg"": 216.84288588739858, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 16.148498792677778}, {""azimuth_from_mainshock64_deg"": 288.806553927538, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 3.4140263200630736}]"
23,post64_hourly,1h_mainshock64_to_mainshock71,23,post64_hourly_1h_mainshock64_to_mainshock71_0023,2019-07-05T16:33:49.040000Z,2019-07-05T17:33:49.040000Z,152,2.5,12,2,27,0.8223684210526315,0.7171052631578947,109,-117.53341703094212,35.72413678601074,-0.361251846106301,-7.464460848322512,301.880408455535,4.19533439641597,4.131293663582225,0.7302351422633095,"[{""cluster_id"": 0, ""n_events"": 109}, {""cluster_id"": 1, ""n_events"": 16}]","[{""along_strike_km"": 4.131293663582225, ""cluster_id"": 0, ""cross_strike_km"": 0.7302351422633095, ""latitude"": 35.72413678601074, ""longitude"": -117.53341703094212, ""n_events"": 109, ""x_km_local"": -0.361251846106301, ""y_km_local"": -7.464460848322512}, {""along_strike_km"": -1.0895604165993857, ""cluster_id"": 1, ""cross_strike_km"": 13.912699976209268, ""latitude"": 35.60454367018505, ""longitude"": -117.58795083184876, ""n_events"": 16, ""x_km_local"": -5.279987768254358, ""y_km_local"": -20.762608589754063}]","[{""azimuth_from_mainshock64_deg"": 301.880408455535, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 4.19533439641597}, {""azimuth_from_mainshock64_deg"": 217.4263758195197, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 13.955298725911728}]"
24,post64_hourly,1h_mainshock64_to_mainshock71,24,post64_hourly_1h_mainshock64_to_mainshock71_0024,2019-07-05T17:33:49.040000Z,2019-07-05T18:33:49.040000Z,146,2.5,12,3,19,0.8698630136986302,0.6095890410958904,89,-117.52636425722702,35.718024581701904,0.2748808064233195,-8.144106958079936,297.6960975344012,3.305016672806775,3.2039169036304083,0.8112038474773795,"[{""cluster_id"": 0, ""n_events"": 89}, {""cluster_id"": 1, ""n_events"": 25}, {""cluster_id"": 2, ""n_events"": 13}]","[{""along_strike_km"": 3.2039169036304083, ""cluster_id"": 0, ""cross_strike_km"": 0.8112038474773795, ""latitude"": 35.718024581701904, ""longitude"": -117.52636425722702, ""n_events"": 89, ""x_km_local"": 0.2748808064233195, ""y_km_local"": -8.144106958079936}, {""along_strike_km"": -1.2633781835152416, ""cluster_id"": 1, ""cross_strike_km"": 15.292378138157332, ""latitude"": 35.59426503518505, ""longitude"": -117.59673286674393, ""n_events"": 25, ""x_km_local"": -6.072093027568228, ""y_km_local"": -21.905540654585263}, {""along_strike_km"": -1.1869917834990802, ""cluster_id"": 2, ""cross_strike_km"": 8.014043642223466, ""latitude"": 35.643439949031205, ""longitude"": -117.54346820957454, ""n_events"": 13, ""x_km_local"": -1.2678289153236748, ""y_km_local"": -16.437539716709765}]","[{""azimuth_from_mainshock64_deg"": 297.6960975344012, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 3.305016672806775}, {""azimuth_from_mainshock64_deg"": 217.1815434144288, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 15.344476320649541}, {""azimuth_from_mainshock64_deg"": 213.4792504165675, ""cluster_id"": 2, ""distance_from_mainshock64_km"": 8.101471779470486}]"
25,post64_hourly,1h_mainshock64_to_mainshock71,25,post64_hourly_1h_mainshock64_to_mainshock71_0025,2019-07-05T18:33:49.040000Z,2019-07-05T19:33:49.040000Z,141,2.5,12,2,6,0.9574468085106383,0.7446808510638298,105,-117.53347137684219,35.70727616661362,-0.3661536341081315,-9.339276185366716,275.4592995922144,3.5836350226936062,2.882774361676492,2.128861657209529,"[{""cluster_id"": 0, ""n_events"": 105}, {""cluster_id"": 1, ""n_events"": 30}]","[{""along_strike_km"": 2.882774361676492, ""cluster_id"": 0, ""cross_strike_km"": 2.128861657209529, ""latitude"": 35.70727616661362, ""longitude"": -117.53347137684219, ""n_events"": 105, ""x_km_local"": -0.3661536341081315, ""y_km_local"": -9.339276185366716}, {""along_strike_km"": -1.242630801811008, ""cluster_id"": 1, ""cross_strike_km"": 16.250150103259728, ""latitude"": 35.587978995185054, ""longitude"": -117.60399622227763, ""n_events"": 30, ""x_km_local"": -6.727219337947086, ""y_km_local"": -22.604516411270048}]","[{""azimuth_from_mainshock64_deg"": 275.4592995922144, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 3.5836350226936062}, {""azimuth_from_mainshock64_deg"": 217.53146891512063, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 16.29759214387455}]"
26,post64_hourly,1h_mainshock64_to_mainshock71,26,post64_hourly_1h_mainshock64_to_mainshock71_0026,2019-07-05T19:33:49.040000Z,2019-07-05T20:33:49.040000Z,142,2.5,12,3,9,0.9366197183098591,0.7183098591549296,102,-117.52446070789719,35.71104906969485,0.4465735238317997,-8.919748504012095,285.4330947062479,2.857695820284325,2.558090611740819,1.2738123187479338,"[{""cluster_id"": 0, ""n_events"": 17}, {""cluster_id"": 1, ""n_events"": 102}, {""cluster_id"": 2, ""n_events"": 14}]","[{""along_strike_km"": -0.06917597646534901, ""cluster_id"": 0, ""cross_strike_km"": 11.771712302806193, ""latitude"": 35.625002854008585, ""longitude"": -117.58051693798186, ""n_events"": 17, ""x_km_local"": -4.609479566063198, ""y_km_local"": -18.487651145289234}, {""along_strike_km"": 2.558090611740819, ""cluster_id"": 1, ""cross_strike_km"": 1.2738123187479338, ""latitude"": 35.71104906969485, ""longitude"": -117.52446070789719, ""n_events"": 102, ""x_km_local"": 0.4465735238317997, ""y_km_local"": -8.919748504012095}, {""along_strike_km"": -1.5914293684786216, ""cluster_id"": 2, ""cross_strike_km"": 18.471380307179153, ""latitude"": 35.57101658089933, ""longitude"": -117.61756595263248, ""n_events"": 14, ""x_km_local"": -7.95115603482849, ""y_km_local"": -24.49065082348471}]","[{""azimuth_from_mainshock64_deg"": 221.5676105855393, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 11.771915555922007}, {""azimuth_from_mainshock64_deg"": 285.4330947062479, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 2.857695820284325}, {""azimuth_from_mainshock64_deg"": 216.98005957830372, ""cluster_id"": 2, ""distance_from_mainshock64_km"": 18.53980954290798}]"
27,post64_hourly,1h_mainshock64_to_mainshock71,27,post64_hourly_1h_mainshock64_to_mainshock71_0027,2019-07-05T20:33:49.040000Z,2019-07-05T21:33:49.040000Z,141,2.5,12,2,21,0.851063829787234,0.6453900709219859,91,-117.52132561387289,35.70178187210813,0.7293467642820639,-9.950213859868775,263.76647597240856,2.486581024428253,1.6593974954812725,1.8518869142140244,"[{""cluster_id"": 0, ""n_events"": 91}, {""cluster_id"": 1, ""n_events"": 29}]","[{""along_strike_km"": 1.6593974954812725, ""cluster_id"": 0, ""cross_strike_km"": 1.8518869142140244, ""latitude"": 35.70178187210813, ""longitude"": -117.52132561387289, ""n_events"": 91, ""x_km_local"": 0.7293467642820639, ""y_km_local"": -9.950213859868775}, {""along_strike_km"": -2.5537476145415834, ""cluster_id"": 1, ""cross_strike_km"": 18.22508672191943, ""latitude"": 35.56688496759884, ""longitude"": -117.60780152824242, ""n_events"": 29, ""x_km_local"": -7.07044307868407, ""y_km_local"": -24.950065261356592}]","[{""azimuth_from_mainshock64_deg"": 263.76647597240856, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 2.486581024428253}, {""azimuth_from_mainshock64_deg"": 213.92779993769247, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 18.403135952882067}]"
28,post64_hourly,1h_mainshock64_to_mainshock71,28,post64_hourly_1h_mainshock64_to_mainshock71_0028,2019-07-05T21:33:49.040000Z,2019-07-05T22:33:49.040000Z,144,2.5,12,2,18,0.875,0.6180555555555556,89,-117.52714531538652,35.70497279518505,0.204432409969432,-9.595399402401952,271.62122305299874,2.997993809324584,2.2870474608462668,1.9383964487651069,"[{""cluster_id"": 0, ""n_events"": 89}, {""cluster_id"": 1, ""n_events"": 37}]","[{""along_strike_km"": 2.2870474608462668, ""cluster_id"": 0, ""cross_strike_km"": 1.9383964487651069, ""latitude"": 35.70497279518505, ""longitude"": -117.52714531538652, ""n_events"": 89, ""x_km_local"": 0.204432409969432, ""y_km_local"": -9.595399402401952}, {""along_strike_km"": -1.651418480319732, ""cluster_id"": 1, ""cross_strike_km"": 16.45443556139565, ""latitude"": 35.584156281671525, ""longitude"": -117.60213577603655, ""n_events"": 37, ""x_km_local"": -6.5594143508531975, ""y_km_local"": -23.02958275998843}]","[{""azimuth_from_mainshock64_deg"": 271.62122305299874, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 2.997993809324584}, {""azimuth_from_mainshock64_deg"": 216.17311135807245, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 16.53709867665012}]"
29,post64_hourly,1h_mainshock64_to_mainshock71,29,post64_hourly_1h_mainshock64_to_mainshock71_0029,2019-07-05T22:33:49.040000Z,2019-07-05T23:33:49.040000Z,135,2.5,12,2,13,0.9037037037037037,0.6074074074074074,82,-117.5432541338964,35.64456450250212,-1.2485201249840625,-16.312495076002975,213.8585646850684,7.986697455648146,-1.117846699095546,7.908081626120066,"[{""cluster_id"": 0, ""n_events"": 40}, {""cluster_id"": 1, ""n_events"": 82}]","[{""along_strike_km"": 7.943779496317303, ""cluster_id"": 0, ""cross_strike_km"": -0.17327175719673482, ""latitude"": 35.75308379518505, ""longitude"": -117.55818577688395, ""n_events"": 40, ""x_km_local"": -2.5952960239400595, ""y_km_local"": -4.245700286605524}, {""along_strike_km"": -1.117846699095546, ""cluster_id"": 1, ""cross_strike_km"": 7.908081626120066, ""latitude"": 35.64456450250212, ""longitude"": -117.5432541338964, ""n_events"": 82, ""x_km_local"": -1.2485201249840625, ""y_km_local"": -16.312495076002975}]","[{""azimuth_from_mainshock64_deg"": 313.1538550738552, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 7.945668995619764}, {""azimuth_from_mainshock64_deg"": 213.8585646850684, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 7.986697455648146}]"
30,post64_hourly,1h_mainshock64_to_mainshock71,30,post64_hourly_1h_mainshock64_to_mainshock71_0030,2019-07-05T23:33:49.040000Z,2019-07-06T00:33:49.040000Z,116,2.5,12,2,33,0.7155172413793104,0.4224137931034483,49,-117.55479140360919,35.743358325797296,-2.2891368074144904,-5.32712314176085,308.4095305355369,7.0066770429483345,6.993647175684808,0.42710931412826847,"[{""cluster_id"": 0, ""n_events"": 34}, {""cluster_id"": 1, ""n_events"": 49}]","[{""along_strike_km"": -1.3500737832480911, ""cluster_id"": 0, ""cross_strike_km"": 2.0652122752717528, ""latitude"": 35.68227773636152, ""longitude"": -117.49807232652414, ""n_events"": 34, ""x_km_local"": 2.8267024939191714, ""y_km_local"": -12.118974803478226}, {""along_strike_km"": 6.993647175684808, ""cluster_id"": 1, ""cross_strike_km"": 0.42710931412826847, ""latitude"": 35.743358325797296, ""longitude"": -117.55479140360919, ""n_events"": 49, ""x_km_local"": -2.2891368074144904, ""y_km_local"": -5.32712314176085}]","[{""azimuth_from_mainshock64_deg"": 188.73079252237378, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 2.4673469480693107}, {""azimuth_from_mainshock64_deg"": 308.4095305355369, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 7.0066770429483345}]"
31,post64_hourly,1h_mainshock64_to_mainshock71,31,post64_hourly_1h_mainshock64_to_mainshock71_0031,2019-07-06T00:33:49.040000Z,2019-07-06T01:33:49.040000Z,113,2.5,12,1,39,0.6548672566371682,0.6548672566371682,74,-117.54568574981127,35.733528835725586,-1.46784238660084,-6.420112569237453,304.9240829182929,5.694601882466727,5.652394432170812,0.6920460844177914,"[{""cluster_id"": 0, ""n_events"": 74}]","[{""along_strike_km"": 5.652394432170812, ""cluster_id"": 0, ""cross_strike_km"": 0.6920460844177914, ""latitude"": 35.733528835725586, ""longitude"": -117.54568574981127, ""n_events"": 74, ""x_km_local"": -1.46784238660084, ""y_km_local"": -6.420112569237453}]","[{""azimuth_from_mainshock64_deg"": 304.9240829182929, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.694601882466727}]"
32,post64_hourly,1h_mainshock64_to_mainshock71,32,post64_hourly_1h_mainshock64_to_mainshock71_0032,2019-07-06T01:33:49.040000Z,2019-07-06T02:33:49.040000Z,118,2.5,12,3,23,0.8050847457627118,0.3728813559322034,44,-117.48905676603931,35.6886510906396,3.639870849649484,-11.410290142047849,165.7729480150473,1.7848130343628072,-1.4819612918240672,0.9946598901969024,"[{""cluster_id"": 0, ""n_events"": 44}, {""cluster_id"": 1, ""n_events"": 39}, {""cluster_id"": 2, ""n_events"": 12}]","[{""along_strike_km"": -1.4819612918240672, ""cluster_id"": 0, ""cross_strike_km"": 0.9946598901969024, ""latitude"": 35.6886510906396, ""longitude"": -117.48905676603931, ""n_events"": 44, ""x_km_local"": 3.639870849649484, ""y_km_local"": -11.410290142047849}, {""along_strike_km"": 7.094134905693411, ""cluster_id"": 1, ""cross_strike_km"": 0.7515673954890203, ""latitude"": 35.74179020544146, ""longitude"": -117.55802315040717, ""n_events"": 39, ""x_km_local"": -2.580627750688953, ""y_km_local"": -5.501490169697745}, {""along_strike_km"": -1.4317821341474968, ""cluster_id"": 2, ""cross_strike_km"": 17.88265028040062, ""latitude"": 35.575916045185046, ""longitude"": -117.61452383964587, ""n_events"": 12, ""x_km_local"": -7.676769320945675, ""y_km_local"": -23.945855251637052}]","[{""azimuth_from_mainshock64_deg"": 165.7729480150473, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 1.7848130343628072}, {""azimuth_from_mainshock64_deg"": 305.85682675729714, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 7.133835126363646}, {""azimuth_from_mainshock64_deg"": 217.32665654688762, ""cluster_id"": 2, ""distance_from_mainshock64_km"": 17.93987684268697}]"
33,post64_hourly,1h_mainshock64_to_mainshock71,33,post64_hourly_1h_mainshock64_to_mainshock71_0033,2019-07-06T02:33:49.040000Z,2019-07-06T03:19:53.040000Z,95,2.5,12,2,27,0.7157894736842105,0.3894736842105263,37,-117.51314343333306,35.67523228167154,1.4673475027938496,-12.902393620908594,208.28505495062117,3.6590638884197557,-0.8615947303912237,3.556178153594049,"[{""cluster_id"": 0, ""n_events"": 37}, {""cluster_id"": 1, ""n_events"": 31}]","[{""along_strike_km"": -0.8615947303912237, ""cluster_id"": 0, ""cross_strike_km"": 3.556178153594049, ""latitude"": 35.67523228167154, ""longitude"": -117.51314343333306, ""n_events"": 37, ""x_km_local"": 1.4673475027938496, ""y_km_local"": -12.902393620908594}, {""along_strike_km"": 6.298755716611399, ""cluster_id"": 1, ""cross_strike_km"": 0.8628764275763117, ""latitude"": 35.736267762926985, ""longitude"": -117.55228423233723, ""n_events"": 31, ""x_km_local"": -2.062999747585099, ""y_km_local"": -6.11555775999354}]","[{""azimuth_from_mainshock64_deg"": 208.28505495062117, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 3.6590638884197557}, {""azimuth_from_mainshock64_deg"": 304.1038188383829, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 6.357584392425447}]"
