event_time,latitude,longitude,depth_km,magnitude,x_km,y_km,hours_since_64,hours_since_71,interval_id
2019-07-06 10:39:54.730000+00:00,35.88776679518505,-117.71969812790692,5.21608256,2.52,435.04299590772695,3971.739423681474,41.10158055555556,7.333802777777778,82
2019-07-06 10:40:24.490000+00:00,35.66832879518505,-117.5472132323082,3.94590281,3.6,450.47504499956375,3947.300189335722,41.10984722222223,7.342069444444444,82
2019-07-06 10:41:16.330000+00:00,35.47742279518505,-117.509715542894,9.854053190000002,2.74,453.7591847708512,3926.1089049791976,41.12424722222222,7.3564694444444445,82
2019-07-06 10:42:13.290000+00:00,35.78347779518505,-117.5399955519676,10.59438653,2.02,451.19856444837353,3960.067880829477,41.14006944444444,7.3722916666666665,82
2019-07-06 10:42:27.580000+00:00,35.93499579518505,-117.7067625716518,8.21370677,1.91,436.2484275215084,3976.9693380229082,41.14403888888889,7.376261111111111,82
2019-07-06 10:42:42.370000+00:00,35.694935795185046,-117.53950015049752,9.27339959,1.68,451.18932394920097,3950.24731984472,41.14814722222222,7.380369444444445,82
2019-07-06 10:42:58.140000+00:00,35.874358795185046,-117.66755715171334,8.1338669,1.65,439.73894080412794,3970.218879274723,41.15252777777778,7.3847499999999995,82
2019-07-06 10:43:30.150000+00:00,35.898862795185046,-117.72474493626008,6.3193244,3.15,434.59661144033856,3972.973507422295,41.16141944444444,7.3936416666666664,82
2019-07-06 10:43:48.670000+00:00,35.65813979518505,-117.43184849841543,4.19268059,2.38,460.9111147077952,3946.1181159288317,41.16656388888889,7.398786111111112,82
2019-07-06 10:44:03.030000+00:00,35.89635179518505,-117.69964675329275,11.26213817,2.29,436.8595967192099,3972.678489864079,41.17055277777777,7.402775,82
2019-07-06 10:44:11.620000+00:00,35.78277779518505,-117.59917450124868,8.26451396,1.97,445.84980560942194,3960.021331687748,41.172938888888886,7.405161111111112,82
2019-07-06 10:44:24.380000+00:00,35.87050979518505,-117.70323387159932,5.179791710000001,1.79,436.51524681369494,3969.814545781818,41.17648333333333,7.408705555555556,82
2019-07-06 10:45:04.150000+00:00,35.90891779518505,-117.67389966915808,8.21370677,2.13,439.1928190511679,3974.0559197673974,41.187530555555554,7.419752777777778,82
2019-07-06 10:45:06.410000+00:00,35.88157779518505,-117.68625867722533,5.39753681,3.05,438.05633078326423,3971.0312623699397,41.188158333333334,7.420380555555555,82
2019-07-06 10:45:35.020000+00:00,35.62111179518505,-117.48507583447105,4.32332765,1.97,456.0729330820508,3942.033842523745,41.19610555555556,7.428327777777778,82
2019-07-06 10:45:44+00:00,35.87713879518505,-117.69533235406313,8.685487820000002,2.52,437.23380010561834,3970.5446988370772,41.1986,7.430822222222222,82
2019-07-06 10:46:31.090000+00:00,35.85723679518505,-117.67819190605456,6.92175251,2.15,438.76574601913023,3968.3264068780554,41.21168055555555,7.443902777777778,82
2019-07-06 10:46:31.480000+00:00,35.593772795185046,-117.39517387071535,4.555589090000001,1.93,464.20206576658387,3938.9652982135467,41.21178888888889,7.444011111111111,82
2019-07-06 10:47:15.300000+00:00,35.89708079518505,-117.71867380640995,6.994334210000002,2.26,435.1430457132221,3972.771809197641,41.223961111111116,7.456183333333333,82
2019-07-06 10:47:48.240000+00:00,35.71858179518505,-117.4820478573343,3.66283418,2.27,456.4001761933383,3952.842870750708,41.233111111111114,7.465333333333334,82
2019-07-06 10:47:48.960000+00:00,35.91092379518505,-117.7075988154168,3.48137993,2.16,436.1536485763191,3974.2999181057953,41.233311111111114,7.465533333333333,82
2019-07-06 10:48:24.080000+00:00,35.57778579518505,-117.36985472359942,4.599138110000001,4.46,466.48902198431,3937.183304075294,41.24306666666667,7.4752888888888895,82
2019-07-06 10:49:15.210000+00:00,35.91624179518505,-117.7293192032256,7.4080499,2.45,434.1981983411677,3974.9041835477524,41.25726944444445,7.489491666666666,82
2019-07-06 10:49:48.290000+00:00,35.92361879518505,-117.70641974135316,4.265262290000001,3.4,436.27022221156614,3975.707223357033,41.26645833333333,7.498680555555556,82
2019-07-06 10:50:29.940000+00:00,35.84687279518505,-117.66983415256492,6.3193244,2.36,439.5125109431709,3967.1716909816714,41.27802777777777,7.51025,82
2019-07-06 10:50:46.030000+00:00,35.86731579518505,-117.70312763919388,9.02662181,3.52,436.5222896929324,3969.460214840729,41.28249722222222,7.514719444444445,82
2019-07-06 10:51:40.180000+00:00,35.64567679518505,-117.44922960123294,4.265262290000001,2.71,459.33153222600765,3944.7429053709657,41.297538888888894,7.529761111111111,82
2019-07-06 10:52:08.020000+00:00,35.72106779518505,-117.52951703689676,2.74830476,2.66,452.10817747402956,3953.140722771467,41.30527222222223,7.5374944444444445,82
2019-07-06 10:52:30.630000+00:00,35.67248379518505,-117.51661453169032,8.50403357,2.88,453.24679601663695,3947.746028864476,41.31155277777778,7.543775,82
2019-07-06 10:53:12.510000+00:00,35.94640079518505,-117.69871440446218,3.39428189,1.58,436.98345664842134,3978.229110410054,41.32318611111111,7.555408333333333,82
2019-07-06 10:53:19.010000+00:00,35.68635879518505,-117.50029953187712,9.019363640000002,2.01,454.73114031388263,3949.277264664747,41.32499166666667,7.55721388888889,82
2019-07-06 10:53:31.140000+00:00,35.607472795185046,-117.44779485445268,5.4483440000000005,1.61,459.44212961199014,3940.5051525961735,41.328361111111114,7.560583333333333,82
2019-07-06 10:53:40.420000+00:00,35.60138979518505,-117.35716141757682,2.92250084,1.9,467.64861118317407,3939.796924871642,41.33093888888889,7.5631611111111114,82
2019-07-06 10:54:01.600000+00:00,35.82840379518505,-117.67538281077624,5.84028518,1.74,438.99730933885485,3965.1266641170887,41.336822222222224,7.569044444444445,82
2019-07-06 10:54:20.100000+00:00,35.71584279518505,-117.5361246595233,7.001592380000001,2.44,451.50738399868396,3952.564457818373,41.34196111111111,7.574183333333334,82
2019-07-06 10:54:40.050000+00:00,35.656227795185046,-117.47811236073916,4.90398125,2.33,456.7224670599985,3945.9254423621724,41.34750277777778,7.579725,82
2019-07-06 10:55:13.450000+00:00,35.75429879518505,-117.54227943927197,9.75969698,2.37,450.9742545829008,3956.8327215936597,41.35678055555556,7.589002777777778,82
2019-07-06 10:55:23.320000+00:00,35.66599779518505,-117.52780406437849,9.03387998,2.69,452.2302788874723,3947.032048876916,41.359522222222225,7.591744444444444,82
2019-07-06 10:55:37.980000+00:00,35.80241479518505,-117.59272292472426,12.08956955,2.61,446.44604928894864,3962.195777600219,41.363594444444445,7.595816666666666,82
2019-07-06 10:55:40.880000+00:00,35.61566779518505,-117.45420044321806,3.43057274,2.64,458.8661514338749,3941.416707273973,41.364399999999996,7.596622222222222,82
2019-07-06 10:56:22.650000+00:00,35.55862879518505,-117.36181335021828,6.8636871500000005,2.25,467.20981584038026,3935.0559451557297,41.37600277777777,7.608225,82
2019-07-06 10:56:52.970000+00:00,35.92691879518505,-117.71574598214065,4.37413484,2.54,435.43152303569883,3976.079372808227,41.384425,7.616647222222222,82
2019-07-06 10:57:12.400000+00:00,35.56317379518505,-117.34503267593556,2.86443548,1.89,468.73237536106166,3935.5545628149903,41.38982222222222,7.622044444444445,82
2019-07-06 10:57:25.070000+00:00,35.56146879518505,-117.54582255373822,4.483007390000001,2.25,450.535157944315,3935.447739495872,41.393341666666664,7.625563888888888,82
2019-07-06 10:57:53.650000+00:00,35.76479679518505,-117.5855011990256,8.758069520000001,2.78,447.07362545396524,3958.0195477935627,41.40128055555555,7.633502777777778,82
2019-07-06 10:58:28.720000+00:00,35.87189379518505,-117.70493497231487,8.12660873,2.27,436.36278347808474,3969.969157832164,41.41102222222222,7.643244444444445,82
