study_area_km2,buffer_km,sector_width_deg,n_sectors,r_values_km,r_star_km,min_events_interval,min_pairs_required,edge_treatment,azimuth_convention
4931.749011502842,3.0,5.0,36,0.50;0.57;1.65;3.00;5.00;8.00;12.00,5.0,8,20,fixed buffered convex-hull study area; no explicit isotropic edge correction,"axial counterclockwise from +x/east, mapped to [0,180)"
