event_id,time,mag,moment_proxy,within_60km_either_m1_m3,within_60km_m1,within_60km_m3,along_axis_30km,off_axis_30km,m2_related_flag,phase_primary
3771,2025-10-08 09:28:41.210000+00:00,0.5,7079457843.841373,False,False,False,False,False,False,baseline_to_M1_minus14d
3772,2025-10-08 11:03:16.730000+00:00,1.9,891250938133.744,False,False,False,False,False,False,baseline_to_M1_minus14d
3773,2025-10-08 11:05:12.680000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3774,2025-10-08 12:13:52.850000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3775,2025-10-08 12:53:20.980000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3776,2025-10-08 13:25:27.410000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3777,2025-10-08 14:53:09.060000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3778,2025-10-08 15:00:55.410000+00:00,0.3,3548133892.335746,False,False,False,False,False,False,baseline_to_M1_minus14d
3779,2025-10-08 15:18:12.430000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3780,2025-10-08 15:27:31.460000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3781,2025-10-08 15:40:24.750000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3782,2025-10-08 15:46:09.750000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3783,2025-10-08 16:37:33.340000+00:00,0.5,7079457843.841373,False,False,False,False,False,False,baseline_to_M1_minus14d
3784,2025-10-08 17:28:44.200000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3785,2025-10-08 18:04:07.280000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3786,2025-10-08 18:22:29.920000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3787,2025-10-08 18:38:55.600000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3788,2025-10-08 21:09:09.920000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3789,2025-10-08 22:06:52.560000+00:00,1.8,630957344480.1943,False,False,False,False,False,False,baseline_to_M1_minus14d
3790,2025-10-08 22:24:08.160000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3791,2025-10-08 22:27:20.720000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3792,2025-10-09 02:33:40.870000+00:00,1.9,891250938133.744,False,False,False,False,False,False,baseline_to_M1_minus14d
3793,2025-10-09 02:46:50.310000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3794,2025-10-09 02:53:17.940000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3795,2025-10-09 03:23:23.530000+00:00,1.4,158489319246.11108,True,False,True,False,True,False,baseline_to_M1_minus14d
3796,2025-10-09 05:40:33.110000+00:00,1.8,630957344480.1943,True,False,True,False,True,False,baseline_to_M1_minus14d
3797,2025-10-09 06:50:18.840000+00:00,0.5,7079457843.841373,False,False,False,False,False,False,baseline_to_M1_minus14d
3798,2025-10-09 07:24:37.040000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3799,2025-10-09 09:06:24.250000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3800,2025-10-09 09:57:00.790000+00:00,0.5,7079457843.841373,False,False,False,False,False,False,baseline_to_M1_minus14d
3801,2025-10-09 11:56:37.810000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3802,2025-10-09 13:07:58.620000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3803,2025-10-09 13:22:52.020000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3804,2025-10-09 14:15:03.670000+00:00,2.4,5011872336272.715,False,False,False,False,False,False,baseline_to_M1_minus14d
3805,2025-10-09 17:50:51.960000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3806,2025-10-09 18:14:28.360000+00:00,2.0,1258925411794.1663,False,False,False,False,False,False,baseline_to_M1_minus14d
3807,2025-10-09 20:49:00.200000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3808,2025-10-09 22:13:59.260000+00:00,3.3,112201845430196.06,True,True,False,False,True,False,baseline_to_M1_minus14d
3809,2025-10-09 22:55:20.400000+00:00,1.3,112201845430.19653,True,True,False,False,True,False,baseline_to_M1_minus14d
3810,2025-10-10 00:37:19.050000+00:00,1.2,79432823472.42789,True,True,False,False,True,False,baseline_to_M1_minus14d
3811,2025-10-10 02:05:47.410000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3812,2025-10-10 02:11:22.760000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3813,2025-10-10 02:36:11.670000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3814,2025-10-10 02:56:21.860000+00:00,0.3,3548133892.335746,False,False,False,False,False,False,baseline_to_M1_minus14d
3815,2025-10-10 02:56:51.460000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3816,2025-10-10 03:03:10.350000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3817,2025-10-10 03:09:39.460000+00:00,2.0,1258925411794.1663,False,False,False,False,False,False,baseline_to_M1_minus14d
3818,2025-10-10 03:23:49.650000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3819,2025-10-10 03:25:13.850000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3820,2025-10-10 04:46:30.400000+00:00,1.7,446683592150.9617,False,False,False,False,False,False,baseline_to_M1_minus14d
3821,2025-10-10 05:42:03.680000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3822,2025-10-10 06:02:45.330000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3823,2025-10-10 06:36:04.170000+00:00,0.5,7079457843.841373,False,False,False,False,False,False,baseline_to_M1_minus14d
3824,2025-10-10 07:43:35.340000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3825,2025-10-10 08:44:45.780000+00:00,0.4,5011872336.272715,False,False,False,False,False,False,baseline_to_M1_minus14d
3826,2025-10-10 10:13:47.620000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3827,2025-10-10 10:44:52.980000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3828,2025-10-10 13:12:25.770000+00:00,0.6,10000000000.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3829,2025-10-10 13:30:54.950000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3830,2025-10-10 13:42:59.450000+00:00,2.8,19952623149688.746,False,False,False,False,False,False,baseline_to_M1_minus14d
3831,2025-10-10 13:50:45.800000+00:00,0.1,1778279410.0389228,False,False,False,False,False,False,baseline_to_M1_minus14d
3832,2025-10-10 14:08:33.570000+00:00,2.6,10000000000000.0,True,False,True,False,True,False,baseline_to_M1_minus14d
3833,2025-10-10 14:34:33.980000+00:00,1.4,158489319246.11108,True,False,True,False,True,False,baseline_to_M1_minus14d
3834,2025-10-10 15:00:15.020000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3835,2025-10-10 15:34:40.050000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3836,2025-10-10 15:49:11.730000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3837,2025-10-10 17:15:58.280000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3838,2025-10-10 18:35:59.200000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3839,2025-10-10 20:53:49.660000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3840,2025-10-10 22:18:50.640000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3841,2025-10-10 22:45:16.640000+00:00,2.0,1258925411794.1663,True,True,False,False,True,False,baseline_to_M1_minus14d
3842,2025-10-10 22:49:55.480000+00:00,1.5,223872113856.83377,True,True,False,False,True,False,baseline_to_M1_minus14d
3843,2025-10-10 23:54:48.040000+00:00,1.7,446683592150.9617,True,False,True,False,True,False,baseline_to_M1_minus14d
3844,2025-10-11 01:00:54.210000+00:00,2.2,2511886431509.582,False,False,False,False,False,False,baseline_to_M1_minus14d
3845,2025-10-11 01:13:53.140000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3846,2025-10-11 02:53:09.790000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3847,2025-10-11 03:20:10.690000+00:00,-0.1,891250938.1337441,False,False,False,False,False,False,baseline_to_M1_minus14d
3848,2025-10-11 03:30:13.490000+00:00,1.2,79432823472.42789,True,True,True,False,True,False,baseline_to_M1_minus14d
3849,2025-10-11 05:40:19.160000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3850,2025-10-11 06:30:27.140000+00:00,-0.1,891250938.1337441,False,False,False,False,False,False,baseline_to_M1_minus14d
3851,2025-10-11 08:25:50.850000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3852,2025-10-11 08:51:15.020000+00:00,1.3,112201845430.19653,True,True,True,True,False,False,baseline_to_M1_minus14d
3853,2025-10-11 09:03:44.780000+00:00,2.3,3548133892335.746,False,False,False,False,False,False,baseline_to_M1_minus14d
3854,2025-10-11 09:04:41.190000+00:00,2.0,1258925411794.1663,False,False,False,False,False,False,baseline_to_M1_minus14d
3855,2025-10-11 12:13:03.860000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3856,2025-10-11 12:25:26.080000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3857,2025-10-11 14:13:53.500000+00:00,0.2,2511886431.509582,False,False,False,False,False,False,baseline_to_M1_minus14d
3858,2025-10-11 15:41:24.470000+00:00,2.4,5011872336272.715,False,False,False,False,False,False,baseline_to_M1_minus14d
3859,2025-10-11 16:52:57.340000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3860,2025-10-11 17:10:30.520000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3861,2025-10-11 20:37:38.820000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3862,2025-10-11 20:40:44.520000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3863,2025-10-11 20:49:27.400000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3864,2025-10-11 21:00:59.440000+00:00,0.2,2511886431.509582,False,False,False,False,False,False,baseline_to_M1_minus14d
3865,2025-10-11 21:32:36.120000+00:00,0.4,5011872336.272715,False,False,False,False,False,False,baseline_to_M1_minus14d
3866,2025-10-11 22:25:09.640000+00:00,2.0,1258925411794.1663,False,False,False,False,False,False,baseline_to_M1_minus14d
3867,2025-10-11 22:58:25.460000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3868,2025-10-12 03:05:15.350000+00:00,1.3,112201845430.19653,True,True,False,False,True,False,baseline_to_M1_minus14d
3869,2025-10-12 03:15:48.910000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3870,2025-10-12 04:46:22.350000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3871,2025-10-12 05:48:15.410000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3872,2025-10-12 11:21:54.520000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3873,2025-10-12 12:46:11.810000+00:00,1.8,630957344480.1943,False,False,False,False,False,False,baseline_to_M1_minus14d
3874,2025-10-12 14:40:48.030000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3875,2025-10-12 16:28:58.270000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3876,2025-10-12 16:37:34.640000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3877,2025-10-12 16:38:39.850000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3878,2025-10-12 16:40:20.570000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3879,2025-10-12 17:01:22.800000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3880,2025-10-12 17:32:06.040000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3881,2025-10-12 19:09:44.780000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3882,2025-10-12 19:21:30+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3883,2025-10-12 21:41:00+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3884,2025-10-12 22:51:30.920000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3885,2025-10-13 00:52:06.200000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3886,2025-10-13 05:07:55.490000+00:00,0.6,10000000000.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3887,2025-10-13 05:48:02.430000+00:00,1.7,446683592150.9617,False,False,False,False,False,False,baseline_to_M1_minus14d
3888,2025-10-13 07:17:26.190000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3889,2025-10-13 08:16:01.140000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3890,2025-10-13 08:42:57.590000+00:00,1.9,891250938133.744,False,False,False,False,False,False,baseline_to_M1_minus14d
3891,2025-10-13 09:27:50.790000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3892,2025-10-13 10:46:31.320000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3893,2025-10-13 10:52:18.630000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3894,2025-10-13 12:26:07.430000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3895,2025-10-13 13:40:15.910000+00:00,1.5,223872113856.83377,True,False,True,False,True,False,baseline_to_M1_minus14d
3896,2025-10-13 13:57:42.220000+00:00,2.1,1778279410038.9229,True,False,True,False,True,False,baseline_to_M1_minus14d
3897,2025-10-13 14:43:22.640000+00:00,2.5,7079457843841.373,True,False,True,False,True,False,baseline_to_M1_minus14d
3898,2025-10-13 16:42:21.580000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3899,2025-10-13 17:39:59.400000+00:00,2.3,3548133892335.746,False,False,False,False,False,False,baseline_to_M1_minus14d
3900,2025-10-13 18:38:18.700000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3901,2025-10-13 19:58:40.280000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3902,2025-10-13 20:08:22.760000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3903,2025-10-13 21:44:42.280000+00:00,1.7,446683592150.9617,False,False,False,False,False,False,baseline_to_M1_minus14d
3904,2025-10-13 22:06:03.280000+00:00,4.3,3548133892335746.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3905,2025-10-13 23:29:54.040000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3906,2025-10-13 23:46:27.880000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3907,2025-10-14 00:56:13.450000+00:00,1.1,56234132519.034904,True,False,True,False,True,False,baseline_to_M1_minus14d
3908,2025-10-14 01:53:53.940000+00:00,1.6,316227766016.83795,True,True,True,True,False,False,baseline_to_M1_minus14d
3909,2025-10-14 02:31:34.610000+00:00,1.8,630957344480.1943,False,False,False,False,False,False,baseline_to_M1_minus14d
3910,2025-10-14 03:21:55.500000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3911,2025-10-14 03:22:39.780000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3912,2025-10-14 03:33:27.570000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3913,2025-10-14 04:08:52.860000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3914,2025-10-14 04:53:20.750000+00:00,1.4,158489319246.11108,True,True,False,False,True,False,baseline_to_M1_minus14d
3915,2025-10-14 06:52:51.750000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3916,2025-10-14 12:40:55.050000+00:00,1.9,891250938133.744,True,True,True,True,False,False,baseline_to_M1_minus14d
3917,2025-10-14 14:08:51.630000+00:00,0.3,3548133892.335746,False,False,False,False,False,False,baseline_to_M1_minus14d
3918,2025-10-14 14:56:17.640000+00:00,0.4,5011872336.272715,False,False,False,False,False,False,baseline_to_M1_minus14d
3919,2025-10-14 17:25:02.600000+00:00,2.8,19952623149688.746,False,False,False,False,False,False,baseline_to_M1_minus14d
3920,2025-10-14 17:30:10.560000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3921,2025-10-14 18:55:25.760000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3922,2025-10-14 19:04:37.920000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3923,2025-10-14 19:44:23.040000+00:00,1.9,891250938133.744,False,False,False,False,False,False,baseline_to_M1_minus14d
3924,2025-10-14 19:47:07.680000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3925,2025-10-14 20:41:15.760000+00:00,1.1,56234132519.034904,True,True,True,True,False,False,baseline_to_M1_minus14d
3926,2025-10-14 20:57:27.120000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3927,2025-10-15 00:05:29.230000+00:00,2.2,2511886431509.582,True,True,True,True,False,False,baseline_to_M1_minus14d
3928,2025-10-15 00:05:45.720000+00:00,1.8,630957344480.1943,False,False,False,False,False,False,baseline_to_M1_minus14d
3929,2025-10-15 00:10:48.950000+00:00,2.1,1778279410038.9229,True,True,True,True,False,False,baseline_to_M1_minus14d
3930,2025-10-15 00:32:44.240000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3931,2025-10-15 03:41:54.260000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3932,2025-10-15 03:57:30.200000+00:00,1.4,158489319246.11108,True,True,True,True,False,False,baseline_to_M1_minus14d
3933,2025-10-15 04:37:08.960000+00:00,0.6,10000000000.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3934,2025-10-15 05:18:01.770000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3935,2025-10-15 07:59:30.170000+00:00,0.6,10000000000.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3936,2025-10-15 08:23:10.820000+00:00,1.2,79432823472.42789,True,False,True,False,True,False,baseline_to_M1_minus14d
3937,2025-10-15 08:40:49.270000+00:00,0.1,1778279410.0389228,False,False,False,False,False,False,baseline_to_M1_minus14d
3938,2025-10-15 08:50:20.290000+00:00,3.9,891250938133744.1,False,False,False,False,False,False,baseline_to_M1_minus14d
3939,2025-10-15 08:54:27.870000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3940,2025-10-15 09:04:20.620000+00:00,0.8,19952623149.688828,False,False,False,False,False,False,baseline_to_M1_minus14d
3941,2025-10-15 10:52:25.090000+00:00,0.6,10000000000.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3942,2025-10-15 14:21:55.930000+00:00,0.2,2511886431.509582,False,False,False,False,False,False,baseline_to_M1_minus14d
3943,2025-10-15 15:12:20.340000+00:00,1.2,79432823472.42789,True,True,True,True,False,False,baseline_to_M1_minus14d
3944,2025-10-15 15:30:18.390000+00:00,0.3,3548133892.335746,False,False,False,False,False,False,baseline_to_M1_minus14d
3945,2025-10-15 20:47:12.520000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3946,2025-10-15 20:48:45.520000+00:00,0.2,2511886431.509582,False,False,False,False,False,False,baseline_to_M1_minus14d
3947,2025-10-15 21:14:42.440000+00:00,2.3,3548133892335.746,False,False,False,False,False,False,baseline_to_M1_minus14d
3948,2025-10-15 23:30:37.800000+00:00,2.1,1778279410038.9229,False,False,False,False,False,False,baseline_to_M1_minus14d
3949,2025-10-15 23:43:30.440000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3950,2025-10-16 01:01:58.730000+00:00,0.5,7079457843.841373,False,False,False,False,False,False,baseline_to_M1_minus14d
3951,2025-10-16 01:33:59.880000+00:00,1.3,112201845430.19653,False,False,False,False,False,False,baseline_to_M1_minus14d
3952,2025-10-16 10:38:19.660000+00:00,1.8,630957344480.1943,False,False,False,False,False,False,baseline_to_M1_minus14d
3953,2025-10-16 12:07:20.870000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3954,2025-10-16 12:33:43.280000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3955,2025-10-16 12:48:59.990000+00:00,1.4,158489319246.11108,True,True,True,True,False,False,baseline_to_M1_minus14d
3956,2025-10-16 17:47:01.560000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3957,2025-10-16 18:31:03.780000+00:00,1.8,630957344480.1943,False,False,False,False,False,False,baseline_to_M1_minus14d
3958,2025-10-16 20:59:33.320000+00:00,1.0,39810717055.34969,False,False,False,False,False,False,baseline_to_M1_minus14d
3959,2025-10-17 02:00:29.620000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3960,2025-10-17 02:08:31.470000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3961,2025-10-17 04:08:39.970000+00:00,2.1,1778279410038.9229,False,False,False,False,False,False,baseline_to_M1_minus14d
3962,2025-10-17 04:34:36.300000+00:00,1.9,891250938133.744,False,False,False,False,False,False,baseline_to_M1_minus14d
3963,2025-10-17 06:48:02.300000+00:00,2.4,5011872336272.715,False,False,False,False,False,False,baseline_to_M1_minus14d
3964,2025-10-17 08:49:52.150000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3965,2025-10-17 09:21:57.220000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3966,2025-10-17 09:38:10.420000+00:00,1.7,446683592150.9617,True,True,True,True,False,False,baseline_to_M1_minus14d
3967,2025-10-17 10:38:29.840000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3968,2025-10-17 11:15:10.190000+00:00,2.1,1778279410038.9229,False,False,False,False,False,False,baseline_to_M1_minus14d
3969,2025-10-17 11:21:06.040000+00:00,1.6,316227766016.83795,True,True,True,True,False,False,baseline_to_M1_minus14d
3970,2025-10-17 11:34:35.040000+00:00,2.3,3548133892335.746,True,True,False,False,True,False,baseline_to_M1_minus14d
3971,2025-10-17 12:45:16.310000+00:00,1.3,112201845430.19653,True,False,True,False,True,False,baseline_to_M1_minus14d
3972,2025-10-17 14:24:49.690000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3973,2025-10-17 15:09:27.610000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3974,2025-10-17 16:21:08.680000+00:00,0.0,1258925411.794166,False,False,False,False,False,False,baseline_to_M1_minus14d
3975,2025-10-17 16:27:36.370000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3976,2025-10-17 16:44:05.350000+00:00,0.7,14125375446.227497,False,False,False,False,False,False,baseline_to_M1_minus14d
3977,2025-10-17 19:29:09.760000+00:00,1.7,446683592150.9617,False,False,False,False,False,False,baseline_to_M1_minus14d
3978,2025-10-17 19:36:36+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3979,2025-10-17 20:10:28.240000+00:00,1.4,158489319246.11108,True,True,True,True,False,False,baseline_to_M1_minus14d
3980,2025-10-17 20:25:56.720000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3981,2025-10-17 20:27:08.040000+00:00,2.5,7079457843841.373,False,False,False,False,False,False,baseline_to_M1_minus14d
3982,2025-10-17 20:56:56.280000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3983,2025-10-17 21:08:48.760000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3984,2025-10-17 21:52:48.840000+00:00,0.2,2511886431.509582,False,False,False,False,False,False,baseline_to_M1_minus14d
3985,2025-10-17 22:09:56.520000+00:00,1.5,223872113856.83377,False,False,False,False,False,False,baseline_to_M1_minus14d
3986,2025-10-18 01:25:31.780000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3987,2025-10-18 05:10:46.980000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3988,2025-10-18 05:25:17.800000+00:00,1.9,891250938133.744,True,True,True,False,True,False,baseline_to_M1_minus14d
3989,2025-10-18 07:46:10.550000+00:00,0.6,10000000000.0,False,False,False,False,False,False,baseline_to_M1_minus14d
3990,2025-10-18 11:34:17.030000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3991,2025-10-18 11:42:35.050000+00:00,1.6,316227766016.83795,True,False,True,False,True,False,baseline_to_M1_minus14d
3992,2025-10-18 11:50:19.550000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
3993,2025-10-18 12:44:11.460000+00:00,1.1,56234132519.034904,False,False,False,False,False,False,baseline_to_M1_minus14d
3994,2025-10-18 14:24:28.480000+00:00,1.6,316227766016.83795,False,False,False,False,False,False,baseline_to_M1_minus14d
3995,2025-10-18 14:35:49.950000+00:00,1.2,79432823472.42789,False,False,False,False,False,False,baseline_to_M1_minus14d
3996,2025-10-18 14:48:57.520000+00:00,2.4,5011872336272.715,False,False,False,False,False,False,baseline_to_M1_minus14d
3997,2025-10-18 17:08:09.800000+00:00,0.9,28183829312.644493,False,False,False,False,False,False,baseline_to_M1_minus14d
3998,2025-10-18 17:53:40.600000+00:00,1.4,158489319246.11108,False,False,False,False,False,False,baseline_to_M1_minus14d
