mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,time_bin_start_days,time_bin_end_days,count,rate_per_day,pre_post
M1,100.0,90.0,all,2.0,40.0,41.0,2,2.0,post
M1,100.0,90.0,all,2.0,41.0,42.0,3,3.0,post
M1,100.0,90.0,all,2.0,42.0,43.0,3,3.0,post
M1,100.0,90.0,all,2.0,43.0,44.0,2,2.0,post
M1,100.0,90.0,all,2.0,44.0,45.0,4,4.0,post
M1,100.0,90.0,all,2.0,45.0,46.0,2,2.0,post
M1,100.0,90.0,all,2.0,46.0,47.0,1,1.0,post
M1,100.0,90.0,all,2.0,47.0,48.0,3,3.0,post
M1,100.0,90.0,all,2.0,48.0,49.0,3,3.0,post
M1,100.0,90.0,all,2.0,49.0,50.0,2,2.0,post
M1,100.0,90.0,all,2.0,50.0,51.0,2,2.0,post
M1,100.0,90.0,all,2.0,51.0,52.0,7,7.0,post
M1,100.0,90.0,all,2.0,52.0,53.0,23,23.0,post
M1,100.0,90.0,all,2.0,53.0,54.0,3,3.0,post
M1,100.0,90.0,all,2.0,54.0,55.0,2,2.0,post
M1,100.0,90.0,all,2.0,55.0,56.0,1,1.0,post
M1,100.0,90.0,all,2.0,56.0,57.0,1,1.0,post
M1,100.0,90.0,all,2.0,57.0,58.0,5,5.0,post
M1,100.0,90.0,all,2.0,58.0,59.0,1,1.0,post
M1,100.0,90.0,all,2.0,59.0,60.0,4,4.0,post
M1,100.0,90.0,all,2.0,60.0,61.0,3,3.0,post
M1,100.0,90.0,all,2.0,61.0,62.0,1,1.0,post
M1,100.0,90.0,all,2.0,62.0,63.0,2,2.0,post
M1,100.0,90.0,all,2.0,63.0,64.0,1,1.0,post
M1,100.0,90.0,all,2.0,64.0,65.0,1,1.0,post
M1,100.0,90.0,all,2.0,65.0,66.0,4,4.0,post
M1,100.0,90.0,all,2.0,66.0,67.0,1,1.0,post
M1,100.0,90.0,all,2.0,67.0,68.0,1,1.0,post
M1,100.0,90.0,all,2.0,68.0,69.0,3,3.0,post
M1,100.0,90.0,all,2.0,69.0,70.0,7,7.0,post
M1,100.0,90.0,all,2.0,70.0,71.0,1,1.0,post
M1,100.0,90.0,all,2.0,71.0,72.0,4,4.0,post
M1,100.0,90.0,all,2.0,72.0,73.0,5,5.0,post
M1,100.0,90.0,all,2.0,73.0,74.0,4,4.0,post
M1,100.0,90.0,all,2.0,74.0,75.0,3,3.0,post
M1,100.0,90.0,all,2.0,75.0,76.0,2,2.0,post
M1,100.0,90.0,all,2.0,76.0,77.0,1,1.0,post
M1,100.0,90.0,all,2.0,77.0,78.0,1,1.0,post
M1,100.0,90.0,all,2.0,78.0,79.0,2,2.0,post
M1,100.0,90.0,all,2.0,79.0,80.0,5,5.0,post
M1,100.0,90.0,all,2.0,82.0,83.0,9,9.0,post
M1,100.0,90.0,all,2.0,83.0,84.0,1,1.0,post
M1,100.0,90.0,all,2.0,84.0,85.0,6,6.0,post
M1,100.0,90.0,all,2.0,86.0,87.0,2,2.0,post
M1,100.0,90.0,all,2.0,87.0,88.0,3,3.0,post
M1,100.0,90.0,all,2.0,88.0,89.0,3,3.0,post
M1,100.0,90.0,all,2.5,-79.0,-78.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-77.0,-76.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-69.0,-68.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-68.0,-67.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-66.0,-65.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-62.0,-61.0,2,2.0,pre
M1,100.0,90.0,all,2.5,-59.0,-58.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-56.0,-55.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-55.0,-54.0,3,3.0,pre
M1,100.0,90.0,all,2.5,-52.0,-51.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-51.0,-50.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-43.0,-42.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-31.0,-30.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-30.0,-29.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-27.0,-26.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-21.0,-20.0,2,2.0,pre
M1,100.0,90.0,all,2.5,-18.0,-17.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-17.0,-16.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-15.0,-14.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-9.0,-8.0,1,1.0,pre
M1,100.0,90.0,all,2.5,-8.0,-7.0,2,2.0,pre
M1,100.0,90.0,all,2.5,-7.0,-6.0,3,3.0,pre
M1,100.0,90.0,all,2.5,-6.0,-5.0,8,8.0,pre
M1,100.0,90.0,all,2.5,-5.0,-4.0,4,4.0,pre
M1,100.0,90.0,all,2.5,-4.0,-3.0,5,5.0,pre
M1,100.0,90.0,all,2.5,-3.0,-2.0,2,2.0,pre
M1,100.0,90.0,all,2.5,-2.0,-1.0,15,15.0,pre
M1,100.0,90.0,all,2.5,-1.0,0.0,70,70.0,pre
M1,100.0,90.0,all,2.5,0.0,1.0,275,275.0,post
M1,100.0,90.0,all,2.5,1.0,2.0,53,53.0,post
M1,100.0,90.0,all,2.5,2.0,3.0,34,34.0,post
M1,100.0,90.0,all,2.5,3.0,4.0,23,23.0,post
M1,100.0,90.0,all,2.5,4.0,5.0,15,15.0,post
M1,100.0,90.0,all,2.5,5.0,6.0,10,10.0,post
M1,100.0,90.0,all,2.5,6.0,7.0,6,6.0,post
M1,100.0,90.0,all,2.5,7.0,8.0,6,6.0,post
M1,100.0,90.0,all,2.5,8.0,9.0,21,21.0,post
M1,100.0,90.0,all,2.5,9.0,10.0,10,10.0,post
M1,100.0,90.0,all,2.5,10.0,11.0,5,5.0,post
M1,100.0,90.0,all,2.5,11.0,12.0,13,13.0,post
M1,100.0,90.0,all,2.5,12.0,13.0,17,17.0,post
M1,100.0,90.0,all,2.5,13.0,14.0,8,8.0,post
M1,100.0,90.0,all,2.5,14.0,15.0,7,7.0,post
M1,100.0,90.0,all,2.5,15.0,16.0,3,3.0,post
M1,100.0,90.0,all,2.5,16.0,17.0,1,1.0,post
M1,100.0,90.0,all,2.5,17.0,18.0,2,2.0,post
M1,100.0,90.0,all,2.5,18.0,19.0,6,6.0,post
M1,100.0,90.0,all,2.5,19.0,20.0,1,1.0,post
M1,100.0,90.0,all,2.5,20.0,21.0,3,3.0,post
M1,100.0,90.0,all,2.5,22.0,23.0,3,3.0,post
M1,100.0,90.0,all,2.5,23.0,24.0,2,2.0,post
M1,100.0,90.0,all,2.5,24.0,25.0,2,2.0,post
M1,100.0,90.0,all,2.5,25.0,26.0,3,3.0,post
M1,100.0,90.0,all,2.5,27.0,28.0,7,7.0,post
M1,100.0,90.0,all,2.5,28.0,29.0,3,3.0,post
M1,100.0,90.0,all,2.5,29.0,30.0,4,4.0,post
M1,100.0,90.0,all,2.5,30.0,31.0,1,1.0,post
M1,100.0,90.0,all,2.5,31.0,32.0,2,2.0,post
M1,100.0,90.0,all,2.5,32.0,33.0,1,1.0,post
M1,100.0,90.0,all,2.5,34.0,35.0,5,5.0,post
M1,100.0,90.0,all,2.5,35.0,36.0,3,3.0,post
M1,100.0,90.0,all,2.5,36.0,37.0,2,2.0,post
M1,100.0,90.0,all,2.5,38.0,39.0,7,7.0,post
M1,100.0,90.0,all,2.5,39.0,40.0,1,1.0,post
M1,100.0,90.0,all,2.5,40.0,41.0,2,2.0,post
M1,100.0,90.0,all,2.5,41.0,42.0,2,2.0,post
M1,100.0,90.0,all,2.5,43.0,44.0,1,1.0,post
M1,100.0,90.0,all,2.5,44.0,45.0,1,1.0,post
M1,100.0,90.0,all,2.5,45.0,46.0,2,2.0,post
M1,100.0,90.0,all,2.5,47.0,48.0,1,1.0,post
M1,100.0,90.0,all,2.5,48.0,49.0,1,1.0,post
M1,100.0,90.0,all,2.5,51.0,52.0,7,7.0,post
M1,100.0,90.0,all,2.5,52.0,53.0,15,15.0,post
M1,100.0,90.0,all,2.5,53.0,54.0,2,2.0,post
M1,100.0,90.0,all,2.5,54.0,55.0,1,1.0,post
M1,100.0,90.0,all,2.5,55.0,56.0,1,1.0,post
M1,100.0,90.0,all,2.5,57.0,58.0,3,3.0,post
M1,100.0,90.0,all,2.5,59.0,60.0,1,1.0,post
M1,100.0,90.0,all,2.5,60.0,61.0,1,1.0,post
M1,100.0,90.0,all,2.5,61.0,62.0,1,1.0,post
M1,100.0,90.0,all,2.5,62.0,63.0,1,1.0,post
M1,100.0,90.0,all,2.5,65.0,66.0,2,2.0,post
M1,100.0,90.0,all,2.5,68.0,69.0,2,2.0,post
M1,100.0,90.0,all,2.5,69.0,70.0,4,4.0,post
M1,100.0,90.0,all,2.5,70.0,71.0,1,1.0,post
M1,100.0,90.0,all,2.5,71.0,72.0,2,2.0,post
M1,100.0,90.0,all,2.5,72.0,73.0,2,2.0,post
M1,100.0,90.0,all,2.5,73.0,74.0,1,1.0,post
M1,100.0,90.0,all,2.5,74.0,75.0,2,2.0,post
M1,100.0,90.0,all,2.5,75.0,76.0,1,1.0,post
M1,100.0,90.0,all,2.5,78.0,79.0,1,1.0,post
M1,100.0,90.0,all,2.5,79.0,80.0,1,1.0,post
M1,100.0,90.0,all,2.5,82.0,83.0,4,4.0,post
M1,100.0,90.0,all,2.5,84.0,85.0,2,2.0,post
M1,100.0,90.0,all,2.5,86.0,87.0,1,1.0,post
M1,100.0,90.0,all,2.5,87.0,88.0,2,2.0,post
M1,100.0,90.0,all,2.5,88.0,89.0,2,2.0,post
M1,100.0,90.0,all,,-90.0,-89.0,4,4.0,pre
M1,100.0,90.0,all,,-89.0,-88.0,6,6.0,pre
M1,100.0,90.0,all,,-88.0,-87.0,6,6.0,pre
M1,100.0,90.0,all,,-87.0,-86.0,10,10.0,pre
M1,100.0,90.0,all,,-86.0,-85.0,7,7.0,pre
M1,100.0,90.0,all,,-85.0,-84.0,4,4.0,pre
M1,100.0,90.0,all,,-84.0,-83.0,2,2.0,pre
M1,100.0,90.0,all,,-83.0,-82.0,4,4.0,pre
M1,100.0,90.0,all,,-82.0,-81.0,5,5.0,pre
M1,100.0,90.0,all,,-81.0,-80.0,8,8.0,pre
M1,100.0,90.0,all,,-80.0,-79.0,6,6.0,pre
M1,100.0,90.0,all,,-79.0,-78.0,10,10.0,pre
M1,100.0,90.0,all,,-78.0,-77.0,6,6.0,pre
M1,100.0,90.0,all,,-77.0,-76.0,10,10.0,pre
M1,100.0,90.0,all,,-76.0,-75.0,8,8.0,pre
M1,100.0,90.0,all,,-75.0,-74.0,2,2.0,pre
M1,100.0,90.0,all,,-74.0,-73.0,6,6.0,pre
M1,100.0,90.0,all,,-73.0,-72.0,3,3.0,pre
M1,100.0,90.0,all,,-72.0,-71.0,5,5.0,pre
M1,100.0,90.0,all,,-71.0,-70.0,4,4.0,pre
M1,100.0,90.0,all,,-70.0,-69.0,5,5.0,pre
M1,100.0,90.0,all,,-69.0,-68.0,4,4.0,pre
M1,100.0,90.0,all,,-68.0,-67.0,6,6.0,pre
M1,100.0,90.0,all,,-67.0,-66.0,5,5.0,pre
M1,100.0,90.0,all,,-66.0,-65.0,6,6.0,pre
M1,100.0,90.0,all,,-65.0,-64.0,6,6.0,pre
M1,100.0,90.0,all,,-64.0,-63.0,3,3.0,pre
M1,100.0,90.0,all,,-63.0,-62.0,4,4.0,pre
M1,100.0,90.0,all,,-62.0,-61.0,10,10.0,pre
M1,100.0,90.0,all,,-61.0,-60.0,5,5.0,pre
M1,100.0,90.0,all,,-60.0,-59.0,9,9.0,pre
M1,100.0,90.0,all,,-59.0,-58.0,7,7.0,pre
M1,100.0,90.0,all,,-58.0,-57.0,2,2.0,pre
M1,100.0,90.0,all,,-57.0,-56.0,2,2.0,pre
M1,100.0,90.0,all,,-56.0,-55.0,6,6.0,pre
M1,100.0,90.0,all,,-55.0,-54.0,10,10.0,pre
M1,100.0,90.0,all,,-54.0,-53.0,4,4.0,pre
M1,100.0,90.0,all,,-53.0,-52.0,1,1.0,pre
M1,100.0,90.0,all,,-52.0,-51.0,4,4.0,pre
M1,100.0,90.0,all,,-51.0,-50.0,4,4.0,pre
M1,100.0,90.0,all,,-50.0,-49.0,4,4.0,pre
M1,100.0,90.0,all,,-49.0,-48.0,2,2.0,pre
M1,100.0,90.0,all,,-48.0,-47.0,3,3.0,pre
M1,100.0,90.0,all,,-47.0,-46.0,5,5.0,pre
M1,100.0,90.0,all,,-46.0,-45.0,5,5.0,pre
M1,100.0,90.0,all,,-45.0,-44.0,3,3.0,pre
M1,100.0,90.0,all,,-44.0,-43.0,1,1.0,pre
M1,100.0,90.0,all,,-43.0,-42.0,5,5.0,pre
M1,100.0,90.0,all,,-42.0,-41.0,7,7.0,pre
M1,100.0,90.0,all,,-41.0,-40.0,6,6.0,pre
M1,100.0,90.0,all,,-40.0,-39.0,5,5.0,pre
M1,100.0,90.0,all,,-39.0,-38.0,6,6.0,pre
M1,100.0,90.0,all,,-38.0,-37.0,7,7.0,pre
M1,100.0,90.0,all,,-37.0,-36.0,5,5.0,pre
M1,100.0,90.0,all,,-36.0,-35.0,1,1.0,pre
M1,100.0,90.0,all,,-35.0,-34.0,7,7.0,pre
M1,100.0,90.0,all,,-34.0,-33.0,10,10.0,pre
M1,100.0,90.0,all,,-33.0,-32.0,4,4.0,pre
M1,100.0,90.0,all,,-32.0,-31.0,5,5.0,pre
M1,100.0,90.0,all,,-31.0,-30.0,5,5.0,pre
M1,100.0,90.0,all,,-30.0,-29.0,5,5.0,pre
M1,100.0,90.0,all,,-29.0,-28.0,5,5.0,pre
M1,100.0,90.0,all,,-28.0,-27.0,1,1.0,pre
M1,100.0,90.0,all,,-27.0,-26.0,9,9.0,pre
M1,100.0,90.0,all,,-26.0,-25.0,5,5.0,pre
M1,100.0,90.0,all,,-25.0,-24.0,3,3.0,pre
M1,100.0,90.0,all,,-24.0,-23.0,4,4.0,pre
M1,100.0,90.0,all,,-23.0,-22.0,8,8.0,pre
M1,100.0,90.0,all,,-22.0,-21.0,3,3.0,pre
M1,100.0,90.0,all,,-21.0,-20.0,4,4.0,pre
M1,100.0,90.0,all,,-20.0,-19.0,3,3.0,pre
M1,100.0,90.0,all,,-19.0,-18.0,5,5.0,pre
M1,100.0,90.0,all,,-18.0,-17.0,1,1.0,pre
M1,100.0,90.0,all,,-17.0,-16.0,5,5.0,pre
M1,100.0,90.0,all,,-16.0,-15.0,4,4.0,pre
M1,100.0,90.0,all,,-15.0,-14.0,5,5.0,pre
M1,100.0,90.0,all,,-14.0,-13.0,5,5.0,pre
M1,100.0,90.0,all,,-13.0,-12.0,2,2.0,pre
M1,100.0,90.0,all,,-12.0,-11.0,3,3.0,pre
M1,100.0,90.0,all,,-11.0,-10.0,2,2.0,pre
M1,100.0,90.0,all,,-10.0,-9.0,3,3.0,pre
M1,100.0,90.0,all,,-9.0,-8.0,6,6.0,pre
M1,100.0,90.0,all,,-8.0,-7.0,6,6.0,pre
M1,100.0,90.0,all,,-7.0,-6.0,18,18.0,pre
M1,100.0,90.0,all,,-6.0,-5.0,51,51.0,pre
M1,100.0,90.0,all,,-5.0,-4.0,28,28.0,pre
M1,100.0,90.0,all,,-4.0,-3.0,41,41.0,pre
M1,100.0,90.0,all,,-3.0,-2.0,24,24.0,pre
M1,100.0,90.0,all,,-2.0,-1.0,84,84.0,pre
M1,100.0,90.0,all,,-1.0,0.0,322,322.0,pre
M1,100.0,90.0,all,,0.0,1.0,690,690.0,post
M1,100.0,90.0,all,,1.0,2.0,326,326.0,post
M1,100.0,90.0,all,,2.0,3.0,245,245.0,post
M1,100.0,90.0,all,,3.0,4.0,191,191.0,post
M1,100.0,90.0,all,,4.0,5.0,140,140.0,post
M1,100.0,90.0,all,,5.0,6.0,114,114.0,post
M1,100.0,90.0,all,,6.0,7.0,90,90.0,post
M1,100.0,90.0,all,,7.0,8.0,75,75.0,post
M1,100.0,90.0,all,,8.0,9.0,127,127.0,post
M1,100.0,90.0,all,,9.0,10.0,88,88.0,post
M1,100.0,90.0,all,,10.0,11.0,73,73.0,post
M1,100.0,90.0,all,,11.0,12.0,99,99.0,post
M1,100.0,90.0,all,,12.0,13.0,111,111.0,post
M1,100.0,90.0,all,,13.0,14.0,62,62.0,post
M1,100.0,90.0,all,,14.0,15.0,79,79.0,post
M1,100.0,90.0,all,,15.0,16.0,58,58.0,post
M1,100.0,90.0,all,,16.0,17.0,36,36.0,post
M1,100.0,90.0,all,,17.0,18.0,42,42.0,post
M1,100.0,90.0,all,,18.0,19.0,39,39.0,post
M1,100.0,90.0,all,,19.0,20.0,28,28.0,post
M1,100.0,90.0,all,,20.0,21.0,40,40.0,post
M1,100.0,90.0,all,,21.0,22.0,23,23.0,post
M1,100.0,90.0,all,,22.0,23.0,27,27.0,post
M1,100.0,90.0,all,,23.0,24.0,23,23.0,post
M1,100.0,90.0,all,,24.0,25.0,21,21.0,post
M1,100.0,90.0,all,,25.0,26.0,17,17.0,post
M1,100.0,90.0,all,,26.0,27.0,21,21.0,post
M1,100.0,90.0,all,,27.0,28.0,47,47.0,post
M1,100.0,90.0,all,,28.0,29.0,37,37.0,post
M1,100.0,90.0,all,,29.0,30.0,25,25.0,post
M1,100.0,90.0,all,,30.0,31.0,28,28.0,post
M1,100.0,90.0,all,,31.0,32.0,26,26.0,post
M1,100.0,90.0,all,,32.0,33.0,12,12.0,post
M1,100.0,90.0,all,,33.0,34.0,9,9.0,post
M1,100.0,90.0,all,,34.0,35.0,20,20.0,post
M1,100.0,90.0,all,,35.0,36.0,24,24.0,post
M1,100.0,90.0,all,,36.0,37.0,17,17.0,post
M1,100.0,90.0,all,,37.0,38.0,19,19.0,post
M1,100.0,90.0,all,,38.0,39.0,24,24.0,post
M1,100.0,90.0,all,,39.0,40.0,20,20.0,post
M1,100.0,90.0,all,,40.0,41.0,12,12.0,post
M1,100.0,90.0,all,,41.0,42.0,19,19.0,post
M1,100.0,90.0,all,,42.0,43.0,17,17.0,post
M1,100.0,90.0,all,,43.0,44.0,16,16.0,post
M1,100.0,90.0,all,,44.0,45.0,17,17.0,post
M1,100.0,90.0,all,,45.0,46.0,8,8.0,post
M1,100.0,90.0,all,,46.0,47.0,6,6.0,post
M1,100.0,90.0,all,,47.0,48.0,11,11.0,post
M1,100.0,90.0,all,,48.0,49.0,15,15.0,post
M1,100.0,90.0,all,,49.0,50.0,18,18.0,post
M1,100.0,90.0,all,,50.0,51.0,14,14.0,post
M1,100.0,90.0,all,,51.0,52.0,25,25.0,post
M1,100.0,90.0,all,,52.0,53.0,83,83.0,post
M1,100.0,90.0,all,,53.0,54.0,35,35.0,post
M1,100.0,90.0,all,,54.0,55.0,18,18.0,post
M1,100.0,90.0,all,,55.0,56.0,20,20.0,post
M1,100.0,90.0,all,,56.0,57.0,12,12.0,post
M1,100.0,90.0,all,,57.0,58.0,20,20.0,post
M1,100.0,90.0,all,,58.0,59.0,16,16.0,post
M1,100.0,90.0,all,,59.0,60.0,17,17.0,post
M1,100.0,90.0,all,,60.0,61.0,16,16.0,post
M1,100.0,90.0,all,,61.0,62.0,7,7.0,post
M1,100.0,90.0,all,,62.0,63.0,11,11.0,post
M1,100.0,90.0,all,,63.0,64.0,11,11.0,post
M1,100.0,90.0,all,,64.0,65.0,12,12.0,post
M1,100.0,90.0,all,,65.0,66.0,16,16.0,post
M1,100.0,90.0,all,,66.0,67.0,11,11.0,post
M1,100.0,90.0,all,,67.0,68.0,9,9.0,post
M1,100.0,90.0,all,,68.0,69.0,25,25.0,post
M1,100.0,90.0,all,,69.0,70.0,12,12.0,post
M1,100.0,90.0,all,,70.0,71.0,6,6.0,post
M1,100.0,90.0,all,,71.0,72.0,12,12.0,post
M1,100.0,90.0,all,,72.0,73.0,21,21.0,post
M1,100.0,90.0,all,,73.0,74.0,14,14.0,post
M1,100.0,90.0,all,,74.0,75.0,15,15.0,post
M1,100.0,90.0,all,,75.0,76.0,14,14.0,post
M1,100.0,90.0,all,,76.0,77.0,10,10.0,post
M1,100.0,90.0,all,,77.0,78.0,7,7.0,post
M1,100.0,90.0,all,,78.0,79.0,8,8.0,post
M1,100.0,90.0,all,,79.0,80.0,13,13.0,post
M1,100.0,90.0,all,,80.0,81.0,14,14.0,post
M1,100.0,90.0,all,,81.0,82.0,11,11.0,post
M1,100.0,90.0,all,,82.0,83.0,23,23.0,post
M1,100.0,90.0,all,,83.0,84.0,6,6.0,post
M1,100.0,90.0,all,,84.0,85.0,14,14.0,post
M1,100.0,90.0,all,,85.0,86.0,4,4.0,post
M1,100.0,90.0,all,,86.0,87.0,7,7.0,post
M1,100.0,90.0,all,,87.0,88.0,5,5.0,post
M1,100.0,90.0,all,,88.0,89.0,15,15.0,post
M1,100.0,90.0,all,,89.0,90.0,5,5.0,post
M1,100.0,90.0,mainshock_window,1.2,-90.0,-89.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-89.0,-88.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-88.0,-87.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-87.0,-86.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-86.0,-85.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-84.0,-83.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-82.0,-81.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-81.0,-80.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-80.0,-79.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-79.0,-78.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-78.0,-77.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-77.0,-76.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-76.0,-75.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-75.0,-74.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-74.0,-73.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-72.0,-71.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-71.0,-70.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-70.0,-69.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-69.0,-68.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-68.0,-67.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-67.0,-66.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-66.0,-65.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-65.0,-64.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-64.0,-63.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-63.0,-62.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-62.0,-61.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-61.0,-60.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-60.0,-59.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-59.0,-58.0,7,7.0,pre
M1,100.0,90.0,mainshock_window,1.2,-58.0,-57.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-57.0,-56.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-56.0,-55.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-55.0,-54.0,8,8.0,pre
M1,100.0,90.0,mainshock_window,1.2,-54.0,-53.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-53.0,-52.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-52.0,-51.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-51.0,-50.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-50.0,-49.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-49.0,-48.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-48.0,-47.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-47.0,-46.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-46.0,-45.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-45.0,-44.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-44.0,-43.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-43.0,-42.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-42.0,-41.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-41.0,-40.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-40.0,-39.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-39.0,-38.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-38.0,-37.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-37.0,-36.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-36.0,-35.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-35.0,-34.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-34.0,-33.0,10,10.0,pre
M1,100.0,90.0,mainshock_window,1.2,-33.0,-32.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-32.0,-31.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-31.0,-30.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-30.0,-29.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-29.0,-28.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-28.0,-27.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-27.0,-26.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-26.0,-25.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-25.0,-24.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-24.0,-23.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-23.0,-22.0,8,8.0,pre
M1,100.0,90.0,mainshock_window,1.2,-22.0,-21.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-21.0,-20.0,3,3.0,pre
M1,100.0,90.0,mainshock_window,1.2,-20.0,-19.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-19.0,-18.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-18.0,-17.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-17.0,-16.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-15.0,-14.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-14.0,-13.0,4,4.0,pre
M1,100.0,90.0,mainshock_window,1.2,-13.0,-12.0,1,1.0,pre
M1,100.0,90.0,mainshock_window,1.2,-12.0,-11.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-11.0,-10.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-10.0,-9.0,2,2.0,pre
M1,100.0,90.0,mainshock_window,1.2,-9.0,-8.0,6,6.0,pre
M1,100.0,90.0,mainshock_window,1.2,-8.0,-7.0,5,5.0,pre
M1,100.0,90.0,mainshock_window,1.2,-7.0,-6.0,15,15.0,pre
M1,100.0,90.0,mainshock_window,1.2,-6.0,-5.0,49,49.0,pre
M1,100.0,90.0,mainshock_window,1.2,-5.0,-4.0,25,25.0,pre
M1,100.0,90.0,mainshock_window,1.2,-4.0,-3.0,33,33.0,pre
M1,100.0,90.0,mainshock_window,1.2,-3.0,-2.0,22,22.0,pre
